sub ses blk trl arrow cond acc rt
10 1 2 40 0 0 1 0.82514
10 1 2 41 0 2 1 0.88784
10 1 2 42 0 1 1 0.57586
10 1 2 43 0 0 1 0.57618
10 1 2 44 0 2 1 0.72735
10 1 2 45 0 2 1 0.4592
10 1 2 46 0 2 1 0.68753
10 1 2 47 0 1 1 0.49865
10 1 2 48 0 2 0 0.74526
10 1 2 49 0 1 1 1.752
10 1 2 50 0 2 1 0.89007
10 1 2 51 0 0 1 0.47457
10 1 2 52 0 0 1 0.49454
10 1 2 53 0 2 1 0.52739
10 1 2 54 0 0 1 0.55516
10 1 2 55 0 1 1 0.72261
10 1 2 56 0 2 1 0.60713
10 1 2 57 0 1 1 0.66316
10 1 2 58 0 0 1 0.70624
10 1 2 59 0 2 1 0.57435
10 1 2 60 0 0 1 0.58837
10 1 2 61 0 2 1 0.72729
10 1 2 62 0 2 1 0.83329
10 1 2 63 0 0 1 0.51874
10 1 2 64 0 2 1 0.69372
10 1 2 65 0 1 1 0.54477
10 1 2 66 0 0 1 0.7147
10 1 2 67 0 1 1 0.89295
10 1 2 68 0 1 1 0.59616
10 1 2 69 0 1 1 0.70804
10 1 2 70 0 1 1 0.56139
10 1 2 71 0 2 1 0.64926
10 1 2 72 0 1 1 0.45963
10 1 2 73 0 1 1 0.83051
10 1 2 74 0 2 1 0.85342
10 1 2 75 0 1 1 0.53954
10 1 2 76 0 2 1 0.50574
10 1 2 77 0 2 1 0.58494
10 1 2 78 0 0 1 0.82533
10 1 2 79 0 0 1 0.43936
10 1 2 80 0 1 1 0.44286
10 1 2 81 0 0 1 0.37943
10 1 2 82 0 1 1 0.55558
10 1 2 83 0 1 1 1.2754
10 1 2 84 0 1 1 0.74238
10 1 2 85 0 0 1 0.65816
10 1 2 86 0 2 1 0.83664
10 1 2 87 0 2 1 0.9921
10 1 2 88 0 2 1 0.79554
10 1 2 89 0 1 1 0.68711
10 1 2 90 0 0 1 0.96994
10 1 2 91 0 2 1 0.68424
10 1 2 92 0 1 1 0.67817
10 1 2 93 0 0 1 0.63408
10 1 2 94 0 1 1 0.70721
10 1 2 95 0 0 1 0.52698
10 1 2 96 0 0 1 0.49331
10 1 2 97 0 2 1 0.53062
10 1 2 98 0 1 1 1.276
10 1 2 99 0 0 1 0.5711
10 1 2 100 0 0 1 0.40264
10 1 2 101 0 1 0 0.77699
10 1 2 102 0 2 1 0.61963
10 1 2 103 0 2 1 0.76523
10 1 2 104 0 2 0 0.56166
10 1 2 105 0 2 1 0.50488
10 1 2 106 0 2 0 0.59326
10 1 2 107 0 1 1 0.73586
10 1 2 108 0 2 1 0.94019
10 1 2 109 0 1 1 0.60395
10 1 2 110 0 2 1 0.73575
10 1 2 111 0 0 1 0.71357
10 1 2 112 0 0 1 1.2214
10 1 2 113 0 2 1 0.80323
10 1 2 114 0 1 1 0.6818
10 1 2 115 0 2 1 0.58761
10 1 2 116 0 2 1 0.89233
10 1 2 117 0 2 1 0.86924
10 1 2 118 0 1 1 0.73822
10 1 2 119 0 0 1 0.82346
10 1 2 120 0 2 1 0.94893
10 1 2 121 0 1 1 0.59753
10 1 2 122 0 1 1 0.70277
10 1 2 123 0 1 1 0.85096
10 1 2 124 0 2 1 0.37541
10 1 2 125 0 2 1 0.54811
10 1 2 126 0 1 1 0.79814
10 1 2 127 0 2 1 0.52023
10 1 2 128 0 2 1 1.0727
10 1 2 129 0 0 1 0.4766
10 1 2 130 0 0 0 0.585
10 1 2 131 0 1 1 1.3695
10 1 2 132 0 2 1 0.58822
10 1 2 133 0 1 1 0.61178
10 1 2 134 0 2 1 0.73443
10 1 2 135 0 1 1 0.84141
10 1 2 136 0 0 1 0.63111
10 1 2 137 0 2 1 1.1319
10 1 2 138 0 1 1 1.0074
10 1 2 139 0 0 1 0.67476
10 1 2 140 0 0 1 0.73069
10 1 2 141 0 2 1 0.74315
10 1 2 142 0 1 1 0.56384
10 1 2 143 0 0 1 0.46668
10 1 2 144 0 2 1 0.60119
10 1 3 1 0 2 1 0.8736
10 1 3 2 0 0 1 0.63236
10 1 3 3 0 1 1 0.58525
10 1 3 4 0 1 1 0.85092
10 1 3 5 0 1 1 0.40884
10 1 3 6 0 2 1 0.78773
10 1 3 7 0 2 1 0.58485
10 1 3 8 0 0 1 0.51483
10 1 3 9 0 2 1 0.49742
10 1 3 10 0 0 1 0.65533
10 1 3 11 0 1 1 0.41606
10 1 3 12 0 1 1 0.47781
10 1 3 13 0 2 0 0.74009
10 1 3 14 0 0 0 0.43228
10 1 3 15 0 1 1 0.59634
10 1 3 16 0 0 1 0.89306
10 1 3 17 0 0 1 0.74699
10 1 3 18 0 1 1 0.39183
10 1 3 19 0 1 1 0.40518
10 1 3 20 0 1 1 0.68855
10 1 3 21 0 2 1 0.50792
10 1 3 22 0 0 1 0.52149
10 1 3 23 0 1 1 0.40712
10 1 3 24 0 2 1 0.49202
10 1 3 25 0 1 1 0.50825
10 1 3 26 0 1 1 0.51359
10 1 3 27 0 2 1 1.4634
10 1 3 28 0 2 1 0.48452
10 1 3 29 0 1 1 0.57884
10 1 3 30 0 0 1 0.63508
10 1 3 31 0 1 1 0.56426
10 1 3 32 0 0 1 1.2939
10 1 3 33 0 1 1 0.64417
10 1 3 34 0 2 1 0.65406
10 1 3 35 0 2 1 0.94533
10 1 3 36 0 2 1 0.44952
10 1 3 37 0 1 1 0.74287
10 1 3 38 0 2 1 0.51383
10 1 3 39 0 2 1 0.56282
10 1 3 40 0 1 1 0.88941
10 1 3 41 0 1 1 0.93809
10 1 3 42 0 2 1 0.99303
10 1 3 43 0 0 1 0.42779
10 1 3 44 0 0 1 0.57632
10 1 3 45 0 0 1 0.76801
10 1 3 46 0 2 1 0.84601
10 1 3 47 0 0 1 1.2282
10 1 3 48 0 0 1 0.78709
10 1 3 49 0 2 1 0.54417
10 1 3 50 0 2 1 0.75932
10 1 3 51 0 2 1 0.55684
10 1 3 52 0 2 1 0.74811
10 1 3 53 0 1 1 0.50289
10 1 3 54 0 2 1 0.9262
10 1 3 55 0 0 1 0.71014
10 1 3 56 0 1 1 1.1612
10 1 3 57 0 2 1 0.7833
10 1 3 58 0 0 0 0.88502
10 1 3 59 0 0 1 0.77477
10 1 3 60 0 2 1 0.69728
10 1 3 61 0 1 1 1.1577
10 1 3 62 0 0 1 0.6654
10 1 3 63 0 1 1 0.67843
10 1 3 64 0 2 1 0.9747
10 1 3 65 0 0 1 0.89669
10 1 3 66 0 2 1 0.45591
10 1 3 67 0 1 1 0.77343
10 1 3 68 0 0 1 0.63386
10 1 3 69 0 0 1 0.51516
10 1 3 70 0 1 1 0.402
10 1 3 71 0 0 1 0.5089
10 1 3 72 0 2 1 0.41127
10 1 3 73 0 2 1 1.1921
10 1 3 74 0 1 1 0.73603
10 1 3 75 0 0 1 0.51623
10 1 3 76 0 1 1 0.37072
10 1 3 77 0 0 1 0.49362
10 1 3 78 0 2 1 0.67492
10 1 3 79 0 0 1 1.2056
10 1 3 80 0 1 1 0.67683
10 1 3 81 0 1 1 0.96718
10 1 3 82 0 2 1 0.9601
10 1 3 83 0 0 1 0.8266
10 1 3 84 0 1 1 0.6879
10 1 3 85 0 1 1 0.65165
10 1 3 86 0 1 1 0.82145
10 1 3 87 0 0 1 0.57999
10 1 3 88 0 1 1 0.78618
10 1 3 89 0 0 1 0.48899
10 1 3 90 0 2 1 0.43202
10 1 3 91 0 0 1 0.76971
10 1 3 92 0 0 1 0.85562
10 1 3 93 0 1 1 0.40711
10 1 3 94 0 2 1 0.76395
10 1 3 95 0 0 1 0.69462
10 1 3 96 0 2 1 0.60252
10 1 3 97 0 1 1 0.51475
10 1 3 98 0 2 1 0.50615
10 1 3 99 0 2 1 0.71169
10 1 3 100 0 1 1 0.8377
10 1 3 101 0 1 1 0.6482
10 1 3 102 0 2 1 0.48238
10 1 3 103 0 0 1 0.76056
10 1 3 104 0 1 1 0.93559
10 1 3 105 0 2 1 0.84643
10 1 3 106 0 2 1 0.4775
10 1 3 107 0 0 1 0.59501
10 1 3 108 0 1 1 0.6189
10 1 3 109 0 0 1 0.50261
10 1 3 110 0 0 1 0.37177
10 1 3 111 0 1 1 0.46134
10 1 3 112 0 1 1 0.41864
10 1 3 113 0 1 1 0.48779
10 1 3 114 0 1 1 0.5183
10 1 3 115 0 0 1 0.61201
10 1 3 116 0 2 1 1.1335
10 1 3 117 0 0 1 0.6492
10 1 3 118 0 2 1 0.50063
10 1 3 119 0 2 1 0.76247
10 1 3 120 0 0 1 0.59848
10 1 3 121 0 2 1 0.65808
10 1 3 122 0 0 1 0.77884
10 1 3 123 0 1 1 0.72586
10 1 3 124 0 2 1 0.80282
10 1 3 125 0 0 1 0.6235
10 1 3 126 0 1 1 0.69632
10 1 3 127 0 2 1 0.66715
10 1 3 128 0 0 1 0.47839
10 1 3 129 0 0 1 0.54772
10 1 3 130 0 2 1 0.85186
10 1 3 131 0 0 1 0.61006
10 1 3 132 0 0 1 0.5307
10 1 3 133 0 2 1 0.87341
10 1 3 134 0 2 1 0.65701
10 1 3 135 0 2 1 0.76308
10 1 3 136 0 0 1 0.5443
10 1 3 137 0 1 1 0.58439
10 1 3 138 0 2 1 0.61518
10 1 3 139 0 1 1 0.43388
10 1 3 140 0 1 1 0.50793
10 1 3 141 0 1 1 0.58667
10 1 3 142 0 0 1 0.86744
10 1 3 143 0 0 1 0.64249
10 1 3 144 0 0 1 0.82743
10 1 4 1 0 1 1 0.82995
10 1 4 2 0 0 1 0.64459
10 1 4 3 0 1 1 0.63816
10 1 4 4 0 2 1 0.7103
10 1 4 5 0 1 1 0.65092
10 1 4 6 0 0 1 0.61314
10 1 4 7 0 1 1 0.61367
10 1 4 8 0 0 1 0.61681
10 1 4 9 0 2 1 0.78217
10 1 4 10 0 1 1 0.41108
10 1 4 11 0 0 1 0.54427
10 1 4 12 0 1 1 0.75892
10 1 4 13 0 1 1 0.46091
10 1 4 14 0 2 1 0.38591
10 1 4 15 0 2 1 0.81315
10 1 4 16 0 1 1 0.43448
10 1 4 17 0 2 1 0.51098
10 1 4 18 0 1 1 0.46174
10 1 4 19 0 0 1 0.58728
10 1 4 20 0 0 1 0.70792
10 1 4 21 0 2 1 0.83143
10 1 4 22 0 2 1 0.74161
10 1 4 23 0 2 1 0.75163
10 1 4 24 0 2 1 0.44437
10 1 4 25 0 1 1 1.1406
10 1 4 26 0 2 1 0.71989
10 1 4 27 0 0 1 0.61876
10 1 4 28 0 1 1 0.66868
10 1 4 29 0 1 1 0.59957
10 1 4 30 0 0 1 0.72761
10 1 4 31 0 0 0 0.57869
10 1 4 32 0 0 1 0.65129
10 1 4 33 0 2 1 0.55683
10 1 4 34 0 1 1 1.0367
10 1 4 35 0 2 1 0.73454
10 1 4 36 0 0 0 0.72266
10 1 4 37 0 0 1 0.78364
10 1 4 38 0 0 1 0.51484
10 1 4 39 0 2 1 0.61776
10 1 4 40 0 2 1 1.564
10 1 4 41 0 0 1 0.48273
10 1 4 42 0 0 1 0.41797
10 1 4 43 0 2 1 0.77407
10 1 4 44 0 0 1 0.38872
10 1 4 45 0 2 1 0.5337
10 1 4 46 0 1 1 0.63653
10 1 4 47 0 1 1 0.70294
10 1 4 48 0 0 1 0.67598
10 1 4 49 0 0 1 0.73976
10 1 4 50 0 2 1 1.2085
10 1 4 51 0 0 1 0.70996
10 1 4 52 0 0 1 0.60193
10 1 4 53 0 0 1 0.6054
10 1 4 54 0 2 1 0.46086
10 1 4 55 0 2 1 0.98534
10 1 4 56 0 0 1 0.3865
10 1 4 57 0 2 1 0.75791
10 1 4 58 0 0 1 0.65072
10 1 4 59 0 0 1 0.81106
10 1 4 60 0 1 1 0.46659
10 1 4 61 0 1 1 0.78337
10 1 4 62 0 1 1 0.65282
10 1 4 63 0 1 0 0.75823
10 1 4 64 0 1 1 1.2294
10 1 4 65 0 2 1 0.65002
10 1 4 66 0 0 1 0.57988
10 1 4 67 0 0 1 0.52535
10 1 4 68 0 1 1 0.50645
10 1 4 69 0 1 1 0.47311
10 1 4 70 0 2 1 0.6297
10 1 4 71 0 0 1 0.58582
10 1 4 72 0 2 1 0.66531
10 1 4 73 0 0 1 0.42015
10 1 4 74 0 0 1 0.75969
10 1 4 75 0 1 1 0.69973
10 1 4 76 0 0 1 0.50226
10 1 4 77 0 2 1 0.90793
10 1 4 78 0 1 1 0.46896
10 1 4 79 0 2 1 1.0583
10 1 4 80 0 2 1 1.0137
10 1 4 81 0 1 1 0.64848
10 1 4 82 0 1 1 0.40934
10 1 4 83 0 0 1 0.4452
10 1 4 84 0 2 1 0.72257
10 1 4 85 0 2 1 0.59808
10 1 4 86 0 1 1 0.68731
10 1 4 87 0 1 1 0.65101
10 1 4 88 0 0 1 0.62795
10 1 4 89 0 0 1 0.37308
10 1 4 90 0 1 1 0.47443
10 1 4 91 0 1 1 0.72559
10 1 4 92 0 0 1 0.47446
10 1 4 93 0 1 1 0.65468
10 1 4 94 0 1 1 0.33145
10 1 4 95 0 1 1 0.39584
10 1 4 96 0 2 0 0.67228
10 1 4 97 0 2 1 0.80975
10 1 4 98 0 1 1 0.49438
10 1 4 99 0 2 1 0.97274
10 1 4 100 0 2 1 0.67145
10 1 4 101 0 1 1 1.058
10 1 4 102 0 1 1 0.88428
10 1 4 103 0 2 1 0.64415
10 1 4 104 0 0 1 0.75716
10 1 4 105 0 0 1 0.74808
10 1 4 106 0 2 1 0.74375
10 1 4 107 0 0 1 0.65795
10 1 4 108 0 1 0 0.59797
10 1 4 109 0 1 1 0.7734
10 1 4 110 0 1 1 1.2019
10 1 4 111 0 0 1 0.49857
10 1 4 112 0 0 1 0.73597
10 1 4 113 0 0 1 0.68438
10 1 4 114 0 1 1 0.67125
10 1 4 115 0 0 1 0.61685
10 1 4 116 0 2 1 0.69039
10 1 4 117 0 0 1 0.8855
10 1 4 118 0 2 1 0.60378
10 1 4 119 0 2 1 0.77307
10 1 4 120 0 0 1 0.73045
10 1 4 121 0 1 1 0.74979
10 1 4 122 0 0 1 0.62559
10 1 4 123 0 1 1 0.65877
10 1 4 124 0 1 1 0.49286
10 1 4 125 0 2 1 0.46676
10 1 4 126 0 2 1 1.1856
10 1 4 127 0 2 1 0.5609
10 1 4 128 0 2 1 1.1753
10 1 4 129 0 0 1 0.55093
10 1 4 130 0 2 1 1.0937
10 1 4 131 0 0 1 1.3541
10 1 4 132 0 2 1 0.70171
10 1 4 133 0 1 1 1.1441
10 1 4 134 0 1 1 0.57359
10 1 4 135 0 2 1 0.70955
10 1 4 136 0 2 1 0.39964
10 1 4 137 0 2 1 0.68404
10 1 4 138 0 2 1 0.40037
10 1 4 139 0 2 1 0.73997
10 1 4 140 0 1 1 0.82994
10 1 4 141 0 0 1 0.7729
10 1 4 142 0 0 1 0.73842
10 1 4 143 0 1 1 0.64648
10 1 4 144 0 1 1 0.75948
10 1 5 1 0 0 1 0.69813
10 1 5 2 0 0 1 0.58828
10 1 5 3 0 0 1 0.46018
10 1 5 4 0 0 1 0.96329
10 1 5 5 0 1 1 0.57956
10 1 5 6 0 2 1 0.4923
10 1 5 7 0 1 1 0.40886
10 1 5 8 0 0 1 0.66083
10 1 5 9 0 1 1 0.44098
10 1 5 10 0 2 1 0.42059
10 1 5 11 0 1 1 0.5531
10 1 5 12 0 0 1 0.58456
10 1 5 13 0 1 1 0.69945
10 1 5 14 0 1 1 0.39587
10 1 5 15 0 0 1 0.44864
10 1 5 16 0 2 1 0.8608
10 1 5 17 0 0 1 0.60406
10 1 5 18 0 2 1 0.93467
10 1 5 19 0 1 1 0.43796
10 1 5 20 0 2 1 0.46516
10 1 5 21 0 0 1 0.34365
10 1 5 22 0 2 1 1.0174
10 1 5 23 0 2 1 0.62857
10 1 5 24 0 0 1 0.71857
10 1 5 25 0 1 1 0.60029
10 1 5 26 0 2 1 0.8101
10 1 5 27 0 0 1 0.48827
10 1 5 28 0 1 1 0.87835
10 1 5 29 0 1 1 0.36501
10 1 5 30 0 1 1 0.82448
10 1 5 31 0 0 1 0.59209
10 1 5 32 0 1 1 0.68698
10 1 5 33 0 2 1 0.41203
10 1 5 34 0 0 1 0.41434
10 1 5 35 0 1 1 0.37847
10 1 5 36 0 2 1 0.80402
10 1 5 37 0 2 1 0.45085
10 1 5 38 0 0 1 0.71954
10 1 5 39 0 2 1 0.69285
10 1 5 40 0 0 1 0.45474
10 1 5 41 0 1 1 0.80425
10 1 5 42 0 0 1 0.62488
10 1 5 43 0 1 1 0.88284
10 1 5 44 0 1 1 0.90697
10 1 5 45 0 0 0 0.48945
10 1 5 46 0 0 1 0.9189
10 1 5 47 0 1 1 0.67211
10 1 5 48 0 0 1 0.627
10 1 5 49 0 2 1 0.70714
10 1 5 50 0 0 1 0.47072
10 1 5 51 0 1 1 0.73181
10 1 5 52 0 1 1 0.46425
10 1 5 53 0 1 1 0.56625
10 1 5 54 0 2 1 0.7587
10 1 5 55 0 2 1 0.75381
10 1 5 56 0 0 1 0.84614
10 1 5 57 0 2 1 0.70938
10 1 5 58 0 2 1 0.65645
10 1 5 59 0 0 1 0.6182
10 1 5 60 0 0 1 0.67553
10 1 5 61 0 0 1 0.68536
10 1 5 62 0 0 1 0.74347
10 1 5 63 0 0 1 0.71724
10 1 5 64 0 2 1 0.62361
10 1 5 65 0 2 1 0.68203
10 1 5 66 0 0 1 0.47526
10 1 5 67 0 0 1 0.37768
10 1 5 68 0 1 1 0.46865
10 1 5 69 0 1 1 0.35482
10 1 5 70 0 2 0 0.40597
10 1 5 71 0 1 1 0.80949
10 1 5 72 0 2 1 0.82243
10 1 5 73 0 1 1 0.50376
10 1 5 74 0 1 1 1.0539
10 1 5 75 0 1 1 0.59799
10 1 5 76 0 2 1 0.98335
10 1 5 77 0 0 1 0.8183
10 1 5 78 0 1 1 0.63049
10 1 5 79 0 0 1 0.47294
10 1 5 80 0 1 1 0.46138
10 1 5 81 0 2 1 0.36433
10 1 5 82 0 0 1 0.65361
10 1 5 83 0 2 1 0.83317
10 1 5 84 0 1 1 0.97464
10 1 5 85 0 0 1 0.73024
10 1 5 86 0 2 1 0.78808
10 1 5 87 0 1 1 0.7145
10 1 5 88 0 2 1 0.72583
10 1 5 89 0 0 1 0.45657
10 1 5 90 0 1 1 0.51833
10 1 5 91 0 0 1 0.89126
10 1 5 92 0 1 1 0.50725
10 1 5 93 0 2 1 0.5462
10 1 5 94 0 1 1 0.59459
10 1 5 95 0 0 1 1.0351
10 1 5 96 0 0 1 0.54257
10 1 5 97 0 2 1 1.0545
10 1 5 98 0 2 1 0.7128
10 1 5 99 0 1 1 0.74635
10 1 5 100 0 2 1 0.49432
10 1 5 101 0 1 1 0.72625
10 1 5 102 0 0 1 1.4887
10 1 5 103 0 0 1 0.64584
10 1 5 104 0 2 1 0.63942
10 1 5 105 0 0 1 0.48251
10 1 5 106 0 1 1 0.69107
10 1 5 107 0 2 1 0.69826
10 1 5 108 0 2 1 0.90273
10 1 5 109 0 2 1 0.69353
10 1 5 110 0 0 1 0.96149
10 1 5 111 0 1 1 0.63693
10 1 5 112 0 2 1 0.74017
10 1 5 113 0 2 1 0.62339
10 1 5 114 0 2 1 0.73969
10 1 5 115 0 1 1 0.46023
10 1 5 116 0 1 1 0.72151
10 1 5 117 0 0 1 0.57322
10 1 5 118 0 0 1 0.84602
10 1 5 119 0 1 1 0.63644
10 1 5 120 0 1 1 0.75001
10 1 5 121 0 2 1 0.59385
10 1 5 122 0 1 1 0.88413
10 1 5 123 0 1 1 0.71458
10 1 5 124 0 0 1 0.57344
10 1 5 125 0 1 1 0.86275
10 1 5 126 0 2 1 0.53422
10 1 5 127 0 2 1 0.46051
10 1 5 128 0 1 0 0.68941
10 1 5 129 0 2 1 0.71607
10 1 5 130 0 2 1 0.6401
10 1 5 131 0 2 1 0.72884
10 1 5 132 0 1 1 0.6389
10 1 5 133 0 0 1 0.66485
10 1 5 134 0 0 1 0.57666
10 1 5 135 0 0 1 0.71384
10 1 5 136 0 1 1 0.58787
10 1 5 137 0 2 1 0.4671
10 1 5 138 0 2 1 0.5061
10 1 5 139 0 2 1 0.52704
10 1 5 140 0 2 1 0.43003
10 1 5 141 0 1 1 0.49175
10 1 5 142 0 0 1 0.70516
10 1 5 143 0 2 1 0.78731
10 1 5 144 0 0 1 0.64932
10 2 1 1 0 1 1 1.0148
10 2 1 2 0 0 1 1.2166
10 2 1 3 0 0 1 0.6813
10 2 1 4 0 1 1 0.66639
10 2 1 5 0 2 1 0.70127
10 2 1 6 0 1 1 0.59182
10 2 1 7 0 1 1 0.58411
10 2 1 8 0 0 1 0.62482
10 2 1 9 0 2 1 0.65314
10 2 1 10 0 0 1 0.58039
10 2 1 11 0 1 1 0.59587
10 2 1 12 0 2 1 0.51685
10 2 1 13 0 1 1 0.56382
10 2 1 14 0 0 1 0.65911
10 2 1 15 0 2 1 0.58255
