sub ses blk trl soa cond acc rt
20 2 3 1 0.4 2 1 0.26687
20 2 3 2 0.4 0 1 0.25021
20 2 3 3 0.6 2 1 0.21682
20 2 3 4 0.4 0 1 0.25021
20 2 3 5 0.3 0 1 0.28353
20 2 3 6 0.6 0 1 0.21692
20 2 3 7 0.6 0 1 0.25021
20 2 3 8 0.5 0 1 0.26687
20 2 3 9 0.3 0 1 0.28353
20 2 3 10 0.5 2 1 0.23354
20 2 3 11 0.3 2 1 0.40021
20 2 3 12 0.5 0 1 0.2502
20 2 3 13 0.6 0 1 0.20022
20 2 3 14 0.4 0 1 0.30019
20 2 3 15 0.4 0 1 0.21686
20 2 3 16 0.3 0 1 0.2502
20 2 3 17 0.3 2 1 0.28359
20 2 3 18 0.5 2 1 0.21683
20 2 3 19 0.3 0 1 0.35028
20 2 3 20 0.6 0 1 0.18354
20 2 3 21 0.5 0 1 0.25019
20 2 3 22 0.4 0 1 0.26688
20 2 3 23 0.6 0 1 0.016872
20 2 3 24 0.6 0 1 0.13354
20 2 3 25 0.4 0 1 0.20021
20 2 3 26 0.4 2 1 0.2334
20 2 3 27 0.3 0 1 0.28353
20 2 3 28 0.4 0 1 0.2002
20 2 3 29 0.6 2 1 0.11686
20 2 3 30 0.4 0 1 0.26688
20 2 3 31 0.5 0 1 0.16688
20 2 3 32 0.6 0 1 0.21691
20 2 3 33 0.5 0 1 0.21688
20 2 3 34 0.4 0 1 0.28356
20 2 3 35 0.5 2 1 0.23355
20 2 3 36 0.3 0 1 0.25017
20 2 3 37 0.6 0 1 0.23355
20 2 3 38 0.5 0 1 0.2836
20 2 3 39 0.6 0 1 0.20019
20 2 3 40 0.6 0 1 0.25016
20 2 3 41 0.5 0 1 0.25021
20 2 3 42 0.3 0 1 0.28354
20 2 3 43 0.6 0 1 0.10021
20 2 3 44 0.4 2 1 0.25017
20 2 3 45 0.3 0 1 0.23354
20 2 3 46 0.6 0 1 0.10021
20 2 3 47 0.4 0 1 0.23353
20 2 3 48 0.3 0 1 0.23349
20 2 3 49 0.5 0 1 0.18354
20 2 3 50 0.4 0 1 0.21682
20 2 3 51 0.4 0 1 0.1835
20 2 3 52 0.4 2 1 0.26686
20 2 3 53 0.4 2 1 0.21686
20 2 3 54 0.4 0 1 0.2002
20 2 3 55 0.3 0 1 0.23354
20 2 3 56 0.5 0 1 0.18355
20 2 3 57 0.5 0 1 0.18353
20 2 3 58 0.5 2 1 0.21687
20 2 3 59 0.4 0 1 0.21687
20 2 3 60 0.3 0 1 0.21687
20 2 3 61 0.4 0 1 0.18353
20 2 3 62 0.3 0 1 0.23354
20 2 3 63 0.3 0 1 0.20021
20 2 3 64 0.5 0 1 0.016875
20 2 3 65 0.5 0 1 0.1669
20 2 3 66 0.4 0 1 0.18354
20 2 3 67 0.4 0 1 0.21687
20 2 3 68 0.3 0 1 0.21687
20 2 3 69 0.5 0 1 0.13352
20 2 3 70 0.4 0 1 0.23353
20 2 3 71 0.3 0 1 0.20021
20 2 3 72 0.5 0 1 0.13352
20 2 3 73 0.4 0 1 0.21687
20 2 3 74 0.6 0 1 0.26688
20 2 3 75 0.3 0 1 0.30006
20 2 3 76 0.3 2 1 0.28354
20 2 3 77 0.3 2 1 0.28353
20 2 3 78 0.5 0 1 0.18354
20 2 3 79 0.4 0 1 0.23353
20 2 3 80 0.5 0 1 0.1331
20 2 3 81 0.4 2 1 0.23354
20 2 3 82 0.6 2 1 0.18353
20 2 3 83 0.6 0 1 0.21687
20 2 3 84 0.6 0 1 0.10021
20 2 3 85 0.3 0 1 0.26688
20 2 3 86 0.6 2 1 0.10021
20 2 3 87 0.3 2 1 0.28354
20 2 3 88 0.4 0 1 0.23355
20 2 3 89 0.5 2 1 0.20017
20 2 3 90 0.4 0 1 0.15019
20 2 3 91 0.6 0 1 0.23355
20 2 3 92 0.5 0 1 0.23354
20 2 3 93 0.6 0 1 0.1502
20 2 3 94 0.6 0 1 0.16685
20 2 3 95 0.5 0 1 0.13355
20 2 3 96 0.3 0 1 0.26689
20 2 3 97 0.6 2 1 0.10019
20 2 3 98 0.4 2 1 0.25014
20 2 3 99 0.3 0 1 0.25021
20 2 3 100 0.5 0 1 0.1502
20 2 3 101 0.5 0 1 0.20021
20 2 3 102 0.5 2 1 0.2502
20 2 3 103 0.3 2 1 0.26681
20 2 3 104 0.5 0 1 0.20019
20 2 3 105 0.6 2 1 0.13353
20 2 3 106 0.5 0 1 0.1669
20 2 3 107 0.5 2 1 0.18353
20 2 3 108 0.6 0 1 0.083524
20 2 3 109 0.3 0 1 0.28354
20 2 3 110 0.5 2 1 0.16688
20 2 3 111 0.3 0 1 0.3002
20 2 3 112 0.3 0 1 0.25021
20 2 3 113 0.3 2 1 0.33354
20 2 3 114 0.6 0 1 0.13354
20 2 3 115 0.5 0 1 0.21691
20 2 3 116 0.6 2 1 0.16686
20 2 3 117 0.6 0 1 0.23353
20 2 3 118 0.6 0 1 0.2002
20 2 3 119 0.6 0 1 0.18355
20 2 3 120 0.4 0 1 0.28354
20 2 3 121 0.4 0 1 0.21687
20 2 3 122 0.6 0 1 0.10018
20 2 3 123 0.3 0 1 0.28354
20 2 3 124 0.4 0 1 0.23353
20 2 3 125 0.4 0 1 0.23354
20 2 3 126 0.3 0 1 0.2502
20 2 3 127 0.3 0 1 0.23354
20 2 3 128 0.5 0 1 0.23358
20 2 3 129 0.6 2 1 0.31688
20 2 3 130 0.3 2 1 0.33353
20 2 3 131 0.4 0 1 0.23354
20 2 3 132 0.6 0 1 0.10021
20 2 3 133 0.3 0 1 0.30021
20 2 3 134 0.3 0 1 0.28352
20 2 3 135 0.3 0 1 0.26685
20 2 3 136 0.6 0 1 0.13353
20 2 3 137 0.5 0 1 0.23352
20 2 3 138 0.4 0 1 0.28354
20 2 3 139 0.6 0 1 0.16686
20 2 3 140 0.5 0 1 0.25022
20 2 3 141 0.5 0 1 0.3002
20 2 3 142 0.3 0 1 0.26687
20 2 3 143 0.3 0 1 0.23355
20 2 3 144 0.5 0 1 0.18353
20 2 3 145 0.5 0 1 0.16683
20 2 3 146 0.4 2 1 0.26688
20 2 3 147 0.6 0 1 0.05016
20 2 3 148 0.6 0 1 0.21691
20 2 3 149 0.4 0 1 0.26688
20 2 3 150 0.5 0 1 0.2002
20 2 3 151 0.6 0 1 0.1502
20 2 3 152 0.6 0 1 0.18354
20 2 3 153 0.4 0 1 0.23352
20 2 3 154 0.3 0 1 0.30019
20 2 3 155 0.3 0 1 0.25024
20 2 3 156 0.5 0 1 0.20021
20 2 3 157 0.4 0 1 0.28353
20 2 3 158 0.6 0 1 0.1502
20 2 3 159 0.5 0 1 0.25019
20 2 3 160 0.4 0 1 0.23354
20 2 4 1 0.6 0 1 0.23339
20 2 4 2 0.5 0 1 0.25021
20 2 4 3 0.5 0 1 0.18354
20 2 4 4 0.3 0 1 0.23354
20 2 4 5 0.4 0 1 0.13354
20 2 4 6 0.4 0 1 0.21686
20 2 4 7 0.6 0 1 0.066865
20 2 4 8 0.5 2 1 0.23353
20 2 4 9 0.4 0 1 0.23352
20 2 4 10 0.5 0 1 0.23351
20 2 4 11 0.6 2 0 NA
20 2 4 12 0.4 2 1 0.26687
20 2 4 13 0.3 2 1 0.28359
20 2 4 14 0.5 0 1 0.16683
20 2 4 15 0.5 0 1 0.18354
20 2 4 16 0.6 0 1 0.16687
20 2 4 17 0.4 0 1 0.21681
20 2 4 18 0.5 0 1 0.20022
20 2 4 19 0.3 0 1 0.23354
20 2 4 20 0.4 0 1 0.23355
20 2 4 21 0.4 0 1 0.20016
20 2 4 22 0.3 0 1 0.2502
20 2 4 23 0.5 0 1 0.23354
20 2 4 24 0.6 0 1 0.26858
20 2 4 25 0.3 0 1 0.23355
20 2 4 26 0.4 0 1 0.23349
20 2 4 27 0.4 2 1 0.26683
20 2 4 28 0.4 0 1 0.46673
20 2 4 29 0.3 0 1 0.30019
20 2 4 30 0.3 0 1 0.25025
20 2 4 31 0.3 0 1 0.21687
20 2 4 32 0.5 2 1 0.2002
20 2 4 33 0.5 0 1 0.21671
20 2 4 34 0.5 0 1 0.21688
20 2 4 35 0.3 2 1 0.30021
20 2 4 36 0.3 0 1 0.23352
20 2 4 37 0.3 0 1 0.25021
20 2 4 38 0.6 2 1 0.033537
20 2 4 39 0.6 0 1 0.033524
20 2 4 40 0.6 0 1 0.25006
20 2 4 41 0.4 0 1 0.21687
20 2 4 42 0.6 0 1 0.066862
20 2 4 43 0.6 0 1 0.25024
20 2 4 44 0.5 2 1 0.21686
20 2 4 45 0.6 0 1 0.25022
20 2 4 46 0.6 2 1 0.25026
20 2 4 47 0.3 0 1 0.26687
20 2 4 48 0.6 0 1 0.21672
20 2 4 49 0.5 0 1 0.50021
20 2 4 50 0.3 0 1 0.26688
20 2 4 51 0.5 2 1 0.1834
20 2 4 52 0.5 0 1 0.23354
20 2 4 53 0.6 0 0 NA
20 2 4 54 0.3 2 1 0.28355
20 2 4 55 0.4 0 1 0.2002
20 2 4 56 0.6 0 1 0.18348
20 2 4 57 0.3 0 1 0.3002
20 2 4 58 0.4 0 1 0.25021
20 2 4 59 0.4 0 1 0.21688
20 2 4 60 0.4 0 1 0.23355
20 2 4 61 0.4 0 1 0.25022
20 2 4 62 0.4 2 1 0.21687
20 2 4 63 0.3 2 1 0.35021
20 2 4 64 0.3 0 1 0.18354
20 2 4 65 0.6 2 1 0.18353
20 2 4 66 0.4 0 1 0.26688
20 2 4 67 0.5 0 1 0.18354
20 2 4 68 0.4 0 1 0.23353
20 2 4 69 0.4 0 1 0.21686
20 2 4 70 0.5 0 1 0.5002
20 2 4 71 0.3 2 1 0.26689
20 2 4 72 0.3 0 1 0.26688
20 2 4 73 0.6 0 1 0.26687
20 2 4 74 0.6 0 1 0.38352
20 2 4 75 0.4 0 1 0.23354
20 2 4 76 0.4 2 1 0.25019
20 2 4 77 0.6 0 1 0.18353
20 2 4 78 0.5 0 1 0.23354
20 2 4 79 0.5 2 1 0.2502
20 2 4 80 0.4 0 1 0.2502
20 2 4 81 0.6 0 1 0.11687
20 2 4 82 0.6 0 1 0.21687
20 2 4 83 0.5 0 1 0.23353
20 2 4 84 0.3 0 1 0.31686
20 2 4 85 0.3 0 1 0.31688
20 2 4 86 0.6 0 1 0.26687
20 2 4 87 0.5 0 1 0.23354
20 2 4 88 0.5 0 1 0.23355
20 2 4 89 0.6 0 1 0.23353
20 2 4 90 0.6 0 1 0.23353
20 2 4 91 0.4 0 1 0.25021
20 2 4 92 0.3 0 1 0.2502
20 2 4 93 0.5 0 1 0.13354
20 2 4 94 0.4 2 1 0.26686
20 2 4 95 0.5 0 1 0.25016
20 2 4 96 0.4 2 1 0.23355
20 2 4 97 0.6 2 1 0.21691
20 2 4 98 0.6 0 1 0.066913
20 2 4 99 0.4 0 1 0.23352
20 2 4 100 0.6 0 1 0.23354
20 2 4 101 0.5 2 1 0.21685
20 2 4 102 0.4 2 1 0.25022
20 2 4 103 0.6 0 1 0.26687
20 2 4 104 0.3 0 1 0.26686
20 2 4 105 0.4 0 1 0.23353
20 2 4 106 0.3 0 1 0.23385
20 2 4 107 0.5 0 1 0.15016
20 2 4 108 0.5 0 1 0.1502
20 2 4 109 0.6 0 1 0.11686
20 2 4 110 0.4 0 1 0.21688
20 2 4 111 0.5 0 1 0.23357
20 2 4 112 0.5 0 1 0.21692
20 2 4 113 0.3 0 1 0.3002
20 2 4 114 0.4 2 1 0.16686
20 2 4 115 0.5 2 1 0.21688
20 2 4 116 0.4 0 1 0.46686
20 2 4 117 0.3 0 1 0.26686
20 2 4 118 0.3 0 1 0.25021
20 2 4 119 0.4 0 1 0.20021
20 2 4 120 0.5 0 1 0.21687
20 2 4 121 0.3 0 1 0.26687
20 2 4 122 0.4 0 1 0.23339
20 2 4 123 0.6 2 1 0.083539
20 2 4 124 0.3 0 1 0.25025
20 2 4 125 0.6 0 1 0.15015
20 2 4 126 0.5 0 1 0.23348
20 2 4 127 0.3 0 1 0.2502
20 2 4 128 0.5 0 1 0.25017
20 2 4 129 0.5 0 1 0.20018
20 2 4 130 0.6 0 1 0.11686
20 2 4 131 0.3 0 1 0.31691
20 2 4 132 0.6 0 1 0.11689
20 2 4 133 0.5 0 1 0.26686
20 2 4 134 0.5 0 1 0.16688
20 2 4 135 0.6 2 1 0.083544
20 2 4 136 0.3 0 1 0.25017
20 2 4 137 0.6 0 1 0.16691
20 2 4 138 0.3 2 1 0.31688
20 2 4 139 0.3 0 1 0.36687
20 2 4 140 0.6 0 1 0.066883
20 2 4 141 0.5 0 1 0.21687
20 2 4 142 0.3 2 1 0.26687
20 2 4 143 0.4 0 1 0.25024
20 2 4 144 0.4 0 1 0.28354
20 2 4 145 0.3 2 1 0.31687
20 2 4 146 0.4 0 1 0.18354
20 2 4 147 0.6 0 1 0.16693
20 2 4 148 0.3 0 1 0.30016
20 2 4 149 0.5 2 1 0.21688
20 2 4 150 0.3 0 1 0.2502
20 2 4 151 0.4 0 1 0.26673
20 2 4 152 0.5 0 1 0.2002
20 2 4 153 0.6 2 1 0.11686
20 2 4 154 0.6 0 1 0.21686
20 2 4 155 0.4 0 1 0.2502
20 2 4 156 0.3 0 1 0.30006
20 2 4 157 0.5 0 1 0.20018
20 2 4 158 0.3 0 1 0.30022
20 2 4 159 0.6 0 1 0.15016
20 2 4 160 0.4 0 1 0.23357
21 1 1 1 0.3 2 1 0.61075
21 1 1 2 0.6 2 1 0.28101
21 1 1 3 0.3 0 1 0.37081
21 1 1 4 0.6 2 1 0.28236
21 1 1 5 0.6 0 1 0.29758
21 1 1 6 0.6 0 1 0.31515
21 1 1 7 0.3 2 1 0.359
21 1 1 8 0.6 0 1 0.31328
21 1 1 9 0.3 0 1 0.34326
21 1 1 10 0.5 0 1 0.30948
21 1 1 11 0.6 0 1 0.27994
21 1 1 12 0.3 0 1 0.3766
21 1 1 13 0.6 2 1 0.32772
21 1 1 14 0.3 0 1 0.37239
21 1 1 15 0.5 0 1 0.31566
21 1 1 16 0.3 0 1 0.31543
21 1 1 17 0.4 2 1 0.26551
21 1 1 18 0.4 0 1 0.23544
21 1 1 19 0.5 2 1 0.32789
21 1 1 20 0.6 0 1 0.31206
21 1 1 21 0.5 2 1 0.28198
21 1 1 22 0.5 0 1 0.28206
21 1 1 23 0.5 0 1 0.2812
21 1 1 24 0.4 0 1 0.37467
21 1 1 25 0.5 0 1 0.29685
21 1 1 26 0.4 0 1 0.32559
21 1 1 27 0.4 0 1 0.28157
21 1 1 28 0.5 0 1 0.281
21 1 1 29 0.5 0 1 0.26554
21 1 1 30 0.6 0 1 0.028197
21 1 1 31 0.6 0 1 0.32717
21 1 1 32 0.4 0 1 0.28166
21 1 1 33 0.4 0 1 0.2644
21 1 1 34 0.5 0 1 0.29361
21 1 1 35 0.5 0 1 0.26421
21 1 1 36 0.4 0 1 0.28091
21 1 1 37 0.4 2 1 0.20304
21 1 1 38 0.5 0 1 0.26278
21 1 1 39 0.5 0 1 0.24755
21 1 1 40 0.3 0 1 0.32457
21 1 1 41 0.6 0 1 0.28108
21 1 1 42 0.5 2 1 0.29373
21 1 1 43 0.4 0 1 0.30926
21 1 1 44 0.3 0 1 0.28099
21 1 1 45 0.3 0 1 0.28203
21 1 1 46 0.4 2 1 0.27943
21 1 1 47 0.6 0 1 0.29337
21 1 1 48 0.3 0 1 0.37238
21 1 1 49 0.5 0 1 0.028306
21 1 1 50 0.3 2 1 0.32555
21 1 1 51 0.5 0 1 0.29365
21 1 1 52 0.6 0 1 0.29667
21 1 1 53 0.3 0 1 0.29759
21 1 1 54 0.4 0 1 0.29754
21 1 1 55 0.3 0 1 0.26545
21 1 1 56 0.6 0 1 0.016328
21 1 1 57 0.4 0 1 0.28212
21 1 1 58 0.5 0 1 0.19059
21 1 1 59 0.4 0 1 0.28101
21 1 1 60 0.5 0 1 0.32581
21 1 1 61 0.3 0 1 0.32799
21 1 1 62 0.3 0 1 0.29761
21 1 1 63 0.3 0 1 0.28104
21 1 1 64 0.3 0 1 0.26547
21 1 1 65 0.5 2 1 0.36225
21 1 1 66 0.3 0 1 0.29767
21 1 1 67 0.3 0 1 0.28018
21 1 1 68 0.4 0 1 0.23534
21 1 1 69 0.5 0 1 0.26562
21 1 1 70 0.5 0 1 0.252
21 1 1 71 0.4 0 1 0.28038
21 1 1 72 0.3 2 1 0.2966
21 1 1 73 0.6 2 1 0.033324
21 1 1 74 0.4 0 1 0.32564
21 1 1 75 0.3 0 1 0.31421
21 1 1 76 0.5 0 1 0.24769
21 1 1 77 0.6 2 1 0.29443
21 1 1 78 0.4 0 1 0.29753
21 1 1 79 0.3 0 1 0.29853
21 1 1 80 0.3 2 1 0.14258
21 1 1 81 0.6 0 1 0.28207
21 1 1 82 0.4 0 1 0.34215
21 1 1 83 0.6 2 1 0.252
21 1 1 84 0.5 2 1 0.29346
21 1 1 85 0.3 2 1 0.29437
21 1 1 86 0.4 2 1 0.29757
21 1 1 87 0.4 0 1 0.28064
21 1 1 88 0.5 0 1 0.29764
21 1 1 89 0.3 0 1 0.29748
21 1 1 90 0.3 0 1 0.27997
21 1 1 91 0.6 0 1 0.28103
21 1 1 92 0.5 0 1 0.29819
21 1 1 93 0.3 0 1 0.33106
21 1 1 94 0.5 0 1 0.29527
21 1 1 95 0.6 0 1 0.28274
21 1 1 96 0.6 0 1 0.3144
21 1 1 97 0.6 0 1 0.26429
21 1 1 98 0.3 0 1 0.34388
21 1 1 99 0.4 0 1 0.26563
21 1 1 100 0.4 0 1 0.28116
21 1 1 101 0.4 0 1 0.26471
21 1 1 102 0.3 0 1 0.2654
21 1 1 103 0.5 2 1 0.23103
21 1 1 104 0.3 2 1 0.35575
21 1 1 105 0.6 2 1 0.23133
21 1 1 106 0.6 0 1 0.2186
21 1 1 107 0.4 0 1 0.28084
21 1 1 108 0.4 2 1 0.26574
21 1 1 109 0.6 0 1 0.29709
21 1 1 110 0.4 0 1 0.28003
21 1 1 111 0.4 0 1 0.24772
21 1 1 112 0.4 0 1 0.26587
21 1 1 113 0.4 0 1 0.21845
21 1 1 114 0.5 0 1 0.28097
21 1 1 115 0.6 0 1 0.23752
21 1 1 116 0.3 0 1 0.29773
21 1 1 117 0.5 0 1 0.24874
21 1 1 118 0.6 0 0 NA
21 1 1 119 0.3 0 1 0.30919
21 1 1 120 0.5 0 1 0.24866
21 1 1 121 0.5 0 1 0.26414
21 1 1 122 0.3 0 1 0.3096
21 1 1 123 0.4 0 1 0.28127
21 1 1 124 0.6 0 1 0.1691
21 1 1 125 0.5 0 1 0.32697
21 1 1 126 0.4 0 1 0.26436
21 1 1 127 0.6 0 1 0.23547
21 1 1 128 0.3 0 1 0.29879
21 1 1 129 0.5 0 1 0.23518
21 1 1 130 0.6 0 1 0.26308
21 1 1 131 0.6 0 1 0.29879
21 1 1 132 0.5 0 1 0.29935
21 1 1 133 0.6 2 1 0.21974
21 1 1 134 0.6 0 1 0.078731
21 1 1 135 0.3 0 1 0.32578
21 1 1 136 0.3 0 1 0.2821
21 1 1 137 0.4 2 1 0.28106
21 1 1 138 0.6 0 1 0.12493
21 1 1 139 0.6 0 1 0.28209
21 1 1 140 0.5 2 1 0.28103
21 1 1 141 0.6 0 1 0.26537
21 1 1 142 0.3 0 1 0.31426
21 1 1 143 0.5 0 1 0.37664
21 1 1 144 0.4 2 1 0.28117
21 1 1 145 0.3 2 1 0.29874
21 1 1 146 0.4 0 1 0.2642
21 1 1 147 0.4 2 1 0.34328
21 1 1 148 0.4 0 1 0.34342
21 1 1 149 0.4 0 1 0.35908
21 1 1 150 0.6 0 1 0.033504
21 1 1 151 0.5 2 1 0.2969
21 1 1 152 0.4 0 1 0.20329
21 1 1 153 0.5 0 1 0.26575
21 1 1 154 0.6 0 1 0.26863
21 1 1 155 0.6 0 1 0.2976
21 1 1 156 0.4 0 1 0.28096
21 1 1 157 0.5 0 1 0.2821
21 1 1 158 0.3 0 1 0.37764
21 1 1 159 0.5 0 1 0.1875
21 1 1 160 0.6 0 1 0.31216
21 1 2 1 0.6 0 1 0.48391
21 1 2 2 0.5 2 1 0.30904
21 1 2 3 0.5 0 1 0.26446
21 1 2 4 0.4 0 1 0.30929
21 1 2 5 0.5 2 1 0.21987
21 1 2 6 0.4 0 1 0.28236
21 1 2 7 0.4 0 1 0.28216
21 1 2 8 0.5 0 1 0.21866
21 1 2 9 0.6 0 1 0.23635
21 1 2 10 0.3 2 1 0.32779
21 1 2 11 0.4 2 1 0.28084
21 1 2 12 0.4 0 1 0.26566
21 1 2 13 0.5 2 1 0.2654
21 1 2 14 0.4 0 1 0.31416
21 1 2 15 0.5 0 1 0.2654
21 1 2 16 0.3 0 1 0.2823
21 1 2 17 0.3 0 1 0.28104
21 1 2 18 0.6 2 1 0.21875
21 1 2 19 0.5 0 1 0.28097
21 1 2 20 0.4 0 1 0.28109
21 1 2 21 0.4 0 1 0.25206
21 1 2 22 0.3 0 1 0.2359
21 1 2 23 0.5 0 1 0.17173
21 1 2 24 0.6 2 1 0.26522
21 1 2 25 0.4 0 1 0.28128
21 1 2 26 0.6 0 1 0.31201
21 1 2 27 0.3 0 1 0.37783
21 1 2 28 0.6 0 0 NA
21 1 2 29 0.6 0 1 0.34323
21 1 2 30 0.4 0 1 0.2821
21 1 2 31 0.5 0 1 0.24772
21 1 2 32 0.5 0 1 0.29825
21 1 2 33 0.3 2 1 0.28102
21 1 2 34 0.6 0 1 0.28093
21 1 2 35 0.4 0 1 0.28198
21 1 2 36 0.3 2 1 0.28082
21 1 2 37 0.4 2 1 0.26856
21 1 2 38 0.6 0 1 0.34445
21 1 2 39 0.5 0 1 0.29832
21 1 2 40 0.6 0 1 0.28106
21 1 2 41 0.4 2 1 0.31111
21 1 2 42 0.5 0 1 0.31039
21 1 2 43 0.6 0 1 0.23418
21 1 2 44 0.6 0 1 0.24755
21 1 2 45 0.3 0 1 0.40563
21 1 2 46 0.5 0 1 0.26438
21 1 2 47 0.5 0 1 0.28178
21 1 2 48 0.6 0 1 0.281
21 1 2 49 0.5 0 1 0.31031
21 1 2 50 0.5 2 1 0.28208
21 1 2 51 0.6 0 1 0.24997
21 1 2 52 0.4 0 1 0.28099
21 1 2 53 0.4 0 1 0.2687
21 1 2 54 0.6 0 1 0.28217
21 1 2 55 0.6 2 1 0.079282
21 1 2 56 0.5 0 1 0.25195
21 1 2 57 0.3 0 1 0.31274
21 1 2 58 0.3 0 1 0.3558
21 1 2 59 0.6 0 1 0.15408
21 1 2 60 0.6 2 1 0.96745
21 1 2 61 0.3 0 1 0.331
21 1 2 62 0.3 0 1 0.34312
21 1 2 63 0.5 0 1 0.24766
21 1 2 64 0.4 0 1 0.29664
21 1 2 65 0.3 0 1 0.28116
21 1 2 66 0.3 0 1 0.25297
21 1 2 67 0.3 0 1 0.26556
21 1 2 68 0.4 2 1 0.32612
21 1 2 69 0.5 0 1 0.15644
21 1 2 70 0.5 2 1 0.29553
21 1 2 71 0.4 0 1 0.36009
21 1 2 72 0.6 0 0 NA
21 1 2 73 0.5 0 1 0.31589
21 1 2 74 0.6 0 1 0.28099
21 1 2 75 0.6 0 1 0.23653
21 1 2 76 0.3 2 1 0.3592
21 1 2 77 0.4 0 1 0.26519
21 1 2 78 0.3 0 1 0.33105
21 1 2 79 0.3 0 1 0.28215
21 1 2 80 0.4 0 1 0.266
21 1 2 81 0.4 0 1 0.34255
21 1 2 82 0.4 2 1 0.28113
21 1 2 83 0.3 0 1 0.30904
21 1 2 84 0.6 0 1 0.23532
21 1 2 85 0.3 0 1 0.26436
21 1 2 86 0.4 2 1 0.3101
21 1 2 87 0.6 2 1 0.15618
21 1 2 88 0.3 0 1 0.35675
21 1 2 89 0.3 0 1 0.27864
21 1 2 90 0.4 0 1 0.2809
21 1 2 91 0.3 0 1 0.29638
21 1 2 92 0.4 0 1 0.29365
21 1 2 93 0.5 0 1 0.30865
21 1 2 94 0.3 0 1 0.29878
21 1 2 95 0.6 0 1 0.24772
21 1 2 96 0.3 0 1 0.28154
21 1 2 97 0.4 0 1 0.26517
21 1 2 98 0.3 2 1 0.26655
21 1 2 99 0.3 0 1 0.39219
21 1 2 100 0.4 0 1 0.26423
21 1 2 101 0.6 0 1 0.32694
21 1 2 102 0.4 0 1 0.28221
21 1 2 103 0.4 2 1 0.28126
21 1 2 104 0.5 0 1 0.28092
21 1 2 105 0.5 2 1 0.23636
21 1 2 106 0.3 0 1 0.36099
21 1 2 107 0.5 0 1 0.078198
21 1 2 108 0.5 0 1 0.30995
21 1 2 109 0.6 0 1 0.11252
21 1 2 110 0.4 2 1 0.3265
21 1 2 111 0.5 0 1 0.26591
21 1 2 112 0.4 0 1 0.31023
21 1 2 113 0.4 0 1 0.33002
21 1 2 114 0.3 2 1 0.32587
21 1 2 115 0.6 0 1 0.033613
21 1 2 116 0.4 0 1 0.28099
21 1 2 117 0.5 2 1 0.23316
21 1 2 118 0.5 0 1 0.17386
21 1 2 119 0.6 0 1 0.24881
21 1 2 120 0.5 2 1 0.12388
21 1 2 121 0.5 0 1 0.3086
21 1 2 122 0.4 0 1 0.29901
21 1 2 123 0.6 0 1 0.19066
21 1 2 124 0.4 0 1 0.32556
21 1 2 125 0.6 2 1 0.062654
21 1 2 126 0.4 0 1 0.29878
21 1 2 127 0.4 0 1 0.26419
21 1 2 128 0.6 0 1 0.35583
21 1 2 129 0.4 0 1 0.25164
21 1 2 130 0.5 0 1 0.1854
21 1 2 131 0.6 0 1 0.27797
21 1 2 132 0.3 0 1 0.32875
21 1 2 133 0.5 0 1 0.23747
21 1 2 134 0.6 0 1 0.21924
21 1 2 135 0.3 0 1 0.32545
21 1 2 136 0.5 0 1 0.42134
21 1 2 137 0.3 0 1 0.36004
21 1 2 138 0.6 0 1 0.07914
21 1 2 139 0.3 0 1 0.32983
21 1 2 140 0.3 0 1 0.30902
21 1 2 141 0.3 2 1 0.2654
21 1 2 142 0.3 2 1 0.28105
21 1 2 143 0.5 0 1 0.26333
21 1 2 144 0.6 2 1 0.14067
21 1 2 145 0.3 0 1 0.31522
21 1 2 146 0.3 0 1 0.28101
21 1 2 147 0.5 0 1 0.34243
21 1 2 148 0.5 0 1 0.078247
21 1 2 149 0.5 0 1 0.26536
21 1 2 150 0.6 0 1 0.15748
21 1 2 151 0.5 0 1 0.28083
21 1 2 152 0.6 0 1 0.28081
21 1 2 153 0.6 0 1 0.21978
21 1 2 154 0.3 0 1 0.31397
21 1 2 155 0.6 0 0 NA
21 1 2 156 0.5 0 1 0.31439
21 1 2 157 0.4 0 1 0.28215
21 1 2 158 0.6 2 1 0.24951
21 1 2 159 0.4 0 1 0.29362
21 1 2 160 0.3 0 1 0.32777
21 1 3 1 0.3 0 1 0.32784
21 1 3 2 0.6 0 1 0.26435
21 1 3 3 0.5 0 1 0.24768
21 1 3 4 0.3 0 1 0.32788
21 1 3 5 0.5 0 1 0.2654
21 1 3 6 0.6 0 1 0.15715
21 1 3 7 0.5 0 1 0.24591
21 1 3 8 0.6 0 1 0.20305
21 1 3 9 0.5 0 1 0.27997
21 1 3 10 0.4 0 1 0.3144
21 1 3 11 0.4 0 1 0.28106
21 1 3 12 0.3 0 1 0.37163
21 1 3 13 0.4 0 1 0.26432
21 1 3 14 0.6 0 1 0.2185
21 1 3 15 0.5 0 1 0.15717
21 1 3 16 0.6 0 1 0.2665
21 1 3 17 0.5 2 1 0.28099
21 1 3 18 0.6 2 1 0.14086
21 1 3 19 0.5 0 1 0.26541
21 1 3 20 0.4 0 1 0.28094
21 1 3 21 0.4 0 1 0.29899
21 1 3 22 0.3 0 1 0.37588
21 1 3 23 0.4 0 1 0.26544
21 1 3 24 0.3 0 1 0.37458
21 1 3 25 0.6 0 1 0.16862
21 1 3 26 0.5 0 1 0.24767
