sub ses blk trl locGlob cond acc rt
10 1 2 29 2 2 1 0.34863
10 1 2 30 2 2 1 0.38182
10 1 2 31 2 2 1 0.36525
10 1 2 32 2 0 1 0.5145
10 1 2 33 2 0 1 0.36521
10 1 2 34 2 2 1 0.43158
10 1 2 35 2 2 0 0.36516
10 1 2 36 2 2 1 0.54774
10 1 2 37 2 2 1 0.29885
10 1 2 38 2 0 1 0.39841
10 1 2 39 2 0 1 0.31553
10 1 2 40 2 2 1 0.39839
10 1 2 41 2 2 1 0.48141
10 1 2 42 2 2 1 0.48144
10 1 2 43 2 2 0 0.31558
10 1 2 44 2 0 1 0.38191
10 1 2 45 2 2 1 0.36534
10 1 2 46 2 2 1 0.4648
10 1 2 47 2 2 1 0.58096
10 1 2 48 2 2 0 0.33211
10 1 2 49 2 0 0 0.3487
10 1 2 50 2 2 1 0.36524
10 1 2 51 2 0 1 0.38182
10 1 2 52 2 0 1 0.36523
10 1 2 53 2 2 1 0.38182
10 1 2 54 2 0 1 0.34861
10 1 2 55 2 0 1 0.4316
10 1 2 56 2 0 0 0.41502
10 1 2 57 2 2 1 0.33199
10 1 2 58 2 2 1 0.44821
10 1 2 59 2 2 1 0.39842
10 1 2 60 2 2 1 0.49793
10 1 2 61 2 0 1 0.29886
10 1 2 62 2 2 1 0.3818
10 1 2 63 2 2 1 0.31538
10 1 2 64 2 0 1 0.43161
10 1 2 65 2 2 1 0.34861
10 1 2 66 2 0 1 0.34861
10 1 2 67 2 2 1 0.29886
10 1 2 68 2 2 1 0.31552
10 1 2 69 2 0 1 0.41489
10 1 2 70 2 2 1 0.39844
10 1 2 71 2 0 0 0.31548
10 1 2 72 2 0 1 0.41499
10 1 2 73 2 2 1 0.34864
10 1 2 74 2 0 0 0.46482
10 1 2 75 2 0 1 0.51457
10 1 2 76 2 2 1 0.63074
10 1 2 77 2 0 1 0.31545
10 1 2 78 2 2 1 0.38183
10 1 2 79 2 0 1 0.33207
10 1 2 80 2 0 1 0.29885
10 1 2 81 2 2 1 0.31541
10 1 2 82 2 2 1 0.34873
10 1 2 83 2 2 1 0.31532
10 1 2 84 2 2 1 0.33231
10 1 2 85 2 2 1 0.34845
10 1 2 86 2 0 1 0.43146
10 1 2 87 2 2 0 0.44821
10 1 2 88 2 0 1 0.38183
10 1 2 89 2 2 1 0.49798
10 1 2 90 2 2 1 0.46479
10 1 2 91 2 0 1 0.38188
10 1 2 92 2 2 1 0.38184
10 1 2 93 2 2 1 0.33206
10 1 2 94 2 0 1 0.53116
10 1 2 95 2 0 0 0.3487
10 1 2 96 2 2 0 0.3487
10 1 2 97 2 0 1 0.44826
10 1 2 98 2 2 1 0.39844
10 1 2 99 2 0 1 0.33186
10 1 2 100 2 2 1 0.5311
10 1 2 101 2 0 1 0.46479
10 1 2 102 2 0 1 0.38181
10 1 2 103 2 2 1 0.33206
10 1 2 104 2 0 1 0.36521
10 1 2 105 2 0 0 0.41502
10 1 2 106 2 2 1 0.3652
10 1 2 107 2 0 1 0.39839
10 1 2 108 2 2 1 0.415
10 1 2 109 2 0 1 0.49799
10 1 2 110 2 2 1 0.38182
10 1 2 111 2 0 1 0.39851
10 1 2 112 2 0 1 0.3155
10 1 2 113 2 0 1 0.43153
10 1 2 114 2 2 1 0.39829
10 1 2 115 2 0 1 0.61421
10 1 2 116 2 2 1 0.36521
10 1 2 117 2 0 1 0.33209
10 1 2 118 2 2 1 0.34865
10 1 2 119 2 0 1 0.31537
10 1 2 120 2 2 0 0.34843
10 1 2 121 2 0 1 0.43162
10 1 2 122 2 2 1 0.34839
10 1 2 123 2 0 1 0.39858
10 1 2 124 2 2 1 0.29895
10 1 2 125 2 2 1 0.3486
10 1 2 126 2 2 0 0.36524
10 1 2 127 2 2 1 0.38184
10 1 2 128 2 0 1 0.39842
10 1 2 129 2 0 1 0.33201
10 1 2 130 2 2 1 0.415
10 1 2 131 2 2 1 0.39849
10 1 2 132 2 0 1 0.33212
10 1 2 133 2 0 1 0.36529
10 1 2 134 2 2 1 0.43172
10 1 2 135 2 2 1 0.38186
10 1 2 136 2 0 1 0.31551
10 1 2 137 2 0 0 0.332
10 1 2 138 2 0 1 0.415
10 1 2 139 2 2 1 0.41507
10 1 2 140 2 0 1 0.34871
10 1 2 141 2 2 1 0.36516
10 1 2 142 2 0 1 0.36523
10 1 2 143 2 2 1 0.33191
10 1 2 144 2 2 0 0.31538
10 1 2 145 2 0 1 0.39849
10 1 2 146 2 0 1 0.33206
10 1 2 147 2 0 1 0.4648
10 1 2 148 2 2 1 0.38185
10 1 2 149 2 2 1 0.49802
10 1 2 150 2 0 1 0.36523
10 1 2 151 2 0 0 0.34864
10 1 2 152 2 2 1 0.39843
10 1 2 153 2 0 1 0.36524
10 1 2 154 2 2 1 0.3653
10 1 2 155 2 2 0 0.36521
10 1 2 156 2 2 1 0.41499
10 1 2 157 2 2 0 0.38174
10 1 2 158 2 0 1 0.46487
10 1 2 159 2 0 1 0.38183
10 1 2 160 2 0 0 0.39842
10 1 3 1 1 2 0 0.39841
10 1 3 2 1 2 1 0.51458
10 1 3 3 1 2 1 0.49797
10 1 3 4 1 2 1 0.56442
10 1 3 5 1 0 1 0.46478
10 1 3 6 1 0 1 0.41504
10 1 3 7 1 0 1 0.33207
10 1 3 8 1 0 1 0.4482
10 1 3 9 1 2 0 0.39842
10 1 3 10 1 2 0 0.36532
10 1 3 11 1 2 1 0.49807
10 1 3 12 1 2 1 0.53116
10 1 3 13 1 0 1 0.39844
10 1 3 14 1 0 1 0.41499
10 1 3 15 1 2 0 0.46478
10 1 3 16 1 0 1 0.4648
10 1 3 17 1 0 1 0.46487
10 1 3 18 1 2 0 0.38183
10 1 3 19 1 0 1 0.43166
10 1 3 20 1 2 0 0.48138
10 1 3 21 1 0 1 0.43147
10 1 3 22 1 0 1 0.43151
10 1 3 23 1 2 0 0.46483
10 1 3 24 1 2 1 0.46475
10 1 3 25 1 2 1 0.58092
10 1 3 26 1 2 1 0.58097
10 1 3 27 1 2 1 0.51455
10 1 3 28 1 2 1 0.49798
10 1 3 29 1 2 1 0.51465
10 1 3 30 1 0 1 0.51458
10 1 3 31 1 0 1 0.41501
10 1 3 32 1 2 1 0.53118
10 1 3 33 1 0 1 0.38183
10 1 3 34 1 0 1 0.43162
10 1 3 35 1 0 1 0.51455
10 1 3 36 1 2 1 0.49818
10 1 3 37 1 0 1 0.39843
10 1 3 38 1 0 1 0.44833
10 1 3 39 1 0 1 0.36523
10 1 3 40 1 0 1 0.44843
10 1 3 41 1 2 1 0.41503
10 1 3 42 1 2 1 0.34869
10 1 3 43 1 2 1 0.34861
10 1 3 44 1 0 1 0.48145
10 1 3 45 1 2 0 0.36532
10 1 3 46 1 0 1 0.48135
10 1 3 47 1 2 1 0.49797
10 1 3 48 1 2 1 0.53114
10 1 3 49 1 0 1 0.56436
10 1 3 50 1 2 1 0.58096
10 1 3 51 1 0 1 0.91291
10 1 3 52 1 0 1 0.3652
10 1 3 53 1 0 1 0.48131
10 1 3 54 1 0 1 0.36513
10 1 3 55 1 0 1 0.48139
10 1 3 56 1 0 1 0.46479
10 1 3 57 1 0 1 0.38174
10 1 3 58 1 0 1 0.36524
10 1 3 59 1 2 1 0.36519
10 1 3 60 1 0 1 0.4648
10 1 3 61 1 2 0 0.33207
10 1 3 62 1 2 0 0.34865
10 1 3 63 1 2 1 0.6473
10 1 3 64 1 2 1 0.63076
10 1 3 65 1 2 0 0.44816
10 1 3 66 1 2 1 0.76351
10 1 3 67 1 2 1 0.54776
10 1 3 68 1 2 0 0.38183
10 1 3 69 1 0 1 0.43168
10 1 3 70 1 0 1 0.39853
10 1 3 71 1 0 1 0.38191
10 1 3 72 1 0 1 0.46477
10 1 3 73 1 0 1 0.73035
10 1 3 74 1 0 1 0.46479
10 1 3 75 1 0 1 0.53115
10 1 3 76 1 2 0 0.43157
10 1 3 77 1 2 0 0.48145
10 1 3 78 1 2 1 0.59761
10 1 3 79 1 2 1 0.54777
10 1 3 80 1 2 1 0.53128
10 1 3 81 1 0 1 0.39843
10 1 3 82 1 2 1 0.61415
10 1 3 83 1 0 1 0.39856
10 1 3 84 1 2 1 0.48152
10 1 3 85 1 0 1 0.38163
10 1 3 86 1 0 1 0.38185
10 1 3 87 1 0 1 0.36525
10 1 3 88 1 0 1 0.41516
10 1 3 89 1 0 1 0.38183
10 1 3 90 1 2 0 0.41499
10 1 3 91 1 0 1 0.44828
10 1 3 92 1 2 1 0.41495
10 1 3 93 1 2 1 0.36532
10 1 3 94 1 0 1 0.36519
10 1 3 95 1 2 0 0.34866
10 1 3 96 1 0 1 0.51458
10 1 3 97 1 0 1 0.3984
10 1 3 98 1 0 1 0.38182
10 1 3 99 1 0 1 0.43161
10 1 3 100 1 2 1 0.58101
10 1 3 101 1 2 1 0.36529
10 1 3 102 1 2 0 0.38173
10 1 3 103 1 2 0 0.43169
10 1 3 104 1 0 1 0.51458
10 1 3 105 1 2 1 0.56433
10 1 3 106 1 0 1 0.36524
10 1 3 107 1 2 1 0.51455
10 1 3 108 1 2 1 0.58095
10 1 3 109 1 0 1 0.38181
10 1 3 110 1 0 1 0.39842
10 1 3 111 1 0 1 0.44832
10 1 3 112 1 2 0 0.41501
10 1 3 113 1 0 1 0.49802
10 1 3 114 1 2 1 0.6474
10 1 3 115 1 0 1 0.38183
10 1 3 116 1 2 0 0.38183
10 1 3 117 1 0 1 0.54784
10 1 3 118 1 0 1 0.54778
10 1 3 119 1 0 1 0.43161
10 1 3 120 1 0 1 0.63075
10 1 3 121 1 0 1 0.46478
10 1 3 122 1 2 0 0.41506
10 1 3 123 1 0 1 0.56442
10 1 3 124 1 2 0 0.39839
10 1 3 125 1 0 1 0.44824
10 1 3 126 1 2 1 0.48132
10 1 3 127 1 2 1 0.51459
10 1 3 128 1 0 1 0.39848
10 1 3 129 1 2 1 0.4814
10 1 3 130 1 0 1 0.41501
10 1 3 131 1 2 0 0.38181
10 1 3 132 1 2 1 0.59752
10 1 3 133 1 2 1 0.54774
10 1 3 134 1 2 1 0.49799
10 1 3 135 1 0 1 0.41499
10 1 3 136 1 0 1 0.39843
10 1 3 137 1 0 1 0.41499
10 1 3 138 1 2 0 0.43159
10 1 3 139 1 0 1 0.41487
10 1 3 140 1 2 1 0.54783
10 1 3 141 1 0 1 0.58097
10 1 3 142 1 0 1 0.44817
10 1 3 143 1 2 1 0.6308
10 1 3 144 1 2 1 0.48165
10 1 3 145 1 2 1 0.54774
10 1 3 146 1 2 1 0.54777
10 1 3 147 1 2 1 0.498
10 1 3 148 1 0 1 0.53114
10 1 3 149 1 2 1 0.48145
10 1 3 150 1 2 1 0.43161
10 1 3 151 1 0 1 0.38192
10 1 3 152 1 2 1 0.49795
10 1 3 153 1 2 0 0.48141
10 1 3 154 1 0 1 0.4482
10 1 3 155 1 0 1 0.41496
10 1 3 156 1 0 1 0.38194
10 1 3 157 1 2 0 0.39842
10 1 3 158 1 2 0 0.43161
10 1 3 159 1 0 1 0.41503
10 1 3 160 1 2 1 0.54781
10 1 4 1 2 0 1 0.39844
10 1 4 2 2 0 1 0.41509
10 1 4 3 2 0 1 0.54777
10 1 4 4 2 2 1 0.43162
10 1 4 5 2 0 1 0.41504
10 1 4 6 2 2 1 0.53125
10 1 4 7 2 0 1 0.33211
10 1 4 8 2 0 1 0.33205
10 1 4 9 2 2 1 0.41508
10 1 4 10 2 2 1 0.33202
10 1 4 11 2 0 1 0.36513
10 1 4 12 2 0 0 0.36523
10 1 4 13 2 0 1 0.43155
10 1 4 14 2 0 1 0.34863
10 1 4 15 2 2 1 0.53121
10 1 4 16 2 2 1 0.54778
10 1 4 17 2 0 1 0.38182
10 1 4 18 2 2 1 0.51457
10 1 4 19 2 2 0 0.38194
10 1 4 20 2 2 1 0.46483
10 1 4 21 2 2 1 0.41492
10 1 4 22 2 2 1 0.39839
10 1 4 23 2 0 1 0.41501
10 1 4 24 2 2 1 0.41508
10 1 4 25 2 0 1 0.38181
10 1 4 26 2 0 1 0.3487
10 1 4 27 2 2 1 0.51436
10 1 4 28 2 0 1 0.3154
10 1 4 29 2 2 1 0.41502
10 1 4 30 2 2 1 0.41499
10 1 4 31 2 0 1 0.63073
10 1 4 32 2 2 1 0.31542
10 1 4 33 2 2 1 0.34861
10 1 4 34 2 2 1 0.41494
10 1 4 35 2 0 1 0.31546
10 1 4 36 2 0 1 0.41502
10 1 4 37 2 0 1 0.48136
10 1 4 38 2 0 1 0.39842
10 1 4 39 2 0 1 0.38181
10 1 4 40 2 0 1 0.49795
10 1 4 41 2 0 1 0.31555
10 1 4 42 2 2 1 0.34861
10 1 4 43 2 2 1 0.34861
10 1 4 44 2 2 1 0.36522
10 1 4 45 2 2 1 0.28198
10 1 4 46 2 0 1 0.34835
10 1 4 47 2 0 1 0.29872
10 1 4 48 2 2 1 0.33208
10 1 4 49 2 0 0 0.36524
10 1 4 50 2 0 1 0.41479
10 1 4 51 2 2 1 0.34859
10 1 4 52 2 2 1 0.31538
10 1 4 53 2 0 1 0.31546
10 1 4 54 2 2 1 0.38185
10 1 4 55 2 0 0 0.33205
10 1 4 56 2 2 0 0.46478
10 1 4 57 2 0 1 0.44823
10 1 4 58 2 0 1 0.3652
10 1 4 59 2 0 1 0.33201
10 1 4 60 2 0 1 0.3818
10 1 4 61 2 2 1 0.36525
10 1 4 62 2 0 1 0.36523
10 1 4 63 2 2 1 0.33199
10 1 4 64 2 0 1 0.33193
10 1 4 65 2 2 1 0.56433
10 1 4 66 2 2 1 0.63075
10 1 4 67 2 0 1 0.43164
10 1 4 68 2 0 1 0.33211
10 1 4 69 2 2 1 0.38184
10 1 4 70 2 2 1 0.38181
10 1 4 71 2 2 1 0.38179
10 1 4 72 2 2 1 0.3819
10 1 4 73 2 0 1 0.71378
10 1 4 74 2 2 1 0.36526
10 1 4 75 2 0 1 0.34868
10 1 4 76 2 2 1 0.31549
10 1 4 77 2 2 1 0.44827
10 1 4 78 2 2 1 0.58094
10 1 4 79 2 0 1 0.38188
10 1 4 80 2 0 1 0.36529
10 1 4 81 2 2 0 0.41503
10 1 4 82 2 2 1 0.34862
10 1 4 83 2 2 1 0.33206
10 1 4 84 2 2 1 0.36521
10 1 4 85 2 0 1 0.39842
10 1 4 86 2 2 0 0.3486
10 1 4 87 2 2 1 0.59755
10 1 4 88 2 2 0 0.48139
10 1 4 89 2 0 1 0.4482
10 1 4 90 2 2 1 0.41499
10 1 4 91 2 0 1 0.34864
10 1 4 92 2 2 1 0.33203
10 1 4 93 2 2 1 0.39843
10 1 4 94 2 0 1 0.43168
10 1 4 95 2 2 1 0.39851
10 1 4 96 2 2 1 0.36498
10 1 4 97 2 2 0 0.38175
10 1 4 98 2 0 1 0.48144
10 1 4 99 2 0 1 0.41506
10 1 4 100 2 0 0 0.4316
10 1 4 101 2 0 1 0.3819
10 1 4 102 2 0 1 0.34864
10 1 4 103 2 2 1 0.33212
10 1 4 104 2 0 1 0.34863
10 1 4 105 2 0 1 0.33205
10 1 4 106 2 0 1 0.3653
10 1 4 107 2 0 1 0.43161
10 1 4 108 2 0 1 0.38182
10 1 4 109 2 2 0 0.33218
10 1 4 110 2 2 1 0.44821
10 1 4 111 2 2 1 0.34865
10 1 4 112 2 2 1 0.34864
10 1 4 113 2 0 1 0.68059
10 1 4 114 2 0 1 0.34867
10 1 4 115 2 0 1 0.36523
10 1 4 116 2 0 1 0.44816
10 1 4 117 2 0 1 0.415
10 1 4 118 2 2 1 0.498
10 1 4 119 2 2 1 0.44808
10 1 4 120 2 0 1 0.36523
10 1 4 121 2 2 1 0.34864
10 1 4 122 2 0 1 0.54773
10 1 4 123 2 0 1 0.36524
10 1 4 124 2 2 1 0.51456
10 1 4 125 2 2 1 0.58082
10 1 4 126 2 0 0 0.41501
10 1 4 127 2 2 1 0.28224
10 1 4 128 2 0 1 0.38182
10 1 4 129 2 2 1 0.61411
10 1 4 130 2 0 1 0.4316
10 1 4 131 2 0 1 0.33204
10 1 4 132 2 2 1 0.3984
10 1 4 133 2 2 1 0.3985
10 1 4 134 2 0 1 0.33206
10 1 4 135 2 2 1 0.46475
10 1 4 136 2 0 1 0.4648
10 1 4 137 2 2 1 0.29883
10 1 4 138 2 0 1 0.43158
10 1 4 139 2 2 0 0.33202
10 1 4 140 2 2 1 0.41503
10 1 4 141 2 2 1 0.41508
10 1 4 142 2 0 1 0.41497
10 1 4 143 2 0 1 0.3652
10 1 4 144 2 0 1 0.36524
10 1 4 145 2 0 1 0.41501
10 1 4 146 2 0 0 0.36522
10 1 4 147 2 0 1 0.38189
10 1 4 148 2 0 1 0.38179
10 1 4 149 2 2 1 0.36531
10 1 4 150 2 2 0 0.41499
10 1 4 151 2 0 0 0.34865
10 1 4 152 2 2 1 0.43152
10 1 4 153 2 2 1 0.34862
10 1 4 154 2 2 1 0.39839
10 1 4 155 2 2 1 0.43145
10 1 4 156 2 2 1 0.33211
10 1 4 157 2 0 1 0.39843
10 1 4 158 2 0 1 0.4649
10 1 4 159 2 2 1 0.39848
10 1 4 160 2 2 0 0.34866
10 2 1 1 1 2 1 0.51436
10 2 1 2 1 2 1 0.54779
10 2 1 3 1 0 1 0.39841
10 2 1 4 1 0 1 0.36529
10 2 1 5 1 0 1 0.38182
10 2 1 6 1 2 1 0.36521
10 2 1 7 1 0 0 0.34868
10 2 1 8 1 0 1 0.48133
10 2 1 9 1 2 1 0.44826
10 2 1 10 1 0 1 0.56435
10 2 1 11 1 0 1 0.3652
10 2 1 12 1 2 0 0.36521
10 2 1 13 1 0 1 0.43155
10 2 1 14 1 0 1 0.43159
10 2 1 15 1 2 0 0.41499
10 2 1 16 1 0 1 0.38178
10 2 1 17 1 2 1 0.41499
10 2 1 18 1 2 0 0.39839
10 2 1 19 1 2 1 0.39844
10 2 1 20 1 0 1 0.39839
10 2 1 21 1 0 1 0.48133
10 2 1 22 1 2 0 0.49797
10 2 1 23 1 0 1 0.43153
10 2 1 24 1 2 1 0.51464
10 2 1 25 1 0 1 0.34864
10 2 1 26 1 2 1 0.43151
10 2 1 27 1 0 1 0.46476
10 2 1 28 1 0 1 0.39842
10 2 1 29 1 2 1 0.39833
10 2 1 30 1 0 1 0.36525
10 2 1 31 1 2 1 0.44821
10 2 1 32 1 2 1 0.36527
10 2 1 33 1 0 1 0.34861
10 2 1 34 1 2 1 0.46476
10 2 1 35 1 0 1 0.31551
10 2 1 36 1 2 1 0.44812
10 2 1 37 1 2 1 0.46471
10 2 1 38 1 2 0 0.41502
10 2 1 39 1 2 1 0.63072
10 2 1 40 1 2 1 0.41506
10 2 1 41 1 0 1 0.51456
10 2 1 42 1 2 0 0.43158
10 2 1 43 1 0 1 0.3984
10 2 1 44 1 2 0 0.41499
10 2 1 45 1 2 1 0.53121
10 2 1 46 1 0 1 0.44818
10 2 1 47 1 2 1 0.46473
10 2 1 48 1 0 1 0.39851
10 2 1 49 1 2 0 0.41501
10 2 1 50 1 2 0 0.48102
10 2 1 51 1 2 1 0.54781
10 2 1 52 1 2 1 0.49796
10 2 1 53 1 2 1 0.51455
10 2 1 54 1 0 1 0.53119
10 2 1 55 1 2 1 0.46477
10 2 1 56 1 2 1 0.44818
10 2 1 57 1 0 1 0.36544
10 2 1 58 1 0 1 0.41494
10 2 1 59 1 2 1 0.49797
10 2 1 60 1 0 1 0.3984
10 2 1 61 1 0 1 0.38183
10 2 1 62 1 0 1 0.34858
10 2 1 63 1 2 0 0.38181
10 2 1 64 1 0 1 0.43158
10 2 1 65 1 2 0 0.44821
10 2 1 66 1 2 1 0.54775
10 2 1 67 1 2 1 0.46479
10 2 1 68 1 2 1 0.69705
10 2 1 69 1 0 1 0.46473
10 2 1 70 1 2 0 0.41505
10 2 1 71 1 0 1 0.3984
10 2 1 72 1 0 1 0.48137
10 2 1 73 1 0 1 0.39839
10 2 1 74 1 0 1 0.43157
10 2 1 75 1 2 1 0.58094
10 2 1 76 1 2 1 0.51462
10 2 1 77 1 0 1 0.46473
10 2 1 78 1 0 1 0.46478
10 2 1 79 1 0 1 0.41498
10 2 1 80 1 0 1 0.48137
10 2 1 81 1 2 1 0.43158
10 2 1 82 1 2 1 0.46491
10 2 1 83 1 2 1 0.44824
10 2 1 84 1 2 0 0.36516
10 2 1 85 1 0 1 0.49791
10 2 1 86 1 0 1 0.6805
10 2 1 87 1 0 1 0.56434
10 2 1 88 1 2 0 0.5478
10 2 1 89 1 0 1 0.49796
10 2 1 90 1 2 1 0.54776
10 2 1 91 1 0 1 0.51466
10 2 1 92 1 2 1 0.48147
10 2 1 93 1 2 1 0.51455
10 2 1 94 1 0 1 0.41501
10 2 1 95 1 0 1 0.43154
