sub ses blk trl locGlob cond acc rt
17 1 2 148 2 0 1 0.36518
17 1 2 149 2 2 1 0.38182
17 1 2 150 2 2 1 0.36529
17 1 2 151 2 0 1 0.34867
17 1 2 152 2 0 1 0.38185
17 1 2 153 2 0 0 0.41501
17 1 2 154 2 0 1 0.49804
17 1 2 155 2 2 0 0.38185
17 1 2 156 2 0 1 0.49799
17 1 2 157 2 0 1 0.49798
17 1 2 158 2 0 1 0.44831
17 1 2 159 2 0 1 0.43159
17 1 2 160 2 0 1 0.39834
17 1 3 1 1 0 1 0.38182
17 1 3 2 1 2 0 0.41501
17 1 3 3 1 0 1 0.56441
17 1 3 4 1 2 1 0.58073
17 1 3 5 1 0 1 0.51444
17 1 3 6 1 0 1 0.46489
17 1 3 7 1 2 1 0.581
17 1 3 8 1 2 1 0.56436
17 1 3 9 1 0 1 0.4648
17 1 3 10 1 2 1 0.91277
17 1 3 11 1 0 1 0.48149
17 1 3 12 1 2 1 0.61402
17 1 3 13 1 0 1 0.36524
17 1 3 14 1 2 1 0.4814
17 1 3 15 1 2 1 0.49821
17 1 3 16 1 2 1 0.38183
17 1 3 17 1 2 0 0.46485
17 1 3 18 1 2 1 0.54777
17 1 3 19 1 2 1 0.56419
17 1 3 20 1 0 1 0.41494
17 1 3 21 1 2 1 0.4648
17 1 3 22 1 0 1 0.3652
17 1 3 23 1 0 1 0.54773
17 1 3 24 1 2 1 0.5147
17 1 3 25 1 2 1 0.49798
17 1 3 26 1 0 1 0.48135
17 1 3 27 1 2 1 0.53118
17 1 3 28 1 2 1 0.41502
17 1 3 29 1 2 1 0.48139
17 1 3 30 1 0 1 0.41499
17 1 3 31 1 2 0 0.39839
17 1 3 32 1 2 1 0.5312
17 1 3 33 1 2 1 0.39843
17 1 3 34 1 0 1 0.46489
17 1 3 35 1 0 1 0.48139
17 1 3 36 1 2 1 0.4648
17 1 3 37 1 0 1 0.46486
17 1 3 38 1 2 1 0.56443
17 1 3 39 1 0 1 0.64733
17 1 3 40 1 0 1 0.53125
17 1 3 41 1 2 1 0.4814
17 1 3 42 1 0 1 0.38184
17 1 3 43 1 0 1 0.41503
17 1 3 44 1 0 1 0.41502
17 1 3 45 1 0 1 0.38184
17 1 3 46 1 2 0 0.34856
17 1 3 47 1 0 1 0.51453
17 1 3 48 1 0 1 0.4648
17 1 3 49 1 0 1 0.43163
17 1 3 50 1 2 1 0.41506
17 1 3 51 1 0 1 0.49784
17 1 3 52 1 0 1 0.41485
17 1 3 53 1 0 1 0.48115
17 1 3 54 1 0 1 0.5809
17 1 3 55 1 2 1 0.49798
17 1 3 56 1 2 1 0.56435
17 1 3 57 1 2 1 0.4814
17 1 3 58 1 0 1 0.73037
17 1 3 59 1 2 1 0.49795
17 1 3 60 1 2 1 0.498
17 1 3 61 1 2 1 0.43161
17 1 3 62 1 0 1 0.39838
17 1 3 63 1 2 1 0.58096
17 1 3 64 1 0 1 0.59765
17 1 3 65 1 2 1 0.4648
17 1 3 66 1 2 0 0.51458
17 1 3 67 1 0 1 0.48145
17 1 3 68 1 0 1 0.39842
17 1 3 69 1 2 1 0.39842
17 1 3 70 1 0 1 0.39837
17 1 3 71 1 2 0 0.38182
17 1 3 72 1 2 1 0.59755
17 1 3 73 1 2 1 0.53123
17 1 3 74 1 0 1 0.48144
17 1 3 75 1 0 1 0.48141
17 1 3 76 1 0 1 0.49792
17 1 3 77 1 2 1 0.56436
17 1 3 78 1 0 1 0.51459
17 1 3 79 1 2 1 0.58095
17 1 3 80 1 0 1 0.53122
17 1 3 81 1 0 1 0.56437
17 1 3 82 1 2 1 0.59755
17 1 3 83 1 0 1 0.39844
17 1 3 84 1 2 1 0.46479
17 1 3 85 1 0 1 0.41495
17 1 3 86 1 2 1 0.43161
17 1 3 87 1 2 1 0.53121
17 1 3 88 1 2 1 0.58105
17 1 3 89 1 2 1 0.48139
17 1 3 90 1 0 1 0.39843
17 1 3 91 1 0 1 0.43155
17 1 3 92 1 2 1 0.43162
17 1 3 93 1 0 1 0.46479
17 1 3 94 1 0 1 0.44834
17 1 3 95 1 2 1 0.49792
17 1 3 96 1 2 1 0.73031
17 1 3 97 1 0 1 0.96259
17 1 3 98 1 0 1 0.63073
17 1 3 99 1 2 1 0.61411
17 1 3 100 1 0 1 0.7467
17 1 3 101 1 2 1 0.43168
17 1 3 102 1 0 0 0.43161
17 1 3 103 1 0 1 0.46454
17 1 3 104 1 2 0 0.41507
17 1 3 105 1 0 1 0.48142
17 1 3 106 1 2 1 0.4482
17 1 3 107 1 0 1 0.48139
17 1 3 108 1 0 1 0.49799
17 1 3 109 1 2 0 0.39843
17 1 3 110 1 2 1 0.53124
17 1 3 111 1 2 1 0.49803
17 1 3 112 1 2 1 0.43159
17 1 3 113 1 2 1 0.46479
17 1 3 114 1 0 0 0.38196
17 1 3 115 1 0 1 0.49807
17 1 3 116 1 2 1 0.51465
17 1 3 117 1 2 1 0.46481
17 1 3 118 1 0 1 0.39852
17 1 3 119 1 0 1 0.44825
17 1 3 120 1 0 1 0.46479
17 1 3 121 1 2 1 0.49793
17 1 3 122 1 0 1 0.39844
17 1 3 123 1 0 1 0.36534
17 1 3 124 1 0 1 0.3819
17 1 3 125 1 2 0 0.41502
17 1 3 126 1 0 1 0.63076
17 1 3 127 1 2 0 0.43162
17 1 3 128 1 0 1 0.5479
17 1 3 129 1 0 1 0.34863
17 1 3 130 1 0 1 0.51452
17 1 3 131 1 0 1 0.53114
17 1 3 132 1 2 0 0.43165
17 1 3 133 1 0 1 0.53117
17 1 3 134 1 2 1 0.51458
17 1 3 135 1 2 1 0.54777
17 1 3 136 1 0 1 0.48146
17 1 3 137 1 2 1 0.49798
17 1 3 138 1 2 1 0.58093
17 1 3 139 1 2 1 0.54777
17 1 3 140 1 2 1 0.4648
17 1 3 141 1 0 1 0.49799
17 1 3 142 1 0 1 0.498
17 1 3 143 1 2 1 0.53118
17 1 3 144 1 2 1 0.54776
17 1 3 145 1 0 1 0.53118
17 1 3 146 1 0 1 0.38182
17 1 3 147 1 0 1 0.4648
17 1 3 148 1 2 1 0.48142
17 1 3 149 1 0 1 0.48126
17 1 3 150 1 0 1 0.41503
17 1 3 151 1 0 1 0.38188
17 1 3 152 1 2 0 0.51467
17 1 3 153 1 2 1 0.63078
17 1 3 154 1 0 1 0.43161
17 1 3 155 1 2 1 0.46487
17 1 3 156 1 2 0 0.39849
17 1 3 157 1 2 1 0.91284
17 1 3 158 1 2 1 0.63073
17 1 3 159 1 0 1 0.4814
17 1 3 160 1 0 1 0.46476
17 1 4 1 2 0 1 0.34866
17 1 4 2 2 2 1 0.46456
17 1 4 3 2 2 1 0.43161
17 1 4 4 2 0 1 0.34874
17 1 4 5 2 2 1 0.38186
17 1 4 6 2 2 1 0.39838
17 1 4 7 2 2 1 0.33216
17 1 4 8 2 0 1 0.33205
17 1 4 9 2 0 1 0.3819
17 1 4 10 2 0 1 0.3155
17 1 4 11 2 0 1 0.46492
17 1 4 12 2 0 1 0.38183
17 1 4 13 2 0 1 0.36523
17 1 4 14 2 2 1 0.43161
17 1 4 15 2 0 1 0.36524
17 1 4 16 2 2 1 0.53141
17 1 4 17 2 0 1 0.43166
17 1 4 18 2 2 1 0.38173
17 1 4 19 2 2 1 0.54772
17 1 4 20 2 2 1 0.41507
17 1 4 21 2 0 1 0.34874
17 1 4 22 2 0 1 0.38184
17 1 4 23 2 2 1 0.34862
17 1 4 24 2 2 1 0.51451
17 1 4 25 2 2 1 0.36523
17 1 4 26 2 0 1 0.39844
17 1 4 27 2 2 1 0.34873
17 1 4 28 2 0 1 0.44821
17 1 4 29 2 2 1 0.38173
17 1 4 30 2 2 1 0.36525
17 1 4 31 2 0 1 0.3319
17 1 4 32 2 0 1 0.58095
17 1 4 33 2 2 1 0.44826
17 1 4 34 2 0 1 0.36517
17 1 4 35 2 0 1 0.36523
17 1 4 36 2 2 1 0.33205
17 1 4 37 2 2 1 0.48133
17 1 4 38 2 0 1 0.34864
17 1 4 39 2 0 1 0.36524
17 1 4 40 2 2 1 0.33206
17 1 4 41 2 0 1 0.31546
17 1 4 42 2 0 1 0.29886
17 1 4 43 2 2 1 0.44821
17 1 4 44 2 0 1 0.38193
17 1 4 45 2 0 1 0.33205
17 1 4 46 2 0 1 0.39846
17 1 4 47 2 2 1 0.41478
17 1 4 48 2 2 1 0.46476
17 1 4 49 2 0 1 0.39847
17 1 4 50 2 2 1 0.39845
17 1 4 51 2 2 1 0.38181
17 1 4 52 2 0 1 0.33204
17 1 4 53 2 2 1 0.34864
17 1 4 54 2 2 0 0.33206
17 1 4 55 2 0 1 0.39847
17 1 4 56 2 2 1 0.38192
17 1 4 57 2 2 1 0.46487
17 1 4 58 2 0 1 0.34863
17 1 4 59 2 2 1 0.34861
17 1 4 60 2 2 1 0.4814
17 1 4 61 2 2 0 0.36524
17 1 4 62 2 2 1 0.51459
17 1 4 63 2 0 1 0.38177
17 1 4 64 2 2 1 0.33213
17 1 4 65 2 0 1 0.4151
17 1 4 66 2 2 1 0.44823
17 1 4 67 2 2 1 0.39842
17 1 4 68 2 2 1 0.34864
17 1 4 69 2 2 1 0.41502
17 1 4 70 2 2 1 0.43157
17 1 4 71 2 0 1 0.498
17 1 4 72 2 0 1 0.33205
17 1 4 73 2 0 1 0.36532
17 1 4 74 2 0 1 0.44817
17 1 4 75 2 0 1 0.33179
17 1 4 76 2 2 0 0.3321
17 1 4 77 2 2 1 0.41503
17 1 4 78 2 2 1 0.39843
17 1 4 79 2 2 1 0.36525
17 1 4 80 2 0 0 0.31545
17 1 4 81 2 2 1 0.59761
17 1 4 82 2 0 1 0.39849
17 1 4 83 2 2 1 0.51459
17 1 4 84 2 0 1 0.49787
17 1 4 85 2 0 1 0.3487
17 1 4 86 2 2 0 0.33205
17 1 4 87 2 2 1 0.48139
17 1 4 88 2 2 1 0.48139
17 1 4 89 2 0 1 0.31526
17 1 4 90 2 0 1 0.44829
17 1 4 91 2 2 1 0.46475
17 1 4 92 2 2 0 0.41503
17 1 4 93 2 0 1 0.59755
17 1 4 94 2 2 1 0.44821
17 1 4 95 2 0 1 0.44819
17 1 4 96 2 0 1 0.41494
17 1 4 97 2 2 1 0.36527
17 1 4 98 2 2 1 0.38186
17 1 4 99 2 2 1 0.33205
17 1 4 100 2 2 1 0.39842
17 1 4 101 2 0 1 0.36511
17 1 4 102 2 0 1 0.34869
17 1 4 103 2 0 1 0.36524
17 1 4 104 2 2 1 0.36524
17 1 4 105 2 2 1 0.46479
17 1 4 106 2 2 1 0.34881
17 1 4 107 2 2 1 0.36549
17 1 4 108 2 0 1 0.43179
17 1 4 109 2 2 0 0.31565
17 1 4 110 2 0 1 0.39842
17 1 4 111 2 0 1 0.3321
17 1 4 112 2 2 1 0.46477
17 1 4 113 2 2 1 0.44813
17 1 4 114 2 2 1 0.46479
17 1 4 115 2 2 0 0.41503
17 1 4 116 2 0 1 0.49798
17 1 4 117 2 0 1 0.34855
17 1 4 118 2 0 1 0.41503
17 1 4 119 2 0 1 0.36525
17 1 4 120 2 0 1 0.41503
17 1 4 121 2 2 1 0.36523
17 1 4 122 2 2 1 0.43161
17 1 4 123 2 0 0 0.5641
17 1 4 124 2 2 1 0.41502
17 1 4 125 2 0 1 0.39841
17 1 4 126 2 0 1 0.36537
17 1 4 127 2 0 0 0.38177
17 1 4 128 2 2 1 0.43163
17 1 4 129 2 0 1 0.3652
17 1 4 130 2 2 1 0.43161
17 1 4 131 2 2 1 0.48154
17 1 4 132 2 0 1 0.41506
17 1 4 133 2 0 1 0.39851
17 1 4 134 2 0 1 0.39842
17 1 4 135 2 0 1 0.33201
17 1 4 136 2 0 1 0.43159
17 1 4 137 2 2 0 0.36529
17 1 4 138 2 0 1 0.4814
17 1 4 139 2 0 1 0.3984
17 1 4 140 2 0 1 0.44817
17 1 4 141 2 0 1 0.39852
17 1 4 142 2 2 1 0.3985
17 1 4 143 2 2 1 0.38184
17 1 4 144 2 2 1 0.4316
17 1 4 145 2 0 1 0.36523
17 1 4 146 2 2 1 0.38191
17 1 4 147 2 0 1 0.41501
17 1 4 148 2 0 1 0.36525
17 1 4 149 2 2 1 0.43164
17 1 4 150 2 0 1 0.34843
17 1 4 151 2 0 1 0.46479
17 1 4 152 2 0 0 0.39842
17 1 4 153 2 0 1 0.44824
17 1 4 154 2 0 1 0.43162
17 1 4 155 2 2 1 0.48109
17 1 4 156 2 2 1 0.51449
17 1 4 157 2 0 1 0.39837
17 1 4 158 2 2 1 0.53117
17 1 4 159 2 2 1 0.43183
17 1 4 160 2 0 0 0.36524
17 2 1 1 2 0 1 0.36517
17 2 1 2 2 2 1 0.48142
17 2 1 3 2 2 1 0.498
17 2 1 4 2 0 1 0.38194
17 2 1 5 2 0 1 0.41509
17 2 1 6 2 2 1 0.34864
17 2 1 7 2 0 1 0.34866
17 2 1 8 2 0 1 0.41502
17 2 1 9 2 2 1 0.36531
17 2 1 10 2 2 0 0.34869
17 2 1 11 2 0 0 0.36532
17 2 1 12 2 0 1 0.5146
17 2 1 13 2 2 1 0.4648
17 2 1 14 2 2 1 0.79668
17 2 1 15 2 2 1 0.36541
17 2 1 16 2 2 1 0.4648
17 2 1 17 2 0 1 0.49805
17 2 1 18 2 0 1 0.36536
17 2 1 19 2 2 1 0.3819
17 2 1 20 2 2 1 0.34876
17 2 1 21 2 0 0 0.36484
17 2 1 22 2 2 1 0.3669
17 2 1 23 2 2 0 0.31548
17 2 1 24 2 0 1 0.43157
17 2 1 25 2 0 1 0.36521
17 2 1 26 2 0 0 0.33212
17 2 1 27 2 0 1 0.41503
17 2 1 28 2 0 1 0.3985
17 2 1 29 2 2 0 0.41503
17 2 1 30 2 0 1 0.46479
17 2 1 31 2 0 1 0.43163
17 2 1 32 2 0 1 0.33206
17 2 1 33 2 2 1 0.33205
17 2 1 34 2 0 1 0.39849
17 2 1 35 2 0 1 0.36525
17 2 1 36 2 2 1 0.33209
17 2 1 37 2 2 1 0.43161
17 2 1 38 2 0 1 0.34844
17 2 1 39 2 0 1 0.3652
17 2 1 40 2 2 1 0.43156
17 2 1 41 2 0 1 0.36522
17 2 1 42 2 2 1 0.3321
17 2 1 43 2 2 1 0.3818
17 2 1 44 2 2 1 0.33218
17 2 1 45 2 2 1 0.36526
17 2 1 46 2 2 1 0.26568
17 2 1 47 2 2 1 0.38184
17 2 1 48 2 0 0 0.33214
17 2 1 49 2 0 1 0.34868
17 2 1 50 2 0 1 0.31549
17 2 1 51 2 0 1 0.43171
17 2 1 52 2 0 1 0.33206
17 2 1 53 2 2 1 0.39845
17 2 1 54 2 2 1 0.34869
17 2 1 55 2 2 0 0.38186
17 2 1 56 2 0 1 0.4814
17 2 1 57 2 0 1 0.34872
17 2 1 58 2 0 0 0.39854
17 2 1 59 2 2 1 0.54805
17 2 1 60 2 0 1 0.36513
17 2 1 61 2 2 1 0.53128
17 2 1 62 2 2 1 0.39842
17 2 1 63 2 2 1 0.36518
17 2 1 64 2 2 1 0.36531
17 2 1 65 2 0 1 0.38182
17 2 1 66 2 0 1 0.38183
17 2 1 67 2 2 1 0.33208
17 2 1 68 2 0 1 0.39857
17 2 1 69 2 0 0 0.36523
17 2 1 70 2 2 1 0.382
17 2 1 71 2 2 1 0.3321
17 2 1 72 2 2 1 0.41496
17 2 1 73 2 2 1 0.51452
17 2 1 74 2 2 1 0.34885
17 2 1 75 2 2 1 0.36529
17 2 1 76 2 2 1 0.34872
17 2 1 77 2 2 1 0.38181
17 2 1 78 2 2 1 0.49801
17 2 1 79 2 0 1 0.34862
17 2 1 80 2 0 1 0.38192
17 2 1 81 2 2 1 0.34865
17 2 1 82 2 0 1 0.48147
17 2 1 83 2 2 1 0.39824
17 2 1 84 2 2 1 0.38184
17 2 1 85 2 2 1 0.38184
17 2 1 86 2 0 1 0.43162
17 2 1 87 2 0 1 0.36524
17 2 1 88 2 2 0 0.36525
17 2 1 89 2 2 1 0.41502
17 2 1 90 2 0 1 0.36524
17 2 1 91 2 0 1 0.4316
17 2 1 92 2 0 1 0.54785
17 2 1 93 2 0 1 0.49793
17 2 1 94 2 0 1 0.44821
17 2 1 95 2 0 1 0.49805
17 2 1 96 2 2 1 0.33208
17 2 1 97 2 2 1 0.3985
17 2 1 98 2 2 0 0.54779
17 2 1 99 2 0 1 0.4482
17 2 1 100 2 0 1 0.39842
17 2 1 101 2 0 1 0.41483
17 2 1 102 2 0 1 0.39856
17 2 1 103 2 0 1 0.38185
17 2 1 104 2 0 1 0.36531
17 2 1 105 2 0 1 0.48141
17 2 1 106 2 0 1 0.41506
17 2 1 107 2 2 0 0.3486
17 2 1 108 2 2 1 0.34872
17 2 1 109 2 2 1 0.29883
17 2 1 110 2 2 1 0.46481
17 2 1 111 2 0 1 0.36524
17 2 1 112 2 2 1 0.39836
17 2 1 113 2 2 1 0.38191
17 2 1 114 2 0 1 0.51466
17 2 1 115 2 0 1 0.39862
17 2 1 116 2 0 1 0.33191
17 2 1 117 2 2 1 0.415
17 2 1 118 2 2 1 0.43168
17 2 1 119 2 0 1 0.41508
17 2 1 120 2 0 1 0.38177
17 2 1 121 2 0 1 0.56436
17 2 1 122 2 0 1 0.38183
17 2 1 123 2 2 1 0.3487
17 2 1 124 2 0 1 0.3819
17 2 1 125 2 2 1 0.3985
17 2 1 126 2 2 1 0.33214
17 2 1 127 2 2 1 0.38183
17 2 1 128 2 0 1 0.38179
17 2 1 129 2 0 1 0.41508
17 2 1 130 2 2 1 0.4814
17 2 1 131 2 2 1 0.39844
17 2 1 132 2 0 0 0.33206
17 2 1 133 2 2 1 0.4317
17 2 1 134 2 0 1 0.38178
17 2 1 135 2 0 1 0.4482
17 2 1 136 2 2 1 0.48153
17 2 1 137 2 2 1 0.63079
17 2 1 138 2 0 1 0.58097
17 2 1 139 2 2 1 0.59742
17 2 1 140 2 2 1 0.44829
17 2 1 141 2 0 0 0.51472
17 2 1 142 2 2 1 0.48145
17 2 1 143 2 0 1 0.36531
17 2 1 144 2 2 1 0.43162
17 2 1 145 2 2 1 0.4151
17 2 1 146 2 2 1 0.38191
17 2 1 147 2 0 1 0.36525
17 2 1 148 2 0 1 0.46487
17 2 1 149 2 0 1 0.34863
17 2 1 150 2 2 0 0.34865
17 2 1 151 2 0 1 0.4814
17 2 1 152 2 2 1 0.36524
17 2 1 153 2 0 1 0.39852
17 2 1 154 2 0 1 0.3487
17 2 1 155 2 2 1 0.38185
17 2 1 156 2 2 1 0.36524
17 2 1 157 2 2 1 0.33206
17 2 1 158 2 2 1 0.41502
17 2 1 159 2 0 1 0.54769
17 2 1 160 2 0 1 0.38183
17 2 2 1 1 0 1 0.4814
17 2 2 2 1 0 1 0.38168
17 2 2 3 1 2 1 0.56436
17 2 2 4 1 2 1 0.48144
17 2 2 5 1 2 1 0.48118
17 2 2 6 1 0 1 0.38189
17 2 2 7 1 0 1 0.51467
17 2 2 8 1 2 1 0.61415
17 2 2 9 1 0 1 0.56435
17 2 2 10 1 2 0 0.4151
17 2 2 11 1 0 1 0.56444
17 2 2 12 1 0 1 0.49818
17 2 2 13 1 2 0 0.43158
17 2 2 14 1 0 1 0.68069
17 2 2 15 1 0 1 0.43163
17 2 2 16 1 2 0 0.39841
17 2 2 17 1 2 1 0.56437
17 2 2 18 1 0 1 0.43176
17 2 2 19 1 0 1 0.43164
17 2 2 20 1 0 1 0.53117
17 2 2 21 1 2 1 0.56437
17 2 2 22 1 0 1 0.53118
17 2 2 23 1 2 1 0.53125
17 2 2 24 1 0 1 0.56436
17 2 2 25 1 2 0 0.4482
17 2 2 26 1 2 1 0.61414
17 2 2 27 1 2 1 0.48149
17 2 2 28 1 0 1 0.39839
17 2 2 29 1 0 1 0.44826
17 2 2 30 1 2 1 0.56436
17 2 2 31 1 0 1 0.49797
17 2 2 32 1 2 1 0.53118
17 2 2 33 1 0 1 0.4482
17 2 2 34 1 0 1 0.36531
17 2 2 35 1 2 1 0.41509
17 2 2 36 1 2 1 0.4648
17 2 2 37 1 0 1 0.41502
17 2 2 38 1 2 1 0.7137
17 2 2 39 1 2 1 0.51458
17 2 2 40 1 0 1 0.39847
17 2 2 41 1 0 1 0.48134
17 2 2 42 1 2 1 0.44831
17 2 2 43 1 2 1 0.48139
17 2 2 44 1 0 1 0.46479
17 2 2 45 1 0 1 0.39843
17 2 2 46 1 2 1 0.51462
17 2 2 47 1 0 1 0.49793
17 2 2 48 1 0 1 0.79677
17 2 2 49 1 2 1 0.44821
17 2 2 50 1 2 1 0.59758
17 2 2 51 1 2 1 0.46481
17 2 2 52 1 2 0 0.39842
17 2 2 53 1 2 1 0.51458
17 2 2 54 1 0 1 0.4151
17 2 2 55 1 2 0 0.54766
17 2 2 56 1 0 1 0.49803
17 2 2 57 1 2 1 0.51458
17 2 2 58 1 2 0 0.44822
17 2 2 59 1 2 1 0.664
17 2 2 60 1 2 1 0.61416
17 2 2 61 1 0 1 0.51459
17 2 2 62 1 0 1 0.49799
17 2 2 63 1 2 0 0.49805
17 2 2 64 1 2 1 0.64747
17 2 2 65 1 0 1 0.48139
17 2 2 66 1 0 1 0.48138
17 2 2 67 1 2 1 0.60441
17 2 2 68 1 0 1 0.43173
17 2 2 69 1 0 1 0.41494
17 2 2 70 1 0 1 0.43183
17 2 2 71 1 0 1 0.39835
17 2 2 72 1 2 1 0.48149
17 2 2 73 1 0 1 0.44824
17 2 2 74 1 2 0 0.36524
17 2 2 75 1 0 1 0.49809
17 2 2 76 1 2 1 0.58096
17 2 2 77 1 2 1 0.39846
17 2 2 78 1 2 1 0.56436
17 2 2 79 1 2 1 0.43169
17 2 2 80 1 0 1 0.64727
17 2 2 81 1 0 1 0.43173
17 2 2 82 1 2 1 0.5976
17 2 2 83 1 0 1 0.44821
17 2 2 84 1 0 1 0.39844
17 2 2 85 1 0 1 0.43162
17 2 2 86 1 0 1 0.415
17 2 2 87 1 2 1 0.41505
17 2 2 88 1 2 1 0.43164
17 2 2 89 1 2 1 0.38194
17 2 2 90 1 2 1 0.39845
17 2 2 91 1 0 1 0.39843
17 2 2 92 1 0 1 0.41503
17 2 2 93 1 2 0 0.38183
17 2 2 94 1 2 1 0.63074
17 2 2 95 1 2 1 0.51459
17 2 2 96 1 0 1 0.38179
17 2 2 97 1 2 0 0.39844
17 2 2 98 1 0 1 0.48135
17 2 2 99 1 2 1 0.56437
17 2 2 100 1 2 1 0.46484
17 2 2 101 1 0 1 0.39842
17 2 2 102 1 0 1 0.39842
17 2 2 103 1 0 1 0.43158
17 2 2 104 1 2 0 0.43151
17 2 2 105 1 2 1 0.51461
17 2 2 106 1 0 1 0.4483
17 2 2 107 1 2 1 0.58099
17 2 2 108 1 2 1 0.58092
17 2 2 109 1 2 1 0.69702
17 2 2 110 1 0 1 0.46482
17 2 2 111 1 0 1 0.44822
17 2 2 112 1 0 1 0.61416
17 2 2 113 1 2 0 0.48148
17 2 2 114 1 2 1 0.59762
17 2 2 115 1 0 1 0.54773
17 2 2 116 1 2 1 0.49786
17 2 2 117 1 2 0 0.43152
17 2 2 118 1 2 1 0.56436
17 2 2 119 1 0 1 0.48188
17 2 2 120 1 2 1 0.48151
17 2 2 121 1 0 1 0.48139
17 2 2 122 1 0 1 0.44822
17 2 2 123 1 0 1 0.54784
17 2 2 124 1 2 1 0.48143
17 2 2 125 1 2 1 0.498
17 2 2 126 1 0 1 0.44852
17 2 2 127 1 0 0 0.49808
17 2 2 128 1 0 1 0.41493
17 2 2 129 1 0 1 0.46481
17 2 2 130 1 0 1 0.51459
17 2 2 131 1 2 1 0.51458
17 2 2 132 1 2 1 0.4648
17 2 2 133 1 2 1 0.44823
17 2 2 134 1 0 1 0.39842
17 2 2 135 1 2 1 0.44828
17 2 2 136 1 2 1 0.46486
17 2 2 137 1 2 0 0.44822
17 2 2 138 1 0 1 0.49796
17 2 2 139 1 0 1 0.44821
17 2 2 140 1 2 1 0.54785
17 2 2 141 1 0 1 0.39841
17 2 2 142 1 2 0 0.38189
17 2 2 143 1 0 1 0.39843
17 2 2 144 1 0 1 0.39837
17 2 2 145 1 0 1 0.43169
17 2 2 146 1 0 1 0.36518
17 2 2 147 1 0 1 0.39843
17 2 2 148 1 2 1 0.49792
17 2 2 149 1 0 1 0.51458
17 2 2 150 1 0 1 0.43162
17 2 2 151 1 0 1 0.38184
17 2 2 152 1 2 1 0.54785
17 2 2 153 1 0 1 0.44827
17 2 2 154 1 2 1 0.54777
17 2 2 155 1 0 1 0.48139
17 2 2 156 1 2 1 0.58106
17 2 2 157 1 2 1 0.63089
17 2 2 158 1 2 0 0.59748
17 2 2 159 1 2 1 0.7635
17 2 2 160 1 0 1 0.6473
17 2 3 1 2 0 1 0.49799
17 2 3 2 2 0 1 0.36525
17 2 3 3 2 0 1 0.33208
17 2 3 4 2 2 1 0.36524
17 2 3 5 2 2 0 0.36517
17 2 3 6 2 0 1 0.51459
17 2 3 7 2 2 1 0.3652
17 2 3 8 2 2 1 0.4151
17 2 3 9 2 0 1 0.36526
17 2 3 10 2 2 1 0.44825
17 2 3 11 2 0 1 0.38191
17 2 3 12 2 0 0 0.44829
17 2 3 13 2 0 1 0.46479
17 2 3 14 2 0 1 0.44835
17 2 3 15 2 0 1 0.39847
17 2 3 16 2 2 1 0.38191
17 2 3 17 2 0 1 0.36525
17 2 3 18 2 2 1 0.3652
17 2 3 19 2 2 1 0.36525
17 2 3 20 2 2 1 0.39845
17 2 3 21 2 0 1 0.54777
17 2 3 22 2 2 1 0.41499
17 2 3 23 2 2 1 0.41503
17 2 3 24 2 2 1 0.41507
17 2 3 25 2 2 1 0.41501
17 2 3 26 2 2 1 0.48139
17 2 3 27 2 0 1 0.81328
17 2 3 28 2 2 0 0.39842
17 2 3 29 2 2 1 0.43161
17 2 3 30 2 2 1 0.34856
17 2 3 31 2 2 1 0.33193
17 2 3 32 2 2 1 0.46479
17 2 3 33 2 0 1 0.3653
17 2 3 34 2 0 1 0.34861
17 2 3 35 2 2 1 0.39841
17 2 3 36 2 0 1 0.4482
17 2 3 37 2 0 1 0.31548
17 2 3 38 2 2 1 0.38183
17 2 3 39 2 2 1 0.48135
17 2 3 40 2 2 1 0.34862
17 2 3 41 2 0 1 0.41492
17 2 3 42 2 2 1 0.38183
17 2 3 43 2 2 1 0.43162
17 2 3 44 2 2 0 0.38157
17 2 3 45 2 0 1 0.51468
17 2 3 46 2 0 1 0.38184
17 2 3 47 2 2 1 0.54789
17 2 3 48 2 2 1 0.41501
17 2 3 49 2 0 1 0.33213
17 2 3 50 2 2 1 0.4482
17 2 3 51 2 0 1 0.39819
17 2 3 52 2 0 1 0.39843
17 2 3 53 2 0 1 0.38183
17 2 3 54 2 0 1 0.44821
17 2 3 55 2 2 1 0.28227
17 2 3 56 2 2 1 0.43162
17 2 3 57 2 2 1 0.39841
17 2 3 58 2 2 1 0.44821
17 2 3 59 2 2 1 0.41499
17 2 3 60 2 0 1 0.31537
17 2 3 61 2 2 1 0.49799
17 2 3 62 2 0 1 0.59754
17 2 3 63 2 0 1 0.51458
17 2 3 64 2 2 1 0.41507
17 2 3 65 2 0 1 0.38163
17 2 3 66 2 0 1 0.41503
17 2 3 67 2 2 1 0.48145
17 2 3 68 2 2 1 0.43157
17 2 3 69 2 2 1 0.48134
17 2 3 70 2 0 1 0.44829
17 2 3 71 2 2 0 0.39843
17 2 3 72 2 2 1 0.41499
17 2 3 73 2 0 1 0.39842
17 2 3 74 2 2 1 0.29886
17 2 3 75 2 0 1 0.38179
17 2 3 76 2 0 1 0.43165
17 2 3 77 2 0 1 0.38173
17 2 3 78 2 0 1 0.39842
17 2 3 79 2 0 0 0.31547
17 2 3 80 2 0 1 0.36531
17 2 3 81 2 2 1 0.34865
17 2 3 82 2 2 1 0.38184
17 2 3 83 2 0 1 0.34867
