sub ses blk trl lg5 cond acc rt
16 2 4 140 2 0 1 0.40018
16 2 4 141 2 0 1 0.35019
16 2 4 142 1 0 1 0.31685
16 2 4 143 1 0 1 0.36686
16 2 4 144 2 0 1 0.30015
16 2 4 145 2 0 1 0.31684
16 2 4 146 1 0 1 0.35018
16 2 4 147 1 0 1 0.38354
16 2 4 148 2 0 1 0.31685
16 2 4 149 1 0 1 0.35017
16 2 4 150 1 0 1 0.35019
16 2 4 151 1 0 1 0.31686
16 2 4 152 2 0 1 0.38351
16 2 4 153 2 0 1 0.30017
16 2 4 154 1 0 1 0.33352
16 2 4 155 1 0 1 0.33351
16 2 4 156 2 0 1 0.31685
16 2 4 157 1 0 0 0.36685
16 2 4 158 1 0 1 0.41686
16 2 4 159 1 0 1 0.35019
16 2 4 160 2 0 1 0.35018
17 1 1 1 1 0 1 0.41528
17 1 1 2 2 0 1 0.41527
17 1 1 3 1 0 1 0.44847
17 1 1 4 1 0 1 0.39868
17 1 1 5 2 0 1 0.39847
17 1 1 6 1 0 1 0.38192
17 1 1 7 1 0 1 0.41511
17 1 1 8 1 0 1 0.43168
17 1 1 9 2 0 1 0.41511
17 1 1 10 1 0 1 0.3985
17 1 1 11 1 0 1 0.36532
17 1 1 12 1 0 1 0.34869
17 1 1 13 2 0 1 0.41517
17 1 1 14 2 0 1 0.44827
17 1 1 15 2 0 1 0.38197
17 1 1 16 2 0 1 0.3819
17 1 1 17 2 0 1 0.36537
17 1 1 18 2 0 1 0.33217
17 1 1 19 2 0 1 0.44839
17 1 1 20 1 0 1 0.46482
17 1 1 21 1 0 1 0.36532
17 1 1 22 2 0 1 0.36531
17 1 1 23 1 0 1 0.48157
17 1 1 24 2 0 1 0.48156
17 1 1 25 2 0 1 0.36531
17 1 1 26 1 0 1 0.54784
17 1 1 27 2 0 1 0.38199
17 1 1 28 1 0 1 0.36524
17 1 1 29 1 0 1 0.53122
17 1 1 30 2 0 1 0.38192
17 1 1 31 1 0 1 0.38192
17 1 1 32 1 0 1 0.43145
17 1 1 33 1 0 1 0.33213
17 1 1 34 2 0 1 0.59764
17 1 1 35 1 0 1 0.4151
17 1 1 36 1 0 1 0.43166
17 1 1 37 2 0 1 0.46485
17 1 1 38 1 0 1 0.43166
17 1 1 39 1 0 1 0.46489
17 1 1 40 2 0 1 0.39848
17 1 1 41 2 0 1 0.3985
17 1 1 42 2 0 1 0.36537
17 1 1 43 2 0 1 0.36534
17 1 1 44 1 0 1 0.49808
17 1 1 45 2 0 1 0.39847
17 1 1 46 1 0 1 0.4317
17 1 1 47 1 0 1 0.41511
17 1 1 48 1 0 1 0.48146
17 1 1 49 1 0 1 0.39852
17 1 1 50 2 0 1 0.46494
17 1 1 51 1 0 1 0.53124
17 1 1 52 2 0 1 0.43143
17 1 1 53 2 0 1 0.3985
17 1 1 54 1 0 1 0.48158
17 1 1 55 1 0 1 0.3486
17 1 1 56 2 0 1 0.46456
17 1 1 57 1 0 1 0.41485
17 1 1 58 1 0 1 0.34843
17 1 1 59 2 0 1 0.43136
17 1 1 60 2 0 1 0.41507
17 1 1 61 1 0 1 0.46492
17 1 1 62 2 0 1 0.38195
17 1 1 63 1 0 1 0.46482
17 1 1 64 2 0 1 0.39851
17 1 1 65 2 0 1 0.49804
17 1 1 66 1 0 0 0.3653
17 1 1 67 2 0 1 0.46479
17 1 1 68 1 0 0 0.36527
17 1 1 69 2 0 1 0.39843
17 1 1 70 1 0 1 0.43175
17 1 1 71 2 0 1 0.43167
17 1 1 72 1 0 1 0.48144
17 1 1 73 1 0 1 0.58098
17 1 1 74 2 0 1 0.48154
17 1 1 75 2 0 1 0.54784
17 1 1 76 2 0 0 0.43168
17 1 1 77 1 0 1 0.53123
17 1 1 78 2 0 1 0.41502
17 1 1 79 2 0 1 0.38193
17 1 1 80 1 0 1 0.43161
17 1 1 81 1 0 1 0.43166
17 1 1 82 2 0 1 0.36528
17 1 1 83 1 0 1 0.58104
17 1 1 84 2 0 1 0.3985
17 1 1 85 1 0 1 0.56458
17 1 1 86 2 0 1 0.82992
17 1 1 87 2 0 1 0.3985
17 1 1 88 1 0 1 0.44826
17 1 1 89 2 0 1 0.59766
17 1 1 90 1 0 1 0.44829
17 1 1 91 1 0 1 0.39846
17 1 1 92 2 0 1 0.46488
17 1 1 93 1 0 1 0.38192
17 1 1 94 2 0 0 0.43174
17 1 1 95 2 0 1 0.3819
17 1 1 96 2 0 1 0.4151
17 1 1 97 2 0 1 0.36535
17 1 1 98 2 0 1 0.38188
17 1 1 99 2 0 1 0.49807
17 1 1 100 1 0 0 0.33213
17 1 1 101 2 0 1 0.49813
17 1 1 102 2 0 1 0.36543
17 1 1 103 2 0 1 0.34869
17 1 1 104 1 0 1 0.46494
17 1 1 105 1 0 1 0.36528
17 1 1 106 1 0 1 0.38171
17 1 1 107 1 0 1 0.56425
17 1 1 108 2 0 1 0.44828
17 1 1 109 1 0 0 0.38188
17 1 1 110 2 0 1 0.54793
17 1 1 111 2 0 1 0.3819
17 1 1 112 1 0 0 0.36531
17 1 1 113 2 0 1 0.41514
17 1 1 114 1 0 1 0.43161
17 1 1 115 2 0 1 0.41519
17 1 1 116 2 0 1 0.41509
17 1 1 117 2 0 1 0.36528
17 1 1 118 1 0 0 0.39848
17 1 1 119 1 0 1 0.498
17 1 1 120 1 0 1 0.3985
17 1 1 121 1 0 1 0.43172
17 1 1 122 2 0 1 0.44825
17 1 1 123 2 0 1 0.3819
17 1 1 124 1 0 1 0.39851
17 1 1 125 2 0 1 0.41506
17 1 1 126 2 0 0 0.36534
17 1 1 127 2 0 1 0.53123
17 1 1 128 2 0 1 0.34869
17 1 1 129 2 0 1 0.38193
17 1 1 130 1 0 1 0.43164
17 1 1 131 2 0 1 0.38197
17 1 1 132 1 0 1 0.39851
17 1 1 133 1 0 1 0.41511
17 1 1 134 1 0 0 0.43172
17 1 1 135 2 0 1 0.44826
17 1 1 136 1 0 1 0.51467
17 1 1 137 1 0 1 0.39848
17 1 1 138 1 0 1 0.41519
17 1 1 139 2 0 1 0.49806
17 1 1 140 1 0 1 0.4315
17 1 1 141 1 0 0 0.41514
17 1 1 142 2 0 1 0.48147
17 1 1 143 2 0 1 0.38192
17 1 1 144 1 0 1 0.43167
17 1 1 145 1 0 0 0.41503
17 1 1 146 2 0 1 0.53132
17 1 1 147 1 0 1 0.44822
17 1 1 148 2 0 0 0.39849
17 1 1 149 1 0 1 0.44826
17 1 1 150 1 0 1 0.39847
17 1 1 151 1 0 1 0.39852
17 1 1 152 2 0 1 0.53124
17 1 1 153 2 0 1 0.51463
17 1 1 154 2 0 1 0.51484
17 1 1 155 2 0 1 0.39856
17 1 1 156 1 0 1 0.44836
17 1 1 157 1 0 1 0.43175
17 1 1 158 1 0 1 0.53131
17 1 1 159 2 0 1 0.54781
17 1 1 160 1 0 1 0.64741
17 1 2 1 2 2 1 0.43164
17 1 2 2 2 2 1 0.49808
17 1 2 3 2 2 1 0.4483
17 1 2 4 2 2 1 0.38191
17 1 2 5 1 2 1 0.49785
17 1 2 6 2 2 1 0.48145
17 1 2 7 2 2 1 0.3985
17 1 2 8 2 2 1 0.34873
17 1 2 9 2 2 1 0.38189
17 1 2 10 2 2 1 0.38191
17 1 2 11 1 2 1 0.46499
17 1 2 12 1 2 1 0.36547
17 1 2 13 2 2 1 0.63099
17 1 2 14 2 2 0 0.92956
17 1 2 15 2 2 1 0.61426
17 1 2 16 2 2 1 0.49808
17 1 2 17 2 2 1 0.36533
17 1 2 18 1 2 1 0.51469
17 1 2 19 2 2 1 0.43157
17 1 2 20 2 2 1 0.49806
17 1 2 21 2 2 1 0.41506
17 1 2 22 2 2 1 0.56448
17 1 2 23 1 2 1 0.51463
17 1 2 24 2 2 1 0.4317
17 1 2 25 1 2 1 0.43166
17 1 2 26 2 2 1 0.44825
17 1 2 27 2 2 1 0.44827
17 1 2 28 1 2 1 0.46491
17 1 2 29 1 2 1 0.43168
17 1 2 30 1 2 1 0.46479
17 1 2 31 1 2 1 0.3985
17 1 2 32 1 2 1 0.34871
17 1 2 33 2 2 1 0.44827
17 1 2 34 1 2 1 0.44829
17 1 2 35 2 2 1 0.44825
17 1 2 36 1 2 1 0.39851
17 1 2 37 1 2 0 0.41515
17 1 2 38 1 2 1 0.39849
17 1 2 39 1 2 1 0.36537
17 1 2 40 1 2 1 0.33212
17 1 2 41 1 2 1 0.38191
17 1 2 42 1 2 1 0.51467
17 1 2 43 2 2 1 0.53126
17 1 2 44 2 2 0 0.51465
17 1 2 45 1 2 1 0.54778
17 1 2 46 1 2 1 0.3485
17 1 2 47 2 2 1 0.6474
17 1 2 48 2 2 1 0.43177
17 1 2 49 2 2 1 0.38194
17 1 2 50 1 2 1 0.43166
17 1 2 51 2 2 1 0.49804
17 1 2 52 1 2 1 0.48145
17 1 2 53 1 2 1 0.44825
17 1 2 54 2 2 1 0.44835
17 1 2 55 2 2 0 0.44826
17 1 2 56 2 2 1 0.73035
17 1 2 57 1 2 1 0.4981
17 1 2 58 2 2 1 0.54775
17 1 2 59 2 2 1 0.41506
17 1 2 60 2 2 1 0.41511
17 1 2 61 1 2 1 0.41528
17 1 2 62 2 2 1 0.44845
17 1 2 63 2 2 1 0.43187
17 1 2 64 2 2 1 0.43177
17 1 2 65 2 2 1 0.61439
17 1 2 66 1 2 1 0.46476
17 1 2 67 2 2 1 0.4649
17 1 2 68 2 2 1 0.48149
17 1 2 69 1 2 1 0.81335
17 1 2 70 2 2 1 0.82998
17 1 2 71 2 2 1 0.44826
17 1 2 72 1 2 1 0.53123
17 1 2 73 1 2 1 0.41506
17 1 2 74 2 2 1 0.49803
17 1 2 75 1 2 1 0.56444
17 1 2 76 2 2 1 0.4483
17 1 2 77 1 2 1 0.31553
17 1 2 78 2 2 1 0.49803
17 1 2 79 2 2 0 0.33212
17 1 2 80 2 2 1 0.53125
17 1 2 81 1 2 1 0.49806
17 1 2 82 2 2 1 0.3985
17 1 2 83 1 2 0 0.46492
17 1 2 84 2 2 1 0.66398
17 1 2 85 1 2 1 0.48139
17 1 2 86 2 2 1 0.41519
17 1 2 87 1 2 1 0.43171
17 1 2 88 2 2 1 0.49804
17 1 2 89 2 2 1 0.6806
17 1 2 90 1 2 1 0.46502
17 1 2 91 1 2 1 0.44834
17 1 2 92 2 2 1 0.46487
17 1 2 93 1 2 1 0.3985
17 1 2 94 1 2 0 0.44827
17 1 2 95 2 2 1 0.91298
17 1 2 96 1 2 1 0.38187
17 1 2 97 1 2 1 0.43167
17 1 2 98 2 2 1 0.48151
17 1 2 99 1 2 0 0.44826
17 1 2 100 2 2 1 0.59764
17 1 2 101 1 2 1 0.51473
17 1 2 102 1 2 1 0.3653
17 1 2 103 1 2 1 0.43169
17 1 2 104 2 2 1 0.43166
17 1 2 105 1 2 1 0.48144
17 1 2 106 1 2 1 0.41501
17 1 2 107 2 2 1 0.54767
17 1 2 108 1 2 1 0.38193
17 1 2 109 2 2 0 0.41524
17 1 2 110 1 2 1 0.49775
17 1 2 111 1 2 1 0.48124
17 1 2 112 1 2 1 0.33186
17 1 2 113 1 2 1 0.34873
17 1 2 114 2 2 1 0.53133
17 1 2 115 1 2 1 0.49804
17 1 2 116 1 2 1 0.41505
17 1 2 117 1 2 1 0.46485
17 1 2 118 1 2 1 0.36529
17 1 2 119 1 2 1 0.51447
17 1 2 120 1 2 1 0.77993
17 1 2 121 1 2 1 0.41506
17 1 2 122 1 2 1 0.41507
17 1 2 123 1 2 1 0.36525
17 1 2 124 1 2 1 0.48144
17 1 2 125 2 2 0 0.36532
17 1 2 126 1 2 1 0.49804
17 1 2 127 2 2 1 0.46489
17 1 2 128 1 2 1 0.49811
17 1 2 129 2 2 1 0.46481
17 1 2 130 2 2 1 0.51463
17 1 2 131 1 2 1 0.43169
17 1 2 132 2 2 1 0.48153
17 1 2 133 2 2 1 0.43172
17 1 2 134 1 2 1 0.49799
17 1 2 135 2 2 1 0.54791
17 1 2 136 2 2 1 0.41501
17 1 2 137 2 2 1 0.53126
17 1 2 138 2 2 1 0.41508
17 1 2 139 1 2 1 0.48127
17 1 2 140 2 2 1 0.49814
17 1 2 141 2 2 1 0.43157
17 1 2 142 1 2 0 0.68066
17 1 2 143 1 2 0 0.49817
17 1 2 144 2 2 1 0.59769
17 1 2 145 1 2 1 0.73043
17 1 2 146 2 2 1 0.41507
17 1 2 147 1 2 1 0.43166
17 1 2 148 1 2 1 0.43166
17 1 2 149 2 2 1 0.44826
17 1 2 150 2 2 0 0.54765
17 1 2 151 1 2 1 0.44844
17 1 2 152 1 2 1 0.3819
17 1 2 153 1 2 1 0.38192
17 1 2 154 2 2 1 0.63084
17 1 2 155 1 2 1 0.44829
17 1 2 156 1 2 0 0.54784
17 1 2 157 2 2 1 0.64718
17 1 2 158 1 2 1 0.66399
17 1 2 159 2 2 1 0.51486
17 1 2 160 1 2 1 0.44843
17 1 3 1 1 0 1 0.43197
17 1 3 2 2 0 1 0.41528
17 1 3 3 1 0 0 0.36548
17 1 3 4 2 0 1 0.43163
17 1 3 5 2 0 1 0.36528
17 1 3 6 2 0 1 0.39853
17 1 3 7 1 0 1 0.38187
17 1 3 8 2 0 1 0.3654
17 1 3 9 1 0 1 0.38182
17 1 3 10 2 0 1 0.39849
17 1 3 11 2 0 1 0.34866
17 1 3 12 1 0 1 0.39846
17 1 3 13 1 0 1 0.3985
17 1 3 14 1 0 1 0.38187
17 1 3 15 1 0 1 0.44836
17 1 3 16 2 0 1 0.46489
17 1 3 17 2 0 1 0.48153
17 1 3 18 1 0 1 0.4151
17 1 3 19 1 0 1 0.3985
17 1 3 20 1 0 1 0.56444
17 1 3 21 1 0 1 0.3819
17 1 3 22 1 0 1 0.44828
17 1 3 23 1 0 1 0.36523
17 1 3 24 1 0 1 0.54785
17 1 3 25 2 0 1 0.51466
17 1 3 26 2 0 1 0.36528
17 1 3 27 1 0 1 0.41516
17 1 3 28 1 0 1 0.51481
17 1 3 29 1 0 1 0.3819
17 1 3 30 2 0 1 0.43166
17 1 3 31 2 0 1 0.43174
17 1 3 32 1 0 1 0.38196
17 1 3 33 2 0 1 0.48152
17 1 3 34 1 0 1 0.49804
17 1 3 35 2 0 1 0.49806
17 1 3 36 2 0 1 0.36528
17 1 3 37 1 0 1 0.41506
17 1 3 38 2 0 1 0.44827
17 1 3 39 2 0 1 0.36534
17 1 3 40 1 0 1 0.33213
17 1 3 41 1 0 1 0.34873
17 1 3 42 2 0 0 0.39851
17 1 3 43 2 0 1 0.66401
17 1 3 44 1 0 1 0.39847
17 1 3 45 1 0 1 0.44828
17 1 3 46 2 0 1 0.44837
17 1 3 47 1 0 1 0.58103
17 1 3 48 2 0 1 0.34873
17 1 3 49 2 0 1 0.34869
17 1 3 50 2 0 1 0.41509
17 1 3 51 2 0 1 0.34879
17 1 3 52 1 0 0 0.41507
17 1 3 53 1 0 1 0.59763
17 1 3 54 2 0 1 0.43156
17 1 3 55 2 0 1 0.41513
17 1 3 56 2 0 1 0.36529
17 1 3 57 2 0 1 0.38202
17 1 3 58 2 0 1 0.39858
17 1 3 59 1 0 1 0.43166
17 1 3 60 1 0 1 0.46487
17 1 3 61 2 0 1 0.48147
17 1 3 62 1 0 1 0.39846
17 1 3 63 2 0 1 0.36523
17 1 3 64 2 0 1 0.38191
17 1 3 65 1 0 1 0.38191
17 1 3 66 1 0 1 0.43169
17 1 3 67 1 0 1 0.4151
17 1 3 68 1 0 1 0.34871
17 1 3 69 1 0 1 0.39848
17 1 3 70 1 0 1 0.5479
17 1 3 71 2 0 0 0.44832
17 1 3 72 2 0 1 1.2946
17 1 3 73 2 0 1 0.39847
17 1 3 74 1 0 1 0.51464
17 1 3 75 1 0 1 0.41507
17 1 3 76 1 0 1 0.38191
17 1 3 77 1 0 0 0.43169
17 1 3 78 2 0 1 0.46489
17 1 3 79 2 0 1 0.3985
17 1 3 80 2 0 1 0.46478
17 1 3 81 2 0 1 0.44837
17 1 3 82 1 0 0 0.36533
17 1 3 83 1 0 1 0.51466
17 1 3 84 1 0 1 0.382
17 1 3 85 2 0 1 0.51455
17 1 3 86 2 0 1 0.51472
17 1 3 87 1 0 1 0.44833
17 1 3 88 2 0 1 0.46483
17 1 3 89 2 0 1 0.44829
17 1 3 90 2 0 1 0.4151
17 1 3 91 2 0 1 0.41511
17 1 3 92 1 0 1 0.46485
17 1 3 93 2 0 1 0.43169
17 1 3 94 2 0 1 0.38193
17 1 3 95 2 0 1 0.36528
17 1 3 96 2 0 1 0.44828
17 1 3 97 1 0 1 0.63059
17 1 3 98 1 0 1 0.44829
17 1 3 99 1 0 1 0.46501
17 1 3 100 2 0 0 0.46497
17 1 3 101 2 0 1 0.46488
17 1 3 102 1 0 1 0.46494
17 1 3 103 2 0 1 0.41503
17 1 3 104 1 0 0 0.46485
17 1 3 105 2 0 1 0.91291
17 1 3 106 2 0 1 0.4981
17 1 3 107 1 0 1 0.53125
17 1 3 108 2 0 1 0.44829
17 1 3 109 2 0 1 0.36531
17 1 3 110 1 0 1 0.43166
17 1 3 111 1 0 1 0.38193
17 1 3 112 2 0 1 0.4151
17 1 3 113 1 0 1 0.46487
17 1 3 114 1 0 1 0.41507
17 1 3 115 2 0 1 0.53125
17 1 3 116 2 0 1 0.44832
17 1 3 117 1 0 1 0.46485
17 1 3 118 2 0 1 0.49813
17 1 3 119 2 0 1 0.39849
17 1 3 120 1 0 1 0.53117
17 1 3 121 1 0 1 0.63083
17 1 3 122 1 0 1 0.44828
17 1 3 123 2 0 1 0.41516
17 1 3 124 2 0 1 0.38189
17 1 3 125 2 0 1 0.39849
17 1 3 126 1 0 1 0.58085
17 1 3 127 1 0 1 0.44831
17 1 3 128 1 0 1 0.4981
17 1 3 129 2 0 1 0.44822
17 1 3 130 1 0 1 0.44847
17 1 3 131 1 0 1 0.69707
17 1 3 132 1 0 1 0.89613
17 1 3 133 1 0 1 0.41506
17 1 3 134 1 0 1 0.33231
17 1 3 135 1 0 1 0.3819
17 1 3 136 2 0 1 0.46492
17 1 3 137 2 0 1 0.44818
17 1 3 138 2 0 1 0.41511
17 1 3 139 2 0 1 0.51466
17 1 3 140 1 0 1 0.44828
17 1 3 141 2 0 1 0.46488
17 1 3 142 1 0 0 0.36529
17 1 3 143 1 0 1 0.58111
17 1 3 144 2 0 1 0.41516
17 1 3 145 1 0 1 0.64735
17 1 3 146 2 0 1 0.4151
17 1 3 147 2 0 1 0.38187
17 1 3 148 2 0 1 0.48149
17 1 3 149 1 0 1 0.48146
17 1 3 150 2 0 1 0.48152
17 1 3 151 1 0 1 0.36532
17 1 3 152 2 0 1 0.44828
17 1 3 153 1 0 1 0.4815
17 1 3 154 2 0 1 0.51474
17 1 3 155 1 0 1 0.46484
17 1 3 156 1 0 1 0.41517
17 1 3 157 2 0 1 0.48147
17 1 3 158 1 0 1 0.41509
17 1 3 159 1 0 1 0.39847
17 1 3 160 2 0 1 0.38192
17 1 4 1 1 2 1 0.43169
17 1 4 2 1 2 1 0.48149
17 1 4 3 1 2 1 0.46488
17 1 4 4 2 2 1 0.41512
17 1 4 5 2 2 1 0.41516
17 1 4 6 1 2 1 0.39851
17 1 4 7 2 2 1 0.49786
17 1 4 8 2 2 1 0.43188
17 1 4 9 2 2 1 0.36545
17 1 4 10 2 2 1 0.34877
17 1 4 11 2 2 1 0.34869
17 1 4 12 1 2 1 0.4815
17 1 4 13 2 2 1 0.4483
17 1 4 14 2 2 1 0.3819
17 1 4 15 1 2 1 0.86305
17 1 4 16 1 2 1 0.43172
17 1 4 17 1 2 1 0.34871
17 1 4 18 1 2 1 0.38191
17 1 4 19 1 2 1 0.39846
17 1 4 20 1 2 1 0.3985
17 1 4 21 2 2 1 0.56444
17 1 4 22 1 2 1 0.54783
17 1 4 23 2 2 1 0.49808
17 1 4 24 2 2 0 0.38193
17 1 4 25 1 2 1 0.68061
17 1 4 26 1 2 1 0.46488
17 1 4 27 2 2 1 0.49804
17 1 4 28 2 2 1 0.58083
17 1 4 29 2 2 1 0.4151
17 1 4 30 2 2 1 0.3985
17 1 4 31 2 2 1 0.41522
17 1 4 32 2 2 1 0.33214
17 1 4 33 1 2 1 0.41507
17 1 4 34 2 2 1 0.48124
17 1 4 35 2 2 1 0.4483
17 1 4 36 1 2 1 0.44827
17 1 4 37 1 2 1 0.38188
17 1 4 38 1 2 1 0.51462
17 1 4 39 2 2 1 0.53128
17 1 4 40 2 2 1 0.63085
17 1 4 41 2 2 1 0.3819
17 1 4 42 1 2 1 0.44828
17 1 4 43 2 2 1 0.465
17 1 4 44 1 2 0 0.44836
17 1 4 45 1 2 1 0.66407
17 1 4 46 2 2 1 0.64743
17 1 4 47 2 2 1 1.0789
17 1 4 48 2 2 1 0.4317
17 1 4 49 2 2 1 0.39848
17 1 4 50 1 2 0 0.38188
17 1 4 51 2 2 1 0.48149
17 1 4 52 1 2 1 0.48146
17 1 4 53 1 2 1 0.56439
17 1 4 54 2 2 1 0.48148
17 1 4 55 1 2 1 0.41506
17 1 4 56 2 2 1 0.46464
17 1 4 57 1 2 1 0.34872
17 1 4 58 1 2 1 0.36531
17 1 4 59 1 2 1 0.36538
17 1 4 60 1 2 1 0.44824
17 1 4 61 1 2 1 0.34879
17 1 4 62 2 2 1 0.4483
17 1 4 63 2 2 0 0.46501
17 1 4 64 2 2 1 0.58104
17 1 4 65 1 2 1 0.51466
17 1 4 66 1 2 0 0.43174
17 1 4 67 2 2 1 0.59763
17 1 4 68 1 2 1 0.56429
17 1 4 69 1 2 1 0.49806
17 1 4 70 1 2 1 0.48142
17 1 4 71 1 2 1 0.51463
17 1 4 72 2 2 1 0.58103
17 1 4 73 2 2 1 0.44829
17 1 4 74 2 2 1 0.68037
17 1 4 75 2 2 1 0.41509
17 1 4 76 2 2 1 0.44832
17 1 4 77 2 2 1 0.49806
17 1 4 78 2 2 1 0.44826
17 1 4 79 1 2 0 0.3985
17 1 4 80 1 2 1 0.46488
17 1 4 81 2 2 1 0.54784
17 1 4 82 2 2 1 0.3985
17 1 4 83 1 2 1 0.48144
17 1 4 84 1 2 1 0.38191
17 1 4 85 2 2 1 0.46482
17 1 4 86 2 2 1 0.54774
17 1 4 87 2 2 1 0.44827
17 1 4 88 1 2 1 0.41513
17 1 4 89 2 2 1 0.54784
17 1 4 90 2 2 1 0.3985
17 1 4 91 1 2 1 0.51466
17 1 4 92 1 2 1 0.48147
17 1 4 93 1 2 1 0.41514
17 1 4 94 2 2 1 0.5644
17 1 4 95 1 2 0 0.51465
17 1 4 96 2 2 1 0.4649
17 1 4 97 1 2 1 0.43175
17 1 4 98 2 2 1 0.48153
17 1 4 99 1 2 1 0.51462
17 1 4 100 1 2 1 0.38191
17 1 4 101 1 2 1 0.36525
17 1 4 102 2 2 1 0.38187
17 1 4 103 1 2 1 0.49814
17 1 4 104 1 2 1 0.3819
17 1 4 105 2 2 1 0.46488
17 1 4 106 1 2 1 0.38196
17 1 4 107 1 2 1 0.44827
17 1 4 108 2 2 1 0.41515
17 1 4 109 1 2 1 0.36543
17 1 4 110 1 2 1 0.299
17 1 4 111 1 2 1 0.41514
17 1 4 112 2 2 1 0.34871
17 1 4 113 2 2 1 0.36532
17 1 4 114 2 2 1 0.38198
17 1 4 115 2 2 1 0.34873
17 1 4 116 2 2 1 0.3986
17 1 4 117 1 2 1 0.38202
17 1 4 118 1 2 1 0.3985
17 1 4 119 1 2 0 0.49808
17 1 4 120 2 2 1 0.69721
17 1 4 121 2 2 1 0.4151
17 1 4 122 2 2 1 0.56448
17 1 4 123 2 2 1 0.39841
17 1 4 124 1 2 0 0.38197
17 1 4 125 1 2 1 0.51472
17 1 4 126 2 2 1 0.49804
17 1 4 127 1 2 1 0.53125
17 1 4 128 2 2 1 0.59762
17 1 4 129 2 2 1 0.4151
17 1 4 130 2 2 1 0.73048
17 1 4 131 1 2 0 0.34851
17 1 4 132 2 2 1 0.46502
17 1 4 133 2 2 1 0.44826
17 1 4 134 1 2 1 0.43179
17 1 4 135 2 2 1 0.46494
17 1 4 136 1 2 0 0.43177
17 1 4 137 1 2 1 0.38208
17 1 4 138 1 2 1 0.44836
17 1 4 139 1 2 1 0.36536
17 1 4 140 1 2 1 0.43173
17 1 4 141 1 2 1 0.38194
17 1 4 142 2 2 0 0.41516
17 1 4 143 1 2 1 0.38198
17 1 4 144 1 2 1 0.3321
17 1 4 145 1 2 1 0.33216
17 1 4 146 2 2 1 0.39858
17 1 4 147 1 2 1 0.39834
17 1 4 148 1 2 1 0.3818
17 1 4 149 1 2 1 0.34838
17 1 4 150 2 2 1 0.54792
17 1 4 151 2 2 1 0.43165
17 1 4 152 2 2 1 0.46518
17 1 4 153 2 2 1 0.51469
17 1 4 154 2 2 0 0.48128
17 1 4 155 1 2 1 0.44834
17 1 4 156 1 2 1 0.36531
17 1 4 157 1 2 1 0.48151
17 1 4 158 2 2 1 0.46489
17 1 4 159 1 2 1 0.38192
17 1 4 160 2 2 1 0.44816
17 2 1 1 1 2 1 0.44825
17 2 1 2 1 2 1 0.38185
17 2 1 3 2 2 1 0.54786
17 2 1 4 2 2 0 0.53129
17 2 1 5 2 2 1 0.4982
17 2 1 6 2 2 1 0.38191
17 2 1 7 1 2 1 0.46494
17 2 1 8 2 2 0 0.41509
17 2 1 9 2 2 1 0.498
17 2 1 10 1 2 1 0.48152
17 2 1 11 2 2 1 0.44835
17 2 1 12 2 2 1 0.43171
17 2 1 13 1 2 1 0.54785
17 2 1 14 1 2 1 0.43191
17 2 1 15 1 2 1 0.36533
17 2 1 16 1 2 1 0.3819
17 2 1 17 1 2 1 0.38182
17 2 1 18 2 2 1 0.41501
17 2 1 19 2 2 1 0.39858
17 2 1 20 1 2 1 0.44827
17 2 1 21 1 2 1 0.46489
17 2 1 22 2 2 1 0.49811
17 2 1 23 2 2 1 0.43168
17 2 1 24 1 2 1 0.46489
17 2 1 25 1 2 1 0.39859
17 2 1 26 2 2 1 0.48151
17 2 1 27 2 2 1 0.44835
17 2 1 28 1 2 1 0.46495
17 2 1 29 1 2 1 0.43167
17 2 1 30 2 2 1 0.49814
17 2 1 31 2 2 1 0.4483
17 2 1 32 1 2 1 0.48151
17 2 1 33 2 2 1 0.53132
17 2 1 34 2 2 1 0.41529
17 2 1 35 1 2 1 0.43163
17 2 1 36 1 2 1 0.41504
17 2 1 37 1 2 1 0.49786
17 2 1 38 2 2 1 0.92954
17 2 1 39 1 2 1 0.97939
17 2 1 40 1 2 1 0.43172
17 2 1 41 1 2 1 0.36527
17 2 1 42 1 2 1 0.41509
17 2 1 43 2 2 1 0.49813
17 2 1 44 2 2 1 0.48145
17 2 1 45 2 2 1 0.41506
17 2 1 46 2 2 1 0.39856
17 2 1 47 2 2 1 0.48147
17 2 1 48 2 2 1 0.38185
17 2 1 49 1 2 1 0.59763
17 2 1 50 1 2 0 0.49804
17 2 1 51 2 2 1 0.56446
17 2 1 52 1 2 1 0.43174
17 2 1 53 2 2 1 0.48149
17 2 1 54 1 2 1 0.43171
17 2 1 55 1 2 1 0.38189
17 2 1 56 2 2 1 0.49811
17 2 1 57 2 2 1 0.4151
17 2 1 58 1 2 1 0.48159
17 2 1 59 1 2 1 0.31562
17 2 1 60 2 2 0 0.56435
17 2 1 61 2 2 1 0.44843
17 2 1 62 1 2 1 0.43176
17 2 1 63 1 2 1 0.3985
17 2 1 64 1 2 1 0.39849
17 2 1 65 2 2 1 0.5976
17 2 1 66 2 2 1 0.4814
17 2 1 67 2 2 1 0.44828
17 2 1 68 2 2 1 0.49797
17 2 1 69 1 2 1 0.51463
17 2 1 70 2 2 1 0.41504
17 2 1 71 1 2 1 0.48153
17 2 1 72 2 2 1 0.36511
17 2 1 73 2 2 1 0.43169
17 2 1 74 2 2 1 0.43169
17 2 1 75 1 2 1 0.44831
