sub ses blk trl lg5 cond acc rt
10 1 1 141 2 0 1 0.34878
10 1 1 142 1 0 1 0.44835
10 1 1 143 1 0 1 0.43177
10 1 1 144 2 0 1 0.46487
10 1 1 145 2 0 0 0.5645
10 1 1 146 1 0 0 0.38189
10 1 1 147 2 0 0 0.46485
10 1 1 148 1 0 1 0.48147
10 1 1 149 1 0 1 0.38188
10 1 1 150 1 0 1 0.34873
10 1 1 151 1 0 1 0.36532
10 1 1 152 1 0 1 0.58105
10 1 1 153 1 0 1 0.3654
10 1 1 154 1 0 1 0.3653
10 1 1 155 1 0 1 0.33209
10 1 1 156 1 0 1 0.46479
10 1 1 157 1 0 1 0.46485
10 1 1 158 2 0 1 0.39839
10 1 1 159 2 0 1 0.33225
10 1 1 160 1 0 1 0.38188
10 1 2 1 1 2 1 0.36533
10 1 2 2 2 2 1 0.41511
10 1 2 3 1 2 1 0.34878
10 1 2 4 1 2 1 0.43166
10 1 2 5 2 2 1 0.53134
10 1 2 6 1 2 1 0.38189
10 1 2 7 2 2 1 0.49806
10 1 2 8 1 2 1 0.48151
10 1 2 9 1 2 1 0.66413
10 1 2 10 2 2 1 0.58099
10 1 2 11 2 2 1 0.48154
10 1 2 12 1 2 1 0.4317
10 1 2 13 2 2 1 0.581
10 1 2 14 1 2 1 0.33218
10 1 2 15 1 2 1 0.36538
10 1 2 16 2 2 1 0.41505
10 1 2 17 2 2 0 0.31555
10 1 2 18 2 2 1 0.4151
10 1 2 19 1 2 1 0.38191
10 1 2 20 1 2 0 0.4151
10 1 2 21 2 2 1 0.44824
10 1 2 22 2 2 1 0.53129
10 1 2 23 1 2 1 0.36519
10 1 2 24 1 2 0 0.34872
10 1 2 25 2 2 1 0.36535
10 1 2 26 1 2 1 0.46485
10 1 2 27 2 2 1 0.36538
10 1 2 28 1 2 1 0.4483
10 1 2 29 1 2 1 0.6474
10 1 2 30 2 2 1 0.44846
10 1 2 31 2 2 1 0.41516
10 1 2 32 2 2 1 0.4151
10 1 2 33 2 2 0 0.33221
10 1 2 34 1 2 1 0.39862
10 1 2 35 2 2 1 0.3819
10 1 2 36 1 2 1 0.4151
10 1 2 37 2 2 1 0.36528
10 1 2 38 1 2 1 0.4151
10 1 2 39 2 2 1 0.31547
10 1 2 40 2 2 0 0.31556
10 1 2 41 2 2 1 0.43166
10 1 2 42 2 2 1 0.28236
10 1 2 43 2 2 1 0.43174
10 1 2 44 2 2 0 0.29904
10 1 2 45 2 2 1 0.6804
10 1 2 46 2 2 1 0.39847
10 1 2 47 2 2 1 0.3985
10 1 2 48 1 2 1 0.4151
10 1 2 49 2 2 0 0.39845
10 1 2 50 2 2 1 0.46487
10 1 2 51 2 2 1 0.3985
10 1 2 52 1 2 1 0.4315
10 1 2 53 2 2 1 0.66402
10 1 2 54 1 2 1 0.41505
10 1 2 55 2 2 1 0.34863
10 1 2 56 1 2 0 0.34871
10 1 2 57 2 2 1 0.31553
10 1 2 58 2 2 1 0.38198
10 1 2 59 2 2 1 0.34869
10 1 2 60 1 2 1 0.3653
10 1 2 61 1 2 0 0.29893
10 1 2 62 2 2 1 0.53125
10 1 2 63 1 2 1 0.34884
10 1 2 64 1 2 0 0.38194
10 1 2 65 1 2 0 0.43169
10 1 2 66 2 2 1 0.43145
10 1 2 67 1 2 1 0.34867
10 1 2 68 1 2 1 0.38192
10 1 2 69 1 2 0 0.48143
10 1 2 70 1 2 1 0.38197
10 1 2 71 1 2 0 0.36534
10 1 2 72 1 2 0 0.53132
10 1 2 73 2 2 1 0.51481
10 1 2 74 1 2 1 0.36532
10 1 2 75 1 2 1 0.36538
10 1 2 76 2 2 1 0.43169
10 1 2 77 1 2 1 0.3985
10 1 2 78 1 2 1 0.73041
10 1 2 79 2 2 1 0.49804
10 1 2 80 1 2 0 0.39858
10 1 2 81 2 2 1 0.84653
10 1 2 82 2 2 1 0.8466
10 1 2 83 1 2 1 0.43166
10 1 2 84 2 2 1 0.74699
10 1 2 85 1 2 1 0.36533
10 1 2 86 1 2 1 0.36529
10 1 2 87 2 2 1 0.49821
10 1 2 88 1 2 1 0.41509
10 1 2 89 1 2 1 0.44828
10 1 2 90 1 2 1 0.34872
10 1 2 91 1 2 1 0.21598
10 1 2 92 2 2 1 0.44825
10 1 2 93 1 2 1 0.4151
10 1 2 94 1 2 1 0.44826
10 1 2 95 1 2 1 0.41516
10 1 2 96 2 2 1 0.39849
10 1 2 97 1 2 1 0.34868
10 1 2 98 2 2 1 0.63079
10 1 2 99 1 2 1 0.36523
10 1 2 100 1 2 1 0.36534
10 1 2 101 1 2 0 0.34869
10 1 2 102 2 2 1 0.64743
10 1 2 103 1 2 1 0.34869
10 1 2 104 2 2 1 0.3819
10 1 2 105 1 2 1 0.38192
10 1 2 106 1 2 1 0.3983
10 1 2 107 2 2 1 0.36537
10 1 2 108 2 2 1 0.46488
10 1 2 109 2 2 0 0.43169
10 1 2 110 1 2 1 0.36531
10 1 2 111 1 2 1 0.51471
10 1 2 112 2 2 1 0.58105
10 1 2 113 1 2 1 0.43161
10 1 2 114 1 2 0 0.38189
10 1 2 115 1 2 0 0.44827
10 1 2 116 1 2 1 0.48147
10 1 2 117 1 2 1 0.38186
10 1 2 118 2 2 1 0.3985
10 1 2 119 1 2 1 0.49806
10 1 2 120 1 2 1 0.4317
10 1 2 121 2 2 1 0.43172
10 1 2 122 2 2 1 0.5644
10 1 2 123 1 2 1 0.3985
10 1 2 124 1 2 1 0.39849
10 1 2 125 2 2 1 0.63081
10 1 2 126 2 2 1 0.36534
10 1 2 127 2 2 1 0.6305
10 1 2 128 1 2 0 0.36497
10 1 2 129 1 2 1 0.39851
10 1 2 130 2 2 0 0.36513
10 1 2 131 1 2 0 0.46472
10 1 2 132 2 2 1 0.46468
10 1 2 133 1 2 1 0.41509
10 1 2 134 2 2 1 0.4649
10 1 2 135 2 2 1 0.44828
10 1 2 136 2 2 1 0.34893
10 1 2 137 2 2 0 0.43151
10 1 2 138 2 2 1 0.4151
10 1 2 139 2 2 1 0.34875
10 1 2 140 1 2 1 0.43169
10 1 2 141 2 2 1 0.39848
10 1 2 142 2 2 1 0.34873
10 1 2 143 1 2 1 0.39846
10 1 2 144 1 2 0 0.34873
10 1 2 145 2 2 1 0.465
10 1 2 146 2 2 1 0.5479
10 1 2 147 2 2 1 0.44834
10 1 2 148 2 2 1 0.36538
10 1 2 149 2 2 1 0.3985
10 1 2 150 2 2 1 0.53125
10 1 2 151 1 2 0 0.39856
10 1 2 152 1 2 1 0.63084
10 1 2 153 2 2 1 0.43163
10 1 2 154 2 2 1 0.99585
10 1 2 155 2 2 0 0.78016
10 1 2 156 1 2 1 0.48143
10 1 2 157 1 2 0 0.44824
10 1 2 158 1 2 1 0.99589
10 1 2 159 1 2 1 0.46487
10 1 2 160 2 2 0 0.39851
10 1 3 1 1 0 1 0.38187
10 1 3 2 1 0 1 0.33213
10 1 3 3 1 0 1 0.41514
10 1 3 4 2 0 0 0.41512
10 1 3 5 1 0 1 0.38189
10 1 3 6 1 0 1 0.41511
10 1 3 7 2 0 1 0.41492
10 1 3 8 2 0 1 0.38192
10 1 3 9 1 0 1 0.34871
10 1 3 10 2 0 1 0.34878
10 1 3 11 2 0 1 0.44832
10 1 3 12 1 0 1 0.48141
10 1 3 13 1 0 1 0.3985
10 1 3 14 1 0 1 0.43168
10 1 3 15 2 0 1 0.34852
10 1 3 16 2 0 1 0.46487
10 1 3 17 1 0 1 0.38191
10 1 3 18 1 0 1 0.4151
10 1 3 19 1 0 0 0.36531
10 1 3 20 2 0 0 0.54784
10 1 3 21 1 0 1 0.36531
10 1 3 22 1 0 1 0.64741
10 1 3 23 2 0 1 0.4317
10 1 3 24 1 0 1 0.53106
10 1 3 25 1 0 1 0.73028
10 1 3 26 1 0 1 0.59762
10 1 3 27 2 0 1 0.41516
10 1 3 28 1 0 1 0.43169
10 1 3 29 1 0 1 0.41516
10 1 3 30 2 0 1 0.38185
10 1 3 31 1 0 1 0.59762
10 1 3 32 2 0 1 0.3819
10 1 3 33 1 0 1 0.43175
10 1 3 34 1 0 1 0.44827
10 1 3 35 1 0 0 0.33212
10 1 3 36 2 0 1 0.43176
10 1 3 37 2 0 1 0.41516
10 1 3 38 2 0 0 0.36517
10 1 3 39 1 0 1 0.3819
10 1 3 40 1 0 1 0.46485
10 1 3 41 1 0 1 0.81327
10 1 3 42 2 0 1 0.38191
10 1 3 43 2 0 1 0.36523
10 1 3 44 1 0 1 0.41509
10 1 3 45 1 0 1 0.49808
10 1 3 46 1 0 1 0.38202
10 1 3 47 2 0 1 0.41515
10 1 3 48 2 0 1 0.58102
10 1 3 49 1 0 1 0.34872
10 1 3 50 1 0 1 0.41511
10 1 3 51 2 0 1 0.39849
10 1 3 52 2 0 1 0.36531
10 1 3 53 2 0 1 0.43165
10 1 3 54 2 0 1 0.33217
10 1 3 55 2 0 1 0.36525
10 1 3 56 2 0 1 0.34868
10 1 3 57 2 0 1 0.34871
10 1 3 58 1 0 1 0.41512
10 1 3 59 1 0 1 0.34876
10 1 3 60 1 0 1 0.44834
10 1 3 61 1 0 1 0.68059
10 1 3 62 1 0 1 0.46487
10 1 3 63 2 0 1 0.54776
10 1 3 64 2 0 1 0.36534
10 1 3 65 1 0 1 0.43177
10 1 3 66 2 0 1 0.48147
10 1 3 67 1 0 1 0.41511
10 1 3 68 1 0 1 0.48152
10 1 3 69 2 0 0 0.3985
10 1 3 70 2 0 1 0.43171
10 1 3 71 2 0 1 0.51472
10 1 3 72 2 0 1 0.4317
10 1 3 73 1 0 1 0.48145
10 1 3 74 1 0 1 0.44826
10 1 3 75 2 0 1 0.6971
10 1 3 76 2 0 1 0.48147
10 1 3 77 1 0 1 0.43169
10 1 3 78 2 0 1 0.34871
10 1 3 79 2 0 1 0.34871
10 1 3 80 2 0 1 0.36526
10 1 3 81 1 0 1 0.3986
10 1 3 82 2 0 1 0.33209
10 1 3 83 2 0 1 0.39851
10 1 3 84 2 0 0 0.38191
10 1 3 85 2 0 1 0.33216
10 1 3 86 2 0 1 0.36538
10 1 3 87 1 0 1 0.43169
10 1 3 88 1 0 0 0.36531
10 1 3 89 1 0 0 0.46485
10 1 3 90 2 0 1 0.54787
10 1 3 91 2 0 1 0.4317
10 1 3 92 1 0 1 0.56444
10 1 3 93 2 0 0 0.39868
10 1 3 94 1 0 1 0.664
10 1 3 95 1 0 1 0.43175
10 1 3 96 2 0 1 0.4317
10 1 3 97 2 0 1 0.2989
10 1 3 98 2 0 1 0.38191
10 1 3 99 2 0 1 0.38191
10 1 3 100 2 0 0 0.38186
10 1 3 101 2 0 1 0.44808
10 1 3 102 2 0 1 0.33214
10 1 3 103 2 0 1 0.39851
10 1 3 104 1 0 1 0.39844
10 1 3 105 1 0 1 0.44829
10 1 3 106 1 0 1 0.38196
10 1 3 107 1 0 0 0.39848
10 1 3 108 1 0 0 0.4151
10 1 3 109 1 0 1 0.41509
10 1 3 110 1 0 0 0.48147
10 1 3 111 1 0 0 0.41509
10 1 3 112 2 0 1 0.39853
10 1 3 113 2 0 1 0.48151
10 1 3 114 1 0 1 0.33203
10 1 3 115 1 0 1 0.36532
10 1 3 116 2 0 1 0.41506
10 1 3 117 2 0 1 0.41503
10 1 3 118 1 0 1 0.38191
10 1 3 119 1 0 1 0.43169
10 1 3 120 2 0 1 0.44828
10 1 3 121 2 0 1 0.44829
10 1 3 122 2 0 1 0.34872
10 1 3 123 1 0 1 0.41515
10 1 3 124 2 0 1 0.46488
10 1 3 125 1 0 1 0.79681
10 1 3 126 1 0 1 0.59773
10 1 3 127 1 0 1 0.53125
10 1 3 128 2 0 1 0.39851
10 1 3 129 2 0 1 0.4317
10 1 3 130 1 0 1 0.53126
10 1 3 131 1 0 1 0.49808
10 1 3 132 2 0 1 0.49807
10 1 3 133 2 0 1 0.36529
10 1 3 134 2 0 0 0.46485
10 1 3 135 1 0 1 0.41505
10 1 3 136 2 0 1 0.4483
10 1 3 137 2 0 1 0.34872
10 1 3 138 1 0 0 0.38188
10 1 3 139 1 0 1 0.39861
10 1 3 140 1 0 1 0.38171
10 1 3 141 1 0 1 0.3816
10 1 3 142 2 0 1 0.41478
10 1 3 143 2 0 1 0.44818
10 1 3 144 2 0 1 0.51459
10 1 3 145 2 0 1 0.36539
10 1 3 146 1 0 0 0.38171
10 1 3 147 1 0 1 0.46486
10 1 3 148 1 0 0 0.44829
10 1 3 149 2 0 0 0.38187
10 1 3 150 2 0 1 0.46487
10 1 3 151 2 0 0 0.3985
10 1 3 152 1 0 1 0.49813
10 1 3 153 1 0 1 0.48161
10 1 3 154 1 0 1 0.51458
10 1 3 155 2 0 1 0.54792
10 1 3 156 1 0 1 0.4317
10 1 3 157 2 0 1 0.44825
10 1 3 158 2 0 1 0.3653
10 1 3 159 1 0 1 0.44827
10 1 3 160 2 0 1 0.3819
10 1 4 1 1 2 1 0.46491
10 1 4 2 2 2 0 0.43171
10 1 4 3 1 2 1 0.34869
10 1 4 4 2 2 0 0.48153
10 1 4 5 1 2 1 0.39858
10 1 4 6 1 2 1 0.43168
10 1 4 7 2 2 1 0.36537
10 1 4 8 1 2 1 0.36535
10 1 4 9 1 2 1 0.38176
10 1 4 10 1 2 1 0.38191
10 1 4 11 2 2 1 0.38195
10 1 4 12 2 2 1 0.51466
10 1 4 13 2 2 1 0.46476
10 1 4 14 1 2 1 0.54787
10 1 4 15 2 2 0 0.38191
10 1 4 16 2 2 0 0.38197
10 1 4 17 2 2 1 0.63081
10 1 4 18 1 2 1 0.79678
10 1 4 19 2 2 1 0.49797
10 1 4 20 2 2 1 0.63076
10 1 4 21 2 2 1 0.48154
10 1 4 22 1 2 1 0.39846
10 1 4 23 1 2 1 0.36531
10 1 4 24 2 2 1 0.4151
10 1 4 25 2 2 1 0.39856
10 1 4 26 2 2 1 0.39852
10 1 4 27 2 2 0 0.54793
10 1 4 28 1 2 1 0.43176
10 1 4 29 1 2 1 0.48147
10 1 4 30 2 2 1 0.39851
10 1 4 31 1 2 1 0.81336
10 1 4 32 2 2 1 0.38188
10 1 4 33 2 2 1 0.48147
10 1 4 34 1 2 1 0.66396
10 1 4 35 1 2 1 0.51476
10 1 4 36 1 2 1 0.46489
10 1 4 37 1 2 1 0.48153
10 1 4 38 1 2 1 0.53123
10 1 4 39 1 2 1 0.43166
10 1 4 40 2 2 1 0.4483
10 1 4 41 1 2 1 0.38198
10 1 4 42 2 2 1 0.49807
10 1 4 43 2 2 1 0.46488
10 1 4 44 1 2 1 0.36527
10 1 4 45 2 2 1 0.3985
10 1 4 46 1 2 1 0.39843
10 1 4 47 1 2 1 0.38192
10 1 4 48 1 2 0 0.41518
10 1 4 49 2 2 1 0.51447
10 1 4 50 1 2 1 0.3819
10 1 4 51 2 2 1 0.71379
10 1 4 52 1 2 1 0.43171
10 1 4 53 1 2 0 0.43166
10 1 4 54 1 2 1 0.53123
10 1 4 55 1 2 1 0.43169
10 1 4 56 1 2 1 0.46496
10 1 4 57 1 2 1 0.31556
10 1 4 58 2 2 1 0.48148
10 1 4 59 2 2 1 0.49812
10 1 4 60 2 2 1 0.71357
10 1 4 61 2 2 1 0.33211
10 1 4 62 1 2 1 0.41516
10 1 4 63 1 2 0 0.41513
10 1 4 64 1 2 0 0.44829
10 1 4 65 1 2 1 0.43169
10 1 4 66 2 2 1 0.43169
10 1 4 67 1 2 1 0.56444
10 1 4 68 2 2 1 0.49813
10 1 4 69 1 2 1 0.5147
10 1 4 70 2 2 1 0.49807
10 1 4 71 2 2 1 0.38185
10 1 4 72 2 2 1 0.44828
10 1 4 73 2 2 1 0.36531
10 1 4 74 2 2 1 0.34872
10 1 4 75 1 2 0 0.41507
10 1 4 76 2 2 1 0.44834
10 1 4 77 1 2 1 0.41506
10 1 4 78 2 2 0 0.38191
10 1 4 79 2 2 1 0.38189
10 1 4 80 1 2 1 0.43174
10 1 4 81 1 2 0 0.38191
10 1 4 82 1 2 0 0.3819
10 1 4 83 2 2 1 0.43165
10 1 4 84 2 2 1 0.34852
10 1 4 85 1 2 1 0.41509
10 1 4 86 1 2 1 0.41513
10 1 4 87 1 2 1 0.38191
10 1 4 88 2 2 1 0.54791
10 1 4 89 2 2 1 0.36529
10 1 4 90 1 2 1 0.39849
10 1 4 91 2 2 1 0.36531
10 1 4 92 2 2 1 0.38187
10 1 4 93 2 2 1 0.43148
10 1 4 94 1 2 1 0.4151
10 1 4 95 1 2 1 0.49807
10 1 4 96 2 2 1 0.3984
10 1 4 97 2 2 0 0.39846
10 1 4 98 1 2 1 0.39851
10 1 4 99 1 2 1 0.44826
10 1 4 100 1 2 1 0.34872
10 1 4 101 2 2 1 0.39849
10 1 4 102 1 2 1 0.48155
10 1 4 103 2 2 1 0.46498
10 1 4 104 2 2 1 0.53127
10 1 4 105 1 2 1 0.49814
10 1 4 106 2 2 1 0.49815
10 1 4 107 2 2 1 0.44829
10 1 4 108 1 2 1 0.36537
10 1 4 109 2 2 1 0.69722
10 1 4 110 1 2 0 0.38191
10 1 4 111 2 2 1 0.41509
10 1 4 112 2 2 1 0.36534
10 1 4 113 2 2 0 0.3819
10 1 4 114 1 2 1 0.41508
10 1 4 115 1 2 1 0.41509
10 1 4 116 1 2 1 0.31553
10 1 4 117 2 2 1 0.36531
10 1 4 118 2 2 1 0.54781
10 1 4 119 1 2 1 0.44829
10 1 4 120 2 2 1 0.59761
10 1 4 121 1 2 1 0.43169
10 1 4 122 2 2 1 0.34871
10 1 4 123 1 2 1 0.36535
10 1 4 124 2 2 0 0.38197
10 1 4 125 2 2 1 0.38176
10 1 4 126 2 2 1 0.4151
10 1 4 127 2 2 0 0.33198
10 1 4 128 1 2 1 0.4483
10 1 4 129 1 2 0 0.3818
10 1 4 130 1 2 1 0.41505
10 1 4 131 1 2 0 0.43169
10 1 4 132 1 2 1 0.39852
10 1 4 133 1 2 1 0.34878
10 1 4 134 1 2 1 0.33213
10 1 4 135 1 2 0 0.41513
10 1 4 136 1 2 1 0.78018
10 1 4 137 1 2 1 0.44829
10 1 4 138 2 2 1 0.48148
10 1 4 139 2 2 1 0.79679
10 1 4 140 2 2 1 0.44826
10 1 4 141 1 2 1 0.3985
10 1 4 142 2 2 1 0.46468
10 1 4 143 2 2 1 0.44827
10 1 4 144 1 2 1 0.41515
10 1 4 145 2 2 1 0.46488
10 1 4 146 1 2 1 0.34878
10 1 4 147 2 2 1 0.33213
10 1 4 148 2 2 1 0.43177
10 1 4 149 2 2 1 0.41514
10 1 4 150 2 2 1 0.43165
10 1 4 151 2 2 1 0.4317
10 1 4 152 2 2 1 0.4483
10 1 4 153 2 2 1 0.33213
10 1 4 154 1 2 1 0.39863
10 1 4 155 2 2 1 0.33206
10 1 4 156 1 2 1 0.36544
10 1 4 157 1 2 1 0.36549
10 1 4 158 1 2 1 0.36546
10 1 4 159 1 2 1 0.31556
10 1 4 160 2 2 1 0.56444
10 2 1 1 2 0 1 0.31551
10 2 1 2 1 0 1 0.53123
10 2 1 3 1 0 1 0.43174
10 2 1 4 2 0 1 0.56448
10 2 1 5 2 0 1 0.33209
10 2 1 6 2 0 1 0.36535
10 2 1 7 2 0 1 0.3155
10 2 1 8 1 0 1 0.38188
10 2 1 9 1 0 0 0.43166
10 2 1 10 2 0 1 0.39848
10 2 1 11 1 0 1 0.39847
10 2 1 12 1 0 1 0.46485
10 2 1 13 1 0 1 0.39841
10 2 1 14 1 0 1 0.39848
10 2 1 15 2 0 1 0.43166
10 2 1 16 1 0 1 0.43172
10 2 1 17 2 0 1 0.31546
10 2 1 18 2 0 1 0.38202
10 2 1 19 1 0 1 0.36528
10 2 1 20 2 0 1 0.34869
10 2 1 21 1 0 1 0.36529
10 2 1 22 1 0 1 0.38212
10 2 1 23 2 0 1 0.33186
10 2 1 24 2 0 1 0.3321
10 2 1 25 1 0 1 0.3321
10 2 1 26 2 0 1 0.36536
10 2 1 27 2 0 1 0.3321
10 2 1 28 2 0 1 0.38187
10 2 1 29 2 0 1 0.3155
10 2 1 30 1 0 1 0.34871
10 2 1 31 2 0 1 0.29894
10 2 1 32 1 0 0 0.46486
10 2 1 33 1 0 1 0.3321
10 2 1 34 1 0 0 0.31553
10 2 1 35 1 0 0 0.31549
10 2 1 36 1 0 1 0.39851
10 2 1 37 1 0 1 0.36528
10 2 1 38 1 0 1 0.41516
10 2 1 39 1 0 1 0.39848
10 2 1 40 1 0 0 0.38189
10 2 1 41 1 0 1 0.39843
10 2 1 42 2 0 1 0.3819
10 2 1 43 1 0 1 0.41499
10 2 1 44 2 0 1 0.51463
10 2 1 45 2 0 1 0.3487
10 2 1 46 2 0 1 0.39847
10 2 1 47 2 0 1 0.31551
10 2 1 48 1 0 1 0.581
10 2 1 49 2 0 1 0.36529
10 2 1 50 1 0 0 0.3321
10 2 1 51 2 0 1 0.36516
10 2 1 52 1 0 1 0.43166
10 2 1 53 2 0 1 0.53122
10 2 1 54 2 0 1 0.3487
10 2 1 55 2 0 1 0.34868
10 2 1 56 2 0 1 0.43173
10 2 1 57 1 0 1 0.38186
10 2 1 58 2 0 1 0.41507
10 2 1 59 1 0 1 0.39854
10 2 1 60 2 0 1 0.3321
10 2 1 61 2 0 1 0.3487
10 2 1 62 2 0 1 0.38188
10 2 1 63 1 0 0 0.34877
10 2 1 64 1 0 1 0.49799
10 2 1 65 2 0 0 0.39847
10 2 1 66 2 0 1 0.36535
10 2 1 67 2 0 0 0.48145
10 2 1 68 1 0 1 0.41508
10 2 1 69 2 0 1 0.38188
10 2 1 70 2 0 1 0.38188
10 2 1 71 1 0 1 0.43163
10 2 1 72 2 0 1 0.48145
10 2 1 73 1 0 1 0.41506
10 2 1 74 2 0 1 0.3322
10 2 1 75 1 0 1 0.41511
10 2 1 76 2 0 1 0.3155
10 2 1 77 2 0 0 0.39847
10 2 1 78 1 0 1 0.46488
10 2 1 79 2 0 1 0.34868
10 2 1 80 1 0 1 0.36529
10 2 1 81 2 0 1 0.29891
10 2 1 82 2 0 1 0.31549
10 2 1 83 2 0 1 0.31551
10 2 1 84 1 0 1 0.33217
10 2 1 85 1 0 0 0.3155
10 2 1 86 2 0 1 0.44829
10 2 1 87 2 0 0 0.43166
10 2 1 88 2 0 1 0.41507
10 2 1 89 1 0 0 0.38198
10 2 1 90 1 0 1 0.48145
10 2 1 91 2 0 1 0.36526
10 2 1 92 2 0 1 0.41487
10 2 1 93 1 0 1 0.38189
10 2 1 94 2 0 1 0.39847
10 2 1 95 1 0 1 0.43172
