sub ses blk trl arrow cond acc rt
10 1 1 1 0 2 1 1.4777
10 1 1 2 0 2 1 1.8587
10 1 1 3 0 2 1 1.2672
10 1 1 4 0 1 1 0.76913
10 1 1 5 0 1 1 0.911
10 1 1 6 0 0 1 0.99103
10 1 1 7 0 1 1 1.2
10 1 1 8 0 1 1 0.88123
10 1 1 9 0 0 1 0.81601
10 1 1 10 0 1 1 0.98077
10 1 1 11 0 0 1 0.6634
10 1 1 12 0 1 1 0.86415
10 1 1 13 0 1 1 0.88783
10 1 1 14 0 1 1 0.79207
10 1 1 15 0 2 1 1.6273
10 1 1 16 0 0 1 1.0327
10 1 1 17 0 0 1 0.77666
10 1 1 18 0 1 1 0.86973
10 1 1 19 0 0 1 0.78137
10 1 1 20 0 1 1 0.76493
10 1 1 21 0 0 1 0.76722
10 1 1 22 0 1 1 0.61862
10 1 1 23 0 1 1 0.73329
10 1 1 24 0 0 1 0.6741
10 1 1 25 0 2 1 0.80268
10 1 1 26 0 0 1 0.73571
10 1 1 27 0 2 1 0.93916
10 1 1 28 0 2 0 0.63655
10 1 1 29 0 2 1 1.1907
10 1 1 30 0 2 1 1.0534
10 1 1 31 0 2 1 1.5852
10 1 1 32 0 1 1 0.81031
10 1 1 33 0 0 1 0.67288
10 1 1 34 0 2 1 0.82493
10 1 1 35 0 2 1 1.4078
10 1 1 36 0 2 1 0.85277
10 1 1 37 0 0 1 0.59388
10 1 1 38 0 1 1 0.72195
10 1 1 39 0 2 1 1.3256
10 1 1 40 0 1 1 0.99269
10 1 1 41 0 0 1 0.58593
10 1 1 42 0 0 1 0.68281
10 1 1 43 0 0 1 0.98218
10 1 1 44 0 0 1 0.71149
10 1 1 45 0 2 1 1.5164
10 1 1 46 0 2 1 0.96232
10 1 1 47 0 2 1 0.65786
10 1 1 48 0 2 1 0.55639
10 1 1 49 0 2 1 0.68412
10 1 1 50 0 2 1 0.98278
10 1 1 51 0 1 1 0.47279
10 1 1 52 0 0 1 0.60914
10 1 1 53 0 1 1 0.54333
10 1 1 54 0 2 1 0.84739
10 1 1 55 0 0 1 0.52732
10 1 1 56 0 1 1 0.62061
10 1 1 57 0 0 1 0.57248
10 1 1 58 0 2 1 0.66165
10 1 1 59 0 1 1 0.5428
10 1 1 60 0 1 1 0.51972
10 1 1 61 0 2 1 0.99781
10 1 1 62 0 0 1 0.52235
10 1 1 63 0 2 0 0.75086
10 1 1 64 0 2 0 0.69218
10 1 1 65 0 0 1 1.0851
10 1 1 66 0 1 1 0.69781
10 1 1 67 0 2 1 0.70085
10 1 1 68 0 0 1 0.72257
10 1 1 69 0 0 1 1.0107
10 1 1 70 0 1 1 1.1648
10 1 1 71 0 0 1 0.62048
10 1 1 72 0 1 1 0.90147
10 1 1 73 0 2 0 1.1825
10 1 1 74 0 0 1 1.2821
10 1 1 75 0 2 1 0.82016
10 1 1 76 0 2 1 1.5948
10 1 1 77 0 1 1 0.63375
10 1 1 78 0 0 1 0.77174
10 1 1 79 0 0 1 1.1603
10 1 1 80 0 2 1 1.422
10 1 1 81 0 1 1 0.97819
10 1 1 82 0 2 1 0.72477
10 1 1 83 0 1 1 0.63207
10 1 1 84 0 1 1 0.56989
10 1 1 85 0 1 1 0.76205
10 1 1 86 0 1 1 0.64633
10 1 1 87 0 1 1 0.41643
10 1 1 88 0 0 1 0.77145
10 1 1 89 0 2 1 1.0494
10 1 1 90 0 2 1 0.9493
10 1 1 91 0 0 1 0.68581
10 1 1 92 0 1 1 0.71984
10 1 1 93 0 0 1 0.61198
10 1 1 94 0 1 1 0.59864
10 1 1 95 0 1 1 0.98249
10 1 1 96 0 0 1 0.91082
10 1 1 97 0 0 1 0.56039
10 1 1 98 0 2 0 0.78697
10 1 1 99 0 0 1 1.8282
10 1 1 100 0 2 1 0.96977
10 1 1 101 0 0 1 0.71627
10 1 1 102 0 0 1 0.78422
10 1 1 103 0 2 1 0.88534
10 1 1 104 0 1 1 0.64437
10 1 1 105 0 0 1 0.63834
10 1 1 106 0 1 1 0.9203
10 1 1 107 0 2 1 1.1136
10 1 1 108 0 1 1 0.70997
10 1 1 109 0 2 1 0.68807
10 1 1 110 0 0 1 0.68413
10 1 1 111 0 0 1 0.64989
10 1 1 112 0 0 1 1.9043
10 1 1 113 0 2 1 1.0089
10 1 1 114 0 1 1 0.50726
10 1 1 115 0 2 1 0.682
10 1 1 116 0 2 1 0.72459
10 1 1 117 0 2 1 0.7742
10 1 1 118 0 2 1 0.84393
10 1 1 119 0 1 1 0.899
10 1 1 120 0 0 1 0.59452
10 1 1 121 0 1 1 0.80229
10 1 1 122 0 0 1 0.49569
10 1 1 123 0 0 1 0.71852
10 1 1 124 0 1 1 0.6735
10 1 1 125 0 2 1 0.59699
10 1 1 126 0 2 1 0.75713
10 1 1 127 0 1 1 0.6493
10 1 1 128 0 2 1 0.7083
10 1 1 129 0 1 1 0.85643
10 1 1 130 0 0 1 0.62197
10 1 1 131 0 2 1 1.4618
10 1 1 132 0 1 1 0.6441
10 1 1 133 0 1 1 0.57306
10 1 1 134 0 0 1 0.57488
10 1 1 135 0 1 1 0.85688
10 1 1 136 0 1 1 0.43744
10 1 1 137 0 0 1 0.52194
10 1 1 138 0 0 1 0.57808
10 1 1 139 0 0 1 0.53607
10 1 1 140 0 2 1 0.87854
10 1 1 141 0 0 1 0.51961
10 1 1 142 0 1 1 0.84746
10 1 1 143 0 0 1 0.47689
10 1 1 144 0 1 1 0.66551
10 1 2 1 0 1 1 1.0214
10 1 2 2 0 1 1 0.92729
10 1 2 3 0 1 1 0.80749
10 1 2 4 0 1 1 0.52646
10 1 2 5 0 2 1 0.97926
10 1 2 6 0 0 1 0.67013
10 1 2 7 0 0 1 0.92001
10 1 2 8 0 0 1 0.64868
10 1 2 9 0 0 1 0.57966
10 1 2 10 0 0 1 0.42647
10 1 2 11 0 0 1 0.55351
10 1 2 12 0 2 1 0.96701
10 1 2 13 0 0 1 0.57149
10 1 2 14 0 2 1 0.55279
10 1 2 15 0 2 1 0.44771
10 1 2 16 0 2 1 1.3276
10 1 2 17 0 0 1 0.61705
10 1 2 18 0 2 1 0.65726
10 1 2 19 0 2 1 1.0693
10 1 2 20 0 2 0 0.81382
10 1 2 21 0 2 1 1.0675
10 1 2 22 0 2 1 0.53454
10 1 2 23 0 2 1 0.75788
10 1 2 24 0 0 1 0.732
10 1 2 25 0 2 1 0.86296
10 1 2 26 0 1 1 0.63917
10 1 2 27 0 0 1 0.49673
10 1 2 28 0 0 1 0.57467
10 1 2 29 0 2 1 0.50142
10 1 2 30 0 2 1 0.67718
10 1 2 31 0 1 1 0.52677
10 1 2 32 0 0 1 0.55972
10 1 2 33 0 0 1 0.57354
10 1 2 34 0 2 1 0.78871
10 1 2 35 0 2 1 0.47522
10 1 2 36 0 0 1 0.48797
10 1 2 37 0 0 1 0.57391
10 1 2 38 0 0 0 0.61474
10 1 2 39 0 0 1 1.2565
10 1 2 40 0 2 1 0.74273
10 1 2 41 0 1 1 1.0433
10 1 2 42 0 0 1 0.63147
10 1 2 43 0 0 1 0.9294
10 1 2 44 0 1 1 0.745
10 1 2 45 0 0 1 0.76538
10 1 2 46 0 2 1 1.1707
10 1 2 47 0 0 1 1.0958
10 1 2 48 0 0 1 0.93336
10 1 2 49 0 1 1 0.81421
10 1 2 50 0 0 1 0.85988
10 1 2 51 0 1 1 0.63602
10 1 2 52 0 0 1 0.61963
10 1 2 53 0 0 1 1.1652
10 1 2 54 0 1 1 0.81828
10 1 2 55 0 0 1 0.63516
10 1 2 56 0 0 1 0.73737
10 1 2 57 0 0 1 0.52677
10 1 2 58 0 0 0 0.74377
10 1 2 59 0 1 1 0.99385
10 1 2 60 0 1 1 0.58769
10 1 2 61 0 1 1 0.97094
10 1 2 62 0 2 1 0.89269
10 1 2 63 0 1 1 0.72551
10 1 2 64 0 1 1 0.85814
10 1 2 65 0 1 1 0.50183
10 1 2 66 0 1 1 0.65369
10 1 2 67 0 1 1 0.4387
10 1 2 68 0 1 1 0.58106
10 1 2 69 0 1 1 0.7334
10 1 2 70 0 2 1 0.6564
10 1 2 71 0 2 1 0.61844
10 1 2 72 0 1 1 0.93213
10 1 2 73 0 0 1 0.6129
10 1 2 74 0 2 0 0.87684
10 1 2 75 0 0 1 0.56556
10 1 2 76 0 2 1 1.1006
10 1 2 77 0 0 1 0.68079
10 1 2 78 0 0 1 0.52359
10 1 2 79 0 1 1 0.852
10 1 2 80 0 1 1 0.91973
10 1 2 81 0 2 1 1.0081
10 1 2 82 0 1 1 1.1555
10 1 2 83 0 1 1 1.0189
10 1 2 84 0 1 1 0.76382
10 1 2 85 0 1 1 0.95315
10 1 2 86 0 1 1 0.78557
10 1 2 87 0 1 1 0.80832
10 1 2 88 0 0 1 0.90999
10 1 2 89 0 1 1 0.59979
10 1 2 90 0 2 1 0.91016
10 1 2 91 0 2 1 1.201
10 1 2 92 0 2 1 0.8054
10 1 2 93 0 1 1 0.66546
10 1 2 94 0 2 1 0.89302
10 1 2 95 0 1 1 0.78032
10 1 2 96 0 1 1 1.0019
10 1 2 97 0 0 1 0.65103
10 1 2 98 0 2 1 0.70957
10 1 2 99 0 2 1 0.55282
10 1 2 100 0 2 1 0.83976
10 1 2 101 0 2 1 0.50374
10 1 2 102 0 2 1 0.83123
10 1 2 103 0 2 1 0.65231
10 1 2 104 0 1 1 0.71727
10 1 2 105 0 2 1 1.4893
10 1 2 106 0 1 1 0.47098
10 1 2 107 0 2 1 1.1176
10 1 2 108 0 2 1 0.41065
10 1 2 109 0 2 1 1.0463
10 1 2 110 0 2 1 0.85044
10 1 2 111 0 1 1 0.61563
10 1 2 112 0 2 1 0.86567
10 1 2 113 0 1 1 0.39118
10 1 2 114 0 0 1 0.51628
10 1 2 115 0 0 1 0.42761
10 1 2 116 0 2 1 0.71304
10 1 2 117 0 1 0 0.5945
10 1 2 118 0 0 1 0.79411
10 1 2 119 0 1 1 0.48912
10 1 2 120 0 0 1 0.94265
10 1 2 121 0 1 1 1.0169
10 1 2 122 0 1 1 0.56945
10 1 2 123 0 0 1 0.6411
10 1 2 124 0 0 1 0.53451
10 1 2 125 0 0 1 0.91477
10 1 2 126 0 2 0 0.97242
10 1 2 127 0 0 1 0.62025
10 1 2 128 0 2 1 0.67658
10 1 2 129 0 0 1 0.56736
10 1 2 130 0 1 1 0.57719
10 1 2 131 0 2 1 0.84709
10 1 2 132 0 2 1 0.41612
10 1 2 133 0 2 1 0.58698
10 1 2 134 0 1 0 0.63615
10 1 2 135 0 1 1 1.1161
10 1 2 136 0 1 1 0.87455
