01 00 01 00 2 2 1 2 1 +2.950694 0 
01 00 01 01 2 2 1 2 1 +0.688626 0 
01 00 01 02 2 1 0 1 1 +1.069960 0 
01 00 01 03 1 2 0 2 1 +1.325542 0 
01 00 01 04 2 2 1 2 1 +1.052319 0 
01 00 01 05 1 2 0 2 1 +0.937695 0 
01 00 01 06 2 2 1 2 1 +0.597312 0 
01 00 01 07 1 1 1 1 1 +0.490005 0 
01 00 01 08 2 2 1 2 1 +0.613687 0 
01 00 01 09 1 2 0 2 1 +0.445201 0 
01 00 01 10 2 2 1 2 1 +0.419707 0 
01 00 01 11 1 1 1 1 1 +0.421768 0 
01 00 01 12 1 1 1 1 1 +0.505586 0 
01 00 01 13 2 1 0 1 1 +0.500901 0 
01 00 01 14 2 2 1 2 1 +0.331191 0 
01 00 01 15 1 1 1 1 1 +0.371537 0 
01 00 01 16 2 2 1 2 1 +0.426924 0 
01 00 01 17 2 1 0 1 1 +0.387750 0 
01 00 01 18 1 2 0 2 1 +0.432176 0 
01 00 01 19 1 2 0 2 1 +0.468556 0 
01 00 01 20 1 2 0 2 1 +0.451978 0 
01 00 01 21 2 1 0 1 1 +0.499553 0 
01 00 01 22 2 1 0 1 1 +0.466748 0 
01 00 01 23 1 1 1 1 1 +0.391682 0 
01 00 01 24 2 1 0 1 1 +0.435939 0 
01 00 01 25 1 1 1 1 1 +0.402434 0 
01 00 01 26 2 1 0 1 1 +0.390951 0 
01 00 01 27 1 2 0 2 1 +0.396222 0 
01 00 01 28 1 2 0 2 1 +0.353639 0 
01 00 01 29 1 1 1 1 1 +0.472626 0 
01 00 01 30 1 2 0 2 1 +0.381052 0 
01 00 01 31 2 2 1 2 1 +0.321185 0 
01 00 01 32 1 2 0 2 1 +0.352926 0 
01 00 01 33 2 2 1 2 1 +0.346018 0 
01 00 01 34 1 1 1 1 1 +0.350313 0 
01 00 01 35 2 1 0 1 1 +0.421800 0 
01 00 01 36 2 2 1 2 1 +0.394026 0 
01 00 01 37 2 2 1 2 1 +0.446218 0 
01 00 01 38 2 1 0 1 1 +0.434819 0 
01 00 01 39 1 2 0 2 1 +0.370627 0 
01 00 01 40 2 1 0 1 1 +0.372449 0 
01 00 01 41 2 1 0 1 1 +0.430323 0 
01 00 01 42 2 1 0 1 1 +0.369136 0 
01 00 01 43 1 2 0 2 1 +0.297961 0 
01 00 01 44 1 2 0 2 1 +0.371783 0 
01 00 01 45 1 1 1 1 1 +0.381963 0 
01 00 01 46 1 2 0 2 1 +0.336816 0 
01 00 01 47 1 2 0 2 1 +0.360301 0 
01 00 01 48 2 2 1 2 1 +0.359018 0 
01 00 01 49 2 1 0 1 1 +0.399679 0 
01 00 01 50 1 1 1 1 1 +0.371185 0 
01 00 01 51 2 2 1 2 1 +0.375844 0 
01 00 01 52 2 1 0 1 1 +0.548440 0 
01 00 01 53 2 2 1 2 1 +0.332278 0 
01 00 01 54 1 1 1 1 1 +0.308563 0 
01 00 01 55 1 1 1 1 1 +0.348852 0 
01 00 01 56 2 2 1 2 1 +0.398118 0 
01 00 01 57 2 2 1 2 1 +0.403371 0 
01 00 01 58 2 1 0 1 1 +0.397182 0 
01 00 01 59 1 1 1 1 1 +0.410933 0 
01 00 01 60 1 1 1 1 1 +0.374133 0 
01 00 01 61 2 1 0 1 1 +0.351079 0 
01 00 01 62 1 2 0 2 1 +0.397752 0 
01 00 01 63 1 1 1 1 1 +0.386018 0 
01 00 01 64 1 1 1 1 1 +0.394055 0 
01 00 01 65 1 2 0 2 1 +0.427103 0 
01 00 01 66 1 2 0 2 1 +0.432288 0 
01 00 01 67 2 1 0 1 1 +0.406852 0 
01 00 01 68 1 1 1 1 1 +0.571441 0 
01 00 01 69 2 2 1 2 1 +0.394335 0 
01 00 01 70 1 1 1 1 1 +0.379437 0 
01 00 01 71 2 1 0 1 1 +0.373517 0 
01 01 00 00 2 2 1 2 1 +1.077071 0 
01 01 00 01 2 1 0 2 1 +0.568513 0 
01 01 00 02 1 2 0 1 1 +0.620668 0 
01 01 00 03 1 1 1 1 1 +0.567729 0 
01 01 00 04 1 1 1 1 1 +0.600873 0 
01 01 00 05 2 2 1 2 1 +0.567223 0 
01 01 00 06 2 2 1 2 1 +0.720437 0 
01 01 00 07 1 1 1 1 1 +0.475193 0 
01 01 00 08 2 1 0 1 0 +0.602166 0 
01 01 00 09 1 1 1 1 1 +1.147340 0 
01 01 00 10 1 2 0 1 1 +0.740262 0 
01 01 00 11 1 1 1 1 1 +0.615800 0 
01 01 00 12 1 2 0 1 1 +0.487262 0 
01 01 00 13 1 2 0 1 1 +0.499385 0 
01 01 00 14 2 1 0 2 1 +0.498281 0 
01 01 00 15 2 1 0 2 1 +0.655830 0 
01 01 00 16 2 1 0 2 1 +0.504797 0 
01 01 00 17 1 2 0 1 1 +0.631522 0 
01 01 00 18 1 2 0 1 1 +0.469380 0 
01 01 00 19 2 2 1 2 1 +0.565216 0 
01 01 00 20 2 2 1 2 1 +0.505730 0 
01 01 00 21 2 1 0 2 1 +0.677228 0 
01 01 00 22 1 1 1 1 1 +0.512424 0 
01 01 00 23 2 1 0 2 1 +0.578159 0 
01 01 00 24 1 2 0 1 1 +0.607930 0 
01 01 00 25 1 1 1 1 1 +0.515552 0 
01 01 00 26 2 1 0 2 1 +0.558892 0 
01 01 00 27 1 2 0 1 1 +0.490507 0 
01 01 00 28 2 2 1 2 1 +0.569763 0 
01 01 00 29 2 2 1 2 1 +0.465737 0 
01 01 00 30 2 2 1 2 1 +0.426961 0 
01 01 00 31 2 2 1 2 1 +0.468926 0 
01 01 00 32 2 2 1 2 1 +0.404955 0 
01 01 00 33 2 2 1 2 1 +0.480228 0 
01 01 00 34 2 2 1 2 1 +0.466949 0 
01 01 00 35 2 2 1 2 1 +0.442557 0 
01 01 00 36 2 1 0 2 1 +0.585545 0 
01 01 00 37 1 1 1 1 1 +0.551620 0 
01 01 00 38 2 1 0 2 1 +0.626505 0 
