sub ageGroup block trialType cond stim acc rt
410 3 block1 exp incongruent 222 1 0.877845
410 3 block1 exp neutral $$$$ 1 0.654792
410 3 block1 exp neutral $$ 1 0.712323
410 3 block1 exp congruent 4444 1 0.631861
410 3 block1 exp congruent 22 1 0.610731
410 3 block1 exp neutral $$$ 1 0.718256
410 3 block1 exp congruent 1 1 0.756152
410 3 block1 exp incongruent 222 1 0.857745
410 3 block1 exp incongruent 1111 1 0.891339
410 3 block1 exp neutral $ 1 0.635634
410 3 block2 warm-up incongruent 1111 1 1.12003
410 3 block2 warm-up incongruent 44 1 0.783041
410 3 block2 exp incongruent 3 1 0.81099
410 3 block2 exp incongruent 44 1 0.870576
410 3 block2 exp congruent 4444 1 0.631499
410 3 block2 exp incongruent 222 1 0.562352
410 3 block2 exp neutral $$$$ 1 0.647869
410 3 block2 exp congruent 1 1 0.714064
410 3 block2 exp neutral $$$ 1 0.777597
410 3 block2 exp neutral $$$$ 1 0.590528
410 3 block2 exp congruent 333 1 0.578705
410 3 block2 exp congruent 1 1 0.678552
410 3 block2 exp neutral $$$ 1 0.679406
410 3 block2 exp incongruent 44 1 0.672281
410 3 block2 exp congruent 1 1 0.633169
410 3 block2 exp neutral $ 1 0.764007
410 3 block2 exp congruent 4444 1 0.641592
410 3 block2 exp congruent 1 1 0.603806
410 3 block2 exp incongruent 1111 1 0.6633
410 3 block2 exp incongruent 222 1 0.791814
410 3 block2 exp neutral $$$ 1 0.524077
410 3 block2 exp congruent 4444 1 0.610894
410 3 block2 exp congruent 22 1 0.974413
410 3 block2 exp congruent 333 1 0.707389
410 3 block2 exp neutral $$$$ 1 0.69897
410 3 block2 exp neutral $ 1 0.62718
410 3 block2 exp incongruent 1111 1 0.494036
410 3 block2 exp congruent 4444 1 0.557168
410 3 block2 exp incongruent 3 1 0.674679
410 3 block2 exp neutral $ 1 0.675531
410 3 block2 exp congruent 4444 1 0.548482
410 3 block2 exp neutral $$ 1 0.658559
410 3 block2 exp congruent 333 1 0.620123
410 3 block2 exp congruent 22 1 0.934951
410 3 block2 exp incongruent 44 1 0.581252
410 3 block2 exp incongruent 1111 1 0.873116
410 3 block2 exp congruent 333 1 0.706051
410 3 block2 exp congruent 22 1 0.78563
410 3 block2 exp congruent 1 1 0.725946
410 3 block2 exp incongruent 222 1 0.700816
410 3 block2 exp congruent 22 1 0.636311
410 3 block2 exp congruent 4444 1 0.638537
410 3 block2 exp neutral $$$ 1 0.640701
410 3 block2 exp incongruent 1111 1 0.577886
410 3 block2 exp neutral $$$ 1 0.670742
410 3 block2 exp neutral $ 1 0.719601
410 3 block2 exp neutral $$ 1 0.654495
410 3 block2 exp incongruent 3 1 0.768029
410 3 block2 exp neutral $$$$ 1 0.708962
410 3 block2 exp neutral $ 1 0.7085
410 3 block2 exp incongruent 3 1 0.644071
410 3 block2 exp congruent 333 1 0.677267
410 3 block2 exp neutral $$ 1 0.638114
410 3 block2 exp neutral $$$ 1 0.664314
410 3 block2 exp neutral $$ 1 0.63388
410 3 block2 exp congruent 22 1 0.500052
410 3 block2 exp incongruent 222 1 0.596202
410 3 block2 exp incongruent 44 1 0.78436
410 3 block2 exp incongruent 3 1 0.763635
410 3 block2 exp neutral $$ 1 0.705203
410 3 block2 exp incongruent 1111 1 0.648757
410 3 block2 exp congruent 22 1 0.674941
410 3 block2 exp incongruent 222 1 0.715831
410 3 block2 exp incongruent 44 1 0.707377
410 3 block2 exp neutral $$ 1 0.522931
410 3 block2 exp neutral $ 1 0.625731
410 3 block2 exp incongruent 222 1 0.699601
410 3 block2 exp congruent 333 1 0.667868
410 3 block2 exp incongruent 3 1 0.724682
410 3 block2 exp neutral $$$$ 1 0.547573
410 3 block2 exp congruent 1 1 0.649717
410 3 block2 exp neutral $$$$ 1 0.523912
410 3 block2 exp incongruent 1111 1 0.586747
410 3 block2 exp incongruent 44 0 0.662919
410 3 block3 warm-up neutral $$$ 0 1.153149
410 3 block3 warm-up neutral $$$$ 1 0.886877
410 3 block3 exp congruent 22 1 0.751177
410 3 block3 exp congruent 333 1 0.692727
410 3 block3 exp incongruent 3 1 0.716946
410 3 block3 exp neutral $$ 1 0.691501
410 3 block3 exp incongruent 3 1 0.787713
410 3 block3 exp incongruent 44 1 0.703968
410 3 block3 exp incongruent 3 1 0.671519
410 3 block3 exp congruent 22 1 0.688395
410 3 block3 exp congruent 333 1 0.560616
410 3 block3 exp incongruent 222 1 0.47009
410 3 block3 exp congruent 333 1 0.534922
410 3 block3 exp neutral $$ 1 0.740056
410 3 block3 exp neutral $$$$ 1 0.722311
410 3 block3 exp incongruent 222 0 0.801172
410 3 block3 exp neutral $ 1 0.612786
410 3 block3 exp neutral $$$$ 1 0.584303
410 3 block3 exp incongruent 1111 1 0.564484
410 3 block3 exp congruent 22 1 0.689946
410 3 block3 exp incongruent 222 1 0.650198
410 3 block3 exp congruent 4444 1 0.643363
410 3 block3 exp neutral $$ 1 0.629542
410 3 block3 exp congruent 333 1 0.632467
410 3 block3 exp neutral $$$$ 1 0.675351
410 3 block3 exp neutral $$$ 1 0.788165
410 3 block3 exp neutral $$$$ 1 0.640422
410 3 block3 exp incongruent 44 1 0.562578
410 3 block3 exp neutral $ 1 0.680117
410 3 block3 exp incongruent 44 1 0.519928
410 3 block3 exp incongruent 1111 1 0.574786
410 3 block3 exp congruent 1 1 0.675598
410 3 block3 exp neutral $$$ 1 0.67649
410 3 block3 exp neutral $$$$ 1 0.637358
410 3 block3 exp congruent 333 1 0.639538
410 3 block3 exp incongruent 3 1 0.689746
410 3 block3 exp neutral $ 1 0.561061
410 3 block3 exp congruent 22 1 0.638452
410 3 block3 exp incongruent 44 1 0.72866
410 3 block3 exp congruent 22 1 0.559544
410 3 block3 exp congruent 4444 1 0.581027
410 3 block3 exp incongruent 222 1 0.705879
410 3 block3 exp incongruent 44 1 0.729475
410 3 block3 exp incongruent 3 1 0.632351
410 3 block3 exp neutral $ 1 0.715218
410 3 block3 exp neutral $$$ 1 0.905757
410 3 block3 exp neutral $ 1 0.753356
410 3 block3 exp incongruent 1111 1 0.782955
410 3 block3 exp neutral $$$ 1 0.68392
410 3 block3 exp congruent 333 1 0.492089
410 3 block3 exp incongruent 222 1 0.548199
410 3 block3 exp incongruent 1111 1 0.698399
410 3 block3 exp congruent 1 1 0.674567
410 3 block3 exp congruent 4444 1 0.666438
410 3 block3 exp neutral $$ 1 0.708004
410 3 block3 exp incongruent 222 1 0.667554
410 3 block3 exp incongruent 44 1 0.732452
410 3 block3 exp incongruent 3 1 0.651342
410 3 block3 exp congruent 4444 1 0.604867
410 3 block3 exp incongruent 1111 1 0.752386
410 3 block3 exp neutral $$$ 1 0.589947
410 3 block3 exp incongruent 1111 1 0.665099
410 3 block3 exp neutral $$ 1 0.61066
410 3 block3 exp congruent 4444 1 0.614193
410 3 block3 exp congruent 1 1 0.69767
410 3 block3 exp congruent 4444 1 0.529887
410 3 block3 exp congruent 1 1 0.576695
410 3 block3 exp neutral $$ 1 0.701592
410 3 block3 exp congruent 22 1 0.669107
410 3 block3 exp congruent 1 1 0.676951
410 3 block3 exp neutral $ 1 0.693834
410 3 block3 exp congruent 1 1 0.60608
410 3 block3 exp neutral $$$ 1 0.681576
410 3 block3 exp neutral $$$$ 1 0.578421
410 3 block4 warm-up neutral $$$$ 1 1.076428
410 3 block4 warm-up incongruent 44 1 0.789458
410 3 block4 exp congruent 4444 1 0.657694
410 3 block4 exp incongruent 44 1 0.755224
410 3 block4 exp incongruent 3 1 0.688801
410 3 block4 exp congruent 1 1 0.609013
410 3 block4 exp neutral $ 1 0.892554
410 3 block4 exp incongruent 44 1 0.675822
410 3 block4 exp congruent 4444 1 0.716702
410 3 block4 exp neutral $$$$ 1 0.732318
410 3 block4 exp neutral $ 1 0.827168
410 3 block4 exp incongruent 222 1 0.702064
410 3 block4 exp congruent 333 1 0.701634
410 3 block4 exp neutral $$$$ 1 0.661162
410 3 block4 exp congruent 1 1 0.598703
410 3 block4 exp congruent 333 1 0.769864
410 3 block4 exp congruent 1 1 0.590809
410 3 block4 exp neutral $$ 1 0.626982
410 3 block4 exp congruent 1 1 0.581853
410 3 block4 exp incongruent 222 1 0.64266
410 3 block4 exp congruent 22 1 0.724878
410 3 block4 exp incongruent 3 1 0.73177
410 3 block4 exp neutral $$$ 1 0.705661
410 3 block4 exp neutral $$$$ 1 0.593233
410 3 block4 exp incongruent 222 1 0.685385
410 3 block4 exp neutral $$$ 1 0.63759
410 3 block4 exp neutral $$$$ 1 0.639808
410 3 block4 exp congruent 22 1 0.713953
410 3 block4 exp congruent 4444 1 0.617535
410 3 block4 exp incongruent 44 1 0.756388
410 3 block4 exp incongruent 1111 1 0.752968
410 3 block4 exp incongruent 222 0 0.66255
410 3 block4 exp congruent 4444 1 0.640064
410 3 block4 exp neutral $$$ 1 0.626287
410 3 block4 exp incongruent 1111 1 0.741121
410 3 block4 exp neutral $ 1 0.659366
410 3 block4 exp incongruent 3 1 0.684891
410 3 block4 exp incongruent 44 1 0.701133
410 3 block4 exp incongruent 1111 1 0.603661
410 3 block4 exp congruent 333 1 0.519168
410 3 block4 exp incongruent 3 1 0.742007
410 3 block4 exp neutral $$ 1 0.700218
410 3 block4 exp congruent 22 1 0.468427
410 3 block4 exp congruent 1 1 0.661289
410 3 block4 exp congruent 22 1 0.686745
410 3 block4 exp neutral $$ 1 0.98302
410 3 block4 exp congruent 333 1 0.722988
410 3 block4 exp congruent 22 1 0.737898
410 3 block4 exp neutral $ 1 0.640089
410 3 block4 exp incongruent 1111 1 0.650303
410 3 block4 exp neutral $$ 1 0.668499
410 3 block4 exp neutral $$$ 1 0.565384
410 3 block4 exp incongruent 3 1 0.738867
410 3 block4 exp neutral $$$ 0 0.657092
410 3 block4 exp congruent 333 1 0.697621
410 3 block4 exp incongruent 222 1 0.489864
410 3 block4 exp incongruent 1111 1 0.657977
410 3 block4 exp neutral $ 1 0.723551
410 3 block4 exp congruent 1 1 0.490394
410 3 block4 exp incongruent 3 1 0.530524
410 3 block4 exp congruent 333 1 0.68136
410 3 block4 exp congruent 22 1 0.554212
410 3 block4 exp congruent 4444 1 0.607719
410 3 block4 exp neutral $$$$ 1 0.498231
410 3 block4 exp neutral $$ 1 0.866372
410 3 block4 exp neutral $ 1 0.587984
410 3 block4 exp congruent 4444 1 0.600177
410 3 block4 exp incongruent 44 1 0.700351
410 3 block4 exp incongruent 1111 1 0.595873
410 3 block4 exp incongruent 222 1 0.704067
410 3 block4 exp neutral $$$ 1 0.542655
410 3 block4 exp neutral $$ 1 0.540782
410 3 block4 exp neutral $$$$ 1 0.626953
410 3 block4 exp incongruent 44 1 0.861783
411 3 practice exp congruent 333 0 1.995042
411 3 practice exp neutral $$ 0 1.99501
411 3 practice exp neutral $$$$ 0 1.995018
411 3 practice exp congruent 4444 1 1.317545
411 3 practice exp neutral $$$$ 1 1.588745
411 3 practice exp incongruent 444 1 1.585405
411 3 practice exp incongruent 2 0 1.995009
411 3 practice exp congruent 333 1 1.617824
411 3 practice exp neutral $$$ 1 1.149123
411 3 practice exp neutral $ 1 1.195588
411 3 practice exp neutral $$ 1 1.152079
411 3 practice exp incongruent 11 1 1.381886
411 3 practice exp incongruent 444 1 1.179067
411 3 practice exp congruent 1 1 1.095266
411 3 practice exp congruent 4444 1 1.215648
411 3 practice exp incongruent 11 1 1.035457
411 3 practice exp incongruent 2 1 1.517865
411 3 practice exp neutral $ 1 1.141146
411 3 practice exp incongruent 3333 1 1.587624
411 3 practice exp neutral $$$ 1 1.048227
411 3 practice exp congruent 22 1 1.105634
411 3 practice exp congruent 1 1 1.073436
411 3 practice exp congruent 22 1 1.314535
411 3 practice exp incongruent 3333 1 1.538411
411 3 block1 warm-up incongruent 444 0 1.995008
411 3 block1 warm-up neutral $ 1 1.641333
411 3 block1 exp congruent 22 1 1.380025
411 3 block1 exp incongruent 2 1 1.48124
411 3 block1 exp neutral $$ 1 1.202485
411 3 block1 exp neutral $ 1 1.262287
411 3 block1 exp neutral $$$$ 1 1.608148
411 3 block1 exp neutral $ 1 1.027117
411 3 block1 exp congruent 4444 1 1.35019
411 3 block1 exp incongruent 3333 1 1.228098
411 3 block1 exp incongruent 11 1 1.015214
411 3 block1 exp congruent 4444 1 1.242953
411 3 block1 exp congruent 333 1 1.069506
411 3 block1 exp neutral $$$ 1 1.245551
411 3 block1 exp congruent 1 1 1.216048
411 3 block1 exp congruent 22 1 1.219836
411 3 block1 exp neutral $$$$ 1 1.287011
411 3 block1 exp congruent 333 1 0.991503
411 3 block1 exp congruent 4444 1 0.963918
411 3 block1 exp congruent 1 1 1.233615
411 3 block1 exp incongruent 3333 1 1.467111
411 3 block1 exp incongruent 444 1 1.108364
411 3 block1 exp incongruent 3333 1 0.95613
411 3 block1 exp neutral $$$ 1 0.985849
411 3 block1 exp neutral $$ 0 1.995005
411 3 block1 exp incongruent 11 1 1.011067
411 3 block1 exp incongruent 2 1 0.925772
411 3 block1 exp congruent 22 1 1.028789
411 3 block1 exp incongruent 2 1 0.78387
411 3 block1 exp congruent 1 1 0.660184
411 3 block1 exp congruent 333 1 1.309795
411 3 block1 exp neutral $$ 1 1.229624
411 3 block1 exp neutral $ 1 0.920826
411 3 block1 exp incongruent 11 1 1.05482
411 3 block1 exp incongruent 444 1 1.392597
411 3 block1 exp incongruent 11 1 1.125151
411 3 block1 exp neutral $$$ 1 1.180267
411 3 block1 exp incongruent 444 1 1.121377
411 3 block1 exp congruent 4444 1 1.016497
411 3 block1 exp congruent 1 1 0.612169
411 3 block1 exp incongruent 2 1 0.846763
411 3 block1 exp incongruent 444 1 0.937091
411 3 block1 exp congruent 333 1 0.911466
411 3 block1 exp congruent 1 1 0.559111
411 3 block1 exp neutral $$$ 1 0.876697
411 3 block1 exp incongruent 11 1 0.877686
411 3 block1 exp neutral $$ 1 1.038745
411 3 block1 exp incongruent 11 1 1.128129
411 3 block1 exp congruent 333 1 0.88724
411 3 block1 exp neutral $ 1 0.799608
411 3 block1 exp neutral $$$$ 1 0.95588
411 3 block1 exp incongruent 3333 1 1.017599
411 3 block1 exp neutral $$$ 1 0.812642
411 3 block1 exp congruent 333 1 0.792319
411 3 block1 exp neutral $$ 1 1.003638
411 3 block1 exp neutral $ 1 0.927362
411 3 block1 exp congruent 22 1 0.902392
411 3 block1 exp neutral $$$$ 1 0.942073
411 3 block1 exp incongruent 3333 1 0.932434
411 3 block1 exp congruent 4444 1 1.011484
411 3 block1 exp incongruent 2 1 0.895211
411 3 block1 exp congruent 22 1 0.998566
411 3 block1 exp incongruent 2 1 0.946957
411 3 block1 exp neutral $$$$ 1 1.017313
411 3 block1 exp incongruent 444 1 0.90839
411 3 block1 exp neutral $$$$ 1 0.948071
411 3 block1 exp neutral $$ 1 1.082457
411 3 block1 exp congruent 4444 1 1.131556
411 3 block1 exp congruent 22 1 1.105682
411 3 block1 exp neutral $$$ 1 1.353438
411 3 block1 exp congruent 1 1 0.895275
411 3 block1 exp incongruent 444 1 0.975646
411 3 block1 exp incongruent 3333 1 0.924709
411 3 block1 exp neutral $ 1 0.771741
411 3 block2 warm-up incongruent 3333 0 1.995011
411 3 block2 warm-up incongruent 11 1 0.969767
411 3 block2 exp incongruent 2 1 0.862801
411 3 block2 exp incongruent 11 1 0.992471
411 3 block2 exp congruent 4444 1 1.132892
411 3 block2 exp incongruent 444 1 1.004024
411 3 block2 exp neutral $$$$ 1 0.94368
411 3 block2 exp congruent 1 1 0.966086
411 3 block2 exp neutral $$$ 1 0.954785
411 3 block2 exp neutral $$$$ 1 0.952485
411 3 block2 exp congruent 333 1 0.886211
411 3 block2 exp congruent 1 1 0.702538
411 3 block2 exp neutral $$$ 1 1.086165
411 3 block2 exp incongruent 11 1 0.902571
411 3 block2 exp congruent 1 1 0.830297
411 3 block2 exp neutral $ 1 0.944271
411 3 block2 exp congruent 4444 1 0.85463
411 3 block2 exp congruent 1 1 0.568287
411 3 block2 exp incongruent 3333 1 0.877189
411 3 block2 exp incongruent 444 1 0.846181
411 3 block2 exp neutral $$$ 1 0.840499
411 3 block2 exp congruent 4444 1 0.938841
411 3 block2 exp congruent 22 1 0.97628
411 3 block2 exp congruent 333 1 0.877256
411 3 block2 exp neutral $$$$ 1 0.950281
411 3 block2 exp neutral $ 1 0.771977
411 3 block2 exp incongruent 3333 1 0.864936
411 3 block2 exp congruent 4444 1 0.818618
411 3 block2 exp incongruent 2 1 0.933619
411 3 block2 exp neutral $ 1 0.642964
411 3 block2 exp congruent 4444 1 0.853219
411 3 block2 exp neutral $$ 1 0.846897
411 3 block2 exp congruent 333 1 0.977199
411 3 block2 exp congruent 22 1 0.894258
411 3 block2 exp incongruent 11 1 0.894607
411 3 block2 exp incongruent 3333 1 0.950967
411 3 block2 exp congruent 333 1 0.844663
411 3 block2 exp congruent 22 1 0.853977
411 3 block2 exp congruent 1 1 0.527652
411 3 block2 exp incongruent 444 1 1.054542
411 3 block2 exp congruent 22 1 0.96027
411 3 block2 exp congruent 4444 1 0.893968
411 3 block2 exp neutral $$$ 1 0.814345
411 3 block2 exp incongruent 3333 1 0.857981
411 3 block2 exp neutral $$$ 1 0.786605
411 3 block2 exp neutral $ 1 0.718972
411 3 block2 exp neutral $$ 1 0.973896
411 3 block2 exp incongruent 2 1 0.866951
411 3 block2 exp neutral $$$$ 1 0.811973
411 3 block2 exp neutral $ 1 0.743595
411 3 block2 exp incongruent 2 1 0.661882
411 3 block2 exp congruent 333 1 0.959479
411 3 block2 exp neutral $$ 1 0.996182
411 3 block2 exp neutral $$$ 1 0.968602
411 3 block2 exp neutral $$ 1 1.029664
411 3 block2 exp congruent 22 1 0.976696
411 3 block2 exp incongruent 444 1 0.92573
411 3 block2 exp incongruent 11 1 0.91677
411 3 block2 exp incongruent 2 1 0.628463
411 3 block2 exp neutral $$ 1 0.814347
411 3 block2 exp incongruent 3333 1 0.86602
411 3 block2 exp congruent 22 1 0.907676
411 3 block2 exp incongruent 444 1 0.86741
411 3 block2 exp incongruent 11 1 0.868366
411 3 block2 exp neutral $$ 1 0.797381
411 3 block2 exp neutral $ 1 0.905701
411 3 block2 exp incongruent 444 1 0.960353
411 3 block2 exp congruent 333 1 0.782088
411 3 block2 exp incongruent 2 1 0.739039
411 3 block2 exp neutral $$$$ 1 0.969357
411 3 block2 exp congruent 1 1 0.502357
411 3 block2 exp neutral $$$$ 1 0.565889
411 3 block2 exp incongruent 3333 1 0.995447
411 3 block2 exp incongruent 11 1 1.030839
411 3 block3 warm-up neutral $$$ 1 1.303169
411 3 block3 warm-up neutral $$$$ 1 1.11904
411 3 block3 exp congruent 22 1 0.934209
411 3 block3 exp congruent 333 1 0.939502
411 3 block3 exp incongruent 2 1 0.785891
411 3 block3 exp neutral $$ 1 0.854183
411 3 block3 exp incongruent 2 1 0.711855
411 3 block3 exp incongruent 11 1 0.879455
411 3 block3 exp incongruent 2 1 0.608461
411 3 block3 exp congruent 22 1 0.564048
411 3 block3 exp congruent 333 1 1.033587
411 3 block3 exp incongruent 444 1 0.962994
411 3 block3 exp congruent 333 1 0.584688
411 3 block3 exp neutral $$ 1 0.876909
411 3 block3 exp neutral $$$$ 1 0.837921
411 3 block3 exp incongruent 444 1 0.784281
411 3 block3 exp neutral $ 1 0.572502
411 3 block3 exp neutral $$$$ 1 0.881436
411 3 block3 exp incongruent 3333 1 1.07447
411 3 block3 exp congruent 22 1 0.882526
411 3 block3 exp incongruent 444 1 0.779546
411 3 block3 exp congruent 4444 1 0.824513
411 3 block3 exp neutral $$ 1 0.827484
411 3 block3 exp congruent 333 1 0.790485
411 3 block3 exp neutral $$$$ 1 0.802808
411 3 block3 exp neutral $$$ 1 0.862444
411 3 block3 exp neutral $$$$ 1 0.967083
411 3 block3 exp incongruent 11 1 0.868167
411 3 block3 exp neutral $ 1 0.59718
411 3 block3 exp incongruent 11 1 0.633406
411 3 block3 exp incongruent 3333 1 0.876286
411 3 block3 exp congruent 1 1 0.6613
411 3 block3 exp neutral $$$ 1 1.030892
411 3 block3 exp neutral $$$$ 1 0.633937
411 3 block3 exp congruent 333 1 0.555177
411 3 block3 exp incongruent 2 1 0.752731
411 3 block3 exp neutral $ 1 0.566331
411 3 block3 exp congruent 22 1 1.027926
411 3 block3 exp incongruent 11 0 0.766985
411 3 block3 exp congruent 22 1 0.915945
411 3 block3 exp congruent 4444 1 0.827646
411 3 block3 exp incongruent 444 1 0.869637
411 3 block3 exp incongruent 11 1 0.894622
411 3 block3 exp incongruent 2 1 0.910979
411 3 block3 exp neutral $ 1 0.598664
411 3 block3 exp neutral $$$ 1 0.962911
411 3 block3 exp neutral $ 1 0.648586
411 3 block3 exp incongruent 3333 1 1.002853
411 3 block3 exp neutral $$$ 1 0.845623
411 3 block3 exp congruent 333 1 0.575854
411 3 block3 exp incongruent 444 1 0.70078
411 3 block3 exp incongruent 3333 1 0.820394
411 3 block3 exp congruent 1 1 0.663388
411 3 block3 exp congruent 4444 1 1.057018
411 3 block3 exp neutral $$ 1 0.970701
411 3 block3 exp incongruent 444 1 0.871757
411 3 block3 exp incongruent 11 1 1.015792
411 3 block3 exp incongruent 2 1 0.643518
411 3 block3 exp congruent 4444 1 0.837812
411 3 block3 exp incongruent 3333 1 0.800076
411 3 block3 exp neutral $$$ 1 0.772381
411 3 block3 exp incongruent 3333 1 0.801326
411 3 block3 exp neutral $$ 1 0.997005
411 3 block3 exp congruent 4444 0 1.995005
411 3 block3 exp congruent 1 1 0.909198
411 3 block3 exp congruent 4444 1 0.804887
411 3 block3 exp congruent 1 1 0.600499
411 3 block3 exp neutral $$ 1 0.828032
411 3 block3 exp congruent 22 1 0.879083
411 3 block3 exp congruent 1 1 0.792082
411 3 block3 exp neutral $ 1 0.731394
411 3 block3 exp congruent 1 1 0.522326
411 3 block3 exp neutral $$$ 1 0.913215
411 3 block3 exp neutral $$$$ 1 0.920904
411 3 block4 warm-up neutral $$$$ 1 1.169595
411 3 block4 warm-up incongruent 11 1 0.878723
411 3 block4 exp congruent 4444 1 0.982723
411 3 block4 exp incongruent 11 1 0.835793
411 3 block4 exp incongruent 2 1 0.646103
411 3 block4 exp congruent 1 1 0.480359
411 3 block4 exp neutral $ 1 0.729208
411 3 block4 exp incongruent 11 1 0.976172
411 3 block4 exp congruent 4444 1 0.621172
411 3 block4 exp neutral $$$$ 1 0.632099
411 3 block4 exp neutral $ 1 0.586026
411 3 block4 exp incongruent 444 1 0.934222
411 3 block4 exp congruent 333 1 0.604595
411 3 block4 exp neutral $$$$ 1 0.888171
411 3 block4 exp congruent 1 1 0.552481
411 3 block4 exp congruent 333 1 0.910044
411 3 block4 exp congruent 1 1 0.621712
411 3 block4 exp neutral $$ 1 1.040672
411 3 block4 exp congruent 1 1 0.714034
411 3 block4 exp incongruent 444 1 0.801673
411 3 block4 exp congruent 22 1 0.997318
411 3 block4 exp incongruent 2 1 0.833701
411 3 block4 exp neutral $$$ 1 0.908049
411 3 block4 exp neutral $$$$ 1 0.915714
411 3 block4 exp incongruent 444 1 0.667379
411 3 block4 exp neutral $$$ 1 0.699347
411 3 block4 exp neutral $$$$ 1 0.827591
411 3 block4 exp congruent 22 1 1.070596
411 3 block4 exp congruent 4444 1 0.855663
411 3 block4 exp incongruent 11 1 0.729341
411 3 block4 exp incongruent 3333 1 0.752278
411 3 block4 exp incongruent 444 1 0.91792
411 3 block4 exp congruent 4444 1 0.803949
411 3 block4 exp neutral $$$ 1 0.767571
411 3 block4 exp incongruent 3333 1 0.868578
411 3 block4 exp neutral $ 1 0.909548
411 3 block4 exp incongruent 2 1 0.781233
411 3 block4 exp incongruent 11 1 0.986243
411 3 block4 exp incongruent 3333 1 0.846613
411 3 block4 exp congruent 333 1 0.544905
411 3 block4 exp incongruent 2 1 1.262186
411 3 block4 exp neutral $$ 1 0.800007
411 3 block4 exp congruent 22 1 0.740299
411 3 block4 exp congruent 1 1 0.786581
411 3 block4 exp congruent 22 1 0.790858
411 3 block4 exp neutral $$ 1 0.771169
411 3 block4 exp congruent 333 1 0.888156
411 3 block4 exp congruent 22 1 0.983493
411 3 block4 exp neutral $ 1 0.78054
411 3 block4 exp incongruent 3333 1 0.993513
411 3 block4 exp neutral $$ 1 1.045905
411 3 block4 exp neutral $$$ 1 0.728312
411 3 block4 exp incongruent 2 1 0.999253
411 3 block4 exp neutral $$$ 1 0.811653
411 3 block4 exp congruent 333 1 0.558289
411 3 block4 exp incongruent 444 1 0.61181
411 3 block4 exp incongruent 3333 1 0.775392
411 3 block4 exp neutral $ 1 0.692356
411 3 block4 exp congruent 1 1 0.580606
411 3 block4 exp incongruent 2 1 0.521501
411 3 block4 exp congruent 333 1 0.976404
411 3 block4 exp congruent 22 1 0.917406
411 3 block4 exp congruent 4444 1 1.011468
411 3 block4 exp neutral $$$$ 1 0.551167
411 3 block4 exp neutral $$ 1 0.844751
411 3 block4 exp neutral $ 1 0.847058
411 3 block4 exp congruent 4444 1 0.569362
411 3 block4 exp incongruent 11 1 0.782278
411 3 block4 exp incongruent 3333 1 0.659203
411 3 block4 exp incongruent 444 1 0.780832
411 3 block4 exp neutral $$$ 1 0.66477
411 3 block4 exp neutral $$ 1 0.882348
411 3 block4 exp neutral $$$$ 1 0.827348
411 3 block4 exp incongruent 11 1 0.98238
412 3 practice exp congruent 333 1 1.892563
412 3 practice exp neutral $$ 1 1.333199
412 3 practice exp neutral $$$$ 1 1.020332
412 3 practice exp congruent 4444 1 0.759329
412 3 practice exp neutral $$$$ 1 0.755905
412 3 practice exp incongruent 444 1 0.905453
412 3 practice exp incongruent 2 0 1.105117
412 3 practice exp congruent 333 1 1.272866
412 3 practice exp neutral $$$ 1 1.042014
412 3 practice exp neutral $ 1 1.03634
412 3 practice exp neutral $$ 1 0.838671
412 3 practice exp incongruent 11 1 1.24798
412 3 practice exp incongruent 444 1 1.250416
412 3 practice exp congruent 1 1 0.916186
412 3 practice exp congruent 4444 1 0.811811
412 3 practice exp incongruent 11 1 0.999433
412 3 practice exp incongruent 2 1 0.851726
412 3 practice exp neutral $ 1 0.756411
412 3 practice exp incongruent 3333 1 0.825923
412 3 practice exp neutral $$$ 1 0.612874
412 3 practice exp congruent 22 1 0.744368
412 3 practice exp congruent 1 1 0.614614
412 3 practice exp congruent 22 1 0.698141
412 3 practice exp incongruent 3333 1 0.682362
412 3 block1 warm-up incongruent 444 1 1.359276
412 3 block1 warm-up neutral $ 1 0.69311
412 3 block1 exp congruent 22 1 0.717285
412 3 block1 exp incongruent 2 1 0.908168
412 3 block1 exp neutral $$ 1 0.971824
412 3 block1 exp neutral $ 1 0.815864
412 3 block1 exp neutral $$$$ 1 0.675427
412 3 block1 exp neutral $ 1 0.708322
412 3 block1 exp congruent 4444 1 0.651838
412 3 block1 exp incongruent 3333 1 0.621368
412 3 block1 exp incongruent 11 1 0.784219
412 3 block1 exp congruent 4444 1 0.596513
412 3 block1 exp congruent 333 1 0.728654
412 3 block1 exp neutral $$$ 1 0.846618
412 3 block1 exp congruent 1 1 0.664831
412 3 block1 exp congruent 22 1 0.658423
412 3 block1 exp neutral $$$$ 1 0.667955
412 3 block1 exp congruent 333 1 0.70882
412 3 block1 exp congruent 4444 1 0.916411
412 3 block1 exp congruent 1 1 1.068046
412 3 block1 exp incongruent 3333 1 0.685038
412 3 block1 exp incongruent 444 1 0.740278
412 3 block1 exp incongruent 3333 1 0.802557
412 3 block1 exp neutral $$$ 1 0.83013
412 3 block1 exp neutral $$ 1 1.001064
412 3 block1 exp incongruent 11 1 0.572736
412 3 block1 exp incongruent 2 1 0.609565
412 3 block1 exp congruent 22 1 0.565074
412 3 block1 exp incongruent 2 1 0.738604
412 3 block1 exp congruent 1 1 0.615824
412 3 block1 exp congruent 333 1 0.683349
412 3 block1 exp neutral $$ 1 0.820274
