sub ageGroup block trialType cond stim acc rt
165 1 block1 exp incongruent 4 1 0.642448
165 1 block1 exp congruent 22 1 0.636674
165 1 block1 exp incongruent 4 1 0.606939
165 1 block1 exp neutral $$$$ 1 0.522493
165 1 block1 exp incongruent 111 1 0.736352
165 1 block1 exp neutral $$$$ 1 0.510641
165 1 block1 exp neutral $$ 1 0.566147
165 1 block1 exp congruent 4444 1 0.475663
165 1 block1 exp congruent 22 1 0.420535
165 1 block1 exp neutral $$$ 1 0.575361
165 1 block1 exp congruent 1 1 0.51622
165 1 block1 exp incongruent 111 1 0.891778
165 1 block1 exp incongruent 2222 1 0.4431
165 1 block1 exp neutral $ 1 0.533289
165 1 block2 warm-up incongruent 2222 1 1.536356
165 1 block2 warm-up incongruent 33 1 1.014904
165 1 block2 exp incongruent 4 1 0.409616
165 1 block2 exp incongruent 33 1 0.653137
165 1 block2 exp congruent 4444 1 0.526725
165 1 block2 exp incongruent 111 1 0.565557
165 1 block2 exp neutral $$$$ 1 0.491101
165 1 block2 exp congruent 1 1 0.45129
165 1 block2 exp neutral $$$ 1 0.748768
165 1 block2 exp neutral $$$$ 1 0.531055
165 1 block2 exp congruent 333 1 0.585935
165 1 block2 exp congruent 1 1 0.493132
165 1 block2 exp neutral $$$ 1 0.557311
165 1 block2 exp incongruent 33 1 0.554866
165 1 block2 exp congruent 1 1 0.456383
165 1 block2 exp neutral $ 1 0.481912
165 1 block2 exp congruent 4444 1 0.634743
165 1 block2 exp congruent 1 1 0.484951
165 1 block2 exp incongruent 2222 1 0.509144
165 1 block2 exp incongruent 111 1 0.531667
165 1 block2 exp neutral $$$ 1 0.474524
165 1 block2 exp congruent 4444 1 0.49138
165 1 block2 exp congruent 22 1 0.539538
165 1 block2 exp congruent 333 1 0.489737
165 1 block2 exp neutral $$$$ 1 0.641939
165 1 block2 exp neutral $ 1 0.540173
165 1 block2 exp incongruent 2222 1 0.514365
165 1 block2 exp congruent 4444 1 0.504966
165 1 block2 exp incongruent 4 1 0.57643
165 1 block2 exp neutral $ 1 0.557296
165 1 block2 exp congruent 4444 1 0.458821
165 1 block2 exp neutral $$ 1 0.55632
165 1 block2 exp congruent 333 1 0.657884
165 1 block2 exp congruent 22 1 0.451442
165 1 block2 exp incongruent 33 1 0.444966
165 1 block2 exp incongruent 2222 1 0.478195
165 1 block2 exp congruent 333 1 0.503934
165 1 block2 exp congruent 22 1 0.51044
165 1 block2 exp congruent 1 1 0.413962
165 1 block2 exp incongruent 111 1 0.593462
165 1 block2 exp congruent 22 1 0.421693
165 1 block2 exp congruent 4444 1 0.480512
165 1 block2 exp neutral $$$ 1 0.465325
165 1 block2 exp incongruent 2222 1 0.498808
165 1 block2 exp neutral $$$ 1 0.394994
165 1 block2 exp neutral $ 1 0.494133
165 1 block2 exp neutral $$ 1 0.390315
165 1 block2 exp incongruent 4 1 0.466459
165 1 block2 exp neutral $$$$ 1 0.635975
165 1 block2 exp neutral $ 1 0.478187
165 1 block2 exp incongruent 4 1 0.463026
165 1 block2 exp congruent 333 1 0.520557
165 1 block2 exp neutral $$ 1 0.55942
165 1 block2 exp neutral $$$ 1 0.596915
165 1 block2 exp neutral $$ 1 0.760138
165 1 block2 exp congruent 22 1 0.453779
165 1 block2 exp incongruent 111 1 0.823285
165 1 block2 exp incongruent 33 1 0.650267
165 1 block2 exp incongruent 4 1 0.572494
165 1 block2 exp neutral $$ 1 0.593378
165 1 block2 exp incongruent 2222 1 0.573603
165 1 block2 exp congruent 22 1 0.45846
165 1 block2 exp incongruent 111 1 0.811023
165 1 block2 exp incongruent 33 1 0.438607
165 1 block2 exp neutral $$ 1 0.480797
165 1 block2 exp neutral $ 1 0.513648
165 1 block2 exp incongruent 111 1 0.537149
165 1 block2 exp congruent 333 1 0.471362
165 1 block2 exp incongruent 4 1 0.664197
165 1 block2 exp neutral $$$$ 1 0.728843
165 1 block2 exp congruent 1 1 0.487709
165 1 block2 exp neutral $$$$ 1 0.59991
165 1 block2 exp incongruent 2222 1 0.564097
165 1 block2 exp incongruent 33 1 0.913657
165 1 block3 warm-up neutral $$$ 1 0.969845
165 1 block3 warm-up neutral $$$$ 1 0.494852
165 1 block3 exp congruent 22 1 0.607046
165 1 block3 exp congruent 333 1 0.530602
165 1 block3 exp incongruent 4 1 0.529468
165 1 block3 exp neutral $$ 1 0.560319
165 1 block3 exp incongruent 4 1 0.556893
165 1 block3 exp incongruent 33 1 0.626384
165 1 block3 exp incongruent 4 1 0.56531
165 1 block3 exp congruent 22 1 0.466879
165 1 block3 exp congruent 333 1 0.548369
165 1 block3 exp incongruent 111 1 0.562569
165 1 block3 exp congruent 333 1 0.464114
165 1 block3 exp neutral $$ 1 0.529593
165 1 block3 exp neutral $$$$ 1 0.608426
165 1 block3 exp incongruent 111 1 0.666996
165 1 block3 exp neutral $ 1 0.53197
165 1 block3 exp neutral $$$$ 1 0.546792
165 1 block3 exp incongruent 2222 1 0.496987
165 1 block3 exp congruent 22 1 0.537176
165 1 block3 exp incongruent 111 1 0.711365
165 1 block3 exp congruent 4444 1 0.478985
165 1 block3 exp neutral $$ 1 0.431807
165 1 block3 exp congruent 333 1 0.482618
165 1 block3 exp neutral $$$$ 1 0.546476
165 1 block3 exp neutral $$$ 1 0.504645
165 1 block3 exp neutral $$$$ 1 0.480183
165 1 block3 exp incongruent 33 1 0.90502
165 1 block3 exp neutral $ 1 0.568694
165 1 block3 exp incongruent 33 1 0.605594
165 1 block3 exp incongruent 2222 1 0.673129
165 1 block3 exp congruent 1 1 0.497097
165 1 block3 exp neutral $$$ 1 0.817318
165 1 block3 exp neutral $$$$ 1 0.476236
165 1 block3 exp congruent 333 1 0.509086
165 1 block3 exp incongruent 4 1 0.5006
165 1 block3 exp neutral $ 1 0.468107
165 1 block3 exp congruent 22 1 0.444918
165 1 block3 exp incongruent 33 1 0.767146
165 1 block3 exp congruent 22 1 0.492081
165 1 block3 exp congruent 4444 1 0.499236
165 1 block3 exp incongruent 111 1 0.467441
165 1 block3 exp incongruent 33 1 0.492306
165 1 block3 exp incongruent 4 1 0.436451
165 1 block3 exp neutral $ 1 0.566621
165 1 block3 exp neutral $$$ 1 0.500147
165 1 block3 exp neutral $ 1 0.564324
165 1 block3 exp incongruent 2222 1 0.497831
165 1 block3 exp neutral $$$ 1 0.529072
165 1 block3 exp congruent 333 1 0.503906
165 1 block3 exp incongruent 111 1 0.463426
165 1 block3 exp incongruent 2222 1 0.536916
165 1 block3 exp congruent 1 1 0.623093
165 1 block3 exp congruent 4444 1 0.489995
165 1 block3 exp neutral $$ 1 0.554187
165 1 block3 exp incongruent 111 1 0.639744
165 1 block3 exp incongruent 33 1 0.545982
165 1 block3 exp incongruent 4 1 0.479173
165 1 block3 exp congruent 4444 1 0.496027
165 1 block3 exp incongruent 2222 1 0.504201
165 1 block3 exp neutral $$$ 1 0.527711
165 1 block3 exp incongruent 2222 1 0.510576
165 1 block3 exp neutral $$ 1 0.470107
165 1 block3 exp congruent 4444 1 0.398931
165 1 block3 exp congruent 1 1 0.475059
165 1 block3 exp congruent 4444 1 0.443919
165 1 block3 exp congruent 1 1 0.509004
165 1 block3 exp neutral $$ 1 0.612594
165 1 block3 exp congruent 22 1 0.496132
165 1 block3 exp congruent 1 1 0.512317
165 1 block3 exp neutral $ 1 0.49585
165 1 block3 exp congruent 1 1 0.456006
165 1 block3 exp neutral $$$ 1 0.561539
165 1 block3 exp neutral $$$$ 1 0.543084
165 1 block4 warm-up neutral $$$$ 1 1.053728
165 1 block4 warm-up incongruent 33 1 1.062452
165 1 block4 exp congruent 4444 1 0.480171
165 1 block4 exp incongruent 33 1 0.481019
165 1 block4 exp incongruent 4 1 0.721862
165 1 block4 exp congruent 1 1 0.384801
165 1 block4 exp neutral $ 1 0.492921
165 1 block4 exp incongruent 33 1 0.517104
165 1 block4 exp congruent 4444 1 0.435954
165 1 block4 exp neutral $$$$ 1 0.494099
165 1 block4 exp neutral $ 1 0.557322
165 1 block4 exp incongruent 111 1 0.626902
165 1 block4 exp congruent 333 1 0.533728
165 1 block4 exp neutral $$$$ 1 0.667954
165 1 block4 exp congruent 1 1 0.540894
165 1 block4 exp congruent 333 1 0.715092
165 1 block4 exp congruent 1 1 0.442693
165 1 block4 exp neutral $$ 1 0.491978
165 1 block4 exp congruent 1 1 0.420003
165 1 block4 exp incongruent 111 1 0.726851
165 1 block4 exp congruent 22 1 0.397758
165 1 block4 exp incongruent 4 1 0.6099
165 1 block4 exp neutral $$$ 1 0.589489
165 1 block4 exp neutral $$$$ 1 0.521743
165 1 block4 exp incongruent 111 1 0.544543
165 1 block4 exp neutral $$$ 1 0.478772
165 1 block4 exp neutral $$$$ 1 0.718639
165 1 block4 exp congruent 22 1 0.493511
165 1 block4 exp congruent 4444 1 0.541713
165 1 block4 exp incongruent 33 1 0.539921
165 1 block4 exp incongruent 2222 1 0.514111
165 1 block4 exp incongruent 111 1 0.601629
165 1 block4 exp congruent 4444 1 0.485243
165 1 block4 exp neutral $$$ 1 0.58137
165 1 block4 exp incongruent 2222 1 0.506269
165 1 block4 exp neutral $ 1 0.48076
165 1 block4 exp incongruent 4 1 0.489598
165 1 block4 exp incongruent 33 1 0.465753
165 1 block4 exp incongruent 2222 1 0.483284
165 1 block4 exp congruent 333 1 0.596118
165 1 block4 exp incongruent 4 1 0.544354
165 1 block4 exp neutral $$ 1 0.494547
165 1 block4 exp congruent 22 1 0.486704
165 1 block4 exp congruent 1 1 0.510897
165 1 block4 exp congruent 22 1 0.493422
165 1 block4 exp neutral $$ 1 0.517596
165 1 block4 exp congruent 333 1 0.524439
165 1 block4 exp congruent 22 1 0.563325
165 1 block4 exp neutral $ 1 0.432897
165 1 block4 exp incongruent 2222 1 0.619669
165 1 block4 exp neutral $$ 1 0.574572
165 1 block4 exp neutral $$$ 1 0.579472
165 1 block4 exp incongruent 4 1 0.535329
165 1 block4 exp neutral $$$ 1 0.541558
165 1 block4 exp congruent 333 1 0.507728
165 1 block4 exp incongruent 111 1 0.523287
165 1 block4 exp incongruent 2222 1 0.490099
165 1 block4 exp neutral $ 1 0.482273
165 1 block4 exp congruent 1 1 0.459126
165 1 block4 exp incongruent 4 1 0.628628
165 1 block4 exp congruent 333 1 0.519515
165 1 block4 exp congruent 22 1 0.437394
165 1 block4 exp congruent 4444 1 0.487542
165 1 block4 exp neutral $$$$ 1 0.567749
165 1 block4 exp neutral $$ 1 0.444611
165 1 block4 exp neutral $ 1 0.43877
165 1 block4 exp congruent 4444 1 0.496902
165 1 block4 exp incongruent 33 1 0.513098
165 1 block4 exp incongruent 2222 1 0.440609
165 1 block4 exp incongruent 111 1 0.609766
165 1 block4 exp neutral $$$ 1 0.589363
165 1 block4 exp neutral $$ 1 0.417538
165 1 block4 exp neutral $$$$ 1 0.588361
165 1 block4 exp incongruent 33 1 0.400591
166 1 practice exp congruent 333 0 0.863978
166 1 practice exp neutral $$ 1 0.512576
166 1 practice exp neutral $$$$ 1 0.536055
166 1 practice exp congruent 4444 1 0.462219
166 1 practice exp neutral $$$$ 1 0.51167
166 1 practice exp incongruent 111 1 0.799179
166 1 practice exp incongruent 4 1 0.747439
166 1 practice exp congruent 333 1 0.561612
166 1 practice exp neutral $$$ 1 0.4312
166 1 practice exp neutral $ 1 0.58492
166 1 practice exp neutral $$ 1 0.893123
166 1 practice exp incongruent 33 0 0.533424
166 1 practice exp incongruent 111 1 0.932231
166 1 practice exp congruent 1 1 0.819212
166 1 practice exp congruent 4444 1 0.63815
166 1 practice exp incongruent 33 1 0.584393
166 1 practice exp incongruent 4 1 0.788548
166 1 practice exp neutral $ 1 0.711804
166 1 practice exp incongruent 2222 1 0.887415
166 1 practice exp neutral $$$ 1 0.503706
166 1 practice exp congruent 22 1 0.639158
166 1 practice exp congruent 1 1 0.449361
166 1 practice exp congruent 22 1 0.603496
166 1 practice exp incongruent 2222 1 0.646995
166 1 block1 warm-up incongruent 111 0 1.160701
166 1 block1 warm-up neutral $ 1 0.462304
166 1 block1 exp congruent 22 1 0.471769
166 1 block1 exp incongruent 4 1 0.056568
166 1 block1 exp neutral $$ 1 0.457879
166 1 block1 exp neutral $ 1 0.531312
166 1 block1 exp neutral $$$$ 1 0.530154
166 1 block1 exp neutral $ 1 0.504033
166 1 block1 exp congruent 4444 1 0.543441
166 1 block1 exp incongruent 2222 1 0.749632
166 1 block1 exp incongruent 33 1 0.81184
166 1 block1 exp congruent 4444 1 0.543429
166 1 block1 exp congruent 333 1 0.549633
166 1 block1 exp neutral $$$ 1 0.699816
166 1 block1 exp congruent 1 1 0.508025
166 1 block1 exp congruent 22 1 0.52348
166 1 block1 exp neutral $$$$ 1 0.5533
166 1 block1 exp congruent 333 1 0.590786
166 1 block1 exp congruent 4444 1 0.538988
166 1 block1 exp congruent 1 1 0.521145
166 1 block1 exp incongruent 2222 1 0.471955
166 1 block1 exp incongruent 111 1 0.600726
166 1 block1 exp incongruent 2222 1 0.66027
166 1 block1 exp neutral $$$ 1 0.597818
166 1 block1 exp neutral $$ 1 0.721979
166 1 block1 exp incongruent 33 1 0.799905
166 1 block1 exp incongruent 4 1 0.80417
166 1 block1 exp congruent 22 1 0.543766
166 1 block1 exp incongruent 4 1 0.653924
166 1 block1 exp congruent 1 1 0.575416
166 1 block1 exp congruent 333 1 0.916269
166 1 block1 exp neutral $$ 1 0.947951
166 1 block1 exp neutral $ 1 0.482238
166 1 block1 exp incongruent 33 1 0.658034
166 1 block1 exp incongruent 111 1 0.5556
166 1 block1 exp incongruent 33 1 0.649099
166 1 block1 exp neutral $$$ 1 0.555305
166 1 block1 exp incongruent 111 1 0.68877
166 1 block1 exp congruent 4444 1 0.568991
166 1 block1 exp congruent 1 1 0.493841
166 1 block1 exp incongruent 4 1 0.693034
166 1 block1 exp incongruent 111 1 0.645213
166 1 block1 exp congruent 333 1 0.639387
166 1 block1 exp congruent 1 1 0.521567
166 1 block1 exp neutral $$$ 1 0.584388
166 1 block1 exp incongruent 33 1 0.596563
166 1 block1 exp neutral $$ 1 0.728782
166 1 block1 exp incongruent 33 1 0.543675
166 1 block1 exp congruent 333 1 0.477844
166 1 block1 exp neutral $ 1 0.549598
166 1 block1 exp neutral $$$$ 1 0.715754
166 1 block1 exp incongruent 2222 1 0.739367
166 1 block1 exp neutral $$$ 1 0.513551
166 1 block1 exp congruent 333 1 0.449056
166 1 block1 exp neutral $$ 1 0.691181
166 1 block1 exp neutral $ 1 0.795387
166 1 block1 exp congruent 22 1 0.527665
166 1 block1 exp neutral $$$$ 1 0.637479
166 1 block1 exp incongruent 2222 1 0.52764
166 1 block1 exp congruent 4444 1 0.502474
166 1 block1 exp incongruent 4 1 0.637938
166 1 block1 exp congruent 22 1 0.568168
166 1 block1 exp incongruent 4 1 0.524995
166 1 block1 exp neutral $$$$ 1 0.563858
166 1 block1 exp incongruent 111 1 0.825337
166 1 block1 exp neutral $$$$ 1 0.651234
166 1 block1 exp neutral $$ 0 0.812805
166 1 block1 exp congruent 4444 1 0.576409
166 1 block1 exp congruent 22 1 0.645216
166 1 block1 exp neutral $$$ 1 0.631424
166 1 block1 exp congruent 1 1 0.474251
166 1 block1 exp incongruent 111 1 0.587073
166 1 block1 exp incongruent 2222 1 0.535258
166 1 block1 exp neutral $ 1 0.572386
166 1 block2 warm-up incongruent 2222 1 1.473716
166 1 block2 warm-up incongruent 33 1 0.986886
166 1 block2 exp incongruent 4 1 0.679213
166 1 block2 exp incongruent 33 1 0.663046
166 1 block2 exp congruent 4444 1 0.504614
166 1 block2 exp incongruent 111 1 0.672097
166 1 block2 exp neutral $$$$ 1 0.592971
166 1 block2 exp congruent 1 1 0.549151
166 1 block2 exp neutral $$$ 1 0.723293
166 1 block2 exp neutral $$$$ 1 0.474166
166 1 block2 exp congruent 333 1 0.723003
166 1 block2 exp congruent 1 1 0.496899
166 1 block2 exp neutral $$$ 1 0.68101
166 1 block2 exp incongruent 33 1 0.705887
166 1 block2 exp congruent 1 1 0.489455
166 1 block2 exp neutral $ 1 0.58558
166 1 block2 exp congruent 4444 1 0.661769
166 1 block2 exp congruent 1 1 0.639305
166 1 block2 exp incongruent 2222 1 1.528704
166 1 block2 exp incongruent 111 1 0.73573
166 1 block2 exp neutral $$$ 1 0.797965
166 1 block2 exp congruent 4444 1 0.594241
166 1 block2 exp congruent 22 1 0.726418
166 1 block2 exp congruent 333 1 0.509291
166 1 block2 exp neutral $$$$ 1 0.548753
166 1 block2 exp neutral $ 1 0.642927
166 1 block2 exp incongruent 2222 1 0.765115
166 1 block2 exp congruent 4444 1 0.54573
166 1 block2 exp incongruent 4 1 0.583848
166 1 block2 exp neutral $ 1 0.516063
166 1 block2 exp congruent 4444 1 0.499519
166 1 block2 exp neutral $$ 1 0.747731
166 1 block2 exp congruent 333 1 0.617949
166 1 block2 exp congruent 22 1 0.580738
166 1 block2 exp incongruent 33 1 0.585584
166 1 block2 exp incongruent 2222 1 0.604752
166 1 block2 exp congruent 333 1 0.560297
166 1 block2 exp congruent 22 1 0.581803
166 1 block2 exp congruent 1 1 0.522639
166 1 block2 exp incongruent 111 0 0.681421
166 1 block2 exp congruent 22 1 0.578329
166 1 block2 exp congruent 4444 1 0.559141
166 1 block2 exp neutral $$$ 1 0.732644
166 1 block2 exp incongruent 2222 0 0.611545
166 1 block2 exp neutral $$$ 1 0.718039
166 1 block2 exp neutral $ 1 0.620939
166 1 block2 exp neutral $$ 1 0.647842
166 1 block2 exp incongruent 4 1 0.650021
166 1 block2 exp neutral $$$$ 1 0.764223
166 1 block2 exp neutral $ 1 0.657803
166 1 block2 exp incongruent 4 1 0.811352
166 1 block2 exp congruent 333 1 0.670885
166 1 block2 exp neutral $$ 1 0.67881
166 1 block2 exp neutral $$$ 1 0.951702
166 1 block2 exp neutral $$ 1 0.60531
166 1 block2 exp congruent 22 1 0.472858
166 1 block2 exp incongruent 111 1 0.705651
166 1 block2 exp incongruent 33 1 0.593214
166 1 block2 exp incongruent 4 1 0.685375
166 1 block2 exp neutral $$ 1 0.589604
166 1 block2 exp incongruent 2222 1 0.752812
166 1 block2 exp congruent 22 1 0.726324
166 1 block2 exp incongruent 111 1 0.733241
166 1 block2 exp incongruent 33 1 0.71617
166 1 block2 exp neutral $$ 1 0.555707
166 1 block2 exp neutral $ 1 0.593222
166 1 block2 exp incongruent 111 1 0.717381
166 1 block2 exp congruent 333 1 0.636289
166 1 block2 exp incongruent 4 1 0.909499
166 1 block2 exp neutral $$$$ 1 0.637085
166 1 block2 exp congruent 1 1 0.655275
166 1 block2 exp neutral $$$$ 1 0.616817
166 1 block2 exp incongruent 2222 1 0.644365
166 1 block2 exp incongruent 33 1 0.790564
166 1 block3 warm-up neutral $$$ 1 1.211028
166 1 block3 warm-up neutral $$$$ 1 0.702704
166 1 block3 exp congruent 22 1 0.686271
166 1 block3 exp congruent 333 1 0.526506
166 1 block3 exp incongruent 4 0 0.900323
166 1 block3 exp neutral $$ 1 0.539973
166 1 block3 exp incongruent 4 1 0.842177
166 1 block3 exp incongruent 33 1 0.828415
166 1 block3 exp incongruent 4 1 0.831334
166 1 block3 exp congruent 22 1 0.506307
166 1 block3 exp congruent 333 1 0.793716
166 1 block3 exp incongruent 111 1 1.533031
166 1 block3 exp congruent 333 1 0.740194
166 1 block3 exp neutral $$ 1 0.914469
166 1 block3 exp neutral $$$$ 1 0.682068
166 1 block3 exp incongruent 111 1 0.99499
166 1 block3 exp neutral $ 1 0.727303
166 1 block3 exp neutral $$$$ 1 0.734178
166 1 block3 exp incongruent 2222 1 0.988434
166 1 block3 exp congruent 22 1 0.91183
166 1 block3 exp incongruent 111 0 0.687426
166 1 block3 exp congruent 4444 1 0.711596
166 1 block3 exp neutral $$ 1 0.647177
166 1 block3 exp congruent 333 1 0.849368
166 1 block3 exp neutral $$$$ 1 0.803662
166 1 block3 exp neutral $$$ 1 0.791231
166 1 block3 exp neutral $$$$ 1 0.651501
166 1 block3 exp incongruent 33 1 1.268051
166 1 block3 exp neutral $ 1 0.709172
166 1 block3 exp incongruent 33 1 1.356739
166 1 block3 exp incongruent 2222 1 0.954546
166 1 block3 exp congruent 1 1 0.68019
166 1 block3 exp neutral $$$ 1 0.833092
166 1 block3 exp neutral $$$$ 1 1.050979
166 1 block3 exp congruent 333 1 1.236717
166 1 block3 exp incongruent 4 1 0.94314
166 1 block3 exp neutral $ 1 1.109474
166 1 block3 exp congruent 22 1 0.605174
166 1 block3 exp incongruent 33 1 0.624694
166 1 block3 exp congruent 22 1 0.69953
166 1 block3 exp congruent 4444 1 0.891786
166 1 block3 exp incongruent 111 1 1.003051
166 1 block3 exp incongruent 33 1 0.966749
166 1 block3 exp incongruent 4 1 1.09242
166 1 block3 exp neutral $ 1 0.70876
166 1 block3 exp neutral $$$ 1 0.97231
166 1 block3 exp neutral $ 1 0.793318
166 1 block3 exp incongruent 2222 1 0.677523
166 1 block3 exp neutral $$$ 1 0.861482
166 1 block3 exp congruent 333 1 0.53505
166 1 block3 exp incongruent 111 1 0.741209
166 1 block3 exp incongruent 2222 1 0.643469
166 1 block3 exp congruent 1 1 0.637663
166 1 block3 exp congruent 4444 1 1.151864
166 1 block3 exp neutral $$ 1 0.965556
166 1 block3 exp incongruent 111 1 0.659214
166 1 block3 exp incongruent 33 1 0.70779
166 1 block3 exp incongruent 4 1 0.67531
166 1 block3 exp congruent 4444 1 0.636185
166 1 block3 exp incongruent 2222 1 0.638421
166 1 block3 exp neutral $$$ 1 0.800605
166 1 block3 exp incongruent 2222 1 1.004177
166 1 block3 exp neutral $$ 1 0.711829
166 1 block3 exp congruent 4444 1 0.598403
166 1 block3 exp congruent 1 1 0.674617
166 1 block3 exp congruent 4444 1 0.603508
166 1 block3 exp congruent 1 1 0.798965
166 1 block3 exp neutral $$ 1 0.707163
166 1 block3 exp congruent 22 1 0.714787
166 1 block3 exp congruent 1 1 0.418336
166 1 block3 exp neutral $ 1 0.637115
166 1 block3 exp congruent 1 1 0.59132
166 1 block3 exp neutral $$$ 1 0.738519
166 1 block3 exp neutral $$$$ 1 0.616703
166 1 block4 warm-up neutral $$$$ 1 0.634731
166 1 block4 warm-up incongruent 33 1 0.580889
166 1 block4 exp congruent 4444 1 0.536758
166 1 block4 exp incongruent 33 1 0.574908
166 1 block4 exp incongruent 4 1 0.56376
166 1 block4 exp congruent 1 1 0.577227
166 1 block4 exp neutral $ 1 0.614044
166 1 block4 exp incongruent 33 1 0.497574
166 1 block4 exp congruent 4444 1 0.625726
166 1 block4 exp neutral $$$$ 1 0.57263
166 1 block4 exp neutral $ 1 0.464423
166 1 block4 exp incongruent 111 1 0.809915
166 1 block4 exp congruent 333 1 0.469441
166 1 block4 exp neutral $$$$ 1 0.558261
166 1 block4 exp congruent 1 1 0.563771
166 1 block4 exp congruent 333 1 0.985268
166 1 block4 exp congruent 1 1 0.485566
166 1 block4 exp neutral $$ 1 0.797716
166 1 block4 exp congruent 1 1 0.416945
166 1 block4 exp incongruent 111 1 0.812419
166 1 block4 exp congruent 22 1 0.568004
166 1 block4 exp incongruent 4 1 0.660905
166 1 block4 exp neutral $$$ 1 0.654413
166 1 block4 exp neutral $$$$ 1 0.623943
166 1 block4 exp incongruent 111 1 0.930814
166 1 block4 exp neutral $$$ 1 0.809747
166 1 block4 exp neutral $$$$ 1 0.668372
166 1 block4 exp congruent 22 1 0.861261
166 1 block4 exp congruent 4444 1 0.582851
166 1 block4 exp incongruent 33 1 0.699692
166 1 block4 exp incongruent 2222 1 0.603925
166 1 block4 exp incongruent 111 0 0.711444
166 1 block4 exp congruent 4444 1 0.486961
166 1 block4 exp neutral $$$ 1 0.542155
166 1 block4 exp incongruent 2222 1 0.77227
166 1 block4 exp neutral $ 1 0.833213
166 1 block4 exp incongruent 4 1 1.652146
166 1 block4 exp incongruent 33 0 0.590027
166 1 block4 exp incongruent 2222 1 1.098275
166 1 block4 exp congruent 333 1 1.018596
166 1 block4 exp incongruent 4 1 0.973633
166 1 block4 exp neutral $$ 1 0.561626
166 1 block4 exp congruent 22 1 0.70312
166 1 block4 exp congruent 1 1 0.382626
166 1 block4 exp congruent 22 1 0.731425
166 1 block4 exp neutral $$ 1 0.650298
166 1 block4 exp congruent 333 1 0.731846
166 1 block4 exp congruent 22 1 0.634723
166 1 block4 exp neutral $ 1 0.556011
166 1 block4 exp incongruent 2222 1 0.705437
166 1 block4 exp neutral $$ 1 0.617009
166 1 block4 exp neutral $$$ 1 0.843888
166 1 block4 exp incongruent 4 1 0.726155
166 1 block4 exp neutral $$$ 1 1.245019
166 1 block4 exp congruent 333 1 0.767435
166 1 block4 exp incongruent 111 1 0.9484
166 1 block4 exp incongruent 2222 1 1.457749
166 1 block4 exp neutral $ 1 0.747539
166 1 block4 exp congruent 1 1 0.641809
166 1 block4 exp incongruent 4 1 0.747965
166 1 block4 exp congruent 333 1 1.010292
166 1 block4 exp congruent 22 1 1.005916
166 1 block4 exp congruent 4444 1 1.113611
166 1 block4 exp neutral $$$$ 1 1.312298
166 1 block4 exp neutral $$ 1 0.656034
166 1 block4 exp neutral $ 1 0.881594
166 1 block4 exp congruent 4444 1 0.618577
166 1 block4 exp incongruent 33 1 0.653424
166 1 block4 exp incongruent 2222 1 0.910978
166 1 block4 exp incongruent 111 0 1.995005
166 1 block4 exp neutral $$$ 1 0.994359
166 1 block4 exp neutral $$ 1 0.574713
166 1 block4 exp neutral $$$$ 1 0.619506
166 1 block4 exp incongruent 33 1 1.286354
167 1 practice exp congruent 333 1 1.44533
167 1 practice exp neutral $$ 0 0.191784
167 1 practice exp neutral $$$$ 1 0.987865
167 1 practice exp congruent 4444 1 0.704214
167 1 practice exp neutral $$$$ 1 0.599776
167 1 practice exp incongruent 222 1 0.891
167 1 practice exp incongruent 3 1 0.80329
167 1 practice exp congruent 333 1 0.886918
167 1 practice exp neutral $$$ 1 0.655238
167 1 practice exp neutral $ 1 0.512795
167 1 practice exp neutral $$ 1 0.472283
167 1 practice exp incongruent 44 1 0.825134
167 1 practice exp incongruent 222 1 0.74711
167 1 practice exp congruent 1 1 0.505332
167 1 practice exp congruent 4444 1 0.504816
167 1 practice exp incongruent 44 0 0.472305
167 1 practice exp incongruent 3 1 0.825131
167 1 practice exp neutral $ 1 0.540076
167 1 practice exp incongruent 1111 0 1.066326
167 1 practice exp neutral $$$ 1 1.372058
167 1 practice exp congruent 22 1 0.808213
167 1 practice exp congruent 1 1 0.547798
167 1 practice exp congruent 22 1 0.609959
167 1 practice exp incongruent 1111 0 0.829627
167 1 block1 warm-up incongruent 222 0 1.740371
167 1 block1 warm-up neutral $ 1 0.866013
167 1 block1 exp congruent 22 1 0.851644
167 1 block1 exp incongruent 3 1 0.741282
167 1 block1 exp neutral $$ 1 0.603561
167 1 block1 exp neutral $ 1 0.719107
167 1 block1 exp neutral $$$$ 0 1.995008
167 1 block1 exp neutral $ 1 1.058801
167 1 block1 exp congruent 4444 1 0.580462
167 1 block1 exp incongruent 1111 1 0.744348
167 1 block1 exp incongruent 44 1 0.846632
167 1 block1 exp congruent 4444 1 0.648909
167 1 block1 exp congruent 333 1 0.699122
167 1 block1 exp neutral $$$ 1 0.499369
167 1 block1 exp congruent 1 1 0.499499
167 1 block1 exp congruent 22 1 0.539695
167 1 block1 exp neutral $$$$ 1 0.505827
167 1 block1 exp congruent 333 1 0.624363
167 1 block1 exp congruent 4444 1 0.523216
167 1 block1 exp congruent 1 1 0.562042
167 1 block1 exp incongruent 1111 0 0.671611
167 1 block1 exp incongruent 222 1 1.128505
167 1 block1 exp incongruent 1111 1 0.671545
167 1 block1 exp neutral $$$ 1 0.784522
167 1 block1 exp neutral $$ 1 0.756739
167 1 block1 exp incongruent 44 1 0.753332
167 1 block1 exp incongruent 3 1 0.782961
167 1 block1 exp congruent 22 1 0.571869
