0 01 00 00 0 0 1 0 1 +1.681236 0 
0 01 00 01 0 1 0 0 1 +1.085295 0 
0 01 00 02 0 0 1 0 1 +0.651648 0 
0 01 00 03 0 0 1 0 1 +0.488982 0 
0 01 00 04 1 0 0 1 1 +0.620867 0 
0 01 00 05 1 0 0 1 1 +0.376594 0 
0 01 00 06 0 0 1 0 1 +0.489857 0 
0 01 00 07 0 0 1 0 1 +0.487226 0 
0 01 00 08 0 0 1 0 1 +0.431552 0 
0 01 00 09 1 1 1 1 1 +0.735709 0 
0 01 00 10 1 1 1 1 1 +0.372952 0 
0 01 00 11 1 0 0 1 1 +0.530947 0 
0 01 00 12 1 0 0 1 1 +0.445075 0 
0 01 00 13 1 1 1 1 1 +0.372192 0 
0 01 00 14 1 1 1 1 1 +0.353847 0 
0 01 00 15 1 1 1 1 1 +0.357870 0 
0 01 00 16 0 1 0 0 1 +0.518525 0 
0 01 00 17 1 1 1 1 1 +0.524478 0 
0 01 00 18 0 0 1 0 1 +1.618640 0 
0 01 00 19 1 0 0 1 1 +0.750836 0 
0 01 00 20 0 1 0 0 1 +0.502750 0 
0 01 00 21 0 0 1 0 1 +1.034896 0 
0 01 00 22 0 0 1 0 1 +0.402329 0 
0 01 00 23 0 1 0 0 1 +0.465403 0 
0 01 00 24 1 0 0 1 1 +0.372900 0 
0 01 00 25 1 0 0 1 1 +0.348916 0 
0 01 00 26 0 1 0 0 1 +0.492786 0 
0 01 00 27 1 1 1 1 1 +0.677274 0 
0 01 00 28 1 1 1 1 1 +0.403210 0 
0 01 00 29 1 1 1 1 1 +0.343485 0 
0 01 00 30 0 1 0 0 1 +0.448171 0 
0 01 00 31 0 0 1 0 1 +0.358430 0 
0 01 00 32 1 0 0 1 1 +0.387332 0 
0 01 00 33 0 1 0 0 1 +0.420281 0 
0 01 00 34 0 0 1 0 1 +0.880553 0 
0 01 00 35 0 0 1 0 1 +0.340644 0 
0 01 00 36 0 1 0 0 1 +0.400311 0 
0 01 00 37 1 0 0 1 1 +0.415485 0 
