subject,session,date,time,list,phase,serial_position,cue,target,rt,correct,...11,...12,...13,...14,...15,...16
9036,1,11/07/22,11:51:00,8,recall,6,NA,visit,6674.8969,0,NA,NA,NA,NA,NA,NA
9036,1,11/07/22,11:51:00,8,recall,6,NA,vista,7230.8712,0,NA,NA,NA,NA,NA,NA
9036,1,11/07/22,11:51:00,9,recall,1,NA,bonus,2811.3365,1,NA,NA,NA,NA,NA,NA
9036,1,11/07/22,11:51:00,9,recall,9,NA,theft,1397.7198,1,NA,NA,NA,NA,NA,NA
9036,1,11/07/22,11:51:00,9,recall,3,NA,trial,2959.1387,1,NA,NA,NA,NA,NA,NA
9036,1,11/07/22,11:51:00,9,recall,10,NA,puppy,4190.4211,1,NA,NA,NA,NA,NA,NA
9036,1,11/07/22,11:51:00,9,recall,4,NA,corps,1637.0385,1,NA,NA,NA,NA,NA,NA
9036,1,11/07/22,11:51:00,9,recall,9,NA,theft,1470.7855,1,NA,NA,NA,NA,NA,NA
9036,1,11/07/22,11:51:00,9,recall,9,NA,wrist,20594.929,0,NA,NA,NA,NA,NA,NA
9036,1,11/07/22,11:51:00,10,recall,1,NA,arena,1810.2438,1,NA,NA,NA,NA,NA,NA
9036,1,11/07/22,11:51:00,10,recall,2,NA,camel,1605.1585,1,NA,NA,NA,NA,NA,NA
9036,1,11/07/22,11:51:00,10,recall,3,NA,honey,2443.8716,1,NA,NA,NA,NA,NA,NA
9036,1,11/07/22,11:51:00,10,recall,4,NA,carol,2098.3914,1,NA,NA,NA,NA,NA,NA
9036,1,11/07/22,11:51:00,10,recall,5,NA,laser,1817.7126,1,NA,NA,NA,NA,NA,NA
9036,1,11/07/22,11:51:00,10,recall,6,NA,chest,1118.0929,1,NA,NA,NA,NA,NA,NA
9036,1,11/07/22,11:51:00,10,recall,9,NA,motif,2762.5979,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,1,recall,6,NA,agent,1998.3071,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,1,recall,7,NA,ebony,2185.1034,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,1,recall,8,NA,cheek,988.8196,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,1,recall,9,NA,vista,1397.2904,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,1,recall,10,NA,venue,3171.0584,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,1,recall,1,NA,novel,10626.551,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,1,recall,2,NA,batch,2827.8741,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,1,recall,3,NA,faith,3699.5535,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,2,recall,6,NA,dough,2027.5318,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,2,recall,7,NA,metal,1227.819,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,2,recall,8,NA,shelf,924.167,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,2,recall,9,NA,liver,1682.8626,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,2,recall,10,NA,pearl,2490.993,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,2,recall,1,NA,music,1297.5619,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,2,recall,3,NA,intro,1196.1067,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,2,recall,2,NA,angel,1211.1714,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,2,recall,4,NA,thing,4171.1108,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,2,recall,5,NA,straw,20147.3841,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,3,recall,8,NA,hobby,2589.0411,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,3,recall,8,NA,growth,1723.7695,0,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,3,recall,8,NA,wideth,1105.7155,0,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,3,recall,1,NA,bread,1284.9816,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,3,recall,2,NA,mason,1195.7292,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,3,recall,3,NA,booth,1845.0634,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,3,recall,4,NA,tiger,2699.0309,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,3,recall,7,NA,robin,1213.1344,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,3,recall,6,NA,glory,6715.9761,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,4,recall,6,NA,locus,1476.3764,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,4,recall,7,NA,thief,963.3409,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,4,recall,8,NA,glass,937.9759,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,4,recall,9,NA,piano,2555.4929,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,4,recall,10,NA,karma,2307.9098,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,4,recall,1,NA,hobby,4339.5318,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,4,recall,2,NA,wagon,1364.6364,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,4,recall,3,NA,arbor,1897.9033,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,4,recall,4,NA,youth,1333.3898,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,5,recall,6,NA,viper,1477.0563,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,5,recall,7,NA,drake,970.7407,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,5,recall,8,NA,ozone,1002.5979,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,5,recall,9,NA,bunny,2707.1535,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,5,recall,10,NA,chunk,1226.8248,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,5,recall,1,NA,lemur,27164.9332,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,5,recall,2,NA,world,1227.4498,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,5,recall,3,NA,beard,1835.2779,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,5,recall,4,NA,tooth,2395.4087,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,5,recall,5,NA,panel,1634.3266,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,6,recall,6,NA,sheep,1722.7085,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,6,recall,7,NA,tribe,1085.4589,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,6,recall,9,NA,basis,2272.8446,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,6,recall,10,NA,lotus,1521.6869,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,6,recall,1,NA,ridge,3588.8004,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,6,recall,2,NA,alley,1506.7519,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,6,recall,3,NA,digit,2228.9486,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,6,recall,4,NA,plaza,4485.2416,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,6,recall,5,NA,beast,5085.2589,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,7,recall,6,NA,mercy,1903.0392,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,7,recall,7,NA,trend,882.6255,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,7,recall,8,NA,demon,2459.5301,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,7,recall,9,NA,quota,1795.6071,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,7,recall,10,NA,river,1530.8996,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,7,recall,1,NA,saint,3085.1086,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,7,recall,2,NA,bench,1186.9325,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,7,recall,3,NA,adobe,20202.0438,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,8,recall,6,NA,house,1463.2322,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,8,recall,7,NA,cache,1148.8015,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,8,recall,8,NA,dozen,1098.5226,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,8,recall,9,NA,smith,3627.8761,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,8,recall,10,NA,drama,1276.8824,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,8,recall,2,NA,flyer,2009.6747,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,8,recall,5,NA,quest,3980.2446,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,9,recall,6,NA,atlas,1199.2952,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,9,recall,7,NA,elite,1028.0059,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,9,recall,8,NA,movie,1107.9569,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,9,recall,9,NA,theft,1018.7817,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,9,recall,10,NA,puppy,1384.0427,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,9,recall,8,NA,movie,3037.0967,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,9,recall,3,NA,trial,3477.1551,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,9,recall,5,NA,forum,2049.5389,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,9,recall,4,NA,corps,2075.4004,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,10,recall,6,NA,chest,1738.1245,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,10,recall,7,NA,guild,1324.2996,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,10,recall,8,NA,unity,1603.131,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,10,recall,9,NA,motif,3227.9862,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,10,recall,10,NA,realm,1411.0123,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,10,recall,2,NA,camel,4404.8812,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,10,recall,4,NA,carol,1532.3435,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,10,recall,3,NA,honey,1250.7992,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,10,recall,5,NA,laser,906.8913,1,NA,NA,NA,NA,NA,NA
9037,1,11/07/22,11:49:00,10,recall,1,NA,arena,5394.7511,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,1,recall,1,NA,noble,4962.8099,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,1,recall,2,NA,batch,2703.0251,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,1,recall,2,NA,noble,34245.7912,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,1,recall,2,NA,batch,2730.7441,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,2,recall,1,NA,music,5057.5267,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,2,recall,1,NA,batch,4278.6084,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,2,recall,4,NA,thing,2640.9411,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,2,recall,3,NA,intro,2949.5346,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,2,recall,9,NA,liver,7886.8889,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,2,recall,9,NA,liver,6587.1399,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,2,recall,9,NA,msic,5263.078,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,2,recall,9,NA,batch,2689.614,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,3,recall,10,NA,width,12065.3725,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,3,recall,10,NA,grrove,2396.909,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,3,recall,1,NA,bread,6016.8944,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,3,recall,1,NA,left,1977.1491,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,3,recall,1,NA,bread,1990.3421,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,3,recall,1,NA,liver,4816.8816,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,3,recall,1,NA,groove,2862.9053,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,3,recall,1,NA,batch,2365.8656,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,4,recall,10,NA,karma,2773.189,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,4,recall,2,NA,wagon,2451.5109,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,4,recall,1,NA,hobby,2160.6828,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,4,recall,4,NA,youth,2464.4069,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,4,recall,4,NA,armor,2061.9957,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,4,recall,4,NA,youth,3715.137,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,4,recall,4,NA,bacon,3595.647,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,4,recall,1,NA,hobby,3817.9365,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,4,recall,1,NA,armor,2181.9263,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,4,recall,2,NA,wagon,5340.2461,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,4,recall,2,NA,left shift,1642.3194,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,4,recall,2,NA,bread,14673.5677,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,5,recall,2,NA,bread,5314.8167,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,5,recall,4,NA,tooth,2080.8538,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,5,recall,4,NA,armor,4335.2957,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,5,recall,6,NA,viper,2829.2211,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,5,recall,8,NA,ozone,2609.528,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,5,recall,8,NA,layer,2590.4864,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,5,recall,4,NA,tooth,5950.7509,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,5,recall,3,NA,beard,3666.9401,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,5,recall,3,NA,layer,2744.7953,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,5,recall,8,NA,ozone,3130.4165,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,5,recall,6,NA,viper,2681.8614,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,6,recall,10,NA,lotus,2414.1924,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,6,recall,10,NA,allies,1811.1947,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,6,recall,9,NA,basis,2758.8461,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,6,recall,8,NA,crypt,5740.6539,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,6,recall,3,NA,digit,3831.3436,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,6,recall,9,NA,basis,1786.6782,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,6,recall,9,NA,tooth,2568.3612,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,6,recall,9,NA,beard,2158.1157,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,6,recall,9,NA,basis,2472.9649,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,6,recall,8,NA,crypt,7311.4158,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,6,recall,8,NA,youth,2207.466,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,6,recall,8,NA,bsis,4510.1499,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,7,recall,1,NA,saint,2402.1209,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,7,recall,1,NA,mercyspace,2754.7881,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,7,recall,4,NA,armor,2411.7111,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,7,recall,4,NA,spacequotes,2030.5415,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,7,recall,4,NA,space,5086.0887,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,7,recall,4,NA,armor,5576.1187,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,7,recall,6,NA,mercy,8573.0887,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,7,recall,6,NA,airy,2341.9116,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,7,recall,7,NA,trend,7680.5168,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,8,recall,1,NA,clock,7330.6415,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,8,recall,2,NA,flyer,2156.2912,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,8,recall,3,NA,wrist,5695.2249,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,8,recall,3,NA,arms,2947.3723,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,9,recall,1,NA,bonus,2508.2257,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,9,recall,4,NA,corps,3210.0755,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,9,recall,4,NA,theif,2249.9971,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,9,recall,4,NA,police,2929.175,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,9,recall,4,NA,armor,4618.2198,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,9,recall,6,NA,atlas,20863.3675,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,10,recall,2,NA,camel,11817.2145,1,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,10,recall,2,NA,count,2455.7328,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,10,recall,2,NA,theif,6128.2125,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,10,recall,2,NA,armor,1961.0847,0,NA,NA,NA,NA,NA,NA
9038,1,11/07/22,14:58:00,10,recall,2,NA,forks,5583.2539,0,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,1,recall,1,NA,novel,3711.9216,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,1,recall,2,NA,batch,2424.928,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,1,recall,2,NA,beah,3802.0487,0,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,1,recall,4,NA,fiber,4969.3281,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,1,recall,9,NA,vista,3603.0191,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,1,recall,7,NA,ebony,5561.685,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,1,recall,6,NA,agent,9019.2635,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,2,recall,1,NA,music,3424.6384,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,2,recall,2,NA,angel,2501.2067,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,2,recall,3,NA,intro,2545.3246,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,2,recall,4,NA,thing,2391.1267,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,2,recall,7,NA,metal,5928.2613,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,2,recall,9,NA,liver,4870.3696,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,2,recall,8,NA,shelf,2471.1604,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,2,recall,10,NA,pearl,10113.2854,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,3,recall,1,NA,bread,3242.6851,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,3,recall,2,NA,mason,2307.314,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,3,recall,3,NA,booth,2310.991,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,3,recall,4,NA,tiger,2319.1802,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,3,recall,5,NA,chick,2186.9817,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,3,recall,8,NA,hobby,24508.275,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,3,recall,9,NA,grove,3684.869,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,4,recall,1,NA,hobby,2862.52,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,4,recall,3,NA,arbor,3954.2304,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,4,recall,4,NA,youth,4415.4637,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,4,recall,10,NA,karma,7862.1385,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,4,recall,7,NA,thief,10317.66,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,5,recall,5,NA,panel,3301.0787,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,5,recall,4,NA,tooth,2248.2495,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,5,recall,4,NA,fiber,2460.2935,0,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,5,recall,7,NA,drake,2999.2858,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,5,recall,1,NA,lemur,3295.8528,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,5,recall,6,NA,viper,11379.3602,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,5,recall,10,NA,chunk,7414.9337,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,6,recall,1,NA,ridge,3777.498,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,6,recall,2,NA,alley,4280.6818,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,6,recall,8,NA,crypt,3370.9165,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,6,recall,10,NA,lotus,1988.4898,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,7,recall,3,NA,adobe,8735.7358,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,7,recall,5,NA,night,8832.0109,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,8,recall,1,NA,clock,3253.6964,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,8,recall,2,NA,flyer,2000.4313,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,8,recall,9,NA,smith,7038.7886,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,8,recall,6,NA,house,3055.882,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,8,recall,6,NA,watch,2531.0664,0,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,8,recall,5,NA,quest,14974.7295,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,9,recall,5,NA,forum,4190.757,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,9,recall,6,NA,atlas,2640.0314,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,9,recall,8,NA,movie,2089.0202,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,9,recall,9,NA,theft,2103.2653,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,9,recall,10,NA,puppy,3256.5165,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,10,recall,1,NA,arena,2850.5879,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,10,recall,6,NA,chest,4032.7706,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,10,recall,3,NA,honey,2320.6119,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,10,recall,7,NA,guild,2081.4529000000002,1,NA,NA,NA,NA,NA,NA
9041,1,11/08/22,09:02:00,10,recall,10,NA,realm,2408.1822,1,NA,NA,NA,NA,NA,NA
9042,1,11/08/22,09:03:00,1,recall,10,NA,venue,3882.3842,1,NA,NA,NA,NA,NA,NA
9042,1,11/08/22,09:03:00,1,recall,3,NA,faith,3405.7292,1,NA,NA,NA,NA,NA,NA
9042,1,11/08/22,09:03:00,1,recall,1,NA,novel,4184.3654,1,NA,NA,NA,NA,NA,NA
9042,1,11/08/22,09:03:00,1,recall,5,NA,beach,4748.7628,1,NA,NA,NA,NA,NA,NA
9042,1,11/08/22,09:03:00,1,recall,5,NA,avenue,2410.3632,0,NA,NA,NA,NA,NA,NA
9042,1,11/08/22,09:03:00,2,recall,1,NA,music,2946.7786,1,NA,NA,NA,NA,NA,NA
9042,1,11/08/22,09:03:00,2,recall,10,NA,pearl,1969.6371,1,NA,NA,NA,NA,NA,NA
9042,1,11/08/22,09:03:00,2,recall,3,NA,intro,2088.6928,1,NA,NA,NA,NA,NA,NA
