subject,session,date,time,block,trial,string,match,rt,acc,target_length,total_correct
9001,1,10/10/22,10:42,2,4,542_____542,match,784.8259,1,2,19
9001,1,10/10/22,10:42,2,5,132845970_____632845970,nonmatch,1242.1115,1,2,20
9001,1,10/10/22,10:42,2,6,965_____965,match,974.4474,1,2,21
9001,1,10/10/22,10:42,2,7,268571_____268571,match,1151.1339,1,2,22
9001,1,10/10/22,10:42,2,8,580392647_____580392617,nonmatch,1599.5736,0,2,22
9001,1,10/10/22,10:42,2,9,968_____958,nonmatch,962.1768,0,2,22
9001,1,10/10/22,10:42,2,10,586347_____586347,match,1598.838,1,2,23
9001,1,10/10/22,10:42,2,11,245396_____245306,nonmatch,1393.4564,1,2,24
9001,1,10/10/22,10:42,2,12,693845_____693845,match,2029.0288,1,2,25
9001,1,10/10/22,10:42,2,13,763520_____783520,nonmatch,2122.3462,0,2,25
9001,1,10/10/22,10:42,2,14,852704319_____852704319,match,2258.3879,1,2,26
9001,1,10/10/22,10:42,2,15,248_____248,match,1295.3844,1,2,27
9001,1,10/10/22,10:42,2,16,987501_____987201,nonmatch,2352.8807,0,2,27
9002,1,10/10/22,10:42,0,1,687_____687,match,1218.2019,1,3,NA
9002,1,10/10/22,10:42,0,2,231459_____123759,nonmatch,1058.1034,1,6,NA
9002,1,10/10/22,10:42,0,3,342_____349,nonmatch,1269.5179,0,3,NA
9002,1,10/10/22,10:42,0,4,345269875_____3485269875,nonmatch,1708.5224,1,9,NA
9002,1,10/10/22,10:42,0,5,168735925_____168735925,match,1014.5784,1,9,NA
9002,1,10/10/22,10:42,0,6,798135_____798135,match,1005.9437,1,6,NA
9002,1,10/10/22,10:42,1,1,897_____397,nonmatch,927.2954,1,3,1
9002,1,10/10/22,10:42,1,2,653782_____153782,nonmatch,857.8499,1,6,2
9002,1,10/10/22,10:42,1,3,583_____583,match,753.0271,1,3,3
9002,1,10/10/22,10:42,1,4,386092517_____386092517,match,1285.2452,1,9,4
9002,1,10/10/22,10:42,1,5,768_____968,nonmatch,776.9128,1,3,5
9002,1,10/10/22,10:42,1,6,145307_____145307,match,850.621,1,6,6
9002,1,10/10/22,10:42,1,7,678_____678,match,654.4545,1,3,7
9002,1,10/10/22,10:42,1,8,468375_____462375,nonmatch,1358.9256,1,6,8
9002,1,10/10/22,10:42,1,9,562937_____562937,match,1036.7896,1,6,9
9002,1,10/10/22,10:42,1,10,984760213_____984760213,match,1312.9892,1,9,10
9002,1,10/10/22,10:42,1,11,203817546_____203819546,nonmatch,1489.8267,1,9,11
9002,1,10/10/22,10:42,1,12,739_____739,match,879.6555,1,3,12
9002,1,10/10/22,10:42,1,13,385096_____385026,nonmatch,1307.0572,1,6,13
9002,1,10/10/22,10:42,1,14,197306582_____497306582,nonmatch,956.5519,1,9,14
9002,1,10/10/22,10:42,1,15,457328019_____456328019,nonmatch,1259.6873,1,9,15
9002,1,10/10/22,10:42,1,16,780_____780,match,744.7153,1,3,16
9002,1,10/10/22,10:42,1,17,158072_____158042,nonmatch,1089.2025,1,6,17
9002,1,10/10/22,10:42,1,18,302549817_____302549817,match,1412.2456,1,9,18
9002,1,10/10/22,10:42,1,19,134785_____130785,nonmatch,1131.7473,1,6,19
9002,1,10/10/22,10:42,1,20,724_____724,match,733.2103,1,3,20
9002,1,10/10/22,10:42,2,1,319564_____319562,nonmatch,1226.7809,0,2,20
9002,1,10/10/22,10:42,2,2,972083_____972083,match,1022.2429,1,2,21
9002,1,10/10/22,10:42,2,3,365749210_____365789210,nonmatch,997.5224,1,2,22
9002,1,10/10/22,10:42,2,4,248_____248,match,961.6274,1,2,23
9002,1,10/10/22,10:42,2,5,542_____542,match,605.6667,1,2,24
9002,1,10/10/22,10:42,2,6,938042_____938042,match,1055.118,1,2,25
9002,1,10/10/22,10:42,2,7,496815372_____496815372,match,1339.7163,1,2,26
9002,1,10/10/22,10:42,2,8,258310_____258310,match,912.8024,1,2,27
9002,1,10/10/22,10:42,2,9,237641085_____237641085,match,1505.8125,1,2,28
9002,1,10/10/22,10:42,2,10,586347_____586347,match,986.3893,1,2,29
9002,1,10/10/22,10:42,2,11,592034861_____592034861,match,1619.337,1,2,30
9002,1,10/10/22,10:42,2,12,268571_____268571,match,860.9509,1,2,31
9002,1,10/10/22,10:42,2,13,801_____401,nonmatch,835.5868,1,2,32
9002,1,10/10/22,10:42,2,14,416732859_____416732859,match,1780.3067,1,2,33
9002,1,10/10/22,10:42,2,15,705_____735,nonmatch,868.5817,1,2,34
9002,1,10/10/22,10:42,2,16,512_____512,match,682.433,1,2,35
9002,1,10/10/22,10:42,2,17,124_____124,match,566.3999,1,2,36
9002,1,10/10/22,10:42,2,18,317864095_____327864095,nonmatch,1636.1174,0,2,36
9002,1,10/10/22,10:42,2,19,587240136_____587240136,match,1294.2262,1,2,37
9002,1,10/10/22,10:42,2,20,629135470_____629835470,nonmatch,1402.7265,1,2,38
9003,1,10/10/22,11:33,0,1,342_____349,nonmatch,997.7017,1,3,NA
9003,1,10/10/22,11:33,0,2,798135_____798135,match,1366.8802,1,6,NA
9003,1,10/10/22,11:33,0,3,168735925_____168735925,match,1591.2314,1,9,NA
9003,1,10/10/22,11:33,0,4,345269875_____3485269875,nonmatch,2126.2089,0,9,NA
9003,1,10/10/22,11:33,0,5,687_____687,match,958.4849,1,3,NA
9003,1,10/10/22,11:33,0,6,231459_____123759,nonmatch,901.2228,1,6,NA
9003,1,10/10/22,11:33,1,1,471083_____471083,match,1162.2615,1,6,1
9003,1,10/10/22,11:33,1,2,134785_____130785,nonmatch,1900.4342,1,6,2
9003,1,10/10/22,11:33,1,3,562937_____562937,match,1283.7193,1,6,3
9003,1,10/10/22,11:33,1,4,158072_____158042,nonmatch,1244.4072,1,6,4
9003,1,10/10/22,11:33,1,5,831529047_____831529047,match,2408.752,1,9,5
9003,1,10/10/22,11:33,1,6,801679_____401679,nonmatch,1146.3245,1,6,6
9003,1,10/10/22,11:33,1,7,301_____301,match,712.52,1,3,7
9003,1,10/10/22,11:33,1,8,816539270_____816539270,match,2500.039,1,9,8
9003,1,10/10/22,11:33,1,9,456902_____456902,match,1368.6642,1,6,9
9003,1,10/10/22,11:33,1,10,385096_____385026,nonmatch,1753.3347,0,6,9
9003,1,10/10/22,11:33,1,11,452183_____452783,nonmatch,2221.4244,1,6,10
9003,1,10/10/22,11:33,1,12,302549817_____302549817,match,3220.6643,1,9,11
9003,1,10/10/22,11:33,1,13,324719605_____324719605,match,2876.6562,1,9,12
9003,1,10/10/22,11:33,1,14,319065284_____319765284,nonmatch,2538.7569,1,9,13
9003,1,10/10/22,11:33,2,1,940185237_____940185637,nonmatch,1772.3897,0,2,13
9003,1,10/10/22,11:33,2,2,804167952_____804167953,nonmatch,2823.139,1,2,14
9003,1,10/10/22,11:33,2,3,237641085_____237641085,match,3195.1986,1,2,15
9003,1,10/10/22,11:33,2,4,801_____401,nonmatch,884.2971,1,2,16
9003,1,10/10/22,11:33,2,5,805_____806,nonmatch,893.1462,0,2,16
9003,1,10/10/22,11:33,2,6,680257491_____683257491,nonmatch,1884.5729,1,2,17
9003,1,10/10/22,11:33,2,7,852704319_____852704319,match,2217.7842,1,2,18
9003,1,10/10/22,11:33,2,8,245396_____245306,nonmatch,2633.9757,1,2,19
9003,1,10/10/22,11:33,2,9,192043765_____192043765,match,2610.6669,0,2,19
9003,1,10/10/22,11:33,2,10,579861_____579361,nonmatch,2200.8797,0,2,19
9003,1,10/10/22,11:33,2,11,496815372_____496815372,match,2.57009999998,0,2,19
9003,1,10/10/22,11:33,2,12,938042_____938042,match,2022.8229,1,2,20
9003,1,10/10/22,11:33,2,13,873_____473,nonmatch,801.7964,1,2,21
9003,1,10/10/22,11:33,2,14,542_____542,match,763.2587,1,2,22
9004,1,10/10/22,14:20,0,1,342_____349,nonmatch,1640.6598,1,3,NA
9004,1,10/10/22,14:20,0,2,798135_____798135,match,2398.4767,1,6,NA
9004,1,10/10/22,14:20,0,3,345269875_____3485269875,nonmatch,4847.3893,1,9,NA
9004,1,10/10/22,14:20,0,4,687_____687,match,1525.6255,1,3,NA
9004,1,10/10/22,14:20,0,5,231459_____123759,nonmatch,2181.3466,1,6,NA
9004,1,10/10/22,14:20,0,6,168735925_____168735925,match,2233.5728,1,9,NA
9004,1,10/10/22,14:20,1,1,653782_____153782,nonmatch,3312.7957,1,6,1
9004,1,10/10/22,14:20,1,2,471083_____471083,match,1385.3367,1,6,2
9004,1,10/10/22,14:20,1,3,158072_____158042,nonmatch,1439.4142,1,6,3
9004,1,10/10/22,14:20,1,4,801679_____401679,nonmatch,1134.4711,1,6,4
9004,1,10/10/22,14:20,1,5,897_____397,nonmatch,1269.934,1,3,5
9004,1,10/10/22,14:20,1,6,452183_____452783,nonmatch,1534.2921,1,6,6
9004,1,10/10/22,14:20,1,7,897641532_____897601532,nonmatch,2267.3002,1,9,7
9004,1,10/10/22,14:20,1,8,198_____196,nonmatch,1232.1234,1,3,8
9004,1,10/10/22,14:20,1,9,405_____402,nonmatch,976.9229,1,3,9
9004,1,10/10/22,14:20,1,10,549_____543,nonmatch,1007.5643,1,3,10
9004,1,10/10/22,14:20,1,11,319065284_____319765284,nonmatch,2349.5543,1,9,11
9004,1,10/10/22,14:20,1,12,780_____780,match,1153.1221,1,3,12
9004,1,10/10/22,14:20,1,13,260_____260,match,796.9352,1,3,13
9004,1,10/10/22,14:20,1,14,324719605_____324719605,match,2447.5157,1,9,14
9004,1,10/10/22,14:20,1,15,197306582_____497306582,nonmatch,3094.9483,1,9,15
9004,1,10/10/22,14:20,2,1,534278_____534278,match,3407.3737,1,2,16
9004,1,10/10/22,14:20,2,2,539601_____538601,nonmatch,1888.6667,1,2,17
9004,1,10/10/22,14:20,2,3,965_____965,match,1056.7974,1,2,18
9004,1,10/10/22,14:20,2,4,542_____542,match,763.2996,1,2,19
9004,1,10/10/22,14:20,2,5,804167952_____804167953,nonmatch,3075.8076,1,2,20
9004,1,10/10/22,14:20,2,6,780_____720,nonmatch,1168.6681,1,2,21
9004,1,10/10/22,14:20,2,7,430_____430,match,1036.626,1,2,22
9004,1,10/10/22,14:20,2,8,481593_____401593,nonmatch,2226.7554,1,2,23
9004,1,10/10/22,14:20,2,9,296175_____296173,nonmatch,1665.3006,1,2,24
9004,1,10/10/22,14:20,2,10,412_____416,nonmatch,1468.273,1,2,25
9004,1,10/10/22,14:20,2,11,841_____841,match,1032.9338,1,2,26
9004,1,10/10/22,14:20,2,12,132845970_____632845970,nonmatch,2550.9135,0,2,26
9004,1,10/10/22,14:20,2,13,365749210_____365789210,nonmatch,3233.044,1,2,27
9004,1,10/10/22,14:20,2,14,416732859_____416732859,match,3812.0686,1,2,28
9005,1,10/10/22,13:29,0,1,798135_____798135,match,1144.5187,1,6,NA
9005,1,10/10/22,13:29,0,2,345269875_____3485269875,nonmatch,1969.9146,0,9,NA
9005,1,10/10/22,13:29,0,3,687_____687,match,900.3768,1,3,NA
9005,1,10/10/22,13:29,0,4,342_____349,nonmatch,931.8687,1,3,NA
9005,1,10/10/22,13:29,0,5,231459_____123759,nonmatch,1282.3746,1,6,NA
9005,1,10/10/22,13:29,0,6,168735925_____168735925,match,2283.5386,1,9,NA
9005,1,10/10/22,13:29,1,1,471689_____471689,match,1877.4257,1,6,1
9005,1,10/10/22,13:29,1,2,801679_____401679,nonmatch,1213.747,1,6,2
9005,1,10/10/22,13:29,1,3,695_____615,nonmatch,986.8088,1,3,3
9005,1,10/10/22,13:29,1,4,653782_____153782,nonmatch,1114.3408,1,6,4
9005,1,10/10/22,13:29,1,5,203817546_____203819546,nonmatch,1663.9221,1,9,5
9005,1,10/10/22,13:29,1,6,541069382_____541069372,nonmatch,2220.9933,1,9,6
9005,1,10/10/22,13:29,1,7,385096_____385026,nonmatch,1144.4581,1,6,7
9005,1,10/10/22,13:29,1,8,507412689_____507412689,match,3086.9426,1,9,8
9005,1,10/10/22,13:29,1,9,134785_____130785,nonmatch,1056.3525,1,6,9
9005,1,10/10/22,13:29,1,10,324719605_____324719605,match,2138.3821,1,9,10
9005,1,10/10/22,13:29,1,11,452183_____452783,nonmatch,1250.7264,1,6,11
9005,1,10/10/22,13:29,1,12,708_____208,nonmatch,841.9162,1,3,12
9005,1,10/10/22,13:29,1,13,319065284_____319765284,nonmatch,1543.6305,1,9,13
9005,1,10/10/22,13:29,1,14,302549817_____302549817,match,1807.8028,1,9,14
9005,1,10/10/22,13:29,1,15,456902_____456902,match,1290.0821,1,6,15
9005,1,10/10/22,13:29,1,16,301_____301,match,706.4866,1,3,16
9005,1,10/10/22,13:29,2,1,365749210_____365789210,nonmatch,1458.761,1,2,17
9005,1,10/10/22,13:29,2,2,539601_____538601,nonmatch,1172.941,1,2,18
9005,1,10/10/22,13:29,2,3,951803_____651803,nonmatch,1142.6725,1,2,19
9005,1,10/10/22,13:29,2,4,968_____958,nonmatch,990.2036,1,2,20
9005,1,10/10/22,13:29,2,5,987501_____987201,nonmatch,1001.4824,1,2,21
9005,1,10/10/22,13:29,2,6,496815372_____496815372,match,2633.8391,1,2,22
9005,1,10/10/22,13:29,2,7,481593_____401593,nonmatch,1043.4918,1,2,23
9005,1,10/10/22,13:29,2,8,124_____124,match,757.7358,1,2,24
9005,1,10/10/22,13:29,2,9,914_____914,match,870.4251,1,2,25
9005,1,10/10/22,13:29,2,10,805_____806,nonmatch,806.9111,1,2,26
9005,1,10/10/22,13:29,2,11,412_____416,nonmatch,882.2436,1,2,27
9005,1,10/10/22,13:29,2,12,534278_____534278,match,1335.5338,1,2,28
9005,1,10/10/22,13:29,2,13,237641085_____237641085,match,1846.4814,1,2,29
9005,1,10/10/22,13:29,2,14,619_____618,nonmatch,809.5806,1,2,30
9005,1,10/10/22,13:29,2,15,512_____512,match,752.2893,1,2,31
9005,1,10/10/22,13:29,2,16,673249_____673249,match,1419.3078,1,2,32
9005,1,10/10/22,13:29,2,17,821953760_____821954760,nonmatch,1899.2143,1,2,33
9005,1,10/10/22,13:29,2,18,629135470_____629835470,nonmatch,2051.3973,1,2,34
9005,1,10/10/22,13:29,2,19,763520_____783520,nonmatch,1559.6217,0,2,34
9006,1,10/11/22,10:51,0,1,798135_____798135,match,2678.128,1,6,NA
9006,1,10/11/22,10:51,0,2,342_____349,nonmatch,1068.719,1,3,NA
9006,1,10/11/22,10:51,0,3,687_____687,match,1372.5833,1,3,NA
9006,1,10/11/22,10:51,0,4,231459_____123759,nonmatch,2162.4953,1,6,NA
9006,1,10/11/22,10:51,0,5,345269875_____3485269875,nonmatch,4899.4048,1,9,NA
9006,1,10/11/22,10:51,0,6,168735925_____168735925,match,3659.8206,1,9,NA
9006,1,10/11/22,10:51,1,1,637_____607,nonmatch,1731.0706,1,3,1
9006,1,10/11/22,10:51,1,2,801679_____401679,nonmatch,1449.1944,0,6,1
9006,1,10/11/22,10:51,1,3,897641532_____897601532,nonmatch,3276.5841,1,9,2
9006,1,10/11/22,10:51,1,4,471689_____471689,match,2728.3731,1,6,3
9006,1,10/11/22,10:51,1,5,145307_____145307,match,2382.5315,1,6,4
9006,1,10/11/22,10:51,1,6,457328019_____456328019,nonmatch,1998.833,1,9,5
9006,1,10/11/22,10:51,1,7,197306582_____497306582,nonmatch,2646.0993,1,9,6
9006,1,10/11/22,10:51,1,8,562937_____562937,match,6550.9562,1,6,7
9006,1,10/11/22,10:51,1,9,724_____724,match,1217.0645,1,3,8
9006,1,10/11/22,10:51,1,10,670418325_____670418325,match,4613.0396,1,9,9
9006,1,10/11/22,10:51,1,11,203817546_____203819546,nonmatch,2968.0778,1,9,10
9006,1,10/11/22,10:51,2,1,509764138_____509764138,match,3851.0752,1,2,11
9006,1,10/11/22,10:51,2,2,821953760_____821954760,nonmatch,2969.2462,1,2,12
9006,1,10/11/22,10:51,2,3,245396_____245306,nonmatch,2847.8852,1,2,13
9006,1,10/11/22,10:51,2,4,539601_____538601,nonmatch,2035.3439,1,2,14
9006,1,10/11/22,10:51,2,5,759182604_____759182604,match,4974.7633,0,2,14
9006,1,10/11/22,10:51,2,6,629135470_____629835470,nonmatch,3133.9592,1,2,15
9006,1,10/11/22,10:51,2,7,258310_____258310,match,1660.4054,1,2,16
9006,1,10/11/22,10:51,2,8,705_____735,nonmatch,1145.3715,1,2,17
9006,1,10/11/22,10:51,2,9,534278_____534278,match,2606.2649,1,2,18
9006,1,10/11/22,10:51,2,10,248_____248,match,886.7313,1,2,19
9006,1,10/11/22,10:51,2,11,481593_____401593,nonmatch,1540.4042,1,2,20
9007,1,10/11/22,10:39,0,1,345269875_____3485269875,nonmatch,3624.9969,1,9,NA
9007,1,10/11/22,10:39,0,2,798135_____798135,match,1540.8092,1,6,NA
9007,1,10/11/22,10:39,0,3,342_____349,nonmatch,930.5583,1,3,NA
9007,1,10/11/22,10:39,0,4,687_____687,match,870.4648,1,3,NA
9007,1,10/11/22,10:39,0,5,231459_____123759,nonmatch,1212.3392,1,6,NA
9007,1,10/11/22,10:39,0,6,168735925_____168735925,match,2342.0256,1,9,NA
9007,1,10/11/22,10:39,1,1,271538064_____271538964,nonmatch,3042.7167,1,9,1
9007,1,10/11/22,10:39,1,2,583_____583,match,844.1729,1,3,2
9007,1,10/11/22,10:39,1,3,158072_____158042,nonmatch,1098.6018,1,6,3
9007,1,10/11/22,10:39,1,4,768_____968,nonmatch,834.5647,1,3,4
9007,1,10/11/22,10:39,1,5,507412689_____507412689,match,1882.5804,1,9,5
9007,1,10/11/22,10:39,1,6,319065284_____319765284,nonmatch,1840.1788,1,9,6
9007,1,10/11/22,10:39,1,7,287564_____237564,nonmatch,1973.0194,1,6,7
9007,1,10/11/22,10:39,1,8,695_____615,nonmatch,835.1957,1,3,8
9007,1,10/11/22,10:39,1,9,197306582_____497306582,nonmatch,1429.9142,1,9,9
9007,1,10/11/22,10:39,1,10,678_____678,match,978.2011,1,3,10
9007,1,10/11/22,10:39,1,11,897_____397,nonmatch,759.3781,1,3,11
9007,1,10/11/22,10:39,1,12,324719605_____324719605,match,3111.7825,1,9,12
9007,1,10/11/22,10:39,1,13,984760213_____984760213,match,2980.6299,1,9,13
9007,1,10/11/22,10:39,1,14,134785_____130785,nonmatch,1400.4066,1,6,14
9007,1,10/11/22,10:39,1,15,816539270_____816539270,match,2689.2886,1,9,15
9007,1,10/11/22,10:39,2,1,763520_____783520,nonmatch,1618.3536,0,2,15
9007,1,10/11/22,10:39,2,2,237641085_____237641085,match,2197.8297,0,2,15
9007,1,10/11/22,10:39,2,3,801_____401,nonmatch,776.4093,1,2,16
9007,1,10/11/22,10:39,2,4,580392647_____580392617,nonmatch,4253.6545,1,2,17
9007,1,10/11/22,10:39,2,5,968_____958,nonmatch,1082.6808,1,2,18
9007,1,10/11/22,10:39,2,6,579861_____579361,nonmatch,1299.1679,1,2,19
9007,1,10/11/22,10:39,2,7,258310_____258310,match,1233.393,1,2,20
9007,1,10/11/22,10:39,2,8,509764138_____509764138,match,2984.772,1,2,21
9007,1,10/11/22,10:39,2,9,317864095_____327864095,nonmatch,2719.9405,0,2,21
9007,1,10/11/22,10:39,2,10,586347_____586347,match,1566.7054,1,2,22
9007,1,10/11/22,10:39,2,11,983256_____983256,match,2242.3505,1,2,23
9007,1,10/11/22,10:39,2,12,319564_____319562,nonmatch,2223.4076,1,2,24
9007,1,10/11/22,10:39,2,13,587240136_____587240136,match,3217.8767,1,2,25
9009,1,10/11/22,13:34,0,1,231459_____123759,nonmatch,1614.2303,1,6,NA
9009,1,10/11/22,13:34,0,2,342_____349,nonmatch,832.245,1,3,NA
9009,1,10/11/22,13:34,0,3,168735925_____168735925,match,1922.3057,1,9,NA
9009,1,10/11/22,13:34,0,4,687_____687,match,698.3161,1,3,NA
9009,1,10/11/22,13:34,0,5,345269875_____3485269875,nonmatch,1687.6917,1,9,NA
9009,1,10/11/22,13:34,0,6,798135_____798135,match,1247.8807,1,6,NA
9009,1,10/11/22,13:34,1,1,302549817_____302549817,match,2331.6664,1,9,1
9009,1,10/11/22,13:34,1,2,134785_____130785,nonmatch,1056.2607,1,6,2
9009,1,10/11/22,13:34,1,3,405_____402,nonmatch,717.6482,1,3,3
9009,1,10/11/22,13:34,1,4,507412689_____507412689,match,2083.955,1,9,4
9009,1,10/11/22,13:34,1,5,158072_____158042,nonmatch,1584.6109,1,6,5
9009,1,10/11/22,13:34,1,6,549_____543,nonmatch,801.4963,1,3,6
9009,1,10/11/22,13:34,1,7,468375_____462375,nonmatch,1160.8283,1,6,7
9009,1,10/11/22,13:34,1,8,897_____397,nonmatch,786.4415,0,3,7
9009,1,10/11/22,13:34,1,9,610238957_____610238954,nonmatch,2129.9726,1,9,8
9009,1,10/11/22,13:34,1,10,695_____615,nonmatch,785.9396,1,3,9
9009,1,10/11/22,13:34,1,11,129607_____129607,match,1231.3261,1,6,10
9009,1,10/11/22,13:34,1,12,203817546_____203819546,nonmatch,2050.3291,1,9,11
9009,1,10/11/22,13:34,1,13,319065284_____319765284,nonmatch,1913.0375,0,9,11
9009,1,10/11/22,13:34,1,14,428390_____428390,match,1204.9212,1,6,12
9009,1,10/11/22,13:34,1,15,109_____139,nonmatch,705.4414,1,3,13
9009,1,10/11/22,13:34,1,16,197306582_____497306582,nonmatch,1118.8482,1,9,14
9009,1,10/11/22,13:34,1,17,145307_____145307,match,1169.5102,1,6,15
9009,1,10/11/22,13:34,2,1,852704319_____852704319,match,2188.0852,1,2,16
9009,1,10/11/22,13:34,2,2,258310_____258310,match,1251.3885,1,2,17
9009,1,10/11/22,13:34,2,3,940185237_____940185637,nonmatch,1458.5789,1,2,18
9009,1,10/11/22,13:34,2,4,579861_____579361,nonmatch,1602.1514,1,2,19
9009,1,10/11/22,13:34,2,5,132845970_____632845970,nonmatch,1086.1555,1,2,20
9009,1,10/11/22,13:34,2,6,580392647_____580392617,nonmatch,2518.131,1,2,21
9009,1,10/11/22,13:34,2,7,938042_____938042,match,1847.3684,1,2,22
9009,1,10/11/22,13:34,2,8,586347_____586347,match,1182.0098,1,2,23
9009,1,10/11/22,13:34,2,9,796_____896,nonmatch,915.951,1,2,24
9009,1,10/11/22,13:34,2,10,496815372_____496815372,match,2143.2811,1,2,25
9009,1,10/11/22,13:34,2,11,268571_____268571,match,1184.1879,1,2,26
9009,1,10/11/22,13:34,2,12,972083_____972083,match,1226.1227,1,2,27
9009,1,10/11/22,13:34,2,13,806_____806,match,726.5914,1,2,28
9009,1,10/11/22,13:34,2,14,317864095_____327864095,nonmatch,1042.064,1,2,29
9009,1,10/11/22,13:34,2,15,983256_____983256,match,1369.5498,1,2,30
9009,1,10/11/22,13:34,2,16,693845_____693845,match,1252.7021,1,2,31
9009,1,10/11/22,13:34,2,17,296175_____296173,nonmatch,1638.6088,1,2,32
9010,1,10/11/22,16:29,0,1,168735925_____168735925,match,2680.0771,0,9,NA
9010,1,10/11/22,16:29,0,2,345269875_____3485269875,nonmatch,2606.161,1,9,NA
9010,1,10/11/22,16:29,0,3,231459_____123759,nonmatch,1862.3544,1,6,NA
9010,1,10/11/22,16:29,0,4,342_____349,nonmatch,1218.7876,1,3,NA
9010,1,10/11/22,16:29,0,5,687_____687,match,861.9573,1,3,NA
9010,1,10/11/22,16:29,0,6,798135_____798135,match,1619.7008,0,6,NA
9010,1,10/11/22,16:29,1,1,695_____615,nonmatch,987.4581,1,3,1
9010,1,10/11/22,16:29,1,2,471689_____471689,match,1650.5109,1,6,2
9010,1,10/11/22,16:29,1,3,836_____836,match,900.5444,1,3,3
9010,1,10/11/22,16:29,1,4,549_____543,nonmatch,789.1528,1,3,4
9010,1,10/11/22,16:29,1,5,203817546_____203819546,nonmatch,1828.4502,1,9,5
9010,1,10/11/22,16:29,1,6,287564_____237564,nonmatch,1261.8051,1,6,6
9010,1,10/11/22,16:29,1,7,816539270_____816539270,match,2554.8251,1,9,7
9010,1,10/11/22,16:29,1,8,689370_____689370,match,1774.956,1,6,8
9010,1,10/11/22,16:29,1,9,452183_____452783,nonmatch,1736.5948,1,6,9
9010,1,10/11/22,16:29,1,10,653782_____153782,nonmatch,1111.0129,1,6,10
9010,1,10/11/22,16:29,1,11,897_____397,nonmatch,829.2395,1,3,11
9010,1,10/11/22,16:29,1,12,739_____739,match,1066.9525,1,3,12
9010,1,10/11/22,16:29,1,13,468375_____462375,nonmatch,1990.0795,1,6,13
9010,1,10/11/22,16:29,1,14,768_____968,nonmatch,1003.3213,1,3,14
9010,1,10/11/22,16:29,1,15,109_____139,nonmatch,658.4143,1,3,15
9010,1,10/11/22,16:29,1,16,324719605_____324719605,match,2127.4136,1,9,16
9010,1,10/11/22,16:29,1,17,129607_____129607,match,1612.0426,1,6,17
9010,1,10/11/22,16:29,2,1,759182604_____759182604,match,2570.7847,1,2,18
9010,1,10/11/22,16:29,2,2,586347_____586347,match,2258.5153,1,2,19
9010,1,10/11/22,16:29,2,3,806_____806,match,1139.1711,1,2,20
9010,1,10/11/22,16:29,2,4,542_____542,match,1494.0817,1,2,21
9010,1,10/11/22,16:29,2,5,852704319_____852704319,match,2267.6633,1,2,22
9010,1,10/11/22,16:29,2,6,534278_____534278,match,2416.4828,1,2,23
9010,1,10/11/22,16:29,2,7,245396_____245306,nonmatch,1867.8805,1,2,24
9010,1,10/11/22,16:29,2,8,629135470_____629835470,nonmatch,2352.0116,1,2,25
9010,1,10/11/22,16:29,2,9,693845_____693845,match,1885.2771,0,2,25
9010,1,10/11/22,16:29,2,10,673249_____673249,match,2172.5874,1,2,26
9010,1,10/11/22,16:29,2,11,987501_____987201,nonmatch,1672.0505,1,2,27
9010,1,10/11/22,16:29,2,12,430_____430,match,871.3737,0,2,27
