subject,session,date,time,block,list,setsize,symmetryerrors,spantotal,symspantotal
9033,1,10/07/22,15:55,realblock,2,2,1,2,7
9033,1,10/07/22,15:55,realblock,3,5,1,4,11
9033,1,10/07/22,15:55,realblock,4,4,0,4,15
9033,1,10/07/22,15:55,realblock,5,2,0,2,17
9033,1,10/07/22,15:55,realblock,6,4,0,2,19
9033,1,10/07/22,15:55,realblock,7,3,0,3,22
9033,1,10/07/22,15:55,realblock,8,3,0,3,25
9034,1,10/07/22,16:00,realblock,1,5,0,5,5
9034,1,10/07/22,16:00,realblock,2,3,1,3,8
9034,1,10/07/22,16:00,realblock,3,4,2,3,11
9034,1,10/07/22,16:00,realblock,4,2,1,2,13
9034,1,10/07/22,16:00,realblock,5,3,0,3,16
9034,1,10/07/22,16:00,realblock,6,5,4,2,18
9034,1,10/07/22,16:00,realblock,7,2,2,1,19
9034,1,10/07/22,16:00,realblock,8,4,1,4,23
9035,1,10/31/22,12:53,realblock,1,5,0,4,4
9035,1,10/31/22,12:53,realblock,2,3,0,3,7
9035,1,10/31/22,12:53,realblock,3,2,0,2,9
9035,1,10/31/22,12:53,realblock,4,2,0,2,11
9035,1,10/31/22,12:53,realblock,5,3,0,3,14
9035,1,10/31/22,12:53,realblock,6,5,0,4,18
9035,1,10/31/22,12:53,realblock,7,4,0,2,20
9035,1,10/31/22,12:53,realblock,8,4,1,2,22
9036,1,10/31/22,12:50,realblock,1,3,0,1,1
9036,1,10/31/22,12:50,realblock,2,2,0,1,2
9036,1,10/31/22,12:50,realblock,3,5,0,2,4
9036,1,10/31/22,12:50,realblock,4,5,1,1,5
9036,1,10/31/22,12:50,realblock,5,2,1,2,7
9036,1,10/31/22,12:50,realblock,6,4,1,2,9
9036,1,10/31/22,12:50,realblock,7,4,0,4,13
9036,1,10/31/22,12:50,realblock,8,3,1,0,13
9037,1,10/31/22,12:45,realblock,1,4,0,4,4
9037,1,10/31/22,12:45,realblock,2,2,0,2,6
9037,1,10/31/22,12:45,realblock,3,4,0,3,9
9037,1,10/31/22,12:45,realblock,4,3,0,3,12
9037,1,10/31/22,12:45,realblock,5,3,0,3,15
9037,1,10/31/22,12:45,realblock,6,5,0,3,18
9037,1,10/31/22,12:45,realblock,7,5,0,0,18
9037,1,10/31/22,12:45,realblock,8,2,0,2,20
9038,1,10/31/22,15:39,realblock,1,5,4,0,0
9038,1,10/31/22,15:39,realblock,2,2,2,2,2
9038,1,10/31/22,15:39,realblock,3,4,1,0,2
9038,1,10/31/22,15:39,realblock,4,3,1,3,5
9038,1,10/31/22,15:39,realblock,5,4,2,3,8
9038,1,10/31/22,15:39,realblock,6,3,2,3,11
9038,1,10/31/22,15:39,realblock,7,2,1,2,13
9038,1,10/31/22,15:39,realblock,8,5,1,1,14
9039,1,10/31/22,16:18,realblock,1,5,2,1,1
9039,1,10/31/22,16:18,realblock,2,2,1,2,3
9039,1,10/31/22,16:18,realblock,3,4,1,2,5
9039,1,10/31/22,16:18,realblock,4,3,0,3,8
9039,1,10/31/22,16:18,realblock,5,2,1,1,9
9039,1,10/31/22,16:18,realblock,6,5,3,2,11
9039,1,10/31/22,16:18,realblock,7,3,2,3,14
9039,1,10/31/22,16:18,realblock,8,4,0,4,18
9041,1,11/01/22,10:01,realblock,1,5,0,4,4
9041,1,11/01/22,10:01,realblock,2,4,0,3,7
9041,1,11/01/22,10:01,realblock,3,2,0,2,9
9041,1,11/01/22,10:01,realblock,4,2,0,2,11
9041,1,11/01/22,10:01,realblock,5,5,0,4,15
9041,1,11/01/22,10:01,realblock,6,4,0,4,19
9041,1,11/01/22,10:01,realblock,7,3,0,3,22
9041,1,11/01/22,10:01,realblock,8,3,0,3,25
9042,1,11/01/22,10:03,realblock,1,3,0,3,3
9042,1,11/01/22,10:03,realblock,2,4,2,4,7
9042,1,11/01/22,10:03,realblock,3,3,0,3,10
9042,1,11/01/22,10:03,realblock,4,4,0,4,14
9042,1,11/01/22,10:03,realblock,5,2,1,2,16
9042,1,11/01/22,10:03,realblock,6,5,0,2,18
9042,1,11/01/22,10:03,realblock,7,5,0,1,19
9042,1,11/01/22,10:03,realblock,8,2,0,2,21
9043,1,11/01/22,13:00,realblock,1,5,1,0,0
9043,1,11/01/22,13:00,realblock,2,5,0,3,3
9043,1,11/01/22,13:00,realblock,3,2,0,2,5
9043,1,11/01/22,13:00,realblock,4,4,1,2,7
9043,1,11/01/22,13:00,realblock,5,3,0,3,10
9043,1,11/01/22,13:00,realblock,6,3,1,3,13
9043,1,11/01/22,13:00,realblock,7,4,0,4,17
9043,1,11/01/22,13:00,realblock,8,2,0,2,19
9044,1,11/01/22,13:00,realblock,1,3,0,3,3
9044,1,11/01/22,13:00,realblock,2,5,2,3,6
9044,1,11/01/22,13:00,realblock,3,5,0,2,8
9044,1,11/01/22,13:00,realblock,4,2,0,2,10
9044,1,11/01/22,13:00,realblock,5,4,1,4,14
9044,1,11/01/22,13:00,realblock,6,2,0,2,16
9044,1,11/01/22,13:00,realblock,7,3,0,3,19
9044,1,11/01/22,13:00,realblock,8,4,0,4,23
9045,1,11/01/22,13:09,realblock,1,5,1,1,1
9045,1,11/01/22,13:09,realblock,2,3,1,2,3
9045,1,11/01/22,13:09,realblock,3,4,0,0,3
9045,1,11/01/22,13:09,realblock,4,2,0,1,4
9045,1,11/01/22,13:09,realblock,5,2,0,2,6
9045,1,11/01/22,13:09,realblock,6,3,0,2,8
9045,1,11/01/22,13:09,realblock,7,5,0,3,11
9045,1,11/01/22,13:09,realblock,8,4,1,0,11
9046,1,11/01/22,15:34,realblock,1,2,1,2,2
9046,1,11/01/22,15:34,realblock,2,3,0,3,5
9046,1,11/01/22,15:34,realblock,3,5,1,1,6
9046,1,11/01/22,15:34,realblock,4,5,1,0,6
9046,1,11/01/22,15:34,realblock,5,4,4,2,8
9046,1,11/01/22,15:34,realblock,6,4,0,0,8
9046,1,11/01/22,15:34,realblock,7,2,1,2,10
9046,1,11/01/22,15:34,realblock,8,3,0,1,11
9047,1,11/01/22,15:41,realblock,1,4,0,4,4
9047,1,11/01/22,15:41,realblock,2,3,0,3,7
9047,1,11/01/22,15:41,realblock,3,5,1,0,7
9047,1,11/01/22,15:41,realblock,4,3,0,3,10
9047,1,11/01/22,15:41,realblock,5,2,0,2,12
9047,1,11/01/22,15:41,realblock,6,2,0,1,13
9047,1,11/01/22,15:41,realblock,7,4,0,4,17
9047,1,11/01/22,15:41,realblock,8,5,0,4,21
9048,1,11/01/22,15:58,realblock,1,3,1,3,3
9048,1,11/01/22,15:58,realblock,2,4,0,4,7
9048,1,11/01/22,15:58,realblock,3,2,0,2,9
9048,1,11/01/22,15:58,realblock,4,2,0,2,11
9048,1,11/01/22,15:58,realblock,5,5,0,5,16
9048,1,11/01/22,15:58,realblock,6,4,0,4,20
9048,1,11/01/22,15:58,realblock,7,3,0,3,23
9048,1,11/01/22,15:58,realblock,8,5,0,5,28
9049,1,11/02/22,09:57,realblock,1,3,0,3,3
9049,1,11/02/22,09:57,realblock,2,3,1,3,6
9049,1,11/02/22,09:57,realblock,3,2,1,2,8
9049,1,11/02/22,09:57,realblock,4,2,1,2,10
9049,1,11/02/22,09:57,realblock,5,5,0,4,14
9049,1,11/02/22,09:57,realblock,6,4,0,4,18
9049,1,11/02/22,09:57,realblock,7,4,1,3,21
9049,1,11/02/22,09:57,realblock,8,5,1,2,23
9050,1,11/02/22,09:40,realblock,1,3,0,3,3
9050,1,11/02/22,09:40,realblock,2,2,0,2,5
9050,1,11/02/22,09:40,realblock,3,5,1,5,10
9050,1,11/02/22,09:40,realblock,4,4,0,4,14
9050,1,11/02/22,09:40,realblock,5,4,0,4,18
9050,1,11/02/22,09:40,realblock,6,2,0,2,20
9050,1,11/02/22,09:40,realblock,7,5,0,5,25
9050,1,11/02/22,09:40,realblock,8,3,0,3,28
9051,1,11/02/22,10:00,realblock,1,2,0,2,2
9051,1,11/02/22,10:00,realblock,2,2,0,2,4
9051,1,11/02/22,10:00,realblock,3,3,2,1,5
9051,1,11/02/22,10:00,realblock,4,3,1,2,7
9051,1,11/02/22,10:00,realblock,5,5,2,4,11
9051,1,11/02/22,10:00,realblock,6,4,0,4,15
9051,1,11/02/22,10:00,realblock,7,4,1,4,19
9051,1,11/02/22,10:00,realblock,8,5,1,3,22
9052,1,11/02/22,12:55,realblock,1,4,0,3,3
9052,1,11/02/22,12:55,realblock,2,3,2,3,6
9052,1,11/02/22,12:55,realblock,3,2,1,2,8
9052,1,11/02/22,12:55,realblock,4,4,1,1,9
9052,1,11/02/22,12:55,realblock,5,5,1,1,10
9052,1,11/02/22,12:55,realblock,6,2,0,2,12
9052,1,11/02/22,12:55,realblock,7,5,3,2,14
9052,1,11/02/22,12:55,realblock,8,3,0,3,17
9053,1,11/02/22,12:55,realblock,1,2,0,2,2
9053,1,11/02/22,12:55,realblock,2,5,0,5,7
9053,1,11/02/22,12:55,realblock,3,2,0,2,9
9053,1,11/02/22,12:55,realblock,4,3,0,3,12
9053,1,11/02/22,12:55,realblock,5,4,0,4,16
9053,1,11/02/22,12:55,realblock,6,3,0,3,19
9053,1,11/02/22,12:55,realblock,7,5,0,3,22
9053,1,11/02/22,12:55,realblock,8,4,1,3,25
9054,1,11/02/22,12:58,realblock,1,2,0,1,1
9054,1,11/02/22,12:58,realblock,2,4,1,4,5
9054,1,11/02/22,12:58,realblock,3,3,0,2,7
9054,1,11/02/22,12:58,realblock,4,5,0,1,8
9054,1,11/02/22,12:58,realblock,5,2,0,2,10
9054,1,11/02/22,12:58,realblock,6,3,0,3,13
9054,1,11/02/22,12:58,realblock,7,5,0,4,17
9054,1,11/02/22,12:58,realblock,8,4,0,4,21
9055,1,11/02/22,16:05,realblock,1,5,0,5,5
9055,1,11/02/22,16:05,realblock,2,4,0,4,9
9055,1,11/02/22,16:05,realblock,3,3,0,3,12
9055,1,11/02/22,16:05,realblock,4,5,0,2,14
9055,1,11/02/22,16:05,realblock,5,4,0,2,16
9055,1,11/02/22,16:05,realblock,6,2,0,2,18
9055,1,11/02/22,16:05,realblock,7,2,0,2,20
9055,1,11/02/22,16:05,realblock,8,3,0,3,23
9056,1,11/02/22,15:58,realblock,1,5,0,5,5
9056,1,11/02/22,15:58,realblock,2,3,0,3,8
9056,1,11/02/22,15:58,realblock,3,2,0,2,10
9056,1,11/02/22,15:58,realblock,4,4,0,4,14
9056,1,11/02/22,15:58,realblock,5,5,0,4,18
9056,1,11/02/22,15:58,realblock,6,4,0,2,20
9056,1,11/02/22,15:58,realblock,7,3,0,3,23
9056,1,11/02/22,15:58,realblock,8,2,0,2,25
9057,1,11/02/22,15:58,realblock,1,5,0,5,5
9057,1,11/02/22,15:58,realblock,2,5,0,3,8
9057,1,11/02/22,15:58,realblock,3,2,0,2,10
9057,1,11/02/22,15:58,realblock,4,3,1,3,13
9057,1,11/02/22,15:58,realblock,5,2,0,2,15
9057,1,11/02/22,15:58,realblock,6,4,0,4,19
9057,1,11/02/22,15:58,realblock,7,3,0,3,22
9057,1,11/02/22,15:58,realblock,8,4,1,2,24
9058,1,11/07/22,09:55,realblock,1,3,0,3,3
9058,1,11/07/22,09:55,realblock,2,2,1,2,5
9058,1,11/07/22,09:55,realblock,3,5,0,5,10
9058,1,11/07/22,09:55,realblock,4,2,0,2,12
9058,1,11/07/22,09:55,realblock,5,5,0,2,14
9058,1,11/07/22,09:55,realblock,6,3,0,3,17
9058,1,11/07/22,09:55,realblock,7,4,0,4,21
9058,1,11/07/22,09:55,realblock,8,4,0,3,24
9059,1,02/06/23,12:42,realblock,1,4,1,4,4
9059,1,02/06/23,12:42,realblock,2,2,1,2,6
9059,1,02/06/23,12:42,realblock,3,3,1,3,9
9059,1,02/06/23,12:42,realblock,4,3,1,3,12
9059,1,02/06/23,12:42,realblock,5,2,0,2,14
9059,1,02/06/23,12:42,realblock,6,5,1,2,16
9059,1,02/06/23,12:42,realblock,7,4,0,4,20
9059,1,02/06/23,12:42,realblock,8,5,1,1,21
9060,1,02/06/23,12:48,realblock,1,5,0,5,5
9060,1,02/06/23,12:48,realblock,2,2,1,2,7
9060,1,02/06/23,12:48,realblock,3,3,0,3,10
9060,1,02/06/23,12:48,realblock,4,3,1,3,13
9060,1,02/06/23,12:48,realblock,5,4,1,1,14
9060,1,02/06/23,12:48,realblock,6,4,2,1,15
9060,1,02/06/23,12:48,realblock,7,2,0,2,17
9060,1,02/06/23,12:48,realblock,8,5,2,4,21
9061,1,02/06/23,12:47,realblock,1,2,0,2,2
9061,1,02/06/23,12:47,realblock,2,5,0,5,7
9061,1,02/06/23,12:47,realblock,3,5,1,4,11
9061,1,02/06/23,12:47,realblock,4,4,0,4,15
9061,1,02/06/23,12:47,realblock,5,2,0,2,17
9061,1,02/06/23,12:47,realblock,6,3,0,3,20
9061,1,02/06/23,12:47,realblock,7,4,0,4,24
9061,1,02/06/23,12:47,realblock,8,3,0,3,27
9062,1,02/06/23,15:40,realblock,1,4,0,4,4
9062,1,02/06/23,15:40,realblock,2,3,0,3,7
9062,1,02/06/23,15:40,realblock,3,2,0,2,9
9062,1,02/06/23,15:40,realblock,4,3,0,2,11
9062,1,02/06/23,15:40,realblock,5,4,0,3,14
9062,1,02/06/23,15:40,realblock,6,2,1,2,16
9062,1,02/06/23,15:40,realblock,7,5,0,3,19
9062,1,02/06/23,15:40,realblock,8,5,1,5,24
9063,1,02/06/23,15:59,realblock,1,3,0,2,2
9063,1,02/06/23,15:59,realblock,2,4,2,0,2
9063,1,02/06/23,15:59,realblock,3,2,0,1,3
9063,1,02/06/23,15:59,realblock,4,3,0,3,6
