subject,session,date,time,list,phase,subtrial,word,old_new,acc,resp,rt
9001,1,10/10/22,10:29,0,encoding,1,actual,,NA,,NA
9001,1,10/10/22,10:29,0,encoding,2,monkey,,NA,,NA
9001,1,10/10/22,10:29,0,encoding,3,upward,,NA,,NA
9001,1,10/10/22,10:29,0,encoding,4,fellow,,NA,,NA
9001,1,10/10/22,10:29,0,encoding,5,fiscal,,NA,,NA
9001,1,10/10/22,10:29,0,encoding,6,outlet,,NA,,NA
9001,1,10/10/22,10:29,0,encoding,7,tactic,,NA,,NA
9001,1,10/10/22,10:29,0,encoding,8,parade,,NA,,NA
9001,1,10/10/22,10:29,0,encoding,9,dancer,,NA,,NA
9001,1,10/10/22,10:29,0,encoding,10,muscle,,NA,,NA
9001,1,10/10/22,10:29,0,encoding,11,viewer,,NA,,NA
9001,1,10/10/22,10:29,0,encoding,12,neural,,NA,,NA
9001,1,10/10/22,10:29,0,encoding,13,folder,,NA,,NA
9001,1,10/10/22,10:29,0,encoding,14,killer,,NA,,NA
9001,1,10/10/22,10:29,0,encoding,15,hunger,,NA,,NA
9001,1,10/10/22,10:29,0,encoding,16,knight,,NA,,NA
9001,1,10/10/22,10:29,0,encoding,17,finite,,NA,,NA
9001,1,10/10/22,10:29,0,encoding,18,frames,,NA,,NA
9001,1,10/10/22,10:29,0,encoding,19,cannon,,NA,,NA
9001,1,10/10/22,10:29,0,encoding,20,puzzle,,NA,,NA
9001,1,10/10/22,10:29,0,test,1,muscle,old,1,f,4296.7349
9001,1,10/10/22,10:29,0,test,2,fiscal,old,1,f,812.7373
9001,1,10/10/22,10:29,0,test,3,oracle,new,1,j,565.5462
9001,1,10/10/22,10:29,0,test,4,upward,old,1,f,720.3105
9001,1,10/10/22,10:29,0,test,5,outlet,old,1,f,1162.1892
9001,1,10/10/22,10:29,0,test,6,decade,new,1,j,805.3851
9001,1,10/10/22,10:29,0,test,7,parade,old,0,j,1120.9489
9001,1,10/10/22,10:29,0,test,8,tactic,old,1,f,665.1454
9001,1,10/10/22,10:29,0,test,9,figure,new,1,j,899.8622
9001,1,10/10/22,10:29,0,test,10,supply,new,1,j,671.2875
9001,1,10/10/22,10:29,0,test,11,sequel,new,1,j,861.4277
9001,1,10/10/22,10:29,0,test,12,fellow,old,1,f,849.2753
9001,1,10/10/22,10:29,0,test,13,vendor,new,1,j,592.1214
9001,1,10/10/22,10:29,0,test,14,actual,old,1,f,758.3073
9001,1,10/10/22,10:29,0,test,15,dancer,old,1,f,884.8528
9001,1,10/10/22,10:29,0,test,16,dinner,new,1,j,664.1709
9001,1,10/10/22,10:29,0,test,17,ticket,new,1,j,972.2118
9001,1,10/10/22,10:29,0,test,18,maiden,new,1,j,938.2
9001,1,10/10/22,10:29,0,test,19,tattoo,new,1,j,896.0251
9001,1,10/10/22,10:29,0,test,20,monkey,old,1,f,599.3412
9001,1,10/10/22,10:29,1,encoding,1,minute,,NA,,NA
9001,1,10/10/22,10:29,1,encoding,2,domain,,NA,,NA
9001,1,10/10/22,10:29,1,encoding,3,member,,NA,,NA
9001,1,10/10/22,10:29,1,encoding,4,binary,,NA,,NA
9001,1,10/10/22,10:29,1,encoding,5,vision,,NA,,NA
9001,1,10/10/22,10:29,1,encoding,6,energy,,NA,,NA
9001,1,10/10/22,10:29,1,encoding,7,format,,NA,,NA
9001,1,10/10/22,10:29,1,encoding,8,radius,,NA,,NA
9001,1,10/10/22,10:29,1,encoding,9,absurd,,NA,,NA
9001,1,10/10/22,10:29,1,encoding,10,random,,NA,,NA
9001,1,10/10/22,10:29,1,encoding,11,deputy,,NA,,NA
9001,1,10/10/22,10:29,1,encoding,12,crotch,,NA,,NA
9001,1,10/10/22,10:29,1,encoding,13,create,,NA,,NA
9001,1,10/10/22,10:29,1,encoding,14,bishop,,NA,,NA
9001,1,10/10/22,10:29,1,encoding,15,breath,,NA,,NA
9001,1,10/10/22,10:29,1,encoding,16,target,,NA,,NA
9001,1,10/10/22,10:29,1,encoding,17,notice,,NA,,NA
9001,1,10/10/22,10:29,1,encoding,18,outfit,,NA,,NA
9001,1,10/10/22,10:29,1,encoding,19,mother,,NA,,NA
9001,1,10/10/22,10:29,1,encoding,20,freeze,,NA,,NA
9001,1,10/10/22,10:29,1,test,1,vision,old,1,f,946.9237
9001,1,10/10/22,10:29,1,test,2,radius,old,1,f,743.6059
9001,1,10/10/22,10:29,1,test,3,random,old,1,f,1379.1288
9001,1,10/10/22,10:29,1,test,4,region,new,1,j,669.4743
9001,1,10/10/22,10:29,1,test,5,energy,old,1,f,882.5702
9001,1,10/10/22,10:29,1,test,6,caller,new,1,j,762.322
9001,1,10/10/22,10:29,1,test,7,prison,new,1,j,640.9005
9001,1,10/10/22,10:29,1,test,8,liquid,new,1,j,699.39
9001,1,10/10/22,10:29,1,test,9,travel,new,1,j,2638.0225
9001,1,10/10/22,10:29,1,test,10,domain,old,1,f,583.8339
9001,1,10/10/22,10:29,1,test,11,member,old,1,f,596.2499
9001,1,10/10/22,10:29,1,test,12,rental,new,1,j,734.9517
9001,1,10/10/22,10:29,1,test,13,butter,new,1,j,1008.4563
9001,1,10/10/22,10:29,1,test,14,crisis,new,1,j,904.5767
9001,1,10/10/22,10:29,1,test,15,absurd,old,1,f,581.0534
9001,1,10/10/22,10:29,1,test,16,binary,old,1,f,541.2833
9001,1,10/10/22,10:29,1,test,17,thread,new,1,j,790.0564
9001,1,10/10/22,10:29,1,test,18,sprint,new,1,j,859.8933
9001,1,10/10/22,10:29,1,test,19,format,old,1,f,556.051
9001,1,10/10/22,10:29,1,test,20,minute,old,1,f,556.0925
9001,1,10/10/22,10:29,2,encoding,1,farmer,,NA,,NA
9001,1,10/10/22,10:29,2,encoding,2,kernel,,NA,,NA
9001,1,10/10/22,10:29,2,encoding,3,person,,NA,,NA
9001,1,10/10/22,10:29,2,encoding,4,aspect,,NA,,NA
9001,1,10/10/22,10:29,2,encoding,5,sister,,NA,,NA
9001,1,10/10/22,10:29,2,encoding,6,hollow,,NA,,NA
9001,1,10/10/22,10:29,2,encoding,7,pickup,,NA,,NA
9001,1,10/10/22,10:29,2,encoding,8,chance,,NA,,NA
9001,1,10/10/22,10:29,2,encoding,9,matter,,NA,,NA
9001,1,10/10/22,10:29,2,encoding,10,settle,,NA,,NA
9001,1,10/10/22,10:29,2,encoding,11,lawyer,,NA,,NA
9001,1,10/10/22,10:29,2,encoding,12,pierce,,NA,,NA
9001,1,10/10/22,10:29,2,encoding,13,guilty,,NA,,NA
9001,1,10/10/22,10:29,2,encoding,14,refund,,NA,,NA
9001,1,10/10/22,10:29,2,encoding,15,forest,,NA,,NA
9001,1,10/10/22,10:29,2,encoding,16,bundle,,NA,,NA
9001,1,10/10/22,10:29,2,encoding,17,bottle,,NA,,NA
9001,1,10/10/22,10:29,2,encoding,18,border,,NA,,NA
9001,1,10/10/22,10:29,2,encoding,19,mantle,,NA,,NA
9001,1,10/10/22,10:29,2,encoding,20,hybrid,,NA,,NA
9001,1,10/10/22,10:29,2,test,1,effect,new,1,j,1023.0036
9001,1,10/10/22,10:29,2,test,2,farmer,old,1,f,1420.6874
9001,1,10/10/22,10:29,2,test,3,manual,new,1,j,1027.8991
9001,1,10/10/22,10:29,2,test,4,pickup,old,1,f,693.3292
9001,1,10/10/22,10:29,2,test,5,sister,old,1,f,728.8425
9001,1,10/10/22,10:29,2,test,6,hollow,old,1,f,720.1529
9001,1,10/10/22,10:29,2,test,7,kernel,old,1,f,761.7468
9001,1,10/10/22,10:29,2,test,8,motion,new,1,j,1423.8542
9001,1,10/10/22,10:29,2,test,9,breast,new,1,j,756.8646
9001,1,10/10/22,10:29,2,test,10,person,old,1,f,811.373
9001,1,10/10/22,10:29,2,test,11,matter,old,1,f,771.77
9001,1,10/10/22,10:29,2,test,12,rocket,new,1,j,732.1067
9001,1,10/10/22,10:29,2,test,13,hunter,new,1,j,776.7732
9001,1,10/10/22,10:29,2,test,14,jersey,new,1,j,653.3638
9001,1,10/10/22,10:29,2,test,15,archer,new,1,j,735.5679
9001,1,10/10/22,10:29,2,test,16,waffle,new,1,j,651.4119
9001,1,10/10/22,10:29,2,test,17,chance,old,1,f,617.5704
9001,1,10/10/22,10:29,2,test,18,sphere,new,1,j,825.382
9001,1,10/10/22,10:29,2,test,19,settle,old,1,f,775.9236
9001,1,10/10/22,10:29,2,test,20,aspect,old,1,f,1464.3175
9001,1,10/10/22,10:29,3,encoding,1,genius,,NA,,NA
9001,1,10/10/22,10:29,3,encoding,2,pistol,,NA,,NA
9001,1,10/10/22,10:29,3,encoding,3,safety,,NA,,NA
9001,1,10/10/22,10:29,3,encoding,4,season,,NA,,NA
9001,1,10/10/22,10:29,3,encoding,5,backup,,NA,,NA
9001,1,10/10/22,10:29,3,encoding,6,animal,,NA,,NA
9001,1,10/10/22,10:29,3,encoding,7,flight,,NA,,NA
9001,1,10/10/22,10:29,3,encoding,8,sender,,NA,,NA
9001,1,10/10/22,10:29,3,encoding,9,filing,,NA,,NA
9001,1,10/10/22,10:29,3,encoding,10,mailer,,NA,,NA
9001,1,10/10/22,10:29,3,encoding,11,poison,,NA,,NA
9001,1,10/10/22,10:29,3,encoding,12,arrest,,NA,,NA
9001,1,10/10/22,10:29,3,encoding,13,robust,,NA,,NA
9001,1,10/10/22,10:29,3,encoding,14,return,,NA,,NA
9001,1,10/10/22,10:29,3,encoding,15,bridge,,NA,,NA
9001,1,10/10/22,10:29,3,encoding,16,remark,,NA,,NA
9001,1,10/10/22,10:29,3,encoding,17,patrol,,NA,,NA
9001,1,10/10/22,10:29,3,encoding,18,danger,,NA,,NA
9001,1,10/10/22,10:29,3,encoding,19,attack,,NA,,NA
9001,1,10/10/22,10:29,3,encoding,20,former,,NA,,NA
9001,1,10/10/22,10:29,3,test,1,pocket,new,1,j,962.0308
9001,1,10/10/22,10:29,3,test,2,jungle,new,1,j,649.2822
9001,1,10/10/22,10:29,3,test,3,genius,old,1,f,634.9502
9001,1,10/10/22,10:29,3,test,4,flight,old,1,f,1149.386
9001,1,10/10/22,10:29,3,test,5,sender,old,0,j,1476.4396
9001,1,10/10/22,10:29,3,test,6,helmet,new,1,j,762.1953
9001,1,10/10/22,10:29,3,test,7,shaman,new,1,j,785.7164
9001,1,10/10/22,10:29,3,test,8,street,new,1,j,796.0185
9001,1,10/10/22,10:29,3,test,9,safety,old,1,f,756.2788
9001,1,10/10/22,10:29,3,test,10,backup,old,1,f,559.1972
9001,1,10/10/22,10:29,3,test,11,mailer,old,0,j,1459.8618
9001,1,10/10/22,10:29,3,test,12,zombie,new,1,j,820.3087
9001,1,10/10/22,10:29,3,test,13,spread,new,0,f,1725.727
9001,1,10/10/22,10:29,3,test,14,pistol,old,1,f,585.8693
9001,1,10/10/22,10:29,3,test,15,parity,new,1,j,967.7542
9001,1,10/10/22,10:29,3,test,16,sample,new,1,j,1883.19
9001,1,10/10/22,10:29,3,test,17,season,old,1,f,720.1111
9001,1,10/10/22,10:29,3,test,18,margin,new,1,j,1494.5674
9001,1,10/10/22,10:29,3,test,19,filing,old,1,f,1320.5661
9001,1,10/10/22,10:29,3,test,20,animal,old,1,f,709.1701
9001,1,10/10/22,10:29,4,encoding,1,turner,,NA,,NA
9001,1,10/10/22,10:29,4,encoding,2,estate,,NA,,NA
9001,1,10/10/22,10:29,4,encoding,3,legend,,NA,,NA
9001,1,10/10/22,10:29,4,encoding,4,county,,NA,,NA
9001,1,10/10/22,10:29,4,encoding,5,purple,,NA,,NA
9001,1,10/10/22,10:29,4,encoding,6,tennis,,NA,,NA
9001,1,10/10/22,10:29,4,encoding,7,prayer,,NA,,NA
9001,1,10/10/22,10:29,4,encoding,8,advice,,NA,,NA
9001,1,10/10/22,10:29,4,encoding,9,racist,,NA,,NA
9001,1,10/10/22,10:29,4,encoding,10,cousin,,NA,,NA
9001,1,10/10/22,10:29,4,encoding,11,falcon,,NA,,NA
9001,1,10/10/22,10:29,4,encoding,12,wright,,NA,,NA
9001,1,10/10/22,10:29,4,encoding,13,roller,,NA,,NA
9001,1,10/10/22,10:29,4,encoding,14,voodoo,,NA,,NA
9001,1,10/10/22,10:29,4,encoding,15,ribbon,,NA,,NA
9001,1,10/10/22,10:29,4,encoding,16,belief,,NA,,NA
9001,1,10/10/22,10:29,4,encoding,17,stupid,,NA,,NA
9001,1,10/10/22,10:29,4,encoding,18,length,,NA,,NA
9001,1,10/10/22,10:29,4,encoding,19,gospel,,NA,,NA
9001,1,10/10/22,10:29,4,encoding,20,stasis,,NA,,NA
9001,1,10/10/22,10:29,4,test,1,estate,old,0,j,1731.885
9001,1,10/10/22,10:29,4,test,2,method,new,1,j,826.9899
9001,1,10/10/22,10:29,4,test,3,lesson,new,1,j,995.7596
9001,1,10/10/22,10:29,4,test,4,school,new,1,j,844.9986
9001,1,10/10/22,10:29,4,test,5,custom,new,1,j,1408.7899
9001,1,10/10/22,10:29,4,test,6,racist,old,1,f,605.4881
9001,1,10/10/22,10:29,4,test,7,worker,new,1,j,1007.4689
9001,1,10/10/22,10:29,4,test,8,ritual,new,0,f,1455.6864
9001,1,10/10/22,10:29,4,test,9,turner,old,1,f,665.8256
9001,1,10/10/22,10:29,4,test,10,prayer,old,1,f,612.6378
9001,1,10/10/22,10:29,4,test,11,public,new,1,j,975.0659
9001,1,10/10/22,10:29,4,test,12,advice,old,1,f,1076.5931
9001,1,10/10/22,10:29,4,test,13,purple,old,1,f,751.3114
9001,1,10/10/22,10:29,4,test,14,permit,new,1,j,945.7544
9001,1,10/10/22,10:29,4,test,15,county,old,1,f,832.3363
9001,1,10/10/22,10:29,4,test,16,common,new,0,f,2892.5144
9001,1,10/10/22,10:29,4,test,17,tennis,old,1,f,1011.1301
9001,1,10/10/22,10:29,4,test,18,cousin,old,1,f,1843.8078
9001,1,10/10/22,10:29,4,test,19,hatred,new,1,j,3376.2835
9001,1,10/10/22,10:29,4,test,20,legend,old,1,f,967.4043
9001,1,10/10/22,10:29,5,encoding,1,escape,,NA,,NA
9001,1,10/10/22,10:29,5,encoding,2,palace,,NA,,NA
9001,1,10/10/22,10:29,5,encoding,3,regret,,NA,,NA
9001,1,10/10/22,10:29,5,encoding,4,voting,,NA,,NA
9001,1,10/10/22,10:29,5,encoding,5,symbol,,NA,,NA
9001,1,10/10/22,10:29,5,encoding,6,useful,,NA,,NA
9001,1,10/10/22,10:29,5,encoding,7,stitch,,NA,,NA
9001,1,10/10/22,10:29,5,encoding,8,recipe,,NA,,NA
9001,1,10/10/22,10:29,5,encoding,9,volume,,NA,,NA
9001,1,10/10/22,10:29,5,encoding,10,golden,,NA,,NA
9001,1,10/10/22,10:29,5,encoding,11,engine,,NA,,NA
9001,1,10/10/22,10:29,5,encoding,12,warren,,NA,,NA
9001,1,10/10/22,10:29,5,encoding,13,insult,,NA,,NA
9001,1,10/10/22,10:29,5,encoding,14,willow,,NA,,NA
9001,1,10/10/22,10:29,5,encoding,15,height,,NA,,NA
9001,1,10/10/22,10:29,5,encoding,16,runner,,NA,,NA
9001,1,10/10/22,10:29,5,encoding,17,matrix,,NA,,NA
9001,1,10/10/22,10:29,5,encoding,18,talent,,NA,,NA
9001,1,10/10/22,10:29,5,encoding,19,combat,,NA,,NA
9001,1,10/10/22,10:29,5,encoding,20,prompt,,NA,,NA
9001,1,10/10/22,10:29,5,test,1,palace,old,0,j,1066.6358
9001,1,10/10/22,10:29,5,test,2,savage,new,1,j,620.5458
9001,1,10/10/22,10:29,5,test,3,symbol,old,0,j,1366.3304
9001,1,10/10/22,10:29,5,test,4,finder,new,1,j,953.2005
9001,1,10/10/22,10:29,5,test,5,recipe,old,1,f,662.031
9001,1,10/10/22,10:29,5,test,6,ending,new,1,j,842.1185
9001,1,10/10/22,10:29,5,test,7,sailor,new,1,j,825.3135
9001,1,10/10/22,10:29,5,test,8,report,new,0,f,1799.8539
9001,1,10/10/22,10:29,5,test,9,design,new,1,j,843.1118
9001,1,10/10/22,10:29,5,test,10,voting,old,1,f,1282.4212
9001,1,10/10/22,10:29,5,test,11,escape,old,1,f,560.2323
9001,1,10/10/22,10:29,5,test,12,period,new,1,j,722.2755
9001,1,10/10/22,10:29,5,test,13,volume,old,1,f,614.3339
9001,1,10/10/22,10:29,5,test,14,object,new,1,j,733.4228
9001,1,10/10/22,10:29,5,test,15,divine,new,1,j,799.6971
9001,1,10/10/22,10:29,5,test,16,useful,old,1,f,930.0584
9001,1,10/10/22,10:29,5,test,17,regret,old,1,f,845.8299
9001,1,10/10/22,10:29,5,test,18,stitch,old,1,f,953.082
9001,1,10/10/22,10:29,5,test,19,novice,new,0,f,3492.0956
9001,1,10/10/22,10:29,5,test,20,golden,old,1,f,4414.7446
9002,1,10/10/22,10:29,0,encoding,1,actual,,NA,,NA
9002,1,10/10/22,10:29,0,encoding,2,monkey,,NA,,NA
9002,1,10/10/22,10:29,0,encoding,3,upward,,NA,,NA
9002,1,10/10/22,10:29,0,encoding,4,fellow,,NA,,NA
9002,1,10/10/22,10:29,0,encoding,5,fiscal,,NA,,NA
9002,1,10/10/22,10:29,0,encoding,6,outlet,,NA,,NA
9002,1,10/10/22,10:29,0,encoding,7,tactic,,NA,,NA
9002,1,10/10/22,10:29,0,encoding,8,parade,,NA,,NA
9002,1,10/10/22,10:29,0,encoding,9,dancer,,NA,,NA
9002,1,10/10/22,10:29,0,encoding,10,muscle,,NA,,NA
9002,1,10/10/22,10:29,0,encoding,11,viewer,,NA,,NA
9002,1,10/10/22,10:29,0,encoding,12,neural,,NA,,NA
9002,1,10/10/22,10:29,0,encoding,13,folder,,NA,,NA
9002,1,10/10/22,10:29,0,encoding,14,killer,,NA,,NA
9002,1,10/10/22,10:29,0,encoding,15,hunger,,NA,,NA
9002,1,10/10/22,10:29,0,encoding,16,knight,,NA,,NA
9002,1,10/10/22,10:29,0,encoding,17,finite,,NA,,NA
9002,1,10/10/22,10:29,0,encoding,18,frames,,NA,,NA
9002,1,10/10/22,10:29,0,encoding,19,cannon,,NA,,NA
9002,1,10/10/22,10:29,0,encoding,20,puzzle,,NA,,NA
9002,1,10/10/22,10:29,0,test,1,vendor,new,1,j,4490.9945
9002,1,10/10/22,10:29,0,test,2,maiden,new,1,j,1123.9856
9002,1,10/10/22,10:29,0,test,3,outlet,old,1,f,772.4213
9002,1,10/10/22,10:29,0,test,4,actual,old,1,f,863.0977
9002,1,10/10/22,10:29,0,test,5,supply,new,0,f,1610.1259
9002,1,10/10/22,10:29,0,test,6,oracle,new,0,f,1543.9616
9002,1,10/10/22,10:29,0,test,7,tactic,old,1,f,992.7641
9002,1,10/10/22,10:29,0,test,8,figure,new,1,j,1423.1626
9002,1,10/10/22,10:29,0,test,9,monkey,old,1,f,1183.3676
9002,1,10/10/22,10:29,0,test,10,muscle,old,1,f,783.6565
9002,1,10/10/22,10:29,0,test,11,fellow,old,1,f,1311.375
9002,1,10/10/22,10:29,0,test,12,dinner,new,1,j,1421.8334
9002,1,10/10/22,10:29,0,test,13,decade,new,0,f,1381.7344
9002,1,10/10/22,10:29,0,test,14,upward,old,1,f,838.2656
9002,1,10/10/22,10:29,0,test,15,fiscal,old,1,f,767.6247
9002,1,10/10/22,10:29,0,test,16,parade,old,1,f,2029.8584
9002,1,10/10/22,10:29,0,test,17,sequel,new,1,j,1486.7207
9002,1,10/10/22,10:29,0,test,18,dancer,old,1,f,1445.2827
9002,1,10/10/22,10:29,0,test,19,tattoo,new,0,f,1784.7951
9002,1,10/10/22,10:29,0,test,20,ticket,new,1,j,1437.9167
9002,1,10/10/22,10:29,1,encoding,1,minute,,NA,,NA
9002,1,10/10/22,10:29,1,encoding,2,domain,,NA,,NA
9002,1,10/10/22,10:29,1,encoding,3,member,,NA,,NA
9002,1,10/10/22,10:29,1,encoding,4,binary,,NA,,NA
9002,1,10/10/22,10:29,1,encoding,5,vision,,NA,,NA
9002,1,10/10/22,10:29,1,encoding,6,energy,,NA,,NA
9002,1,10/10/22,10:29,1,encoding,7,format,,NA,,NA
9002,1,10/10/22,10:29,1,encoding,8,radius,,NA,,NA
9002,1,10/10/22,10:29,1,encoding,9,absurd,,NA,,NA
9002,1,10/10/22,10:29,1,encoding,10,random,,NA,,NA
9002,1,10/10/22,10:29,1,encoding,11,deputy,,NA,,NA
9002,1,10/10/22,10:29,1,encoding,12,crotch,,NA,,NA
9002,1,10/10/22,10:29,1,encoding,13,create,,NA,,NA
9002,1,10/10/22,10:29,1,encoding,14,bishop,,NA,,NA
9002,1,10/10/22,10:29,1,encoding,15,breath,,NA,,NA
9002,1,10/10/22,10:29,1,encoding,16,target,,NA,,NA
9002,1,10/10/22,10:29,1,encoding,17,notice,,NA,,NA
9002,1,10/10/22,10:29,1,encoding,18,outfit,,NA,,NA
9002,1,10/10/22,10:29,1,encoding,19,mother,,NA,,NA
9002,1,10/10/22,10:29,1,encoding,20,freeze,,NA,,NA
9002,1,10/10/22,10:29,1,test,1,vision,old,1,f,984.3194
9002,1,10/10/22,10:29,1,test,2,butter,new,1,j,1290.289
9002,1,10/10/22,10:29,1,test,3,rental,new,1,j,1695.4899
9002,1,10/10/22,10:29,1,test,4,crisis,new,1,j,1721.6292
9002,1,10/10/22,10:29,1,test,5,sprint,new,1,j,1477.5123
9002,1,10/10/22,10:29,1,test,6,domain,old,1,f,743.9948
9002,1,10/10/22,10:29,1,test,7,random,old,1,f,1415.6433
9002,1,10/10/22,10:29,1,test,8,liquid,new,0,f,883.3829
9002,1,10/10/22,10:29,1,test,9,format,old,1,f,805.6931
9002,1,10/10/22,10:29,1,test,10,binary,old,1,f,893.3377
9002,1,10/10/22,10:29,1,test,11,member,old,1,f,785.1804
9002,1,10/10/22,10:29,1,test,12,thread,new,1,j,982.3426
9002,1,10/10/22,10:29,1,test,13,caller,new,1,j,1753.8955
9002,1,10/10/22,10:29,1,test,14,radius,old,1,f,1006.2164
9002,1,10/10/22,10:29,1,test,15,travel,new,1,j,1281.7052
9002,1,10/10/22,10:29,1,test,16,energy,old,1,f,1149.3513
9002,1,10/10/22,10:29,1,test,17,absurd,old,0,j,1101.1758
9002,1,10/10/22,10:29,1,test,18,region,new,0,f,1023.2689
9002,1,10/10/22,10:29,1,test,19,prison,new,0,f,1073.8039
9002,1,10/10/22,10:29,1,test,20,minute,old,1,f,980.0729
9002,1,10/10/22,10:29,2,encoding,1,farmer,,NA,,NA
9002,1,10/10/22,10:29,2,encoding,2,kernel,,NA,,NA
9002,1,10/10/22,10:29,2,encoding,3,person,,NA,,NA
9002,1,10/10/22,10:29,2,encoding,4,aspect,,NA,,NA
9002,1,10/10/22,10:29,2,encoding,5,sister,,NA,,NA
9002,1,10/10/22,10:29,2,encoding,6,hollow,,NA,,NA
9002,1,10/10/22,10:29,2,encoding,7,pickup,,NA,,NA
9002,1,10/10/22,10:29,2,encoding,8,chance,,NA,,NA
9002,1,10/10/22,10:29,2,encoding,9,matter,,NA,,NA
9002,1,10/10/22,10:29,2,encoding,10,settle,,NA,,NA
9002,1,10/10/22,10:29,2,encoding,11,lawyer,,NA,,NA
9002,1,10/10/22,10:29,2,encoding,12,pierce,,NA,,NA
9002,1,10/10/22,10:29,2,encoding,13,guilty,,NA,,NA
9002,1,10/10/22,10:29,2,encoding,14,refund,,NA,,NA
9002,1,10/10/22,10:29,2,encoding,15,forest,,NA,,NA
9002,1,10/10/22,10:29,2,encoding,16,bundle,,NA,,NA
9002,1,10/10/22,10:29,2,encoding,17,bottle,,NA,,NA
9002,1,10/10/22,10:29,2,encoding,18,border,,NA,,NA
9002,1,10/10/22,10:29,2,encoding,19,mantle,,NA,,NA
9002,1,10/10/22,10:29,2,encoding,20,hybrid,,NA,,NA
9002,1,10/10/22,10:29,2,test,1,breast,new,1,j,2317.7538
9002,1,10/10/22,10:29,2,test,2,aspect,old,0,j,1433.7953
9002,1,10/10/22,10:29,2,test,3,sister,old,1,f,717.525
9002,1,10/10/22,10:29,2,test,4,sphere,new,0,f,777.1206
9002,1,10/10/22,10:29,2,test,5,farmer,old,1,f,568.7675
9002,1,10/10/22,10:29,2,test,6,kernel,old,1,f,714.1923
9002,1,10/10/22,10:29,2,test,7,manual,new,0,f,933.0687
9002,1,10/10/22,10:29,2,test,8,waffle,new,1,j,1032.2555
9002,1,10/10/22,10:29,2,test,9,jersey,new,0,f,1004.691
9002,1,10/10/22,10:29,2,test,10,rocket,new,0,f,705.1042
9002,1,10/10/22,10:29,2,test,11,motion,new,0,f,726.5055
9002,1,10/10/22,10:29,2,test,12,hunter,new,1,j,1050.3716
9002,1,10/10/22,10:29,2,test,13,hollow,old,1,f,1038.0342
9002,1,10/10/22,10:29,2,test,14,chance,old,1,f,733.5645
9002,1,10/10/22,10:29,2,test,15,effect,new,0,f,679.4065
9002,1,10/10/22,10:29,2,test,16,person,old,1,f,739.7997
9002,1,10/10/22,10:29,2,test,17,pickup,old,1,f,613.5848
9002,1,10/10/22,10:29,2,test,18,settle,old,1,f,747.2465
9002,1,10/10/22,10:29,2,test,19,archer,new,1,j,988.3832
9002,1,10/10/22,10:29,2,test,20,matter,old,1,f,707.1182
9002,1,10/10/22,10:29,3,encoding,1,genius,,NA,,NA
9002,1,10/10/22,10:29,3,encoding,2,pistol,,NA,,NA
9002,1,10/10/22,10:29,3,encoding,3,safety,,NA,,NA
9002,1,10/10/22,10:29,3,encoding,4,season,,NA,,NA
9002,1,10/10/22,10:29,3,encoding,5,backup,,NA,,NA
9002,1,10/10/22,10:29,3,encoding,6,animal,,NA,,NA
9002,1,10/10/22,10:29,3,encoding,7,flight,,NA,,NA
9002,1,10/10/22,10:29,3,encoding,8,sender,,NA,,NA
9002,1,10/10/22,10:29,3,encoding,9,filing,,NA,,NA
9002,1,10/10/22,10:29,3,encoding,10,mailer,,NA,,NA
9002,1,10/10/22,10:29,3,encoding,11,poison,,NA,,NA
9002,1,10/10/22,10:29,3,encoding,12,arrest,,NA,,NA
9002,1,10/10/22,10:29,3,encoding,13,robust,,NA,,NA
9002,1,10/10/22,10:29,3,encoding,14,return,,NA,,NA
9002,1,10/10/22,10:29,3,encoding,15,bridge,,NA,,NA
9002,1,10/10/22,10:29,3,encoding,16,remark,,NA,,NA
9002,1,10/10/22,10:29,3,encoding,17,patrol,,NA,,NA
9002,1,10/10/22,10:29,3,encoding,18,danger,,NA,,NA
9002,1,10/10/22,10:29,3,encoding,19,attack,,NA,,NA
9002,1,10/10/22,10:29,3,encoding,20,former,,NA,,NA
9002,1,10/10/22,10:29,3,test,1,backup,old,1,f,2628.0543
9002,1,10/10/22,10:29,3,test,2,sender,old,0,j,824.0235
9002,1,10/10/22,10:29,3,test,3,pocket,new,0,f,888.9614
9002,1,10/10/22,10:29,3,test,4,shaman,new,1,j,721.7107
9002,1,10/10/22,10:29,3,test,5,street,new,0,f,705.7523
9002,1,10/10/22,10:29,3,test,6,animal,old,0,j,1797.5995
9002,1,10/10/22,10:29,3,test,7,sample,new,0,f,707.5275
9002,1,10/10/22,10:29,3,test,8,genius,old,0,j,789.2625
9002,1,10/10/22,10:29,3,test,9,mailer,old,1,f,730.2668
9002,1,10/10/22,10:29,3,test,10,parity,new,1,j,921.4428
9002,1,10/10/22,10:29,3,test,11,pistol,old,1,f,764.7386
9002,1,10/10/22,10:29,3,test,12,jungle,new,0,f,708.4515
9002,1,10/10/22,10:29,3,test,13,zombie,new,0,f,691.6476
9002,1,10/10/22,10:29,3,test,14,flight,old,1,f,658.3672
9002,1,10/10/22,10:29,3,test,15,margin,new,0,f,892.3923
9002,1,10/10/22,10:29,3,test,16,season,old,1,f,911.3039
9002,1,10/10/22,10:29,3,test,17,safety,old,0,j,669.155
9002,1,10/10/22,10:29,3,test,18,filing,old,1,f,905.5834
9002,1,10/10/22,10:29,3,test,19,helmet,new,0,f,1026.479
