subject,session,block,trial,subtrial,trialtype,setsize,resp,acc,rt,proberesp
9002,2,real,47,47,change,6,j,1,1335.2148,NA
9002,2,real,48,48,change,6,j,1,2988.4594,1
9002,2,real,49,49,change,6,j,1,1302.6555,NA
9002,2,real,50,50,nochange,6,f,1,1073.2399,NA
9002,2,real,51,51,change,6,j,1,1679.4433,NA
9002,2,real,52,52,nochange,6,f,1,1649.0783,NA
9002,2,real,53,53,nochange,6,f,1,1336.9581,NA
9002,2,real,54,54,change,6,f,0,2668.325,NA
9002,2,real,55,55,nochange,6,f,1,2448.9958,NA
9002,2,real,56,56,nochange,6,f,1,1193.0643,1
9002,2,real,57,57,change,6,j,1,2231.6399,NA
9002,2,real,58,58,nochange,6,j,0,1298.5876,NA
9002,2,real,59,59,nochange,6,f,1,1289.2569,NA
9002,2,real,60,60,change,6,j,1,2326.8355,NA
9004,2,practice,0,1,nochange,6,f,1,727.9327,NA
9004,2,practice,0,2,nochange,6,j,0,1151.1293,NA
9004,2,practice,0,3,change,6,f,0,416.4908,NA
9004,2,practice,0,4,change,6,j,1,1366.5647,NA
9004,2,practice,0,5,change,6,f,0,439.0543,NA
9004,2,practice,0,6,nochange,6,j,0,0.180699999997,NA
9004,2,real,1,1,change,6,f,0,554.9576,NA
9004,2,real,2,2,nochange,6,f,1,657.6101,NA
9004,2,real,3,3,nochange,6,f,1,408.3069,NA
9004,2,real,4,4,change,6,f,0,559.0533,NA
9004,2,real,5,5,change,6,f,0,622.1139,NA
9004,2,real,6,6,change,6,j,1,333.0568,NA
9004,2,real,7,7,nochange,6,f,1,376.1393,NA
9004,2,real,8,8,change,6,f,0,511.0786,5
9004,2,real,9,9,change,6,f,0,501.6261,NA
9004,2,real,10,10,nochange,6,f,1,0.236900000018,NA
9004,2,real,11,11,nochange,6,f,1,0.407199999987,NA
9004,2,real,12,12,nochange,6,f,1,0.209000000003,NA
9004,2,real,13,13,nochange,6,j,0,0.426199999987,NA
9004,2,real,14,14,change,6,f,0,0.326399999991,NA
9004,2,real,15,15,nochange,6,f,1,730.4453,NA
9004,2,real,16,16,nochange,6,f,1,551.7097,5
9004,2,real,17,17,change,6,f,0,447.1749,NA
9004,2,real,18,18,nochange,6,f,1,0.183199999999,NA
9004,2,real,19,19,change,6,f,0,0.150200000033,NA
9004,2,real,20,20,nochange,6,j,0,0.152000000002,NA
9004,2,real,21,21,change,6,f,0,1158.5808,NA
9004,2,real,22,22,change,6,f,0,0.175699999993,NA
9004,2,real,23,23,change,6,f,0,0.145699999994,NA
9004,2,real,24,24,nochange,6,f,1,0.209600000002,5
9004,2,real,25,25,nochange,6,f,1,1353.3935,NA
9004,2,real,26,26,change,6,j,1,861.2045,NA
9004,2,real,27,27,nochange,6,f,1,979.0209,NA
9004,2,real,28,28,change,6,f,0,1312.3417,NA
9004,2,real,29,29,nochange,6,f,1,783.9154,NA
9004,2,real,30,30,change,6,f,0,765.6439,NA
9004,2,real,31,31,nochange,6,f,1,583.4151,NA
9004,2,real,32,32,nochange,6,f,1,982.7926,5
9004,2,real,33,33,nochange,6,f,1,0.20630000002,NA
9004,2,real,34,34,nochange,6,j,0,0.208500000008,NA
9004,2,real,35,35,change,6,f,0,546.5349,NA
9004,2,real,36,36,change,6,j,1,0.234200000006,NA
9004,2,real,37,37,nochange,6,f,1,347.6375,NA
9004,2,real,38,38,nochange,6,f,1,791.8879,NA
9004,2,real,39,39,nochange,6,f,1,631.7973,NA
9004,2,real,40,40,change,6,f,0,0.207600000023,5
9004,2,real,41,41,change,6,j,1,0.235799999966,NA
9004,2,real,42,42,nochange,6,j,0,0.209399999992,NA
9004,2,real,43,43,nochange,6,f,1,0.209399999934,NA
9004,2,real,44,44,change,6,j,1,0.225800000015,NA
9004,2,real,45,45,change,6,f,0,0.152200000011,NA
9004,2,real,46,46,nochange,6,j,0,1.39390000002,NA
9004,2,real,47,47,change,6,j,1,0.96590000001,NA
9004,2,real,48,48,change,6,f,0,1.61300000001,5
9004,2,real,49,49,nochange,6,f,1,0.712,NA
9004,2,real,50,50,nochange,6,j,0,0.954800000007,NA
9004,2,real,51,51,nochange,6,f,1,0.981900000013,NA
9004,2,real,52,52,change,6,f,0,420.7761,NA
9004,2,real,53,53,change,6,f,0,1549.1761,NA
9004,2,real,54,54,change,6,f,0,0.178000000014,NA
9004,2,real,55,55,change,6,f,0,688.0686,NA
9004,2,real,56,56,change,6,f,0,860.7467,5
9004,2,real,57,57,nochange,6,j,0,680.9091,NA
9004,2,real,58,58,change,6,f,0,628.1875,NA
9004,2,real,59,59,nochange,6,j,0,326.9045,NA
9004,2,real,60,60,change,6,f,0,549.6064,NA
9005,2,practice,0,1,nochange,6,f,1,748.1168,NA
9005,2,practice,0,2,change,6,j,1,939.4926,NA
9005,2,practice,0,3,nochange,6,f,1,923.6004,NA
9005,2,practice,0,4,change,6,j,1,972.1257,NA
9005,2,practice,0,5,change,6,j,1,854.2943,NA
9005,2,practice,0,6,nochange,6,f,1,969.186,NA
9005,2,real,1,1,nochange,6,f,1,793.2988,NA
9005,2,real,2,2,change,6,j,1,1249.0368,NA
9005,2,real,3,3,change,6,f,0,985.0244,NA
9005,2,real,4,4,change,6,j,1,989.9824,NA
9005,2,real,5,5,change,6,j,1,1207.659,NA
9005,2,real,6,6,nochange,6,f,1,4333.1464,NA
9005,2,real,7,7,nochange,6,j,0,2617.0891,NA
9005,2,real,8,8,change,6,j,1,1848.8573,1
9005,2,real,9,9,nochange,6,f,1,1582.881,NA
9005,2,real,10,10,nochange,6,f,1,990.7055,NA
9005,2,real,11,11,nochange,6,f,1,1748.9421,NA
9005,2,real,12,12,nochange,6,f,1,576.0094,NA
9005,2,real,13,13,change,6,j,1,2331.0635,NA
9005,2,real,14,14,nochange,6,f,1,1069.6332,NA
9005,2,real,15,15,nochange,6,f,1,723.7787,NA
9005,2,real,16,16,change,6,j,1,938.8714,1
9005,2,real,17,17,change,6,j,1,959.7204,NA
9005,2,real,18,18,nochange,6,f,1,1427.9243,NA
9005,2,real,19,19,change,6,j,1,866.6988,NA
9005,2,real,20,20,change,6,j,1,880.0951,NA
9005,2,real,21,21,change,6,j,1,1001.6397,NA
9005,2,real,22,22,change,6,j,1,745.446,NA
9005,2,real,23,23,change,6,j,1,1004.9493,NA
9005,2,real,24,24,nochange,6,f,1,1747.7707,1
9005,2,real,25,25,change,6,j,1,1586.6422,NA
9005,2,real,26,26,nochange,6,f,1,2042.737,NA
9005,2,real,27,27,nochange,6,f,1,2324.2236,NA
9005,2,real,28,28,change,6,j,1,747.5251,NA
9005,2,real,29,29,nochange,6,f,1,846.5899,NA
9005,2,real,30,30,nochange,6,f,1,868.0079,NA
9005,2,real,31,31,change,6,j,1,1019.2632,NA
9005,2,real,32,32,change,6,f,0,1088.8819,5
9005,2,real,33,33,nochange,6,f,1,661.0701,NA
9005,2,real,34,34,nochange,6,f,1,1007.1278,NA
9005,2,real,35,35,nochange,6,f,1,691.8974,NA
9005,2,real,36,36,nochange,6,j,0,839.1293,NA
9005,2,real,37,37,change,6,f,0,1288.8286,NA
9005,2,real,38,38,change,6,f,0,800.1447,NA
9005,2,real,39,39,nochange,6,f,1,716.5489,NA
9005,2,real,40,40,nochange,6,f,1,692.3382,2
9005,2,real,41,41,nochange,6,f,1,815.2666,NA
9005,2,real,42,42,change,6,j,1,978.2593,NA
9005,2,real,43,43,nochange,6,f,1,934.2566,NA
9005,2,real,44,44,nochange,6,j,0,1875.9596,NA
9005,2,real,45,45,change,6,j,1,1519.1919,NA
9005,2,real,46,46,change,6,j,1,1163.7374,NA
9005,2,real,47,47,change,6,j,1,1163.7802,NA
9005,2,real,48,48,change,6,f,0,1312.5645,1
9005,2,real,49,49,change,6,f,0,693.132,NA
9005,2,real,50,50,change,6,f,0,1263.5953,NA
9005,2,real,51,51,nochange,6,f,1,1045.7917,NA
9005,2,real,52,52,change,6,j,1,1689.975,NA
9005,2,real,53,53,change,6,j,1,1606.2639,NA
9005,2,real,54,54,nochange,6,f,1,795.831,NA
9005,2,real,55,55,nochange,6,f,1,1293.6406,NA
9005,2,real,56,56,nochange,6,f,1,770.3493,3
9005,2,real,57,57,nochange,6,f,1,2734.4372,NA
9005,2,real,58,58,nochange,6,f,1,884.8043,NA
9005,2,real,59,59,change,6,j,1,945.6214,NA
9005,2,real,60,60,change,6,j,1,943.4415,NA
9006,2,practice,0,1,nochange,6,f,1,1156.6766,NA
9006,2,practice,0,2,change,6,j,1,1666.2285,NA
9006,2,practice,0,3,change,6,j,1,2826.4279,NA
9006,2,practice,0,4,nochange,6,f,1,2239.9019,NA
9006,2,practice,0,5,nochange,6,f,1,2371.46,NA
9006,2,practice,0,6,change,6,f,0,635.0218,NA
9006,2,real,1,1,nochange,6,f,1,0.184600000008,NA
9006,2,real,2,2,nochange,6,j,0,1673.2424,NA
9006,2,real,3,3,nochange,6,f,1,624.9188,NA
9006,2,real,4,4,nochange,6,f,1,633.4697,NA
9006,2,real,5,5,nochange,6,f,1,899.9019,NA
9006,2,real,6,6,change,6,f,0,1215.7825,NA
9006,2,real,7,7,nochange,6,f,1,820.7316,NA
9006,2,real,8,8,nochange,6,f,1,682.9942,3
9006,2,real,9,9,nochange,6,j,0,2294.5957,NA
9006,2,real,10,10,change,6,f,0,681.9248,NA
9006,2,real,11,11,nochange,6,f,1,804.9219,NA
9006,2,real,12,12,nochange,6,f,1,794.5147,NA
9006,2,real,13,13,nochange,6,f,1,714.3164,NA
9006,2,real,14,14,nochange,6,j,0,801.5459,NA
9006,2,real,15,15,nochange,6,f,1,515.8046,NA
9006,2,real,16,16,change,6,f,0,10974.8353,3
9006,2,real,17,17,nochange,6,f,1,514.5581,NA
9006,2,real,18,18,change,6,f,0,5017.6198,NA
9006,2,real,19,19,change,6,f,0,2875.54,NA
9006,2,real,20,20,change,6,f,0,1407.3201,NA
9006,2,real,21,21,change,6,f,0,891.0248,NA
9006,2,real,22,22,change,6,f,0,770.1134,NA
9006,2,real,23,23,change,6,j,1,1757.6676,NA
9006,2,real,24,24,change,6,j,1,3462.6294,5
9006,2,real,25,25,nochange,6,f,1,1689.3304,NA
9006,2,real,26,26,nochange,6,f,1,1684.2051,NA
9006,2,real,27,27,nochange,6,f,1,2563.2241,NA
9006,2,real,28,28,change,6,f,0,2456.9346,NA
9006,2,real,29,29,change,6,f,0,753.1774,NA
9006,2,real,30,30,change,6,j,1,811.0287,NA
9006,2,real,31,31,nochange,6,j,0,580.4306,NA
9006,2,real,32,32,nochange,6,f,1,765.5921,3
9006,2,real,33,33,change,6,f,0,640.7142,NA
9006,2,real,34,34,change,6,f,0,935.3876,NA
9006,2,real,35,35,change,6,j,1,613.9298,NA
9006,2,real,36,36,nochange,6,f,1,959.8466,NA
9006,2,real,37,37,change,6,j,1,785.0404,NA
9006,2,real,38,38,nochange,6,f,1,512.6434,NA
9006,2,real,39,39,change,6,f,0,415.3015,NA
9006,2,real,40,40,nochange,6,f,1,427.2602,3
9006,2,real,41,41,change,6,f,0,621.8013,NA
9006,2,real,42,42,change,6,f,0,923.8001,NA
9006,2,real,43,43,change,6,j,1,1282.0057,NA
9006,2,real,44,44,nochange,6,f,1,678.6059,NA
9006,2,real,45,45,change,6,f,0,861.3957,NA
9006,2,real,46,46,nochange,6,j,0,553.6175,NA
9006,2,real,47,47,change,6,f,0,970.6494,NA
9006,2,real,48,48,nochange,6,j,0,546.5606,3
9006,2,real,49,49,nochange,6,f,1,600.5596,NA
9006,2,real,50,50,change,6,j,1,3333.8806,NA
9006,2,real,51,51,nochange,6,j,0,0.264099999913,NA
9006,2,real,52,52,change,6,f,0,464.1698,NA
9006,2,real,53,53,change,6,f,0,1087.8123,NA
9006,2,real,54,54,change,6,f,0,2847.5136,NA
9006,2,real,55,55,change,6,f,0,700.4815,NA
9006,2,real,56,56,change,6,f,0,448.0965,3
9006,2,real,57,57,nochange,6,f,1,632.9518,NA
9006,2,real,58,58,nochange,6,f,1,609.9003,NA
9006,2,real,59,59,change,6,f,0,624.6347,NA
9006,2,real,60,60,nochange,6,f,1,713.5583,NA
9007,2,practice,0,1,nochange,6,j,0,1144.7816,NA
9007,2,practice,0,2,nochange,6,f,1,1374.4184,NA
9007,2,practice,0,3,change,6,j,1,1001.6876,NA
9007,2,practice,0,4,change,6,f,0,897.7607,NA
9007,2,practice,0,5,nochange,6,f,1,1350.1563,NA
9007,2,practice,0,6,change,6,j,1,1194.0566,NA
9007,2,real,1,1,change,6,j,1,1068.8494,NA
9007,2,real,2,2,nochange,6,f,1,1838.5767,NA
9007,2,real,3,3,nochange,6,f,1,1088.329,NA
9007,2,real,4,4,change,6,j,1,1053.0071,NA
9007,2,real,5,5,change,6,j,1,2110.0695,NA
9007,2,real,6,6,nochange,6,j,0,1180.3559,NA
9007,2,real,7,7,change,6,j,1,1270.855,NA
9007,2,real,8,8,nochange,6,f,1,1085.2596,1
9007,2,real,9,9,change,6,f,0,2857.0707,NA
9007,2,real,10,10,change,6,f,0,1494.9592,NA
9007,2,real,11,11,nochange,6,f,1,964.3374,NA
9007,2,real,12,12,change,6,j,1,1041.3438,NA
9007,2,real,13,13,change,6,j,1,1199.7607,NA
9007,2,real,14,14,nochange,6,f,1,3811.9518,NA
9007,2,real,15,15,nochange,6,f,1,2027.5259,NA
9007,2,real,16,16,change,6,j,1,1151.2498,2
9007,2,real,17,17,nochange,6,f,1,1008.9756,NA
9007,2,real,18,18,nochange,6,f,1,2660.2975,NA
9007,2,real,19,19,nochange,6,f,1,876.708,NA
9007,2,real,20,20,nochange,6,f,1,1004.7387,NA
9007,2,real,21,21,change,6,f,0,3023.471,NA
9007,2,real,22,22,change,6,j,1,1134.8819,NA
9007,2,real,23,23,nochange,6,f,1,1610.5674,NA
9007,2,real,24,24,change,6,j,1,1234.034,1
9007,2,real,25,25,change,6,j,1,1866.6086,NA
9007,2,real,26,26,nochange,6,f,1,1003.4035,NA
9007,2,real,27,27,change,6,j,1,1263.2824,NA
9007,2,real,28,28,nochange,6,j,0,1306.3305,NA
9007,2,real,29,29,change,6,f,0,1343.8791,NA
9007,2,real,30,30,change,6,j,1,1731.8986,NA
9007,2,real,31,31,nochange,6,f,1,1052.2508,NA
9007,2,real,32,32,nochange,6,f,1,822.5708,1
9007,2,real,33,33,change,6,j,1,939.5498,NA
9007,2,real,34,34,change,6,j,1,905.8931,NA
9007,2,real,35,35,change,6,j,1,2123.1835,NA
9007,2,real,36,36,change,6,j,1,1296.5866,NA
9007,2,real,37,37,change,6,j,1,912.9021,NA
9007,2,real,38,38,nochange,6,f,1,3049.651,NA
9007,2,real,39,39,nochange,6,j,0,982.0465,NA
9007,2,real,40,40,nochange,6,j,0,1178.7986,1
9007,2,real,41,41,change,6,j,1,880.7563,NA
9007,2,real,42,42,nochange,6,f,1,945.7538,NA
9007,2,real,43,43,nochange,6,j,0,718.0062,NA
9007,2,real,44,44,nochange,6,f,1,2481.8646,NA
9007,2,real,45,45,nochange,6,j,0,865.8797,NA
9007,2,real,46,46,nochange,6,f,1,4963.5498,NA
9007,2,real,47,47,change,6,j,1,1799.0318,NA
9007,2,real,48,48,change,6,f,0,1352.9275,5
9007,2,real,49,49,change,6,j,1,1166.0368,NA
9007,2,real,50,50,change,6,j,1,995.9914,NA
9007,2,real,51,51,change,6,j,1,1290.3849,NA
9007,2,real,52,52,change,6,j,1,1127.6672,NA
9007,2,real,53,53,nochange,6,f,1,1048.8915,NA
9007,2,real,54,54,nochange,6,f,1,898.371,NA
9007,2,real,55,55,change,6,j,1,1691.6416,NA
9007,2,real,56,56,nochange,6,f,1,1368.7573,5
9007,2,real,57,57,nochange,6,f,1,843.3383,NA
9007,2,real,58,58,change,6,j,1,762.165,NA
9007,2,real,59,59,nochange,6,f,1,882.5557,NA
9007,2,real,60,60,nochange,6,f,1,913.5466,NA
9009,2,practice,0,1,change,6,j,1,3089.6735,NA
9009,2,practice,0,2,nochange,6,f,1,732.861,NA
9009,2,practice,0,3,nochange,6,j,0,683.4735,NA
9009,2,practice,0,4,change,6,j,1,736.6057,NA
9009,2,practice,0,5,nochange,6,f,1,1094.4777,NA
9009,2,practice,0,6,change,6,j,1,881.0592,NA
9009,2,real,1,1,nochange,6,f,1,972.353,NA
9009,2,real,2,2,nochange,6,f,1,3711.021,NA
9009,2,real,3,3,change,6,j,1,3211.5256,NA
9009,2,real,4,4,change,6,j,1,1294.3959,NA
9009,2,real,5,5,nochange,6,j,0,1049.5816,NA
9009,2,real,6,6,change,6,j,1,4527.8752,NA
9009,2,real,7,7,change,6,j,1,864.5033,NA
9009,2,real,8,8,nochange,6,f,1,1632.5649,4
9009,2,real,9,9,nochange,6,f,1,1165.0271,NA
9009,2,real,10,10,nochange,6,j,0,874.9955,NA
9009,2,real,11,11,change,6,j,1,1294.4521,NA
9009,2,real,12,12,nochange,6,j,0,932.7575,NA
9009,2,real,13,13,change,6,j,1,1705.9775,NA
9009,2,real,14,14,change,6,j,1,773.1334,NA
9009,2,real,15,15,nochange,6,f,1,1130.5725,NA
9009,2,real,16,16,nochange,6,f,1,962.9133,1
9009,2,real,17,17,change,6,j,1,817.2474,NA
9009,2,real,18,18,change,6,f,0,974.7495,NA
9009,2,real,19,19,nochange,6,j,0,1148.5198,NA
9009,2,real,20,20,change,6,j,1,1040.3648,NA
9009,2,real,21,21,change,6,j,1,1098.3867,NA
9009,2,real,22,22,nochange,6,f,1,773.9462,NA
9009,2,real,23,23,nochange,6,j,0,792.9454,NA
9009,2,real,24,24,change,6,j,1,808.6969,2
9009,2,real,25,25,nochange,6,f,1,1007.0274,NA
9009,2,real,26,26,change,6,j,1,824.2648,NA
9009,2,real,27,27,nochange,6,f,1,1375.1944,NA
9009,2,real,28,28,change,6,j,1,1866.045,NA
9009,2,real,29,29,change,6,j,1,844.0327,NA
9009,2,real,30,30,nochange,6,f,1,1849.542,NA
9009,2,real,31,31,change,6,f,0,544.3157,NA
9009,2,real,32,32,nochange,6,f,1,832.6965,2
9009,2,real,33,33,change,6,j,1,745.9793,NA
9009,2,real,34,34,change,6,j,1,833.9842,NA
9009,2,real,35,35,change,6,j,1,2603.336,NA
9009,2,real,36,36,change,6,f,0,521.4786,NA
9009,2,real,37,37,nochange,6,j,0,872.97,NA
9009,2,real,38,38,change,6,j,1,730.9664,NA
9009,2,real,39,39,change,6,j,1,688.7903,NA
9009,2,real,40,40,nochange,6,f,1,1256.7952,1
9009,2,real,41,41,change,6,j,1,760.642,NA
9009,2,real,42,42,change,6,j,1,975.0103,NA
9009,2,real,43,43,change,6,j,1,1239.3174,NA
9009,2,real,44,44,nochange,6,f,1,859.1152,NA
9009,2,real,45,45,nochange,6,f,1,898.3176,NA
9009,2,real,46,46,change,6,f,0,859.6509,NA
9009,2,real,47,47,nochange,6,j,0,2048.0024,NA
9009,2,real,48,48,nochange,6,f,1,1374.2401,1
9009,2,real,49,49,nochange,6,f,1,701.3399,NA
9009,2,real,50,50,nochange,6,f,1,774.2293,NA
9009,2,real,51,51,nochange,6,f,1,805.4038,NA
9009,2,real,52,52,nochange,6,f,1,1008.2559,NA
9009,2,real,53,53,change,6,f,0,835.7606,NA
9009,2,real,54,54,change,6,j,1,1968.0446,NA
9009,2,real,55,55,nochange,6,f,1,1259.9716,NA
9009,2,real,56,56,change,6,j,1,1016.4153,1
9009,2,real,57,57,nochange,6,f,1,1073.6446,NA
9009,2,real,58,58,nochange,6,f,1,627.5007,NA
9009,2,real,59,59,change,6,j,1,1058.6293,NA
9009,2,real,60,60,nochange,6,f,1,761.2888,NA
9010,2,practice,0,1,change,6,j,1,1068.3385,NA
9010,2,practice,0,2,change,6,f,0,1094.8823,NA
9010,2,practice,0,3,change,6,j,1,930.3381,NA
9010,2,practice,0,4,nochange,6,f,1,1172.2029,NA
9010,2,practice,0,5,nochange,6,j,0,1139.4066,NA
9010,2,practice,0,6,nochange,6,f,1,1702.185,NA
9010,2,real,1,1,change,6,f,0,1132.0579,NA
9010,2,real,2,2,nochange,6,f,1,1123.4037,NA
9010,2,real,3,3,change,6,j,1,1384.0793,NA
9010,2,real,4,4,change,6,j,1,985.2005,NA
9010,2,real,5,5,change,6,j,1,2900.905,NA
9010,2,real,6,6,nochange,6,f,1,3268.5547,NA
9010,2,real,7,7,change,6,j,1,2177.6358,NA
9010,2,real,8,8,nochange,6,j,0,1595.5036,1
9010,2,real,9,9,change,6,j,1,1281.8455,NA
9010,2,real,10,10,nochange,6,j,0,2271.3229,NA
9010,2,real,11,11,change,6,j,1,2653.0062,NA
9010,2,real,12,12,change,6,j,1,3128.3876,NA
9010,2,real,13,13,nochange,6,f,1,1060.498,NA
9010,2,real,14,14,change,6,j,1,1633.7468,NA
9010,2,real,15,15,nochange,6,j,0,1303.4584,NA
9010,2,real,16,16,nochange,6,f,1,2306.3189,1
9010,2,real,17,17,change,6,f,0,4321.032,NA
9010,2,real,18,18,change,6,f,0,2710.2855,NA
