subject,session,date,time,condition,block,trial,rt,wait_time,probe_resp
9001,2,10/17/22,10:01,grey,real,52,0.9123553,2500,NA
9001,2,10/17/22,10:01,grey,real,53,0.4873497,3000,NA
9001,2,10/17/22,10:01,grey,real,54,0.4155848,4000,NA
9001,2,10/17/22,10:01,grey,real,55,0.6090225,7000,NA
9001,2,10/17/22,10:01,grey,real,56,0.4474923,6000,3
9001,2,10/17/22,10:01,grey,real,57,0.6099597,4500,NA
9001,2,10/17/22,10:01,grey,real,58,0.4035867,5000,NA
9001,2,10/17/22,10:01,grey,real,59,1.0673847,4000,NA
9001,2,10/17/22,10:01,grey,real,60,1.5235795,2000,NA
9002,2,10/17/22,10:49,grey,practice,1,0,5000,NA
9002,2,10/17/22,10:49,grey,practice,2,0.3755417,3000,NA
9002,2,10/17/22,10:49,grey,practice,3,0.3299835,6500,NA
9002,2,10/17/22,10:49,grey,practice,4,0.4937037,8000,NA
9002,2,10/17/22,10:49,grey,practice,5,0.363049,5000,NA
9002,2,10/17/22,10:49,grey,real,1,0.3813189,4500,NA
9002,2,10/17/22,10:49,grey,real,2,0.5715042,2000,NA
9002,2,10/17/22,10:49,grey,real,3,0.3031275,5000,NA
9002,2,10/17/22,10:49,grey,real,4,0.3729402,7500,NA
9002,2,10/17/22,10:49,grey,real,5,0.5757199,4000,NA
9002,2,10/17/22,10:49,grey,real,6,0.3958068,3500,NA
9002,2,10/17/22,10:49,grey,real,7,0.3047509,8000,NA
9002,2,10/17/22,10:49,grey,real,8,0.3966205,5000,3
9002,2,10/17/22,10:49,grey,real,9,0.345687,5500,NA
9002,2,10/17/22,10:49,grey,real,10,0.3279319,7500,NA
9002,2,10/17/22,10:49,grey,real,11,0.3580882,4500,NA
9002,2,10/17/22,10:49,grey,real,12,0.4031604,7000,NA
9002,2,10/17/22,10:49,grey,real,13,0.3174538,7500,NA
9002,2,10/17/22,10:49,grey,real,14,0.3308156,5500,NA
9002,2,10/17/22,10:49,grey,real,15,0.4100706,4500,NA
9002,2,10/17/22,10:49,grey,real,16,0.6761907,3000,3
9002,2,10/17/22,10:49,grey,real,17,0.3102561,7500,NA
9002,2,10/17/22,10:49,grey,real,18,0.3838996,5500,NA
9002,2,10/17/22,10:49,grey,real,19,0.3273607,8000,NA
9002,2,10/17/22,10:49,grey,real,20,1.007983,2500,NA
9002,2,10/17/22,10:49,grey,real,21,0.414269,3000,NA
9002,2,10/17/22,10:49,grey,real,22,0.3617969,2500,NA
9002,2,10/17/22,10:49,grey,real,23,0.3676986,5000,NA
9002,2,10/17/22,10:49,grey,real,24,0.4670538,4500,5
9002,2,10/17/22,10:49,grey,real,25,0.567048,6000,NA
9002,2,10/17/22,10:49,grey,real,26,0.3209879,7500,NA
9002,2,10/17/22,10:49,grey,real,27,0.3727508,7500,NA
9002,2,10/17/22,10:49,grey,real,28,0.5568164,2500,NA
9002,2,10/17/22,10:49,grey,real,29,0.3541109,7500,NA
9002,2,10/17/22,10:49,grey,real,30,0.4592343,3000,NA
9002,2,10/17/22,10:49,grey,real,31,0.4199702,4500,NA
9002,2,10/17/22,10:49,grey,real,32,0.4175562,4500,2
9002,2,10/17/22,10:49,grey,real,33,0.4576748,3500,NA
9002,2,10/17/22,10:49,grey,real,34,0.3530814,8000,NA
9002,2,10/17/22,10:49,grey,real,35,0.3770813,7000,NA
9002,2,10/17/22,10:49,grey,real,36,0.5924091,4000,NA
9002,2,10/17/22,10:49,grey,real,37,0,6500,NA
9002,2,10/17/22,10:49,grey,real,38,0,3500,NA
9002,2,10/17/22,10:49,grey,real,39,0.4237789,2000,NA
9002,2,10/17/22,10:49,grey,real,40,0.4895625,7000,3
9002,2,10/17/22,10:49,grey,real,41,0.355896,3000,NA
9002,2,10/17/22,10:49,grey,real,42,0.5482268,4000,NA
9002,2,10/17/22,10:49,grey,real,43,0.5910422,8000,NA
9002,2,10/17/22,10:49,grey,real,44,0.5728497,2500,NA
9002,2,10/17/22,10:49,grey,real,45,0.4986311,6000,NA
9002,2,10/17/22,10:49,grey,real,46,0.3979581,8000,NA
9002,2,10/17/22,10:49,grey,real,47,0.5321608,4500,NA
9002,2,10/17/22,10:49,grey,real,48,0.467415,7000,3
9002,2,10/17/22,10:49,grey,real,49,0.4054318,4000,NA
9002,2,10/17/22,10:49,grey,real,50,0.6172272,2000,NA
9002,2,10/17/22,10:49,grey,real,51,0.3892518,2000,NA
9002,2,10/17/22,10:49,grey,real,52,0.3739966,5000,NA
9002,2,10/17/22,10:49,grey,real,53,0.3941987,2500,NA
9002,2,10/17/22,10:49,grey,real,54,0,3500,NA
9002,2,10/17/22,10:49,grey,real,55,0.4631163,4000,NA
9002,2,10/17/22,10:49,grey,real,56,0.4213086,6500,3
9002,2,10/17/22,10:49,grey,real,57,0.4026381,3000,NA
9002,2,10/17/22,10:49,grey,real,58,0.3863612,4500,NA
9002,2,10/17/22,10:49,grey,real,59,0.4803367,5500,NA
9002,2,10/17/22,10:49,grey,real,60,0.6081814,3500,NA
9004,2,10/17/22,14:09,grey,practice,1,0,7000,NA
9004,2,10/17/22,14:09,grey,practice,2,0,4500,NA
9004,2,10/17/22,14:09,grey,practice,3,0.3394419,2000,NA
9004,2,10/17/22,14:09,grey,practice,4,0,5000,NA
9004,2,10/17/22,14:09,grey,practice,5,0,4000,NA
9004,2,10/17/22,14:09,grey,real,1,0,5000,NA
9004,2,10/17/22,14:09,grey,real,2,0,6000,NA
9004,2,10/17/22,14:09,grey,real,3,0.3439391,4000,NA
9004,2,10/17/22,14:09,grey,real,4,0.3710946,4000,NA
9004,2,10/17/22,14:09,grey,real,5,0.375106,4000,NA
9004,2,10/17/22,14:09,grey,real,6,0.5912156,2500,NA
9004,2,10/17/22,14:09,grey,real,7,0.403224,7500,NA
9004,2,10/17/22,14:09,grey,real,8,0.4108294,3500,5
9004,2,10/17/22,14:09,grey,real,9,0.4972289,6000,NA
9004,2,10/17/22,14:09,grey,real,10,0.3751423,5000,NA
9004,2,10/17/22,14:09,grey,real,11,0.4197175,5500,NA
9004,2,10/17/22,14:09,grey,real,12,0.4175818,6000,NA
9004,2,10/17/22,14:09,grey,real,13,0.601625,7500,NA
9004,2,10/17/22,14:09,grey,real,14,0.3847704,4000,NA
9004,2,10/17/22,14:09,grey,real,15,0.5207188,8000,NA
9004,2,10/17/22,14:09,grey,real,16,0.4700435,7000,5
9004,2,10/17/22,14:09,grey,real,17,0.3870625,2500,NA
9004,2,10/17/22,14:09,grey,real,18,0.4282413,5000,NA
9004,2,10/17/22,14:09,grey,real,19,0.4953967,7500,NA
9004,2,10/17/22,14:09,grey,real,20,0.3555486,5000,NA
9004,2,10/17/22,14:09,grey,real,21,0.4041147,5000,NA
9004,2,10/17/22,14:09,grey,real,22,0,6500,NA
9004,2,10/17/22,14:09,grey,real,23,0.4705378,4500,NA
9004,2,10/17/22,14:09,grey,real,24,0.4359953,6500,5
9004,2,10/17/22,14:09,grey,real,25,0.6091356,7500,NA
9004,2,10/17/22,14:09,grey,real,26,0.4338077,6000,NA
9004,2,10/17/22,14:09,grey,real,27,0.5864991,4500,NA
9004,2,10/17/22,14:09,grey,real,28,0.4297326,7000,NA
9004,2,10/17/22,14:09,grey,real,29,0.4811264,3000,NA
9004,2,10/17/22,14:09,grey,real,30,0.370937,6500,NA
9004,2,10/17/22,14:09,grey,real,31,0.5608003,7000,NA
9004,2,10/17/22,14:09,grey,real,32,0.4479551,8000,5
9004,2,10/17/22,14:09,grey,real,33,0.6839772,3500,NA
9004,2,10/17/22,14:09,grey,real,34,0.5182026,2000,NA
9004,2,10/17/22,14:09,grey,real,35,0,7000,NA
9004,2,10/17/22,14:09,grey,real,36,0.4488956,7500,NA
9004,2,10/17/22,14:09,grey,real,37,0.4519059,4500,NA
9004,2,10/17/22,14:09,grey,real,38,0.543454,2000,NA
9004,2,10/17/22,14:09,grey,real,39,0.5518711,2500,NA
9004,2,10/17/22,14:09,grey,real,40,0.6383565,3000,5
9004,2,10/17/22,14:09,grey,real,41,0.3832407,4000,NA
9004,2,10/17/22,14:09,grey,real,42,0.4657038,7000,NA
9004,2,10/17/22,14:09,grey,real,43,0.3790144,8000,NA
9004,2,10/17/22,14:09,grey,real,44,0.5321576,3500,NA
9004,2,10/17/22,14:09,grey,real,45,0.4177571,7500,NA
9004,2,10/17/22,14:09,grey,real,46,0.5415492,7000,NA
9004,2,10/17/22,14:09,grey,real,47,0.6532896,7000,NA
9004,2,10/17/22,14:09,grey,real,48,0.5174244,4000,5
9004,2,10/17/22,14:09,grey,real,49,0.5629008,3000,NA
9004,2,10/17/22,14:09,grey,real,50,0.4220756,4000,NA
9004,2,10/17/22,14:09,grey,real,51,0.4796569,8000,NA
9004,2,10/17/22,14:09,grey,real,52,0.639152,6000,NA
9004,2,10/17/22,14:09,grey,real,53,0.7766308,4500,NA
9004,2,10/17/22,14:09,grey,real,54,0.6519471,5000,NA
9004,2,10/17/22,14:09,grey,real,55,0.5496877,7000,NA
9004,2,10/17/22,14:09,grey,real,56,0.6660721,3500,5
9004,2,10/17/22,14:09,grey,real,57,0,7000,NA
9004,2,10/17/22,14:09,grey,real,58,0.6932343,2000,NA
9004,2,10/17/22,14:09,grey,real,59,0.4860199,5000,NA
9004,2,10/17/22,14:09,grey,real,60,1.8788533,2500,NA
9005,2,10/17/22,13:00,grey,practice,1,4.1001064,3000,NA
9005,2,10/17/22,13:00,grey,practice,2,0,3000,NA
9005,2,10/17/22,13:00,grey,practice,3,0.3810714,7000,NA
9005,2,10/17/22,13:00,grey,practice,4,0.483267,2500,NA
9005,2,10/17/22,13:00,grey,practice,5,0.3399797,8000,NA
9005,2,10/17/22,13:00,grey,real,1,0.3371036,6000,NA
9005,2,10/17/22,13:00,grey,real,2,0.3706104,7000,NA
9005,2,10/17/22,13:00,grey,real,3,0.4289761,3000,NA
9005,2,10/17/22,13:00,grey,real,4,0,2000,NA
9005,2,10/17/22,13:00,grey,real,5,0.3608183,4000,NA
9005,2,10/17/22,13:00,grey,real,6,0.4512194,3000,NA
9005,2,10/17/22,13:00,grey,real,7,0.3817447,5000,NA
9005,2,10/17/22,13:00,grey,real,8,0.435035,8000,1
9005,2,10/17/22,13:00,grey,real,9,0,7000,NA
9005,2,10/17/22,13:00,grey,real,10,0.3170215,6500,NA
9005,2,10/17/22,13:00,grey,real,11,0.3388623,7000,NA
9005,2,10/17/22,13:00,grey,real,12,0.5304179,2000,NA
9005,2,10/17/22,13:00,grey,real,13,0.3287686,6000,NA
9005,2,10/17/22,13:00,grey,real,14,0.5112277,7000,NA
9005,2,10/17/22,13:00,grey,real,15,0.3740086,8000,NA
9005,2,10/17/22,13:00,grey,real,16,0.3514827,6000,1
9005,2,10/17/22,13:00,grey,real,17,0.378033,4500,NA
9005,2,10/17/22,13:00,grey,real,18,0.3391743,7500,NA
9005,2,10/17/22,13:00,grey,real,19,0.0922392,8000,NA
9005,2,10/17/22,13:00,grey,real,20,0.3237917,5000,NA
9005,2,10/17/22,13:00,grey,real,21,0.4563181,2000,NA
9005,2,10/17/22,13:00,grey,real,22,0.3093501,4500,NA
9005,2,10/17/22,13:00,grey,real,23,0,4000,NA
9005,2,10/17/22,13:00,grey,real,24,0.3240366,5500,1
9005,2,10/17/22,13:00,grey,real,25,0.4534029,2000,NA
9005,2,10/17/22,13:00,grey,real,26,0,4500,NA
9005,2,10/17/22,13:00,grey,real,27,0.3769119,3000,NA
9005,2,10/17/22,13:00,grey,real,28,0.3576246,5500,NA
9005,2,10/17/22,13:00,grey,real,29,0.3771654,3500,NA
9005,2,10/17/22,13:00,grey,real,30,0.4608715,4500,NA
9005,2,10/17/22,13:00,grey,real,31,0.3993852,6500,NA
9005,2,10/17/22,13:00,grey,real,32,0.454806,3000,1
9005,2,10/17/22,13:00,grey,real,33,0.3587784,4000,NA
9005,2,10/17/22,13:00,grey,real,34,0.360037,6500,NA
9005,2,10/17/22,13:00,grey,real,35,0,3000,NA
9005,2,10/17/22,13:00,grey,real,36,0.3952438,4000,NA
9005,2,10/17/22,13:00,grey,real,37,0.3236902,7500,NA
9005,2,10/17/22,13:00,grey,real,38,0,4000,NA
9005,2,10/17/22,13:00,grey,real,39,0,7500,NA
9005,2,10/17/22,13:00,grey,real,40,0,7000,1
9005,2,10/17/22,13:00,grey,real,41,0.4087556,7000,NA
9005,2,10/17/22,13:00,grey,real,42,0.4097589,7500,NA
9005,2,10/17/22,13:00,grey,real,43,0.6141271,2000,NA
9005,2,10/17/22,13:00,grey,real,44,0.4435975,6500,NA
9005,2,10/17/22,13:00,grey,real,45,0.5061439,7000,NA
9005,2,10/17/22,13:00,grey,real,46,0.4227859,4500,NA
9005,2,10/17/22,13:00,grey,real,47,0.4926491,2000,NA
9005,2,10/17/22,13:00,grey,real,48,0.360721,5500,3
9005,2,10/17/22,13:00,grey,real,49,0.5295796,5000,NA
9005,2,10/17/22,13:00,grey,real,50,0.3340403,7000,NA
9005,2,10/17/22,13:00,grey,real,51,0.4097237,5500,NA
9005,2,10/17/22,13:00,grey,real,52,0.4621315,3000,NA
9005,2,10/17/22,13:00,grey,real,53,0.3761213,7000,NA
9005,2,10/17/22,13:00,grey,real,54,0.3467317,6500,NA
9005,2,10/17/22,13:00,grey,real,55,0.5064004,3500,NA
9005,2,10/17/22,13:00,grey,real,56,0.3822642,5000,1
9005,2,10/17/22,13:00,grey,real,57,0,6000,NA
9005,2,10/17/22,13:00,grey,real,58,0.4359968,5000,NA
9005,2,10/17/22,13:00,grey,real,59,0,6500,NA
9005,2,10/17/22,13:00,grey,real,60,0.3788353,2000,NA
9006,2,10/18/22,10:10,grey,practice,1,1.7778622,4500,NA
9006,2,10/18/22,10:10,grey,practice,2,0.3999507,7000,NA
9006,2,10/18/22,10:10,grey,practice,3,2.054665,6500,NA
9006,2,10/18/22,10:10,grey,practice,4,0,6500,NA
9006,2,10/18/22,10:10,grey,practice,5,0.7090044,4000,NA
9006,2,10/18/22,10:10,grey,real,1,0.6326044,3500,NA
9006,2,10/18/22,10:10,grey,real,2,0.7253329,3500,NA
9006,2,10/18/22,10:10,grey,real,3,0.723678,5000,NA
9006,2,10/18/22,10:10,grey,real,4,0.6283854,6500,NA
9006,2,10/18/22,10:10,grey,real,5,0.6671501,2000,NA
9006,2,10/18/22,10:10,grey,real,6,0.3914043,8000,NA
9006,2,10/18/22,10:10,grey,real,7,2.0861617,2500,NA
9006,2,10/18/22,10:10,grey,real,8,0,6500,2
9006,2,10/18/22,10:10,grey,real,9,1.1758968,7000,NA
9006,2,10/18/22,10:10,grey,real,10,0.5772301,2000,NA
9006,2,10/18/22,10:10,grey,real,11,0.4639776,5000,NA
9006,2,10/18/22,10:10,grey,real,12,0,3000,NA
9006,2,10/18/22,10:10,grey,real,13,0.6917214,3500,NA
9006,2,10/18/22,10:10,grey,real,14,0.5135247,3000,NA
9006,2,10/18/22,10:10,grey,real,15,0.5790454,6000,NA
9006,2,10/18/22,10:10,grey,real,16,0.7491135,4500,2
9006,2,10/18/22,10:10,grey,real,17,3.6062995,6000,NA
9006,2,10/18/22,10:10,grey,real,18,0.9537303,8000,NA
9006,2,10/18/22,10:10,grey,real,19,0.7613176,6500,NA
9006,2,10/18/22,10:10,grey,real,20,1.6409493,4000,NA
9006,2,10/18/22,10:10,grey,real,21,0.769199,7000,NA
9006,2,10/18/22,10:10,grey,real,22,0.5362515,2500,NA
9006,2,10/18/22,10:10,grey,real,23,0.6450414,2500,NA
9006,2,10/18/22,10:10,grey,real,24,0.5500927,6500,4
9006,2,10/18/22,10:10,grey,real,25,1.3147266,4500,NA
9006,2,10/18/22,10:10,grey,real,26,0.8498737,3000,NA
9006,2,10/18/22,10:10,grey,real,27,1.0394136,2000,NA
9006,2,10/18/22,10:10,grey,real,28,0.8534441,3000,NA
9006,2,10/18/22,10:10,grey,real,29,0.4852855,5500,NA
9006,2,10/18/22,10:10,grey,real,30,0.8116614,3000,NA
9006,2,10/18/22,10:10,grey,real,31,0.5397455,2000,NA
9006,2,10/18/22,10:10,grey,real,32,0.4683872,2000,2
9006,2,10/18/22,10:10,grey,real,33,0.4803677,2000,NA
9006,2,10/18/22,10:10,grey,real,34,0.5435466,5000,NA
9006,2,10/18/22,10:10,grey,real,35,0.5168954,8000,NA
9006,2,10/18/22,10:10,grey,real,36,0.6911034,5500,NA
9006,2,10/18/22,10:10,grey,real,37,1.8287212,5500,NA
9006,2,10/18/22,10:10,grey,real,38,0.6786199,5500,NA
9006,2,10/18/22,10:10,grey,real,39,0.5041772,6000,NA
9006,2,10/18/22,10:10,grey,real,40,0.6490671,2500,4
9006,2,10/18/22,10:10,grey,real,41,0.9628182,2500,NA
9006,2,10/18/22,10:10,grey,real,42,0.4888494,8000,NA
9006,2,10/18/22,10:10,grey,real,43,1.4663983,5000,NA
9006,2,10/18/22,10:10,grey,real,44,1.5574937,2000,NA
9006,2,10/18/22,10:10,grey,real,45,0.3420674,4500,NA
9006,2,10/18/22,10:10,grey,real,46,0,3000,NA
9006,2,10/18/22,10:10,grey,real,47,0.3639886,2500,NA
9006,2,10/18/22,10:10,grey,real,48,0.3268242,6000,1
9006,2,10/18/22,10:10,grey,real,49,0,2500,NA
9006,2,10/18/22,10:10,grey,real,50,0.3881414,3000,NA
9006,2,10/18/22,10:10,grey,real,51,0.4966373,3000,NA
9006,2,10/18/22,10:10,grey,real,52,0.3249471,5500,NA
9006,2,10/18/22,10:10,grey,real,53,0.3629889,5000,NA
9006,2,10/18/22,10:10,grey,real,54,0.4976238,3500,NA
9006,2,10/18/22,10:10,grey,real,55,0,7000,NA
9006,2,10/18/22,10:10,grey,real,56,0,5500,1
9006,2,10/18/22,10:10,grey,real,57,0.5742787,7000,NA
9006,2,10/18/22,10:10,grey,real,58,0,6500,NA
9006,2,10/18/22,10:10,grey,real,59,0.5312041,5500,NA
9006,2,10/18/22,10:10,grey,real,60,0.6867884,4000,NA
9007,2,10/18/22,10:05,grey,practice,1,0,5500,NA
9007,2,10/18/22,10:05,grey,practice,2,0.3695726,4500,NA
9007,2,10/18/22,10:05,grey,practice,3,0,3500,NA
9007,2,10/18/22,10:05,grey,practice,4,0.4209144,4000,NA
9007,2,10/18/22,10:05,grey,practice,5,0.353856,8000,NA
9007,2,10/18/22,10:05,grey,real,1,0.3525337,8000,NA
9007,2,10/18/22,10:05,grey,real,2,0.3807427,7500,NA
9007,2,10/18/22,10:05,grey,real,3,0.4815765,3000,NA
9007,2,10/18/22,10:05,grey,real,4,0.380066,7000,NA
9007,2,10/18/22,10:05,grey,real,5,0,6500,NA
9007,2,10/18/22,10:05,grey,real,6,0,6500,NA
9007,2,10/18/22,10:05,grey,real,7,0,7000,NA
9007,2,10/18/22,10:05,grey,real,8,0.3989839,7500,1
9007,2,10/18/22,10:05,grey,real,9,0.3974537,6000,NA
9007,2,10/18/22,10:05,grey,real,10,0.3841591,7000,NA
9007,2,10/18/22,10:05,grey,real,11,0,5000,NA
9007,2,10/18/22,10:05,grey,real,12,0.3843196,5000,NA
9007,2,10/18/22,10:05,grey,real,13,0.4297085,2500,NA
9007,2,10/18/22,10:05,grey,real,14,0,5500,NA
9007,2,10/18/22,10:05,grey,real,15,0.4223064,4500,NA
9007,2,10/18/22,10:05,grey,real,16,0.3756711,7500,1
9007,2,10/18/22,10:05,grey,real,17,0.3832694,2500,NA
9007,2,10/18/22,10:05,grey,real,18,0.3880704,6500,NA
9007,2,10/18/22,10:05,grey,real,19,0.3943681,7000,NA
9007,2,10/18/22,10:05,grey,real,20,0.3795878,6500,NA
9007,2,10/18/22,10:05,grey,real,21,0.398281,2500,NA
9007,2,10/18/22,10:05,grey,real,22,0.4785372,6000,NA
9007,2,10/18/22,10:05,grey,real,23,0.4157891,7500,NA
9007,2,10/18/22,10:05,grey,real,24,0.4328946,3500,1
9007,2,10/18/22,10:05,grey,real,25,0.3811694,3500,NA
9007,2,10/18/22,10:05,grey,real,26,0.3690195,7500,NA
9007,2,10/18/22,10:05,grey,real,27,0.4387824,2500,NA
9007,2,10/18/22,10:05,grey,real,28,0,7500,NA
9007,2,10/18/22,10:05,grey,real,29,0.4190723,8000,NA
9007,2,10/18/22,10:05,grey,real,30,0.4308451,3500,NA
9007,2,10/18/22,10:05,grey,real,31,0.4104789,7500,NA
9007,2,10/18/22,10:05,grey,real,32,0.3752155,5000,3
9007,2,10/18/22,10:05,grey,real,33,0.3933227,4500,NA
9007,2,10/18/22,10:05,grey,real,34,0,6500,NA
9007,2,10/18/22,10:05,grey,real,35,0,3000,NA
9007,2,10/18/22,10:05,grey,real,36,0.4029602,7000,NA
9007,2,10/18/22,10:05,grey,real,37,0,3000,NA
9007,2,10/18/22,10:05,grey,real,38,0,5500,NA
9007,2,10/18/22,10:05,grey,real,39,0.4098677,5500,NA
9007,2,10/18/22,10:05,grey,real,40,0.5076584,2000,1
9007,2,10/18/22,10:05,grey,real,41,0.4690383,2500,NA
9007,2,10/18/22,10:05,grey,real,42,0.419764,4000,NA
9007,2,10/18/22,10:05,grey,real,43,0.3702975,7000,NA
9007,2,10/18/22,10:05,grey,real,44,0.3864303,6000,NA
9007,2,10/18/22,10:05,grey,real,45,0,2000,NA
9007,2,10/18/22,10:05,grey,real,46,0.4173851,5000,NA
9007,2,10/18/22,10:05,grey,real,47,0.4171192,4500,NA
9007,2,10/18/22,10:05,grey,real,48,0.3870932,3500,1
9007,2,10/18/22,10:05,grey,real,49,0.3858008,8000,NA
9007,2,10/18/22,10:05,grey,real,50,0.4132519,2500,NA
9007,2,10/18/22,10:05,grey,real,51,0.4973534,3500,NA
9007,2,10/18/22,10:05,grey,real,52,0.3724293,4500,NA
9007,2,10/18/22,10:05,grey,real,53,0.3970123,6500,NA
9007,2,10/18/22,10:05,grey,real,54,0.410126,8000,NA
9007,2,10/18/22,10:05,grey,real,55,0.4303407,6500,NA
9007,2,10/18/22,10:05,grey,real,56,0.5222167,3000,1
9007,2,10/18/22,10:05,grey,real,57,0.4299056,7500,NA
9007,2,10/18/22,10:05,grey,real,58,0,4500,NA
9007,2,10/18/22,10:05,grey,real,59,0.3992595,7000,NA
9007,2,10/18/22,10:05,grey,real,60,0.4022854,5500,NA
9009,2,10/18/22,13:00,grey,practice,1,0,5500,NA
9009,2,10/18/22,13:00,grey,practice,2,0.5995142,8000,NA
9009,2,10/18/22,13:00,grey,practice,3,0.5811679,4500,NA
9009,2,10/18/22,13:00,grey,practice,4,0.3854286,7000,NA
9009,2,10/18/22,13:00,grey,practice,5,0.3584057,3500,NA
9009,2,10/18/22,13:00,grey,real,1,0.3752312,4000,NA
9009,2,10/18/22,13:00,grey,real,2,0.3348169,4000,NA
9009,2,10/18/22,13:00,grey,real,3,0.3929503,8000,NA
9009,2,10/18/22,13:00,grey,real,4,0.3866748,6500,NA
9009,2,10/18/22,13:00,grey,real,5,0.4360011,4000,NA
9009,2,10/18/22,13:00,grey,real,6,0.3803146,4500,NA
9009,2,10/18/22,13:00,grey,real,7,0.4261082,4000,NA
9009,2,10/18/22,13:00,grey,real,8,0.334783,7500,1
9009,2,10/18/22,13:00,grey,real,9,0.3462969,3500,NA
9009,2,10/18/22,13:00,grey,real,10,0.5610533,5500,NA
9009,2,10/18/22,13:00,grey,real,11,0.9447395,2500,NA
9009,2,10/18/22,13:00,grey,real,12,0.5171495,4000,NA
9009,2,10/18/22,13:00,grey,real,13,0.36389,3500,NA
9009,2,10/18/22,13:00,grey,real,14,0.5626996,5500,NA
9009,2,10/18/22,13:00,grey,real,15,0.4619012,6000,NA
9009,2,10/18/22,13:00,grey,real,16,0.3821428,3000,1
9009,2,10/18/22,13:00,grey,real,17,0.3304903,4000,NA
9009,2,10/18/22,13:00,grey,real,18,0.8264243,2500,NA
9009,2,10/18/22,13:00,grey,real,19,0.8053069,7500,NA
9009,2,10/18/22,13:00,grey,real,20,0.4743129,5000,NA
9009,2,10/18/22,13:00,grey,real,21,0.4756955,7500,NA
9009,2,10/18/22,13:00,grey,real,22,0.4834058,6000,NA
