subject,session,date,time,block,trial,delay,acc,rt,target_side
9057,1,11/02/22,15:45,fast_practice,2,2000,1,957.8827,left
9057,1,11/02/22,15:45,fast_practice,3,3000,1,859.9879,left
9057,1,11/02/22,15:45,fast_practice,4,3000,1,1023.8084,right
9057,1,11/02/22,15:45,fast_practice,5,3000,1,799.929,right
9057,1,11/02/22,15:45,fast_practice,6,3000,1,2196.7391,left
9057,1,11/02/22,15:45,fast_practice,7,3000,1,1633.2399,right
9057,1,11/02/22,15:45,fast_practice,8,3000,1,775.7597,right
9057,1,11/02/22,15:45,fast_practice,9,3000,1,1625.3606,right
9057,1,11/02/22,15:45,fast_practice,10,2000,0,2211.3861,left
9057,1,11/02/22,15:45,fast_practice,11,2000,0,1024.1261,left
9057,1,11/02/22,15:45,fast_practice,12,2000,0,1070.0624,right
9057,1,11/02/22,15:45,fast_practice,13,3000,0,794.0831,right
9057,1,11/02/22,15:45,fast_practice,14,3000,0,897.1767,left
9057,1,11/02/22,15:45,fast_practice,15,3000,1,711.9753,right
9057,1,11/02/22,15:45,fast_practice,16,2000,1,807.2075,left
9057,1,11/02/22,15:45,antisaccade,1,3000,1,973.2747,right
9057,1,11/02/22,15:45,antisaccade,2,3000,1,668.5095,left
9057,1,11/02/22,15:45,antisaccade,3,3000,0,1318.6877,left
9057,1,11/02/22,15:45,antisaccade,4,2000,0,1081.703,left
9057,1,11/02/22,15:45,antisaccade,5,2000,1,886.9149,right
9057,1,11/02/22,15:45,antisaccade,6,3000,1,610.682,right
9057,1,11/02/22,15:45,antisaccade,7,2000,1,1007.6264,left
9057,1,11/02/22,15:45,antisaccade,8,2000,1,1073.5609,right
9057,1,11/02/22,15:45,antisaccade,9,3000,1,951.3723,right
9057,1,11/02/22,15:45,antisaccade,10,2000,0,945.4994,left
9057,1,11/02/22,15:45,antisaccade,11,2000,0,1023.9983,left
9057,1,11/02/22,15:45,antisaccade,12,3000,1,1267.7048,left
9057,1,11/02/22,15:45,antisaccade,13,2000,0,1249.0591,right
9057,1,11/02/22,15:45,antisaccade,14,3000,1,1040.4688,right
9057,1,11/02/22,15:45,antisaccade,15,3000,0,809.2659,right
9057,1,11/02/22,15:45,antisaccade,16,2000,1,994.3167,right
9057,1,11/02/22,15:45,antisaccade,17,3000,1,731.9219,left
9057,1,11/02/22,15:45,antisaccade,18,2000,0,959.7664,right
9057,1,11/02/22,15:45,antisaccade,19,3000,1,687.3019,right
9057,1,11/02/22,15:45,antisaccade,20,3000,0,1106.4567,right
9057,1,11/02/22,15:45,antisaccade,21,2000,1,1543.2681,right
9057,1,11/02/22,15:45,antisaccade,22,2000,1,1132.2619,right
9057,1,11/02/22,15:45,antisaccade,23,3000,1,612.3921,left
9057,1,11/02/22,15:45,antisaccade,24,2000,1,2115.9631,right
9057,1,11/02/22,15:45,antisaccade,25,2000,0,628.1901,right
9057,1,11/02/22,15:45,antisaccade,26,3000,1,705.6475,left
9057,1,11/02/22,15:45,antisaccade,27,2000,1,531.1788,right
9057,1,11/02/22,15:45,antisaccade,28,3000,1,1187.1644,left
9057,1,11/02/22,15:45,antisaccade,29,2000,0,943.9907,left
9057,1,11/02/22,15:45,antisaccade,30,3000,0,1047.1586,right
9057,1,11/02/22,15:45,antisaccade,31,2000,0,1011.2802,left
9057,1,11/02/22,15:45,antisaccade,32,3000,1,1313.9213,left
9057,1,11/02/22,15:45,antisaccade,33,2000,1,2199.2428,left
9057,1,11/02/22,15:45,antisaccade,34,3000,1,690.9434,right
9057,1,11/02/22,15:45,antisaccade,35,3000,1,563.5019,right
9057,1,11/02/22,15:45,antisaccade,36,2000,1,662.4746,left
9057,1,11/02/22,15:45,antisaccade,37,3000,1,556.308,right
9057,1,11/02/22,15:45,antisaccade,38,3000,1,1128.7432,right
9057,1,11/02/22,15:45,antisaccade,39,3000,0,1668.2667,left
9057,1,11/02/22,15:45,antisaccade,40,3000,1,931.8562,right
9057,1,11/02/22,15:45,antisaccade,41,3000,0,2955.7705,right
9057,1,11/02/22,15:45,antisaccade,42,3000,1,783.3144,right
9057,1,11/02/22,15:45,antisaccade,43,2000,0,903.6001,left
9057,1,11/02/22,15:45,antisaccade,44,2000,0,736.1255,right
9057,1,11/02/22,15:45,antisaccade,45,2000,0,902.3113,left
9057,1,11/02/22,15:45,antisaccade,46,2000,1,782.2529,left
9057,1,11/02/22,15:45,antisaccade,47,3000,1,685.7664,left
9057,1,11/02/22,15:45,antisaccade,48,2000,0,1309.036,right
9057,1,11/02/22,15:45,antisaccade,49,3000,1,682.6943,left
9057,1,11/02/22,15:45,antisaccade,50,2000,0,1460.3266,left
9057,1,11/02/22,15:45,antisaccade,51,3000,1,733.9656,left
9057,1,11/02/22,15:45,antisaccade,52,3000,1,610.9679,right
9057,1,11/02/22,15:45,antisaccade,53,3000,1,561.7622,left
9057,1,11/02/22,15:45,antisaccade,54,3000,1,654.9196,right
9057,1,11/02/22,15:45,antisaccade,55,2000,1,766.8228,left
9057,1,11/02/22,15:45,antisaccade,56,3000,1,713.3649,right
9057,1,11/02/22,15:45,antisaccade,57,3000,0,115.1341,right
9057,1,11/02/22,15:45,antisaccade,58,2000,1,175.0952,left
9057,1,11/02/22,15:45,antisaccade,59,2000,0,179.5735,left
9057,1,11/02/22,15:45,antisaccade,60,3000,0,168.5566,left
9058,1,11/07/22,09:43,slow_practice,1,2000,1,1405.4021,right
9058,1,11/07/22,09:43,slow_practice,2,2000,1,849.7405,left
9058,1,11/07/22,09:43,slow_practice,3,3000,1,597.3623,left
9058,1,11/07/22,09:43,slow_practice,4,3000,1,559.2724,right
9058,1,11/07/22,09:43,slow_practice,5,2000,0,574.7642,left
9058,1,11/07/22,09:43,slow_practice,6,2000,1,556.2062,left
9058,1,11/07/22,09:43,slow_practice,7,3000,1,503.3958,right
9058,1,11/07/22,09:43,slow_practice,8,2000,0,504.4857,right
9058,1,11/07/22,09:43,fast_practice,1,3000,1,4034.4104,left
9058,1,11/07/22,09:43,fast_practice,2,3000,1,1724.7985,right
9058,1,11/07/22,09:43,fast_practice,3,2000,1,1745.7348,right
9058,1,11/07/22,09:43,fast_practice,4,2000,1,587.6864,right
9058,1,11/07/22,09:43,fast_practice,5,2000,1,575.8425,right
9058,1,11/07/22,09:43,fast_practice,6,2000,1,638.4822,left
9058,1,11/07/22,09:43,fast_practice,7,2000,1,615.8669,right
9058,1,11/07/22,09:43,fast_practice,8,2000,1,607.3393,right
9058,1,11/07/22,09:43,fast_practice,9,3000,0,535.6457,right
9058,1,11/07/22,09:43,fast_practice,10,3000,0,1743.6145,left
9058,1,11/07/22,09:43,fast_practice,11,2000,0,1115.8766,left
9058,1,11/07/22,09:43,fast_practice,12,2000,1,1167.8492,right
9058,1,11/07/22,09:43,fast_practice,13,3000,1,1056.1124,left
9058,1,11/07/22,09:43,fast_practice,14,3000,1,797.2949,left
9058,1,11/07/22,09:43,fast_practice,15,3000,1,1143.4993,right
9058,1,11/07/22,09:43,fast_practice,16,3000,1,1136.4106,right
9058,1,11/07/22,09:43,antisaccade,1,3000,1,624.1198,right
9058,1,11/07/22,09:43,antisaccade,2,3000,1,1144.0362,left
9058,1,11/07/22,09:43,antisaccade,3,2000,1,1198.2896,left
9058,1,11/07/22,09:43,antisaccade,4,3000,0,2037.7516,left
9058,1,11/07/22,09:43,antisaccade,5,2000,1,1838.5496,left
9058,1,11/07/22,09:43,antisaccade,6,2000,1,2354.9824,left
9058,1,11/07/22,09:43,antisaccade,7,3000,1,615.7914,left
9058,1,11/07/22,09:43,antisaccade,8,2000,1,1282.2482,right
9058,1,11/07/22,09:43,antisaccade,9,2000,0,1469.6054,right
9058,1,11/07/22,09:43,antisaccade,10,3000,1,535.7892,left
9058,1,11/07/22,09:43,antisaccade,11,3000,1,525.5372,left
9058,1,11/07/22,09:43,antisaccade,12,3000,1,534.7268,left
9058,1,11/07/22,09:43,antisaccade,13,2000,1,527.3805,right
9058,1,11/07/22,09:43,antisaccade,14,2000,1,528.7668,left
9058,1,11/07/22,09:43,antisaccade,15,2000,1,497.8776,left
9058,1,11/07/22,09:43,antisaccade,16,2000,1,452.6823,left
9058,1,11/07/22,09:43,antisaccade,17,2000,1,460.3256,left
9058,1,11/07/22,09:43,antisaccade,18,2000,1,509.9756,right
9058,1,11/07/22,09:43,antisaccade,19,2000,1,494.1806,left
9058,1,11/07/22,09:43,antisaccade,20,3000,1,2645.3493,left
9058,1,11/07/22,09:43,antisaccade,21,2000,1,1651.8783,right
9058,1,11/07/22,09:43,antisaccade,22,2000,1,1229.1971,right
9058,1,11/07/22,09:43,antisaccade,23,3000,1,582.7793,left
9058,1,11/07/22,09:43,antisaccade,24,3000,1,2056.6687,right
9058,1,11/07/22,09:43,antisaccade,25,2000,1,1865.7225,left
9058,1,11/07/22,09:43,antisaccade,26,2000,0,1182.6119,right
9058,1,11/07/22,09:43,antisaccade,27,2000,0,750.7864,right
9058,1,11/07/22,09:43,antisaccade,28,2000,1,1112.9675,right
9058,1,11/07/22,09:43,antisaccade,29,3000,1,572.0965,left
9058,1,11/07/22,09:43,antisaccade,30,2000,1,466.705,right
9058,1,11/07/22,09:43,antisaccade,31,2000,1,446.7734,right
9058,1,11/07/22,09:43,antisaccade,32,3000,1,380.5614,left
9058,1,11/07/22,09:43,antisaccade,33,3000,1,559.6587,left
9058,1,11/07/22,09:43,antisaccade,34,2000,1,1427.3957,right
9058,1,11/07/22,09:43,antisaccade,35,2000,1,628.9455,right
9058,1,11/07/22,09:43,antisaccade,36,2000,1,521.1355,left
9058,1,11/07/22,09:43,antisaccade,37,2000,1,619.0806,right
9058,1,11/07/22,09:43,antisaccade,38,3000,1,476.6505,right
9058,1,11/07/22,09:43,antisaccade,39,3000,1,563.5586,right
9058,1,11/07/22,09:43,antisaccade,40,3000,1,557.9999,right
9058,1,11/07/22,09:43,antisaccade,41,3000,0,1875.2598,left
9058,1,11/07/22,09:43,antisaccade,42,3000,1,538.7832,left
9058,1,11/07/22,09:43,antisaccade,43,2000,1,659.5446,right
9058,1,11/07/22,09:43,antisaccade,44,3000,1,483.1316,right
9058,1,11/07/22,09:43,antisaccade,45,3000,0,1221.8413,right
9058,1,11/07/22,09:43,antisaccade,46,2000,1,938.2679,left
9058,1,11/07/22,09:43,antisaccade,47,2000,1,528.3818,right
9058,1,11/07/22,09:43,antisaccade,48,2000,0,1100.302,left
9058,1,11/07/22,09:43,antisaccade,49,3000,0,1517.0394,left
9058,1,11/07/22,09:43,antisaccade,50,2000,1,490.4642,right
9058,1,11/07/22,09:43,antisaccade,51,3000,1,1124.4187,right
9058,1,11/07/22,09:43,antisaccade,52,3000,1,611.6342,left
9058,1,11/07/22,09:43,antisaccade,53,3000,1,490.6695,right
9058,1,11/07/22,09:43,antisaccade,54,2000,1,665.1,left
9058,1,11/07/22,09:43,antisaccade,55,3000,1,859.2069,left
9058,1,11/07/22,09:43,antisaccade,56,2000,1,596.5235,left
9058,1,11/07/22,09:43,antisaccade,57,3000,1,417.1717,left
9058,1,11/07/22,09:43,antisaccade,58,2000,1,499.624,right
9058,1,11/07/22,09:43,antisaccade,59,2000,1,551.9673,left
9058,1,11/07/22,09:43,antisaccade,60,2000,1,390.6117,left
9059,1,02/06/23,12:30,slow_practice,1,2000,1,1559.1524,left
9059,1,02/06/23,12:30,slow_practice,2,2000,1,906.7216,right
9059,1,02/06/23,12:30,slow_practice,3,2000,1,1016.972,right
9059,1,02/06/23,12:30,slow_practice,4,3000,1,676.7994,left
9059,1,02/06/23,12:30,slow_practice,5,2000,1,882.6125,right
9059,1,02/06/23,12:30,slow_practice,6,3000,1,807.1797,left
9059,1,02/06/23,12:30,slow_practice,7,2000,1,942.3157,right
9059,1,02/06/23,12:30,slow_practice,8,2000,1,701.1848,right
9059,1,02/06/23,12:30,fast_practice,1,2000,1,4251.205,right
9059,1,02/06/23,12:30,fast_practice,2,2000,0,1536.1395,right
9059,1,02/06/23,12:30,fast_practice,3,2000,0,175.5103,left
9059,1,02/06/23,12:30,fast_practice,4,3000,1,1931.1145,right
9059,1,02/06/23,12:30,fast_practice,5,2000,0,925.7632,right
9059,1,02/06/23,12:30,fast_practice,6,2000,0,1719.2591,right
9059,1,02/06/23,12:30,fast_practice,7,2000,0,534.9836,right
9059,1,02/06/23,12:30,fast_practice,8,3000,0,579.1738,right
9059,1,02/06/23,12:30,fast_practice,9,3000,1,1142.4836,left
9059,1,02/06/23,12:30,fast_practice,10,2000,0,1193.0667,left
9059,1,02/06/23,12:30,fast_practice,11,3000,0,940.3341,left
9059,1,02/06/23,12:30,fast_practice,12,3000,1,850.4745,left
9059,1,02/06/23,12:30,fast_practice,13,2000,0,1055.2899,right
9059,1,02/06/23,12:30,fast_practice,14,2000,1,412.8523,left
9059,1,02/06/23,12:30,fast_practice,15,3000,1,300.1784,right
9059,1,02/06/23,12:30,fast_practice,16,2000,1,382.7025,right
9059,1,02/06/23,12:30,antisaccade,1,3000,1,816.3228,right
9059,1,02/06/23,12:30,antisaccade,2,3000,0,112.3067,right
9059,1,02/06/23,12:30,antisaccade,3,3000,0,181.2759,left
9059,1,02/06/23,12:30,antisaccade,4,3000,0,109.1693,right
9059,1,02/06/23,12:30,antisaccade,5,2000,1,107.8876,right
9059,1,02/06/23,12:30,antisaccade,6,3000,1,110.4324,right
9059,1,02/06/23,12:30,antisaccade,7,2000,1,166.6754,left
9059,1,02/06/23,12:30,antisaccade,8,3000,1,164.1844,left
9059,1,02/06/23,12:30,antisaccade,9,2000,0,170.7469,left
9059,1,02/06/23,12:30,antisaccade,10,2000,0,108.0682,right
9059,1,02/06/23,12:30,antisaccade,11,2000,1,106.7518,right
9059,1,02/06/23,12:30,antisaccade,12,3000,1,165.9898,left
9059,1,02/06/23,12:30,antisaccade,13,3000,0,108.8419,right
9059,1,02/06/23,12:30,antisaccade,14,3000,0,169.971,left
9059,1,02/06/23,12:30,antisaccade,15,2000,1,166.9154,left
9059,1,02/06/23,12:30,antisaccade,16,3000,0,170.348,left
9059,1,02/06/23,12:30,antisaccade,17,2000,0,111.4813,right
9059,1,02/06/23,12:30,antisaccade,18,3000,0,111.7018,right
9059,1,02/06/23,12:30,antisaccade,19,2000,1,107.5241,right
9059,1,02/06/23,12:30,antisaccade,20,3000,1,165.3251,left
9059,1,02/06/23,12:30,antisaccade,21,2000,0,163.4908,left
9059,1,02/06/23,12:30,antisaccade,22,2000,0,165.4581,left
9059,1,02/06/23,12:30,antisaccade,23,3000,0,107.3614,right
9059,1,02/06/23,12:30,antisaccade,24,2000,1,107.7637,right
9059,1,02/06/23,12:30,antisaccade,25,3000,1,108.3984,right
9059,1,02/06/23,12:30,antisaccade,26,3000,1,166.3833,left
9059,1,02/06/23,12:30,antisaccade,27,3000,0,113.4571,right
9059,1,02/06/23,12:30,antisaccade,28,3000,0,173.1216,left
9059,1,02/06/23,12:30,antisaccade,29,2000,1,165.5202,left
9059,1,02/06/23,12:30,antisaccade,30,2000,1,163.085,left
9059,1,02/06/23,12:30,antisaccade,31,3000,1,111.2827,right
9059,1,02/06/23,12:30,antisaccade,32,2000,0,168.5404,left
9059,1,02/06/23,12:30,antisaccade,33,2000,0,109.3496,right
9059,1,02/06/23,12:30,antisaccade,34,3000,0,167.2686,left
9059,1,02/06/23,12:30,antisaccade,35,2000,0,169.5749,left
9059,1,02/06/23,12:30,antisaccade,36,2000,0,111.4072,right
9059,1,02/06/23,12:30,antisaccade,37,2000,1,113.7894,right
9059,1,02/06/23,12:30,antisaccade,38,2000,0,113.8112,right
9059,1,02/06/23,12:30,antisaccade,39,3000,1,109.1572,right
9059,1,02/06/23,12:30,antisaccade,40,2000,0,115.6219,right
9059,1,02/06/23,12:30,antisaccade,41,3000,0,169.7328,left
9059,1,02/06/23,12:30,antisaccade,42,3000,1,165.3845,left
9059,1,02/06/23,12:30,antisaccade,43,2000,0,167.4446,left
9059,1,02/06/23,12:30,antisaccade,44,3000,1,111.3749,right
9059,1,02/06/23,12:30,antisaccade,45,3000,1,107.6647,right
9059,1,02/06/23,12:30,antisaccade,46,3000,1,165.0766,left
9059,1,02/06/23,12:30,antisaccade,47,2000,1,170.6186,left
9059,1,02/06/23,12:30,antisaccade,48,2000,0,112.3426,right
9059,1,02/06/23,12:30,antisaccade,49,3000,0,111.1383,right
9059,1,02/06/23,12:30,antisaccade,50,3000,0,109.3011,right
9059,1,02/06/23,12:30,antisaccade,51,3000,0,166.749,left
9059,1,02/06/23,12:30,antisaccade,52,2000,0,171.9281,left
9059,1,02/06/23,12:30,antisaccade,53,2000,1,167.1123,left
9059,1,02/06/23,12:30,antisaccade,54,2000,0,165.7016,left
9059,1,02/06/23,12:30,antisaccade,55,3000,1,167.2261,left
9059,1,02/06/23,12:30,antisaccade,56,2000,0,107.2672,right
9059,1,02/06/23,12:30,antisaccade,57,2000,0,110.7878,right
9059,1,02/06/23,12:30,antisaccade,58,3000,1,110.1249,right
9059,1,02/06/23,12:30,antisaccade,59,3000,0,171.1556,left
9059,1,02/06/23,12:30,antisaccade,60,3000,1,113.7701,right
9060,1,02/06/23,12:35,slow_practice,1,2000,1,2668.7754,left
9060,1,02/06/23,12:35,slow_practice,2,2000,1,1356.4326,right
9060,1,02/06/23,12:35,slow_practice,3,2000,1,1237.1079,right
9060,1,02/06/23,12:35,slow_practice,4,3000,1,1491.7438,right
9060,1,02/06/23,12:35,slow_practice,5,2000,1,1609.535,right
9060,1,02/06/23,12:35,slow_practice,6,2000,1,1974.7477,left
9060,1,02/06/23,12:35,slow_practice,7,3000,1,1162.5223,right
9060,1,02/06/23,12:35,slow_practice,8,3000,1,1094.4124,right
9060,1,02/06/23,12:35,fast_practice,1,3000,1,3844.8903,right
9060,1,02/06/23,12:35,fast_practice,2,3000,1,1171.6845,left
9060,1,02/06/23,12:35,fast_practice,3,2000,1,822.6144,left
9060,1,02/06/23,12:35,fast_practice,4,3000,1,788.6693,left
9060,1,02/06/23,12:35,fast_practice,5,3000,1,784.638,right
9060,1,02/06/23,12:35,fast_practice,6,2000,1,668.4428,left
9060,1,02/06/23,12:35,fast_practice,7,3000,1,536.6957,right
9060,1,02/06/23,12:35,fast_practice,8,3000,1,870.1863,right
9060,1,02/06/23,12:35,fast_practice,9,2000,1,1517.7483,right
9060,1,02/06/23,12:35,fast_practice,10,2000,1,630.0419,left
9060,1,02/06/23,12:35,fast_practice,11,3000,1,1005.8499,left
9060,1,02/06/23,12:35,fast_practice,12,2000,1,615.0274,left
9060,1,02/06/23,12:35,fast_practice,13,3000,1,821.0393,left
9060,1,02/06/23,12:35,fast_practice,14,3000,1,718.1618,right
9060,1,02/06/23,12:35,fast_practice,15,3000,1,612.5007,right
9060,1,02/06/23,12:35,fast_practice,16,3000,1,949.7713,right
9060,1,02/06/23,12:35,antisaccade,1,2000,1,585.3397,left
9060,1,02/06/23,12:35,antisaccade,2,2000,1,669.7112,right
9060,1,02/06/23,12:35,antisaccade,3,3000,1,616.4259,right
9060,1,02/06/23,12:35,antisaccade,4,3000,1,687.1018,left
9060,1,02/06/23,12:35,antisaccade,5,2000,1,726.8552,right
9060,1,02/06/23,12:35,antisaccade,6,2000,1,550.0472,right
9060,1,02/06/23,12:35,antisaccade,7,2000,0,1409.0382,right
9060,1,02/06/23,12:35,antisaccade,8,2000,1,724.2832,left
9060,1,02/06/23,12:35,antisaccade,9,2000,1,953.0898,left
9060,1,02/06/23,12:35,antisaccade,10,3000,1,513.3466,left
9060,1,02/06/23,12:35,antisaccade,11,3000,1,746.2502,left
9060,1,02/06/23,12:35,antisaccade,12,3000,1,1213.8099,right
9060,1,02/06/23,12:35,antisaccade,13,3000,1,656.129,left
9060,1,02/06/23,12:35,antisaccade,14,2000,1,576.0311,left
9060,1,02/06/23,12:35,antisaccade,15,2000,1,574.3514,right
9060,1,02/06/23,12:35,antisaccade,16,2000,1,616.0563,left
9060,1,02/06/23,12:35,antisaccade,17,2000,1,1232.3174,left
9060,1,02/06/23,12:35,antisaccade,18,3000,1,645.0135,left
9060,1,02/06/23,12:35,antisaccade,19,3000,0,1602.2728,right
9060,1,02/06/23,12:35,antisaccade,20,3000,1,580.7603,left
9060,1,02/06/23,12:35,antisaccade,21,3000,1,661.5006,left
9060,1,02/06/23,12:35,antisaccade,22,3000,1,802.4468,right
9060,1,02/06/23,12:35,antisaccade,23,3000,1,704.1612,right
9060,1,02/06/23,12:35,antisaccade,24,2000,1,1396.2102,right
9060,1,02/06/23,12:35,antisaccade,25,2000,1,605.9606,left
9060,1,02/06/23,12:35,antisaccade,26,3000,1,1157.6485,left
9060,1,02/06/23,12:35,antisaccade,27,3000,1,511.3995,left
9060,1,02/06/23,12:35,antisaccade,28,3000,1,682.1083,left
9060,1,02/06/23,12:35,antisaccade,29,3000,1,3669.7646,left
9060,1,02/06/23,12:35,antisaccade,30,2000,1,584.4727,right
9060,1,02/06/23,12:35,antisaccade,31,3000,0,1883.743,right
9060,1,02/06/23,12:35,antisaccade,32,3000,1,702.9887,left
9060,1,02/06/23,12:35,antisaccade,33,3000,1,599.4731,left
9060,1,02/06/23,12:35,antisaccade,34,3000,1,572.8432,left
9060,1,02/06/23,12:35,antisaccade,35,3000,1,851.9038,right
9060,1,02/06/23,12:35,antisaccade,36,2000,1,655.1723,left
9060,1,02/06/23,12:35,antisaccade,37,3000,1,2524.0641,right
9060,1,02/06/23,12:35,antisaccade,38,3000,1,1173.0465,right
9060,1,02/06/23,12:35,antisaccade,39,3000,1,710.1036,right
9060,1,02/06/23,12:35,antisaccade,40,2000,1,1909.204,left
9060,1,02/06/23,12:35,antisaccade,41,3000,1,516.8172,right
9060,1,02/06/23,12:35,antisaccade,42,2000,0,2326.7247,right
9060,1,02/06/23,12:35,antisaccade,43,3000,1,683.2756,left
9060,1,02/06/23,12:35,antisaccade,44,2000,1,516.953,right
9060,1,02/06/23,12:35,antisaccade,45,3000,1,544.3255,right
9060,1,02/06/23,12:35,antisaccade,46,3000,0,1287.6669,left
9060,1,02/06/23,12:35,antisaccade,47,3000,1,632.8992,left
9060,1,02/06/23,12:35,antisaccade,48,2000,1,678.3908,right
9060,1,02/06/23,12:35,antisaccade,49,2000,1,634.2552,right
9060,1,02/06/23,12:35,antisaccade,50,2000,1,797.4116,right
9060,1,02/06/23,12:35,antisaccade,51,3000,1,421.6117,right
9060,1,02/06/23,12:35,antisaccade,52,2000,1,1406.7226,left
9060,1,02/06/23,12:35,antisaccade,53,3000,1,548.8256,left
9060,1,02/06/23,12:35,antisaccade,54,2000,1,556.4224,right
9060,1,02/06/23,12:35,antisaccade,55,2000,1,533.9935,left
9060,1,02/06/23,12:35,antisaccade,56,3000,1,616.2585,left
9060,1,02/06/23,12:35,antisaccade,57,2000,1,660.3267,right
9060,1,02/06/23,12:35,antisaccade,58,2000,1,502.7152,right
9060,1,02/06/23,12:35,antisaccade,59,2000,1,703.2979,right
9060,1,02/06/23,12:35,antisaccade,60,3000,1,606.2292,right
9061,1,02/06/23,12:34,slow_practice,1,3000,1,2484.4219,right
9061,1,02/06/23,12:34,slow_practice,2,3000,1,1384.8336,left
9061,1,02/06/23,12:34,slow_practice,3,3000,1,711.5323,right
9061,1,02/06/23,12:34,slow_practice,4,2000,1,656.3348,left
9061,1,02/06/23,12:34,slow_practice,5,3000,1,618.6247,right
9061,1,02/06/23,12:34,slow_practice,6,3000,1,549.8432,right
9061,1,02/06/23,12:34,slow_practice,7,2000,1,648.5812,left
9061,1,02/06/23,12:34,slow_practice,8,2000,1,556.1763,left
9061,1,02/06/23,12:34,fast_practice,1,2000,1,614.0578,right
9061,1,02/06/23,12:34,fast_practice,2,2000,1,537.8829,right
9061,1,02/06/23,12:34,fast_practice,3,2000,1,536.572,right
9061,1,02/06/23,12:34,fast_practice,4,3000,1,1672.5104,left
9061,1,02/06/23,12:34,fast_practice,5,2000,1,560.9293,left
9061,1,02/06/23,12:34,fast_practice,6,2000,1,471.8137,left
9061,1,02/06/23,12:34,fast_practice,7,3000,1,709.1648,right
9061,1,02/06/23,12:34,fast_practice,8,2000,0,1672.5049,left
9061,1,02/06/23,12:34,fast_practice,9,2000,1,569.4139,right
9061,1,02/06/23,12:34,fast_practice,10,3000,1,569.6468,left
9061,1,02/06/23,12:34,fast_practice,11,3000,1,536.2921,left
9061,1,02/06/23,12:34,fast_practice,12,3000,0,895.8316,left
9061,1,02/06/23,12:34,fast_practice,13,2000,0,1198.5841,left
9061,1,02/06/23,12:34,fast_practice,14,3000,1,672.9445,right
9061,1,02/06/23,12:34,fast_practice,15,3000,1,536.6096,right
9061,1,02/06/23,12:34,fast_practice,16,3000,1,530.4082,right
9061,1,02/06/23,12:34,antisaccade,1,2000,1,543.9263,right
9061,1,02/06/23,12:34,antisaccade,2,3000,1,578.4372,right
9061,1,02/06/23,12:34,antisaccade,3,2000,1,651.3744,left
9061,1,02/06/23,12:34,antisaccade,4,2000,1,650.2291,left
9061,1,02/06/23,12:34,antisaccade,5,2000,0,1481.8047,right
9061,1,02/06/23,12:34,antisaccade,6,2000,1,549.4748,right
9061,1,02/06/23,12:34,antisaccade,7,2000,1,1242.4842,right
9061,1,02/06/23,12:34,antisaccade,8,3000,1,510.2757,right
9061,1,02/06/23,12:34,antisaccade,9,2000,0,1060.4837,left
9061,1,02/06/23,12:34,antisaccade,10,3000,1,604.143,left
9061,1,02/06/23,12:34,antisaccade,11,2000,1,513.4903,right
9061,1,02/06/23,12:34,antisaccade,12,2000,1,679.7246,left
9061,1,02/06/23,12:34,antisaccade,13,3000,1,551.5745,right
9061,1,02/06/23,12:34,antisaccade,14,2000,1,618.0519,left
9061,1,02/06/23,12:34,antisaccade,15,3000,1,524.0099,left
9061,1,02/06/23,12:34,antisaccade,16,2000,1,535.6323,right
9061,1,02/06/23,12:34,antisaccade,17,2000,0,928.9869,left
9061,1,02/06/23,12:34,antisaccade,18,3000,1,620.4801,left
9061,1,02/06/23,12:34,antisaccade,19,3000,1,570.7567,left
9061,1,02/06/23,12:34,antisaccade,20,2000,1,2454.0461,right
9061,1,02/06/23,12:34,antisaccade,21,2000,1,602.2098,left
9061,1,02/06/23,12:34,antisaccade,22,2000,1,470.8276,right
9061,1,02/06/23,12:34,antisaccade,23,2000,1,539.7014,left
9061,1,02/06/23,12:34,antisaccade,24,2000,1,736.991,left
9061,1,02/06/23,12:34,antisaccade,25,3000,0,484.3414,right
9061,1,02/06/23,12:34,antisaccade,26,2000,1,109.9003,right
9061,1,02/06/23,12:34,antisaccade,27,2000,0,171.4564,left
9061,1,02/06/23,12:34,antisaccade,28,3000,1,165.4362,left
9061,1,02/06/23,12:34,antisaccade,29,3000,1,112.6039,right
9061,1,02/06/23,12:34,antisaccade,30,3000,0,108.3025,right
9061,1,02/06/23,12:34,antisaccade,31,2000,0,176.1325,left
9061,1,02/06/23,12:34,antisaccade,32,2000,1,180.1618,left
9061,1,02/06/23,12:34,antisaccade,33,3000,0,174.766,left
9061,1,02/06/23,12:34,antisaccade,34,3000,1,174.9414,left
9061,1,02/06/23,12:34,antisaccade,35,2000,1,168.7923,left
9061,1,02/06/23,12:34,antisaccade,36,3000,0,110.8978,right
9061,1,02/06/23,12:34,antisaccade,37,3000,0,110.8181,right
9061,1,02/06/23,12:34,antisaccade,38,2000,1,181.0081,left
9061,1,02/06/23,12:34,antisaccade,39,2000,1,179.0343,left
9061,1,02/06/23,12:34,antisaccade,40,2000,1,174.2888,left
9061,1,02/06/23,12:34,antisaccade,41,2000,1,112.6994,right
9061,1,02/06/23,12:34,antisaccade,42,3000,0,172.4365,left
9061,1,02/06/23,12:34,antisaccade,43,2000,1,111.1778,right
9061,1,02/06/23,12:34,antisaccade,44,3000,0,175.4307,left
9061,1,02/06/23,12:34,antisaccade,45,3000,1,175.488,left
9061,1,02/06/23,12:34,antisaccade,46,2000,0,169.5577,left
