subject,session,date,time,block,trial,string,match,rt,acc,target_length,total_correct
9001,2,10/24/22,10:43,2,16,248_____248,match,1018.7534,1,2,31
9001,2,10/24/22,10:43,2,17,317864095_____327864095,nonmatch,2178.5849,0,2,31
9001,2,10/24/22,10:43,2,18,821953760_____821954760,nonmatch,2164.0421,1,2,32
9002,2,10/24/22,10:47,0,1,342_____349,nonmatch,931.9805,1,3,NA
9002,2,10/24/22,10:47,0,2,798135_____798135,match,1054.8257,1,6,NA
9002,2,10/24/22,10:47,0,3,168735925_____168735925,match,876.4639,1,9,NA
9002,2,10/24/22,10:47,0,4,231459_____123759,nonmatch,796.2645,1,6,NA
9002,2,10/24/22,10:47,0,5,345269875_____3485269875,nonmatch,743.2256,0,9,NA
9002,2,10/24/22,10:47,0,6,687_____687,match,622.5451,1,3,NA
9002,2,10/24/22,10:47,1,1,637_____607,nonmatch,868.9106,1,3,1
9002,2,10/24/22,10:47,1,2,695_____615,nonmatch,730.1932,1,3,2
9002,2,10/24/22,10:47,1,3,653782_____153782,nonmatch,1144.8098,1,6,3
9002,2,10/24/22,10:47,1,4,507412689_____507412689,match,1205.7945,1,9,4
9002,2,10/24/22,10:47,1,5,897_____397,nonmatch,731.7348,1,3,5
9002,2,10/24/22,10:47,1,6,145307_____145307,match,822.0802,1,6,6
9002,2,10/24/22,10:47,1,7,825031764_____895031764,nonmatch,995.1756,1,9,7
9002,2,10/24/22,10:47,1,8,203817546_____203819546,nonmatch,768.9531,0,9,7
9002,2,10/24/22,10:47,1,9,803412975_____803412975,match,839.1791,1,9,8
9002,2,10/24/22,10:47,1,10,319065284_____319765284,nonmatch,1138.8962,1,9,9
9002,2,10/24/22,10:47,1,11,562937_____562937,match,856.5891,1,6,10
9002,2,10/24/22,10:47,1,12,456902_____456902,match,800.8833,0,6,10
9002,2,10/24/22,10:47,1,13,801679_____401679,nonmatch,954.3174,1,6,11
9002,2,10/24/22,10:47,1,14,780_____780,match,634.5777,1,3,12
9002,2,10/24/22,10:47,1,15,260_____260,match,568.9258,1,3,13
9002,2,10/24/22,10:47,1,16,302549817_____302549817,match,1178.9833,1,9,14
9002,2,10/24/22,10:47,1,17,708_____208,nonmatch,762.0447,1,3,15
9002,2,10/24/22,10:47,1,18,951_____951,match,602.1066,1,3,16
9002,2,10/24/22,10:47,1,19,670418325_____670418325,match,966.5181,1,9,17
9002,2,10/24/22,10:47,1,20,468375_____462375,nonmatch,1295.4256,1,6,18
9002,2,10/24/22,10:47,1,21,256093_____256093,match,1074.212,1,6,19
9002,2,10/24/22,10:47,1,22,451076_____451079,nonmatch,1104.529,0,6,19
9002,2,10/24/22,10:47,2,1,512_____512,match,722.4596,1,2,20
9002,2,10/24/22,10:47,2,2,132845970_____632845970,nonmatch,763.3358,1,2,21
9002,2,10/24/22,10:47,2,3,693845_____693845,match,783.2043,1,2,22
9002,2,10/24/22,10:47,2,4,365749210_____365789210,nonmatch,1543.2979,1,2,23
9002,2,10/24/22,10:47,2,5,586347_____586347,match,863.9628,1,2,24
9002,2,10/24/22,10:47,2,6,940185237_____940185637,nonmatch,1139.7188,0,2,24
9002,2,10/24/22,10:47,2,7,705_____735,nonmatch,855.9674,1,2,25
9002,2,10/24/22,10:47,2,8,951803_____651803,nonmatch,969.7333,1,2,26
9002,2,10/24/22,10:47,2,9,587240136_____587240136,match,1286.3308,0,2,26
9002,2,10/24/22,10:47,2,10,509764138_____509764138,match,1638.6009,1,2,27
9002,2,10/24/22,10:47,2,11,296175_____296173,nonmatch,1133.0106,0,2,27
9002,2,10/24/22,10:47,2,12,416732859_____416732859,match,1738.2708,1,2,28
9002,2,10/24/22,10:47,2,13,412_____416,nonmatch,795.5969,1,2,29
9002,2,10/24/22,10:47,2,14,542_____542,match,857.2344,1,2,30
9002,2,10/24/22,10:47,2,15,968_____958,nonmatch,808.1687,1,2,31
9002,2,10/24/22,10:47,2,16,430_____430,match,688.9273,1,2,32
9002,2,10/24/22,10:47,2,17,806_____806,match,3.2126,1,2,33
9002,2,10/24/22,10:47,2,18,629135470_____629835470,nonmatch,1268.1941,1,2,34
9002,2,10/24/22,10:47,2,19,619_____618,nonmatch,882.0029,1,2,35
9002,2,10/24/22,10:47,2,20,801_____401,nonmatch,756.0465,1,2,36
9002,2,10/24/22,10:47,2,21,539601_____538601,nonmatch,1752.9085,1,2,37
9003,2,10/24/22,11:05,0,1,342_____349,nonmatch,1189.9262,0,3,NA
9003,2,10/24/22,11:05,0,2,345269875_____3485269875,nonmatch,2736.5099,0,9,NA
9003,2,10/24/22,11:05,0,3,231459_____123759,nonmatch,3271.9662,1,6,NA
9003,2,10/24/22,11:05,0,4,687_____687,match,1078.6938,0,3,NA
9003,2,10/24/22,11:05,0,5,168735925_____168735925,match,2215.3567,1,9,NA
9003,2,10/24/22,11:05,0,6,798135_____798135,match,1263.6092,1,6,NA
9003,2,10/24/22,11:05,1,1,825031764_____895031764,nonmatch,1745.8538,0,9,0
9003,2,10/24/22,11:05,1,2,256093_____256093,match,1442.7501,1,6,1
9003,2,10/24/22,11:05,1,3,689370_____689370,match,1653.012,1,6,2
9003,2,10/24/22,11:05,1,4,507412689_____507412689,match,2344.4305,0,9,2
9003,2,10/24/22,11:05,1,5,670418325_____670418325,match,2935.3033,1,9,3
9003,2,10/24/22,11:05,1,6,456902_____456902,match,2403.2333,1,6,4
9003,2,10/24/22,11:05,1,7,836_____836,match,1147.8477,1,3,5
9003,2,10/24/22,11:05,1,8,405_____402,nonmatch,874.25,1,3,6
9003,2,10/24/22,11:05,1,9,468375_____462375,nonmatch,2120.4043,1,6,7
9003,2,10/24/22,11:05,1,10,678_____678,match,1107.6288,1,3,8
9003,2,10/24/22,11:05,1,11,637_____607,nonmatch,829.6888,1,3,9
9003,2,10/24/22,11:05,1,12,301_____301,match,865.4634,1,3,10
9003,2,10/24/22,11:05,1,13,801679_____401679,nonmatch,1721.4993,1,6,11
9003,2,10/24/22,11:05,1,14,897641532_____897601532,nonmatch,2053.9048,1,9,12
9003,2,10/24/22,11:05,1,15,780_____780,match,812.1281,1,3,13
9003,2,10/24/22,11:05,2,1,412_____416,nonmatch,1293.3468,1,2,14
9003,2,10/24/22,11:05,2,2,592034861_____592034861,match,2910.1794,1,2,15
9003,2,10/24/22,11:05,2,3,873_____473,nonmatch,1232.8528,1,2,16
9003,2,10/24/22,11:05,2,4,629135470_____629835470,nonmatch,1794.1695,0,2,16
9003,2,10/24/22,11:05,2,5,258310_____258310,match,1369.2049,1,2,17
9003,2,10/24/22,11:05,2,6,914_____914,match,766.1791,1,2,18
9003,2,10/24/22,11:05,2,7,821953760_____821954760,nonmatch,4173.2559,1,2,19
9003,2,10/24/22,11:05,2,8,805_____806,nonmatch,1007.5953,1,2,20
9003,2,10/24/22,11:05,2,9,841_____841,match,657.5852,1,2,21
9003,2,10/24/22,11:05,2,10,806_____806,match,676.3145,1,2,22
9003,2,10/24/22,11:05,2,11,124_____124,match,713.0096,1,2,23
9003,2,10/24/22,11:05,2,12,965_____965,match,863.5702,1,2,24
9003,2,10/24/22,11:05,2,13,481593_____401593,nonmatch,1671.1952000000001,0,2,24
9003,2,10/24/22,11:05,2,14,693845_____693845,match,3230.3929,1,2,25
9003,2,10/24/22,11:05,2,15,759182604_____759182604,match,2084.5208,0,2,25
9003,2,10/24/22,11:05,2,16,983256_____983256,match,2571.0646,1,2,26
9004,2,10/24/22,13:24,0,1,687_____687,match,2008.5819,0,3,NA
9004,2,10/24/22,13:24,0,2,231459_____123759,nonmatch,1077.0912,1,6,NA
9004,2,10/24/22,13:24,0,3,345269875_____3485269875,nonmatch,1626.4802,1,9,NA
9004,2,10/24/22,13:24,0,4,168735925_____168735925,match,2971.8274,1,9,NA
9004,2,10/24/22,13:24,0,5,798135_____798135,match,1814.9664,1,6,NA
9004,2,10/24/22,13:24,0,6,342_____349,nonmatch,989.8949,1,3,NA
9004,2,10/24/22,13:24,1,1,689370_____689370,match,2917.0493,1,6,1
9004,2,10/24/22,13:24,1,2,468375_____462375,nonmatch,2237.2913,1,6,2
9004,2,10/24/22,13:24,1,3,386092517_____386092517,match,5018.0261,1,9,3
9004,2,10/24/22,13:24,1,4,562937_____562937,match,1901.235,1,6,4
9004,2,10/24/22,13:24,1,5,256093_____256093,match,1950.4173,1,6,5
9004,2,10/24/22,13:24,1,6,549_____543,nonmatch,961.2205,1,3,6
9004,2,10/24/22,13:24,1,7,825031764_____895031764,nonmatch,3904.5834,1,9,7
9004,2,10/24/22,13:24,1,8,451076_____451079,nonmatch,2080.3237,1,6,8
9004,2,10/24/22,13:24,1,9,780_____780,match,1120.6312,1,3,9
9004,2,10/24/22,13:24,1,10,739_____739,match,850.9416,1,3,10
9004,2,10/24/22,13:24,1,11,109_____139,nonmatch,866.5626,1,3,11
9004,2,10/24/22,13:24,1,12,768_____968,nonmatch,1316.1727,1,3,12
9004,2,10/24/22,13:24,2,1,780_____720,nonmatch,1900.5228,1,2,13
9004,2,10/24/22,13:24,2,2,539601_____538601,nonmatch,1453.3122,1,2,14
9004,2,10/24/22,13:24,2,3,759182604_____759182604,match,4116.6404,1,2,15
9004,2,10/24/22,13:24,2,4,592034861_____592034861,match,3907.9589,1,2,16
9004,2,10/24/22,13:24,2,5,258310_____258310,match,2364.8293,1,2,17
9004,2,10/24/22,13:24,2,6,237641085_____237641085,match,5361.324,1,2,18
9004,2,10/24/22,13:24,2,7,587240136_____587240136,match,2978.4094,1,2,19
9004,2,10/24/22,13:24,2,8,972083_____972083,match,2498.4327,1,2,20
9004,2,10/24/22,13:24,2,9,412_____416,nonmatch,839.6741,1,2,21
9004,2,10/24/22,13:24,2,10,801_____401,nonmatch,875.2455,1,2,22
9005,2,10/24/22,13:10,0,1,231459_____123759,nonmatch,1989.6295,1,6,NA
9005,2,10/24/22,13:10,0,2,345269875_____3485269875,nonmatch,1779.1037,0,9,NA
9005,2,10/24/22,13:10,0,3,342_____349,nonmatch,856.936,1,3,NA
9005,2,10/24/22,13:10,0,4,798135_____798135,match,1166.6293,1,6,NA
9005,2,10/24/22,13:10,0,5,687_____687,match,737.3125,1,3,NA
9005,2,10/24/22,13:10,0,6,168735925_____168735925,match,2015.5278,1,9,NA
9005,2,10/24/22,13:10,1,1,816539270_____816539270,match,1485.0301,1,9,1
9005,2,10/24/22,13:10,1,2,203817546_____203819546,nonmatch,1586.9563,1,9,2
9005,2,10/24/22,13:10,1,3,468375_____462375,nonmatch,1324.9302,1,6,3
9005,2,10/24/22,13:10,1,4,831529047_____831529047,match,3660.5888,1,9,4
9005,2,10/24/22,13:10,1,5,471083_____471083,match,949.934,1,6,5
9005,2,10/24/22,13:10,1,6,610238957_____610238954,nonmatch,2165.0507,1,9,6
9005,2,10/24/22,13:10,1,7,801679_____401679,nonmatch,979.0133,1,6,7
9005,2,10/24/22,13:10,1,8,780_____780,match,690.9424,1,3,8
9005,2,10/24/22,13:10,1,9,260_____260,match,481.8007,1,3,9
9005,2,10/24/22,13:10,1,10,302549817_____302549817,match,2494.5484,1,9,10
9005,2,10/24/22,13:10,1,11,689370_____689370,match,1285.4531,1,6,11
9005,2,10/24/22,13:10,1,12,984760213_____984760213,match,2493.2468,1,9,12
9005,2,10/24/22,13:10,1,13,301_____301,match,560.5092,1,3,13
9005,2,10/24/22,13:10,1,14,158072_____158042,nonmatch,900.1422,1,6,14
9005,2,10/24/22,13:10,1,15,653782_____153782,nonmatch,969.9078,1,6,15
9005,2,10/24/22,13:10,1,16,836_____836,match,660.7824,1,3,16
9005,2,10/24/22,13:10,2,1,248_____248,match,726.6523,1,2,17
9005,2,10/24/22,13:10,2,2,319564_____319562,nonmatch,867.0861,1,2,18
9005,2,10/24/22,13:10,2,3,430_____430,match,612.2007,1,2,19
9005,2,10/24/22,13:10,2,4,619_____618,nonmatch,732.9947,1,2,20
9005,2,10/24/22,13:10,2,5,412_____416,nonmatch,721.8656,1,2,21
9005,2,10/24/22,13:10,2,6,237641085_____237641085,match,2419.4185,1,2,22
9005,2,10/24/22,13:10,2,7,542_____542,match,604.491,1,2,23
9005,2,10/24/22,13:10,2,8,965_____965,match,681.6593,1,2,24
9005,2,10/24/22,13:10,2,9,317864095_____327864095,nonmatch,1867.1692,1,2,25
9005,2,10/24/22,13:10,2,10,268571_____268571,match,1747.8961,1,2,26
9005,2,10/24/22,13:10,2,11,416732859_____416732859,match,2788.0901,1,2,27
9005,2,10/24/22,13:10,2,12,192043765_____192043765,match,3004.0136,1,2,28
9005,2,10/24/22,13:10,2,13,804167952_____804167953,nonmatch,1877.1106,1,2,29
9005,2,10/24/22,13:10,2,14,705_____735,nonmatch,583.5394,0,2,29
9005,2,10/24/22,13:10,2,15,258310_____258310,match,1573.288,1,2,30
9005,2,10/24/22,13:10,2,16,245396_____245306,nonmatch,1271.153,1,2,31
9005,2,10/24/22,13:10,2,17,914_____914,match,662.0265,1,2,32
9006,2,10/25/22,10:26,0,1,687_____687,match,1791.3618,1,3,NA
9006,2,10/25/22,10:26,0,2,168735925_____168735925,match,1072.5935,1,9,NA
9006,2,10/25/22,10:26,0,3,798135_____798135,match,986.1925,1,6,NA
9006,2,10/25/22,10:26,0,4,345269875_____3485269875,nonmatch,720.7276,0,9,NA
9006,2,10/25/22,10:26,0,5,342_____349,nonmatch,1164.6536,1,3,NA
9006,2,10/25/22,10:26,0,6,231459_____123759,nonmatch,1914.2608,1,6,NA
9006,2,10/25/22,10:26,1,1,287564_____237564,nonmatch,1427.2074,1,6,1
9006,2,10/25/22,10:26,1,2,803412975_____803412975,match,5483.0641,0,9,1
9006,2,10/25/22,10:26,1,3,984760213_____984760213,match,9319.2674,1,9,2
9006,2,10/25/22,10:26,1,4,689370_____689370,match,2282.3202,1,6,3
9006,2,10/25/22,10:26,1,5,831529047_____831529047,match,2713.1808,1,9,4
9006,2,10/25/22,10:26,1,6,708_____208,nonmatch,960.3561,1,3,5
9006,2,10/25/22,10:26,1,7,301_____301,match,1101.8295,1,3,6
9006,2,10/25/22,10:26,1,8,197306582_____497306582,nonmatch,1269.0214,1,9,7
9006,2,10/25/22,10:26,1,9,637_____607,nonmatch,1011.7523,0,3,7
9006,2,10/25/22,10:26,1,10,653782_____153782,nonmatch,2300.5261,1,6,8
9006,2,10/25/22,10:26,2,1,940185237_____940185637,nonmatch,4693.2562,0,2,8
9006,2,10/25/22,10:26,2,2,804167952_____804167953,nonmatch,4105.4564,1,2,9
9006,2,10/25/22,10:26,2,3,268571_____268571,match,1602.1032,1,2,10
9006,2,10/25/22,10:26,2,4,481593_____401593,nonmatch,2158.4099,1,2,11
9006,2,10/25/22,10:26,2,5,132845970_____632845970,nonmatch,1327.6305,1,2,12
9006,2,10/25/22,10:26,2,6,629135470_____629835470,nonmatch,1745.5987,1,2,13
9006,2,10/25/22,10:26,2,7,539601_____538601,nonmatch,3783.8165,1,2,14
9006,2,10/25/22,10:26,2,8,192043765_____192043765,match,5468.3203,0,2,14
9006,2,10/25/22,10:26,2,9,821953760_____821954760,nonmatch,3982.7471,1,2,15
9006,2,10/25/22,10:26,2,10,592034861_____592034861,match,5445.8063,1,2,16
9007,2,10/25/22,10:28,0,1,798135_____798135,match,4027.509,1,6,NA
9007,2,10/25/22,10:28,0,2,687_____687,match,827.7814,1,3,NA
9007,2,10/25/22,10:28,0,3,342_____349,nonmatch,755.5853,1,3,NA
9007,2,10/25/22,10:28,0,4,168735925_____168735925,match,2564.5253,1,9,NA
9007,2,10/25/22,10:28,0,5,231459_____123759,nonmatch,1619.425,1,6,NA
9007,2,10/25/22,10:28,0,6,345269875_____3485269875,nonmatch,3469.0506,1,9,NA
9007,2,10/25/22,10:28,1,1,831529047_____831529047,match,2513.2582,1,9,1
9007,2,10/25/22,10:28,1,2,405_____402,nonmatch,980.3056,1,3,2
9007,2,10/25/22,10:28,1,3,451076_____451079,nonmatch,978.8941,1,6,3
9007,2,10/25/22,10:28,1,4,670418325_____670418325,match,2234.782,0,9,3
9007,2,10/25/22,10:28,1,5,452183_____452783,nonmatch,1989.8471,1,6,4
9007,2,10/25/22,10:28,1,6,708_____208,nonmatch,893.9985,1,3,5
9007,2,10/25/22,10:28,1,7,816539270_____816539270,match,3156.1254,1,9,6
9007,2,10/25/22,10:28,1,8,610238957_____610238954,nonmatch,1125.9993,1,9,7
9007,2,10/25/22,10:28,1,9,198_____196,nonmatch,679.5778,1,3,8
9007,2,10/25/22,10:28,1,10,541069382_____541069372,nonmatch,3310.5774,0,9,8
9007,2,10/25/22,10:28,1,11,301_____301,match,1138.7583,1,3,9
9007,2,10/25/22,10:28,1,12,984760213_____984760213,match,1657.8013,1,9,10
9007,2,10/25/22,10:28,1,13,385096_____385026,nonmatch,1508.8997,1,6,11
9007,2,10/25/22,10:28,1,14,428390_____428390,match,1798.2006,1,6,12
9007,2,10/25/22,10:28,1,15,549_____543,nonmatch,822.0945,1,3,13
9007,2,10/25/22,10:28,2,1,619_____618,nonmatch,910.7955,1,2,14
9007,2,10/25/22,10:28,2,2,759182604_____759182604,match,1027.4214,1,2,15
9007,2,10/25/22,10:28,2,3,416732859_____416732859,match,1608.6551,1,2,16
9007,2,10/25/22,10:28,2,4,914_____914,match,725.0637,1,2,17
9007,2,10/25/22,10:28,2,5,592034861_____592034861,match,3042.3072,1,2,18
9007,2,10/25/22,10:28,2,6,987501_____987201,nonmatch,1134.5511,0,2,18
9007,2,10/25/22,10:28,2,7,248_____248,match,623.2523,1,2,19
9007,2,10/25/22,10:28,2,8,124_____124,match,676.3003,1,2,20
9007,2,10/25/22,10:28,2,9,972083_____972083,match,1866.0345,1,2,21
9007,2,10/25/22,10:28,2,10,237641085_____237641085,match,2296.7416,1,2,22
9007,2,10/25/22,10:28,2,11,587240136_____587240136,match,2799.2321,1,2,23
9007,2,10/25/22,10:28,2,12,509764138_____509764138,match,2278.8719,1,2,24
9007,2,10/25/22,10:28,2,13,805_____806,nonmatch,880.5602,1,2,25
9007,2,10/25/22,10:28,2,14,951803_____651803,nonmatch,1456.6758,1,2,26
9007,2,10/25/22,10:28,2,15,579861_____579361,nonmatch,2010.8145,1,2,27
9007,2,10/25/22,10:28,2,16,968_____958,nonmatch,1273.7071,1,2,28
9009,2,10/25/22,13:05,0,1,231459_____123759,nonmatch,1566.9124,1,6,NA
9009,2,10/25/22,13:05,0,2,798135_____798135,match,803.4475,1,6,NA
9009,2,10/25/22,13:05,0,3,345269875_____3485269875,nonmatch,1203.8959,1,9,NA
9009,2,10/25/22,13:05,0,4,168735925_____168735925,match,1225.2211,1,9,NA
9009,2,10/25/22,13:05,0,5,342_____349,nonmatch,802.8319,1,3,NA
9009,2,10/25/22,13:05,0,6,687_____687,match,663.1769,1,3,NA
9009,2,10/25/22,13:05,1,1,951_____951,match,827.1256,1,3,1
9009,2,10/25/22,13:05,1,2,816539270_____816539270,match,1708.0306,1,9,2
9009,2,10/25/22,13:05,1,3,637_____607,nonmatch,606.7481,0,3,2
9009,2,10/25/22,13:05,1,4,319065284_____319765284,nonmatch,1404.3303,1,9,3
9009,2,10/25/22,13:05,1,5,428390_____428390,match,1268.3561,1,6,4
9009,2,10/25/22,13:05,1,6,897641532_____897601532,nonmatch,1616.0396,1,9,5
9009,2,10/25/22,13:05,1,7,471689_____471689,match,1330.6227,1,6,6
9009,2,10/25/22,13:05,1,8,695_____615,nonmatch,715.3243,1,3,7
9009,2,10/25/22,13:05,1,9,109_____139,nonmatch,949.8789,1,3,8
9009,2,10/25/22,13:05,1,10,708_____208,nonmatch,687.7617,1,3,9
9009,2,10/25/22,13:05,1,11,801679_____401679,nonmatch,833.2836,1,6,10
9009,2,10/25/22,13:05,1,12,689370_____689370,match,1194.6111,1,6,11
9009,2,10/25/22,13:05,1,13,405_____402,nonmatch,694.9284,1,3,12
9009,2,10/25/22,13:05,1,14,897_____397,nonmatch,619.4885,0,3,12
9009,2,10/25/22,13:05,1,15,456902_____456902,match,2123.0553,1,6,13
9009,2,10/25/22,13:05,1,16,724_____724,match,791.8353,1,3,14
9009,2,10/25/22,13:05,1,17,780_____780,match,752.382,1,3,15
9009,2,10/25/22,13:05,1,18,260_____260,match,744.9008,1,3,16
9009,2,10/25/22,13:05,1,19,984760213_____984760213,match,1884.3856,1,9,17
9009,2,10/25/22,13:05,1,20,653782_____153782,nonmatch,980.725,1,6,18
9009,2,10/25/22,13:05,2,1,296175_____296173,nonmatch,1701.9779,1,2,19
9009,2,10/25/22,13:05,2,2,430_____430,match,643.4285,1,2,20
9009,2,10/25/22,13:05,2,3,914_____914,match,726.7451,1,2,21
9009,2,10/25/22,13:05,2,4,319564_____319562,nonmatch,1433.0149,1,2,22
