subject,session,block,list,setsize,matherrors,lettertotal,ospantotal,motivation,alertness
9060,1,realblock,7,3,0,3,33,NA,NA
9060,1,realblock,8,6,2,6,39,NA,NA
9060,1,realblock,9,4,0,3,42,NA,NA
9060,1,realblock,10,5,0,5,47,NA,NA
9061,1,realblock,1,4,0,4,4,NA,NA
9061,1,realblock,2,6,1,5,9,NA,NA
9061,1,realblock,3,7,0,7,16,NA,NA
9061,1,realblock,4,5,0,5,21,NA,NA
9061,1,realblock,5,6,1,5,26,NA,NA
9061,1,realblock,6,7,1,4,30,NA,NA
9061,1,realblock,7,4,0,4,34,NA,NA
9061,1,realblock,8,3,0,3,37,NA,NA
9061,1,realblock,9,3,0,3,40,NA,NA
9061,1,realblock,10,5,3,2,42,NA,NA
9062,1,realblock,1,5,3,5,5,NA,NA
9062,1,realblock,2,3,0,3,8,NA,NA
9062,1,realblock,3,6,0,6,14,NA,NA
9062,1,realblock,4,3,1,3,17,NA,NA
9062,1,realblock,5,5,4,0,17,NA,NA
9062,1,realblock,6,6,0,6,23,NA,NA
9062,1,realblock,7,4,1,4,27,NA,NA
9062,1,realblock,8,4,2,4,31,NA,NA
9062,1,realblock,9,7,2,4,35,NA,NA
9062,1,realblock,10,7,2,4,39,NA,NA
9063,1,realblock,1,3,0,1,1,NA,NA
9063,1,realblock,2,3,1,0,1,NA,NA
9063,1,realblock,3,7,0,0,1,NA,NA
9063,1,realblock,4,4,1,0,1,NA,NA
9063,1,realblock,5,5,1,0,1,NA,NA
9063,1,realblock,6,4,0,4,5,NA,NA
9063,1,realblock,7,6,0,1,6,NA,NA
9063,1,realblock,8,6,0,1,7,NA,NA
9063,1,realblock,9,5,1,3,10,NA,NA
9063,1,realblock,10,7,0,4,14,NA,NA
9065,1,realblock,1,4,2,4,4,NA,NA
9065,1,realblock,2,4,0,4,8,NA,NA
9065,1,realblock,3,6,2,0,8,NA,NA
9065,1,realblock,4,5,1,5,13,NA,NA
9065,1,realblock,5,5,0,5,18,NA,NA
9065,1,realblock,6,7,0,6,24,NA,NA
9065,1,realblock,7,3,0,3,27,NA,NA
9065,1,realblock,8,6,0,4,31,NA,NA
9065,1,realblock,9,3,1,2,33,NA,NA
9065,1,realblock,10,7,1,4,37,NA,NA
9066,1,realblock,1,6,1,5,5,NA,NA
9066,1,realblock,2,3,0,3,8,NA,NA
9066,1,realblock,3,7,0,4,12,NA,NA
9066,1,realblock,4,4,0,4,16,NA,NA
9066,1,realblock,5,6,0,5,21,NA,NA
9066,1,realblock,6,7,0,3,24,NA,NA
9066,1,realblock,7,4,1,4,28,NA,NA
9066,1,realblock,8,5,0,5,33,NA,NA
9066,1,realblock,9,3,0,3,36,NA,NA
9066,1,realblock,10,5,0,5,41,NA,NA
9067,1,realblock,1,5,3,5,5,NA,NA
9067,1,realblock,2,7,0,7,12,NA,NA
9067,1,realblock,3,3,1,3,15,NA,NA
9067,1,realblock,4,7,2,5,20,NA,NA
9067,1,realblock,5,4,0,4,24,NA,NA
9067,1,realblock,6,6,2,4,28,NA,NA
9067,1,realblock,7,5,0,5,33,NA,NA
9067,1,realblock,8,3,1,3,36,NA,NA
9067,1,realblock,9,6,0,6,42,NA,NA
9067,1,realblock,10,4,0,4,46,NA,NA
9068,1,realblock,1,6,0,2,2,NA,NA
9068,1,realblock,2,3,1,3,5,NA,NA
9068,1,realblock,3,5,0,5,10,NA,NA
9068,1,realblock,4,4,0,4,14,NA,NA
9068,1,realblock,5,5,1,0,14,NA,NA
9068,1,realblock,6,7,1,4,18,NA,NA
9068,1,realblock,7,6,0,1,19,NA,NA
9068,1,realblock,8,3,0,3,22,NA,NA
9068,1,realblock,9,7,0,3,25,NA,NA
9068,1,realblock,10,4,0,3,28,NA,NA
9069,1,realblock,1,4,0,4,4,NA,NA
9069,1,realblock,2,5,1,5,9,NA,NA
9069,1,realblock,3,7,2,0,9,NA,NA
9069,1,realblock,4,3,1,3,12,NA,NA
9069,1,realblock,5,5,0,4,16,NA,NA
9069,1,realblock,6,7,2,6,22,NA,NA
9069,1,realblock,7,6,0,0,22,NA,NA
9069,1,realblock,8,6,0,6,28,NA,NA
9069,1,realblock,9,3,0,3,31,NA,NA
9069,1,realblock,10,4,0,4,35,NA,NA
9070,1,realblock,1,5,1,0,0,NA,NA
9070,1,realblock,2,3,0,3,3,NA,NA
9070,1,realblock,3,7,1,7,10,NA,NA
9070,1,realblock,4,7,1,3,13,NA,NA
9070,1,realblock,5,5,0,3,16,NA,NA
9070,1,realblock,6,6,4,3,19,NA,NA
9070,1,realblock,7,4,2,1,20,NA,NA
9070,1,realblock,8,6,2,4,24,NA,NA
9070,1,realblock,9,4,1,2,26,NA,NA
9070,1,realblock,10,3,1,3,29,NA,NA
9072,1,realblock,1,3,0,0,0,NA,NA
9072,1,realblock,2,4,0,4,4,NA,NA
9072,1,realblock,3,6,1,2,6,NA,NA
9072,1,realblock,4,6,0,6,12,NA,NA
9072,1,realblock,5,5,1,1,13,NA,NA
9072,1,realblock,6,7,1,3,16,NA,NA
9072,1,realblock,7,5,1,3,19,NA,NA
9072,1,realblock,8,7,1,3,22,NA,NA
9072,1,realblock,9,3,0,3,25,NA,NA
9072,1,realblock,10,4,0,4,29,NA,NA
9073,1,realblock,1,5,0,3,3,NA,NA
9073,1,realblock,2,6,0,2,5,NA,NA
9073,1,realblock,3,4,3,0,5,NA,NA
9073,1,realblock,4,6,0,2,7,NA,NA
9073,1,realblock,5,7,1,4,11,NA,NA
9073,1,realblock,6,5,1,0,11,NA,NA
9073,1,realblock,7,3,0,0,11,NA,NA
9073,1,realblock,8,3,0,0,11,NA,NA
9073,1,realblock,9,4,0,4,15,NA,NA
9073,1,realblock,10,7,0,0,15,NA,NA
9074,1,realblock,1,6,0,6,6,NA,NA
9074,1,realblock,2,4,0,4,10,NA,NA
9074,1,realblock,3,7,1,7,17,NA,NA
9074,1,realblock,4,4,0,4,21,NA,NA
9074,1,realblock,5,6,1,5,26,NA,NA
9074,1,realblock,6,7,0,6,32,NA,NA
9074,1,realblock,7,3,0,3,35,NA,NA
9074,1,realblock,8,3,1,3,38,NA,NA
9074,1,realblock,9,5,0,5,43,NA,NA
9074,1,realblock,10,5,0,5,48,NA,NA
9077,1,realblock,1,5,2,5,5,NA,NA
9077,1,realblock,2,4,0,4,9,NA,NA
9077,1,realblock,3,3,0,3,12,NA,NA
9077,1,realblock,4,4,2,4,16,NA,NA
9077,1,realblock,5,6,0,6,22,NA,NA
9077,1,realblock,6,3,1,3,25,NA,NA
9077,1,realblock,7,5,0,5,30,NA,NA
9077,1,realblock,8,7,0,6,36,NA,NA
9077,1,realblock,9,7,0,7,43,NA,NA
9077,1,realblock,10,6,0,6,49,NA,NA
9078,1,realblock,1,6,1,6,6,NA,NA
9078,1,realblock,2,3,0,3,9,NA,NA
9078,1,realblock,3,7,0,7,16,NA,NA
9078,1,realblock,4,7,2,7,23,NA,NA
9078,1,realblock,5,5,1,5,28,NA,NA
9078,1,realblock,6,3,2,3,31,NA,NA
9078,1,realblock,7,6,0,1,32,NA,NA
9078,1,realblock,8,5,1,5,37,NA,NA
9078,1,realblock,9,4,1,4,41,NA,NA
9078,1,realblock,10,4,0,4,45,NA,NA
9079,1,realblock,1,6,1,4,4,NA,NA
9079,1,realblock,2,3,0,3,7,NA,NA
9079,1,realblock,3,4,1,3,10,NA,NA
9079,1,realblock,4,7,2,0,10,NA,NA
9079,1,realblock,5,5,1,5,15,NA,NA
9079,1,realblock,6,6,1,4,19,NA,NA
9079,1,realblock,7,5,1,5,24,NA,NA
9079,1,realblock,8,4,0,4,28,NA,NA
9079,1,realblock,9,7,1,7,35,NA,NA
9079,1,realblock,10,3,0,3,38,NA,NA
9080,1,realblock,1,4,0,0,0,NA,NA
9080,1,realblock,2,3,0,3,3,NA,NA
9080,1,realblock,3,5,3,5,8,NA,NA
9080,1,realblock,4,6,0,2,10,NA,NA
9080,1,realblock,5,6,0,1,11,NA,NA
9080,1,realblock,6,4,0,2,13,NA,NA
9080,1,realblock,7,5,0,5,18,NA,NA
9080,1,realblock,8,3,0,3,21,NA,NA
9080,1,realblock,9,7,1,2,23,NA,NA
9080,1,realblock,10,7,0,5,28,NA,NA
9081,1,realblock,1,5,2,5,5,NA,NA
9081,1,realblock,2,5,1,5,10,NA,NA
9081,1,realblock,3,6,1,5,15,NA,NA
9081,1,realblock,4,3,0,3,18,NA,NA
9081,1,realblock,5,3,1,3,21,NA,NA
9081,1,realblock,6,4,0,4,25,NA,NA
9081,1,realblock,7,7,0,3,28,NA,NA
9081,1,realblock,8,6,0,0,28,NA,NA
9081,1,realblock,9,7,1,5,33,NA,NA
9081,1,realblock,10,4,0,4,37,NA,NA
9082,1,realblock,1,5,1,5,5,NA,NA
9082,1,realblock,2,7,0,1,6,NA,NA
9082,1,realblock,3,3,0,2,8,NA,NA
9082,1,realblock,4,7,0,0,8,NA,NA
9082,1,realblock,5,6,0,1,9,NA,NA
9082,1,realblock,6,4,1,1,10,NA,NA
9082,1,realblock,7,6,0,5,15,NA,NA
9082,1,realblock,8,3,0,3,18,NA,NA
9082,1,realblock,9,4,0,2,20,NA,NA
9082,1,realblock,10,5,0,5,25,NA,NA
9083,1,realblock,1,7,1,4,4,NA,NA
9083,1,realblock,2,3,1,3,7,NA,NA
9083,1,realblock,3,7,0,6,13,NA,NA
9083,1,realblock,4,4,0,4,17,NA,NA
9083,1,realblock,5,5,0,4,21,NA,NA
9083,1,realblock,6,5,0,5,26,NA,NA
9083,1,realblock,7,6,1,6,32,NA,NA
9083,1,realblock,8,6,1,6,38,NA,NA
9083,1,realblock,9,4,0,4,42,NA,NA
9083,1,realblock,10,3,0,3,45,NA,NA
9084,1,realblock,1,6,0,6,6,NA,NA
9084,1,realblock,2,4,2,3,9,NA,NA
9084,1,realblock,3,4,0,3,12,NA,NA
9084,1,realblock,4,5,0,3,15,NA,NA
9084,1,realblock,5,7,1,2,17,NA,NA
9084,1,realblock,6,7,3,5,22,NA,NA
9084,1,realblock,7,3,0,3,25,NA,NA
9084,1,realblock,8,5,1,2,27,NA,NA
9084,1,realblock,9,6,1,2,29,NA,NA
9084,1,realblock,10,3,0,3,32,NA,NA
9085,1,realblock,1,5,0,2,2,NA,NA
9085,1,realblock,2,4,1,2,4,NA,NA
9085,1,realblock,3,6,0,1,5,NA,NA
9085,1,realblock,4,3,0,3,8,NA,NA
9085,1,realblock,5,7,2,2,10,NA,NA
9085,1,realblock,6,5,0,3,13,NA,NA
9085,1,realblock,7,6,1,6,19,NA,NA
9085,1,realblock,8,4,0,4,23,NA,NA
9085,1,realblock,9,3,0,3,26,NA,NA
9085,1,realblock,10,7,0,2,28,NA,NA
9086,1,realblock,1,6,1,6,6,NA,NA
9086,1,realblock,2,4,0,2,8,NA,NA
9086,1,realblock,3,7,1,7,15,NA,NA
9086,1,realblock,4,5,0,3,18,NA,NA
9086,1,realblock,5,7,0,7,25,NA,NA
9086,1,realblock,6,3,0,2,27,NA,NA
9086,1,realblock,7,5,0,0,27,NA,NA
9086,1,realblock,8,4,0,4,31,NA,NA
9086,1,realblock,9,6,0,6,37,NA,NA
9086,1,realblock,10,3,1,2,39,NA,NA
9087,1,realblock,1,5,1,3,3,NA,NA
9087,1,realblock,2,4,0,3,6,NA,NA
9087,1,realblock,3,6,2,2,8,NA,NA
9087,1,realblock,4,7,0,2,10,NA,NA
9087,1,realblock,5,3,0,3,13,NA,NA
9087,1,realblock,6,6,0,6,19,NA,NA
9087,1,realblock,7,5,1,5,24,NA,NA
9087,1,realblock,8,3,0,3,27,NA,NA
9087,1,realblock,9,7,1,7,34,NA,NA
9087,1,realblock,10,4,1,2,36,NA,NA
9088,1,realblock,1,7,0,1,1,NA,NA
9088,1,realblock,2,7,1,4,5,NA,NA
9088,1,realblock,3,4,0,4,9,NA,NA
9088,1,realblock,4,5,0,5,14,NA,NA
9088,1,realblock,5,4,0,4,18,NA,NA
9088,1,realblock,6,6,1,2,20,NA,NA
9088,1,realblock,7,3,0,3,23,NA,NA
9088,1,realblock,8,3,0,3,26,NA,NA
9088,1,realblock,9,5,0,3,29,NA,NA
9088,1,realblock,10,6,1,2,31,NA,NA
9089,1,realblock,1,6,2,0,0,NA,NA
9089,1,realblock,2,7,1,1,1,NA,NA
9089,1,realblock,3,4,3,2,3,NA,NA
9089,1,realblock,4,7,3,0,3,NA,NA
9089,1,realblock,5,6,1,3,6,NA,NA
9089,1,realblock,6,5,2,3,9,NA,NA
9089,1,realblock,7,3,1,0,9,NA,NA
9089,1,realblock,8,5,2,3,12,NA,NA
9089,1,realblock,9,3,3,1,13,NA,NA
9089,1,realblock,10,4,1,1,14,NA,NA
9090,1,realblock,1,6,0,6,6,NA,NA
9090,1,realblock,2,4,1,4,10,NA,NA
9090,1,realblock,3,5,0,5,15,NA,NA
9090,1,realblock,4,7,0,7,22,NA,NA
9090,1,realblock,5,3,0,3,25,NA,NA
9090,1,realblock,6,3,0,3,28,NA,NA
9090,1,realblock,7,5,0,5,33,NA,NA
9090,1,realblock,8,4,1,4,37,NA,NA
9090,1,realblock,9,7,1,4,41,NA,NA
9090,1,realblock,10,6,0,2,43,NA,NA
9091,1,realblock,1,7,1,7,7,NA,NA
9091,1,realblock,2,5,2,2,9,NA,NA
9091,1,realblock,3,4,1,4,13,NA,NA
9091,1,realblock,4,6,1,6,19,NA,NA
9091,1,realblock,5,6,1,6,25,NA,NA
9091,1,realblock,6,3,0,3,28,NA,NA
9091,1,realblock,7,4,0,4,32,NA,NA
9091,1,realblock,8,5,2,1,33,NA,NA
9091,1,realblock,9,7,2,0,33,NA,NA
9091,1,realblock,10,3,1,3,36,NA,NA
9092,1,realblock,1,4,0,4,4,NA,NA
9092,1,realblock,2,5,0,5,9,NA,NA
9092,1,realblock,3,6,0,2,11,NA,NA
9092,1,realblock,4,4,1,4,15,NA,NA
9092,1,realblock,5,6,0,4,19,NA,NA
9092,1,realblock,6,7,0,3,22,NA,NA
9092,1,realblock,7,3,0,3,25,NA,NA
9092,1,realblock,8,5,0,5,30,NA,NA
9092,1,realblock,9,3,0,3,33,NA,NA
9092,1,realblock,10,7,0,2,35,NA,NA
9093,1,realblock,1,3,0,3,3,NA,NA
9093,1,realblock,2,3,0,3,6,NA,NA
9093,1,realblock,3,4,1,4,10,NA,NA
9093,1,realblock,4,5,1,2,12,NA,NA
9093,1,realblock,5,6,0,5,17,NA,NA
9093,1,realblock,6,4,0,4,21,NA,NA
9093,1,realblock,7,5,0,5,26,NA,NA
9093,1,realblock,8,6,1,6,32,NA,NA
9093,1,realblock,9,7,0,6,38,NA,NA
9093,1,realblock,10,7,0,1,39,NA,NA
9094,1,realblock,1,4,0,4,4,NA,NA
9094,1,realblock,2,7,1,4,8,NA,NA
9094,1,realblock,3,3,0,3,11,NA,NA
9094,1,realblock,4,6,0,6,17,NA,NA
9094,1,realblock,5,5,0,5,22,NA,NA
9094,1,realblock,6,7,0,4,26,NA,NA
9094,1,realblock,7,4,1,4,30,NA,NA
9094,1,realblock,8,6,0,2,32,NA,NA
9094,1,realblock,9,5,0,5,37,NA,NA
9094,1,realblock,10,3,1,3,40,NA,NA
9095,1,realblock,1,7,0,4,4,NA,NA
9095,1,realblock,2,3,0,3,7,NA,NA
9095,1,realblock,3,5,0,5,12,NA,NA
9095,1,realblock,4,6,1,2,14,NA,NA
9095,1,realblock,5,7,0,2,16,NA,NA
9095,1,realblock,6,3,1,3,19,NA,NA
9095,1,realblock,7,5,1,5,24,NA,NA
9095,1,realblock,8,6,1,3,27,NA,NA
9095,1,realblock,9,4,0,4,31,NA,NA
9095,1,realblock,10,4,0,4,35,NA,NA
9096,1,realblock,1,5,0,1,1,NA,NA
9096,1,realblock,2,4,0,4,5,NA,NA
9096,1,realblock,3,6,1,2,7,NA,NA
9096,1,realblock,4,3,0,3,10,NA,NA
9096,1,realblock,5,7,1,5,15,NA,NA
9096,1,realblock,6,3,0,3,18,NA,NA
9096,1,realblock,7,7,1,0,18,NA,NA
9096,1,realblock,8,5,0,3,21,NA,NA
9096,1,realblock,9,6,1,5,26,NA,NA
9096,1,realblock,10,4,1,2,28,NA,NA
9097,1,realblock,1,4,1,2,2,NA,NA
9097,1,realblock,2,7,0,0,2,NA,NA
9097,1,realblock,3,5,0,4,6,NA,NA
9097,1,realblock,4,6,0,5,11,NA,NA
9097,1,realblock,5,3,0,3,14,NA,NA
9097,1,realblock,6,3,0,3,17,NA,NA
9097,1,realblock,7,4,0,3,20,NA,NA
9097,1,realblock,8,7,0,6,26,NA,NA
9097,1,realblock,9,6,1,4,30,NA,NA
9097,1,realblock,10,5,2,3,33,NA,NA
9099,1,realblock,1,5,0,4,4,NA,NA
9099,1,realblock,2,6,2,6,10,NA,NA
9099,1,realblock,3,3,0,3,13,NA,NA
9099,1,realblock,4,7,1,6,19,NA,NA
9099,1,realblock,5,7,0,5,24,NA,NA
9099,1,realblock,6,3,0,3,27,NA,NA
9099,1,realblock,7,4,0,4,31,NA,NA
9099,1,realblock,8,4,1,4,35,NA,NA
9099,1,realblock,9,5,1,5,40,NA,NA
9099,1,realblock,10,6,0,4,44,NA,NA
9100,1,realblock,1,3,0,1,1,NA,NA
9100,1,realblock,2,6,0,0,1,NA,NA
9100,1,realblock,3,6,0,1,2,NA,NA
9100,1,realblock,4,4,0,1,3,NA,NA
9100,1,realblock,5,7,1,1,4,NA,NA
9100,1,realblock,6,3,1,3,7,NA,NA
9100,1,realblock,7,7,0,3,10,NA,NA
9100,1,realblock,8,4,0,3,13,NA,NA
9100,1,realblock,9,5,0,0,13,NA,NA
9100,1,realblock,10,5,0,5,18,NA,NA
9101,1,realblock,1,5,0,1,1,NA,NA
9101,1,realblock,2,4,0,2,3,NA,NA
9101,1,realblock,3,5,0,4,7,NA,NA
9101,1,realblock,4,4,0,0,7,NA,NA
9101,1,realblock,5,6,0,3,10,NA,NA
9101,1,realblock,6,6,1,2,12,NA,NA
9101,1,realblock,7,3,0,3,15,NA,NA
9101,1,realblock,8,7,0,1,16,NA,NA
9101,1,realblock,9,3,0,3,19,NA,NA
9101,1,realblock,10,7,1,5,24,NA,NA
9102,1,realblock,1,7,1,4,4,NA,NA
9102,1,realblock,2,3,0,1,5,NA,NA
9102,1,realblock,3,3,1,1,6,NA,NA
9102,1,realblock,4,5,1,5,11,NA,NA
9102,1,realblock,5,5,0,5,16,NA,NA
9102,1,realblock,6,7,0,6,22,NA,NA
9102,1,realblock,7,6,1,3,25,NA,NA
9102,1,realblock,8,4,0,4,29,NA,NA
9102,1,realblock,9,6,1,6,35,NA,NA
9102,1,realblock,10,4,0,4,39,NA,NA
9103,1,realblock,1,6,0,6,6,NA,NA
9103,1,realblock,2,5,0,5,11,NA,NA
9103,1,realblock,3,7,0,5,16,NA,NA
9103,1,realblock,4,4,0,4,20,NA,NA
9103,1,realblock,5,7,0,7,27,NA,NA
9103,1,realblock,6,6,2,3,30,NA,NA
9103,1,realblock,7,3,0,3,33,NA,NA
9103,1,realblock,8,3,0,3,36,NA,NA
9103,1,realblock,9,5,1,5,41,NA,NA
9103,1,realblock,10,4,0,4,45,NA,NA
9104,1,realblock,1,4,0,1,1,NA,NA
9104,1,realblock,2,5,0,4,5,NA,NA
9104,1,realblock,3,6,0,1,6,NA,NA
9104,1,realblock,4,5,0,0,6,NA,NA
9104,1,realblock,5,3,1,1,7,NA,NA
9104,1,realblock,6,4,0,4,11,NA,NA
9104,1,realblock,7,6,0,6,17,NA,NA
9104,1,realblock,8,7,1,7,24,NA,NA
9104,1,realblock,9,3,1,2,26,NA,NA
9104,1,realblock,10,7,0,6,32,NA,NA
9105,1,realblock,1,5,0,1,1,NA,NA
9105,1,realblock,2,4,1,4,5,NA,NA
9105,1,realblock,3,3,1,3,8,NA,NA
9105,1,realblock,4,3,0,3,11,NA,NA
9105,1,realblock,5,5,1,5,16,NA,NA
9105,1,realblock,6,6,1,2,18,NA,NA
9105,1,realblock,7,6,0,2,20,NA,NA
9105,1,realblock,8,4,0,4,24,NA,NA
9105,1,realblock,9,7,1,4,28,NA,NA
9105,1,realblock,10,7,0,3,31,NA,NA
9106,1,realblock,1,7,2,7,7,NA,NA
9106,1,realblock,2,3,1,3,10,NA,NA
9106,1,realblock,3,3,0,3,13,NA,NA
9106,1,realblock,4,6,0,6,19,NA,NA
9106,1,realblock,5,6,1,6,25,NA,NA
9106,1,realblock,6,7,0,6,31,NA,NA
9106,1,realblock,7,4,0,4,35,NA,NA
9106,1,realblock,8,5,0,5,40,NA,NA
9106,1,realblock,9,4,0,4,44,NA,NA
9106,1,realblock,10,5,0,3,47,NA,NA
9107,1,realblock,1,7,3,7,7,NA,NA
9107,1,realblock,2,4,0,4,11,NA,NA
9107,1,realblock,3,6,1,6,17,NA,NA
9107,1,realblock,4,6,0,4,21,NA,NA
9107,1,realblock,5,5,1,5,26,NA,NA
9107,1,realblock,6,3,0,3,29,NA,NA
9107,1,realblock,7,3,0,3,32,NA,NA
9107,1,realblock,8,5,1,5,37,NA,NA
9107,1,realblock,9,4,0,4,41,NA,NA
9107,1,realblock,10,7,3,5,46,NA,NA
9108,1,realblock,1,7,1,3,3,NA,NA
9108,1,realblock,2,5,0,3,6,NA,NA
9108,1,realblock,3,6,1,1,7,NA,NA
9108,1,realblock,4,4,0,2,9,NA,NA
9108,1,realblock,5,3,0,2,11,NA,NA
9108,1,realblock,6,6,0,3,14,NA,NA
9108,1,realblock,7,5,0,5,19,NA,NA
9108,1,realblock,8,3,0,3,22,NA,NA
9108,1,realblock,9,4,0,4,26,NA,NA
9108,1,realblock,10,7,2,1,27,NA,NA
9109,1,realblock,1,7,2,1,1,NA,NA
9109,1,realblock,2,4,0,4,5,NA,NA
9109,1,realblock,3,5,2,5,10,NA,NA
9109,1,realblock,4,5,2,0,10,NA,NA
9109,1,realblock,5,6,0,2,12,NA,NA
9109,1,realblock,6,3,0,3,15,NA,NA
9109,1,realblock,7,6,1,4,19,NA,NA
9109,1,realblock,8,4,0,3,22,NA,NA
9109,1,realblock,9,3,0,3,25,NA,NA
9109,1,realblock,10,7,2,1,26,NA,NA
9110,1,realblock,1,6,0,6,6,NA,NA
9110,1,realblock,2,7,0,7,13,NA,NA
9110,1,realblock,3,3,0,3,16,NA,NA
9110,1,realblock,4,4,0,4,20,NA,NA
9110,1,realblock,5,4,2,4,24,NA,NA
9110,1,realblock,6,3,0,3,27,NA,NA
9110,1,realblock,7,6,0,6,33,NA,NA
9110,1,realblock,8,7,0,7,40,NA,NA
9110,1,realblock,9,5,0,5,45,NA,NA
9110,1,realblock,10,5,0,5,50,NA,NA
9112,1,realblock,1,7,1,4,4,NA,NA
9112,1,realblock,2,6,3,0,4,NA,NA
9112,1,realblock,3,3,0,2,6,NA,NA
9112,1,realblock,4,6,0,3,9,NA,NA
9112,1,realblock,5,3,0,2,11,NA,NA
9112,1,realblock,6,4,0,0,11,NA,NA
9112,1,realblock,7,5,0,2,13,NA,NA
9112,1,realblock,8,5,0,3,16,NA,NA
9112,1,realblock,9,7,0,5,21,NA,NA
9112,1,realblock,10,4,1,2,23,NA,NA
9114,1,realblock,1,5,0,4,4,NA,NA
9114,1,realblock,2,3,0,3,7,NA,NA
9114,1,realblock,3,5,0,5,12,NA,NA
9114,1,realblock,4,3,1,2,14,NA,NA
9114,1,realblock,5,4,1,4,18,NA,NA
9114,1,realblock,6,4,0,4,22,NA,NA
9114,1,realblock,7,6,0,5,27,NA,NA
9114,1,realblock,8,6,1,6,33,NA,NA
9114,1,realblock,9,7,0,5,38,NA,NA
9114,1,realblock,10,7,1,3,41,NA,NA
9115,1,realblock,1,3,1,3,3,NA,NA
9115,1,realblock,2,3,0,2,5,NA,NA
9115,1,realblock,3,4,0,4,9,NA,NA
9115,1,realblock,4,6,2,4,13,NA,NA
9115,1,realblock,5,7,1,3,16,NA,NA
9115,1,realblock,6,6,0,0,16,NA,NA
9115,1,realblock,7,5,3,2,18,NA,NA
9115,1,realblock,8,5,1,5,23,NA,NA
9115,1,realblock,9,4,2,0,23,NA,NA
9115,1,realblock,10,7,2,0,23,NA,NA
9116,1,realblock,1,6,0,6,6,NA,NA
9116,1,realblock,2,4,0,4,10,NA,NA
9116,1,realblock,3,5,1,5,15,NA,NA
9116,1,realblock,4,3,0,3,18,NA,NA
9116,1,realblock,5,4,0,4,22,NA,NA
9116,1,realblock,6,6,0,4,26,NA,NA
9116,1,realblock,7,5,2,5,31,NA,NA
9116,1,realblock,8,7,0,7,38,NA,NA
9116,1,realblock,9,7,0,7,45,NA,NA
9116,1,realblock,10,3,0,3,48,NA,NA
9117,1,realblock,1,7,2,6,6,NA,NA
9117,1,realblock,2,7,1,5,11,NA,NA
9117,1,realblock,3,4,0,4,15,NA,NA
9117,1,realblock,4,5,1,2,17,NA,NA
9117,1,realblock,5,4,0,4,21,NA,NA
9117,1,realblock,6,6,0,3,24,NA,NA
9117,1,realblock,7,3,0,3,27,NA,NA
9117,1,realblock,8,3,0,3,30,NA,NA
9117,1,realblock,9,5,0,5,35,NA,NA
9117,1,realblock,10,6,1,4,39,NA,NA
9118,1,realblock,1,6,1,4,4,NA,NA
9118,1,realblock,2,4,0,1,5,NA,NA
9118,1,realblock,3,5,0,0,5,NA,NA
9118,1,realblock,4,5,2,0,5,NA,NA
9118,1,realblock,5,4,0,3,8,NA,NA
9118,1,realblock,6,3,0,1,9,NA,NA
9118,1,realblock,7,3,0,2,11,NA,NA
9118,1,realblock,8,7,1,0,11,NA,NA
9118,1,realblock,9,6,1,0,11,NA,NA
9118,1,realblock,10,7,1,0,11,NA,NA
9119,1,realblock,1,4,0,3,3,NA,NA
9119,1,realblock,2,5,1,5,8,NA,NA
9119,1,realblock,3,7,1,7,15,NA,NA
9119,1,realblock,4,3,0,3,18,NA,NA
9119,1,realblock,5,6,0,6,24,NA,NA
9119,1,realblock,6,7,3,0,24,NA,NA
9119,1,realblock,7,3,0,3,27,NA,NA
9119,1,realblock,8,4,0,4,31,NA,NA
9119,1,realblock,9,5,0,5,36,NA,NA
9119,1,realblock,10,6,0,5,41,NA,NA
9121,1,realblock,1,3,0,0,0,NA,NA
9121,1,realblock,2,6,1,1,1,NA,NA
9121,1,realblock,3,6,0,6,7,NA,NA
9121,1,realblock,4,7,1,6,13,NA,NA
9121,1,realblock,5,7,0,3,16,NA,NA
9121,1,realblock,6,5,0,1,17,NA,NA
9121,1,realblock,7,5,0,5,22,NA,NA
9121,1,realblock,8,4,0,1,23,NA,NA
9121,1,realblock,9,3,0,3,26,NA,NA
9121,1,realblock,10,4,1,4,30,NA,NA
9122,1,realblock,1,4,1,4,4,NA,NA
9122,1,realblock,2,3,1,3,7,NA,NA
9122,1,realblock,3,7,0,1,8,NA,NA
9122,1,realblock,4,5,0,0,8,NA,NA
9122,1,realblock,5,7,0,4,12,NA,NA
9122,1,realblock,6,3,0,3,15,NA,NA
9122,1,realblock,7,6,0,2,17,NA,NA
9122,1,realblock,8,4,0,4,21,NA,NA
9122,1,realblock,9,6,0,6,27,NA,NA
9122,1,realblock,10,5,0,3,30,NA,NA
9123,1,realblock,1,5,0,5,5,NA,NA
9123,1,realblock,2,7,0,7,12,NA,NA
9123,1,realblock,3,5,0,0,12,NA,NA
9123,1,realblock,4,6,1,3,15,NA,NA
9123,1,realblock,5,4,1,4,19,NA,NA
9123,1,realblock,6,6,0,6,25,NA,NA
9123,1,realblock,7,3,1,3,28,NA,NA
9123,1,realblock,8,7,0,2,30,NA,NA
9123,1,realblock,9,4,0,4,34,NA,NA
9123,1,realblock,10,3,0,3,37,NA,NA
9124,1,realblock,1,7,1,4,4,NA,NA
9124,1,realblock,2,3,1,3,7,NA,NA
9124,1,realblock,3,5,0,5,12,NA,NA
9124,1,realblock,4,6,0,6,18,NA,NA
