subject,antisaccade_1,antisaccade_2,pvt_slow20_1,pvt_slow20_2,sart_rt_sd_1,sart_rt_sd_2,stroop_1,stroop_2,simon_1,simon_2,flanker_1,flanker_2,letter_comp_1,letter_comp_2,digit_comp_1,digit_comp_2,choice_rt_1,choice_rt_2,ospan_1,ospan_2,symspan_1,symspan_2,rspan_1,rspan_2,color_1,color_2,orientation_1,orientation_2,letter_1,letter_2,ifr_1,ifr_2,cued_recall_1,cued_recall_2,recognition_1,recognition_2,raven_1,raven_2,number_series_1,number_series_2,letter_sets_1,letter_sets_2,paper_folding_1,paper_folding_2,sat_1,sat_2,tot_1,tot_2
9001,-1.0069061274061526,-0.005363553709711118,-0.289069707516567,1.3123822254742765,-0.19000543191633582,0.219407242809021,1.5765089878588163,0.9689327845151416,0.6430393125122,0.3559495629383998,1.1257578486841135,0.8681320561729604,0.43560006851986616,0.3401647309203041,0.46227297230372905,1.3596217835247448,-0.5574739877255542,-0.6740692737240934,0.7207544039151463,-1.0916862156374998,NA,0.4370117580990034,0.4707604922668058,0.08105669750419912,0.7067518172109757,-0.1176691562303081,1.2301497470702558,1.164657073985886,0.5467037331643199,0.8586655303576815,0.3941058797749618,0.11866954561759455,0.6427470332050138,0.06484500455918625,1.1533978293626699,1.0925065998840173,1.6565951070808818,0.3460388423041935,1.4446378616843538,2.3946406428450757,-0.2596545606241849,-0.5248273996285241,0.91374695953141,0.809363279364018,0.6341945917746189,0.6192780577686726,-0.0412274428713514,0.8895014789179694
9002,-0.7718823913151165,-1.32677655310418,NA,-0.19225519966886614,NA,-0.15680137865245183,-0.27231660259374124,0.23002194097892548,0.06551721297294111,0.7845235958969768,0.41582046663106903,0.5709185669222565,1.5586314951726472,1.9230903821914902,2.9138779490156406,2.246037124242657,0.24860557937995392,-0.4443031547762581,0.7207544039151463,1.0671600650115955,NA,0.4370117580990034,NA,0.7513990059777425,-0.12694795948325924,1.2374779984599666,NA,1.4328991655505001,1.5760721504888955,2.1422107099649534,-0.825440615144646,-0.4496828370028228,-0.6174146807667841,-1.0583308483680258,-0.31593536715007164,-0.2198415904690787,-0.09661507736887061,-0.22639151377867595,NA,-0.32996386115457227,NA,0.19484610046088915,0.18254878884162096,-1.249794180502035,-0.3356080517385988,0.1434671802269614,1.0215244178123752,0.6682928215165436
9003,0.050700685003509084,NA,-1.0543484906190606,NA,-0.27433297634775206,NA,0.4672136335872818,-0.83729372190672,0.18102163288079287,-0.07262447002017727,-1.409732801505331,-0.9151488793312634,0.43560006851986616,-0.338231976767347,-1.008690013723418,-0.6348127330905575,-1.032123832141432,-1.772849757842912,0.18228510031656822,NA,-0.9058012023609352,NA,0.4707604922668058,NA,0.2594749297144336,NA,0.5253510801019509,NA,-0.04150679102115171,NA,-0.6102265278058915,-0.05183616916853106,-0.6791117047066517,-0.49798173631820286,0.7335883446447434,1.4205936474722918,0.4877883174477135,NA,NA,NA,0.5375014789991085,NA,-1.0361148289746942,-1.7073847271389357,-0.9174896378465294,-0.808154574856461,-1.103979303555078,-1.3225850950962879
9004,-0.06681118304200852,-0.005363553709711118,1.0893508674964985,0.610336355038315,1.6621431557056552,0.6028407376033106,1.3916264288135607,1.789944832888715,1.682579091682866,0.5702365794176883,-0.19269728941439765,-0.41979306391342347,-0.6874313581329148,0.3401647309203041,0.7074334699749202,-1.0780204034495136,-0.4391028513995327,0.05860645767425551,NA,0.9401691073263546,1.104909206595073,-1.7480470323960136,0.17299030137515134,0.8351917945369353,-0.3368942536142886,-1.201786879982528,1.0891900136765944,-0.7130375669664144,0.39965110211795146,-1.3233612749746808,0.1788917924362076,0.28917526040371966,-0.5574003029343673,0.2519536277486471,-1.2255225840389106,-1.4665723713045207,1.0721917122642977,0.05982366426275879,0.6968956972514585,0.059265353702520306,-0.2596545606241849,NA,0.670014235968147,0.12297745940866697,0.05231300566668825,-0.17374007146751275,0.22446052229958025,-0.8801677802934365
9005,-1.0069061274061526,0.29957790768901277,-0.17540287961444004,-0.8244392244493417,1.4913481990305781,1.1324796662815142,-0.27231660259374124,0.06581953130421078,-0.7430137263820213,-1.14405955241662,0.010141962600757922,-0.8160777162476954,1.7832377805032034,2.3753548539832576,1.933235958330876,1.1380179483452668,0.31450738247448856,1.2360309330023658,-0.46387806400172554,-0.2027495118408135,0.8814969389332942,0,-0.025523159219284927,-0.1703216681733796,-2.4241863952648166,0.6954191365838568,0.6663108134956113,1.4328991655505001,1.7231247815352628,1.5004381201613177,1.111486170904143,-0.3360123604787397,-0.08682027488392188,-0.9715900160491022,0.17384236502084247,0.633184733260434,0.4877883174477135,0.6322540203456283,0.3230246150350108,0.059265353702520306,0.5375014789991085,-0.5248273996285241,0.18254878884162096,-0.10581781390978336,0.05231300566668825,-0.33234369731474983,-0.306915408042283,-0.437750465490585
9006,-1.0069061274061526,-1.733365168302478,1.4249931432976315,NA,0.5962530002380899,0.24759605746353078,0.09744851549677026,0.06581953130421078,-1.436040245829132,-1.5726335853751972,-0.5983757934447087,-0.7170065531641274,-1.8104627847856958,-0.338231976767347,-1.2538505113946092,-2.407643414526382,0.6641529505243896,2.1982754078025857,0.3976728217559995,0.1782233612149092,0.6580846712715156,0.2185058790495017,0.17299030137515134,-1.0920423423245016,-1.0823557327751918,-0.930757449044473,-0.6023267870473361,-0.176553383837186,-0.4826646841602559,-1.0666522390532265,0.5375819380007981,-0.1655066456926141,0.21900065514528588,-0.7106051717607723,-0.17599887224409616,0.04262804760154008,-1.265421867002039,0.05982366426275879,-1.17245971383078,-0.32996386115457227,0.1389234591874618,-0.5248273996285241,-0.3049166582849051,-0.563408360546684,-0.9174896378465294,-0.808154574856461,-0.0412274428713514,-1.3225850950962879
9007,1.4608431015497259,1.5193437532839071,0.10847113492926044,-1.0304885171536675,-0.713909060820734,-0.5553196784439541,0.5596549131099097,0.6405279651657122,-0.16549162684276245,0.9988106123762654,1.0243382226765356,0.6699897300058245,0.6602063538504224,-0.5643642126632308,-0.028048023038653315,0.4732064428068327,-0.9156280785460574,-1.3500274042982512,1.4746114289531558,1.4481329380673182,0.8814969389332942,1.3110352742970102,1.5625845255362052,1.5055341030104785,-0.6350788452786497,0.4243897056458018,0.6663108134956113,0.6281728908566566,1.1349142573497915,1.3720836022005902,0.4658439088878803,NA,NA,1.626442043195037,1.5732073140805953,1.2237414189193272,-0.3888167747771627,0.918469198387063,1.070766779467906,2.3946406428450757,0.1389234591874618,-0.16499064958381746,1.6449451302211993,1.0381585526824684,0.24627353436933178,2.6811251937827545,NA,1.9955447659250978
9008,1.1083074974131715,NA,-1.1942518955523398,NA,-0.920738381034797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.217735089039735,NA,-1.79945027300805,NA,-1.7128875742719933,NA,0.4085672255466137,NA,0.38439134670828956,NA,-0.04150679102115171,NA,NA,NA,0.8349893509812831,NA,NA,NA,2.533200199305758,NA,-0.42471754939788464,NA,-0.6582325804358317,NA,NA,NA,NA,NA,NA,NA
9009,0.16821255304902746,-0.005363553709711118,0.14221168130035933,0.09246815078818164,-0.9700473717279209,-1.2439354676963665,2.2235979445172114,1.8720460377260724,1.682579091682866,1.6416716618141312,1.0243382226765356,1.5616301977579363,1.1094189245115347,-0.11209974087146332,1.6880754606596848,2.246037124242657,-0.9788938357918752,-1.0194954954081936,0.828448264634862,1.1941510226968364,1.5517337419186301,1.3110352742970102,1.2648143346445508,0.6676062174185495,0.5576595213787947,0.017845559238718927,1.7939886806448992,1.835262302897421,0.5467037331643199,1.2437290842398634,1.3984382873558157,1.8805619317408881,1.1406700605015367,1.4741631637161683,0.6636200971917557,0.8956543713310527,2.240998501897466,2.063329910552802,2.566251108333697,2.7838698577021685,1.7332355384340485,NA,1.6449451302211993,1.495749099319369,1.6039972352878364,0.9364853094631468,0.22446052229958025,1.9955447659250978
9010,1.2258193654586897,-0.41195216890800923,-0.9085221030979614,-1.1507384256780513,-0.09301972131572915,-0.8027957362987141,1.5765089878588163,1.297337603864571,1.220561412051459,1.213097628855554,1.328597100699269,0.9672032192565284,-0.23821878747180242,-0.11209974087146332,0.46227297230372905,1.1380179483452668,-1.1973861054997612,-0.25501017020694877,0.828448264634862,1.0671600650115955,0.43467240360973686,1.3110352742970102,0.669273952861242,0.8351917945369353,-0.03870966194992749,-0.524213302637391,-0.17944758686635395,-0.176553383837186,0.25259847107158406,0.6019564944362271,-0.6102265278058915,0.28917526040371966,0.2023144145797309,-0.012199722636474253,-0.03606237733812072,0.6988021427780888,1.3643934096725896,0.3460388423041935,0.6968956972514585,1.6161822131308907,0.5375014789991085,NA,0.18254878884162096,-0.7922036338651344,0.8281551204772624,1.0950889353103839,-0.5726033732132146,0.004666849312266456
