subject,session,block,list,setsize,matherrors,lettertotal,ospantotal,motivation,alertness
9060,2,realblock,3,6,1,4,15,NA,NA
9060,2,realblock,4,7,0,4,19,NA,NA
9060,2,realblock,5,3,0,3,22,NA,NA
9060,2,realblock,6,4,0,4,26,NA,NA
9060,2,realblock,7,5,0,5,31,NA,NA
9060,2,realblock,8,5,0,5,36,NA,NA
9060,2,realblock,9,3,0,3,39,NA,NA
9060,2,realblock,10,6,0,6,45,NA,NA
9061,2,realblock,1,5,1,3,3,NA,NA
9061,2,realblock,2,6,1,5,8,NA,NA
9061,2,realblock,3,6,0,6,14,NA,NA
9061,2,realblock,4,5,0,5,19,NA,NA
9061,2,realblock,5,7,0,7,26,NA,NA
9061,2,realblock,6,3,1,2,28,NA,NA
9061,2,realblock,7,4,1,4,32,NA,NA
9061,2,realblock,8,3,2,0,32,NA,NA
9061,2,realblock,9,4,0,3,35,NA,NA
9061,2,realblock,10,7,1,1,36,NA,NA
9062,2,realblock,1,4,1,4,4,NA,NA
9062,2,realblock,2,7,5,5,9,NA,NA
9062,2,realblock,3,7,3,0,9,NA,NA
9062,2,realblock,4,4,1,4,13,NA,NA
9062,2,realblock,5,5,0,5,18,NA,NA
9062,2,realblock,6,5,1,5,23,NA,NA
9062,2,realblock,7,6,0,6,29,NA,NA
9062,2,realblock,8,3,0,3,32,NA,NA
9062,2,realblock,9,3,0,3,35,NA,NA
9062,2,realblock,10,6,0,6,41,NA,NA
9063,2,realblock,1,4,0,0,0,NA,NA
9063,2,realblock,2,5,1,5,5,NA,NA
9063,2,realblock,3,6,1,3,8,NA,NA
9063,2,realblock,4,6,0,1,9,NA,NA
9063,2,realblock,5,3,0,3,12,NA,NA
9063,2,realblock,6,7,1,3,15,NA,NA
9063,2,realblock,7,4,0,2,17,NA,NA
9063,2,realblock,8,3,0,0,17,NA,NA
9063,2,realblock,9,5,0,5,22,NA,NA
9063,2,realblock,10,7,0,1,23,NA,NA
9065,2,realblock,1,5,0,5,5,NA,NA
9065,2,realblock,2,4,0,4,9,NA,NA
9065,2,realblock,3,7,2,6,15,NA,NA
9065,2,realblock,4,3,0,3,18,NA,NA
9065,2,realblock,5,6,2,3,21,NA,NA
9065,2,realblock,6,6,0,5,26,NA,NA
9065,2,realblock,7,5,0,5,31,NA,NA
9065,2,realblock,8,4,1,0,31,NA,NA
9065,2,realblock,9,7,1,3,34,NA,NA
9065,2,realblock,10,3,0,3,37,NA,NA
9066,2,realblock,1,5,0,4,4,NA,NA
9066,2,realblock,2,6,1,6,10,NA,NA
9066,2,realblock,3,3,0,3,13,NA,NA
9066,2,realblock,4,5,0,5,18,NA,NA
9066,2,realblock,5,7,2,5,23,NA,NA
9066,2,realblock,6,4,2,4,27,NA,NA
9066,2,realblock,7,4,0,4,31,NA,NA
9066,2,realblock,8,7,1,7,38,NA,NA
9066,2,realblock,9,3,0,3,41,NA,NA
9066,2,realblock,10,6,1,3,44,NA,NA
9067,2,realblock,1,3,0,3,3,NA,NA
9067,2,realblock,2,3,0,3,6,NA,NA
9067,2,realblock,3,6,0,6,12,NA,NA
9067,2,realblock,4,6,0,6,18,NA,NA
9067,2,realblock,5,4,0,4,22,NA,NA
9067,2,realblock,6,4,0,4,26,NA,NA
9067,2,realblock,7,5,0,5,31,NA,NA
9067,2,realblock,8,7,1,7,38,NA,NA
9067,2,realblock,9,7,1,7,45,NA,NA
9067,2,realblock,10,5,0,5,50,NA,NA
9068,2,realblock,1,5,0,4,4,NA,NA
9068,2,realblock,2,7,0,5,9,NA,NA
9068,2,realblock,3,6,0,5,14,NA,NA
9068,2,realblock,4,5,1,3,17,NA,NA
9068,2,realblock,5,3,1,3,20,NA,NA
9068,2,realblock,6,4,0,4,24,NA,NA
9068,2,realblock,7,4,0,4,28,NA,NA
9068,2,realblock,8,6,0,1,29,NA,NA
9068,2,realblock,9,3,0,3,32,NA,NA
9068,2,realblock,10,7,0,1,33,NA,NA
9069,2,realblock,1,5,0,5,5,NA,NA
9069,2,realblock,2,5,1,4,9,NA,NA
9069,2,realblock,3,7,0,6,15,NA,NA
9069,2,realblock,4,7,1,5,20,NA,NA
9069,2,realblock,5,4,1,4,24,NA,NA
9069,2,realblock,6,3,0,3,27,NA,NA
9069,2,realblock,7,3,1,3,30,NA,NA
9069,2,realblock,8,6,0,5,35,NA,NA
9069,2,realblock,9,4,0,4,39,NA,NA
9069,2,realblock,10,6,0,6,45,NA,NA
9071,2,realblock,1,7,2,1,1,NA,NA
9071,2,realblock,2,5,1,5,6,NA,NA
9071,2,realblock,3,3,0,3,9,NA,NA
9071,2,realblock,4,6,0,6,15,NA,NA
9071,2,realblock,5,7,0,7,22,NA,NA
9071,2,realblock,6,4,0,4,26,NA,NA
9071,2,realblock,7,3,0,2,28,NA,NA
9071,2,realblock,8,6,0,6,34,NA,NA
9071,2,realblock,9,4,0,4,38,NA,NA
9071,2,realblock,10,5,0,5,43,NA,NA
9072,2,realblock,1,3,0,3,3,NA,NA
9072,2,realblock,2,6,0,0,3,NA,NA
9072,2,realblock,3,5,1,1,4,NA,NA
9072,2,realblock,4,4,0,0,4,NA,NA
9072,2,realblock,5,5,0,0,4,NA,NA
9072,2,realblock,6,7,0,0,4,NA,NA
9072,2,realblock,7,6,0,1,5,NA,NA
9072,2,realblock,8,4,0,4,9,NA,NA
9072,2,realblock,9,3,1,2,11,NA,NA
9072,2,realblock,10,7,1,2,13,NA,NA
9073,2,realblock,1,4,1,1,1,NA,NA
9073,2,realblock,2,6,1,0,1,NA,NA
9073,2,realblock,3,6,1,0,1,NA,NA
9073,2,realblock,4,4,0,2,3,NA,NA
9073,2,realblock,5,3,1,1,4,NA,NA
9073,2,realblock,6,7,1,0,4,NA,NA
9073,2,realblock,7,5,1,3,7,NA,NA
9073,2,realblock,8,3,0,3,10,NA,NA
9073,2,realblock,9,7,2,0,10,NA,NA
9073,2,realblock,10,5,1,0,10,NA,NA
9074,2,realblock,1,7,0,7,7,NA,NA
9074,2,realblock,2,3,0,3,10,NA,NA
9074,2,realblock,3,6,0,3,13,NA,NA
9074,2,realblock,4,5,0,5,18,NA,NA
9074,2,realblock,5,6,0,6,24,NA,NA
9074,2,realblock,6,5,1,5,29,NA,NA
9074,2,realblock,7,7,2,7,36,NA,NA
9074,2,realblock,8,4,1,4,40,NA,NA
9074,2,realblock,9,4,0,4,44,NA,NA
9074,2,realblock,10,3,0,3,47,NA,NA
9076,2,realblock,1,5,0,5,5,NA,NA
9076,2,realblock,2,5,1,5,10,NA,NA
9076,2,realblock,3,6,0,0,10,NA,NA
9076,2,realblock,4,4,0,4,14,NA,NA
9076,2,realblock,5,3,0,3,17,NA,NA
9076,2,realblock,6,6,0,6,23,NA,NA
9076,2,realblock,7,7,0,3,26,NA,NA
9076,2,realblock,8,7,1,2,28,NA,NA
9076,2,realblock,9,3,1,0,28,NA,NA
9076,2,realblock,10,4,0,2,30,NA,NA
9077,2,realblock,1,4,0,4,4,NA,NA
9077,2,realblock,2,3,1,3,7,NA,NA
9077,2,realblock,3,7,3,7,14,NA,NA
9077,2,realblock,4,5,0,5,19,NA,NA
9077,2,realblock,5,7,0,7,26,NA,NA
9077,2,realblock,6,4,0,4,30,NA,NA
9077,2,realblock,7,5,1,5,35,NA,NA
9077,2,realblock,8,3,0,3,38,NA,NA
9077,2,realblock,9,6,0,2,40,NA,NA
9077,2,realblock,10,6,2,6,46,NA,NA
9078,2,realblock,1,3,1,3,3,NA,NA
9078,2,realblock,2,6,0,6,9,NA,NA
9078,2,realblock,3,4,1,4,13,NA,NA
9078,2,realblock,4,7,0,7,20,NA,NA
9078,2,realblock,5,6,0,6,26,NA,NA
9078,2,realblock,6,5,0,5,31,NA,NA
9078,2,realblock,7,4,0,3,34,NA,NA
9078,2,realblock,8,5,0,5,39,NA,NA
9078,2,realblock,9,3,1,3,42,NA,NA
9078,2,realblock,10,7,0,5,47,NA,NA
9079,2,realblock,1,7,1,6,6,NA,NA
9079,2,realblock,2,4,2,4,10,NA,NA
9079,2,realblock,3,3,0,3,13,NA,NA
9079,2,realblock,4,7,1,2,15,NA,NA
9079,2,realblock,5,5,2,2,17,NA,NA
9079,2,realblock,6,5,0,3,20,NA,NA
9079,2,realblock,7,6,0,4,24,NA,NA
9079,2,realblock,8,3,0,3,27,NA,NA
9079,2,realblock,9,6,1,4,31,NA,NA
9079,2,realblock,10,4,1,0,31,NA,NA
9080,2,realblock,1,4,0,4,4,NA,NA
9080,2,realblock,2,3,0,3,7,NA,NA
9080,2,realblock,3,5,1,5,12,NA,NA
9080,2,realblock,4,7,2,5,17,NA,NA
9080,2,realblock,5,6,1,2,19,NA,NA
9080,2,realblock,6,4,1,4,23,NA,NA
9080,2,realblock,7,7,0,7,30,NA,NA
9080,2,realblock,8,3,0,3,33,NA,NA
9080,2,realblock,9,5,0,5,38,NA,NA
9080,2,realblock,10,6,0,6,44,NA,NA
9081,2,realblock,1,6,0,6,6,NA,NA
9081,2,realblock,2,4,0,3,9,NA,NA
9081,2,realblock,3,4,1,4,13,NA,NA
9081,2,realblock,4,5,2,5,18,NA,NA
9081,2,realblock,5,7,1,2,20,NA,NA
9081,2,realblock,6,5,0,5,25,NA,NA
9081,2,realblock,7,6,0,4,29,NA,NA
9081,2,realblock,8,7,0,7,36,NA,NA
9081,2,realblock,9,3,1,3,39,NA,NA
9081,2,realblock,10,3,0,3,42,NA,NA
9082,2,realblock,1,4,1,4,4,NA,NA
9082,2,realblock,2,7,0,3,7,NA,NA
9082,2,realblock,3,3,0,3,10,NA,NA
9082,2,realblock,4,5,2,3,13,NA,NA
9082,2,realblock,5,3,0,3,16,NA,NA
9082,2,realblock,6,7,1,5,21,NA,NA
9082,2,realblock,7,6,0,4,25,NA,NA
9082,2,realblock,8,5,0,5,30,NA,NA
9082,2,realblock,9,6,1,5,35,NA,NA
9082,2,realblock,10,4,0,4,39,NA,NA
9083,2,realblock,1,7,0,3,3,NA,NA
9083,2,realblock,2,3,0,2,5,NA,NA
9083,2,realblock,3,4,0,4,9,NA,NA
9083,2,realblock,4,7,1,5,14,NA,NA
9083,2,realblock,5,6,0,6,20,NA,NA
9083,2,realblock,6,5,0,5,25,NA,NA
9083,2,realblock,7,3,0,3,28,NA,NA
9083,2,realblock,8,5,2,4,32,NA,NA
9083,2,realblock,9,4,1,4,36,NA,NA
9083,2,realblock,10,6,1,4,40,NA,NA
9084,2,realblock,1,5,0,0,0,NA,NA
9084,2,realblock,2,6,2,6,6,NA,NA
9084,2,realblock,3,5,1,2,8,NA,NA
9084,2,realblock,4,3,0,3,11,NA,NA
9084,2,realblock,5,3,0,3,14,NA,NA
9084,2,realblock,6,7,1,2,16,NA,NA
9084,2,realblock,7,4,0,4,20,NA,NA
9084,2,realblock,8,6,0,2,22,NA,NA
9084,2,realblock,9,4,0,4,26,NA,NA
9084,2,realblock,10,7,1,3,29,NA,NA
9085,2,realblock,1,3,0,3,3,NA,NA
9085,2,realblock,2,4,0,4,7,NA,NA
9085,2,realblock,3,5,1,5,12,NA,NA
9085,2,realblock,4,7,0,7,19,NA,NA
9085,2,realblock,5,6,0,6,25,NA,NA
9085,2,realblock,6,4,0,4,29,NA,NA
9085,2,realblock,7,3,1,3,32,NA,NA
9085,2,realblock,8,5,0,5,37,NA,NA
9085,2,realblock,9,6,1,4,41,NA,NA
9085,2,realblock,10,7,1,2,43,NA,NA
9087,2,realblock,1,5,0,5,5,NA,NA
9087,2,realblock,2,7,1,3,8,NA,NA
9087,2,realblock,3,7,1,7,15,NA,NA
9087,2,realblock,4,4,1,4,19,NA,NA
9087,2,realblock,5,3,0,3,22,NA,NA
9087,2,realblock,6,6,0,6,28,NA,NA
9087,2,realblock,7,4,0,4,32,NA,NA
9087,2,realblock,8,3,1,3,35,NA,NA
9087,2,realblock,9,6,3,6,41,NA,NA
9087,2,realblock,10,5,0,5,46,NA,NA
9088,2,realblock,1,5,2,5,5,NA,NA
9088,2,realblock,2,5,1,0,5,NA,NA
9088,2,realblock,3,3,0,3,8,NA,NA
9088,2,realblock,4,3,1,3,11,NA,NA
9088,2,realblock,5,6,1,1,12,NA,NA
9088,2,realblock,6,4,1,4,16,NA,NA
9088,2,realblock,7,7,1,2,18,NA,NA
9088,2,realblock,8,6,1,2,20,NA,NA
9088,2,realblock,9,7,0,1,21,NA,NA
9088,2,realblock,10,4,2,2,23,NA,NA
9091,2,realblock,1,4,0,4,4,NA,NA
9091,2,realblock,2,6,0,4,8,NA,NA
9091,2,realblock,3,5,0,5,13,NA,NA
9091,2,realblock,4,4,1,4,17,NA,NA
9091,2,realblock,5,3,0,3,20,NA,NA
9091,2,realblock,6,7,0,7,27,NA,NA
9091,2,realblock,7,6,1,6,33,NA,NA
9091,2,realblock,8,5,0,3,36,NA,NA
9091,2,realblock,9,7,1,5,41,NA,NA
9091,2,realblock,10,3,1,3,44,NA,NA
9092,2,realblock,1,7,1,2,2,NA,NA
9092,2,realblock,2,5,0,5,7,NA,NA
9092,2,realblock,3,6,0,2,9,NA,NA
9092,2,realblock,4,5,0,5,14,NA,NA
9092,2,realblock,5,3,1,3,17,NA,NA
9092,2,realblock,6,6,1,3,20,NA,NA
9092,2,realblock,7,3,0,3,23,NA,NA
9092,2,realblock,8,4,0,4,27,NA,NA
9092,2,realblock,9,4,0,3,30,NA,NA
9092,2,realblock,10,7,2,1,31,NA,NA
9093,2,realblock,1,3,0,3,3,NA,NA
9093,2,realblock,2,5,2,2,5,NA,NA
9093,2,realblock,3,5,1,4,9,NA,NA
9093,2,realblock,4,7,1,3,12,NA,NA
9093,2,realblock,5,4,0,4,16,NA,NA
9093,2,realblock,6,4,0,4,20,NA,NA
9093,2,realblock,7,7,1,7,27,NA,NA
9093,2,realblock,8,6,1,3,30,NA,NA
9093,2,realblock,9,3,1,3,33,NA,NA
9093,2,realblock,10,6,1,6,39,NA,NA
9095,2,realblock,1,6,1,3,3,NA,NA
9095,2,realblock,2,7,1,5,8,NA,NA
9095,2,realblock,3,4,0,3,11,NA,NA
9095,2,realblock,4,3,0,2,13,NA,NA
9095,2,realblock,5,4,0,4,17,NA,NA
9095,2,realblock,6,5,1,5,22,NA,NA
9095,2,realblock,7,3,0,3,25,NA,NA
9095,2,realblock,8,5,0,3,28,NA,NA
9095,2,realblock,9,7,1,5,33,NA,NA
9095,2,realblock,10,6,2,0,33,NA,NA
9096,2,realblock,1,5,0,3,3,NA,NA
9096,2,realblock,2,3,0,3,6,NA,NA
9096,2,realblock,3,7,0,2,8,NA,NA
9096,2,realblock,4,4,0,4,12,NA,NA
9096,2,realblock,5,4,0,4,16,NA,NA
9096,2,realblock,6,6,1,6,22,NA,NA
9096,2,realblock,7,3,0,3,25,NA,NA
9096,2,realblock,8,7,0,2,27,NA,NA
9096,2,realblock,9,5,0,5,32,NA,NA
9096,2,realblock,10,6,0,0,32,NA,NA
9097,2,realblock,1,3,0,3,3,NA,NA
9097,2,realblock,2,5,0,5,8,NA,NA
9097,2,realblock,3,7,0,3,11,NA,NA
9097,2,realblock,4,4,0,3,14,NA,NA
9097,2,realblock,5,3,0,3,17,NA,NA
9097,2,realblock,6,5,0,2,19,NA,NA
9097,2,realblock,7,6,0,5,24,NA,NA
9097,2,realblock,8,7,0,6,30,NA,NA
9097,2,realblock,9,4,0,3,33,NA,NA
9097,2,realblock,10,6,0,4,37,NA,NA
9098,2,realblock,1,7,1,4,4,NA,NA
9098,2,realblock,2,5,0,5,9,NA,NA
9098,2,realblock,3,6,0,2,11,NA,NA
9098,2,realblock,4,3,0,2,13,NA,NA
9098,2,realblock,5,4,0,4,17,NA,NA
9098,2,realblock,6,7,1,5,22,NA,NA
9098,2,realblock,7,4,0,2,24,NA,NA
9098,2,realblock,8,3,1,2,26,NA,NA
9098,2,realblock,9,5,0,3,29,NA,NA
9098,2,realblock,10,6,0,2,31,NA,NA
9099,2,realblock,1,4,0,4,4,NA,NA
9099,2,realblock,2,3,0,3,7,NA,NA
9099,2,realblock,3,5,0,5,12,NA,NA
9099,2,realblock,4,3,0,3,15,NA,NA
9099,2,realblock,5,7,1,5,20,NA,NA
9099,2,realblock,6,6,0,6,26,NA,NA
9099,2,realblock,7,4,1,4,30,NA,NA
9099,2,realblock,8,5,3,5,35,NA,NA
9099,2,realblock,9,7,2,5,40,NA,NA
9099,2,realblock,10,6,2,4,44,NA,NA
9100,2,realblock,1,5,0,1,1,NA,NA
9100,2,realblock,2,3,0,3,4,NA,NA
9100,2,realblock,3,4,1,4,8,NA,NA
9100,2,realblock,4,6,0,6,14,NA,NA
9100,2,realblock,5,7,2,5,19,NA,NA
9100,2,realblock,6,7,0,3,22,NA,NA
9100,2,realblock,7,3,0,3,25,NA,NA
9100,2,realblock,8,5,0,0,25,NA,NA
9100,2,realblock,9,4,1,4,29,NA,NA
9100,2,realblock,10,6,0,3,32,NA,NA
9101,2,realblock,1,4,0,3,3,NA,NA
9101,2,realblock,2,7,0,2,5,NA,NA
9101,2,realblock,3,4,0,1,6,NA,NA
9101,2,realblock,4,6,0,4,10,NA,NA
9101,2,realblock,5,7,0,1,11,NA,NA
9101,2,realblock,6,6,0,3,14,NA,NA
9101,2,realblock,7,3,0,2,16,NA,NA
9101,2,realblock,8,5,1,3,19,NA,NA
9101,2,realblock,9,5,0,3,22,NA,NA
9101,2,realblock,10,3,1,3,25,NA,NA
9102,2,realblock,1,6,1,4,4,NA,NA
9102,2,realblock,2,7,0,5,9,NA,NA
9102,2,realblock,3,7,0,5,14,NA,NA
9102,2,realblock,4,3,0,3,17,NA,NA
9102,2,realblock,5,3,0,3,20,NA,NA
9102,2,realblock,6,4,0,4,24,NA,NA
9102,2,realblock,7,4,0,4,28,NA,NA
9102,2,realblock,8,5,1,2,30,NA,NA
9102,2,realblock,9,5,1,5,35,NA,NA
9102,2,realblock,10,6,1,5,40,NA,NA
9103,2,realblock,1,6,0,6,6,NA,NA
9103,2,realblock,2,6,0,6,12,NA,NA
9103,2,realblock,3,4,1,0,12,NA,NA
9103,2,realblock,4,5,0,5,17,NA,NA
9103,2,realblock,5,7,2,4,21,NA,NA
9103,2,realblock,6,3,0,3,24,NA,NA
9103,2,realblock,7,4,0,4,28,NA,NA
9103,2,realblock,8,7,2,5,33,NA,NA
9103,2,realblock,9,5,0,5,38,NA,NA
9103,2,realblock,10,3,0,3,41,NA,NA
9104,2,realblock,1,5,0,5,5,NA,NA
9104,2,realblock,2,5,0,4,9,NA,NA
9104,2,realblock,3,4,0,4,13,NA,NA
9104,2,realblock,4,7,0,3,16,NA,NA
9104,2,realblock,5,7,1,6,22,NA,NA
9104,2,realblock,6,3,0,3,25,NA,NA
9104,2,realblock,7,6,0,6,31,NA,NA
9104,2,realblock,8,4,0,4,35,NA,NA
9104,2,realblock,9,6,0,1,36,NA,NA
9104,2,realblock,10,3,0,3,39,NA,NA
9105,2,realblock,1,7,2,6,6,NA,NA
9105,2,realblock,2,4,0,4,10,NA,NA
9105,2,realblock,3,6,0,6,16,NA,NA
9105,2,realblock,4,5,1,5,21,NA,NA
9105,2,realblock,5,3,0,3,24,NA,NA
9105,2,realblock,6,7,2,1,25,NA,NA
9105,2,realblock,7,5,0,5,30,NA,NA
9105,2,realblock,8,6,0,3,33,NA,NA
9105,2,realblock,9,3,0,3,36,NA,NA
9105,2,realblock,10,4,1,4,40,NA,NA
9106,2,realblock,1,7,0,7,7,NA,NA
9106,2,realblock,2,3,1,3,10,NA,NA
9106,2,realblock,3,5,0,5,15,NA,NA
9106,2,realblock,4,3,0,3,18,NA,NA
9106,2,realblock,5,7,0,7,25,NA,NA
9106,2,realblock,6,6,0,6,31,NA,NA
9106,2,realblock,7,5,0,5,36,NA,NA
9106,2,realblock,8,4,0,4,40,NA,NA
9106,2,realblock,9,4,0,4,44,NA,NA
9106,2,realblock,10,6,0,6,50,NA,NA
9107,2,realblock,1,3,0,3,3,NA,NA
9107,2,realblock,2,6,0,4,7,NA,NA
9107,2,realblock,3,5,1,5,12,NA,NA
9107,2,realblock,4,4,1,4,16,NA,NA
9107,2,realblock,5,4,1,4,20,NA,NA
9107,2,realblock,6,5,0,5,25,NA,NA
9107,2,realblock,7,7,0,5,30,NA,NA
9107,2,realblock,8,7,1,6,36,NA,NA
9107,2,realblock,9,6,0,6,42,NA,NA
9107,2,realblock,10,3,0,3,45,NA,NA
9108,2,realblock,1,7,2,1,1,NA,NA
9108,2,realblock,2,4,1,2,3,NA,NA
9108,2,realblock,3,4,0,2,5,NA,NA
9108,2,realblock,4,3,0,3,8,NA,NA
9108,2,realblock,5,5,2,1,9,NA,NA
9108,2,realblock,6,5,2,4,13,NA,NA
9108,2,realblock,7,6,1,3,16,NA,NA
9108,2,realblock,8,7,4,0,16,NA,NA
9108,2,realblock,9,6,2,0,16,NA,NA
9108,2,realblock,10,3,0,3,19,NA,NA
9109,2,realblock,1,4,1,4,4,NA,NA
9109,2,realblock,2,7,2,3,7,NA,NA
9109,2,realblock,3,5,4,1,8,NA,NA
9109,2,realblock,4,3,1,0,8,NA,NA
9109,2,realblock,5,6,1,2,10,NA,NA
9109,2,realblock,6,7,6,0,10,NA,NA
9109,2,realblock,7,3,2,0,10,NA,NA
9109,2,realblock,8,5,3,1,11,NA,NA
9109,2,realblock,9,6,4,0,11,NA,NA
9109,2,realblock,10,4,1,0,11,NA,NA
9112,2,realblock,1,6,0,4,4,NA,NA
9112,2,realblock,2,4,1,2,6,NA,NA
9112,2,realblock,3,5,0,4,10,NA,NA
9112,2,realblock,4,4,0,4,14,NA,NA
9112,2,realblock,5,5,0,2,16,NA,NA
9112,2,realblock,6,3,0,3,19,NA,NA
9112,2,realblock,7,7,1,3,22,NA,NA
9112,2,realblock,8,7,1,3,25,NA,NA
9112,2,realblock,9,3,0,3,28,NA,NA
9112,2,realblock,10,6,1,4,32,NA,NA
9114,2,realblock,1,6,1,3,3,NA,NA
9114,2,realblock,2,5,1,5,8,NA,NA
9114,2,realblock,3,7,1,3,11,NA,NA
9114,2,realblock,4,4,0,4,15,NA,NA
9114,2,realblock,5,3,0,3,18,NA,NA
9114,2,realblock,6,7,0,2,20,NA,NA
9114,2,realblock,7,4,0,3,23,NA,NA
9114,2,realblock,8,5,0,5,28,NA,NA
9114,2,realblock,9,6,1,3,31,NA,NA
9114,2,realblock,10,3,0,3,34,NA,NA
9115,2,realblock,1,6,0,6,6,NA,NA
9115,2,realblock,2,4,2,4,10,NA,NA
9115,2,realblock,3,3,0,3,13,NA,NA
9115,2,realblock,4,6,0,4,17,NA,NA
9115,2,realblock,5,5,0,5,22,NA,NA
9115,2,realblock,6,3,0,3,25,NA,NA
9115,2,realblock,7,4,1,4,29,NA,NA
9115,2,realblock,8,7,1,4,33,NA,NA
9115,2,realblock,9,5,0,3,36,NA,NA
9115,2,realblock,10,7,2,3,39,NA,NA
9116,2,realblock,1,3,0,3,3,NA,NA
9116,2,realblock,2,6,1,6,9,NA,NA
9116,2,realblock,3,7,1,7,16,NA,NA
9116,2,realblock,4,4,1,4,20,NA,NA
9116,2,realblock,5,5,0,5,25,NA,NA
9116,2,realblock,6,7,0,7,32,NA,NA
9116,2,realblock,7,5,1,5,37,NA,NA
9116,2,realblock,8,4,0,4,41,NA,NA
9116,2,realblock,9,3,0,3,44,NA,NA
9116,2,realblock,10,6,0,6,50,NA,NA
9117,2,realblock,1,6,2,6,6,NA,NA
9117,2,realblock,2,5,1,0,6,NA,NA
9117,2,realblock,3,6,1,4,10,NA,NA
9117,2,realblock,4,7,0,4,14,NA,NA
9117,2,realblock,5,7,0,0,14,NA,NA
9117,2,realblock,6,4,0,4,18,NA,NA
9117,2,realblock,7,3,0,3,21,NA,NA
9117,2,realblock,8,5,1,5,26,NA,NA
9117,2,realblock,9,4,0,4,30,NA,NA
9117,2,realblock,10,3,0,3,33,NA,NA
9118,2,realblock,1,7,3,1,1,NA,NA
9118,2,realblock,2,6,1,0,1,NA,NA
9118,2,realblock,3,7,1,0,1,NA,NA
9118,2,realblock,4,6,3,1,2,NA,NA
9118,2,realblock,5,3,2,0,2,NA,NA
9118,2,realblock,6,3,0,0,2,NA,NA
9118,2,realblock,7,5,0,0,2,NA,NA
9118,2,realblock,8,5,0,0,2,NA,NA
9118,2,realblock,9,4,2,1,3,NA,NA
9118,2,realblock,10,4,1,0,3,NA,NA
9122,2,realblock,1,4,0,4,4,NA,NA
9122,2,realblock,2,4,0,4,8,NA,NA
9122,2,realblock,3,7,1,0,8,NA,NA
9122,2,realblock,4,6,1,5,13,NA,NA
9122,2,realblock,5,6,1,5,18,NA,NA
9122,2,realblock,6,7,1,0,18,NA,NA
9122,2,realblock,7,5,0,1,19,NA,NA
9122,2,realblock,8,3,1,3,22,NA,NA
9122,2,realblock,9,5,0,5,27,NA,NA
9122,2,realblock,10,3,0,3,30,NA,NA
9123,2,realblock,1,5,0,5,5,NA,NA
9123,2,realblock,2,5,0,5,10,NA,NA
9123,2,realblock,3,3,0,3,13,NA,NA
9123,2,realblock,4,6,0,4,17,NA,NA
9123,2,realblock,5,3,0,3,20,NA,NA
9123,2,realblock,6,7,0,4,24,NA,NA
9123,2,realblock,7,4,0,4,28,NA,NA
9123,2,realblock,8,4,0,4,32,NA,NA
9123,2,realblock,9,6,0,6,38,NA,NA
9123,2,realblock,10,7,2,7,45,NA,NA
9124,2,realblock,1,7,2,7,7,NA,NA
9124,2,realblock,2,6,2,3,10,NA,NA
9124,2,realblock,3,7,0,6,16,NA,NA
9124,2,realblock,4,4,0,4,20,NA,NA
9124,2,realblock,5,4,0,4,24,NA,NA
9124,2,realblock,6,3,1,3,27,NA,NA
9124,2,realblock,7,3,0,2,29,NA,NA
9124,2,realblock,8,5,0,5,34,NA,NA
9124,2,realblock,9,6,0,3,37,NA,NA
9124,2,realblock,10,5,0,5,42,NA,NA
9126,2,realblock,1,3,0,3,3,NA,NA
9126,2,realblock,2,7,1,4,7,NA,NA
9126,2,realblock,3,6,0,6,13,NA,NA
9126,2,realblock,4,4,0,3,16,NA,NA
9126,2,realblock,5,7,0,2,18,NA,NA
9126,2,realblock,6,6,1,4,22,NA,NA
9126,2,realblock,7,5,0,5,27,NA,NA
9126,2,realblock,8,5,0,5,32,NA,NA
9126,2,realblock,9,3,0,3,35,NA,NA
9126,2,realblock,10,4,0,4,39,NA,NA
9127,2,realblock,1,7,1,7,7,NA,NA
9127,2,realblock,2,4,2,4,11,NA,NA
9127,2,realblock,3,5,1,5,16,NA,NA
9127,2,realblock,4,6,2,4,20,NA,NA
9127,2,realblock,5,6,1,6,26,NA,NA
9127,2,realblock,6,4,0,4,30,NA,NA
9127,2,realblock,7,3,1,2,32,NA,NA
9127,2,realblock,8,5,1,5,37,NA,NA
9127,2,realblock,9,3,1,3,40,NA,NA
9127,2,realblock,10,7,1,7,47,NA,NA
9128,2,realblock,1,7,2,3,3,NA,NA
9128,2,realblock,2,3,0,3,6,NA,NA
9128,2,realblock,3,3,0,3,9,NA,NA
9128,2,realblock,4,7,0,2,11,NA,NA
9128,2,realblock,5,5,0,5,16,NA,NA
9128,2,realblock,6,4,0,4,20,NA,NA
9128,2,realblock,7,6,0,4,24,NA,NA
9128,2,realblock,8,5,2,5,29,NA,NA
9128,2,realblock,9,4,0,4,33,NA,NA
9128,2,realblock,10,6,0,4,37,NA,NA
9130,2,realblock,1,6,0,5,5,NA,NA
9130,2,realblock,2,4,0,4,9,NA,NA
9130,2,realblock,3,7,0,6,15,NA,NA
9130,2,realblock,4,5,1,3,18,NA,NA
9130,2,realblock,5,7,1,4,22,NA,NA
9130,2,realblock,6,3,0,0,22,NA,NA
9130,2,realblock,7,6,1,6,28,NA,NA
9130,2,realblock,8,3,0,3,31,NA,NA
9130,2,realblock,9,4,0,4,35,NA,NA
9130,2,realblock,10,5,1,2,37,NA,NA
