subject,session,block,list,setsize,matherrors,lettertotal,ospantotal,motivation,alertness
9132,2,realblock,1,4,0,4,4,NA,NA
9132,2,realblock,2,5,0,5,9,NA,NA
9132,2,realblock,3,4,0,3,12,NA,NA
9132,2,realblock,4,7,0,5,17,NA,NA
9132,2,realblock,5,6,3,6,23,NA,NA
9132,2,realblock,6,7,0,0,23,NA,NA
9132,2,realblock,7,3,0,3,26,NA,NA
9132,2,realblock,8,5,0,5,31,NA,NA
9132,2,realblock,9,6,0,6,37,NA,NA
9132,2,realblock,10,3,0,3,40,NA,NA
9133,2,realblock,1,5,0,5,5,NA,NA
9133,2,realblock,2,4,0,4,9,NA,NA
9133,2,realblock,3,6,2,6,15,NA,NA
9133,2,realblock,4,6,0,4,19,NA,NA
9133,2,realblock,5,4,1,4,23,NA,NA
9133,2,realblock,6,5,1,5,28,NA,NA
9133,2,realblock,7,3,0,3,31,NA,NA
9133,2,realblock,8,7,0,7,38,NA,NA
9133,2,realblock,9,3,1,3,41,NA,NA
9133,2,realblock,10,7,1,6,47,NA,NA
9134,2,realblock,1,7,0,4,4,NA,NA
9134,2,realblock,2,5,0,5,9,NA,NA
9134,2,realblock,3,4,3,4,13,NA,NA
9134,2,realblock,4,4,1,3,16,NA,NA
9134,2,realblock,5,6,1,5,21,NA,NA
9134,2,realblock,6,5,0,5,26,NA,NA
9134,2,realblock,7,3,2,3,29,NA,NA
9134,2,realblock,8,6,1,6,35,NA,NA
9134,2,realblock,9,7,1,7,42,NA,NA
9134,2,realblock,10,3,0,2,44,NA,NA
9135,2,realblock,1,5,0,5,5,NA,NA
9135,2,realblock,2,7,0,7,12,NA,NA
9135,2,realblock,3,7,1,3,15,NA,NA
9135,2,realblock,4,4,2,4,19,NA,NA
9135,2,realblock,5,6,0,4,23,NA,NA
9135,2,realblock,6,5,1,5,28,NA,NA
9135,2,realblock,7,4,0,1,29,NA,NA
9135,2,realblock,8,6,0,6,35,NA,NA
9135,2,realblock,9,3,0,3,38,NA,NA
9135,2,realblock,10,3,0,3,41,NA,NA
9136,2,realblock,1,3,1,3,3,NA,NA
9136,2,realblock,2,5,1,5,8,NA,NA
9136,2,realblock,3,6,0,6,14,NA,NA
9136,2,realblock,4,6,0,6,20,NA,NA
9136,2,realblock,5,7,0,7,27,NA,NA
9136,2,realblock,6,3,0,3,30,NA,NA
9136,2,realblock,7,5,1,5,35,NA,NA
9136,2,realblock,8,4,0,4,39,NA,NA
9136,2,realblock,9,4,0,4,43,NA,NA
9136,2,realblock,10,7,0,3,46,NA,NA
9137,2,realblock,1,4,2,0,0,NA,NA
9137,2,realblock,2,6,2,0,0,NA,NA
9137,2,realblock,3,3,1,3,3,NA,NA
9137,2,realblock,4,5,1,0,3,NA,NA
9137,2,realblock,5,7,3,2,5,NA,NA
9137,2,realblock,6,7,0,5,10,NA,NA
9137,2,realblock,7,6,0,3,13,NA,NA
9137,2,realblock,8,4,0,4,17,NA,NA
9137,2,realblock,9,5,0,5,22,NA,NA
9137,2,realblock,10,3,1,3,25,NA,NA
9138,2,realblock,1,5,1,2,2,NA,NA
9138,2,realblock,2,5,0,5,7,NA,NA
9138,2,realblock,3,6,0,5,12,NA,NA
9138,2,realblock,4,7,1,1,13,NA,NA
9138,2,realblock,5,7,3,3,16,NA,NA
9138,2,realblock,6,6,0,5,21,NA,NA
9138,2,realblock,7,3,0,3,24,NA,NA
9138,2,realblock,8,3,0,3,27,NA,NA
9138,2,realblock,9,4,0,4,31,NA,NA
9138,2,realblock,10,4,0,4,35,NA,NA
9139,2,realblock,1,5,1,5,5,NA,NA
9139,2,realblock,2,3,0,3,8,NA,NA
9139,2,realblock,3,4,1,0,8,NA,NA
9139,2,realblock,4,3,2,3,11,NA,NA
9139,2,realblock,5,5,2,2,13,NA,NA
9139,2,realblock,6,6,2,1,14,NA,NA
9139,2,realblock,7,4,1,4,18,NA,NA
9139,2,realblock,8,7,2,4,22,NA,NA
9139,2,realblock,9,6,4,4,26,NA,NA
9139,2,realblock,10,7,1,2,28,NA,NA
9140,2,realblock,1,3,0,2,2,NA,NA
9140,2,realblock,2,3,0,3,5,NA,NA
9140,2,realblock,3,5,0,3,8,NA,NA
9140,2,realblock,4,6,0,0,8,NA,NA
9140,2,realblock,5,4,1,0,8,NA,NA
9140,2,realblock,6,7,0,0,8,NA,NA
9140,2,realblock,7,6,1,1,9,NA,NA
9140,2,realblock,8,7,3,0,9,NA,NA
9140,2,realblock,9,4,0,1,10,NA,NA
9140,2,realblock,10,5,0,0,10,NA,NA
9141,2,realblock,1,6,1,6,6,NA,NA
9141,2,realblock,2,5,0,5,11,NA,NA
9141,2,realblock,3,3,0,3,14,NA,NA
9141,2,realblock,4,7,1,3,17,NA,NA
9141,2,realblock,5,6,3,6,23,NA,NA
9141,2,realblock,6,3,0,3,26,NA,NA
9141,2,realblock,7,4,1,4,30,NA,NA
9141,2,realblock,8,4,1,4,34,NA,NA
9141,2,realblock,9,7,0,7,41,NA,NA
9141,2,realblock,10,5,1,2,43,NA,NA
9142,2,realblock,1,3,0,3,3,NA,NA
9142,2,realblock,2,4,1,2,5,NA,NA
9142,2,realblock,3,5,1,5,10,NA,NA
9142,2,realblock,4,3,0,3,13,NA,NA
9142,2,realblock,5,6,0,2,15,NA,NA
9142,2,realblock,6,4,0,4,19,NA,NA
9142,2,realblock,7,7,1,0,19,NA,NA
9142,2,realblock,8,6,0,6,25,NA,NA
9142,2,realblock,9,7,0,4,29,NA,NA
9142,2,realblock,10,5,0,5,34,NA,NA
9143,2,realblock,1,4,0,4,4,NA,NA
9143,2,realblock,2,6,0,6,10,NA,NA
9143,2,realblock,3,3,1,3,13,NA,NA
9143,2,realblock,4,3,0,3,16,NA,NA
9143,2,realblock,5,4,0,4,20,NA,NA
9143,2,realblock,6,5,0,5,25,NA,NA
9143,2,realblock,7,6,0,6,31,NA,NA
9143,2,realblock,8,5,0,5,36,NA,NA
9143,2,realblock,9,7,0,7,43,NA,NA
9143,2,realblock,10,7,0,6,49,NA,NA
9144,2,realblock,1,5,0,5,5,NA,NA
9144,2,realblock,2,7,2,5,10,NA,NA
9144,2,realblock,3,6,1,6,16,NA,NA
9144,2,realblock,4,4,0,4,20,NA,NA
9144,2,realblock,5,3,0,0,20,NA,NA
9144,2,realblock,6,3,0,3,23,NA,NA
9144,2,realblock,7,6,0,4,27,NA,NA
9144,2,realblock,8,4,0,4,31,NA,NA
9144,2,realblock,9,7,0,7,38,NA,NA
9144,2,realblock,10,5,0,3,41,NA,NA
9145,2,realblock,1,6,0,6,6,NA,NA
9145,2,realblock,2,5,0,5,11,NA,NA
9145,2,realblock,3,5,1,5,16,NA,NA
9145,2,realblock,4,3,0,3,19,NA,NA
9145,2,realblock,5,7,1,7,26,NA,NA
9145,2,realblock,6,6,1,6,32,NA,NA
9145,2,realblock,7,7,0,5,37,NA,NA
9145,2,realblock,8,4,0,4,41,NA,NA
9145,2,realblock,9,4,0,4,45,NA,NA
9145,2,realblock,10,3,0,3,48,NA,NA
9146,2,realblock,1,3,1,3,3,NA,NA
9146,2,realblock,2,4,1,4,7,NA,NA
9146,2,realblock,3,4,0,4,11,NA,NA
9146,2,realblock,4,5,0,5,16,NA,NA
9146,2,realblock,5,7,1,5,21,NA,NA
9146,2,realblock,6,6,1,4,25,NA,NA
9146,2,realblock,7,7,0,5,30,NA,NA
9146,2,realblock,8,6,1,6,36,NA,NA
9146,2,realblock,9,3,0,3,39,NA,NA
9146,2,realblock,10,5,0,5,44,NA,NA
9147,2,realblock,1,4,0,4,4,NA,NA
9147,2,realblock,2,5,1,5,9,NA,NA
9147,2,realblock,3,6,1,5,14,NA,NA
9147,2,realblock,4,7,0,7,21,NA,NA
9147,2,realblock,5,5,0,5,26,NA,NA
9147,2,realblock,6,6,1,6,32,NA,NA
9147,2,realblock,7,3,0,3,35,NA,NA
9147,2,realblock,8,3,0,3,38,NA,NA
9147,2,realblock,9,7,0,5,43,NA,NA
9147,2,realblock,10,4,0,4,47,NA,NA
9148,2,realblock,1,6,0,4,4,NA,NA
9148,2,realblock,2,3,0,3,7,NA,NA
9148,2,realblock,3,6,1,6,13,NA,NA
9148,2,realblock,4,5,0,5,18,NA,NA
9148,2,realblock,5,7,0,3,21,NA,NA
9148,2,realblock,6,4,0,4,25,NA,NA
9148,2,realblock,7,3,0,3,28,NA,NA
9148,2,realblock,8,4,0,4,32,NA,NA
9148,2,realblock,9,5,0,5,37,NA,NA
9148,2,realblock,10,7,3,3,40,NA,NA
9149,2,realblock,1,7,1,3,3,NA,NA
9149,2,realblock,2,4,2,3,6,NA,NA
9149,2,realblock,3,6,0,0,6,NA,NA
9149,2,realblock,4,3,1,0,6,NA,NA
9149,2,realblock,5,6,0,3,9,NA,NA
9149,2,realblock,6,5,0,0,9,NA,NA
9149,2,realblock,7,4,2,0,9,NA,NA
9149,2,realblock,8,3,1,0,9,NA,NA
9149,2,realblock,9,5,0,0,9,NA,NA
9149,2,realblock,10,7,0,0,9,NA,NA
9150,2,realblock,1,3,0,3,3,NA,NA
9150,2,realblock,2,4,2,4,7,NA,NA
9150,2,realblock,3,6,2,2,9,NA,NA
9150,2,realblock,4,3,0,3,12,NA,NA
9150,2,realblock,5,5,1,5,17,NA,NA
9150,2,realblock,6,4,1,3,20,NA,NA
9150,2,realblock,7,7,1,2,22,NA,NA
9150,2,realblock,8,7,2,5,27,NA,NA
9150,2,realblock,9,5,0,2,29,NA,NA
9150,2,realblock,10,6,2,3,32,NA,NA
9151,2,realblock,1,4,0,4,4,NA,NA
9151,2,realblock,2,7,0,2,6,NA,NA
9151,2,realblock,3,3,1,3,9,NA,NA
9151,2,realblock,4,6,1,3,12,NA,NA
9151,2,realblock,5,4,0,4,16,NA,NA
9151,2,realblock,6,3,1,3,19,NA,NA
9151,2,realblock,7,5,0,3,22,NA,NA
9151,2,realblock,8,5,1,5,27,NA,NA
9151,2,realblock,9,6,0,4,31,NA,NA
9151,2,realblock,10,7,0,2,33,NA,NA
9152,2,realblock,1,7,3,7,7,NA,NA
9152,2,realblock,2,3,0,3,10,NA,NA
9152,2,realblock,3,3,1,2,12,NA,NA
9152,2,realblock,4,6,1,5,17,NA,NA
9152,2,realblock,5,5,0,5,22,NA,NA
9152,2,realblock,6,4,0,4,26,NA,NA
9152,2,realblock,7,5,0,4,30,NA,NA
9152,2,realblock,8,4,0,4,34,NA,NA
9152,2,realblock,9,6,1,1,35,NA,NA
9152,2,realblock,10,7,1,5,40,NA,NA
9153,2,realblock,1,7,3,0,0,NA,NA
9153,2,realblock,2,3,1,3,3,NA,NA
9153,2,realblock,3,6,0,0,3,NA,NA
9153,2,realblock,4,5,0,0,3,NA,NA
9153,2,realblock,5,6,2,5,8,NA,NA
9153,2,realblock,6,7,0,0,8,NA,NA
9153,2,realblock,7,5,0,3,11,NA,NA
9153,2,realblock,8,3,1,3,14,NA,NA
9153,2,realblock,9,4,1,4,18,NA,NA
9153,2,realblock,10,4,1,4,22,NA,NA
9154,2,realblock,1,5,2,5,5,NA,NA
9154,2,realblock,2,4,0,4,9,NA,NA
9154,2,realblock,3,3,0,0,9,NA,NA
9154,2,realblock,4,6,1,4,13,NA,NA
9154,2,realblock,5,3,1,3,16,NA,NA
9154,2,realblock,6,6,1,6,22,NA,NA
9154,2,realblock,7,7,0,2,24,NA,NA
9154,2,realblock,8,5,0,5,29,NA,NA
9154,2,realblock,9,4,0,4,33,NA,NA
9154,2,realblock,10,7,0,4,37,NA,NA
9155,2,realblock,1,4,0,4,4,NA,NA
9155,2,realblock,2,7,2,5,9,NA,NA
9155,2,realblock,3,3,1,3,12,NA,NA
9155,2,realblock,4,4,0,4,16,NA,NA
9155,2,realblock,5,6,0,6,22,NA,NA
9155,2,realblock,6,5,0,5,27,NA,NA
9155,2,realblock,7,3,0,3,30,NA,NA
9155,2,realblock,8,5,1,5,35,NA,NA
9155,2,realblock,9,7,2,4,39,NA,NA
9155,2,realblock,10,6,0,4,43,NA,NA
9156,2,realblock,1,7,0,6,6,NA,NA
9156,2,realblock,2,6,0,6,12,NA,NA
9156,2,realblock,3,3,1,2,14,NA,NA
9156,2,realblock,4,5,1,4,18,NA,NA
9156,2,realblock,5,7,1,5,23,NA,NA
9156,2,realblock,6,5,1,5,28,NA,NA
9156,2,realblock,7,4,1,4,32,NA,NA
9156,2,realblock,8,4,1,4,36,NA,NA
9156,2,realblock,9,3,0,3,39,NA,NA
9156,2,realblock,10,6,0,4,43,NA,NA
9157,2,realblock,1,6,1,2,2,NA,NA
9157,2,realblock,2,6,1,3,5,NA,NA
9157,2,realblock,3,7,1,4,9,NA,NA
9157,2,realblock,4,5,0,4,13,NA,NA
9157,2,realblock,5,4,0,4,17,NA,NA
9157,2,realblock,6,3,1,3,20,NA,NA
9157,2,realblock,7,5,1,4,24,NA,NA
9157,2,realblock,8,3,0,1,25,NA,NA
9157,2,realblock,9,4,1,4,29,NA,NA
9157,2,realblock,10,7,1,5,34,NA,NA
9158,2,realblock,1,6,2,6,6,NA,NA
9158,2,realblock,2,6,1,6,12,NA,NA
9158,2,realblock,3,5,0,4,16,NA,NA
9158,2,realblock,4,4,3,4,20,NA,NA
9158,2,realblock,5,7,1,4,24,NA,NA
9158,2,realblock,6,3,0,3,27,NA,NA
9158,2,realblock,7,4,0,4,31,NA,NA
9158,2,realblock,8,7,0,3,34,NA,NA
9158,2,realblock,9,3,0,3,37,NA,NA
9158,2,realblock,10,5,0,5,42,NA,NA
9159,2,realblock,1,3,0,3,3,NA,NA
9159,2,realblock,2,7,0,1,4,NA,NA
9159,2,realblock,3,5,1,5,9,NA,NA
9159,2,realblock,4,6,0,6,15,NA,NA
9159,2,realblock,5,4,0,4,19,NA,NA
9159,2,realblock,6,4,0,4,23,NA,NA
9159,2,realblock,7,5,1,5,28,NA,NA
9159,2,realblock,8,6,1,6,34,NA,NA
9159,2,realblock,9,7,2,4,38,NA,NA
9159,2,realblock,10,3,0,3,41,NA,NA
9160,2,realblock,1,5,0,5,5,NA,NA
9160,2,realblock,2,4,0,4,9,NA,NA
9160,2,realblock,3,7,1,2,11,NA,NA
9160,2,realblock,4,7,1,7,18,NA,NA
9160,2,realblock,5,3,0,3,21,NA,NA
9160,2,realblock,6,6,0,5,26,NA,NA
9160,2,realblock,7,5,2,1,27,NA,NA
9160,2,realblock,8,3,0,3,30,NA,NA
9160,2,realblock,9,6,0,6,36,NA,NA
9160,2,realblock,10,4,0,4,40,NA,NA
9161,2,realblock,1,4,0,4,4,NA,NA
9161,2,realblock,2,6,0,4,8,NA,NA
9161,2,realblock,3,6,0,6,14,NA,NA
9161,2,realblock,4,7,1,7,21,NA,NA
9161,2,realblock,5,7,2,5,26,NA,NA
9161,2,realblock,6,3,0,3,29,NA,NA
9161,2,realblock,7,5,1,5,34,NA,NA
9161,2,realblock,8,4,0,4,38,NA,NA
9161,2,realblock,9,5,0,5,43,NA,NA
9161,2,realblock,10,3,0,3,46,NA,NA
9163,2,realblock,1,7,1,5,5,NA,NA
9163,2,realblock,2,6,1,5,10,NA,NA
9163,2,realblock,3,3,0,3,13,NA,NA
9163,2,realblock,4,6,2,5,18,NA,NA
9163,2,realblock,5,7,2,4,22,NA,NA
9163,2,realblock,6,4,0,4,26,NA,NA
9163,2,realblock,7,5,2,3,29,NA,NA
9163,2,realblock,8,3,0,3,32,NA,NA
9163,2,realblock,9,4,0,4,36,NA,NA
9163,2,realblock,10,5,0,5,41,NA,NA
9164,2,realblock,1,3,0,3,3,NA,NA
9164,2,realblock,2,6,2,0,3,NA,NA
9164,2,realblock,3,6,2,4,7,NA,NA
9164,2,realblock,4,7,2,4,11,NA,NA
9164,2,realblock,5,4,1,4,15,NA,NA
9164,2,realblock,6,5,1,1,16,NA,NA
9164,2,realblock,7,7,0,1,17,NA,NA
9164,2,realblock,8,3,2,3,20,NA,NA
9164,2,realblock,9,5,1,3,23,NA,NA
9164,2,realblock,10,4,1,3,26,NA,NA
9165,2,realblock,1,5,1,4,4,NA,NA
9165,2,realblock,2,6,0,2,6,NA,NA
9165,2,realblock,3,3,0,2,8,NA,NA
9165,2,realblock,4,4,0,3,11,NA,NA
9165,2,realblock,5,5,0,3,14,NA,NA
9165,2,realblock,6,3,1,1,15,NA,NA
9165,2,realblock,7,7,0,3,18,NA,NA
9165,2,realblock,8,6,0,0,18,NA,NA
9165,2,realblock,9,4,0,4,22,NA,NA
9165,2,realblock,10,7,1,3,25,NA,NA
9166,2,realblock,1,6,0,6,6,NA,NA
9166,2,realblock,2,5,1,5,11,NA,NA
9166,2,realblock,3,4,0,4,15,NA,NA
9166,2,realblock,4,3,0,3,18,NA,NA
9166,2,realblock,5,3,1,3,21,NA,NA
9166,2,realblock,6,4,0,4,25,NA,NA
9166,2,realblock,7,5,0,5,30,NA,NA
9166,2,realblock,8,7,0,2,32,NA,NA
9166,2,realblock,9,6,0,3,35,NA,NA
9166,2,realblock,10,7,0,5,40,NA,NA
9167,2,realblock,1,3,0,3,3,NA,NA
9167,2,realblock,2,4,0,4,7,NA,NA
9167,2,realblock,3,5,0,4,11,NA,NA
9167,2,realblock,4,6,0,6,17,NA,NA
9167,2,realblock,5,7,0,7,24,NA,NA
9167,2,realblock,6,7,0,7,31,NA,NA
9167,2,realblock,7,5,0,3,34,NA,NA
9167,2,realblock,8,4,1,4,38,NA,NA
9167,2,realblock,9,3,0,3,41,NA,NA
9167,2,realblock,10,6,1,6,47,NA,NA
9168,2,realblock,1,7,1,6,6,NA,NA
9168,2,realblock,2,4,1,4,10,NA,NA
9168,2,realblock,3,5,1,3,13,NA,NA
9168,2,realblock,4,5,0,4,17,NA,NA
9168,2,realblock,5,6,3,2,19,NA,NA
9168,2,realblock,6,3,0,3,22,NA,NA
9168,2,realblock,7,6,0,1,23,NA,NA
9168,2,realblock,8,3,1,3,26,NA,NA
9168,2,realblock,9,7,0,4,30,NA,NA
9168,2,realblock,10,4,0,4,34,NA,NA
9169,2,realblock,1,3,0,3,3,NA,NA
9169,2,realblock,2,4,1,4,7,NA,NA
9169,2,realblock,3,7,2,5,12,NA,NA
9169,2,realblock,4,4,0,3,15,NA,NA
9169,2,realblock,5,6,0,2,17,NA,NA
9169,2,realblock,6,5,0,5,22,NA,NA
9169,2,realblock,7,7,2,5,27,NA,NA
9169,2,realblock,8,3,2,2,29,NA,NA
9169,2,realblock,9,6,0,5,34,NA,NA
9169,2,realblock,10,5,1,3,37,NA,NA
9170,2,realblock,1,4,0,4,4,NA,NA
9170,2,realblock,2,5,0,5,9,NA,NA
9170,2,realblock,3,7,0,5,14,NA,NA
9170,2,realblock,4,7,2,3,17,NA,NA
9170,2,realblock,5,3,0,3,20,NA,NA
9170,2,realblock,6,4,0,4,24,NA,NA
9170,2,realblock,7,3,0,3,27,NA,NA
9170,2,realblock,8,5,2,3,30,NA,NA
9170,2,realblock,9,6,0,2,32,NA,NA
9170,2,realblock,10,6,1,3,35,NA,NA
9171,2,realblock,1,7,1,6,6,NA,NA
9171,2,realblock,2,7,2,0,6,NA,NA
9171,2,realblock,3,5,0,3,9,NA,NA
9171,2,realblock,4,4,0,1,10,NA,NA
9171,2,realblock,5,3,0,2,12,NA,NA
9171,2,realblock,6,4,1,3,15,NA,NA
9171,2,realblock,7,5,0,0,15,NA,NA
9171,2,realblock,8,6,0,1,16,NA,NA
9171,2,realblock,9,3,1,1,17,NA,NA
9171,2,realblock,10,6,0,6,23,NA,NA
9172,2,realblock,1,4,0,1,1,NA,NA
9172,2,realblock,2,6,0,1,2,NA,NA
9172,2,realblock,3,7,1,2,4,NA,NA
9172,2,realblock,4,3,0,0,4,NA,NA
9172,2,realblock,5,4,0,2,6,NA,NA
9172,2,realblock,6,5,1,0,6,NA,NA
9172,2,realblock,7,6,0,0,6,NA,NA
9172,2,realblock,8,3,2,1,7,NA,NA
9172,2,realblock,9,5,1,0,7,NA,NA
9172,2,realblock,10,7,1,0,7,NA,NA
9173,2,realblock,1,5,0,5,5,NA,NA
9173,2,realblock,2,3,0,3,8,NA,NA
9173,2,realblock,3,7,0,3,11,NA,NA
9173,2,realblock,4,6,1,2,13,NA,NA
9173,2,realblock,5,7,4,4,17,NA,NA
9173,2,realblock,6,3,1,3,20,NA,NA
9173,2,realblock,7,6,0,5,25,NA,NA
9173,2,realblock,8,4,2,4,29,NA,NA
9173,2,realblock,9,5,0,5,34,NA,NA
9173,2,realblock,10,4,1,1,35,NA,NA
9174,2,realblock,1,6,0,3,3,NA,NA
9174,2,realblock,2,4,0,4,7,NA,NA
9174,2,realblock,3,7,0,3,10,NA,NA
9174,2,realblock,4,3,0,3,13,NA,NA
9174,2,realblock,5,5,1,5,18,NA,NA
9174,2,realblock,6,6,0,2,20,NA,NA
9174,2,realblock,7,4,0,4,24,NA,NA
9174,2,realblock,8,3,1,3,27,NA,NA
9174,2,realblock,9,7,0,6,33,NA,NA
9174,2,realblock,10,5,1,5,38,NA,NA
9175,2,realblock,1,4,1,4,4,NA,NA
9175,2,realblock,2,6,1,1,5,NA,NA
9175,2,realblock,3,6,2,0,5,NA,NA
9175,2,realblock,4,3,0,3,8,NA,NA
9175,2,realblock,5,7,1,7,15,NA,NA
9175,2,realblock,6,3,0,3,18,NA,NA
9175,2,realblock,7,7,0,7,25,NA,NA
9175,2,realblock,8,4,0,3,28,NA,NA
9175,2,realblock,9,5,0,5,33,NA,NA
9175,2,realblock,10,5,1,4,37,NA,NA
9176,2,realblock,1,7,0,7,7,NA,NA
9176,2,realblock,2,4,0,4,11,NA,NA
9176,2,realblock,3,3,2,3,14,NA,NA
9176,2,realblock,4,6,0,5,19,NA,NA
9176,2,realblock,5,5,0,5,24,NA,NA
9176,2,realblock,6,4,0,4,28,NA,NA
9176,2,realblock,7,3,1,3,31,NA,NA
9176,2,realblock,8,5,3,2,33,NA,NA
9176,2,realblock,9,7,2,4,37,NA,NA
9176,2,realblock,10,6,0,5,42,NA,NA
9177,2,realblock,1,4,0,4,4,NA,NA
9177,2,realblock,2,5,0,5,9,NA,NA
9177,2,realblock,3,7,3,0,9,NA,NA
9177,2,realblock,4,7,1,5,14,NA,NA
9177,2,realblock,5,4,0,3,17,NA,NA
9177,2,realblock,6,6,1,4,21,NA,NA
9177,2,realblock,7,6,1,1,22,NA,NA
9177,2,realblock,8,5,1,5,27,NA,NA
9177,2,realblock,9,3,0,3,30,NA,NA
9177,2,realblock,10,3,0,3,33,NA,NA
9179,2,realblock,1,6,0,1,1,NA,NA
9179,2,realblock,2,3,0,2,3,NA,NA
9179,2,realblock,3,5,0,3,6,NA,NA
9179,2,realblock,4,6,0,6,12,NA,NA
9179,2,realblock,5,3,0,3,15,NA,NA
9179,2,realblock,6,7,0,3,18,NA,NA
9179,2,realblock,7,4,1,3,21,NA,NA
9179,2,realblock,8,4,0,2,23,NA,NA
9179,2,realblock,9,5,0,5,28,NA,NA
9179,2,realblock,10,7,1,6,34,NA,NA
9180,2,realblock,1,3,0,3,3,NA,NA
9180,2,realblock,2,4,2,4,7,NA,NA
9180,2,realblock,3,7,1,5,12,NA,NA
9180,2,realblock,4,3,0,3,15,NA,NA
9180,2,realblock,5,5,0,5,20,NA,NA
9180,2,realblock,6,7,1,5,25,NA,NA
9180,2,realblock,7,6,0,5,30,NA,NA
9180,2,realblock,8,6,1,6,36,NA,NA
9180,2,realblock,9,4,0,4,40,NA,NA
9180,2,realblock,10,5,2,5,45,NA,NA
9181,2,realblock,1,4,1,4,4,NA,NA
9181,2,realblock,2,5,0,5,9,NA,NA
9181,2,realblock,3,7,0,7,16,NA,NA
9181,2,realblock,4,3,0,3,19,NA,NA
9181,2,realblock,5,6,0,6,25,NA,NA
9181,2,realblock,6,5,0,5,30,NA,NA
9181,2,realblock,7,4,0,4,34,NA,NA
9181,2,realblock,8,7,0,6,40,NA,NA
9181,2,realblock,9,3,0,3,43,NA,NA
9181,2,realblock,10,6,0,6,49,NA,NA
9182,2,realblock,1,4,0,4,4,NA,NA
9182,2,realblock,2,3,0,3,7,NA,NA
9182,2,realblock,3,7,0,5,12,NA,NA
9182,2,realblock,4,6,1,6,18,NA,NA
9182,2,realblock,5,3,0,3,21,NA,NA
9182,2,realblock,6,6,0,6,27,NA,NA
9182,2,realblock,7,7,2,6,33,NA,NA
9182,2,realblock,8,5,0,5,38,NA,NA
9182,2,realblock,9,5,0,5,43,NA,NA
9182,2,realblock,10,4,0,4,47,NA,NA
9183,2,realblock,1,5,0,5,5,NA,NA
9183,2,realblock,2,4,0,4,9,NA,NA
9183,2,realblock,3,3,0,3,12,NA,NA
9183,2,realblock,4,3,0,3,15,NA,NA
9183,2,realblock,5,7,2,4,19,NA,NA
9183,2,realblock,6,6,2,6,25,NA,NA
9183,2,realblock,7,6,0,4,29,NA,NA
9183,2,realblock,8,4,0,4,33,NA,NA
9183,2,realblock,9,7,0,6,39,NA,NA
9183,2,realblock,10,5,0,5,44,NA,NA
9184,2,realblock,1,3,1,3,3,NA,NA
9184,2,realblock,2,7,4,2,5,NA,NA
9184,2,realblock,3,7,1,5,10,NA,NA
9184,2,realblock,4,5,0,4,14,NA,NA
9184,2,realblock,5,4,0,4,18,NA,NA
9184,2,realblock,6,6,0,2,20,NA,NA
9184,2,realblock,7,5,0,4,24,NA,NA
9184,2,realblock,8,3,0,3,27,NA,NA
9184,2,realblock,9,4,0,4,31,NA,NA
9184,2,realblock,10,6,1,2,33,NA,NA
9185,2,realblock,1,3,0,3,3,NA,NA
9185,2,realblock,2,7,1,6,9,NA,NA
9185,2,realblock,3,7,1,4,13,NA,NA
9185,2,realblock,4,6,2,6,19,NA,NA
9185,2,realblock,5,4,1,2,21,NA,NA
9185,2,realblock,6,5,1,2,23,NA,NA
9185,2,realblock,7,4,0,4,27,NA,NA
9185,2,realblock,8,6,1,4,31,NA,NA
9185,2,realblock,9,3,1,3,34,NA,NA
9185,2,realblock,10,5,0,5,39,NA,NA
9186,2,realblock,1,3,0,3,3,NA,NA
9186,2,realblock,2,5,0,5,8,NA,NA
9186,2,realblock,3,4,0,4,12,NA,NA
9186,2,realblock,4,7,1,7,19,NA,NA
9186,2,realblock,5,7,0,6,25,NA,NA
9186,2,realblock,6,4,1,4,29,NA,NA
9186,2,realblock,7,3,1,3,32,NA,NA
9186,2,realblock,8,6,1,6,38,NA,NA
9186,2,realblock,9,5,0,5,43,NA,NA
9186,2,realblock,10,6,1,6,49,NA,NA
9187,2,realblock,1,6,0,0,0,NA,NA
9187,2,realblock,2,3,0,0,0,NA,NA
9187,2,realblock,3,7,0,0,0,NA,NA
9187,2,realblock,4,4,0,4,4,NA,NA
9187,2,realblock,5,6,1,5,9,NA,NA
9187,2,realblock,6,5,2,0,9,NA,NA
9187,2,realblock,7,3,0,3,12,NA,NA
9187,2,realblock,8,7,0,3,15,NA,NA
9187,2,realblock,9,4,1,1,16,NA,NA
9187,2,realblock,10,5,0,0,16,NA,NA
9188,2,realblock,1,3,0,3,3,NA,NA
9188,2,realblock,2,5,0,2,5,NA,NA
9188,2,realblock,3,7,2,5,10,NA,NA
9188,2,realblock,4,4,2,4,14,NA,NA
9188,2,realblock,5,6,3,6,20,NA,NA
9188,2,realblock,6,3,0,3,23,NA,NA
9188,2,realblock,7,5,1,5,28,NA,NA
9188,2,realblock,8,4,0,4,32,NA,NA
9188,2,realblock,9,6,0,6,38,NA,NA
9188,2,realblock,10,7,1,1,39,NA,NA
9189,2,realblock,1,3,1,3,3,NA,NA
9189,2,realblock,2,5,0,5,8,NA,NA
9189,2,realblock,3,4,0,4,12,NA,NA
9189,2,realblock,4,4,0,1,13,NA,NA
9189,2,realblock,5,3,0,3,16,NA,NA
9189,2,realblock,6,5,0,5,21,NA,NA
9189,2,realblock,7,6,1,6,27,NA,NA
9189,2,realblock,8,7,0,2,29,NA,NA
