SubID,compName,taskType,Mode,TrialNum,Grade,refMapName,viewMapName,ImageOritentation,TheirResponse,TimeToRespond,ISIEnd,InitiResp,NextClicked,trueScore,zeroFloorScore,lastPositiveScore,Difficulty,itemLabel,EntryDTS
9001,PSYC-132589,TOTDay1,Training, 1,1, 2.jpg,2.jpg,90,90,11.137, 159.114,170.244,159.113,1,0,0,1,PE2_90,2022-10-10 09:33:37.553
9001,PSYC-132589,TOTDay1,Training, 2,1, 2.jpg,2.jpg,180,180,3.717, 172.266,175.983,172.265,2,0,0,1,PE2_180,2022-10-10 09:33:43.285
9001,PSYC-132589,TOTDay1,Training, 3,0, 2.jpg,2.jpg,60,30,7.374, 177.709,185.083,177.708,1,0,0,2,PM2_60,2022-10-10 09:33:52.385
9001,PSYC-132589,TOTDay1,Training, 4,0, 2.jpg,2.jpg,30,60,4.831, 189.644,194.475,189.644,0,0,0,2,PM2_30,2022-10-10 09:34:01.777
9001,PSYC-132589,TOTDay1,Training, 5,0, 2.jpg,2.jpg,210,300,7.826, 198.882,206.707,198.881,-1,0,0,3,PH2_210,2022-10-10 09:34:14.009
9001,PSYC-132589,TOTDay1,Training, 6,1, 2.jpg,2.jpg,120,120,17.061, 213.614,230.674,213.613,0,0,0,3,PH2_120,2022-10-10 09:34:37.976
9001,PSYC-132589,TOTDay1,Training, 7,1, 2.jpg,2.jpg,0,0,5.531, 233.278,238.809,233.278,1,0,0,1,PE2_0,2022-10-10 09:34:46.110
9001,PSYC-132589,TOTDay1,Training, 8,1, 2.jpg,2.jpg,240,240,12.389, 239.632,252.021,239.631,2,0,0,3,PH2_240,2022-10-10 09:34:59.321
9001,PSYC-132589,TOTDay1,Training, 9,0, 2.jpg,2.jpg,330,300,5.154, 253.22,258.375,253.22,1,0,0,2,PM2_330,2022-10-10 09:35:05.675
9001,PSYC-132589,TOTDay1,Training, 10,1, 2.jpg,2.jpg,150,150,7.885, 260.768,268.654,260.767,2,0,0,3,PH2_150,2022-10-10 09:35:15.953
9001,PSYC-132589,TOTDay1,Training, 11,1, 2.jpg,2.jpg,300,300,4.749, 269.882,274.631,269.881,3,0,0,2,PM2_300,2022-10-10 09:35:21.931
9001,PSYC-132589,TOTDay1,Training, 12,1, 2.jpg,2.jpg,270,270,2.838, 275.458,278.296,275.458,4,0,0,1,PE2_270,2022-10-10 09:35:25.596
9001,PSYC-132589,TOTDay1,Experiment, 1,0, 1.jpg,1.jpg,150,60,10.136, 281.741,291.877,278.983,-1,0,0,3,BH1_150,2022-10-10 09:35:39.177
9001,PSYC-132589,TOTDay1,Experiment, 2,1, 7.jpg,7.jpg,270,270,6.169, 293.53,299.699,293.53,0,0,0,1,BE7_270,2022-10-10 09:35:46.999
9001,PSYC-132589,TOTDay1,Experiment, 3,0, 10.jpg,10.jpg,60,30,4.793, 300.552,305.345,300.551,-1,0,0,2,BM10_60,2022-10-10 09:35:52.645
9001,PSYC-132589,TOTDay1,Experiment, 4,0, 10.jpg,10.jpg,150,120,4.332, 306.304,310.636,306.304,-2,0,0,3,AH10_150,2022-10-10 09:35:57.936
9001,PSYC-132589,TOTDay1,Experiment, 5,1, 8.jpg,8.jpg,330,330,8.943, 312.367,321.311,312.367,-1,0,0,2,BM8_330,2022-10-10 09:36:08.610
9001,PSYC-132589,TOTDay1,Experiment, 6,0, 6.jpg,6.jpg,90,270,5.955, 322.003,327.959,322.003,-2,0,0,1,BE6_90,2022-10-10 09:36:15.258
9001,PSYC-132589,TOTDay1,Experiment, 7,0, 4.jpg,4.jpg,210,180,11.93, 334.481,346.411,334.481,-3,0,0,3,BH4_210,2022-10-10 09:36:33.710
9001,PSYC-132589,TOTDay1,Experiment, 8,1, 9.jpg,9.jpg,30,30,11.689, 353.466,365.155,353.465,-2,0,0,2,BM9_30,2022-10-10 09:36:52.453
9001,PSYC-132589,TOTDay1,Experiment, 9,1, 4.jpg,4.jpg,180,180,7.573, 365.997,373.57,365.996,-1,0,0,1,AE4_180,2022-10-10 09:37:00.868
9001,PSYC-132589,TOTDay1,Experiment, 10,0, 3.jpg,3.jpg,240,270,15.379, 374.156,389.536,374.155,-2,0,0,3,BH3_240,2022-10-10 09:37:16.833
9001,PSYC-132589,TOTDay1,Experiment, 11,0, 11.jpg,11.jpg,60,270,11.093, 390.282,401.375,390.282,-3,0,0,2,AM11_60,2022-10-10 09:37:28.672
9001,PSYC-132589,TOTDay1,Experiment, 12,1, 11.jpg,11.jpg,180,180,7.084, 403.469,410.553,403.469,-2,0,0,1,BE11_180,2022-10-10 09:37:37.850
9001,PSYC-132589,TOTDay1,Experiment, 13,0, 3.jpg,3.jpg,90,270,7.186, 411.402,418.587,411.401,-3,0,0,1,AE3_90,2022-10-10 09:37:45.884
9001,PSYC-132589,TOTDay1,Experiment, 14,0, 6.jpg,6.jpg,30,240,9.636, 419.31,428.945,419.309,-4,0,0,2,AM6_30,2022-10-10 09:37:56.242
9001,PSYC-132589,TOTDay1,Experiment, 15,0, 9.jpg,9.jpg,240,60,8.147, 429.582,437.729,429.582,-5,0,0,3,AH9_240,2022-10-10 09:38:05.026
9001,PSYC-132589,TOTDay1,Experiment, 16,0, 7.jpg,7.jpg,330,30,4.034, 438.394,442.428,438.394,-6,0,0,2,AM7_330,2022-10-10 09:38:09.725
9001,PSYC-132589,TOTDay1,Experiment, 17,0, 1.jpg,1.jpg,270,90,15.848, 443.695,459.544,443.694,-7,0,0,1,AE1_270,2022-10-10 09:38:26.840
9001,PSYC-132589,TOTDay1,Experiment, 18,0, 8.jpg,8.jpg,210,30,15.659, 460.58,476.239,460.579,-8,0,0,3,AH8_210,2022-10-10 09:38:43.535
9002,PSYC-134128,TOTDay1,Training, 1,1, 2.jpg,2.jpg,90,90,19.362, 102.184,121.544,102.182,1,0,0,1,PE2_90,2022-10-10 09:34:44.395
9002,PSYC-134128,TOTDay1,Training, 2,1, 2.jpg,2.jpg,180,180,8.159, 125.338,133.497,125.338,2,0,0,1,PE2_180,2022-10-10 09:34:56.347
9002,PSYC-134128,TOTDay1,Training, 3,0, 2.jpg,2.jpg,60,300,14.556, 137.311,151.868,137.31,1,0,0,2,PM2_60,2022-10-10 09:35:14.718
9002,PSYC-134128,TOTDay1,Training, 4,0, 2.jpg,2.jpg,30,60,12.939, 155.622,168.561,155.621,0,0,0,2,PM2_30,2022-10-10 09:35:31.411
9002,PSYC-134128,TOTDay1,Training, 5,1, 2.jpg,2.jpg,210,210,10.702, 170.522,181.224,170.521,1,0,0,3,PH2_210,2022-10-10 09:35:44.073
9002,PSYC-134128,TOTDay1,Training, 6,0, 2.jpg,2.jpg,120,300,10.359, 182.774,193.133,182.773,0,0,0,3,PH2_120,2022-10-10 09:35:55.983
9002,PSYC-134128,TOTDay1,Training, 7,1, 2.jpg,2.jpg,0,0,5.253, 199.314,204.567,199.313,1,0,0,1,PE2_0,2022-10-10 09:36:07.417
9002,PSYC-134128,TOTDay1,Training, 8,0, 2.jpg,2.jpg,240,60,13.011, 205.501,218.513,205.501,0,0,0,3,PH2_240,2022-10-10 09:36:21.363
9002,PSYC-134128,TOTDay1,Training, 9,0, 2.jpg,2.jpg,330,300,9.601, 220.05,229.651,220.049,-1,0,0,2,PM2_330,2022-10-10 09:36:32.501
9002,PSYC-134128,TOTDay1,Training, 10,0, 2.jpg,2.jpg,150,60,12.663, 230.44,243.103,230.439,-2,0,0,3,PH2_150,2022-10-10 09:36:45.954
9002,PSYC-134128,TOTDay1,Training, 11,0, 2.jpg,2.jpg,300,60,19.478, 244.39,263.868,244.389,-3,0,0,2,PM2_300,2022-10-10 09:37:06.719
9002,PSYC-134128,TOTDay1,Training, 12,0, 2.jpg,2.jpg,270,180,17.585, 264.752,282.337,264.751,-4,0,0,1,PE2_270,2022-10-10 09:37:25.188
9002,PSYC-134128,TOTDay1,Experiment, 1,1, 1.jpg,1.jpg,150,150,17.019, 286.172,303.191,284.103,1,0,0,3,BH1_150,2022-10-10 09:37:46.042
9002,PSYC-134128,TOTDay1,Experiment, 2,0, 4.jpg,4.jpg,180,120,18.175, 305.238,323.413,305.238,0,0,0,1,AE4_180,2022-10-10 09:38:06.263
9002,PSYC-134128,TOTDay1,Experiment, 3,0, 11.jpg,11.jpg,60,300,17.027, 324.293,341.321,324.293,-1,0,0,2,AM11_60,2022-10-10 09:38:24.172
9002,PSYC-134128,TOTDay1,Experiment, 4,0, 8.jpg,8.jpg,330,30,13.891, 341.948,355.839,341.948,-2,0,0,2,BM8_330,2022-10-10 09:38:38.690
9002,PSYC-134128,TOTDay1,Experiment, 5,1, 11.jpg,11.jpg,180,180,3.737, 356.438,360.175,356.438,-1,0,0,1,BE11_180,2022-10-10 09:38:43.025
9002,PSYC-134128,TOTDay1,Experiment, 6,0, 10.jpg,10.jpg,150,60,11.959, 360.874,372.833,360.873,-2,0,0,3,AH10_150,2022-10-10 09:38:55.684
9002,PSYC-134128,TOTDay1,Experiment, 7,1, 10.jpg,10.jpg,60,60,14.85, 373.55,388.399,373.549,-1,0,0,2,BM10_60,2022-10-10 09:39:11.250
9002,PSYC-134128,TOTDay1,Experiment, 8,0, 6.jpg,6.jpg,90,150,15.368, 389.127,404.495,389.127,-2,0,0,1,BE6_90,2022-10-10 09:39:27.346
9002,PSYC-134128,TOTDay1,Experiment, 9,1, 8.jpg,8.jpg,210,210,12.825, 405.118,417.943,405.117,-1,0,0,3,AH8_210,2022-10-10 09:39:40.793
9002,PSYC-134128,TOTDay1,Experiment, 10,1, 7.jpg,7.jpg,330,330,14.405, 418.545,432.951,418.545,0,0,0,2,AM7_330,2022-10-10 09:39:55.802
9002,PSYC-134128,TOTDay1,Experiment, 11,0, 3.jpg,3.jpg,90,150,17.421, 433.71,451.131,433.709,-1,0,0,1,AE3_90,2022-10-10 09:40:13.982
9002,PSYC-134128,TOTDay1,Experiment, 12,1, 4.jpg,4.jpg,210,210,13.028, 451.783,464.812,451.783,0,0,0,3,BH4_210,2022-10-10 09:40:27.662
9002,PSYC-134128,TOTDay1,Experiment, 13,0, 1.jpg,1.jpg,270,240,6.912, 465.538,472.451,465.538,-1,0,0,1,AE1_270,2022-10-10 09:40:35.302
9002,PSYC-134128,TOTDay1,Experiment, 14,1, 9.jpg,9.jpg,30,30,11.927, 473.106,485.033,473.105,0,0,0,2,BM9_30,2022-10-10 09:40:47.884
9002,PSYC-134128,TOTDay1,Experiment, 15,0, 3.jpg,3.jpg,240,120,7.293, 485.582,492.875,485.581,-1,0,0,3,BH3_240,2022-10-10 09:40:55.725
9002,PSYC-134128,TOTDay1,Experiment, 16,1, 9.jpg,9.jpg,240,240,5.919, 493.424,499.343,493.423,0,0,0,3,AH9_240,2022-10-10 09:41:02.194
9002,PSYC-134128,TOTDay1,Experiment, 17,1, 6.jpg,6.jpg,30,30,12.829, 499.986,512.815,499.985,1,0,0,2,AM6_30,2022-10-10 09:41:15.667
9002,PSYC-134128,TOTDay1,Experiment, 18,0, 7.jpg,7.jpg,270,300,8, 513.389,521.39,513.389,0,0,0,1,BE7_270,2022-10-10 09:41:24.241
9003,PSYC-134130,TOTDay1,Training, 1,0, 2.jpg,2.jpg,90,270,10.186, 65.773,75.952,65.772,-1,0,0,1,PE2_90,2022-10-10 10:33:35.534
9003,PSYC-134130,TOTDay1,Training, 2,1, 2.jpg,2.jpg,180,180,9.264, 90.367,99.63,90.366,0,0,0,1,PE2_180,2022-10-10 10:33:59.207
9003,PSYC-134130,TOTDay1,Training, 3,0, 2.jpg,2.jpg,60,120,5.306, 103.795,109.101,103.794,-1,0,0,2,PM2_60,2022-10-10 10:34:08.676
9003,PSYC-134130,TOTDay1,Training, 4,0, 2.jpg,2.jpg,30,330,7.884, 115.119,123.002,115.118,-2,0,0,2,PM2_30,2022-10-10 10:34:22.579
9003,PSYC-134130,TOTDay1,Training, 5,0, 2.jpg,2.jpg,210,60,4.638, 126.217,130.855,126.216,-3,0,0,3,PH2_210,2022-10-10 10:34:30.431
9003,PSYC-134130,TOTDay1,Training, 6,0, 2.jpg,2.jpg,120,210,6.218, 137.477,143.696,137.477,-4,0,0,3,PH2_120,2022-10-10 10:34:43.272
9003,PSYC-134130,TOTDay1,Training, 7,1, 2.jpg,2.jpg,0,0,2.397, 151.441,153.838,151.44,-3,0,0,1,PE2_0,2022-10-10 10:34:53.414
9003,PSYC-134130,TOTDay1,Training, 8,0, 2.jpg,2.jpg,240,150,6.376, 157.881,164.257,157.88,-4,0,0,3,PH2_240,2022-10-10 10:35:03.833
9003,PSYC-134130,TOTDay1,Training, 9,0, 2.jpg,2.jpg,330,30,10.262, 167.537,177.798,167.536,-5,0,0,2,PM2_330,2022-10-10 10:35:17.375
9003,PSYC-134130,TOTDay1,Training, 10,0, 2.jpg,2.jpg,150,210,5.089, 185.433,190.522,185.433,-6,0,0,3,PH2_150,2022-10-10 10:35:30.099
9003,PSYC-134130,TOTDay1,Training, 11,0, 2.jpg,2.jpg,300,120,4.597, 192.917,197.514,192.917,-7,0,0,2,PM2_300,2022-10-10 10:35:37.091
9003,PSYC-134130,TOTDay1,Training, 12,0, 2.jpg,2.jpg,270,90,13.079, 200.9,213.98,200.9,-8,0,0,1,PE2_270,2022-10-10 10:35:53.556
9003,PSYC-134130,TOTDay1,Experiment, 1,0, 11.jpg,11.jpg,60,120,9.933, 218.641,228.574,215.938,-1,0,0,2,AM11_60,2022-10-10 10:36:08.151
9003,PSYC-134130,TOTDay1,Experiment, 2,0, 11.jpg,11.jpg,180,0,4.309, 230.57,234.88,230.57,-2,0,0,1,BE11_180,2022-10-10 10:36:14.457
9003,PSYC-134130,TOTDay1,Experiment, 3,0, 1.jpg,1.jpg,150,210,10.645, 239.637,250.282,239.636,-3,0,0,3,BH1_150,2022-10-10 10:36:29.859
9003,PSYC-134130,TOTDay1,Experiment, 4,0, 7.jpg,7.jpg,270,60,3.93, 254.761,258.691,254.76,-4,0,0,1,BE7_270,2022-10-10 10:36:38.268
9003,PSYC-134130,TOTDay1,Experiment, 5,0, 9.jpg,9.jpg,240,120,8.977, 264.989,273.966,264.988,-5,0,0,3,AH9_240,2022-10-10 10:36:53.543
9003,PSYC-134130,TOTDay1,Experiment, 6,0, 8.jpg,8.jpg,330,240,2.852, 275.716,278.568,275.716,-6,0,0,2,BM8_330,2022-10-10 10:36:58.146
9003,PSYC-134130,TOTDay1,Experiment, 7,0, 4.jpg,4.jpg,180,240,1.399, 281.371,282.77,281.37,-7,0,0,1,AE4_180,2022-10-10 10:37:02.348
9003,PSYC-134130,TOTDay1,Experiment, 8,0, 10.jpg,10.jpg,60,240,2.101, 283.743,285.844,283.742,-8,0,0,2,BM10_60,2022-10-10 10:37:05.421
9003,PSYC-134130,TOTDay1,Experiment, 9,0, 10.jpg,10.jpg,150,240,1.743, 287.143,288.886,287.142,-9,0,0,3,AH10_150,2022-10-10 10:37:08.463
9003,PSYC-134130,TOTDay1,Experiment, 10,0, 7.jpg,7.jpg,330,240,2.113, 289.536,291.65,289.536,-10,0,0,2,AM7_330,2022-10-10 10:37:11.228
