subject,session,date,time,screen_size,block,trial,trial_type,set_size,resp,acc,rt,proberesp,probresp
9046,2,11/15/22,15:41,"(1600, 900)",real,21,no-change,6,f,1,1578.3704,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,22,no-change,6,f,1,1231.9686,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,23,change,6,j,1,1517.0917,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,24,no-change,6,f,1,1047.5401,2,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,25,change,6,j,1,1202.1259,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,26,change,6,j,1,1256.5855,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,27,no-change,6,j,0,2308.0571,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,28,no-change,6,f,1,1465.4429,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,29,no-change,6,f,1,1622.7221,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,30,no-change,6,f,1,1296.6331,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,31,change,6,f,0,1242.3904,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,32,change,6,j,1,1294.6826,1,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,33,change,6,j,1,1353.9602,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,34,change,6,f,0,1023.3593,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,35,no-change,6,f,1,970.5841,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,36,change,6,j,1,1842.0295,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,37,change,6,j,1,1208.9995,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,38,no-change,6,f,1,1731.2246,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,39,no-change,6,f,1,1120.1432,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,40,no-change,6,f,1,1195.5469,1,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,41,change,6,j,1,2039.7252,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,42,no-change,6,f,1,1193.4391,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,43,no-change,6,f,1,1136.9022,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,44,change,6,j,1,1167.4908,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,45,no-change,6,f,1,3016.3262,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,46,no-change,6,f,1,1639.3048,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,47,change,6,j,1,2058.8512,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,48,change,6,j,1,1298.0486,1,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,49,change,6,j,1,1018.2276,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,50,change,6,j,1,1795.9952,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,51,no-change,6,f,1,1015.5412,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,52,change,6,j,1,1516.7395,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,53,no-change,6,j,0,1582.1852,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,54,no-change,6,f,1,1947.6027,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,55,change,6,j,1,1150.2661,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,56,no-change,6,f,1,1031.7612,1,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,57,no-change,6,j,0,1390.5158,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,58,change,6,f,0,1237.8418,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,59,change,6,f,0,1722.0593,NA,NA
9046,2,11/15/22,15:41,"(1600, 900)",real,60,change,6,j,1,1999.6781,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",practice,0,change,6,j,1,1738.2912,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",practice,0,no-change,6,j,0,1239.2159,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",practice,0,change,6,f,0,394.7162,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",practice,0,no-change,6,f,1,2712.7938,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",practice,0,change,6,j,1,2970.8947,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",practice,0,no-change,6,f,1,485.2564,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,1,no-change,6,f,1,363.2421,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,2,no-change,6,f,1,673.6388,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,3,change,6,j,1,1058.9097,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,4,change,6,f,0,469.9268,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,5,change,6,f,0,3.39969999998,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,6,change,6,f,0,413.3895,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,7,no-change,6,f,1,541.4342,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,8,change,6,j,1,4.23910000001,3,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,9,no-change,6,f,1,605.2734,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,10,change,6,f,0,3.89660000001,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,11,change,6,f,0,801.0297,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,12,change,6,f,0,666.2265,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,13,change,6,f,0,712.8626,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,14,no-change,6,f,1,466.6624,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,15,change,6,j,1,732.104,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,16,change,6,f,0,892.3347,2,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,17,change,6,f,0,842.7522,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,18,no-change,6,f,1,585.6148,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,19,no-change,6,f,1,877.9469,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,20,no-change,6,f,1,365.1226,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,21,change,6,f,0,654.5466,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,22,change,6,f,0,1110.4027,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,23,no-change,6,f,1,519.7932,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,24,change,6,f,0,854.226,2,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,25,no-change,6,f,1,929.3504,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,26,no-change,6,f,1,496.9679,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,27,no-change,6,f,1,3.70259999996,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,28,change,6,f,0,2.88549999997,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,29,change,6,f,0,3.37649999995,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,30,no-change,6,f,1,5.81780000008,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,31,change,6,f,0,656.7177,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,32,change,6,f,0,3795.9845,4,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,33,no-change,6,f,1,546.2728,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,34,no-change,6,f,1,460.4202,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,35,change,6,f,0,400.9276,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,36,change,6,f,0,581.7958,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,37,no-change,6,f,1,4.94839999999,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,38,change,6,j,1,411.2123,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,39,change,6,f,0,1053.9342,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,40,change,6,f,0,666.8584,2,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,41,no-change,6,f,1,4374.8047,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,42,no-change,6,f,1,603.1761,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,43,change,6,j,1,4.00819999998,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,44,change,6,f,0,494.0292,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,45,no-change,6,j,0,6.25829999999,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,46,no-change,6,j,0,345.3264,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,47,no-change,6,f,1,629.383,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,48,change,6,f,0,653.8197,2,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,49,no-change,6,f,1,879.4891,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,50,no-change,6,f,1,353.6221,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,51,change,6,f,0,2.23119999998,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,52,no-change,6,f,1,617.6433,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,53,no-change,6,f,1,20584.7203,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,54,no-change,6,j,0,4.53539999994,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,55,no-change,6,f,1,4.0345999999,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,56,change,6,f,0,3.08980000007,5,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,57,change,6,f,0,5.40990000009,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,58,no-change,6,f,1,163.7713,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,59,no-change,6,f,1,7.01780000003,NA,NA
9047,2,11/15/22,15:37,"(1600, 900)",real,60,no-change,6,f,1,420.6045,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",practice,0,change,6,j,1,939.0852,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",practice,0,no-change,6,f,1,787.956,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",practice,0,no-change,6,f,1,733.0878,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",practice,0,change,6,j,1,1141.6252,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",practice,0,change,6,j,1,710.8804,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",practice,0,no-change,6,f,1,706.9507,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,1,no-change,6,f,1,993.4424,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,2,no-change,6,f,1,506.4254,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,3,no-change,6,j,0,651.6841,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,4,no-change,6,f,1,847.841,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,5,change,6,j,1,748.4331,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,6,no-change,6,f,1,1037.937,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,7,no-change,6,j,0,773.7129,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,8,no-change,6,j,0,1134.8623,5,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,9,change,6,j,1,21554.4143,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,10,change,6,j,1,671.0892,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,11,change,6,j,1,1396.8726,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,12,change,6,j,1,4.03370000003,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,13,change,6,j,1,3.37229999999,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,14,change,6,j,1,3.90420000005,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,15,change,6,j,1,3.82550000001,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,16,no-change,6,j,0,2998.9458,5,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,17,change,6,j,1,7954.5077,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,18,no-change,6,j,0,4343.3228,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,19,change,6,j,1,1675.9064,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,20,no-change,6,j,0,4.28230000002,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,21,no-change,6,j,0,4044.8217,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,22,no-change,6,j,0,3080.018,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,23,change,6,j,1,17662.9272,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,24,no-change,6,j,0,1546.5416,3,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,25,change,6,j,1,3876.8413,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,26,change,6,j,1,545.888,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,27,no-change,6,j,0,5.77670000005,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,28,no-change,6,j,0,744.1281,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,29,no-change,6,j,0,4.14209999994,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,30,change,6,j,1,3.58950000006,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,31,no-change,6,j,0,2.92139999999,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,32,no-change,6,j,0,3.88819999999,3,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,33,change,6,j,1,1084.1455,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,34,change,6,f,0,526.7085,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,35,change,6,j,1,1576.0648,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,36,no-change,6,j,0,1313.1888,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,37,no-change,6,j,0,626.1816,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,38,no-change,6,j,0,3848.3427,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,39,no-change,6,j,0,7323.8756,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,40,no-change,6,j,0,406.7089,4,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,41,no-change,6,j,0,2586.3856,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,42,change,6,j,1,675.5438,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,43,change,6,j,1,741.7084,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,44,no-change,6,f,1,939.8743,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,45,change,6,j,1,1469.6006,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,46,change,6,j,1,813.9183,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,47,no-change,6,j,0,936.8045,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,48,change,6,j,1,1017.9212,3,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,49,change,6,j,1,854.8458,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,50,change,6,f,0,1981.1818,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,51,no-change,6,j,0,688.7946,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,52,change,6,j,1,1304.9739,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,53,no-change,6,j,0,895.221,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,54,change,6,j,1,6428.9622,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,55,change,6,j,1,1131.3257,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,56,no-change,6,j,0,617.6339,3,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,57,change,6,f,0,1469.9861,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,58,change,6,j,1,1259.895,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,59,change,6,j,1,1060.7807,NA,NA
9048,2,11/14/22,09:53,"(1600, 900)",real,60,no-change,6,j,0,1208.3163,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",practice,0,change,6,j,1,1.475,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",practice,0,no-change,6,j,0,0.507100000003,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",practice,0,no-change,6,f,1,0.190100000007,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",practice,0,change,6,j,1,0.435700000002,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",practice,0,change,6,j,1,498.3374,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",practice,0,no-change,6,j,0,0.20239999998,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,1,change,6,j,1,1593.3085,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,2,no-change,6,j,0,645.4384,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,3,change,6,f,0,1006.1513,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,4,change,6,j,1,505.5198,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,5,no-change,6,f,1,747.4583,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,6,change,6,f,0,941.4206,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,7,change,6,j,1,1136.9891,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,8,no-change,6,f,1,1423.0268,5,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,9,no-change,6,f,1,327.0169,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,10,no-change,6,f,1,1146.9177,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,11,no-change,6,f,1,1568.3449,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,12,change,6,f,0,1051.3566,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,13,change,6,f,0,3560.108,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,14,change,6,j,1,3056.2412,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,15,change,6,f,0,768.8463,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,16,no-change,6,f,1,1094.0498,5,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,17,no-change,6,j,0,1140.2743,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,18,change,6,j,1,850.1888,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,19,change,6,f,0,667.5049,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,20,no-change,6,f,1,1730.4942,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,21,change,6,f,0,2394.4132,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,22,no-change,6,j,0,958.7785,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,23,change,6,f,0,535.5561,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,24,change,6,f,0,560.8907,5,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,25,no-change,6,f,1,684.3641,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,26,no-change,6,f,1,790.6958,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,27,change,6,f,0,4.08499999996,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,28,no-change,6,f,1,872.6916,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,29,change,6,j,1,1349.878,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,30,change,6,j,1,1029.3588,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,31,no-change,6,f,1,909.05,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,32,change,6,j,1,2599.3543,5,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,33,change,6,f,0,1009.2455,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,34,no-change,6,f,1,872.8743,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,35,no-change,6,j,0,1162.3951,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,36,no-change,6,f,1,817.3429,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,37,no-change,6,j,0,743.8879,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,38,change,6,f,0,1914.5472,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,39,no-change,6,j,0,960.2305,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,40,no-change,6,j,0,742.6799,5,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,41,change,6,f,0,721.6448,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,42,no-change,6,f,1,1029.801,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,43,change,6,f,0,987.4388,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,44,no-change,6,f,1,1205.6591,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,45,change,6,f,0,1251.3019,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,46,change,6,j,1,1592.4357,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,47,change,6,j,1,1652.5125,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,48,no-change,6,f,1,658.7293,5,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,49,no-change,6,f,1,863.9694,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,50,change,6,j,1,914.8141,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,51,no-change,6,f,1,1538.2442,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,52,change,6,f,0,1521.6833,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,53,no-change,6,f,1,1541.2201,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,54,no-change,6,f,1,5115.5113,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,55,change,6,f,0,4.01209999993,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,56,no-change,6,f,1,804.7015,5,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,57,change,6,j,1,914.0482,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,58,change,6,f,0,7760.0005,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,59,no-change,6,f,1,1946.5578,NA,NA
9049,2,11/16/22,09:58,"(1600, 900)",real,60,no-change,6,f,1,1587.895,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",practice,0,change,6,f,0,2168.0654,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",practice,0,change,6,j,1,3814.7002,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",practice,0,no-change,6,j,0,9819.8975,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",practice,0,change,6,f,0,2922.5502,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",practice,0,no-change,6,f,1,1379.1319,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",practice,0,no-change,6,j,0,17016.2142,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,1,no-change,6,j,0,1164.7255,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,2,no-change,6,f,1,650.9132,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,3,change,6,j,1,1394.7135,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,4,no-change,6,j,0,859.0426,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,5,no-change,6,j,0,1257.9334,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,6,no-change,6,j,0,689.1769,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,7,change,6,j,1,1016.7741,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,8,change,6,j,1,853.9502,3,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,9,change,6,j,1,1241.1378,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,10,no-change,6,f,1,1504.9977,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,11,change,6,f,0,985.0739,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,12,no-change,6,j,0,2057.4761,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,13,no-change,6,j,0,1318.4568,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,14,no-change,6,f,1,1700.7187,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,15,change,6,j,1,814.9778,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,16,no-change,6,j,0,1142.1615,5,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,17,change,6,j,1,1131.5672,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,18,no-change,6,j,0,20.6087,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,19,change,6,f,0,382.3903,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,20,no-change,6,j,0,1332.9404,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,21,no-change,6,j,0,655.6598,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,22,no-change,6,f,1,4.50630000001,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,23,no-change,6,j,0,4.34119999997,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,24,change,6,f,0,4.14939999999,3,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,25,change,6,f,0,940.2684,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,26,no-change,6,j,0,1105.1098,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,27,change,6,j,1,1290.9632,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,28,no-change,6,j,0,1076.9444,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,29,change,6,f,0,1150.9543,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,30,no-change,6,j,0,1015.7605,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,31,change,6,f,0,925.1504,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,32,change,6,j,1,681.1788,5,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,33,change,6,j,1,878.0696,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,34,change,6,j,1,614.7352,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,35,change,6,j,1,395.2527,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,36,no-change,6,j,0,758.8531,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,37,change,6,j,1,772.7516,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,38,no-change,6,j,0,807.2116,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,39,no-change,6,j,0,674.2368,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,40,change,6,j,1,945.1428,5,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,41,change,6,j,1,773.2403,NA,NA
9050,2,11/16/22,09:39,"(1600, 900)",real,42,change,6,f,0,202.4022,NA,NA
