subject,session,block,trial,subtrial,trialtype,ss,resp,acc,rt,probe_resp
9002,2,0,42,42,nochange,6,f,1,1363.7226,NA
9002,2,0,43,43,change,6,j,1,1425.8695,NA
9002,2,0,44,44,nochange,6,f,1,1084.469,NA
9002,2,0,45,45,change,6,f,0,1380.4531,NA
9002,2,0,46,46,change,6,j,1,1026.0335,NA
9002,2,0,47,47,change,6,j,1,1055.1102,NA
9002,2,0,48,48,change,6,j,1,1421.1241,3
9002,2,0,49,49,nochange,6,f,1,1358.2159,NA
9002,2,0,50,50,change,6,f,0,969.124,NA
9002,2,0,51,51,nochange,6,f,1,1235.8215,NA
9002,2,0,52,52,nochange,6,f,1,2027.0864,NA
9002,2,0,53,53,nochange,6,f,1,1812.4398,NA
9002,2,0,54,54,nochange,6,f,1,2592.2887,NA
9002,2,0,55,55,change,6,j,1,2910.2975,NA
9002,2,0,56,56,nochange,6,f,1,1079.0407,2
9002,2,0,57,57,change,6,j,1,1157.7833,NA
9002,2,0,58,58,change,6,j,1,1512.8196,NA
9002,2,0,59,59,nochange,6,f,1,1831.9121,NA
9002,2,0,60,60,change,6,j,1,2002.603,NA
9004,2,practice,0,1,nochange,6,f,1,1409.3902,NA
9004,2,practice,0,2,change,6,j,1,631.4734,NA
9004,2,practice,0,3,nochange,6,f,1,990.3039,NA
9004,2,practice,0,4,change,6,j,1,1006.728,NA
9004,2,practice,0,5,nochange,6,f,1,4718.0124,NA
9004,2,0,1,1,nochange,6,f,1,19.5375,NA
9004,2,0,2,2,nochange,6,j,0,7.47690000001,NA
9004,2,0,3,3,nochange,6,f,1,1574.0671,NA
9004,2,0,4,4,change,6,f,0,1373.8208,NA
9004,2,0,5,5,change,6,j,1,1076.2849,NA
9004,2,0,6,6,nochange,6,j,0,1333.348,NA
9004,2,0,7,7,nochange,6,f,1,385.4999,NA
9004,2,0,8,8,nochange,6,f,1,1594.0829,3
9004,2,0,9,9,change,6,f,0,1044.1822,NA
9004,2,0,10,10,change,6,f,0,1340.2011,NA
9004,2,0,11,11,nochange,6,f,1,1017.9057,NA
9004,2,0,12,12,nochange,6,j,0,671.7332,NA
9004,2,0,13,13,nochange,6,f,1,755.3963,NA
9004,2,0,14,14,change,6,f,0,3.64660000001,NA
9004,2,0,15,15,change,6,f,0,982.9729,NA
9004,2,0,16,16,nochange,6,f,1,1129.7383,3
9004,2,0,17,17,change,6,j,1,2140.6263,NA
9004,2,0,18,18,change,6,f,0,1810.3359,NA
9004,2,0,19,19,change,6,f,0,1155.5184,NA
9004,2,0,20,20,change,6,j,1,1581.7841,NA
9004,2,0,21,21,nochange,6,j,0,2381.1368,NA
9004,2,0,22,22,change,6,f,0,3099.7297,NA
9004,2,0,23,23,nochange,6,f,1,1191.8502,NA
9004,2,0,24,24,change,6,f,0,1355.7874,3
9004,2,0,25,25,change,6,j,1,1313.2865,NA
9004,2,0,26,26,nochange,6,f,1,1536.3601,NA
9004,2,0,27,27,change,6,j,1,1176.3674,NA
9004,2,0,28,28,nochange,6,j,0,997.069,NA
9004,2,0,29,29,nochange,6,j,0,1061.3504,NA
9004,2,0,30,30,nochange,6,j,0,1428.0888,NA
9004,2,0,31,31,change,6,j,1,3256.3255,NA
9004,2,0,32,32,nochange,6,f,1,940.1606,3
9004,2,0,33,33,change,6,f,0,1755.9782,NA
9004,2,0,34,34,change,6,f,0,2908.4792,NA
9004,2,0,35,35,change,6,f,0,938.9744,NA
9004,2,0,36,36,nochange,6,f,1,2053.3789,NA
9004,2,0,37,37,nochange,6,j,0,2367.3589,NA
9004,2,0,38,38,nochange,6,j,0,2281.5591,NA
9004,2,0,39,39,nochange,6,f,1,1247.7634,NA
9004,2,0,40,40,change,6,j,1,2273.5477,3
9004,2,0,41,41,change,6,j,1,2178.5752,NA
9004,2,0,42,42,nochange,6,f,1,1111.7993,NA
9004,2,0,43,43,change,6,j,1,4638.0195,NA
9004,2,0,44,44,nochange,6,f,1,1225.1223,NA
9004,2,0,45,45,change,6,f,0,1026.7786,NA
9004,2,0,46,46,change,6,j,1,1433.1138,NA
9004,2,0,47,47,nochange,6,f,1,1582.095,NA
9004,2,0,48,48,change,6,f,0,1347.773,3
9004,2,0,49,49,nochange,6,j,0,1850.9065,NA
9004,2,0,50,50,nochange,6,f,1,992.6015,NA
9004,2,0,51,51,change,6,f,0,1227.8067,NA
9004,2,0,52,52,nochange,6,f,1,1804.504,NA
9004,2,0,53,53,change,6,j,1,1930.4288,NA
9004,2,0,54,54,change,6,f,0,3055.6932,NA
9004,2,0,55,55,nochange,6,f,1,1908.1261,NA
9004,2,0,56,56,change,6,f,0,1466.0883,3
9004,2,0,57,57,nochange,6,f,1,987.4216,NA
9004,2,0,58,58,nochange,6,f,1,2027.2809,NA
9004,2,0,59,59,change,6,f,0,3422.4306,NA
9004,2,0,60,60,change,6,f,0,1038.6628,NA
9005,2,practice,0,1,change,6,f,0,1708.0891,NA
9005,2,practice,0,2,nochange,6,f,1,1037.7641,NA
9005,2,practice,0,3,change,6,j,1,1148.9227,NA
9005,2,practice,0,4,change,6,j,1,1049.6167,NA
9005,2,practice,0,5,nochange,6,f,1,1126.1262,NA
9005,2,0,1,1,change,6,j,1,1677.6756,NA
9005,2,0,2,2,nochange,6,f,1,1029.5512,NA
9005,2,0,3,3,change,6,f,0,1239.576,NA
9005,2,0,4,4,change,6,j,1,1635.5646,NA
9005,2,0,5,5,nochange,6,f,1,979.1285,NA
9005,2,0,6,6,nochange,6,f,1,1641.3726,NA
9005,2,0,7,7,change,6,j,1,2930.1475,NA
9005,2,0,8,8,change,6,j,1,905.2103,1
9005,2,0,9,9,change,6,j,1,1469.3763,NA
9005,2,0,10,10,nochange,6,f,1,930.7712,NA
9005,2,0,11,11,change,6,f,0,735.7726,NA
9005,2,0,12,12,nochange,6,f,1,824.1527,NA
9005,2,0,13,13,change,6,f,0,1324.5411,NA
9005,2,0,14,14,nochange,6,f,1,713.3979,NA
9005,2,0,15,15,nochange,6,f,1,692.6365,NA
9005,2,0,16,16,nochange,6,f,1,1083.4179,5
9005,2,0,17,17,nochange,6,f,1,791.67,NA
9005,2,0,18,18,nochange,6,f,1,1175.4455,NA
9005,2,0,19,19,change,6,f,0,3077.9175,NA
9005,2,0,20,20,change,6,j,1,1160.1821,NA
9005,2,0,21,21,change,6,f,0,1380.5508,NA
9005,2,0,22,22,change,6,f,0,3329.5067,NA
9005,2,0,23,23,nochange,6,f,1,927.7525,NA
9005,2,0,24,24,nochange,6,f,1,793.7146,2
9005,2,0,25,25,nochange,6,f,1,951.6589,NA
9005,2,0,26,26,nochange,6,f,1,747.5545,NA
9005,2,0,27,27,change,6,f,0,2020.2742,NA
9005,2,0,28,28,change,6,f,0,1290.8099,NA
9005,2,0,29,29,nochange,6,f,1,1016.1031,NA
9005,2,0,30,30,change,6,j,1,1143.3073,NA
9005,2,0,31,31,nochange,6,f,1,840.4177,NA
9005,2,0,32,32,nochange,6,f,1,6795.4671,3
9005,2,0,33,33,nochange,6,f,1,851.3194,NA
9005,2,0,34,34,nochange,6,f,1,823.384,NA
9005,2,0,35,35,nochange,6,f,1,707.6334,NA
9005,2,0,36,36,change,6,f,0,943.9217,NA
9005,2,0,37,37,change,6,j,1,1065.9495,NA
9005,2,0,38,38,nochange,6,f,1,1845.5838,NA
9005,2,0,39,39,change,6,f,0,882.4606,NA
9005,2,0,40,40,nochange,6,j,0,1222.6871,3
9005,2,0,41,41,nochange,6,f,1,757.2239,NA
9005,2,0,42,42,nochange,6,f,1,1232.5867,NA
9005,2,0,43,43,change,6,j,1,829.3783,NA
9005,2,0,44,44,change,6,f,0,764.3091,NA
9005,2,0,45,45,change,6,f,0,814.9102,NA
9005,2,0,46,46,nochange,6,f,1,1217.4254,NA
9005,2,0,47,47,change,6,j,1,1775.3385,NA
9005,2,0,48,48,nochange,6,f,1,1013.7314,1
9005,2,0,49,49,change,6,j,1,1265.0163,NA
9005,2,0,50,50,nochange,6,f,1,1197.6223,NA
9005,2,0,51,51,change,6,j,1,1486.2228,NA
9005,2,0,52,52,change,6,f,0,1595.7796,NA
9005,2,0,53,53,change,6,j,1,1315.7597,NA
9005,2,0,54,54,change,6,j,1,1650.7578,NA
9005,2,0,55,55,nochange,6,f,1,1154.0116,NA
9005,2,0,56,56,nochange,6,j,0,1362.3351,1
9005,2,0,57,57,nochange,6,f,1,3630.6414,NA
9005,2,0,58,58,change,6,j,1,1189.2931,NA
9005,2,0,59,59,change,6,j,1,789.4341,NA
9005,2,0,60,60,change,6,j,1,1233.6815,NA
9006,2,practice,0,1,nochange,6,j,0,2400.4072,NA
9006,2,practice,0,2,change,6,j,1,1962.2724,NA
9006,2,practice,0,3,nochange,6,f,1,1626.8822,NA
9006,2,practice,0,4,change,6,j,1,1261.4847,NA
9006,2,practice,0,5,nochange,6,f,1,1701.6003,NA
9006,2,0,1,1,change,6,j,1,1478.3662,NA
9006,2,0,2,2,change,6,f,0,963.2261,NA
9006,2,0,3,3,change,6,f,0,1572.1358,NA
9006,2,0,4,4,nochange,6,f,1,1414.693,NA
9006,2,0,5,5,change,6,j,1,1445.4138,NA
9006,2,0,6,6,change,6,f,0,3782.2615,NA
9006,2,0,7,7,nochange,6,j,0,1995.5126,NA
9006,2,0,8,8,nochange,6,j,0,2195.1558,4
9006,2,0,9,9,nochange,6,j,0,3400.4854,NA
9006,2,0,10,10,change,6,f,0,968.6394,NA
9006,2,0,11,11,nochange,6,f,1,1598.4649,NA
9006,2,0,12,12,nochange,6,f,1,2494.9256,NA
9006,2,0,13,13,change,6,f,0,948.5179,NA
9006,2,0,14,14,nochange,6,f,1,1080.3392,NA
9006,2,0,15,15,change,6,j,1,2496.0793,NA
9006,2,0,16,16,nochange,6,f,1,3.2493,3
9006,2,0,17,17,change,6,f,0,3.61680000002,NA
9006,2,0,18,18,nochange,6,f,1,5.00929999998,NA
9006,2,0,19,19,change,6,f,0,4.49480000001,NA
9006,2,0,20,20,change,6,j,1,3031.464,NA
9006,2,0,21,21,change,6,f,0,890.5188,NA
9006,2,0,22,22,nochange,6,f,1,579.8325,NA
9006,2,0,23,23,nochange,6,f,1,1896.4798,NA
9006,2,0,24,24,nochange,6,f,1,1495.1874,3
9006,2,0,25,25,nochange,6,f,1,1235.6295,NA
9006,2,0,26,26,nochange,6,f,1,889.7956,NA
9006,2,0,27,27,change,6,f,0,1336.5915,NA
9006,2,0,28,28,change,6,f,0,1177.0318,NA
9006,2,0,29,29,nochange,6,f,1,1246.0307,NA
9006,2,0,30,30,change,6,f,0,588.1089,NA
9006,2,0,31,31,nochange,6,f,1,4.71369999996,NA
9006,2,0,32,32,change,6,j,1,3.97630000004,3
9006,2,0,33,33,change,6,j,1,1414.7818,NA
9006,2,0,34,34,nochange,6,f,1,1168.7032,NA
9006,2,0,35,35,change,6,f,0,738.4012,NA
9006,2,0,36,36,change,6,f,0,756.6521,NA
9006,2,0,37,37,change,6,f,0,1846.9681,NA
9006,2,0,38,38,change,6,f,0,2454.6885,NA
9006,2,0,39,39,nochange,6,f,1,1905.2462,NA
9006,2,0,40,40,nochange,6,f,1,3317.5778,2
9006,2,0,41,41,change,6,f,0,1638.0191,NA
9006,2,0,42,42,nochange,6,f,1,4826.4997,NA
9006,2,0,43,43,nochange,6,f,1,823.8873,NA
9006,2,0,44,44,nochange,6,f,1,1059.3974,NA
9006,2,0,45,45,nochange,6,f,1,1058.5397,NA
9006,2,0,46,46,change,6,j,1,1387.6688,NA
9006,2,0,47,47,nochange,6,j,0,1565.5208,NA
9006,2,0,48,48,nochange,6,f,1,2013.8558,2
9006,2,0,49,49,nochange,6,f,1,919.9579,NA
9006,2,0,50,50,nochange,6,f,1,840.678,NA
9006,2,0,51,51,change,6,f,0,1405.4549,NA
9006,2,0,52,52,nochange,6,f,1,842.5628,NA
9006,2,0,53,53,change,6,f,0,1115.4248,NA
9006,2,0,54,54,nochange,6,f,1,808.546,NA
9006,2,0,55,55,change,6,f,0,1070.9762,NA
9006,2,0,56,56,nochange,6,f,1,748.9125,2
9006,2,0,57,57,change,6,f,0,1161.5178,NA
9006,2,0,58,58,change,6,f,0,732.2956,NA
9006,2,0,59,59,change,6,f,0,653.6493,NA
9006,2,0,60,60,change,6,f,0,974.9872,NA
9007,2,practice,0,1,nochange,6,f,1,883.5954,NA
9007,2,practice,0,2,change,6,j,1,1144.4596,NA
9007,2,practice,0,3,nochange,6,f,1,1178.9516,NA
9007,2,practice,0,4,change,6,j,1,1562.3494,NA
9007,2,practice,0,5,nochange,6,f,1,1859.0084,NA
9007,2,0,1,1,change,6,j,1,1265.632,NA
9007,2,0,2,2,nochange,6,f,1,952.9337,NA
9007,2,0,3,3,nochange,6,f,1,1056.8398,NA
9007,2,0,4,4,change,6,j,1,1006.0852,NA
9007,2,0,5,5,change,6,j,1,1485.0758,NA
9007,2,0,6,6,nochange,6,f,1,1218.0904,NA
9007,2,0,7,7,change,6,j,1,1302.947,NA
9007,2,0,8,8,nochange,6,f,1,3975.4464,2
9007,2,0,9,9,nochange,6,j,0,2353.5189,NA
9007,2,0,10,10,change,6,f,0,2475.6364,NA
9007,2,0,11,11,change,6,f,0,1194.334,NA
9007,2,0,12,12,nochange,6,j,0,1865.3881,NA
9007,2,0,13,13,change,6,f,0,1105.2152,NA
9007,2,0,14,14,change,6,j,1,1074.4968,NA
9007,2,0,15,15,nochange,6,f,1,1660.8876,NA
9007,2,0,16,16,change,6,j,1,1344.2773,5
9007,2,0,17,17,change,6,j,1,1145.5016,NA
9007,2,0,18,18,nochange,6,j,0,1995.9804,NA
9007,2,0,19,19,nochange,6,f,1,1913.3144,NA
9007,2,0,20,20,change,6,j,1,4.00720000002,NA
9007,2,0,21,21,nochange,6,f,1,1294.0385,NA
9007,2,0,22,22,change,6,j,1,2171.7002,NA
9007,2,0,23,23,change,6,f,0,5128.3369,NA
9007,2,0,24,24,nochange,6,f,1,1052.3625,5
9007,2,0,25,25,change,6,j,1,1583.0392,NA
9007,2,0,26,26,nochange,6,f,1,4280.599,NA
9007,2,0,27,27,nochange,6,j,0,2101.5282,NA
9007,2,0,28,28,nochange,6,f,1,2001.4633,NA
9007,2,0,29,29,nochange,6,f,1,930.591,NA
9007,2,0,30,30,change,6,f,0,3979.7396,NA
9007,2,0,31,31,change,6,j,1,1233.5431,NA
9007,2,0,32,32,change,6,f,0,1463.0572,5
9007,2,0,33,33,change,6,f,0,1283.6872,NA
9007,2,0,34,34,nochange,6,f,1,953.5309,NA
9007,2,0,35,35,change,6,j,1,1454.6983,NA
9007,2,0,36,36,change,6,j,1,1269.257,NA
9007,2,0,37,37,nochange,6,f,1,842.651,NA
9007,2,0,38,38,change,6,f,0,1087.6964,NA
9007,2,0,39,39,nochange,6,j,0,895.8077,NA
9007,2,0,40,40,nochange,6,f,1,1052.6958,5
9007,2,0,41,41,change,6,f,0,1348.7369,NA
9007,2,0,42,42,change,6,j,1,947.8036,NA
9007,2,0,43,43,change,6,f,0,1116.2542,NA
9007,2,0,44,44,nochange,6,j,0,1459.0053,NA
9007,2,0,45,45,nochange,6,f,1,1129.2854,NA
9007,2,0,46,46,change,6,j,1,1265.1742,NA
9007,2,0,47,47,nochange,6,f,1,1612.4952,NA
9007,2,0,48,48,change,6,j,1,1411.0365,5
9007,2,0,49,49,nochange,6,f,1,3543.6844,NA
9007,2,0,50,50,change,6,j,1,3734.609,NA
9007,2,0,51,51,nochange,6,f,1,1351.7128,NA
9007,2,0,52,52,nochange,6,j,0,1486.0188,NA
9007,2,0,53,53,nochange,6,f,1,1015.3508,NA
9007,2,0,54,54,nochange,6,f,1,908.7314,NA
9007,2,0,55,55,nochange,6,f,1,927.0359,NA
9007,2,0,56,56,nochange,6,f,1,829.8208,5
9007,2,0,57,57,change,6,j,1,1077.6553,NA
9007,2,0,58,58,change,6,j,1,1630.2148,NA
9007,2,0,59,59,nochange,6,f,1,2623.794,NA
9007,2,0,60,60,change,6,j,1,1065.4923,NA
9009,2,practice,0,1,nochange,6,f,1,1288.3163,NA
9009,2,practice,0,2,change,6,j,1,817.9368,NA
9009,2,practice,0,3,change,6,j,1,861.5827,NA
9009,2,practice,0,4,nochange,6,f,1,1084.1635,NA
9009,2,practice,0,5,change,6,j,1,917.5165,NA
9009,2,0,1,1,nochange,6,f,1,953.1827,NA
9009,2,0,2,2,nochange,6,j,0,903.8846,NA
9009,2,0,3,3,nochange,6,f,1,1221.4792,NA
9009,2,0,4,4,change,6,j,1,793.5797,NA
9009,2,0,5,5,nochange,6,f,1,1302.0144,NA
9009,2,0,6,6,nochange,6,f,1,955.7769,NA
9009,2,0,7,7,nochange,6,f,1,699.7519,NA
9009,2,0,8,8,nochange,6,j,0,869.7834,1
9009,2,0,9,9,nochange,6,f,1,836.6397,NA
9009,2,0,10,10,nochange,6,f,1,656.9081,NA
9009,2,0,11,11,nochange,6,j,0,1313.7762,NA
9009,2,0,12,12,nochange,6,f,1,737.0675,NA
9009,2,0,13,13,change,6,j,1,1194.9761,NA
9009,2,0,14,14,change,6,f,0,2836.8865,NA
9009,2,0,15,15,change,6,j,1,929.6183,NA
9009,2,0,16,16,nochange,6,f,1,2107.092,1
9009,2,0,17,17,change,6,f,0,1147.5694,NA
9009,2,0,18,18,change,6,j,1,1150.1687,NA
9009,2,0,19,19,change,6,f,0,1517.6518,NA
9009,2,0,20,20,nochange,6,f,1,876.4243,NA
9009,2,0,21,21,change,6,j,1,1909.082,NA
9009,2,0,22,22,change,6,j,1,955.7646,NA
9009,2,0,23,23,change,6,f,0,1548.1618,NA
9009,2,0,24,24,nochange,6,f,1,701.8702,1
9009,2,0,25,25,nochange,6,f,1,702.7112,NA
9009,2,0,26,26,nochange,6,j,0,1207.8755,NA
9009,2,0,27,27,change,6,f,0,1013.5575,NA
9009,2,0,28,28,change,6,j,1,1473.3919,NA
9009,2,0,29,29,nochange,6,f,1,653.9535,NA
9009,2,0,30,30,change,6,j,1,1386.7481,NA
9009,2,0,31,31,nochange,6,f,1,3762.8166,NA
9009,2,0,32,32,nochange,6,f,1,1058.554,1
9009,2,0,33,33,nochange,6,f,1,602.4575,NA
9009,2,0,34,34,change,6,j,1,842.1318,NA
9009,2,0,35,35,change,6,j,1,2419.65,NA
9009,2,0,36,36,change,6,f,0,1584.4567,NA
9009,2,0,37,37,nochange,6,f,1,2183.5224,NA
9009,2,0,38,38,change,6,j,1,738.6243,NA
9009,2,0,39,39,nochange,6,j,0,1553.0752,NA
9009,2,0,40,40,change,6,f,0,2465.5748,1
9009,2,0,41,41,nochange,6,j,0,937.8414,NA
9009,2,0,42,42,nochange,6,f,1,840.7649,NA
9009,2,0,43,43,change,6,f,0,1117.0382,NA
9009,2,0,44,44,change,6,f,0,692.5202,NA
9009,2,0,45,45,change,6,f,0,715.5244,NA
9009,2,0,46,46,nochange,6,j,0,760.6269,NA
9009,2,0,47,47,change,6,j,1,776.2478,NA
9009,2,0,48,48,change,6,j,1,791.6814,1
9009,2,0,49,49,nochange,6,f,1,882.5858,NA
9009,2,0,50,50,nochange,6,f,1,617.3162,NA
9009,2,0,51,51,nochange,6,j,0,668.0173,NA
9009,2,0,52,52,change,6,f,0,988.9497,NA
9009,2,0,53,53,change,6,f,0,725.2733,NA
9009,2,0,54,54,change,6,j,1,969.1848,NA
9009,2,0,55,55,change,6,j,1,1392.9035,NA
9009,2,0,56,56,change,6,j,1,842.5227,1
9009,2,0,57,57,nochange,6,f,1,1000.4606,NA
9009,2,0,58,58,change,6,j,1,832.2612,NA
9009,2,0,59,59,change,6,j,1,2060.7919,NA
9009,2,0,60,60,nochange,6,f,1,1779.1348,NA
9010,2,practice,0,1,nochange,6,f,1,0.236499999999,NA
9010,2,practice,0,2,nochange,6,f,1,1616.6396,NA
9010,2,practice,0,3,change,6,j,1,1125.379,NA
9010,2,practice,0,4,nochange,6,f,1,954.1809,NA
9010,2,practice,0,5,nochange,6,f,1,915.7881,NA
9010,2,0,1,1,change,6,j,1,720.8537,NA
9010,2,0,2,2,change,6,j,1,1018.6756,NA
9010,2,0,3,3,nochange,6,f,1,915.906,NA
9010,2,0,4,4,nochange,6,f,1,1166.4472,NA
9010,2,0,5,5,nochange,6,f,1,853.0001,NA
9010,2,0,6,6,nochange,6,j,0,1427.3124,NA
9010,2,0,7,7,nochange,6,f,1,1891.7749,NA
9010,2,0,8,8,nochange,6,f,1,861.4183,1
9010,2,0,9,9,nochange,6,j,0,1539.0627,NA
9010,2,0,10,10,change,6,j,1,809.883,NA
9010,2,0,11,11,change,6,f,0,1205.7928,NA
9010,2,0,12,12,nochange,6,f,1,978.13,NA
9010,2,0,13,13,nochange,6,f,1,767.4267,NA
9010,2,0,14,14,change,6,j,1,1914.1484,NA
9010,2,0,15,15,nochange,6,f,1,1159.5808,NA
9010,2,0,16,16,change,6,f,0,911.5618,1
9010,2,0,17,17,change,6,j,1,922.9201,NA
9010,2,0,18,18,nochange,6,j,0,1016.2847,NA
9010,2,0,19,19,change,6,j,1,1143.6409,NA
9010,2,0,20,20,change,6,j,1,1424.8088,NA
9010,2,0,21,21,change,6,f,0,906.7385,NA
9010,2,0,22,22,nochange,6,j,0,917.0092,NA
9010,2,0,23,23,nochange,6,j,0,1480.6179,NA
9010,2,0,24,24,nochange,6,f,1,923.241,1
9010,2,0,25,25,change,6,f,0,743.6417,NA
