subject,session,list,setsize,senterrors,lettertotal,rspantotal
9102,2,4,4,0,4,19
9102,2,5,3,0,2,21
9102,2,6,3,0,3,24
9102,2,7,7,0,4,28
9102,2,8,7,0,4,32
9102,2,9,5,0,5,37
9102,2,10,6,0,6,43
9103,2,1,4,0,4,4
9103,2,2,6,0,6,10
9103,2,3,7,2,7,17
9103,2,4,5,2,5,22
9103,2,5,4,2,4,26
9103,2,6,6,2,6,32
9103,2,7,3,0,3,35
9103,2,8,7,1,7,42
9103,2,9,3,1,3,45
9103,2,10,5,2,5,50
9104,2,1,6,4,2,2
9104,2,2,7,3,2,4
9104,2,3,4,0,3,7
9104,2,4,3,1,2,9
9104,2,5,7,3,0,9
9104,2,6,3,0,1,10
9104,2,7,5,0,4,14
9104,2,8,5,5,0,14
9104,2,9,4,1,0,14
9104,2,10,6,0,3,17
9105,2,1,4,0,4,4
9105,2,2,3,0,3,7
9105,2,3,3,0,2,9
9105,2,4,7,0,4,13
9105,2,5,7,0,4,17
9105,2,6,5,0,5,22
9105,2,7,5,0,4,26
9105,2,8,4,0,3,29
9105,2,9,6,1,5,34
9105,2,10,6,0,6,40
9106,2,1,6,1,6,6
9106,2,2,5,0,5,11
9106,2,3,7,0,7,18
9106,2,4,3,0,3,21
9106,2,5,4,0,4,25
9106,2,6,6,0,6,31
9106,2,7,7,0,5,36
9106,2,8,5,0,5,41
9106,2,9,4,0,3,44
9106,2,10,3,0,3,47
9107,2,1,7,0,1,1
9107,2,2,4,0,4,5
9107,2,3,4,0,4,9
9107,2,4,7,1,1,10
9107,2,5,5,2,1,11
9107,2,6,3,0,3,14
9107,2,7,6,0,5,19
9107,2,8,6,1,6,25
9107,2,9,5,0,5,30
9107,2,10,3,0,3,33
9108,2,1,3,1,3,3
9108,2,2,6,1,6,9
9108,2,3,4,0,1,10
9108,2,4,5,1,4,14
9108,2,5,7,0,2,16
9108,2,6,7,4,3,19
9108,2,7,5,0,5,24
9108,2,8,3,0,3,27
9108,2,9,6,1,6,33
9108,2,10,4,0,4,37
9109,2,1,3,0,2,2
9109,2,2,5,0,1,3
9109,2,3,7,4,1,4
9109,2,4,5,0,0,4
9109,2,5,4,2,1,5
9109,2,6,6,0,0,5
9109,2,7,4,0,1,6
9109,2,8,6,0,1,7
9109,2,9,7,4,0,7
9109,2,10,3,1,0,7
9112,2,1,7,1,2,2
9112,2,2,5,0,3,5
9112,2,3,4,0,4,9
9112,2,4,3,0,3,12
9112,2,5,6,0,5,17
9112,2,6,3,0,3,20
9112,2,7,5,0,5,25
9112,2,8,7,0,3,28
9112,2,9,6,0,3,31
9112,2,10,4,1,2,33
9114,2,1,6,1,4,4
9114,2,2,5,0,4,8
9114,2,3,4,0,4,12
9114,2,4,5,0,5,17
9114,2,5,6,0,4,21
9114,2,6,3,0,3,24
9114,2,7,3,0,3,27
9114,2,8,4,1,4,31
9114,2,9,7,0,2,33
9114,2,10,7,1,0,33
9115,2,1,4,0,4,4
9115,2,2,3,0,3,7
9115,2,3,6,0,6,13
9115,2,4,6,1,6,19
9115,2,5,7,0,3,22
9115,2,6,3,0,3,25
9115,2,7,5,1,5,30
9115,2,8,5,0,5,35
9115,2,9,7,0,5,40
9115,2,10,4,0,4,44
9116,2,1,6,0,6,6
9116,2,2,7,0,7,13
9116,2,3,7,1,7,20
9116,2,4,6,1,6,26
9116,2,5,4,1,4,30
9116,2,6,5,1,5,35
9116,2,7,3,0,3,38
9116,2,8,3,0,3,41
9116,2,9,4,0,4,45
9116,2,10,5,1,5,50
9117,2,1,3,0,3,3
9117,2,2,6,1,3,6
9117,2,3,5,1,4,10
9117,2,4,6,0,3,13
9117,2,5,4,0,4,17
9117,2,6,7,0,3,20
9117,2,7,4,1,3,23
9117,2,8,3,0,3,26
9117,2,9,5,0,5,31
9117,2,10,7,0,0,31
9118,2,1,4,1,0,0
9118,2,2,5,1,2,2
9118,2,3,7,0,0,2
9118,2,4,5,0,0,2
9118,2,5,6,0,1,3
9118,2,6,3,1,0,3
9118,2,7,3,0,1,4
9118,2,8,7,1,0,4
9118,2,9,6,2,1,5
9118,2,10,4,2,0,5
9122,2,1,7,0,2,2
9122,2,2,5,0,2,4
9122,2,3,4,1,3,7
9122,2,4,6,1,2,9
9122,2,5,7,0,1,10
9122,2,6,3,2,2,12
9122,2,7,4,1,2,14
9122,2,8,3,0,3,17
9122,2,9,5,2,3,20
9122,2,10,6,2,5,25
9123,2,1,7,2,0,0
9123,2,2,6,1,3,3
9123,2,3,3,0,3,6
9123,2,4,5,1,5,11
9123,2,5,4,0,4,15
9123,2,6,3,2,3,18
9123,2,7,4,0,1,19
9123,2,8,7,0,7,26
9123,2,9,5,0,4,30
9123,2,10,6,0,5,35
9124,2,1,5,3,1,1
9124,2,2,4,1,2,3
9124,2,3,3,0,3,6
9124,2,4,6,2,0,6
9124,2,5,6,0,6,12
9124,2,6,3,1,3,15
9124,2,7,7,3,3,18
9124,2,8,5,1,4,22
9124,2,9,4,1,3,25
9124,2,10,7,1,2,27
9126,2,1,4,0,4,4
9126,2,2,4,0,4,8
9126,2,3,3,0,2,10
9126,2,4,3,0,3,13
9126,2,5,6,1,3,16
9126,2,6,7,0,6,22
9126,2,7,7,0,6,28
9126,2,8,5,0,5,33
9126,2,9,5,0,5,38
9126,2,10,6,0,6,44
9127,2,1,5,4,0,0
9127,2,2,4,3,1,1
9127,2,3,3,0,3,4
9127,2,4,7,2,0,4
9127,2,5,4,1,2,6
9127,2,6,6,3,0,6
9127,2,7,5,3,1,7
9127,2,8,3,2,1,8
9127,2,9,7,4,0,8
9127,2,10,6,3,0,8
9128,2,1,5,0,5,5
9128,2,2,6,3,0,5
9128,2,3,7,1,5,10
9128,2,4,4,1,1,11
9128,2,5,3,1,3,14
9128,2,6,3,0,1,15
9128,2,7,6,2,2,17
9128,2,8,7,0,4,21
9128,2,9,4,0,4,25
9128,2,10,5,0,4,29
9130,2,1,5,1,3,3
9130,2,2,4,0,2,5
9130,2,3,5,1,1,6
9130,2,4,7,1,0,6
9130,2,5,4,0,3,9
9130,2,6,6,2,0,9
9130,2,7,6,0,0,9
9130,2,8,7,0,0,9
9130,2,9,3,2,1,10
9130,2,10,3,0,3,13
9132,2,1,7,3,3,3
9132,2,2,6,0,6,9
9132,2,3,4,0,1,10
9132,2,4,4,0,2,12
9132,2,5,5,1,2,14
9132,2,6,7,0,7,21
9132,2,7,3,1,3,24
9132,2,8,6,1,1,25
9132,2,9,3,0,2,27
9132,2,10,5,0,3,30
9133,2,1,4,0,4,4
9133,2,2,7,2,7,11
9133,2,3,5,0,3,14
9133,2,4,6,0,6,20
9133,2,5,4,0,4,24
9133,2,6,3,0,3,27
9133,2,7,7,2,6,33
9133,2,8,3,1,2,35
9133,2,9,5,1,5,40
9133,2,10,6,1,2,42
9134,2,1,7,0,2,2
9134,2,2,5,0,1,3
9134,2,3,6,1,4,7
9134,2,4,4,0,4,11
9134,2,5,6,0,3,14
9134,2,6,3,0,3,17
9134,2,7,4,0,2,19
9134,2,8,5,0,3,22
9134,2,9,7,0,7,29
9134,2,10,3,0,2,31
9135,2,1,4,0,0,0
9135,2,2,6,1,4,4
9135,2,3,4,0,4,8
9135,2,4,3,0,3,11
9135,2,5,5,1,3,14
9135,2,6,7,0,4,18
9135,2,7,7,1,3,21
9135,2,8,3,0,3,24
9135,2,9,5,1,5,29
9135,2,10,6,0,5,34
9136,2,1,4,1,4,4
9136,2,2,4,1,4,8
9136,2,3,3,0,3,11
9136,2,4,7,0,2,13
9136,2,5,3,1,3,16
9136,2,6,7,0,7,23
9136,2,7,5,1,5,28
9136,2,8,6,0,3,31
9136,2,9,5,1,4,35
9136,2,10,6,1,6,41
9137,2,1,7,1,4,4
9137,2,2,7,3,3,7
9137,2,3,3,0,0,7
9137,2,4,4,0,0,7
9137,2,5,5,1,3,10
9137,2,6,6,1,2,12
9137,2,7,5,0,4,16
9137,2,8,6,1,5,21
9137,2,9,3,1,1,22
9137,2,10,4,0,1,23
9138,2,1,6,0,6,6
9138,2,2,3,0,3,9
9138,2,3,3,0,3,12
9138,2,4,5,1,3,15
9138,2,5,6,1,5,20
9138,2,6,7,0,6,26
9138,2,7,7,1,4,30
9138,2,8,4,0,4,34
9138,2,9,4,0,4,38
9138,2,10,5,0,3,41
9139,2,1,5,2,1,1
9139,2,2,4,2,1,2
9139,2,3,3,0,1,3
9139,2,4,6,1,0,3
9139,2,5,4,0,4,7
9139,2,6,7,5,1,8
9139,2,7,3,0,3,11
9139,2,8,7,3,2,13
9139,2,9,6,1,1,14
9139,2,10,5,2,5,19
9140,2,1,4,0,0,0
9140,2,2,4,0,0,0
9140,2,3,5,2,1,1
9140,2,4,6,0,0,1
9140,2,5,7,0,0,1
9140,2,6,5,0,0,1
9140,2,7,3,0,0,1
9140,2,8,7,0,0,1
9140,2,9,6,1,0,1
9140,2,10,3,0,0,1
9141,2,1,5,0,5,5
9141,2,2,3,0,1,6
9141,2,3,6,1,0,6
9141,2,4,4,4,0,6
9141,2,5,6,3,3,9
9141,2,6,5,0,5,14
9141,2,7,3,0,3,17
9141,2,8,4,1,4,21
9141,2,9,7,0,2,23
9141,2,10,7,0,3,26
9142,2,1,3,0,3,3
9142,2,2,5,1,5,8
9142,2,3,5,1,5,13
9142,2,4,7,1,4,17
9142,2,5,6,0,4,21
9142,2,6,3,0,3,24
9142,2,7,7,0,1,25
9142,2,8,6,2,0,25
9142,2,9,4,1,4,29
9142,2,10,4,1,3,32
9143,2,1,4,0,4,4
9143,2,2,5,0,5,9
9143,2,3,3,0,3,12
9143,2,4,5,0,5,17
9143,2,5,4,0,4,21
9143,2,6,6,1,6,27
9143,2,7,7,0,2,29
9143,2,8,6,0,6,35
9143,2,9,7,0,5,40
9143,2,10,3,0,3,43
9144,2,1,4,0,2,2
9144,2,2,4,0,4,6
9144,2,3,5,0,5,11
9144,2,4,6,1,3,14
9144,2,5,5,0,5,19
9144,2,6,3,0,3,22
9144,2,7,7,0,5,27
9144,2,8,3,0,3,30
9144,2,9,6,1,6,36
9144,2,10,7,0,5,41
9145,2,1,6,0,6,6
9145,2,2,7,0,7,13
9145,2,3,3,0,3,16
9145,2,4,4,0,4,20
9145,2,5,5,0,5,25
9145,2,6,3,0,3,28
9145,2,7,6,0,6,34
9145,2,8,7,0,7,41
9145,2,9,5,0,3,44
9145,2,10,4,0,4,48
9146,2,1,7,0,4,4
9146,2,2,6,0,6,10
9146,2,3,4,0,4,14
9146,2,4,6,0,6,20
9146,2,5,3,0,3,23
9146,2,6,5,0,2,25
9146,2,7,3,0,3,28
9146,2,8,5,0,5,33
9146,2,9,7,0,2,35
9146,2,10,4,1,4,39
9147,2,1,7,0,3,3
9147,2,2,4,0,4,7
9147,2,3,7,0,4,11
9147,2,4,5,0,5,16
9147,2,5,5,0,5,21
9147,2,6,3,0,3,24
9147,2,7,6,1,3,27
9147,2,8,3,0,3,30
9147,2,9,6,0,2,32
9147,2,10,4,1,4,36
9148,2,1,5,1,5,5
9148,2,2,3,1,3,8
9148,2,3,3,0,3,11
9148,2,4,5,0,5,16
9148,2,5,4,0,3,19
9148,2,6,6,1,3,22
9148,2,7,7,0,3,25
9148,2,8,4,1,2,27
9148,2,9,7,2,2,29
9148,2,10,6,4,1,30
9149,2,1,6,4,6,6
9149,2,2,3,2,1,7
9149,2,3,4,0,0,7
9149,2,4,7,2,1,8
9149,2,5,5,0,0,8
9149,2,6,7,1,0,8
9149,2,7,6,0,0,8
9149,2,8,3,0,0,8
9149,2,9,5,1,0,8
9149,2,10,4,1,1,9
9150,2,1,7,0,4,4
9150,2,2,5,0,0,4
9150,2,3,6,0,0,4
9150,2,4,3,1,0,4
9150,2,5,4,0,0,4
9150,2,6,6,2,0,4
9150,2,7,3,1,0,4
9150,2,8,5,0,0,4
9150,2,9,4,1,0,4
9150,2,10,7,0,0,4
9151,2,1,7,0,2,2
9151,2,2,3,0,3,5
9151,2,3,5,0,3,8
9151,2,4,7,0,4,12
9151,2,5,6,0,4,16
9151,2,6,3,1,3,19
9151,2,7,5,0,3,22
9151,2,8,4,0,4,26
9151,2,9,6,0,4,30
9151,2,10,4,0,3,33
9152,2,1,3,1,3,3
9152,2,2,5,0,5,8
9152,2,3,3,0,3,11
9152,2,4,6,2,6,17
9152,2,5,4,1,4,21
9152,2,6,4,1,1,22
9152,2,7,5,1,5,27
9152,2,8,6,2,0,27
9152,2,9,7,4,1,28
9152,2,10,7,5,0,28
9153,2,1,5,2,4,4
9153,2,2,3,0,2,6
9153,2,3,6,0,1,7
9153,2,4,7,1,0,7
9153,2,5,4,1,4,11
9153,2,6,5,1,2,13
9153,2,7,3,0,3,16
9153,2,8,7,0,0,16
9153,2,9,4,0,0,16
9153,2,10,6,0,2,18
9154,2,1,5,0,3,3
9154,2,2,7,1,0,3
9154,2,3,6,0,4,7
9154,2,4,3,1,3,10
9154,2,5,5,0,4,14
9154,2,6,6,1,2,16
9154,2,7,4,0,2,18
9154,2,8,3,0,3,21
9154,2,9,7,1,0,21
9154,2,10,4,0,4,25
9155,2,1,4,1,4,4
9155,2,2,3,0,3,7
9155,2,3,5,1,5,12
9155,2,4,7,1,3,15
9155,2,5,5,1,5,20
9155,2,6,7,0,5,25
9155,2,7,6,0,5,30
9155,2,8,3,0,3,33
9155,2,9,4,2,3,36
9155,2,10,6,0,4,40
9156,2,1,7,2,1,1
9156,2,2,5,1,1,2
9156,2,3,3,1,3,5
9156,2,4,5,0,3,8
9156,2,5,4,1,4,12
9156,2,6,7,2,0,12
9156,2,7,3,0,3,15
9156,2,8,6,1,3,18
9156,2,9,6,2,3,21
9156,2,10,4,0,0,21
9157,2,1,6,0,2,2
9157,2,2,6,0,5,7
9157,2,3,4,0,3,10
9157,2,4,3,0,0,10
9157,2,5,7,1,1,11
9157,2,6,5,1,2,13
9157,2,7,7,2,0,13
9157,2,8,5,0,2,15
9157,2,9,3,0,3,18
9157,2,10,4,0,2,20
9158,2,1,5,2,5,5
9158,2,2,3,0,3,8
9158,2,3,4,0,2,10
9158,2,4,6,2,2,12
9158,2,5,5,0,5,17
9158,2,6,7,0,7,24
9158,2,7,6,2,2,26
9158,2,8,3,0,1,27
9158,2,9,4,0,4,31
9158,2,10,7,2,3,34
9159,2,1,4,0,4,4
9159,2,2,5,0,5,9
9159,2,3,6,2,3,12
9159,2,4,6,0,4,16
9159,2,5,3,1,3,19
9159,2,6,7,0,6,25
9159,2,7,5,0,3,28
9159,2,8,4,0,3,31
9159,2,9,7,0,4,35
9159,2,10,3,0,3,38
9160,2,1,4,1,4,4
9160,2,2,6,0,6,10
9160,2,3,3,0,3,13
9160,2,4,6,0,6,19
9160,2,5,7,0,7,26
9160,2,6,4,0,4,30
9160,2,7,7,0,7,37
9160,2,8,5,0,5,42
9160,2,9,3,0,3,45
9160,2,10,5,0,5,50
9161,2,1,6,1,4,4
9161,2,2,4,1,2,6
9161,2,3,4,0,1,7
9161,2,4,3,0,3,10
9161,2,5,6,1,0,10
9161,2,6,3,0,3,13
9161,2,7,7,2,2,15
9161,2,8,5,0,0,15
9161,2,9,7,0,0,15
9161,2,10,5,1,0,15
9163,2,1,6,0,5,5
9163,2,2,4,0,4,9
9163,2,3,3,0,3,12
9163,2,4,6,1,1,13
9163,2,5,5,1,2,15
9163,2,6,3,1,3,18
9163,2,7,7,1,5,23
9163,2,8,7,2,5,28
9163,2,9,4,1,4,32
9163,2,10,5,1,4,36
9164,2,1,7,0,1,1
9164,2,2,4,0,4,5
9164,2,3,4,0,4,9
9164,2,4,3,1,3,12
9164,2,5,3,0,1,13
9164,2,6,5,1,1,14
9164,2,7,6,3,1,15
9164,2,8,5,0,0,15
9164,2,9,7,3,3,18
9164,2,10,6,3,0,18
9165,2,1,4,0,4,4
9165,2,2,7,0,2,6
9165,2,3,3,0,2,8
9165,2,4,5,0,3,11
9165,2,5,6,3,4,15
9165,2,6,7,0,3,18
9165,2,7,4,0,2,20
9165,2,8,6,0,2,22
9165,2,9,5,0,2,24
9165,2,10,3,0,3,27
9166,2,1,6,0,6,6
9166,2,2,4,0,1,7
9166,2,3,7,0,5,12
9166,2,4,3,0,3,15
9166,2,5,6,0,4,19
9166,2,6,3,0,0,19
9166,2,7,7,0,4,23
9166,2,8,5,0,3,26
9166,2,9,4,0,4,30
9166,2,10,5,0,5,35
9167,2,1,7,0,7,7
9167,2,2,5,0,4,11
9167,2,3,4,0,4,15
9167,2,4,3,0,3,18
9167,2,5,7,0,3,21
9167,2,6,3,1,3,24
9167,2,7,6,2,4,28
9167,2,8,5,0,5,33
9167,2,9,6,0,3,36
9167,2,10,4,0,4,40
9168,2,1,6,3,4,4
9168,2,2,4,0,3,7
9168,2,3,7,1,3,10
9168,2,4,7,0,3,13
9168,2,5,3,0,3,16
9168,2,6,6,1,6,22
9168,2,7,4,0,3,25
9168,2,8,5,1,3,28
9168,2,9,3,1,0,28
9168,2,10,5,0,4,32
9169,2,1,7,1,3,3
9169,2,2,4,0,4,7
9169,2,3,3,0,3,10
9169,2,4,3,0,3,13
9169,2,5,5,1,4,17
9169,2,6,6,2,3,20
9169,2,7,4,0,4,24
9169,2,8,7,0,2,26
9169,2,9,6,0,6,32
9169,2,10,5,0,5,37
9170,2,1,7,1,2,2
9170,2,2,6,1,2,4
9170,2,3,3,0,2,6
9170,2,4,5,0,5,11
9170,2,5,4,2,1,12
9170,2,6,7,0,4,16
9170,2,7,4,0,3,19
9170,2,8,3,0,2,21
9170,2,9,5,0,4,25
9170,2,10,6,0,4,29
9171,2,1,3,0,2,2
9171,2,2,6,1,6,8
9171,2,3,4,0,1,9
9171,2,4,4,0,3,12
9171,2,5,6,0,2,14
9171,2,6,7,0,0,14
9171,2,7,3,1,3,17
9171,2,8,7,0,1,18
9171,2,9,5,1,0,18
9171,2,10,5,0,5,23
9172,2,1,4,0,0,0
9172,2,2,7,0,2,2
9172,2,3,4,1,1,3
9172,2,4,3,0,0,3
9172,2,5,3,1,0,3
9172,2,6,7,2,1,4
9172,2,7,5,1,1,5
9172,2,8,6,1,0,5
9172,2,9,6,0,0,5
9172,2,10,5,1,0,5
9173,2,1,5,2,4,4
9173,2,2,6,0,2,6
9173,2,3,7,1,6,12
9173,2,4,4,0,4,16
9173,2,5,5,0,5,21
9173,2,6,3,0,3,24
9173,2,7,3,0,3,27
9173,2,8,4,1,4,31
9173,2,9,6,0,4,35
9173,2,10,7,2,4,39
9174,2,1,6,0,6,6
9174,2,2,3,0,3,9
9174,2,3,7,0,4,13
9174,2,4,5,0,5,18
9174,2,5,6,0,6,24
9174,2,6,4,0,4,28
9174,2,7,4,0,4,32
9174,2,8,5,0,5,37
9174,2,9,7,0,3,40
9174,2,10,3,0,3,43
9175,2,1,7,2,0,0
9175,2,2,5,0,3,3
9175,2,3,3,0,1,4
9175,2,4,6,2,4,8
9175,2,5,3,0,2,10
9175,2,6,7,0,3,13
9175,2,7,4,0,1,14
9175,2,8,4,0,0,14
9175,2,9,5,1,1,15
9175,2,10,6,1,5,20
9176,2,1,4,0,4,4
9176,2,2,5,0,5,9
9176,2,3,7,2,4,13
9176,2,4,3,0,3,16
9176,2,5,7,0,0,16
9176,2,6,3,0,3,19
9176,2,7,5,0,5,24
9176,2,8,6,0,4,28
9176,2,9,4,0,4,32
9176,2,10,6,0,6,38
9177,2,1,6,3,1,1
9177,2,2,7,2,2,3
9177,2,3,4,0,0,3
9177,2,4,4,1,0,3
9177,2,5,7,1,1,4
9177,2,6,3,0,1,5
9177,2,7,6,2,0,5
9177,2,8,5,1,5,10
9177,2,9,3,0,3,13
9177,2,10,5,1,5,18
9179,2,1,6,1,4,4
9179,2,2,6,1,1,5
9179,2,3,4,0,1,6
9179,2,4,3,2,1,7
9179,2,5,5,0,0,7
9179,2,6,3,0,1,8
9179,2,7,7,0,0,8
9179,2,8,4,0,2,10
9179,2,9,5,1,2,12
9179,2,10,7,1,2,14
9180,2,1,5,0,5,5
9180,2,2,5,3,4,9
9180,2,3,3,0,3,12
9180,2,4,7,0,6,18
9180,2,5,4,0,4,22
9180,2,6,6,1,6,28
9180,2,7,3,0,2,30
9180,2,8,6,1,5,35
9180,2,9,7,0,6,41
9180,2,10,4,1,4,45
9181,2,1,6,0,6,6
9181,2,2,3,1,3,9
9181,2,3,5,0,5,14
9181,2,4,6,0,3,17
9181,2,5,4,0,3,20
9181,2,6,5,0,0,20
9181,2,7,4,0,4,24
9181,2,8,3,0,3,27
9181,2,9,7,2,1,28
9181,2,10,7,2,1,29
9182,2,1,7,1,2,2
9182,2,2,5,0,5,7
9182,2,3,5,1,3,10
9182,2,4,7,1,2,12
9182,2,5,3,0,3,15
9182,2,6,6,1,1,16
9182,2,7,3,0,3,19
9182,2,8,6,1,4,23
9182,2,9,4,1,0,23
9182,2,10,4,2,4,27
9183,2,1,7,0,6,6
9183,2,2,4,0,4,10
9183,2,3,6,1,4,14
9183,2,4,4,1,4,18
9183,2,5,3,1,3,21
9183,2,6,7,2,4,25
9183,2,7,6,0,6,31
9183,2,8,5,1,5,36
9183,2,9,3,0,3,39
9183,2,10,5,1,3,42
9184,2,1,7,3,2,2
9184,2,2,5,0,3,5
9184,2,3,7,0,3,8
9184,2,4,3,0,2,10
9184,2,5,4,0,2,12
9184,2,6,3,0,3,15
9184,2,7,4,0,1,16
9184,2,8,6,0,2,18
9184,2,9,6,1,2,20
9184,2,10,5,0,4,24
9185,2,1,5,0,3,3
9185,2,2,6,1,4,7
9185,2,3,3,1,3,10
9185,2,4,3,0,3,13
9185,2,5,7,1,2,15
9185,2,6,7,0,2,17
9185,2,7,4,0,2,19
9185,2,8,6,1,0,19
9185,2,9,5,0,1,20
9185,2,10,4,0,4,24
9186,2,1,4,0,4,4
9186,2,2,7,1,3,7
9186,2,3,7,1,0,7
9186,2,4,4,2,1,8
9186,2,5,3,1,3,11
9186,2,6,5,2,5,16
9186,2,7,5,0,5,21
9186,2,8,6,0,6,27
9186,2,9,6,0,6,33
9186,2,10,3,1,3,36
9187,2,1,3,0,3,3
9187,2,2,5,0,1,4
9187,2,3,5,1,0,4
9187,2,4,7,0,0,4
9187,2,5,7,1,0,4
9187,2,6,3,0,3,7
9187,2,7,6,2,6,13
9187,2,8,6,1,2,15
9187,2,9,4,0,0,15
9187,2,10,4,1,1,16
9188,2,1,7,1,6,6
9188,2,2,3,2,3,9
9188,2,3,4,0,4,13
9188,2,4,5,3,5,18
9188,2,5,3,2,3,21
9188,2,6,7,5,1,22
9188,2,7,4,3,4,26
9188,2,8,5,3,5,31
9188,2,9,6,4,6,37
9188,2,10,6,3,6,43
9189,2,1,6,0,6,6
9189,2,2,7,0,7,13
9189,2,3,5,0,5,18
9189,2,4,6,0,6,24
9189,2,5,3,0,3,27
9189,2,6,4,0,4,31
9189,2,7,7,0,3,34
9189,2,8,4,1,4,38
9189,2,9,3,0,3,41
9189,2,10,5,0,5,46
9190,2,1,7,2,0,0
9190,2,2,6,1,0,0
9190,2,3,5,2,0,0
9190,2,4,3,0,1,1
9190,2,5,4,1,0,1
9190,2,6,3,1,1,2
9190,2,7,7,1,0,2
9190,2,8,5,2,0,2
9190,2,9,4,1,0,2
9190,2,10,6,2,0,2
9191,2,1,6,1,5,5
9191,2,2,7,1,1,6
9191,2,3,4,0,4,10
9191,2,4,6,1,3,13
9191,2,5,7,0,7,20
9191,2,6,3,0,3,23
9191,2,7,5,1,5,28
9191,2,8,5,2,4,32
9191,2,9,3,0,3,35
9191,2,10,4,0,3,38
9192,2,1,4,0,3,3
9192,2,2,7,0,3,6
9192,2,3,4,1,4,10
9192,2,4,7,0,0,10
9192,2,5,5,1,1,11
9192,2,6,3,0,3,14
9192,2,7,3,0,3,17
9192,2,8,5,0,3,20
9192,2,9,6,0,4,24
9192,2,10,6,0,0,24
9193,2,1,5,0,3,3
9193,2,2,3,0,3,6
9193,2,3,5,2,1,7
9193,2,4,6,1,2,9
9193,2,5,7,2,2,11
9193,2,6,4,0,3,14
9193,2,7,7,2,2,16
9193,2,8,4,0,1,17
9193,2,9,6,0,0,17
9193,2,10,3,1,2,19
9194,2,1,6,1,4,4
9194,2,2,4,0,2,6
9194,2,3,5,0,2,8
9194,2,4,7,1,4,12
9194,2,5,3,0,3,15
9194,2,6,6,3,6,21
9194,2,7,3,0,2,23
9194,2,8,7,1,5,28
9194,2,9,4,0,4,32
9194,2,10,5,2,5,37
9195,2,1,7,0,7,7
9195,2,2,3,0,3,10
9195,2,3,6,1,6,16
9195,2,4,6,1,6,22
9195,2,5,4,1,4,26
9195,2,6,3,1,3,29
9195,2,7,5,0,5,34
9195,2,8,4,0,4,38
9195,2,9,7,1,3,41
9195,2,10,5,1,5,46
9196,2,1,6,1,5,5
9196,2,2,5,0,0,5
9196,2,3,5,1,0,5
9196,2,4,3,0,1,6
9196,2,5,3,1,3,9
9196,2,6,6,0,5,14
9196,2,7,4,0,4,18
9196,2,8,7,1,6,24
9196,2,9,4,0,4,28
9196,2,10,7,0,6,34
9197,2,1,4,0,3,3
9197,2,2,6,3,0,3
9197,2,3,7,4,1,4
9197,2,4,5,1,1,5
9197,2,5,7,2,1,6
9197,2,6,4,2,0,6
9197,2,7,6,1,0,6
9197,2,8,5,2,0,6
9197,2,9,3,0,0,6
9197,2,10,3,1,0,6
9198,2,1,4,1,0,0
9198,2,2,6,4,0,0
9198,2,3,5,4,0,0
9198,2,4,4,2,0,0
9198,2,5,7,3,0,0
9198,2,6,5,4,0,0
9198,2,7,3,2,0,0
9198,2,8,3,2,0,0
9198,2,9,7,3,0,0
9198,2,10,6,2,0,0
9199,2,1,7,2,4,4
9199,2,2,4,2,2,6
9199,2,3,3,2,3,9
9199,2,4,6,0,2,11
9199,2,5,7,0,3,14
9199,2,6,6,1,3,17
9199,2,7,5,1,4,21
9199,2,8,3,0,3,24
9199,2,9,5,0,2,26
9199,2,10,4,0,4,30
9200,2,1,5,0,5,5
9200,2,2,7,0,2,7
9200,2,3,6,0,4,11
9200,2,4,5,0,2,13
9200,2,5,3,0,1,14
9200,2,6,3,0,3,17
9200,2,7,4,0,4,21
9200,2,8,6,0,6,27
9200,2,9,4,1,4,31
9200,2,10,7,0,7,38
9201,2,1,5,1,5,5
9201,2,2,3,0,3,8
9201,2,3,6,1,4,12
9201,2,4,6,1,6,18
9201,2,5,7,0,6,24
9201,2,6,4,1,4,28
9201,2,7,5,0,5,33
9201,2,8,4,0,4,37
9201,2,9,7,1,2,39
9201,2,10,3,0,3,42
9202,2,1,5,0,3,3
9202,2,2,3,0,3,6
9202,2,3,7,1,0,6
9202,2,4,5,1,5,11
9202,2,5,6,0,2,13
9202,2,6,3,1,2,15
9202,2,7,4,1,2,17
9202,2,8,7,4,0,17
9202,2,9,6,0,4,21
9202,2,10,4,0,0,21
9203,2,1,4,0,4,4
9203,2,2,3,0,3,7
9203,2,3,3,0,3,10
9203,2,4,5,0,5,15
9203,2,5,6,0,4,19
9203,2,6,5,1,0,19
9203,2,7,6,0,4,23
9203,2,8,7,0,1,24
9203,2,9,4,0,4,28
9203,2,10,7,1,0,28
9204,2,1,7,1,3,3
9204,2,2,6,1,5,8
9204,2,3,5,2,1,9
9204,2,4,4,1,3,12
9204,2,5,3,1,3,15
9204,2,6,4,1,3,18
9204,2,7,6,1,3,21
9204,2,8,7,1,5,26
9204,2,9,3,1,3,29
9204,2,10,5,1,5,34
9205,2,1,6,0,1,1
9205,2,2,3,1,3,4
9205,2,3,4,1,3,7
9205,2,4,3,0,3,10
9205,2,5,7,3,0,10
9205,2,6,7,1,1,11
9205,2,7,5,0,3,14
9205,2,8,5,1,2,16
9205,2,9,6,3,3,19
9205,2,10,4,0,1,20
9206,2,1,6,2,0,0
9206,2,2,6,3,0,0
9206,2,3,7,1,0,0
9206,2,4,4,0,1,1
