subject,session,date,time,screen_size,block,trial,trial_type,set_size,resp,acc,rt,probe_resp
9071,1,02/07/23,16:07,"(1600, 900)",real,50,change,6,j,1,831.544,NA
9071,1,02/07/23,16:07,"(1600, 900)",real,51,change,6,j,1,968.7351,NA
9071,1,02/07/23,16:07,"(1600, 900)",real,52,change,6,j,1,1117.7988,NA
9071,1,02/07/23,16:07,"(1600, 900)",real,53,no-change,6,j,0,800.7179,NA
9071,1,02/07/23,16:07,"(1600, 900)",real,54,change,6,f,0,1093.3499,NA
9071,1,02/07/23,16:07,"(1600, 900)",real,55,change,6,j,1,1469.968,NA
9071,1,02/07/23,16:07,"(1600, 900)",real,56,no-change,6,f,1,910.2861,3
9071,1,02/07/23,16:07,"(1600, 900)",real,57,change,6,f,0,839.5144,NA
9071,1,02/07/23,16:07,"(1600, 900)",real,58,change,6,f,0,855.2026,NA
9071,1,02/07/23,16:07,"(1600, 900)",real,59,change,6,j,1,859.5701,NA
9071,1,02/07/23,16:07,"(1600, 900)",real,60,no-change,6,f,1,986.9348,NA
9072,1,02/07/23,16:21,"(1600, 900)",practice,0,no-change,6,f,1,2429.329,NA
9072,1,02/07/23,16:21,"(1600, 900)",practice,0,change,6,f,0,2104.1877,NA
9072,1,02/07/23,16:21,"(1600, 900)",practice,0,no-change,6,f,1,1842.1666,NA
9072,1,02/07/23,16:21,"(1600, 900)",practice,0,change,6,f,0,1083.6857,NA
9072,1,02/07/23,16:21,"(1600, 900)",practice,0,change,6,j,1,1874.3785,NA
9072,1,02/07/23,16:21,"(1600, 900)",practice,0,no-change,6,j,0,3070.529,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,1,no-change,6,f,1,3425.3972,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,2,no-change,6,j,0,1049.7625,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,3,change,6,j,1,1468.5221,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,4,no-change,6,f,1,3054.3262,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,5,no-change,6,f,1,1193.7591,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,6,no-change,6,f,1,986.0588,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,7,change,6,j,1,1362.392,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,8,change,6,j,1,3417.861,3
9072,1,02/07/23,16:21,"(1600, 900)",real,9,no-change,6,f,1,1290.8552,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,10,no-change,6,f,1,1138.2321,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,11,change,6,j,1,2036.8791,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,12,change,6,f,0,1655.4918,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,13,no-change,6,f,1,1465.8417,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,14,change,6,f,0,2473.9184,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,15,change,6,f,0,882.2952,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,16,no-change,6,f,1,868.0181,3
9072,1,02/07/23,16:21,"(1600, 900)",real,17,no-change,6,j,0,962.3428,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,18,change,6,j,1,2628.2467,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,19,no-change,6,j,0,1294.5738,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,20,change,6,f,0,2537.104,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,21,change,6,f,0,1174.1353,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,22,change,6,j,1,2908.4071,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,23,change,6,j,1,1851.0722,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,24,no-change,6,f,1,1608.6798,2
9072,1,02/07/23,16:21,"(1600, 900)",real,25,no-change,6,f,1,2953.2592,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,26,change,6,j,1,1334.7826,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,27,no-change,6,f,1,1818.6835,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,28,change,6,j,1,1113.4525,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,29,no-change,6,f,1,3150.1296,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,30,change,6,j,1,4450.0584,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,31,no-change,6,f,1,1229.2809,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,32,change,6,f,0,1154.6917,2
9072,1,02/07/23,16:21,"(1600, 900)",real,33,change,6,f,0,1226.5681,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,34,no-change,6,j,0,1969.4285,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,35,no-change,6,f,1,2131.4064,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,36,no-change,6,j,0,2056.8651,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,37,no-change,6,f,1,6355.2476,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,38,change,6,j,1,967.3761,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,39,no-change,6,f,1,1602.5133,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,40,change,6,j,1,1437.9217,2
9072,1,02/07/23,16:21,"(1600, 900)",real,41,change,6,j,1,2964.6668,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,42,change,6,f,0,1437.6251,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,43,change,6,f,0,2602.5943,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,44,change,6,j,1,2339.0845,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,45,no-change,6,f,1,1554.0099,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,46,no-change,6,j,0,1630.6788,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,47,no-change,6,f,1,1916.7451,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,48,no-change,6,j,0,1676.432,2
9072,1,02/07/23,16:21,"(1600, 900)",real,49,no-change,6,j,0,2029.6925,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,50,change,6,j,1,1286.4366,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,51,change,6,f,0,2829.2316,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,52,change,6,j,1,3281.7871,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,53,change,6,j,1,3.90899999999,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,54,no-change,6,f,1,1559.785,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,55,change,6,j,1,3763.2138,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,56,no-change,6,f,1,1866.7149,1
9072,1,02/07/23,16:21,"(1600, 900)",real,57,no-change,6,f,1,3526.6633,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,58,change,6,j,1,1566.4642,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,59,change,6,j,1,1427.654,NA
9072,1,02/07/23,16:21,"(1600, 900)",real,60,no-change,6,f,1,1768.9181,NA
9073,1,02/07/23,16:16,"(1600, 900)",practice,0,no-change,6,f,1,2621.9129,NA
9073,1,02/07/23,16:16,"(1600, 900)",practice,0,no-change,6,j,0,2551.793,NA
9073,1,02/07/23,16:16,"(1600, 900)",practice,0,no-change,6,f,1,1454.6081,NA
9073,1,02/07/23,16:16,"(1600, 900)",practice,0,change,6,j,1,1991.8688,NA
9073,1,02/07/23,16:16,"(1600, 900)",practice,0,change,6,f,0,2023.0783,NA
9073,1,02/07/23,16:16,"(1600, 900)",practice,0,change,6,j,1,1863.3498,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,1,change,6,f,0,802.6695,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,2,no-change,6,f,1,929.8827,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,3,change,6,f,0,700.6011,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,4,change,6,f,0,1756.5764,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,5,change,6,f,0,1438.7125,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,6,change,6,f,0,1316.4491,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,7,no-change,6,j,0,1228.4463,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,8,change,6,f,0,1696.0216,5
9073,1,02/07/23,16:16,"(1600, 900)",real,9,no-change,6,j,0,1900.0008,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,10,change,6,f,0,1976.4655,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,11,no-change,6,f,1,1714.3611,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,12,change,6,j,1,159.8949,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,13,change,6,f,0,1148.1123,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,14,no-change,6,f,1,3031.3352,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,15,no-change,6,f,1,1734.529,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,16,no-change,6,j,0,1855.0786,5
9073,1,02/07/23,16:16,"(1600, 900)",real,17,no-change,6,f,1,2022.2962,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,18,no-change,6,f,1,10289.9806,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,19,change,6,f,0,1409.3011,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,20,change,6,j,1,2069.7013,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,21,no-change,6,j,0,2038.0896,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,22,change,6,j,1,2039.6286,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,23,no-change,6,j,0,2139.7528,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,24,no-change,6,f,1,1603.1621,4
9073,1,02/07/23,16:16,"(1600, 900)",real,25,change,6,f,0,1522.5341,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,26,no-change,6,j,0,3795.6772,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,27,no-change,6,j,0,866.366,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,28,no-change,6,j,0,1712.4783,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,29,change,6,j,1,1102.1128,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,30,change,6,f,0,1560.5785,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,31,change,6,j,1,1802.4622,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,32,no-change,6,j,0,1340.1399,5
9073,1,02/07/23,16:16,"(1600, 900)",real,33,change,6,f,0,1811.7911,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,34,change,6,f,0,1250.2628,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,35,change,6,j,1,2333.4088,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,36,change,6,f,0,1431.2109,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,37,change,6,f,0,1826.5898,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,38,no-change,6,f,1,1506.5369,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,39,no-change,6,j,0,1805.3407,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,40,change,6,f,0,5365.7597,5
9073,1,02/07/23,16:16,"(1600, 900)",real,41,no-change,6,f,1,1470.4263,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,42,change,6,f,0,2383.2477,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,43,no-change,6,j,0,2479.6991,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,44,no-change,6,f,1,1743.0651,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,45,no-change,6,f,1,1200.7723,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,46,change,6,j,1,1956.8425,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,47,no-change,6,j,0,2112.4302,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,48,no-change,6,f,1,2231.6067,5
9073,1,02/07/23,16:16,"(1600, 900)",real,49,no-change,6,f,1,4770.6456,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,50,no-change,6,f,1,1841.7587,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,51,change,6,j,1,1427.2723,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,52,change,6,j,1,3419.033,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,53,change,6,j,1,3.77229999995,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,54,no-change,6,j,0,2070.8597,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,55,no-change,6,j,0,4.32200000004,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,56,no-change,6,f,1,1305.646,5
9073,1,02/07/23,16:16,"(1600, 900)",real,57,change,6,j,1,3697.4754,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,58,no-change,6,j,0,2395.6404000000002,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,59,change,6,j,1,1783.807,NA
9073,1,02/07/23,16:16,"(1600, 900)",real,60,change,6,j,1,1387.4831,NA
9074,1,02/08/23,10:47,"(1600, 900)",practice,0,no-change,6,f,1,3183.9269,NA
9074,1,02/08/23,10:47,"(1600, 900)",practice,0,change,6,f,0,5987.8233,NA
9074,1,02/08/23,10:47,"(1600, 900)",practice,0,change,6,j,1,2853.636,NA
9074,1,02/08/23,10:47,"(1600, 900)",practice,0,no-change,6,f,1,3173.7381,NA
9074,1,02/08/23,10:47,"(1600, 900)",practice,0,no-change,6,f,1,2134.6657,NA
9074,1,02/08/23,10:47,"(1600, 900)",practice,0,change,6,j,1,1153.0486,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,1,change,6,j,1,1424.6146,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,2,change,6,j,1,1152.6896,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,3,change,6,j,1,1080.3896,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,4,no-change,6,f,1,1420.426,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,5,no-change,6,f,1,1110.3929,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,6,no-change,6,f,1,3242,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,7,change,6,f,0,3502.5236,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,8,no-change,6,f,1,889.7081,1
9074,1,02/08/23,10:47,"(1600, 900)",real,9,no-change,6,f,1,960.1783,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,10,change,6,j,1,3152.2679,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,11,no-change,6,f,1,2971.5417,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,12,change,6,j,1,1212.1413,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,13,no-change,6,f,1,1418.3802,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,14,no-change,6,j,0,1891.2311,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,15,no-change,6,f,1,814.5674,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,16,no-change,6,f,1,981.1833,2
9074,1,02/08/23,10:47,"(1600, 900)",real,17,no-change,6,f,1,1011.3904,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,18,no-change,6,f,1,2109.0564,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,19,change,6,j,1,1253.3683,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,20,no-change,6,f,1,817.028,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,21,no-change,6,f,1,2026.5175,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,22,no-change,6,f,1,1332.6608,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,23,change,6,j,1,1245.311,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,24,no-change,6,f,1,832.5649,2
9074,1,02/08/23,10:47,"(1600, 900)",real,25,change,6,j,1,7960.7915,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,26,no-change,6,f,1,1544.7992,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,27,change,6,f,0,2860.904,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,28,no-change,6,f,1,1339.6728,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,29,no-change,6,f,1,2180.1605,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,30,change,6,j,1,812.1089,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,31,no-change,6,f,1,672.4539,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,32,change,6,f,0,937.0664,4
9074,1,02/08/23,10:47,"(1600, 900)",real,33,change,6,j,1,3118.1572,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,34,change,6,f,0,1116.6509,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,35,no-change,6,f,1,3061.2757,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,36,no-change,6,f,1,2348.4399,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,37,change,6,j,1,3379.9722,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,38,change,6,f,0,1277.3017,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,39,no-change,6,f,1,1202.4209,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,40,change,6,j,1,1388.1012,4
9074,1,02/08/23,10:47,"(1600, 900)",real,41,change,6,j,1,1471.8841,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,42,change,6,f,0,1499.2697,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,43,change,6,j,1,1029.4687,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,44,change,6,j,1,1112.6783,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,45,change,6,j,1,2866.1892,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,46,no-change,6,f,1,2748.6661,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,47,change,6,j,1,2504.6603,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,48,no-change,6,f,1,1163.7775,5
9074,1,02/08/23,10:47,"(1600, 900)",real,49,change,6,j,1,4003.8626,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,50,change,6,j,1,5497.7969,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,51,change,6,j,1,3056.0484,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,52,change,6,j,1,1384.1056,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,53,change,6,f,0,3880.1279,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,54,change,6,f,0,4998.6669,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,55,no-change,6,f,1,4.19160000002,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,56,no-change,6,f,1,6678.912,4
9074,1,02/08/23,10:47,"(1600, 900)",real,57,no-change,6,f,1,1659.3165,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,58,no-change,6,f,1,1387.7286,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,59,change,6,f,0,2801.0282,NA
9074,1,02/08/23,10:47,"(1600, 900)",real,60,no-change,6,f,1,1467.5199,NA
9077,1,02/08/23,12:57,"(1600, 900)",practice,0,change,6,f,0,2462.1509,NA
9077,1,02/08/23,12:57,"(1600, 900)",practice,0,no-change,6,j,0,2140.4795,NA
9077,1,02/08/23,12:57,"(1600, 900)",practice,0,change,6,j,1,1513.8405,NA
9077,1,02/08/23,12:57,"(1600, 900)",practice,0,no-change,6,f,1,1287.8874,NA
9077,1,02/08/23,12:57,"(1600, 900)",practice,0,no-change,6,j,0,1680.6252,NA
9077,1,02/08/23,12:57,"(1600, 900)",practice,0,change,6,j,1,1167.5581,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,1,no-change,6,j,0,2627.0659,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,2,change,6,f,0,912.0839,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,3,change,6,j,1,1189.0054,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,4,no-change,6,f,1,1313.5416,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,5,no-change,6,f,1,1432.3626,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,6,no-change,6,f,1,1729.6158,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,7,no-change,6,f,1,2235.0985,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,8,change,6,j,1,1452.2975,1
9077,1,02/08/23,12:57,"(1600, 900)",real,9,no-change,6,f,1,1523.0721,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,10,no-change,6,f,1,2285.7014,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,11,change,6,j,1,2785.4438,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,12,no-change,6,f,1,1302.1619,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,13,change,6,f,0,1387.3085,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,14,no-change,6,f,1,1027.3311,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,15,change,6,f,0,1692.4818,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,16,no-change,6,f,1,2062.5331,1
9077,1,02/08/23,12:57,"(1600, 900)",real,17,no-change,6,f,1,1788.8178,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,18,no-change,6,f,1,1308.4304,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,19,no-change,6,f,1,1164.4962,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,20,change,6,f,0,2136.6135,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,21,no-change,6,f,1,1193.0781,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,22,no-change,6,f,1,846.6032,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,23,change,6,j,1,1265.2514,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,24,change,6,f,0,3794.0791,1
9077,1,02/08/23,12:57,"(1600, 900)",real,25,no-change,6,f,1,1737.9485,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,26,change,6,j,1,939.8244,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,27,change,6,j,1,976.0567,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,28,no-change,6,f,1,1755.5269,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,29,change,6,f,0,1518.7261,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,30,change,6,f,0,1678.9597,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,31,change,6,j,1,2442.2397,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,32,no-change,6,j,0,1902.8063,2
9077,1,02/08/23,12:57,"(1600, 900)",real,33,change,6,f,0,1577.0928,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,34,no-change,6,f,1,1449.6672,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,35,no-change,6,f,1,2181.3466,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,36,no-change,6,f,1,1731.3765,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,37,no-change,6,j,0,3541.4223,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,38,change,6,f,0,860.301,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,39,change,6,f,0,1306.3651,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,40,change,6,f,0,1129.7332,3
9077,1,02/08/23,12:57,"(1600, 900)",real,41,no-change,6,f,1,1254.9249,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,42,change,6,f,0,872.4934,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,43,change,6,f,0,1203.1186,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,44,no-change,6,f,1,1616.2015,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,45,no-change,6,j,0,3983.0019,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,46,no-change,6,j,0,589.2712,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,47,change,6,f,0,579.1489,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,48,change,6,j,1,1595.2804,2
9077,1,02/08/23,12:57,"(1600, 900)",real,49,change,6,f,0,2015.3254,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,50,change,6,j,1,1169.6282,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,51,no-change,6,f,1,894.0606,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,52,change,6,j,1,1651.9647,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,53,change,6,j,1,2052.9599,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,54,no-change,6,j,0,1658.0841,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,55,no-change,6,f,1,904.0585,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,56,change,6,j,1,1153.0669,3
9077,1,02/08/23,12:57,"(1600, 900)",real,57,change,6,f,0,1422.6355,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,58,change,6,j,1,1532.3095,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,59,no-change,6,f,1,1608.9417,NA
9077,1,02/08/23,12:57,"(1600, 900)",real,60,change,6,f,0,1387.905,NA
9078,1,02/08/23,13:04,"(1600, 900)",practice,0,change,6,f,0,1804.595,NA
9078,1,02/08/23,13:04,"(1600, 900)",practice,0,no-change,6,f,1,2053.5445,NA
9078,1,02/08/23,13:04,"(1600, 900)",practice,0,change,6,f,0,2076.5366,NA
9078,1,02/08/23,13:04,"(1600, 900)",practice,0,no-change,6,f,1,1247.1207,NA
9078,1,02/08/23,13:04,"(1600, 900)",practice,0,no-change,6,f,1,1140.601,NA
9078,1,02/08/23,13:04,"(1600, 900)",practice,0,change,6,f,0,861.7252,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,1,change,6,f,0,1031.9336,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,2,no-change,6,f,1,1197.2127,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,3,change,6,j,1,3435.9703,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,4,change,6,j,1,2431.5885,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,5,change,6,j,1,1416.426,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,6,change,6,j,1,1913.145,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,7,no-change,6,f,1,1502.9983,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,8,change,6,j,1,1228.5518,3
9078,1,02/08/23,13:04,"(1600, 900)",real,9,change,6,j,1,3597.6766,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,10,no-change,6,f,1,1137.2651,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,11,no-change,6,f,1,1357.38,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,12,no-change,6,f,1,1711.5669,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,13,change,6,j,1,1748.2399,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,14,no-change,6,f,1,930.1079,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,15,change,6,j,1,1443.2324,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,16,change,6,j,1,1284.0428,4
9078,1,02/08/23,13:04,"(1600, 900)",real,17,no-change,6,f,1,2399.6233,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,18,no-change,6,f,1,1426.0212,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,19,change,6,f,0,1297.5535,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,20,no-change,6,f,1,2659.737,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,21,no-change,6,f,1,1254.3622,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,22,no-change,6,f,1,2182.1626,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,23,change,6,j,1,1982.6922,NA
9078,1,02/08/23,13:04,"(1600, 900)",real,24,change,6,f,0,1174.4789,4
