subject,session,date,time,block,trial,delay,acc,rt,target_side,V11,V12
9076,2,02/22/23,09:22,antisaccade,12,2000,0,6351.2031,left,NA,
9076,2,02/22/23,09:22,antisaccade,13,3000,0,936.0776,left,NA,
9076,2,02/22/23,09:22,antisaccade,14,2000,0,894.4667,left,NA,
9076,2,02/22/23,09:22,antisaccade,15,2000,1,491.5025,left,NA,
9076,2,02/22/23,09:22,antisaccade,16,2000,1,613.6884,right,NA,
9076,2,02/22/23,09:22,antisaccade,17,3000,0,1627.28,right,NA,
9076,2,02/22/23,09:22,antisaccade,18,2000,0,169.5968,left,NA,
9076,2,02/22/23,09:22,antisaccade,19,3000,1,106.8801,right,NA,
9076,2,02/22/23,09:22,antisaccade,20,2000,1,164.7921,left,NA,
9076,2,02/22/23,09:22,antisaccade,21,2000,1,117.1808,right,NA,
9076,2,02/22/23,09:22,antisaccade,22,2000,1,105.7922,right,NA,
9076,2,02/22/23,09:22,antisaccade,23,3000,0,165.3249,left,NA,
9076,2,02/22/23,09:22,antisaccade,24,3000,1,167.5975,left,NA,
9076,2,02/22/23,09:22,antisaccade,25,2000,1,117.8319,right,NA,
9076,2,02/22/23,09:22,antisaccade,26,2000,0,116.9052,right,NA,
9076,2,02/22/23,09:22,antisaccade,27,3000,1,165.9845,left,NA,
9076,2,02/22/23,09:22,antisaccade,28,2000,1,164.3899,left,NA,
9076,2,02/22/23,09:22,antisaccade,29,3000,0,176.6315,left,NA,
9076,2,02/22/23,09:22,antisaccade,30,2000,1,164.8824,left,NA,
9076,2,02/22/23,09:22,antisaccade,31,2000,1,725.6903,right,NA,
9076,2,02/22/23,09:22,antisaccade,32,3000,1,191.3366,left,NA,
9076,2,02/22/23,09:22,antisaccade,33,3000,0,165.787,left,NA,
9076,2,02/22/23,09:22,antisaccade,34,3000,0,107.3933,right,NA,
9076,2,02/22/23,09:22,antisaccade,35,3000,1,119.3586,right,NA,
9076,2,02/22/23,09:22,antisaccade,36,3000,0,163.7076,left,NA,
9076,2,02/22/23,09:22,antisaccade,37,2000,1,174.423,left,NA,
9076,2,02/22/23,09:22,antisaccade,38,3000,1,179.9127,left,NA,
9076,2,02/22/23,09:22,antisaccade,39,3000,1,107.8482,right,NA,
9076,2,02/22/23,09:22,antisaccade,40,2000,1,987.1765,right,NA,
9076,2,02/22/23,09:22,antisaccade,41,2000,1,309.7651,right,NA,
9076,2,02/22/23,09:22,antisaccade,42,3000,1,111.5525,right,NA,
9076,2,02/22/23,09:22,antisaccade,43,2000,0,110.2765,right,NA,
9076,2,02/22/23,09:22,antisaccade,44,2000,0,715.6336,right,NA,
9076,2,02/22/23,09:22,antisaccade,45,3000,1,121.1844,right,NA,
9076,2,02/22/23,09:22,antisaccade,46,3000,0,178.1472,left,NA,
9076,2,02/22/23,09:22,antisaccade,47,2000,1,111.7238,right,NA,
9076,2,02/22/23,09:22,antisaccade,48,3000,1,163.0653,left,NA,
9076,2,02/22/23,09:22,antisaccade,49,3000,1,175.2775,left,NA,
9076,2,02/22/23,09:22,antisaccade,50,2000,1,3472.2553,left,NA,
9076,2,02/22/23,09:22,antisaccade,51,2000,1,827.8169,right,NA,
9076,2,02/22/23,09:22,antisaccade,52,2000,0,173.9029,left,NA,
9076,2,02/22/23,09:22,antisaccade,53,2000,0,110.5441,right,NA,
9076,2,02/22/23,09:22,antisaccade,54,3000,0,106.9397,right,NA,
9076,2,02/22/23,09:22,antisaccade,55,2000,1,184.1626,left,NA,
9076,2,02/22/23,09:22,antisaccade,56,2000,0,109.2339,right,NA,
9076,2,02/22/23,09:22,antisaccade,57,3000,1,162.6909,left,NA,
9076,2,02/22/23,09:22,antisaccade,58,2000,0,110.3529,right,NA,
9076,2,02/22/23,09:22,antisaccade,59,3000,1,126.1241,right,NA,
9076,2,02/22/23,09:22,antisaccade,60,3000,0,862.7673,right,NA,
9077,2,02/22/23,12:35,slow_practice,1,3000,1,4068.5666,right,NA,
9077,2,02/22/23,12:35,slow_practice,2,2000,0,2149.0581,right,NA,
9077,2,02/22/23,12:35,slow_practice,3,3000,1,1071.929,right,NA,
9077,2,02/22/23,12:35,slow_practice,4,3000,1,917.8797,left,NA,
9077,2,02/22/23,12:35,slow_practice,5,3000,1,1054.8246,left,NA,
9077,2,02/22/23,12:35,slow_practice,6,2000,1,734.4455,left,NA,
9077,2,02/22/23,12:35,slow_practice,7,2000,1,1230.5776,right,NA,
9077,2,02/22/23,12:35,slow_practice,8,3000,1,703.1819,left,NA,
9077,2,02/22/23,12:35,fast_practice,1,3000,1,659.9307,,NA,right
9077,2,02/22/23,12:35,fast_practice,2,2000,1,758.2768,,NA,right
9077,2,02/22/23,12:35,fast_practice,3,2000,0,1413.0177,,NA,left
9077,2,02/22/23,12:35,fast_practice,4,2000,1,657.4082,,NA,left
9077,2,02/22/23,12:35,fast_practice,5,2000,1,1624.7815,,NA,right
9077,2,02/22/23,12:35,fast_practice,6,3000,1,1270.8813,,NA,right
9077,2,02/22/23,12:35,fast_practice,7,2000,1,647.0939,,NA,right
9077,2,02/22/23,12:35,fast_practice,8,2000,1,759.7941,,NA,left
9077,2,02/22/23,12:35,fast_practice,9,2000,1,645.6744,,NA,left
9077,2,02/22/23,12:35,fast_practice,10,2000,1,583.0305,,NA,left
9077,2,02/22/23,12:35,fast_practice,11,3000,1,535.8957,,NA,left
9077,2,02/22/23,12:35,fast_practice,12,2000,0,1264.2926,,NA,left
9077,2,02/22/23,12:35,fast_practice,13,2000,0,1477.9762,,NA,right
9077,2,02/22/23,12:35,fast_practice,14,3000,1,647.6922,,NA,right
9077,2,02/22/23,12:35,fast_practice,15,3000,1,1041.4685,,NA,right
9077,2,02/22/23,12:35,fast_practice,16,3000,1,576.1065,,NA,right
9077,2,02/22/23,12:35,antisaccade,1,2000,1,684.3439,left,NA,
9077,2,02/22/23,12:35,antisaccade,2,2000,1,511.91,left,NA,
9077,2,02/22/23,12:35,antisaccade,3,2000,1,709.6223,right,NA,
9077,2,02/22/23,12:35,antisaccade,4,2000,1,580.4961,left,NA,
9077,2,02/22/23,12:35,antisaccade,5,3000,1,1139.0664,left,NA,
9077,2,02/22/23,12:35,antisaccade,6,2000,1,511.7781,right,NA,
9077,2,02/22/23,12:35,antisaccade,7,2000,1,611.2494,left,NA,
9077,2,02/22/23,12:35,antisaccade,8,3000,1,550.6637,left,NA,
9077,2,02/22/23,12:35,antisaccade,9,3000,1,615.5247,left,NA,
9077,2,02/22/23,12:35,antisaccade,10,3000,1,702.5627,right,NA,
9077,2,02/22/23,12:35,antisaccade,11,3000,1,728.5225,right,NA,
9077,2,02/22/23,12:35,antisaccade,12,3000,0,1209.2433,right,NA,
9077,2,02/22/23,12:35,antisaccade,13,3000,1,768.8634,left,NA,
9077,2,02/22/23,12:35,antisaccade,14,3000,1,1140.7851,left,NA,
9077,2,02/22/23,12:35,antisaccade,15,3000,1,696.255,left,NA,
9077,2,02/22/23,12:35,antisaccade,16,2000,1,1049.7272,right,NA,
9077,2,02/22/23,12:35,antisaccade,17,3000,1,575.8489,left,NA,
9077,2,02/22/23,12:35,antisaccade,18,3000,1,1098.4313,right,NA,
9077,2,02/22/23,12:35,antisaccade,19,3000,1,650.3457,right,NA,
9077,2,02/22/23,12:35,antisaccade,20,3000,1,561.0276,right,NA,
9077,2,02/22/23,12:35,antisaccade,21,3000,1,658.4815,left,NA,
9077,2,02/22/23,12:35,antisaccade,22,3000,1,722.5511,left,NA,
9077,2,02/22/23,12:35,antisaccade,23,2000,1,674.025,left,NA,
9077,2,02/22/23,12:35,antisaccade,24,3000,1,654.4696,right,NA,
9077,2,02/22/23,12:35,antisaccade,25,2000,1,1288.2619,left,NA,
9077,2,02/22/23,12:35,antisaccade,26,2000,0,1010.4867,right,NA,
9077,2,02/22/23,12:35,antisaccade,27,2000,1,792.8963,left,NA,
9077,2,02/22/23,12:35,antisaccade,28,3000,1,578.83,right,NA,
9077,2,02/22/23,12:35,antisaccade,29,3000,1,575.7348,left,NA,
9077,2,02/22/23,12:35,antisaccade,30,2000,1,574.1613,left,NA,
9077,2,02/22/23,12:35,antisaccade,31,2000,1,1811.4749,left,NA,
9077,2,02/22/23,12:35,antisaccade,32,3000,1,726.4193,right,NA,
9077,2,02/22/23,12:35,antisaccade,33,3000,1,541.5628,left,NA,
9077,2,02/22/23,12:35,antisaccade,34,3000,1,464.2167,left,NA,
9077,2,02/22/23,12:35,antisaccade,35,2000,1,845.0953,left,NA,
9077,2,02/22/23,12:35,antisaccade,36,2000,1,1183.1733,right,NA,
9077,2,02/22/23,12:35,antisaccade,37,3000,1,539.7542,left,NA,
9077,2,02/22/23,12:35,antisaccade,38,2000,1,626.3212,left,NA,
9077,2,02/22/23,12:35,antisaccade,39,3000,1,574.552,right,NA,
9077,2,02/22/23,12:35,antisaccade,40,2000,1,1810.9821,left,NA,
9077,2,02/22/23,12:35,antisaccade,41,2000,1,1134.7325,right,NA,
9077,2,02/22/23,12:35,antisaccade,42,2000,1,567.7725,left,NA,
9077,2,02/22/23,12:35,antisaccade,43,2000,1,679.5392,left,NA,
9077,2,02/22/23,12:35,antisaccade,44,3000,1,530.3452,left,NA,
9077,2,02/22/23,12:35,antisaccade,45,2000,1,2138.5091,right,NA,
9077,2,02/22/23,12:35,antisaccade,46,2000,0,1230.3687,left,NA,
9077,2,02/22/23,12:35,antisaccade,47,3000,1,564.0016,left,NA,
9077,2,02/22/23,12:35,antisaccade,48,3000,1,586.5622,right,NA,
9077,2,02/22/23,12:35,antisaccade,49,3000,1,618.224,right,NA,
9077,2,02/22/23,12:35,antisaccade,50,2000,1,570.0463,left,NA,
9077,2,02/22/23,12:35,antisaccade,51,2000,1,486.2465,left,NA,
9077,2,02/22/23,12:35,antisaccade,52,2000,1,646.875,left,NA,
9077,2,02/22/23,12:35,antisaccade,53,3000,1,484.1036,left,NA,
9077,2,02/22/23,12:35,antisaccade,54,2000,0,1000.5699,right,NA,
9077,2,02/22/23,12:35,antisaccade,55,2000,0,1300.7707,left,NA,
9077,2,02/22/23,12:35,antisaccade,56,2000,1,575.1165,left,NA,
9077,2,02/22/23,12:35,antisaccade,57,2000,1,626.434,right,NA,
9077,2,02/22/23,12:35,antisaccade,58,3000,1,646.6378,left,NA,
9077,2,02/22/23,12:35,antisaccade,59,2000,0,1208.9555,right,NA,
9077,2,02/22/23,12:35,antisaccade,60,3000,1,542.2691,right,NA,
9078,2,02/22/23,12:31,slow_practice,1,3000,1,893.2934,right,NA,
9078,2,02/22/23,12:31,slow_practice,2,2000,1,588.9343,left,NA,
9078,2,02/22/23,12:31,slow_practice,3,2000,1,553.9774,right,NA,
9078,2,02/22/23,12:31,slow_practice,4,3000,1,560.4226,right,NA,
9078,2,02/22/23,12:31,slow_practice,5,2000,1,485.2635,right,NA,
9078,2,02/22/23,12:31,slow_practice,6,2000,1,950.5951,right,NA,
9078,2,02/22/23,12:31,slow_practice,7,2000,1,505.6145,right,NA,
9078,2,02/22/23,12:31,slow_practice,8,2000,1,1327.4986,left,NA,
9078,2,02/22/23,12:31,fast_practice,1,3000,1,604.6347,,NA,right
9078,2,02/22/23,12:31,fast_practice,2,2000,1,570.0089,,NA,right
9078,2,02/22/23,12:31,fast_practice,3,2000,1,608.7481,,NA,right
9078,2,02/22/23,12:31,fast_practice,4,2000,1,535.2661,,NA,left
9078,2,02/22/23,12:31,fast_practice,5,3000,1,523.9842,,NA,right
9078,2,02/22/23,12:31,fast_practice,6,3000,1,475.6627,,NA,left
9078,2,02/22/23,12:31,fast_practice,7,3000,1,443.8518,,NA,right
9078,2,02/22/23,12:31,fast_practice,8,2000,1,497.2966,,NA,right
9078,2,02/22/23,12:31,fast_practice,9,2000,1,461.8598,,NA,right
9078,2,02/22/23,12:31,fast_practice,10,3000,1,501.0033,,NA,left
9078,2,02/22/23,12:31,fast_practice,11,3000,1,430.3167,,NA,left
9078,2,02/22/23,12:31,fast_practice,12,2000,1,539.1947,,NA,left
9078,2,02/22/23,12:31,fast_practice,13,3000,1,491.9758,,NA,left
9078,2,02/22/23,12:31,fast_practice,14,3000,0,457.4671,,NA,right
9078,2,02/22/23,12:31,fast_practice,15,3000,1,618.1087,,NA,right
9078,2,02/22/23,12:31,fast_practice,16,3000,1,522.7622,,NA,right
9078,2,02/22/23,12:31,antisaccade,1,2000,1,519.4456,right,NA,
9078,2,02/22/23,12:31,antisaccade,2,3000,1,526.4326,left,NA,
9078,2,02/22/23,12:31,antisaccade,3,2000,1,482.4933,right,NA,
9078,2,02/22/23,12:31,antisaccade,4,3000,1,588.6331,left,NA,
9078,2,02/22/23,12:31,antisaccade,5,2000,1,554.7466,left,NA,
9078,2,02/22/23,12:31,antisaccade,6,2000,1,544.9395,right,NA,
9078,2,02/22/23,12:31,antisaccade,7,3000,1,451.06,right,NA,
9078,2,02/22/23,12:31,antisaccade,8,3000,1,494.6589,right,NA,
9078,2,02/22/23,12:31,antisaccade,9,3000,1,546.276,right,NA,
9078,2,02/22/23,12:31,antisaccade,10,2000,1,462.4123,right,NA,
9078,2,02/22/23,12:31,antisaccade,11,2000,1,532.8764,left,NA,
9078,2,02/22/23,12:31,antisaccade,12,2000,1,612.771,left,NA,
9078,2,02/22/23,12:31,antisaccade,13,2000,1,470.08,right,NA,
9078,2,02/22/23,12:31,antisaccade,14,2000,1,733.3479,left,NA,
9078,2,02/22/23,12:31,antisaccade,15,2000,1,491.9951,left,NA,
9078,2,02/22/23,12:31,antisaccade,16,2000,1,451.9082,left,NA,
9078,2,02/22/23,12:31,antisaccade,17,3000,1,483.3443,left,NA,
9078,2,02/22/23,12:31,antisaccade,18,3000,1,481.053,left,NA,
9078,2,02/22/23,12:31,antisaccade,19,2000,1,508.6717,left,NA,
9078,2,02/22/23,12:31,antisaccade,20,3000,1,513.0172,right,NA,
9078,2,02/22/23,12:31,antisaccade,21,3000,1,423.8032,right,NA,
9078,2,02/22/23,12:31,antisaccade,22,3000,1,469.4149,left,NA,
9078,2,02/22/23,12:31,antisaccade,23,3000,1,506.7985,right,NA,
9078,2,02/22/23,12:31,antisaccade,24,2000,1,430.541,left,NA,
9078,2,02/22/23,12:31,antisaccade,25,2000,1,514.0332,right,NA,
9078,2,02/22/23,12:31,antisaccade,26,3000,1,466.6661,right,NA,
9078,2,02/22/23,12:31,antisaccade,27,2000,1,552.4253,right,NA,
9078,2,02/22/23,12:31,antisaccade,28,3000,1,439.8063,left,NA,
9078,2,02/22/23,12:31,antisaccade,29,3000,1,519.1912,left,NA,
9078,2,02/22/23,12:31,antisaccade,30,3000,1,481.9847,right,NA,
9078,2,02/22/23,12:31,antisaccade,31,3000,1,559.567,right,NA,
9078,2,02/22/23,12:31,antisaccade,32,2000,0,3060.0667,left,NA,
9078,2,02/22/23,12:31,antisaccade,33,3000,1,523.6395,left,NA,
9078,2,02/22/23,12:31,antisaccade,34,2000,0,1545.7499,right,NA,
9078,2,02/22/23,12:31,antisaccade,35,2000,1,563.2586,right,NA,
9078,2,02/22/23,12:31,antisaccade,36,2000,1,694.4293,right,NA,
9078,2,02/22/23,12:31,antisaccade,37,3000,1,628.8469,right,NA,
9078,2,02/22/23,12:31,antisaccade,38,3000,1,541.8495,left,NA,
9078,2,02/22/23,12:31,antisaccade,39,2000,1,650.8668,left,NA,
9078,2,02/22/23,12:31,antisaccade,40,3000,1,572.9195,left,NA,
9078,2,02/22/23,12:31,antisaccade,41,3000,1,559.1869,right,NA,
9078,2,02/22/23,12:31,antisaccade,42,2000,1,576.8829,left,NA,
9078,2,02/22/23,12:31,antisaccade,43,3000,1,572.015,left,NA,
9078,2,02/22/23,12:31,antisaccade,44,2000,0,1849.6992,right,NA,
9078,2,02/22/23,12:31,antisaccade,45,3000,1,529.0947,right,NA,
9078,2,02/22/23,12:31,antisaccade,46,3000,1,546.0737,right,NA,
9078,2,02/22/23,12:31,antisaccade,47,2000,1,511.8881,right,NA,
9078,2,02/22/23,12:31,antisaccade,48,2000,1,538.9513,right,NA,
9078,2,02/22/23,12:31,antisaccade,49,2000,0,1708.1839,right,NA,
9078,2,02/22/23,12:31,antisaccade,50,3000,1,558.7825,left,NA,
9078,2,02/22/23,12:31,antisaccade,51,3000,1,466.2012,right,NA,
9078,2,02/22/23,12:31,antisaccade,52,3000,1,764.598,right,NA,
9078,2,02/22/23,12:31,antisaccade,53,2000,1,1415.3762,right,NA,
9078,2,02/22/23,12:31,antisaccade,54,2000,1,704.0311,left,NA,
9078,2,02/22/23,12:31,antisaccade,55,2000,1,830.8318,right,NA,
9078,2,02/22/23,12:31,antisaccade,56,3000,1,583.9756,right,NA,
9078,2,02/22/23,12:31,antisaccade,57,3000,0,817.9022,left,NA,
9078,2,02/22/23,12:31,antisaccade,58,2000,0,1420.817,right,NA,
9078,2,02/22/23,12:31,antisaccade,59,3000,1,588.2556,left,NA,
9078,2,02/22/23,12:31,antisaccade,60,2000,1,584.2523,right,NA,
9079,2,02/22/23,12:27,slow_practice,1,2000,1,1316.2229,left,NA,
9079,2,02/22/23,12:27,slow_practice,2,2000,1,825.8165,left,NA,
9079,2,02/22/23,12:27,slow_practice,3,2000,1,809.5748,right,NA,
9079,2,02/22/23,12:27,slow_practice,4,3000,1,761.2262,right,NA,
9079,2,02/22/23,12:27,slow_practice,5,3000,1,616.2255,right,NA,
9079,2,02/22/23,12:27,slow_practice,6,3000,1,926.2609,right,NA,
9079,2,02/22/23,12:27,slow_practice,7,2000,1,559.9537,left,NA,
9079,2,02/22/23,12:27,slow_practice,8,2000,1,596.24,left,NA,
9079,2,02/22/23,12:27,fast_practice,1,3000,1,1051.4022,,NA,right
9079,2,02/22/23,12:27,fast_practice,2,3000,1,934.6937,,NA,right
9079,2,02/22/23,12:27,fast_practice,3,3000,0,528.2747,,NA,left
9079,2,02/22/23,12:27,fast_practice,4,2000,0,638.2882,,NA,right
9079,2,02/22/23,12:27,fast_practice,5,2000,1,522.9988,,NA,left
9079,2,02/22/23,12:27,fast_practice,6,2000,1,625.5918,,NA,left
9079,2,02/22/23,12:27,fast_practice,7,2000,1,558.8837,,NA,left
9079,2,02/22/23,12:27,fast_practice,8,3000,0,865.9949,,NA,right
9079,2,02/22/23,12:27,fast_practice,9,3000,1,587.2565,,NA,left
9079,2,02/22/23,12:27,fast_practice,10,3000,0,1077.7607,,NA,left
9079,2,02/22/23,12:27,fast_practice,11,3000,1,706.7283,,NA,right
9079,2,02/22/23,12:27,fast_practice,12,3000,0,523.5659,,NA,right
9079,2,02/22/23,12:27,fast_practice,13,3000,1,618.1992,,NA,right
9079,2,02/22/23,12:27,fast_practice,14,3000,1,760.2931,,NA,left
9079,2,02/22/23,12:27,fast_practice,15,2000,1,928.6649,,NA,left
9079,2,02/22/23,12:27,fast_practice,16,3000,0,688.1557,,NA,right
9079,2,02/22/23,12:27,antisaccade,1,3000,1,928.1384,right,NA,
9079,2,02/22/23,12:27,antisaccade,2,3000,1,683.9247,left,NA,
9079,2,02/22/23,12:27,antisaccade,3,2000,1,645.6476,right,NA,
9079,2,02/22/23,12:27,antisaccade,4,2000,1,701.4886,left,NA,
9079,2,02/22/23,12:27,antisaccade,5,2000,1,485.603,left,NA,
9079,2,02/22/23,12:27,antisaccade,6,2000,1,492.8349,right,NA,
9079,2,02/22/23,12:27,antisaccade,7,2000,1,613.9564,right,NA,
9079,2,02/22/23,12:27,antisaccade,8,3000,1,514.8858,left,NA,
9079,2,02/22/23,12:27,antisaccade,9,2000,1,1270.5774,right,NA,
9079,2,02/22/23,12:27,antisaccade,10,3000,0,1289.6032,left,NA,
9079,2,02/22/23,12:27,antisaccade,11,3000,1,689.9405,left,NA,
9079,2,02/22/23,12:27,antisaccade,12,3000,1,633.5978,right,NA,
9079,2,02/22/23,12:27,antisaccade,13,3000,1,842.3305,left,NA,
9079,2,02/22/23,12:27,antisaccade,14,2000,1,827.2933,right,NA,
9079,2,02/22/23,12:27,antisaccade,15,3000,1,634.4159,left,NA,
9079,2,02/22/23,12:27,antisaccade,16,3000,0,1811.3798,right,NA,
9079,2,02/22/23,12:27,antisaccade,17,2000,1,1510.3118,left,NA,
9079,2,02/22/23,12:27,antisaccade,18,2000,1,819.1041,right,NA,
9079,2,02/22/23,12:27,antisaccade,19,2000,1,751.1439,left,NA,
9079,2,02/22/23,12:27,antisaccade,20,3000,0,106.4173,right,NA,
9079,2,02/22/23,12:27,antisaccade,21,2000,0,107.1157,right,NA,
9079,2,02/22/23,12:27,antisaccade,22,2000,0,108.8404,right,NA,
9079,2,02/22/23,12:27,antisaccade,23,3000,1,110.727,right,NA,
9079,2,02/22/23,12:27,antisaccade,24,2000,0,166.5328,left,NA,
9079,2,02/22/23,12:27,antisaccade,25,3000,1,563.5854,left,NA,
9079,2,02/22/23,12:27,antisaccade,26,3000,1,704.731,left,NA,
9079,2,02/22/23,12:27,antisaccade,27,2000,1,846.9417,left,NA,
9079,2,02/22/23,12:27,antisaccade,28,3000,1,807.867,right,NA,
9079,2,02/22/23,12:27,antisaccade,29,3000,0,1158.5606,right,NA,
9079,2,02/22/23,12:27,antisaccade,30,2000,0,2791.9321,left,NA,
9079,2,02/22/23,12:27,antisaccade,31,3000,1,555.9362,left,NA,
9079,2,02/22/23,12:27,antisaccade,32,2000,0,1110.1228,right,NA,
9079,2,02/22/23,12:27,antisaccade,33,3000,1,676.3958,left,NA,
9079,2,02/22/23,12:27,antisaccade,34,3000,1,550.623,left,NA,
9079,2,02/22/23,12:27,antisaccade,35,2000,1,1229.0027,right,NA,
9079,2,02/22/23,12:27,antisaccade,36,2000,1,1085.9555,right,NA,
9079,2,02/22/23,12:27,antisaccade,37,3000,1,564.8161,right,NA,
9079,2,02/22/23,12:27,antisaccade,38,3000,1,580.4864,right,NA,
9079,2,02/22/23,12:27,antisaccade,39,2000,1,655.4995,right,NA,
9079,2,02/22/23,12:27,antisaccade,40,2000,1,1330.1898,left,NA,
9079,2,02/22/23,12:27,antisaccade,41,3000,1,546.1556,left,NA,
9079,2,02/22/23,12:27,antisaccade,42,3000,0,1081.8435,right,NA,
9079,2,02/22/23,12:27,antisaccade,43,2000,0,1152.9554,left,NA,
9079,2,02/22/23,12:27,antisaccade,44,2000,1,628.1351,right,NA,
9079,2,02/22/23,12:27,antisaccade,45,2000,1,621.6115,left,NA,
9079,2,02/22/23,12:27,antisaccade,46,3000,1,650.0753,left,NA,
9079,2,02/22/23,12:27,antisaccade,47,2000,0,1438.3186,right,NA,
9079,2,02/22/23,12:27,antisaccade,48,2000,0,3346.7834,right,NA,
9079,2,02/22/23,12:27,antisaccade,49,2000,1,1584.6455,right,NA,
9079,2,02/22/23,12:27,antisaccade,50,2000,1,1168.7077,right,NA,
9079,2,02/22/23,12:27,antisaccade,51,2000,1,938.0613,left,NA,
9079,2,02/22/23,12:27,antisaccade,52,3000,1,628.4489,right,NA,
9079,2,02/22/23,12:27,antisaccade,53,2000,1,451.2508,left,NA,
9079,2,02/22/23,12:27,antisaccade,54,2000,1,448.3364,left,NA,
9079,2,02/22/23,12:27,antisaccade,55,2000,1,527.3502,right,NA,
9079,2,02/22/23,12:27,antisaccade,56,2000,1,962.3441,left,NA,
9079,2,02/22/23,12:27,antisaccade,57,2000,1,725.7501,left,NA,
9079,2,02/22/23,12:27,antisaccade,58,3000,1,707.9938,right,NA,
9079,2,02/22/23,12:27,antisaccade,59,3000,1,1068.7508,left,NA,
9079,2,02/22/23,12:27,antisaccade,60,2000,1,886.5161,left,NA,
9080,2,02/24/23,12:31,slow_practice,1,3000,1,1200.9437,left,NA,
9080,2,02/24/23,12:31,slow_practice,2,2000,1,1048.2347,left,NA,
9080,2,02/24/23,12:31,slow_practice,3,3000,1,736.7706,left,NA,
9080,2,02/24/23,12:31,slow_practice,4,2000,1,679.8779,left,NA,
9080,2,02/24/23,12:31,slow_practice,5,2000,1,1167.7451,right,NA,
9080,2,02/24/23,12:31,slow_practice,6,2000,1,888.5331,right,NA,
9080,2,02/24/23,12:31,slow_practice,7,2000,0,1048.2132,right,NA,
9080,2,02/24/23,12:31,slow_practice,8,2000,1,751.0521,right,NA,
9080,2,02/24/23,12:31,fast_practice,1,3000,1,628.7188,,NA,right
9080,2,02/24/23,12:31,fast_practice,2,2000,0,943.0454,,NA,right
9080,2,02/24/23,12:31,fast_practice,3,2000,1,990.2047,,NA,right
9080,2,02/24/23,12:31,fast_practice,4,2000,1,1377.2432,,NA,left
9080,2,02/24/23,12:31,fast_practice,5,2000,0,1177.2127,,NA,left
9080,2,02/24/23,12:31,fast_practice,6,3000,0,1070.5914,,NA,right
9080,2,02/24/23,12:31,fast_practice,7,3000,1,658.0455,,NA,left
9080,2,02/24/23,12:31,fast_practice,8,3000,0,1014.5848,,NA,left
9080,2,02/24/23,12:31,fast_practice,9,2000,0,1187.7751,,NA,left
9080,2,02/24/23,12:31,fast_practice,10,3000,1,772.931,,NA,left
9080,2,02/24/23,12:31,fast_practice,11,2000,1,677.0342,,NA,left
9080,2,02/24/23,12:31,fast_practice,12,2000,1,998.5257,,NA,right
9080,2,02/24/23,12:31,fast_practice,13,2000,1,606.8654,,NA,right
9080,2,02/24/23,12:31,fast_practice,14,2000,1,608.4856,,NA,right
9080,2,02/24/23,12:31,fast_practice,15,2000,0,672.1201,,NA,left
9080,2,02/24/23,12:31,fast_practice,16,3000,1,624.1505,,NA,left
9080,2,02/24/23,12:31,antisaccade,1,2000,1,736.5425,left,NA,
9080,2,02/24/23,12:31,antisaccade,2,2000,1,796.5679,right,NA,
9080,2,02/24/23,12:31,antisaccade,3,2000,1,889.195,right,NA,
9080,2,02/24/23,12:31,antisaccade,4,3000,1,885.6533,right,NA,
9080,2,02/24/23,12:31,antisaccade,5,2000,1,1082.1762,left,NA,
9080,2,02/24/23,12:31,antisaccade,6,3000,1,688.9196,left,NA,
9080,2,02/24/23,12:31,antisaccade,7,3000,1,629.0868,left,NA,
9080,2,02/24/23,12:31,antisaccade,8,3000,1,635.3847,left,NA,
9080,2,02/24/23,12:31,antisaccade,9,2000,1,1229.6361,left,NA,
9080,2,02/24/23,12:31,antisaccade,10,3000,0,2926.7367,right,NA,
9080,2,02/24/23,12:31,antisaccade,11,3000,1,646.968,left,NA,
9080,2,02/24/23,12:31,antisaccade,12,2000,1,2258.0851,left,NA,
9080,2,02/24/23,12:31,antisaccade,13,2000,1,832.2732,left,NA,
9080,2,02/24/23,12:31,antisaccade,14,3000,1,1069.662,right,NA,
9080,2,02/24/23,12:31,antisaccade,15,3000,0,908.4408,right,NA,
9080,2,02/24/23,12:31,antisaccade,16,3000,1,1011.0146,right,NA,
9080,2,02/24/23,12:31,antisaccade,17,2000,1,728.5502,left,NA,
9080,2,02/24/23,12:31,antisaccade,18,2000,1,874.1185,left,NA,
9080,2,02/24/23,12:31,antisaccade,19,3000,0,875.1141,left,NA,
9080,2,02/24/23,12:31,antisaccade,20,3000,1,984.1245,right,NA,
9080,2,02/24/23,12:31,antisaccade,21,3000,0,845.4916,right,NA,
9080,2,02/24/23,12:31,antisaccade,22,3000,1,1183.0219,right,NA,
9080,2,02/24/23,12:31,antisaccade,23,2000,1,1064.8339,left,NA,
9080,2,02/24/23,12:31,antisaccade,24,3000,1,806.7453,left,NA,
9080,2,02/24/23,12:31,antisaccade,25,2000,1,1020.2607,right,NA,
9080,2,02/24/23,12:31,antisaccade,26,2000,1,762.0654,right,NA,
9080,2,02/24/23,12:31,antisaccade,27,2000,1,702.2039,left,NA,
9080,2,02/24/23,12:31,antisaccade,28,3000,1,629.2522,right,NA,
9080,2,02/24/23,12:31,antisaccade,29,2000,1,868.2916,right,NA,
9080,2,02/24/23,12:31,antisaccade,30,2000,0,948.2336,right,NA,
9080,2,02/24/23,12:31,antisaccade,31,3000,1,690.151,right,NA,
9080,2,02/24/23,12:31,antisaccade,32,3000,1,664.1712,left,NA,
