subject,session,date,time,block,list,setsize,symmetryerrors,spantotal,symspantotal
9195,2,10/24/23,15:45,realblock,8,2,0,2,18
9196,2,10/25/23,09:54,realblock,1,4,0,4,4
9196,2,10/25/23,09:54,realblock,2,2,0,2,6
9196,2,10/25/23,09:54,realblock,3,3,0,3,9
9196,2,10/25/23,09:54,realblock,4,2,0,2,11
9196,2,10/25/23,09:54,realblock,5,5,0,5,16
9196,2,10/25/23,09:54,realblock,6,3,0,2,18
9196,2,10/25/23,09:54,realblock,7,4,0,4,22
9196,2,10/25/23,09:54,realblock,8,5,1,5,27
9197,2,10/25/23,09:44,realblock,1,4,1,4,4
9197,2,10/25/23,09:44,realblock,2,5,2,5,9
9197,2,10/25/23,09:44,realblock,3,2,0,2,11
9197,2,10/25/23,09:44,realblock,4,5,4,5,16
9197,2,10/25/23,09:44,realblock,5,3,2,3,19
9197,2,10/25/23,09:44,realblock,6,3,2,3,22
9197,2,10/25/23,09:44,realblock,7,2,1,2,24
9197,2,10/25/23,09:44,realblock,8,4,3,1,25
9198,2,10/26/23,09:54,realblock,1,2,2,0,0
9198,2,10/26/23,09:54,realblock,2,3,2,0,0
9198,2,10/26/23,09:54,realblock,3,4,4,0,0
9198,2,10/26/23,09:54,realblock,4,5,2,0,0
9198,2,10/26/23,09:54,realblock,5,2,0,0,0
9198,2,10/26/23,09:54,realblock,6,5,1,0,0
9198,2,10/26/23,09:54,realblock,7,4,3,0,0
9198,2,10/26/23,09:54,realblock,8,3,0,0,0
9199,2,10/26/23,12:34,realblock,1,3,0,3,3
9199,2,10/26/23,12:34,realblock,2,5,0,5,8
9199,2,10/26/23,12:34,realblock,3,4,0,3,11
9199,2,10/26/23,12:34,realblock,4,2,0,2,13
9199,2,10/26/23,12:34,realblock,5,2,0,2,15
9199,2,10/26/23,12:34,realblock,6,4,0,4,19
9199,2,10/26/23,12:34,realblock,7,5,0,4,23
9199,2,10/26/23,12:34,realblock,8,3,1,2,25
9200,2,10/25/23,12:45,realblock,1,5,0,5,5
9200,2,10/25/23,12:45,realblock,2,3,0,3,8
9200,2,10/25/23,12:45,realblock,3,2,0,2,10
9200,2,10/25/23,12:45,realblock,4,2,0,2,12
9200,2,10/25/23,12:45,realblock,5,5,0,5,17
9200,2,10/25/23,12:45,realblock,6,4,0,4,21
9200,2,10/25/23,12:45,realblock,7,3,0,2,23
9200,2,10/25/23,12:45,realblock,8,4,2,4,27
9201,2,10/25/23,12:42,realblock,1,4,0,4,4
9201,2,10/25/23,12:42,realblock,2,4,0,4,8
9201,2,10/25/23,12:42,realblock,3,5,0,2,10
9201,2,10/25/23,12:42,realblock,4,5,0,3,13
9201,2,10/25/23,12:42,realblock,5,3,0,2,15
9201,2,10/25/23,12:42,realblock,6,3,0,3,18
9201,2,10/25/23,12:42,realblock,7,2,0,2,20
9201,2,10/25/23,12:42,realblock,8,2,0,2,22
9202,2,10/25/23,15:51,realblock,1,2,0,2,2
9202,2,10/25/23,15:51,realblock,2,4,0,2,4
9202,2,10/25/23,15:51,realblock,3,5,0,3,7
9202,2,10/25/23,15:51,realblock,4,3,0,3,10
9202,2,10/25/23,15:51,realblock,5,3,0,3,13
9202,2,10/25/23,15:51,realblock,6,4,0,2,15
9202,2,10/25/23,15:51,realblock,7,2,0,2,17
9202,2,10/25/23,15:51,realblock,8,5,0,0,17
9203,2,10/25/23,15:53,realblock,1,3,0,3,3
9203,2,10/25/23,15:53,realblock,2,4,0,0,3
9203,2,10/25/23,15:53,realblock,3,5,0,3,6
9203,2,10/25/23,15:53,realblock,4,5,1,4,10
9203,2,10/25/23,15:53,realblock,5,2,1,2,12
9203,2,10/25/23,15:53,realblock,6,3,0,3,15
9203,2,10/25/23,15:53,realblock,7,4,0,4,19
9203,2,10/25/23,15:53,realblock,8,2,0,2,21
9204,2,10/25/23,15:41,realblock,1,3,0,3,3
9204,2,10/25/23,15:41,realblock,2,4,0,4,7
9204,2,10/25/23,15:41,realblock,3,5,0,3,10
9204,2,10/25/23,15:41,realblock,4,2,0,2,12
9204,2,10/25/23,15:41,realblock,5,2,0,2,14
9204,2,10/25/23,15:41,realblock,6,3,0,3,17
9204,2,10/25/23,15:41,realblock,7,4,0,4,21
9204,2,10/25/23,15:41,realblock,8,5,0,4,25
9205,2,10/26/23,09:58,realblock,1,2,0,2,2
9205,2,10/26/23,09:58,realblock,2,2,0,2,4
9205,2,10/26/23,09:58,realblock,3,5,1,3,7
9205,2,10/26/23,09:58,realblock,4,4,0,4,11
9205,2,10/26/23,09:58,realblock,5,3,0,3,14
9205,2,10/26/23,09:58,realblock,6,4,0,4,18
9205,2,10/26/23,09:58,realblock,7,3,0,3,21
9205,2,10/26/23,09:58,realblock,8,5,0,3,24
9206,2,10/26/23,09:56,realblock,1,3,2,0,0
9206,2,10/26/23,09:56,realblock,2,4,1,0,0
9206,2,10/26/23,09:56,realblock,3,5,0,1,1
9206,2,10/26/23,09:56,realblock,4,4,0,0,1
9206,2,10/26/23,09:56,realblock,5,5,1,0,1
9206,2,10/26/23,09:56,realblock,6,2,0,0,1
9206,2,10/26/23,09:56,realblock,7,2,0,0,1
9206,2,10/26/23,09:56,realblock,8,3,1,3,4
9207,2,10/26/23,12:44,realblock,1,3,0,3,3
9207,2,10/26/23,12:44,realblock,2,4,1,3,6
9207,2,10/26/23,12:44,realblock,3,2,0,2,8
9207,2,10/26/23,12:44,realblock,4,5,0,1,9
9207,2,10/26/23,12:44,realblock,5,3,2,3,12
9207,2,10/26/23,12:44,realblock,6,5,1,2,14
9207,2,10/26/23,12:44,realblock,7,2,0,2,16
9207,2,10/26/23,12:44,realblock,8,4,0,4,20
9209,2,10/26/23,12:44,realblock,1,5,1,1,1
9209,2,10/26/23,12:44,realblock,2,4,0,4,5
9209,2,10/26/23,12:44,realblock,3,3,0,2,7
9209,2,10/26/23,12:44,realblock,4,2,0,2,9
9209,2,10/26/23,12:44,realblock,5,5,0,4,13
9209,2,10/26/23,12:44,realblock,6,4,1,3,16
9209,2,10/26/23,12:44,realblock,7,3,0,3,19
9209,2,10/26/23,12:44,realblock,8,2,1,2,21
9210,2,10/26/23,15:37,realblock,1,4,0,3,3
9210,2,10/26/23,15:37,realblock,2,4,0,4,7
9210,2,10/26/23,15:37,realblock,3,5,1,4,11
9210,2,10/26/23,15:37,realblock,4,3,0,3,14
9210,2,10/26/23,15:37,realblock,5,2,0,2,16
9210,2,10/26/23,15:37,realblock,6,2,0,2,18
9210,2,10/26/23,15:37,realblock,7,5,0,5,23
9210,2,10/26/23,15:37,realblock,8,3,0,3,26
9211,2,10/26/23,15:43,realblock,1,4,0,4,4
9211,2,10/26/23,15:43,realblock,2,5,1,5,9
9211,2,10/26/23,15:43,realblock,3,2,0,2,11
9211,2,10/26/23,15:43,realblock,4,5,0,5,16
9211,2,10/26/23,15:43,realblock,5,3,2,3,19
9211,2,10/26/23,15:43,realblock,6,3,1,3,22
9211,2,10/26/23,15:43,realblock,7,2,0,2,24
9211,2,10/26/23,15:43,realblock,8,4,0,3,27
9212,2,11/03/23,09:42,realblock,1,4,1,4,4
9212,2,11/03/23,09:42,realblock,2,2,0,2,6
9212,2,11/03/23,09:42,realblock,3,5,0,5,11
9212,2,11/03/23,09:42,realblock,4,3,0,3,14
9212,2,11/03/23,09:42,realblock,5,4,0,4,18
9212,2,11/03/23,09:42,realblock,6,3,0,3,21
9212,2,11/03/23,09:42,realblock,7,2,0,2,23
9212,2,11/03/23,09:42,realblock,8,5,0,5,28
9213,2,11/03/23,09:58,realblock,1,3,0,3,3
9213,2,11/03/23,09:58,realblock,2,2,0,2,5
9213,2,11/03/23,09:58,realblock,3,4,0,4,9
9213,2,11/03/23,09:58,realblock,4,3,0,3,12
9213,2,11/03/23,09:58,realblock,5,2,0,2,14
9213,2,11/03/23,09:58,realblock,6,5,0,2,16
9213,2,11/03/23,09:58,realblock,7,5,0,5,21
9213,2,11/03/23,09:58,realblock,8,4,1,4,25
9214,2,10/27/23,09:37,realblock,1,5,0,2,2
9214,2,10/27/23,09:37,realblock,2,5,0,5,7
9214,2,10/27/23,09:37,realblock,3,3,0,3,10
9214,2,10/27/23,09:37,realblock,4,2,0,2,12
9214,2,10/27/23,09:37,realblock,5,4,0,4,16
9214,2,10/27/23,09:37,realblock,6,3,0,3,19
9214,2,10/27/23,09:37,realblock,7,4,1,4,23
9214,2,10/27/23,09:37,realblock,8,2,0,2,25
9215,2,10/27/23,12:51,realblock,1,4,0,4,4
9215,2,10/27/23,12:51,realblock,2,5,0,1,5
9215,2,10/27/23,12:51,realblock,3,3,0,3,8
9215,2,10/27/23,12:51,realblock,4,2,0,2,10
9215,2,10/27/23,12:51,realblock,5,3,1,0,10
9215,2,10/27/23,12:51,realblock,6,2,0,2,12
9215,2,10/27/23,12:51,realblock,7,4,1,4,16
9215,2,10/27/23,12:51,realblock,8,5,1,5,21
9216,2,10/27/23,12:40,realblock,1,2,0,2,2
9216,2,10/27/23,12:40,realblock,2,5,0,5,7
9216,2,10/27/23,12:40,realblock,3,4,0,4,11
9216,2,10/27/23,12:40,realblock,4,3,0,3,14
9216,2,10/27/23,12:40,realblock,5,2,0,2,16
9216,2,10/27/23,12:40,realblock,6,4,0,4,20
9216,2,10/27/23,12:40,realblock,7,3,0,3,23
9216,2,10/27/23,12:40,realblock,8,5,0,4,27
9217,2,10/27/23,12:34,realblock,1,5,0,2,2
9217,2,10/27/23,12:34,realblock,2,2,0,2,4
9217,2,10/27/23,12:34,realblock,3,5,0,3,7
9217,2,10/27/23,12:34,realblock,4,4,0,4,11
9217,2,10/27/23,12:34,realblock,5,3,0,0,11
9217,2,10/27/23,12:34,realblock,6,4,0,4,15
9217,2,10/27/23,12:34,realblock,7,3,0,3,18
9217,2,10/27/23,12:34,realblock,8,2,0,2,20
9218,2,10/27/23,15:55,realblock,1,3,0,3,3
9218,2,10/27/23,15:55,realblock,2,4,0,4,7
9218,2,10/27/23,15:55,realblock,3,5,0,5,12
9218,2,10/27/23,15:55,realblock,4,3,0,3,15
9218,2,10/27/23,15:55,realblock,5,2,0,2,17
9218,2,10/27/23,15:55,realblock,6,4,0,4,21
9218,2,10/27/23,15:55,realblock,7,5,0,5,26
9218,2,10/27/23,15:55,realblock,8,2,1,2,28
9219,2,10/27/23,15:42,realblock,1,2,1,2,2
9219,2,10/27/23,15:42,realblock,2,4,0,3,5
9219,2,10/27/23,15:42,realblock,3,3,0,3,8
9219,2,10/27/23,15:42,realblock,4,4,0,4,12
9219,2,10/27/23,15:42,realblock,5,3,1,3,15
9219,2,10/27/23,15:42,realblock,6,5,0,4,19
9219,2,10/27/23,15:42,realblock,7,2,0,2,21
9219,2,10/27/23,15:42,realblock,8,5,0,3,24
9220,2,02/19/24,09:44,realblock,1,5,2,1,1
9220,2,02/19/24,09:44,realblock,2,2,1,2,3
9220,2,02/19/24,09:44,realblock,3,2,0,2,5
9220,2,02/19/24,09:44,realblock,4,3,0,3,8
9220,2,02/19/24,09:44,realblock,5,4,1,4,12
9220,2,02/19/24,09:44,realblock,6,4,0,4,16
9220,2,02/19/24,09:44,realblock,7,3,1,3,19
9220,2,02/19/24,09:44,realblock,8,5,0,5,24
9221,2,02/26/24,09:55,realblock,1,2,0,2,2
9221,2,02/26/24,09:55,realblock,2,2,0,2,4
9221,2,02/26/24,09:55,realblock,3,4,0,4,8
9221,2,02/26/24,09:55,realblock,4,3,0,2,10
9221,2,02/26/24,09:55,realblock,5,4,0,3,13
9221,2,02/26/24,09:55,realblock,6,5,1,2,15
9221,2,02/26/24,09:55,realblock,7,3,0,3,18
9221,2,02/26/24,09:55,realblock,8,5,1,1,19
9222,2,02/19/24,12:39,realblock,1,2,0,2,2
9222,2,02/19/24,12:39,realblock,2,3,0,1,3
9222,2,02/19/24,12:39,realblock,3,4,0,4,7
9222,2,02/19/24,12:39,realblock,4,3,0,1,8
9222,2,02/19/24,12:39,realblock,5,5,0,2,10
9222,2,02/19/24,12:39,realblock,6,4,1,4,14
9222,2,02/19/24,12:39,realblock,7,5,2,0,14
9222,2,02/19/24,12:39,realblock,8,2,1,1,15
9223,2,02/19/24,15:48,realblock,1,4,0,0,0
9223,2,02/19/24,15:48,realblock,2,2,0,2,2
9223,2,02/19/24,15:48,realblock,3,3,0,3,5
9223,2,02/19/24,15:48,realblock,4,5,0,5,10
9223,2,02/19/24,15:48,realblock,5,4,1,0,10
9223,2,02/19/24,15:48,realblock,6,2,0,2,12
9223,2,02/19/24,15:48,realblock,7,5,0,3,15
9223,2,02/19/24,15:48,realblock,8,3,0,2,17
9225,2,02/19/24,15:35,realblock,1,2,0,2,2
9225,2,02/19/24,15:35,realblock,2,3,0,3,5
9225,2,02/19/24,15:35,realblock,3,4,0,4,9
9225,2,02/19/24,15:35,realblock,4,4,0,4,13
9225,2,02/19/24,15:35,realblock,5,2,0,2,15
9225,2,02/19/24,15:35,realblock,6,5,0,5,20
9225,2,02/19/24,15:35,realblock,7,3,0,3,23
9225,2,02/19/24,15:35,realblock,8,5,1,5,28
9226,2,02/20/24,09:41,realblock,1,3,0,3,3
9226,2,02/20/24,09:41,realblock,2,4,0,4,7
9226,2,02/20/24,09:41,realblock,3,3,0,3,10
9226,2,02/20/24,09:41,realblock,4,2,0,2,12
9226,2,02/20/24,09:41,realblock,5,4,0,4,16
9226,2,02/20/24,09:41,realblock,6,2,0,2,18
9226,2,02/20/24,09:41,realblock,7,5,0,4,22
9226,2,02/20/24,09:41,realblock,8,5,1,5,27
9228,2,02/20/24,12:52,realblock,1,4,0,1,1
9228,2,02/20/24,12:52,realblock,2,5,1,3,4
9228,2,02/20/24,12:52,realblock,3,5,0,1,5
9228,2,02/20/24,12:52,realblock,4,4,0,1,6
9228,2,02/20/24,12:52,realblock,5,3,1,3,9
9228,2,02/20/24,12:52,realblock,6,2,1,0,9
9228,2,02/20/24,12:52,realblock,7,3,0,3,12
9228,2,02/20/24,12:52,realblock,8,2,1,2,14
9229,2,02/20/24,12:56,realblock,1,3,1,3,3
9229,2,02/20/24,12:56,realblock,2,4,2,1,4
9229,2,02/20/24,12:56,realblock,3,3,3,3,7
9229,2,02/20/24,12:56,realblock,4,2,0,2,9
9229,2,02/20/24,12:56,realblock,5,4,4,2,11
9229,2,02/20/24,12:56,realblock,6,5,3,1,12
9229,2,02/20/24,12:56,realblock,7,5,2,4,16
9229,2,02/20/24,12:56,realblock,8,2,1,2,18
9230,2,02/21/24,09:34,realblock,1,5,0,5,5
9230,2,02/21/24,09:34,realblock,2,4,1,4,9
9230,2,02/21/24,09:34,realblock,3,3,0,3,12
9230,2,02/21/24,09:34,realblock,4,3,0,3,15
9230,2,02/21/24,09:34,realblock,5,5,0,2,17
9230,2,02/21/24,09:34,realblock,6,4,0,2,19
9230,2,02/21/24,09:34,realblock,7,2,0,2,21
9230,2,02/21/24,09:34,realblock,8,2,1,2,23
9231,2,02/21/24,09:42,realblock,1,2,1,2,2
9231,2,02/21/24,09:42,realblock,2,4,1,3,5
9231,2,02/21/24,09:42,realblock,3,2,0,2,7
9231,2,02/21/24,09:42,realblock,4,5,3,3,10
9231,2,02/21/24,09:42,realblock,5,5,2,4,14
9231,2,02/21/24,09:42,realblock,6,3,1,3,17
9231,2,02/21/24,09:42,realblock,7,3,1,3,20
9231,2,02/21/24,09:42,realblock,8,4,2,2,22
9232,2,02/21/24,12:46,realblock,1,3,0,3,3
9232,2,02/21/24,12:46,realblock,2,3,0,3,6
9232,2,02/21/24,12:46,realblock,3,5,0,4,10
9232,2,02/21/24,12:46,realblock,4,2,0,2,12
9232,2,02/21/24,12:46,realblock,5,4,0,4,16
9232,2,02/21/24,12:46,realblock,6,5,1,1,17
9232,2,02/21/24,12:46,realblock,7,2,0,2,19
9232,2,02/21/24,12:46,realblock,8,4,1,4,23
9233,2,02/21/24,12:51,realblock,1,2,0,2,2
9233,2,02/21/24,12:51,realblock,2,2,0,2,4
9233,2,02/21/24,12:51,realblock,3,5,0,2,6
9233,2,02/21/24,12:51,realblock,4,3,0,3,9
9233,2,02/21/24,12:51,realblock,5,3,0,3,12
9233,2,02/21/24,12:51,realblock,6,4,0,4,16
9233,2,02/21/24,12:51,realblock,7,4,0,4,20
9233,2,02/21/24,12:51,realblock,8,5,0,0,20
9234,2,02/21/24,13:00,realblock,1,3,0,3,3
9234,2,02/21/24,13:00,realblock,2,5,2,2,5
9234,2,02/21/24,13:00,realblock,3,2,0,1,6
9234,2,02/21/24,13:00,realblock,4,4,0,4,10
9234,2,02/21/24,13:00,realblock,5,4,0,2,12
9234,2,02/21/24,13:00,realblock,6,2,0,2,14
9234,2,02/21/24,13:00,realblock,7,3,0,3,17
9234,2,02/21/24,13:00,realblock,8,5,1,1,18
9235,2,02/21/24,15:43,realblock,1,5,0,5,5
9235,2,02/21/24,15:43,realblock,2,5,0,5,10
9235,2,02/21/24,15:43,realblock,3,2,0,2,12
9235,2,02/21/24,15:43,realblock,4,4,0,4,16
9235,2,02/21/24,15:43,realblock,5,3,0,3,19
9235,2,02/21/24,15:43,realblock,6,4,0,4,23
9235,2,02/21/24,15:43,realblock,7,3,0,3,26
9235,2,02/21/24,15:43,realblock,8,2,0,2,28
9236,2,02/21/24,15:39,realblock,1,4,0,4,4
9236,2,02/21/24,15:39,realblock,2,5,0,5,9
9236,2,02/21/24,15:39,realblock,3,5,0,5,14
9236,2,02/21/24,15:39,realblock,4,3,0,3,17
9236,2,02/21/24,15:39,realblock,5,2,1,1,18
9236,2,02/21/24,15:39,realblock,6,2,1,2,20
9236,2,02/21/24,15:39,realblock,7,4,0,4,24
9236,2,02/21/24,15:39,realblock,8,3,0,3,27
9237,2,02/22/24,15:32,realblock,1,3,0,3,3
9237,2,02/22/24,15:32,realblock,2,3,0,3,6
9237,2,02/22/24,15:32,realblock,3,2,0,2,8
9237,2,02/22/24,15:32,realblock,4,4,0,4,12
9237,2,02/22/24,15:32,realblock,5,4,0,3,15
9237,2,02/22/24,15:32,realblock,6,2,0,2,17
9237,2,02/22/24,15:32,realblock,7,5,0,2,19
9237,2,02/22/24,15:32,realblock,8,5,2,4,23
9238,2,02/22/24,15:45,realblock,1,2,1,2,2
9238,2,02/22/24,15:45,realblock,2,5,0,5,7
9238,2,02/22/24,15:45,realblock,3,3,0,3,10
9238,2,02/22/24,15:45,realblock,4,4,0,2,12
9238,2,02/22/24,15:45,realblock,5,3,0,3,15
9238,2,02/22/24,15:45,realblock,6,5,0,3,18
9238,2,02/22/24,15:45,realblock,7,2,0,2,20
9238,2,02/22/24,15:45,realblock,8,4,0,4,24
9239,2,02/23/24,09:57,realblock,1,4,0,4,4
9239,2,02/23/24,09:57,realblock,2,4,0,4,8
9239,2,02/23/24,09:57,realblock,3,5,0,5,13
9239,2,02/23/24,09:57,realblock,4,3,0,3,16
9239,2,02/23/24,09:57,realblock,5,5,0,5,21
9239,2,02/23/24,09:57,realblock,6,2,0,2,23
9239,2,02/23/24,09:57,realblock,7,2,1,2,25
9239,2,02/23/24,09:57,realblock,8,3,1,3,28
9240,2,02/23/24,09:41,realblock,1,4,0,4,4
9240,2,02/23/24,09:41,realblock,2,4,0,4,8
9240,2,02/23/24,09:41,realblock,3,3,0,3,11
9240,2,02/23/24,09:41,realblock,4,5,1,3,14
9240,2,02/23/24,09:41,realblock,5,5,0,5,19
9240,2,02/23/24,09:41,realblock,6,2,0,2,21
9240,2,02/23/24,09:41,realblock,7,2,0,2,23
9240,2,02/23/24,09:41,realblock,8,3,1,3,26
9241,2,02/23/24,10:39,realblock,1,5,1,3,3
9241,2,02/23/24,10:39,realblock,2,5,1,3,6
9241,2,02/23/24,10:39,realblock,3,3,0,1,7
9241,2,02/23/24,10:39,realblock,4,4,1,4,11
9241,2,02/23/24,10:39,realblock,5,2,1,2,13
9241,2,02/23/24,10:39,realblock,6,2,1,1,14
9241,2,02/23/24,10:39,realblock,7,4,1,3,17
9241,2,02/23/24,10:39,realblock,8,3,0,2,19
9242,2,02/23/24,12:54,realblock,1,3,0,3,3
9242,2,02/23/24,12:54,realblock,2,5,1,2,5
9242,2,02/23/24,12:54,realblock,3,4,0,1,6
9242,2,02/23/24,12:54,realblock,4,5,2,4,10
9242,2,02/23/24,12:54,realblock,5,4,1,4,14
9242,2,02/23/24,12:54,realblock,6,2,1,2,16
9242,2,02/23/24,12:54,realblock,7,2,1,1,17
9242,2,02/23/24,12:54,realblock,8,3,0,3,20
9243,2,02/23/24,12:23,realblock,1,4,1,4,4
9243,2,02/23/24,12:23,realblock,2,5,0,5,9
9243,2,02/23/24,12:23,realblock,3,2,1,2,11
9243,2,02/23/24,12:23,realblock,4,4,0,4,15
9243,2,02/23/24,12:23,realblock,5,2,0,1,16
9243,2,02/23/24,12:23,realblock,6,3,0,3,19
9243,2,02/23/24,12:23,realblock,7,3,0,3,22
9243,2,02/23/24,12:23,realblock,8,5,0,2,24
9244,2,02/23/24,12:48,realblock,1,2,0,1,1
9244,2,02/23/24,12:48,realblock,2,4,0,3,4
9244,2,02/23/24,12:48,realblock,3,3,0,2,6
9244,2,02/23/24,12:48,realblock,4,5,0,3,9
9244,2,02/23/24,12:48,realblock,5,2,0,2,11
9244,2,02/23/24,12:48,realblock,6,5,0,0,11
9244,2,02/23/24,12:48,realblock,7,4,1,0,11
9244,2,02/23/24,12:48,realblock,8,3,0,3,14
9245,2,02/23/24,15:43,realblock,1,3,1,3,3
9245,2,02/23/24,15:43,realblock,2,4,4,0,3
9245,2,02/23/24,15:43,realblock,3,5,0,1,4
9245,2,02/23/24,15:43,realblock,4,3,0,0,4
9245,2,02/23/24,15:43,realblock,5,4,1,0,4
9245,2,02/23/24,15:43,realblock,6,2,0,0,4
9245,2,02/23/24,15:43,realblock,7,2,1,0,4
9245,2,02/23/24,15:43,realblock,8,5,0,2,6
9246,2,02/23/24,15:42,realblock,1,2,0,2,2
9246,2,02/23/24,15:42,realblock,2,4,0,4,6
9246,2,02/23/24,15:42,realblock,3,3,1,2,8
9246,2,02/23/24,15:42,realblock,4,3,0,1,9
9246,2,02/23/24,15:42,realblock,5,5,0,1,10
9246,2,02/23/24,15:42,realblock,6,2,0,2,12
9246,2,02/23/24,15:42,realblock,7,5,1,1,13
9246,2,02/23/24,15:42,realblock,8,4,0,2,15
9247,2,04/01/24,09:41,realblock,1,5,2,5,5
9247,2,04/01/24,09:41,realblock,2,3,1,3,8
9247,2,04/01/24,09:41,realblock,3,2,1,2,10
9247,2,04/01/24,09:41,realblock,4,2,0,2,12
9247,2,04/01/24,09:41,realblock,5,5,2,5,17
9247,2,04/01/24,09:41,realblock,6,3,2,1,18
9247,2,04/01/24,09:41,realblock,7,4,2,2,20
9247,2,04/01/24,09:41,realblock,8,4,1,4,24
9249,2,04/01/24,12:36,realblock,1,5,0,5,5
9249,2,04/01/24,12:36,realblock,2,4,1,4,9
9249,2,04/01/24,12:36,realblock,3,3,0,3,12
9249,2,04/01/24,12:36,realblock,4,3,0,3,15
9249,2,04/01/24,12:36,realblock,5,4,0,4,19
9249,2,04/01/24,12:36,realblock,6,5,1,4,23
9249,2,04/01/24,12:36,realblock,7,2,1,2,25
9249,2,04/01/24,12:36,realblock,8,2,0,2,27
9251,2,04/01/24,12:30,realblock,1,3,0,3,3
9251,2,04/01/24,12:30,realblock,2,2,0,2,5
9251,2,04/01/24,12:30,realblock,3,5,0,4,9
9251,2,04/01/24,12:30,realblock,4,3,0,3,12
9251,2,04/01/24,12:30,realblock,5,5,0,5,17
9251,2,04/01/24,12:30,realblock,6,4,0,1,18
9251,2,04/01/24,12:30,realblock,7,2,1,2,20
9251,2,04/01/24,12:30,realblock,8,4,1,4,24
9252,2,04/01/24,15:49,realblock,1,4,1,3,3
9252,2,04/01/24,15:49,realblock,2,5,1,5,8
9252,2,04/01/24,15:49,realblock,3,3,0,3,11
9252,2,04/01/24,15:49,realblock,4,5,2,5,16
9252,2,04/01/24,15:49,realblock,5,2,1,2,18
9252,2,04/01/24,15:49,realblock,6,2,0,2,20
9252,2,04/01/24,15:49,realblock,7,4,0,4,24
9252,2,04/01/24,15:49,realblock,8,3,1,1,25
9253,2,04/01/24,15:42,realblock,1,4,1,2,2
9253,2,04/01/24,15:42,realblock,2,5,0,5,7
9253,2,04/01/24,15:42,realblock,3,5,2,4,11
9253,2,04/01/24,15:42,realblock,4,2,1,2,13
9253,2,04/01/24,15:42,realblock,5,3,1,2,15
9253,2,04/01/24,15:42,realblock,6,2,0,2,17
9253,2,04/01/24,15:42,realblock,7,4,0,3,20
9253,2,04/01/24,15:42,realblock,8,3,1,3,23
9254,2,04/02/24,09:57,realblock,1,2,0,2,2
9254,2,04/02/24,09:57,realblock,2,2,0,2,4
9254,2,04/02/24,09:57,realblock,3,3,0,3,7
9254,2,04/02/24,09:57,realblock,4,4,1,1,8
9254,2,04/02/24,09:57,realblock,5,5,0,3,11
9254,2,04/02/24,09:57,realblock,6,3,0,3,14
9254,2,04/02/24,09:57,realblock,7,4,0,3,17
9254,2,04/02/24,09:57,realblock,8,5,0,0,17
9255,2,04/02/24,09:46,realblock,1,5,3,4,4
9255,2,04/02/24,09:46,realblock,2,2,1,1,5
9255,2,04/02/24,09:46,realblock,3,4,3,1,6
9255,2,04/02/24,09:46,realblock,4,2,2,2,8
9255,2,04/02/24,09:46,realblock,5,3,2,2,10
9255,2,04/02/24,09:46,realblock,6,3,0,0,10
9255,2,04/02/24,09:46,realblock,7,5,4,0,10
9255,2,04/02/24,09:46,realblock,8,4,0,4,14
9256,2,04/02/24,12:40,realblock,1,5,0,4,4
9256,2,04/02/24,12:40,realblock,2,3,0,3,7
9256,2,04/02/24,12:40,realblock,3,5,0,5,12
9256,2,04/02/24,12:40,realblock,4,4,0,4,16
9256,2,04/02/24,12:40,realblock,5,4,0,4,20
9256,2,04/02/24,12:40,realblock,6,2,0,2,22
9256,2,04/02/24,12:40,realblock,7,3,0,3,25
9256,2,04/02/24,12:40,realblock,8,2,0,2,27
9257,2,04/02/24,12:35,realblock,1,4,0,3,3
9257,2,04/02/24,12:35,realblock,2,3,0,3,6
9257,2,04/02/24,12:35,realblock,3,4,0,4,10
9257,2,04/02/24,12:35,realblock,4,5,0,1,11
9257,2,04/02/24,12:35,realblock,5,3,0,2,13
9257,2,04/02/24,12:35,realblock,6,2,0,2,15
9257,2,04/02/24,12:35,realblock,7,5,0,3,18
9257,2,04/02/24,12:35,realblock,8,2,0,2,20
9258,2,04/02/24,12:51,realblock,1,3,0,3,3
9258,2,04/02/24,12:51,realblock,2,4,0,1,4
9258,2,04/02/24,12:51,realblock,3,3,0,3,7
9258,2,04/02/24,12:51,realblock,4,2,0,2,9
9258,2,04/02/24,12:51,realblock,5,5,0,2,11
9258,2,04/02/24,12:51,realblock,6,2,0,2,13
9258,2,04/02/24,12:51,realblock,7,5,0,4,17
9258,2,04/02/24,12:51,realblock,8,4,0,4,21
9259,2,04/02/24,16:18,realblock,1,3,0,2,2
9259,2,04/02/24,16:18,realblock,2,2,0,2,4
9259,2,04/02/24,16:18,realblock,3,4,0,4,8
9259,2,04/02/24,16:18,realblock,4,4,0,3,11
9259,2,04/02/24,16:18,realblock,5,2,0,2,13
9259,2,04/02/24,16:18,realblock,6,5,1,5,18
9259,2,04/02/24,16:18,realblock,7,5,0,5,23
9259,2,04/02/24,16:18,realblock,8,3,0,1,24
9260,2,04/08/24,09:42,realblock,1,2,0,2,2
9260,2,04/08/24,09:42,realblock,2,3,1,3,5
9260,2,04/08/24,09:42,realblock,3,3,0,2,7
9260,2,04/08/24,09:42,realblock,4,4,1,4,11
9260,2,04/08/24,09:42,realblock,5,5,0,5,16
9260,2,04/08/24,09:42,realblock,6,5,1,4,20
9260,2,04/08/24,09:42,realblock,7,4,0,4,24
9260,2,04/08/24,09:42,realblock,8,2,1,2,26
