subject,session,date,time,item,acc,rt
9171,1,09/15/23,09:48,14,0,9758.6244
9171,1,09/15/23,09:48,15,0,16168.5563
9171,1,09/15/23,09:48,16,0,9668.5918
9171,1,09/15/23,09:48,17,0,33630.9181
9171,1,09/15/23,09:48,18,0,20099.0999
9172,1,09/15/23,12:53,1,0,11657.574
9172,1,09/15/23,12:53,2,0,7079.2694
9172,1,09/15/23,12:53,3,0,7974.1182
9172,1,09/15/23,12:53,4,0,36397.3662
9172,1,09/15/23,12:53,5,1,13747.7347
9172,1,09/15/23,12:53,6,1,25986.6347
9172,1,09/15/23,12:53,7,0,13318.3734
9172,1,09/15/23,12:53,8,0,5593.2752
9172,1,09/15/23,12:53,9,0,3078.7688
9172,1,09/15/23,12:53,10,0,4007.0271
9172,1,09/15/23,12:53,11,0,12738.905
9172,1,09/15/23,12:53,12,0,22923.4729
9172,1,09/15/23,12:53,13,0,6899.3548
9172,1,09/15/23,12:53,14,0,3136.6874
9172,1,09/15/23,12:53,15,0,3773.9298
9172,1,09/15/23,12:53,16,0,2053.2421
9172,1,09/15/23,12:53,17,0,5700.2372
9172,1,09/15/23,12:53,18,0,2912.7326
9173,1,09/15/23,12:31,1,1,27361.4544
9173,1,09/15/23,12:31,2,1,8413.4293
9173,1,09/15/23,12:31,3,1,13511.2698
9173,1,09/15/23,12:31,4,0,12076.3866
9173,1,09/15/23,12:31,5,0,0.304100000038
9173,1,09/15/23,12:31,6,1,24497.0556
9173,1,09/15/23,12:31,7,0,13563.4138
9173,1,09/15/23,12:31,8,1,24865.2191
9173,1,09/15/23,12:31,9,0,23836.9519
9173,1,09/15/23,12:31,10,1,9005.3331
9173,1,09/15/23,12:31,11,0,22639.5737
9173,1,09/15/23,12:31,12,1,19433.1428
9173,1,09/15/23,12:31,13,0,34631.5637
9173,1,09/15/23,12:31,14,1,22562.3893
9173,1,09/15/23,12:31,15,1,31782.1826
9173,1,09/15/23,12:31,16,0,48573.1732
9173,1,09/15/23,12:31,17,0,55630.3828
9173,1,09/15/23,12:31,18,0,32432.1178
9174,1,09/15/23,15:23,1,1,32178.4799
9174,1,09/15/23,15:23,2,1,15808.6947
9174,1,09/15/23,15:23,3,1,13576.4882
9174,1,09/15/23,15:23,4,1,23979.2335
9174,1,09/15/23,15:23,5,1,10471.9389
9174,1,09/15/23,15:23,6,1,22653.2117
9174,1,09/15/23,15:23,7,0,45334.8051
9174,1,09/15/23,15:23,8,1,44947.1826
9174,1,09/15/23,15:23,9,1,34354.6877
9174,1,09/15/23,15:23,10,1,40778.459
9174,1,09/15/23,15:23,11,0,46094.8579
9174,1,09/15/23,15:23,12,0,55385.1532
9174,1,09/15/23,15:23,13,0,30492.7267
9174,1,09/15/23,15:23,14,0,47133.3422
9174,1,09/15/23,15:23,15,0,40357.3088
9174,1,09/15/23,15:23,16,0,80418.1449
9174,1,09/15/23,15:23,17,0,110828.7109
9175,1,09/15/23,15:20,1,1,7513.9623
9175,1,09/15/23,15:20,2,1,8689.4678
9175,1,09/15/23,15:20,3,1,4707.4366
9175,1,09/15/23,15:20,4,0,17798.1891
9175,1,09/15/23,15:20,5,1,4218.3564
9175,1,09/15/23,15:20,6,1,8737.0241
9175,1,09/15/23,15:20,7,1,18066.3569
9175,1,09/15/23,15:20,8,1,14740.3855
9175,1,09/15/23,15:20,9,0,11694.3523
9175,1,09/15/23,15:20,10,0,17924.7333
9175,1,09/15/23,15:20,11,0,31009.1024
9175,1,09/15/23,15:20,12,1,30054.5508
9175,1,09/15/23,15:20,13,0,11329.1332
9175,1,09/15/23,15:20,14,0,26668.2214
9175,1,09/15/23,15:20,15,0,39951.5914
9175,1,09/15/23,15:20,16,0,38229.9457
9175,1,09/15/23,15:20,17,0,62824.7472
9175,1,09/15/23,15:20,18,0,19678.5686
9176,1,09/15/23,15:33,1,1,25514.0196
9176,1,09/15/23,15:33,2,1,19357.328
9176,1,09/15/23,15:33,3,0,15131.1999
9176,1,09/15/23,15:33,4,0,25908.9049
9176,1,09/15/23,15:33,5,1,28431.7172
9176,1,09/15/23,15:33,6,1,19542.5101
9176,1,09/15/23,15:33,7,0,17162.5336
9176,1,09/15/23,15:33,8,0,12572.4389
9176,1,09/15/23,15:33,9,0,12350.1969
