subject,antisaccade_1,antisaccade_2,pvt_slow20_1,pvt_slow20_2,sart_rt_sd_1,sart_rt_sd_2,stroop_1,stroop_2,simon_1,simon_2,flanker_1,flanker_2,letter_comp_1,letter_comp_2,digit_comp_1,digit_comp_2,choice_rt_1,choice_rt_2,ospan_1,ospan_2,symspan_1,symspan_2,rspan_1,rspan_2,color_1,color_2,orientation_1,orientation_2,letter_1,letter_2,ifr_1,ifr_2,cued_recall_1,cued_recall_2,recognition_1,recognition_2,raven_1,raven_2,number_series_1,number_series_2,letter_sets_1,letter_sets_2,paper_folding_1,paper_folding_2,sat_1,sat_2,tot_1,tot_2
9001,-1.006269283,-0.005363554,-0.286037764,1.3844968543757972,-0.207822005,0.2194072428090213,1.2692822609797896,0.952504066404633,0.7993594703636879,0.410172134826001,1.0431694113017018,0.9151637645110787,0.6560595213389881,0.14640455175696365,0.46227297230372905,1.3596217835247448,-0.560608372,-0.678633745,0.714187796328278,-1.091686216,NA,0.4370117580990034,0.47639841447283326,0.08105669750419911,0.7030351525102714,-0.117669156,1.2331210474605694,1.1646570739858857,0.5521270363732153,0.8586655303576813,0.4004152195664993,0.16264489532573678,0.6077871342282632,0.13878952334325845,1.1533978293626708,1.0925065998840184,1.6522487858805142,0.34603884230419363,1.4424083250242912,2.394640642845075,-0.270578603,-0.5248274,0.8801089110389908,0.8093632793640178,0.36492564153301815,0.4356255820122449,-0.072729599,0.8895014789179688
9002,-0.771932601,-1.326776553,NA,-0.171579793,NA,-0.156801379,0.09492209872505294,0.34636511505622997,0.25505729864727683,0.7145355342351041,0.6153822913729368,0.7766337717752484,1.5068726899154046,2.0028541060085296,2.9138779490156406,2.246037124242657,0.24670511627421735,-0.450337082,0.714187796328278,1.0671600650115953,NA,0.4370117580990034,NA,0.7513990059777423,-0.120754182,1.237477998459967,NA,1.4328991655505,1.5819564615834445,2.142210709964953,-0.814331042,-0.36493401,-0.623088345,-1.080022186,-0.315935367,-0.21984159,-0.094773082,-0.226391514,NA,-0.329963861,NA,0.19484610046088868,0.1592205910092735,-1.249794181,-0.484411201,-0.05765131,0.9476558234836482,0.6682928215165432
9003,0.048245787558097296,NA,-1.052629424,NA,-0.291655237,NA,0.616859948616047,-0.926526683,0.25505729864727683,-0.30000913,-1.167064042,-0.608666156,0.2306529370507799,0.14640455175696365,-1.008690014,-0.634812733,-1.035984795,-1.770387039,0.17404576549176548,NA,-0.913420543,NA,0.47639841447283326,NA,0.26107518115699796,NA,0.5310090634997666,NA,-0.036346921,NA,-0.599964055,0.004371223689817062,-0.686924233,-0.523928159,0.7335883446447449,1.4205936474722916,0.4875675408230683,NA,NA,NA,0.5282725114430858,NA,-1.042259942,-1.707384727,-1.239377283,-1.044205095,-1.093115022,-1.322585095
9004,-0.068922554,-0.005363554,0.9650128628670349,0.6584500564890728,1.633469627125212,0.6028407376033111,1.073555567270667,1.6192569128878764,1.5613825107666635,0.20726320188659894,-0.097596242,-0.123811181,-0.620160232,0.3784607460384094,0.7074334699749202,-1.078020403,-0.442056037,0.04935619953900651,NA,0.9401691073263544,1.1028437461063065,-1.748047032,0.17997273435640398,0.8351917945369352,-0.328204781,-1.20178688,1.0926986506684084,-0.713037567,0.4050085470574677,-1.323361275,0.18604823222710767,0.32091856696165605,-0.735880264,0.43284718153876706,-1.225522584,-1.466572371,1.0699081633517913,0.059823664262758806,0.69048349838891,0.05926535370251994,-0.270578603,NA,0.6398128043624184,0.12297745940866694,-0.29566968,-0.386502572,0.18236675640922462,-0.88016778
9005,-1.006269283,0.29957790768901266,-0.172175934,-0.82537637,1.4636758391395144,1.1324796662815129,0.029679867488678693,0.28575121992138963,-0.506965742,-1.010190396,0.2588930247656327,-0.262341174,1.5068726899154046,2.4669664945714214,1.933235958330876,1.1380179483452668,0.3127077997585785,1.2192505218804774,-0.474124672,-0.202749512,0.8788143806710039,0,-0.017644386,-0.170321668,-2.390684647,0.6954191365838573,0.6714314602919266,1.4328991655505,1.729074950899192,1.5004381201613166,1.1149718440311382,-0.259418229,-0.151875419,-0.992432284,0.1738423650208426,0.6331847332604342,0.4875675408230683,0.6322540203456285,0.31452108507121934,0.05926535370251994,0.5282725114430858,-0.5248274,0.1592205910092735,-0.105817814,0.648037922346955,-0.222076941,-0.327825955,-0.437750465
9006,-1.006269283,-1.733365168,1.4309656542251894,NA,0.5738275241221111,0.2475960574635304,0.35589102367055,0.34636511505622997,-1.377849217,-1.720371661,-0.240191948,-0.193076177,-1.4709734,-0.317707837,-1.253850511,-2.407643415,0.6628885941535827,2.175341015463537,0.3901025778263705,0.17822336121490917,0.6547850152357013,0.2185058790495017,0.17997273435640398,-1.092042342,-1.064804733,-0.930757449,-0.592370111,-0.176553384,-0.477702389,-1.066652239,0.5433265444594272,-0.101144557,0.19867156870886343,-0.679428448,-0.175998872,0.04262804760154009,-1.259454327,0.059823664262758806,-1.189328568,-0.329963861,0.1288469540105089,-0.5248274,-0.321371622,-0.563408361,-1.239377283,-1.044205095,-0.072729599,-1.322585095
9007,1.4542658821083903,1.5193437532839063,0.11218508126923069,-1.038469895,-0.728654607,-0.555319678,0.5516177173796728,0.7706623810001121,-0.289244873,0.9174444671745062,0.9718715579802409,0.4995737863035878,0.443356229194884,-0.549764031,-0.028048023,0.4732064428068327,-0.919310714,-1.350268823,1.4703866394993956,1.4481329380673178,0.8788143806710039,1.3110352742970102,1.5632925748997406,1.5055341030104783,-0.622844762,0.42438970564580253,0.6714314602919266,0.6281728908566565,1.1406009936362036,1.37208360220059,0.47187088201296357,NA,NA,1.5978331852556042,1.5732073140805967,1.2237414189193276,-0.385943393,0.9184691983870633,1.0664459117066005,2.394640642845075,0.1288469540105089,-0.16499065,1.6009972310687082,1.0381585526824681,0.648037922346955,2.5731587823949593,NA,1.9955447659250964
9008,1.102760858470817,NA,-1.192772841,NA,-0.934271532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.230323515,NA,-1.809538005,NA,-1.697389906,NA,0.40839517160808914,NA,0.39058666670760567,NA,-0.036346921,NA,NA,NA,0.8578971639579831,NA,NA,NA,2.5257597196735984,NA,-0.437403742,NA,-0.670004161,NA,NA,NA,NA,NA,NA,NA
9009,0.16541412877062198,-0.005363554,0.14598351136936283,0.12287742903430583,-0.983291483,-1.243935468,1.5954934171616608,1.6798708080227167,1.5613825107666635,1.7290801989321145,0.9718715579802409,1.4692837354544,0.8687628134830923,-0.317707837,1.6880754606596848,2.246037124242657,-0.982673316,-1.021850812,0.8222162024955805,1.1941510226968362,1.5509024769769117,1.3110352742970102,1.2668668947833113,0.6676062174185494,0.5557151620591803,0.017845559238720724,1.7948106346292112,1.8352623028974206,0.5521270363732153,1.2437290842398632,1.4007944938169943,1.7981395022302364,1.2779326944831781,1.4619097533773098,0.6636200971917563,0.8956543713310531,2.234589408409237,2.0633299105528025,2.570295564977363,2.783869857702167,1.7265491837408165,NA,1.6009972310687082,1.4957490993193687,1.2142624839748288,0.7644768436095856,0.18236675640922462,1.9955447659250964
9010,1.2199291996833417,-0.411952169,-0.906552864,-1.162830802,-0.111404807,-0.802795736,1.5302511859252865,1.1949596469439943,1.2348012077368167,1.3232623330533104,1.2570629712660841,0.9151637645110787,0.017949644906675798,-0.085651643,0.46227297230372905,1.1380179483452668,-1.201500047,-0.262254711,0.8222162024955805,1.0671600650115953,0.4307556498003987,1.3110352742970102,0.6740155345504527,0.8351917945369352,-0.0335648,-0.524213303,-0.17110292,-0.176553384,0.25789005774172014,0.601956494436227,-0.599964055,0.32091856696165605,0.33388924997201064,0.14361622732879092,-0.036062377,0.698802142778089,1.3610784746161526,0.34603884230419363,0.69048349838891,1.6161822131308898,0.5282725114430858,NA,0.1592205910092735,-0.792203634,0.4592964018043304,0.9289024744082559,-0.582922311,0.004666849312266453
