Subject,Trial,Tone1,Tone2,Difference,CorrectResponse,Accuracy,NextTrial.ACC,Reversal,ReversalNumb,LoudThreshold.last,SessionDate,SessionTime
14011,5,13,11,2,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,6,12,13,1,second,0,1,1,1,3,08-14-2018,15:02:38
14011,7,6,13,7,second,1,0,1,2,3,08-14-2018,15:02:38
14011,8,13,19,6,second,1,1,0,NA,3,08-14-2018,15:02:38
14011,9,18,13,5,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,10,13,17,4,second,1,1,0,NA,3,08-14-2018,15:02:38
14011,11,16,13,3,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,12,11,13,2,second,0,1,1,3,3,08-14-2018,15:02:38
14011,13,8,13,5,second,1,0,1,4,3,08-14-2018,15:02:38
14011,14,17,13,4,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,15,10,13,3,second,1,1,0,NA,3,08-14-2018,15:02:38
14011,16,15,13,2,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,17,13,12,1,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,18,14,13,1,first,0,1,1,5,3,08-14-2018,15:02:38
14011,19,17,13,4,first,1,0,1,6,3,08-14-2018,15:02:38
14011,20,10,13,3,second,1,1,0,NA,3,08-14-2018,15:02:38
14011,21,13,11,2,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,22,14,13,1,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,23,13,12,1,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,24,12,13,1,second,0,1,1,7,3,08-14-2018,15:02:38
14011,25,13,17,4,second,1,0,1,8,3,08-14-2018,15:02:38
14011,26,16,13,3,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,27,13,11,2,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,28,13,14,1,second,1,1,0,NA,3,08-14-2018,15:02:38
14011,29,12,13,1,second,1,1,0,NA,3,08-14-2018,15:02:38
14011,30,14,13,1,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,31,13,14,1,second,1,1,0,NA,3,08-14-2018,15:02:38
14011,32,12,13,1,second,1,1,0,NA,3,08-14-2018,15:02:38
14011,33,13,14,1,second,1,1,0,NA,3,08-14-2018,15:02:38
14011,34,13,14,1,second,0,1,1,9,3,08-14-2018,15:02:38
14011,35,17,13,4,first,1,0,1,10,3,08-14-2018,15:02:38
14011,36,13,16,3,second,1,1,0,NA,3,08-14-2018,15:02:38
14011,37,13,11,2,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,38,13,14,1,second,0,1,1,11,3,08-14-2018,15:02:38
14011,39,9,13,4,second,1,0,1,12,3,08-14-2018,15:02:38
14011,40,13,10,3,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,41,13,11,2,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,42,14,13,1,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,43,13,14,1,second,0,1,1,13,3,08-14-2018,15:02:38
14011,44,9,13,4,second,1,0,1,14,3,08-14-2018,15:02:38
14011,45,13,10,3,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,46,11,13,2,second,1,1,0,NA,3,08-14-2018,15:02:38
14011,47,14,13,1,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,48,13,14,1,second,0,1,1,15,3,08-14-2018,15:02:38
14011,49,13,9,4,first,1,0,1,16,3,08-14-2018,15:02:38
14011,50,16,13,3,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,51,11,13,2,second,0,1,1,17,3,08-14-2018,15:02:38
14011,52,13,18,5,second,1,0,1,18,3,08-14-2018,15:02:38
14011,53,13,17,4,second,1,1,0,NA,3,08-14-2018,15:02:38
14011,54,13,10,3,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,55,11,13,2,second,1,1,0,NA,3,08-14-2018,15:02:38
14011,56,12,13,1,second,0,1,1,19,3,08-14-2018,15:02:38
14011,57,13,9,4,first,1,0,1,20,3,08-14-2018,15:02:38
14011,58,13,10,3,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,59,13,11,2,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,60,13,12,1,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,61,14,13,1,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,62,14,13,1,first,1,1,0,NA,3,08-14-2018,15:02:38
14011,63,13,14,1,second,0,1,1,21,3,08-14-2018,15:02:38
14011,64,9,13,4,second,1,0,1,22,3,08-14-2018,15:02:38
14013,1,23,13,10,first,1,NA,NA,NA,3,10-29-2018,11:54:56
14013,2,13,5,8,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,3,13,7,6,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,4,9,13,4,second,1,1,0,NA,3,10-29-2018,11:54:56
14013,5,13,15,2,second,1,1,0,NA,3,10-29-2018,11:54:56
14013,6,13,14,1,second,1,1,0,NA,3,10-29-2018,11:54:56
14013,7,13,12,1,first,0,1,1,1,3,10-29-2018,11:54:56
14013,8,9,13,4,second,1,0,1,2,3,10-29-2018,11:54:56
14013,9,10,13,3,second,0,1,1,3,3,10-29-2018,11:54:56
14013,10,19,13,6,first,1,0,1,4,3,10-29-2018,11:54:56
14013,11,13,18,5,second,1,1,0,NA,3,10-29-2018,11:54:56
14013,12,9,13,4,second,0,1,1,5,3,10-29-2018,11:54:56
14013,13,20,13,7,first,1,0,1,6,3,10-29-2018,11:54:56
14013,14,13,7,6,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,15,8,13,5,second,1,1,0,NA,3,10-29-2018,11:54:56
14013,16,9,13,4,second,0,1,1,7,3,10-29-2018,11:54:56
14013,17,13,20,7,second,1,0,1,8,3,10-29-2018,11:54:56
14013,18,13,7,6,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,19,8,13,5,second,0,1,1,9,3,10-29-2018,11:54:56
14013,20,5,13,8,second,1,0,1,10,3,10-29-2018,11:54:56
14013,21,20,13,7,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,22,13,7,6,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,23,8,13,5,second,1,1,0,NA,3,10-29-2018,11:54:56
14013,24,17,13,4,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,25,16,13,3,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,26,13,15,2,second,1,1,0,NA,3,10-29-2018,11:54:56
14013,27,14,13,1,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,28,13,14,1,second,0,1,1,11,3,10-29-2018,11:54:56
14013,29,17,13,4,first,1,0,1,12,3,10-29-2018,11:54:56
14013,30,13,16,3,second,1,1,0,NA,3,10-29-2018,11:54:56
14013,31,13,11,2,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,32,13,12,1,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,33,12,13,1,second,0,1,1,13,3,10-29-2018,11:54:56
14013,34,17,13,4,first,1,0,1,14,3,10-29-2018,11:54:56
14013,35,10,13,3,second,1,1,0,NA,3,10-29-2018,11:54:56
14013,36,11,13,2,second,0,1,1,15,3,10-29-2018,11:54:56
14013,37,18,13,5,first,1,0,1,16,3,10-29-2018,11:54:56
14013,38,17,13,4,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,39,13,10,3,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,40,15,13,2,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,41,13,12,1,first,0,1,1,17,3,10-29-2018,11:54:56
14013,42,13,17,4,second,1,0,1,18,3,10-29-2018,11:54:56
14013,43,13,10,3,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,44,11,13,2,second,1,1,0,NA,3,10-29-2018,11:54:56
14013,45,13,12,1,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,46,14,13,1,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,47,12,13,1,second,1,1,0,NA,3,10-29-2018,11:54:56
14013,48,13,14,1,second,0,1,1,19,3,10-29-2018,11:54:56
14013,49,13,17,4,second,1,0,1,20,3,10-29-2018,11:54:56
14013,50,16,13,3,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,51,13,15,2,second,1,1,0,NA,3,10-29-2018,11:54:56
14013,52,13,12,1,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,53,13,12,1,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,54,12,13,1,second,1,1,0,NA,3,10-29-2018,11:54:56
14013,55,13,14,1,second,0,1,1,21,3,10-29-2018,11:54:56
14013,56,13,17,4,second,1,0,1,22,3,10-29-2018,11:54:56
14013,57,10,13,3,second,1,1,0,NA,3,10-29-2018,11:54:56
14013,58,13,15,2,second,1,1,0,NA,3,10-29-2018,11:54:56
14013,59,13,14,1,second,1,1,0,NA,3,10-29-2018,11:54:56
14013,60,13,12,1,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,61,13,12,1,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,62,14,13,1,first,1,1,0,NA,3,10-29-2018,11:54:56
14013,63,13,14,1,second,0,1,1,23,3,10-29-2018,11:54:56
14013,64,17,13,4,first,1,0,1,24,3,10-29-2018,11:54:56
14017,1,3,13,10,second,1,NA,NA,NA,1,08-09-2018,15:16:02
14017,2,5,13,8,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,3,13,19,6,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,4,9,13,4,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,5,13,11,2,first,1,1,0,NA,1,08-09-2018,15:16:02
14017,6,13,14,1,second,0,1,1,1,1,08-09-2018,15:16:02
14017,7,13,6,7,first,1,0,1,2,1,08-09-2018,15:16:02
14017,8,13,19,6,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,9,13,8,5,first,1,1,0,NA,1,08-09-2018,15:16:02
14017,10,17,13,4,first,1,1,0,NA,1,08-09-2018,15:16:02
14017,11,10,13,3,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,12,13,11,2,first,1,1,0,NA,1,08-09-2018,15:16:02
14017,13,13,14,1,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,14,13,12,1,first,0,1,1,3,1,08-09-2018,15:16:02
14017,15,13,17,4,second,1,0,1,4,1,08-09-2018,15:16:02
14017,16,13,10,3,first,1,1,0,NA,1,08-09-2018,15:16:02
14017,17,11,13,2,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,18,13,12,1,first,1,1,0,NA,1,08-09-2018,15:16:02
14017,19,13,12,1,first,1,1,0,NA,1,08-09-2018,15:16:02
14017,20,13,12,1,first,1,1,0,NA,1,08-09-2018,15:16:02
14017,21,13,12,1,first,0,1,1,5,1,08-09-2018,15:16:02
14017,22,17,13,4,first,1,0,1,6,1,08-09-2018,15:16:02
14017,23,16,13,3,first,0,1,1,7,1,08-09-2018,15:16:02
14017,24,13,19,6,second,1,0,1,8,1,08-09-2018,15:16:02
14017,25,13,8,5,first,1,1,0,NA,1,08-09-2018,15:16:02
14017,26,13,9,4,first,1,1,0,NA,1,08-09-2018,15:16:02
14017,27,13,16,3,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,28,11,13,2,second,0,1,1,9,1,08-09-2018,15:16:02
14017,29,18,13,5,first,1,0,1,10,1,08-09-2018,15:16:02
14017,30,13,17,4,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,31,10,13,3,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,32,11,13,2,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,33,14,13,1,first,0,1,1,11,1,08-09-2018,15:16:02
14017,34,13,17,4,second,1,0,1,12,1,08-09-2018,15:16:02
14017,35,13,16,3,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,36,13,11,2,first,1,1,0,NA,1,08-09-2018,15:16:02
14017,37,14,13,1,first,1,1,0,NA,1,08-09-2018,15:16:02
14017,38,13,12,1,first,0,1,1,13,1,08-09-2018,15:16:02
14017,39,13,17,4,second,1,0,1,14,1,08-09-2018,15:16:02
14017,40,16,13,3,first,1,1,0,NA,1,08-09-2018,15:16:02
14017,41,11,13,2,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,42,13,14,1,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,43,14,13,1,first,1,1,0,NA,1,08-09-2018,15:16:02
14017,44,14,13,1,first,1,1,0,NA,1,08-09-2018,15:16:02
14017,45,13,14,1,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,46,14,13,1,first,1,1,0,NA,1,08-09-2018,15:16:02
14017,47,12,13,1,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,48,12,13,1,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,49,12,13,1,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,50,12,13,1,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,51,13,14,1,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,52,14,13,1,first,1,1,0,NA,1,08-09-2018,15:16:02
14017,53,13,14,1,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,54,13,14,1,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,55,14,13,1,first,1,1,0,NA,1,08-09-2018,15:16:02
14017,56,12,13,1,second,0,1,1,15,1,08-09-2018,15:16:02
14017,57,9,13,4,second,1,0,1,16,1,08-09-2018,15:16:02
14017,58,16,13,3,first,1,1,0,NA,1,08-09-2018,15:16:02
14017,59,13,11,2,first,1,1,0,NA,1,08-09-2018,15:16:02
14017,60,12,13,1,second,1,1,0,NA,1,08-09-2018,15:16:02
14017,61,13,12,1,first,0,1,1,17,1,08-09-2018,15:16:02
14017,62,17,13,4,first,1,0,1,18,1,08-09-2018,15:16:02
14017,63,16,13,3,first,1,1,0,NA,1,08-09-2018,15:16:02
14017,64,15,13,2,first,1,1,0,NA,1,08-09-2018,15:16:02
14021,1,23,13,10,first,1,NA,NA,NA,2,10-12-2018,14:15:54
14021,2,13,21,8,second,1,1,0,NA,2,10-12-2018,14:15:54
14021,3,19,13,6,first,1,1,0,NA,2,10-12-2018,14:15:54
14021,4,13,9,4,first,1,1,0,NA,2,10-12-2018,14:15:54
14021,5,13,15,2,second,1,1,0,NA,2,10-12-2018,14:15:54
14021,6,14,13,1,first,1,1,0,NA,2,10-12-2018,14:15:54
14021,7,13,12,1,first,1,1,0,NA,2,10-12-2018,14:15:54
14021,8,13,12,1,first,0,1,1,1,2,10-12-2018,14:15:54
14021,9,13,17,4,second,1,0,1,2,2,10-12-2018,14:15:54
14021,10,16,13,3,first,1,1,0,NA,2,10-12-2018,14:15:54
14021,11,11,13,2,second,1,1,0,NA,2,10-12-2018,14:15:54
14021,12,13,14,1,second,0,1,1,3,2,10-12-2018,14:15:54
14021,13,9,13,4,second,1,0,1,4,2,10-12-2018,14:15:54
14021,14,10,13,3,second,0,1,1,5,2,10-12-2018,14:15:54
14021,15,13,7,6,first,1,0,1,6,2,10-12-2018,14:15:54
14021,16,13,8,5,first,1,1,0,NA,2,10-12-2018,14:15:54
14021,17,17,13,4,first,1,1,0,NA,2,10-12-2018,14:15:54
14021,18,16,13,3,first,1,1,0,NA,2,10-12-2018,14:15:54
14021,19,13,11,2,first,1,1,0,NA,2,10-12-2018,14:15:54
14021,20,13,14,1,second,1,1,0,NA,2,10-12-2018,14:15:54
14021,21,13,14,1,second,1,1,0,NA,2,10-12-2018,14:15:54
14021,22,14,13,1,first,0,1,1,7,2,10-12-2018,14:15:54
14021,23,17,13,4,first,1,0,1,8,2,10-12-2018,14:15:54
14021,24,13,16,3,second,1,1,0,NA,2,10-12-2018,14:15:54
14021,25,11,13,2,second,1,1,0,NA,2,10-12-2018,14:15:54
14021,26,13,12,1,first,1,1,0,NA,2,10-12-2018,14:15:54
14021,27,13,14,1,second,0,1,1,9,2,10-12-2018,14:15:54
14021,28,9,13,4,second,1,0,1,10,2,10-12-2018,14:15:54
14021,29,16,13,3,first,1,1,0,NA,2,10-12-2018,14:15:54
14021,30,15,13,2,first,0,1,1,11,2,10-12-2018,14:15:54
14021,31,13,8,5,first,1,0,1,12,2,10-12-2018,14:15:54
14021,32,17,13,4,first,1,1,0,NA,2,10-12-2018,14:15:54
14021,33,13,16,3,second,1,1,0,NA,2,10-12-2018,14:15:54
14021,34,11,13,2,second,0,1,1,13,2,10-12-2018,14:15:54
14021,35,13,8,5,first,1,0,1,14,2,10-12-2018,14:15:54
14021,36,17,13,4,first,1,1,0,NA,2,10-12-2018,14:15:54
14021,37,13,10,3,first,1,1,0,NA,2,10-12-2018,14:15:54
14021,38,11,13,2,second,1,1,0,NA,2,10-12-2018,14:15:54
14021,39,14,13,1,first,0,1,1,15,2,10-12-2018,14:15:54
14021,40,13,9,4,first,1,0,1,16,2,10-12-2018,14:15:54
14021,41,16,13,3,first,1,1,0,NA,2,10-12-2018,14:15:54
14021,42,13,15,2,second,1,1,0,NA,2,10-12-2018,14:15:54
14021,43,12,13,1,second,1,1,0,NA,2,10-12-2018,14:15:54
14021,44,12,13,1,second,0,1,1,17,2,10-12-2018,14:15:54
14021,45,9,13,4,second,1,0,1,18,2,10-12-2018,14:15:54
14021,46,13,10,3,first,1,1,0,NA,2,10-12-2018,14:15:54
14021,47,15,13,2,first,0,1,1,19,2,10-12-2018,14:15:54
14021,48,13,18,5,second,1,0,1,20,2,10-12-2018,14:15:54
14021,49,13,17,4,second,1,1,0,NA,2,10-12-2018,14:15:54
14021,50,10,13,3,second,1,1,0,NA,2,10-12-2018,14:15:54
14021,51,13,11,2,first,1,1,0,NA,2,10-12-2018,14:15:54
14021,52,13,12,1,first,1,1,0,NA,2,10-12-2018,14:15:54
14021,53,13,12,1,first,1,1,0,NA,2,10-12-2018,14:15:54
14021,54,13,12,1,first,0,1,1,21,2,10-12-2018,14:15:54
14021,55,13,17,4,second,0,0,0,NA,2,10-12-2018,14:15:54
14021,56,6,13,7,second,1,0,1,22,2,10-12-2018,14:15:54
14021,57,7,13,6,second,1,1,0,NA,2,10-12-2018,14:15:54
