Subject,TrialProc,Trial,Accuracy,RT,Response,CorrectResponse,Symbol,Time,SessionDate,SessionTime
14313,real,1,1,1927,2,2,?,154276,05-29-2018,10:06:41
14313,real,2,1,797,1,1,–,156222,05-29-2018,10:06:41
14313,real,3,1,1184,3,3,?,157035,05-29-2018,10:06:41
14313,real,4,1,961,2,2,?,158234,05-29-2018,10:06:41
14313,real,5,1,742,1,1,–,159221,05-29-2018,10:06:41
14313,real,6,1,975,4,4,L,159980,05-29-2018,10:06:41
14313,real,7,1,1140,2,2,?,160967,05-29-2018,10:06:41
14313,real,8,1,813,3,3,?,162126,05-29-2018,10:06:41
14313,real,9,1,1346,5,5,U,162953,05-29-2018,10:06:41
14313,real,10,1,1187,2,2,?,164312,05-29-2018,10:06:41
14313,real,11,1,979,3,3,?,165512,05-29-2018,10:06:41
14313,real,12,1,795,1,1,–,166512,05-29-2018,10:06:41
14313,real,13,1,1278,4,4,L,167325,05-29-2018,10:06:41
14313,real,14,1,1233,6,6,0,168618,05-29-2018,10:06:41
14313,real,15,1,1453,3,3,?,169870,05-29-2018,10:06:41
14313,real,16,1,914,1,1,–,171337,05-29-2018,10:06:41
14313,real,17,1,1277,5,5,U,172270,05-29-2018,10:06:41
14313,real,18,1,1584,4,4,L,173563,05-29-2018,10:06:41
14313,real,19,1,1345,2,2,?,175162,05-29-2018,10:06:41
14313,real,20,1,1281,7,7,?,176522,05-29-2018,10:06:41
14313,real,21,1,1572,6,6,0,177815,05-29-2018,10:06:41
14313,real,22,1,994,3,3,?,179401,05-29-2018,10:06:41
14313,real,23,1,1277,5,5,U,180414,05-29-2018,10:06:41
14313,real,24,1,1856,7,7,?,181707,05-29-2018,10:06:41
14313,real,25,1,1177,2,2,?,183586,05-29-2018,10:06:41
14313,real,26,1,1001,8,8,X,184786,05-29-2018,10:06:41
14313,real,27,1,1508,5,5,U,185799,05-29-2018,10:06:41
14313,real,28,1,965,4,4,L,187318,05-29-2018,10:06:41
14313,real,29,1,1403,6,6,0,188304,05-29-2018,10:06:41
14313,real,30,1,1112,3,3,?,189731,05-29-2018,10:06:41
14313,real,31,1,1787,7,7,?,190864,05-29-2018,10:06:41
14313,real,32,1,1972,2,2,?,192663,05-29-2018,10:06:41
14313,real,33,1,1202,8,8,X,194649,05-29-2018,10:06:41
14313,real,34,1,741,1,1,–,195862,05-29-2018,10:06:41
14313,real,35,1,1085,9,9,=,196622,05-29-2018,10:06:41
14313,real,36,1,1483,5,5,U,197728,05-29-2018,10:06:41
14313,real,37,1,1526,8,8,X,199221,05-29-2018,10:06:41
14313,real,38,1,1036,4,4,L,200767,05-29-2018,10:06:41
14313,real,39,1,1759,7,7,?,201820,05-29-2018,10:06:41
14313,real,40,1,978,3,3,?,203593,05-29-2018,10:06:41
14313,real,41,1,2139,6,6,0,204592,05-29-2018,10:06:41
14313,real,42,1,1307,2,2,?,206752,05-29-2018,10:06:41
14313,real,43,1,1060,5,5,U,208071,05-29-2018,10:06:41
14313,real,44,1,780,1,1,–,209151,05-29-2018,10:06:41
14313,real,45,1,844,9,9,=,209951,05-29-2018,10:06:41
14313,real,46,1,1034,2,2,?,210817,05-29-2018,10:06:41
14313,real,47,1,1085,8,8,X,211870,05-29-2018,10:06:41
14313,real,48,1,875,3,3,?,212976,05-29-2018,10:06:41
14313,real,49,1,1486,7,7,?,213869,05-29-2018,10:06:41
14313,real,50,1,972,4,4,L,215375,05-29-2018,10:06:41
14313,real,51,1,740,6,6,0,216375,05-29-2018,10:06:41
14313,real,52,1,764,5,5,U,217135,05-29-2018,10:06:41
14313,real,53,1,938,9,9,=,217921,05-29-2018,10:06:41
14313,real,54,1,1690,4,4,L,218881,05-29-2018,10:06:41
14313,real,55,1,976,8,8,X,220587,05-29-2018,10:06:41
14313,real,56,1,918,3,3,?,221573,05-29-2018,10:06:41
14313,real,57,1,721,7,7,?,222506,05-29-2018,10:06:41
14313,real,58,1,772,2,2,?,223239,05-29-2018,10:06:41
14313,real,59,1,1249,6,6,0,224026,05-29-2018,10:06:41
14313,real,60,1,303,1,1,–,225292,05-29-2018,10:06:41
14313,real,61,1,847,5,5,U,225612,05-29-2018,10:06:41
14313,real,62,1,861,4,4,L,226478,05-29-2018,10:06:41
14313,real,63,1,2045,6,6,0,227358,05-29-2018,10:06:41
14313,real,64,0,1083,2,3,?,229424,05-29-2018,10:06:41
14313,real,65,1,1670,7,7,?,230517,05-29-2018,10:06:41
14313,real,66,1,1670,9,9,=,232197,05-29-2018,10:06:41
14313,real,67,1,970,2,2,?,233889,05-29-2018,10:06:41
14313,real,68,1,1375,8,8,X,234876,05-29-2018,10:06:41
14313,real,69,1,1141,1,1,–,236262,05-29-2018,10:06:41
14313,real,70,1,1550,7,7,?,237421,05-29-2018,10:06:41
14313,real,71,1,1238,9,9,=,238981,05-29-2018,10:06:41
14313,real,72,1,1089,4,4,L,240234,05-29-2018,10:06:41
14313,real,73,1,1743,6,6,0,241340,05-29-2018,10:06:41
14313,real,74,1,1551,8,8,X,243100,05-29-2018,10:06:41
14322,practice,1,1,2486,1,1,–,44175,06-01-2018,14:12:09
14322,practice,2,1,6862,3,3,?,46695,06-01-2018,14:12:09
14322,practice,3,1,4011,7,7,?,53586,06-01-2018,14:12:09
14322,practice,4,1,3093,2,2,?,57624,06-01-2018,14:12:09
14322,practice,5,1,2795,4,4,L,60730,06-01-2018,14:12:09
14322,practice,6,1,1943,8,8,X,63542,06-01-2018,14:12:09
14322,practice,7,1,1975,1,1,–,65502,06-01-2018,14:12:09
14322,practice,8,1,2237,5,5,U,67488,06-01-2018,14:12:09
14322,practice,9,1,3281,4,4,L,69740,06-01-2018,14:12:09
14322,real,1,1,2671,2,2,?,79430,06-01-2018,14:12:09
14322,real,2,1,962,1,1,–,82123,06-01-2018,14:12:09
14322,real,3,1,2037,3,3,?,83096,06-01-2018,14:12:09
14322,real,4,1,1273,2,2,?,85148,06-01-2018,14:12:09
14322,real,5,1,1020,1,1,–,86441,06-01-2018,14:12:09
14322,real,6,1,1836,4,4,L,87481,06-01-2018,14:12:09
14322,real,7,1,1879,2,2,?,89334,06-01-2018,14:12:09
14322,real,8,1,2299,3,3,?,91226,06-01-2018,14:12:09
14322,real,9,1,2547,5,5,U,93546,06-01-2018,14:12:09
14322,real,10,1,2860,2,2,?,96105,06-01-2018,14:12:09
14322,real,11,1,1461,3,3,?,98984,06-01-2018,14:12:09
14322,real,12,1,854,1,1,–,100463,06-01-2018,14:12:09
14322,real,13,1,2363,4,4,L,101330,06-01-2018,14:12:09
14322,real,14,1,2913,6,6,0,103716,06-01-2018,14:12:09
14322,real,15,1,2437,3,3,?,106648,06-01-2018,14:12:09
14322,real,16,1,825,1,1,–,109100,06-01-2018,14:12:09
14322,real,17,1,2385,5,5,U,109940,06-01-2018,14:12:09
14322,real,18,1,1762,4,4,L,112339,06-01-2018,14:12:09
14322,real,19,1,2597,2,2,?,114112,06-01-2018,14:12:09
14322,real,20,1,2680,7,7,?,116725,06-01-2018,14:12:09
14322,real,21,1,1932,6,6,0,119417,06-01-2018,14:12:09
14322,real,22,1,1226,3,3,?,121363,06-01-2018,14:12:09
14322,real,23,1,1642,5,5,U,122603,06-01-2018,14:12:09
14322,real,24,1,2222,7,7,?,124255,06-01-2018,14:12:09
14322,real,25,1,1982,2,2,?,126495,06-01-2018,14:12:09
14322,real,26,1,1839,8,8,X,128494,06-01-2018,14:12:09
14322,real,27,1,1818,5,5,U,130347,06-01-2018,14:12:09
14322,real,28,1,1747,4,4,L,132186,06-01-2018,14:12:09
14322,real,29,1,2219,6,6,0,133946,06-01-2018,14:12:09
14322,real,30,1,1684,3,3,?,136185,06-01-2018,14:12:09
14322,real,31,1,2642,7,7,?,137891,06-01-2018,14:12:09
14322,real,32,0,1006,3,2,?,140543,06-01-2018,14:12:09
14322,real,33,1,2979,8,8,X,141570,06-01-2018,14:12:09
14322,real,34,1,1332,1,1,–,144569,06-01-2018,14:12:09
14322,real,35,1,1970,9,9,=,145915,06-01-2018,14:12:09
14322,real,36,1,2664,5,5,U,147901,06-01-2018,14:12:09
14322,real,37,1,2177,8,8,X,150580,06-01-2018,14:12:09
14322,real,38,1,1794,4,4,L,152779,06-01-2018,14:12:09
14322,real,39,1,2213,7,7,?,154592,06-01-2018,14:12:09
14322,real,40,1,963,3,3,?,156818,06-01-2018,14:12:09
14322,real,41,1,2574,6,6,0,157791,06-01-2018,14:12:09
14322,real,42,0,1188,3,2,?,160377,06-01-2018,14:12:09
14322,real,43,1,2701,5,5,U,161576,06-01-2018,14:12:09
14322,real,44,1,734,1,1,–,164295,06-01-2018,14:12:09
14322,real,45,1,1739,9,9,=,165042,06-01-2018,14:12:09
14322,real,46,1,1788,2,2,?,166801,06-01-2018,14:12:09
14322,real,47,1,2212,8,8,X,168601,06-01-2018,14:12:09
14329,practice,1,1,3770,1,1,–,87961,05-31-2018,12:20:18
14329,practice,2,1,2300,3,3,?,91839,05-31-2018,12:20:18
14329,practice,3,1,2604,7,7,?,94159,05-31-2018,12:20:18
14329,practice,4,1,2307,2,2,?,96784,05-31-2018,12:20:18
14329,practice,5,1,2051,4,4,L,99104,05-31-2018,12:20:18
14329,practice,6,1,2393,8,8,X,101170,05-31-2018,12:20:18
14329,practice,7,1,2285,1,1,–,103582,05-31-2018,12:20:18
14329,practice,8,1,1955,5,5,U,105888,05-31-2018,12:20:18
14329,practice,9,1,2038,4,4,L,107861,05-31-2018,12:20:18
14329,real,1,1,1979,2,2,?,113912,05-31-2018,12:20:18
14329,real,2,1,1324,1,1,–,115911,05-31-2018,12:20:18
14329,real,3,1,1442,3,3,?,117257,05-31-2018,12:20:18
14329,real,4,1,1565,2,2,?,118710,05-31-2018,12:20:18
14329,real,5,1,1411,1,1,–,120296,05-31-2018,12:20:18
14329,real,6,1,1576,4,4,L,121723,05-31-2018,12:20:18
14329,real,7,1,1217,2,2,?,123322,05-31-2018,12:20:18
14329,real,8,1,1297,3,3,?,124562,05-31-2018,12:20:18
14329,real,9,1,1658,5,5,U,125881,05-31-2018,12:20:18
14329,real,10,1,1378,2,2,?,127561,05-31-2018,12:20:18
14329,real,11,1,2363,3,3,?,128960,05-31-2018,12:20:18
14329,real,12,1,1134,1,1,–,131333,05-31-2018,12:20:18
14329,real,13,1,1724,4,4,L,132479,05-31-2018,12:20:18
14329,real,14,1,1826,6,6,0,134225,05-31-2018,12:20:18
14329,real,15,1,1874,3,3,?,136065,05-31-2018,12:20:18
14329,real,16,0,1190,2,1,–,137957,05-31-2018,12:20:18
14329,real,17,1,1742,5,5,U,139157,05-31-2018,12:20:18
14329,real,18,1,1967,4,4,L,140916,05-31-2018,12:20:18
14329,real,19,1,1061,2,2,?,142902,05-31-2018,12:20:18
14329,real,20,1,2181,7,7,?,143982,05-31-2018,12:20:18
14329,real,21,1,1926,6,6,0,146181,05-31-2018,12:20:18
14329,real,22,1,1236,3,3,?,148127,05-31-2018,12:20:18
14329,real,23,1,1927,5,5,U,149380,05-31-2018,12:20:18
14329,real,24,1,2357,7,7,?,151326,05-31-2018,12:20:18
14329,real,25,1,1392,2,2,?,153699,05-31-2018,12:20:18
14329,real,26,1,1963,8,8,X,155112,05-31-2018,12:20:18
14329,real,27,1,2191,5,5,U,157084,05-31-2018,12:20:18
14329,real,28,1,1697,4,4,L,159297,05-31-2018,12:20:18
14329,real,29,1,1787,6,6,0,161016,05-31-2018,12:20:18
14329,real,30,1,1442,3,3,?,162816,05-31-2018,12:20:18
14329,real,31,1,1357,7,7,?,164269,05-31-2018,12:20:18
14329,real,32,1,1089,2,2,?,165641,05-31-2018,12:20:18
14329,real,33,1,1934,8,8,X,166748,05-31-2018,12:20:18
14329,real,34,1,1340,1,1,–,168694,05-31-2018,12:20:18
14329,real,35,1,1501,9,9,=,170053,05-31-2018,12:20:18
14329,real,36,1,2637,5,5,U,171573,05-31-2018,12:20:18
14329,real,37,1,2009,8,8,X,174225,05-31-2018,12:20:18
14329,real,38,1,1439,4,4,L,176251,05-31-2018,12:20:18
14329,real,39,1,1706,7,7,?,177704,05-31-2018,12:20:18
14329,real,40,1,1115,3,3,?,179423,05-31-2018,12:20:18
14329,real,41,1,2134,6,6,0,180556,05-31-2018,12:20:18
14329,real,42,1,1156,2,2,?,182702,05-31-2018,12:20:18
14329,real,43,1,1791,5,5,U,183875,05-31-2018,12:20:18
14329,real,44,1,1770,1,1,–,185688,05-31-2018,12:20:18
14329,real,45,1,1752,9,9,=,187474,05-31-2018,12:20:18
14329,real,46,1,1027,2,2,?,189247,05-31-2018,12:20:18
14329,real,47,1,1683,8,8,X,190287,05-31-2018,12:20:18
14329,real,48,1,873,3,3,?,191993,05-31-2018,12:20:18
14329,real,49,1,2148,7,7,?,192886,05-31-2018,12:20:18
14329,real,50,1,1525,4,4,L,195045,05-31-2018,12:20:18
14329,real,51,0,2107,9,6,0,196591,05-31-2018,12:20:18
14329,real,52,1,2636,5,5,U,198710,05-31-2018,12:20:18
14329,real,53,1,1455,9,9,=,201363,05-31-2018,12:20:18
14329,real,54,1,2093,4,4,L,202829,05-31-2018,12:20:18
14332,practice,1,1,2279,1,1,–,61095,05-25-2018,10:03:04
14332,practice,2,1,1602,3,3,?,63388,05-25-2018,10:03:04
14332,practice,3,1,3829,7,7,?,65001,05-25-2018,10:03:04
14332,practice,4,1,3945,2,2,?,68853,05-25-2018,10:03:04
14332,practice,5,1,2651,4,4,L,72811,05-25-2018,10:03:04
14332,practice,6,1,4097,8,8,X,75477,05-25-2018,10:03:04
14332,practice,7,1,2154,1,1,–,79596,05-25-2018,10:03:04
14332,practice,8,1,2926,5,5,U,81768,05-25-2018,10:03:04
14332,practice,9,1,1564,4,4,L,84714,05-25-2018,10:03:04
14332,real,1,1,2508,2,2,?,91378,05-25-2018,10:03:04
14332,real,2,1,1260,1,1,–,93898,05-25-2018,10:03:04
14332,real,3,1,1813,3,3,?,95177,05-25-2018,10:03:04
14332,real,4,1,1187,2,2,?,97003,05-25-2018,10:03:04
14332,real,5,1,843,1,1,–,98203,05-25-2018,10:03:04
14332,real,6,1,1366,4,4,L,99056,05-25-2018,10:03:04
14332,real,7,1,1924,2,2,?,100442,05-25-2018,10:03:04
14332,real,8,1,937,3,3,?,102388,05-25-2018,10:03:04
14332,real,9,1,1849,5,5,U,103348,05-25-2018,10:03:04
14332,real,10,1,1367,2,2,?,105214,05-25-2018,10:03:04
14332,real,11,1,789,3,3,?,106600,05-25-2018,10:03:04
14332,real,12,1,829,1,1,–,107400,05-25-2018,10:03:04
14332,real,13,1,1238,4,4,L,108239,05-25-2018,10:03:04
14332,real,14,1,1769,6,6,0,109492,05-25-2018,10:03:04
14332,real,15,1,1271,3,3,?,111278,05-25-2018,10:03:04
14332,real,16,1,794,1,1,–,112571,05-25-2018,10:03:04
14332,real,17,1,1341,5,5,U,113384,05-25-2018,10:03:04
14332,real,18,1,1237,4,4,L,114744,05-25-2018,10:03:04
14332,real,19,1,2584,2,2,?,115997,05-25-2018,10:03:04
14332,real,20,1,2593,7,7,?,118596,05-25-2018,10:03:04
14332,real,21,1,2717,6,6,0,121208,05-25-2018,10:03:04
14332,real,22,1,944,3,3,?,123941,05-25-2018,10:03:04
14332,real,23,1,1424,5,5,U,124901,05-25-2018,10:03:04
14332,real,24,1,2385,7,7,?,126340,05-25-2018,10:03:04
14332,real,25,1,1394,2,2,?,128739,05-25-2018,10:03:04
14332,real,26,1,2229,8,8,X,130152,05-25-2018,10:03:04
14332,real,27,1,1294,5,5,U,132391,05-25-2018,10:03:04
14332,real,28,1,1027,4,4,L,133698,05-25-2018,10:03:04
14332,real,29,1,2772,6,6,0,134737,05-25-2018,10:03:04
14332,real,30,1,1346,3,3,?,137523,05-25-2018,10:03:04
14332,real,31,1,1498,7,7,?,138883,05-25-2018,10:03:04
14332,real,32,1,2067,2,2,?,140402,05-25-2018,10:03:04
14332,real,33,1,2572,8,8,X,142481,05-25-2018,10:03:04
14332,real,34,1,1426,1,1,–,145067,05-25-2018,10:03:04
14332,real,35,1,1346,9,9,=,146507,05-25-2018,10:03:04
14332,real,36,1,1315,5,5,U,147866,05-25-2018,10:03:04
14332,real,37,1,2390,8,8,X,149199,05-25-2018,10:03:04
14332,real,38,1,1369,4,4,L,151612,05-25-2018,10:03:04
14332,real,39,1,3927,7,7,?,152998,05-25-2018,10:03:04
14332,real,40,1,838,3,3,?,156943,05-25-2018,10:03:04
14332,real,41,1,1585,6,6,0,157796,05-25-2018,10:03:04
14332,real,42,1,1153,2,2,?,159396,05-25-2018,10:03:04
14332,real,43,1,1396,5,5,U,160569,05-25-2018,10:03:04
14332,real,44,1,696,1,1,–,161981,05-25-2018,10:03:04
14332,real,45,1,1085,9,9,=,162688,05-25-2018,10:03:04
14332,real,46,1,1363,2,2,?,163794,05-25-2018,10:03:04
14332,real,47,1,1286,8,8,X,165167,05-25-2018,10:03:04
14332,real,48,1,852,3,3,?,166473,05-25-2018,10:03:04
14332,real,49,1,1465,7,7,?,167340,05-25-2018,10:03:04
14332,real,50,1,1058,4,4,L,168819,05-25-2018,10:03:04
14332,real,51,1,1858,6,6,0,169899,05-25-2018,10:03:04
14332,real,52,1,1115,5,5,U,171778,05-25-2018,10:03:04
14332,real,53,1,974,9,9,=,172911,05-25-2018,10:03:04
14332,real,54,1,964,4,4,L,173897,05-25-2018,10:03:04
14332,real,55,1,1761,8,8,X,174884,05-25-2018,10:03:04
14332,real,56,1,1068,3,3,?,176657,05-25-2018,10:03:04
14332,real,57,1,3789,7,7,?,177736,05-25-2018,10:03:04
14333,practice,1,1,3025,1,1,–,98094,05-29-2018,14:53:39
14333,practice,2,1,2378,3,3,?,101133,05-29-2018,14:53:39
14333,practice,3,1,7594,7,7,?,103533,05-29-2018,14:53:39
14333,practice,4,0,2888,3,2,?,111143,05-29-2018,14:53:39
14333,practice,5,1,2654,4,4,L,114049,05-29-2018,14:53:39
14333,practice,6,1,2820,8,8,X,116715,05-29-2018,14:53:39
14333,practice,7,1,2885,1,1,–,119554,05-29-2018,14:53:39
14333,practice,8,1,2907,5,5,U,122460,05-29-2018,14:53:39
14333,practice,9,1,8268,4,4,L,125379,05-29-2018,14:53:39
14333,practice,10,1,2610,1,1,–,165365,05-29-2018,14:53:39
14333,practice,11,1,4336,3,3,?,167991,05-29-2018,14:53:39
14333,practice,12,1,5353,7,7,?,172350,05-29-2018,14:53:39
14333,practice,13,1,4574,2,2,?,177721,05-29-2018,14:53:39
14333,practice,14,1,3037,4,4,L,182306,05-29-2018,14:53:39
14333,practice,15,1,2464,8,8,X,185359,05-29-2018,14:53:39
14333,practice,16,1,4361,1,1,–,187838,05-29-2018,14:53:39
14333,practice,17,1,2453,5,5,U,192210,05-29-2018,14:53:39
14333,practice,18,1,2003,4,4,L,194676,05-29-2018,14:53:39
14333,real,1,1,5547,2,2,?,201260,05-29-2018,14:53:39
14333,real,2,1,2349,1,1,–,206818,05-29-2018,14:53:39
14333,real,3,1,2110,3,3,?,209177,05-29-2018,14:53:39
14333,real,4,1,2369,2,2,?,211310,05-29-2018,14:53:39
14333,real,5,1,1319,1,1,–,213696,05-29-2018,14:53:39
14333,real,6,1,2074,4,4,L,215029,05-29-2018,14:53:39
14333,real,7,0,3205,5,2,?,217122,05-29-2018,14:53:39
14333,real,8,1,2404,3,3,?,220347,05-29-2018,14:53:39
14333,real,9,1,3458,5,5,U,222773,05-29-2018,14:53:39
14333,real,10,0,4227,6,2,?,226252,05-29-2018,14:53:39
14333,real,11,0,3637,7,3,?,230490,05-29-2018,14:53:39
14333,real,12,1,2104,1,1,–,234143,05-29-2018,14:53:39
14333,real,13,1,5689,4,4,L,236262,05-29-2018,14:53:39
14333,real,14,1,7768,6,6,0,241967,05-29-2018,14:53:39
14333,real,15,1,5488,3,3,?,249751,05-29-2018,14:53:39
14333,real,16,1,2672,1,1,–,255255,05-29-2018,14:53:39
14333,real,17,1,2235,5,5,U,257948,05-29-2018,14:53:39
14333,real,18,1,2302,4,4,L,260201,05-29-2018,14:53:39
14333,real,19,0,5431,5,2,?,262520,05-29-2018,14:53:39
14333,real,20,1,2764,7,7,?,267971,05-29-2018,14:53:39
14333,real,21,1,4210,6,6,0,270757,05-29-2018,14:53:39
14333,real,22,1,3673,3,3,?,274982,05-29-2018,14:53:39
14333,real,23,0,2389,4,5,U,278674,05-29-2018,14:53:39
14333,real,24,1,2429,7,7,?,281074,05-29-2018,14:53:39
14333,real,25,1,2945,2,2,?,283526,05-29-2018,14:53:39
14333,real,26,1,3034,8,8,X,286485,05-29-2018,14:53:39
14333,real,27,1,2950,5,5,U,289537,05-29-2018,14:53:39
14335,practice,1,1,8264,1,1,–,67073,05-29-2018,12:45:52
14335,practice,2,1,3960,3,3,?,75377,05-29-2018,12:45:52
14335,practice,3,1,2442,7,7,?,79375,05-29-2018,12:45:52
14335,practice,4,1,1909,2,2,?,81828,05-29-2018,12:45:52
14335,practice,5,1,2393,4,4,L,83760,05-29-2018,12:45:52
14335,practice,6,1,2732,8,8,X,86173,05-29-2018,12:45:52
14335,practice,7,1,1474,1,1,–,88919,05-29-2018,12:45:52
14335,practice,8,1,2781,5,5,U,90412,05-29-2018,12:45:52
14335,practice,9,1,2430,4,4,L,93211,05-29-2018,12:45:52
14335,real,1,1,1864,2,2,?,99649,05-29-2018,12:45:52
14335,real,2,1,737,1,1,–,101528,05-29-2018,12:45:52
14335,real,3,1,745,3,3,?,102288,05-29-2018,12:45:52
14335,real,4,1,2402,2,2,?,103047,05-29-2018,12:45:52
14335,real,5,1,709,1,1,–,105460,05-29-2018,12:45:52
14335,real,6,1,1589,4,4,L,106180,05-29-2018,12:45:52
14335,real,7,1,1881,2,2,?,107792,05-29-2018,12:45:52
14335,real,8,1,2884,3,3,?,109685,05-29-2018,12:45:52
14335,real,9,1,2650,5,5,U,112591,05-29-2018,12:45:52
14335,real,10,1,6752,2,2,?,115257,05-29-2018,12:45:52
14335,real,11,1,1309,3,3,?,122028,05-29-2018,12:45:52
14335,real,12,1,934,1,1,–,123347,05-29-2018,12:45:52
14335,real,13,1,643,4,4,L,124294,05-29-2018,12:45:52
14335,real,14,1,2281,6,6,0,124960,05-29-2018,12:45:52
14335,real,15,0,3108,4,3,?,127253,05-29-2018,12:45:52
14335,real,16,1,2229,1,1,–,130372,05-29-2018,12:45:52
14335,real,17,1,1974,5,5,U,132611,05-29-2018,12:45:52
14335,real,18,1,1268,4,4,L,134597,05-29-2018,12:45:52
14335,real,19,1,1828,2,2,?,135877,05-29-2018,12:45:52
14335,real,20,1,2293,7,7,?,137716,05-29-2018,12:45:52
14335,real,21,1,7331,6,6,0,140022,05-29-2018,12:45:52
14335,real,22,1,2435,3,3,?,147366,05-29-2018,12:45:52
14335,real,23,1,1710,5,5,U,149819,05-29-2018,12:45:52
14335,real,24,1,5034,7,7,?,151551,05-29-2018,12:45:52
14335,real,25,1,2766,2,2,?,156603,05-29-2018,12:45:52
14335,real,26,1,2204,8,8,X,159389,05-29-2018,12:45:52
14335,real,27,1,1626,5,5,U,161615,05-29-2018,12:45:52
14335,real,28,1,1507,4,4,L,163254,05-29-2018,12:45:52
14335,real,29,1,1795,6,6,0,164774,05-29-2018,12:45:52
14335,real,30,1,2447,3,3,?,166586,05-29-2018,12:45:52
14335,real,31,1,2381,7,7,?,169052,05-29-2018,12:45:52
14335,real,32,1,1742,2,2,?,171451,05-29-2018,12:45:52
14335,real,33,1,2270,8,8,X,173211,05-29-2018,12:45:52
14335,real,34,1,1514,1,1,–,175503,05-29-2018,12:45:52
14335,real,35,1,1789,9,9,=,177036,05-29-2018,12:45:52
14335,real,36,1,3253,5,5,U,178836,05-29-2018,12:45:52
14335,real,37,1,2132,8,8,X,182101,05-29-2018,12:45:52
14335,real,38,1,1682,4,4,L,184247,05-29-2018,12:45:52
14335,real,39,1,1461,7,7,?,185940,05-29-2018,12:45:52
14335,real,40,1,2062,3,3,?,187419,05-29-2018,12:45:52
14335,real,41,1,1598,6,6,0,189499,05-29-2018,12:45:52
14340,practice,1,1,3311,1,1,–,35704,05-25-2018,14:59:44
14340,practice,2,1,1483,3,3,?,39036,05-25-2018,14:59:44
14340,practice,3,1,3798,7,7,?,40529,05-25-2018,14:59:44
14340,practice,4,1,2818,2,2,?,44341,05-25-2018,14:59:44
14340,practice,5,1,2059,4,4,L,47180,05-25-2018,14:59:44
14340,practice,6,1,1468,8,8,X,49259,05-25-2018,14:59:44
14340,practice,7,1,1044,1,1,–,50739,05-25-2018,14:59:44
14340,practice,8,1,2698,5,5,U,51805,05-25-2018,14:59:44
14340,practice,9,1,2043,4,4,L,54524,05-25-2018,14:59:44
14340,real,1,1,2029,2,2,?,59802,05-25-2018,14:59:44
14340,real,2,1,1078,1,1,–,61841,05-25-2018,14:59:44
14340,real,3,0,3457,5,3,?,62934,05-25-2018,14:59:44
14340,real,4,1,2522,2,2,?,66413,05-25-2018,14:59:44
14340,real,5,1,965,1,1,–,68946,05-25-2018,14:59:44
14340,real,6,1,1915,4,4,L,69932,05-25-2018,14:59:44
14340,real,7,1,1486,2,2,?,71865,05-25-2018,14:59:44
14340,real,8,1,1836,3,3,?,73371,05-25-2018,14:59:44
14340,real,9,1,2511,5,5,U,75224,05-25-2018,14:59:44
14340,real,10,1,1195,2,2,?,77756,05-25-2018,14:59:44
14340,real,11,1,2142,3,3,?,78969,05-25-2018,14:59:44
14340,real,12,1,1231,1,1,–,81128,05-25-2018,14:59:44
14340,real,13,1,1626,4,4,L,82381,05-25-2018,14:59:44
14340,real,14,1,3282,6,6,0,84021,05-25-2018,14:59:44
14340,real,15,1,2073,3,3,?,87326,05-25-2018,14:59:44
14340,real,16,1,1036,1,1,–,89419,05-25-2018,14:59:44
14340,real,17,1,1391,5,5,U,90472,05-25-2018,14:59:44
14340,real,18,1,1706,4,4,L,91885,05-25-2018,14:59:44
14340,real,19,1,1571,2,2,?,93604,05-25-2018,14:59:44
14340,real,20,1,1681,7,7,?,95190,05-25-2018,14:59:44
14340,real,21,1,1972,6,6,0,96883,05-25-2018,14:59:44
14340,real,22,1,2306,3,3,?,98869,05-25-2018,14:59:44
14340,real,23,1,2019,5,5,U,101188,05-25-2018,14:59:44
14340,real,24,1,1659,7,7,?,103228,05-25-2018,14:59:44
14340,real,25,1,1468,2,2,?,104907,05-25-2018,14:59:44
14340,real,26,1,1668,8,8,X,106387,05-25-2018,14:59:44
14340,real,27,1,1349,5,5,U,108066,05-25-2018,14:59:44
14340,real,28,1,1541,4,4,L,109426,05-25-2018,14:59:44
14340,real,29,1,1774,6,6,0,110985,05-25-2018,14:59:44
14340,real,30,1,1108,3,3,?,112771,05-25-2018,14:59:44
14340,real,31,1,1540,7,7,?,113891,05-25-2018,14:59:44
14340,real,32,1,1469,2,2,?,115450,05-25-2018,14:59:44
14340,real,33,1,1477,8,8,X,116930,05-25-2018,14:59:44
14340,real,34,1,1152,1,1,–,118423,05-25-2018,14:59:44
14340,real,35,1,2827,9,9,=,119596,05-25-2018,14:59:44
14340,real,36,1,1364,5,5,U,122435,05-25-2018,14:59:44
14340,real,37,1,1434,8,8,X,123821,05-25-2018,14:59:44
14340,real,38,1,1485,4,4,L,125274,05-25-2018,14:59:44
14340,real,39,1,1451,7,7,?,126780,05-25-2018,14:59:44
14340,real,40,1,1505,3,3,?,128246,05-25-2018,14:59:44
14340,real,41,1,1377,6,6,0,129766,05-25-2018,14:59:44
14340,real,42,1,1226,2,2,?,131165,05-25-2018,14:59:44
14340,real,43,1,1394,5,5,U,132405,05-25-2018,14:59:44
14340,real,44,1,1549,1,1,–,133818,05-25-2018,14:59:44
14340,real,45,1,1062,9,9,=,135377,05-25-2018,14:59:44
14340,real,46,1,1598,2,2,?,136457,05-25-2018,14:59:44
