Subject,Trial,Tone1,Tone2,Difference,CorrectResponse,Accuracy,NextTrial.ACC,Reversal,ReversalNumb,DurationThreshold.last,SessionDate,SessionTime
14273,30,370,320,50,first,1,1,0,NA,150,10-11-2018,14:12:47
14273,31,290,250,40,first,1,1,0,NA,150,10-11-2018,14:12:47
14273,32,320,290,30,first,1,1,0,NA,150,10-11-2018,14:12:47
14273,33,280,260,20,first,1,1,0,NA,150,10-11-2018,14:12:47
14273,34,290,280,10,first,1,1,0,NA,150,10-11-2018,14:12:47
14273,35,240,250,10,second,1,1,0,NA,150,10-11-2018,14:12:47
14273,36,320,310,10,first,1,1,0,NA,150,10-11-2018,14:12:47
14273,37,330,320,10,first,1,1,0,NA,150,10-11-2018,14:12:47
14273,38,340,350,10,second,0,1,1,13,150,10-11-2018,14:12:47
14273,39,310,350,40,second,0,0,0,NA,150,10-11-2018,14:12:47
14273,40,250,320,70,second,0,0,0,NA,150,10-11-2018,14:12:47
14273,41,220,320,100,second,1,0,1,14,150,10-11-2018,14:12:47
14273,42,160,250,90,second,0,1,1,15,150,10-11-2018,14:12:47
14273,43,470,350,120,first,1,0,1,16,150,10-11-2018,14:12:47
14273,44,280,170,110,first,1,1,0,NA,150,10-11-2018,14:12:47
14273,45,350,450,100,second,0,1,1,17,150,10-11-2018,14:12:47
14273,46,250,120,130,first,1,0,1,18,150,10-11-2018,14:12:47
14273,47,250,130,120,first,1,1,0,NA,150,10-11-2018,14:12:47
14273,48,170,280,110,second,1,1,0,NA,150,10-11-2018,14:12:47
14273,49,280,380,100,second,1,1,0,NA,150,10-11-2018,14:12:47
14273,50,340,250,90,first,1,1,0,NA,150,10-11-2018,14:12:47
14273,51,280,200,80,first,1,1,0,NA,150,10-11-2018,14:12:47
14273,52,420,350,70,first,1,1,0,NA,150,10-11-2018,14:12:47
14273,53,250,310,60,second,1,1,0,NA,150,10-11-2018,14:12:47
14273,54,280,330,50,second,1,1,0,NA,150,10-11-2018,14:12:47
14273,55,310,350,40,second,0,1,1,19,150,10-11-2018,14:12:47
14273,56,250,320,70,second,0,0,0,NA,150,10-11-2018,14:12:47
14273,57,350,250,100,first,1,0,1,20,150,10-11-2018,14:12:47
14273,58,410,320,90,first,1,1,0,NA,150,10-11-2018,14:12:47
14273,59,250,330,80,second,0,1,1,21,150,10-11-2018,14:12:47
14273,60,250,360,110,second,1,0,1,22,150,10-11-2018,14:12:47
14273,61,350,450,100,second,1,1,0,NA,150,10-11-2018,14:12:47
14273,62,280,370,90,second,0,1,1,23,150,10-11-2018,14:12:47
14273,63,160,280,120,second,0,0,0,NA,150,10-11-2018,14:12:47
14273,64,350,500,150,second,0,0,0,NA,150,10-11-2018,14:12:47
14283,1,320,220,100,first,1,NA,NA,NA,40,08-14-2018,15:19:47
14283,2,280,360,80,second,1,1,0,NA,40,08-14-2018,15:19:47
14283,3,190,250,60,second,1,1,0,NA,40,08-14-2018,15:19:47
14283,4,250,290,40,second,1,1,0,NA,40,08-14-2018,15:19:47
14283,5,350,330,20,first,0,1,1,1,40,08-14-2018,15:19:47
14283,6,270,350,80,second,1,0,1,2,40,08-14-2018,15:19:47
14283,7,320,380,60,second,0,1,1,3,40,08-14-2018,15:19:47
14283,8,160,250,90,second,1,0,1,4,40,08-14-2018,15:19:47
14283,9,280,200,80,first,1,1,0,NA,40,08-14-2018,15:19:47
14283,10,320,250,70,first,1,1,0,NA,40,08-14-2018,15:19:47
14283,11,350,290,60,first,1,1,0,NA,40,08-14-2018,15:19:47
14283,12,270,320,50,second,1,1,0,NA,40,08-14-2018,15:19:47
14283,13,240,280,40,second,0,1,1,5,40,08-14-2018,15:19:47
14283,14,320,390,70,second,1,0,1,6,40,08-14-2018,15:19:47
14283,15,380,320,60,first,1,1,0,NA,40,08-14-2018,15:19:47
14283,16,370,320,50,first,1,1,0,NA,40,08-14-2018,15:19:47
14283,17,280,320,40,second,0,1,1,7,40,08-14-2018,15:19:47
14283,18,250,320,70,second,1,0,1,8,40,08-14-2018,15:19:47
14283,19,190,250,60,second,1,1,0,NA,40,08-14-2018,15:19:47
14283,20,350,400,50,second,1,1,0,NA,40,08-14-2018,15:19:47
14283,21,320,280,40,first,1,1,0,NA,40,08-14-2018,15:19:47
14283,22,280,250,30,first,1,1,0,NA,40,08-14-2018,15:19:47
14283,23,350,370,20,second,1,1,0,NA,40,08-14-2018,15:19:47
14283,24,250,240,10,first,1,1,0,NA,40,08-14-2018,15:19:47
14283,25,350,340,10,first,1,1,0,NA,40,08-14-2018,15:19:47
14283,26,240,250,10,second,0,1,1,9,40,08-14-2018,15:19:47
14283,27,280,240,40,first,1,0,1,10,40,08-14-2018,15:19:47
14283,28,320,350,30,second,1,1,0,NA,40,08-14-2018,15:19:47
14283,29,370,350,20,first,1,1,0,NA,40,08-14-2018,15:19:47
14283,30,250,240,10,first,1,1,0,NA,40,08-14-2018,15:19:47
14283,31,320,330,10,second,1,1,0,NA,40,08-14-2018,15:19:47
14283,32,360,350,10,first,0,1,1,11,40,08-14-2018,15:19:47
14283,33,280,320,40,second,1,0,1,12,40,08-14-2018,15:19:47
14283,34,380,350,30,first,0,1,1,13,40,08-14-2018,15:19:47
14283,35,220,280,60,second,0,0,0,NA,40,08-14-2018,15:19:47
14283,36,410,320,90,first,1,0,1,14,40,08-14-2018,15:19:47
14283,37,430,350,80,first,1,1,0,NA,40,08-14-2018,15:19:47
14283,38,210,280,70,second,1,1,0,NA,40,08-14-2018,15:19:47
14283,39,250,190,60,first,1,1,0,NA,40,08-14-2018,15:19:47
14283,40,330,280,50,first,1,1,0,NA,40,08-14-2018,15:19:47
14283,41,290,250,40,first,1,1,0,NA,40,08-14-2018,15:19:47
14283,42,320,350,30,second,1,1,0,NA,40,08-14-2018,15:19:47
14283,43,280,300,20,second,0,1,1,15,40,08-14-2018,15:19:47
14283,44,330,280,50,first,1,0,1,16,40,08-14-2018,15:19:47
14283,45,250,290,40,second,0,1,1,17,40,08-14-2018,15:19:47
14283,46,210,280,70,second,1,0,1,18,40,08-14-2018,15:19:47
14283,47,350,410,60,second,1,1,0,NA,40,08-14-2018,15:19:47
14283,48,300,250,50,first,1,1,0,NA,40,08-14-2018,15:19:47
14283,49,320,280,40,first,1,1,0,NA,40,08-14-2018,15:19:47
14283,50,280,250,30,first,1,1,0,NA,40,08-14-2018,15:19:47
14283,51,350,330,20,first,0,1,1,19,40,08-14-2018,15:19:47
14283,52,300,350,50,second,1,0,1,20,40,08-14-2018,15:19:47
14283,53,360,320,40,first,1,1,0,NA,40,08-14-2018,15:19:47
14283,54,320,290,30,first,0,1,1,21,40,08-14-2018,15:19:47
14283,55,280,220,60,first,1,0,1,22,40,08-14-2018,15:19:47
14283,56,250,300,50,second,1,1,0,NA,40,08-14-2018,15:19:47
14283,57,280,320,40,second,0,1,1,23,40,08-14-2018,15:19:47
14283,58,280,350,70,second,1,0,1,24,40,08-14-2018,15:19:47
14283,59,250,190,60,first,0,1,1,25,40,08-14-2018,15:19:47
14283,60,340,250,90,first,1,0,1,26,40,08-14-2018,15:19:47
14283,61,320,240,80,first,1,1,0,NA,40,08-14-2018,15:19:47
14283,62,280,350,70,second,1,1,0,NA,40,08-14-2018,15:19:47
14283,63,350,410,60,second,1,1,0,NA,40,08-14-2018,15:19:47
14283,64,250,300,50,second,1,1,0,NA,40,08-14-2018,15:19:47
14285,1,450,350,100,first,1,NA,NA,NA,60,08-08-2018,12:48:17
14285,2,330,250,80,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,3,320,380,60,second,0,1,1,1,60,08-08-2018,12:48:17
14285,4,350,470,120,second,1,0,1,2,60,08-08-2018,12:48:17
14285,5,180,280,100,second,1,1,0,NA,60,08-08-2018,12:48:17
14285,6,360,280,80,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,7,340,280,60,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,8,370,320,50,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,9,240,280,40,second,1,1,0,NA,60,08-08-2018,12:48:17
14285,10,250,220,30,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,11,250,230,20,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,12,350,360,10,second,0,1,1,3,60,08-08-2018,12:48:17
14285,13,320,280,40,first,1,0,1,4,60,08-08-2018,12:48:17
14285,14,250,280,30,second,0,1,1,5,60,08-08-2018,12:48:17
14285,15,260,320,60,second,1,0,1,6,60,08-08-2018,12:48:17
14285,16,300,350,50,second,1,1,0,NA,60,08-08-2018,12:48:17
14285,17,310,350,40,second,1,1,0,NA,60,08-08-2018,12:48:17
14285,18,250,220,30,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,19,320,340,20,second,0,1,1,7,60,08-08-2018,12:48:17
14285,20,320,370,50,second,1,0,1,8,60,08-08-2018,12:48:17
14285,21,350,390,40,second,1,1,0,NA,60,08-08-2018,12:48:17
14285,22,350,320,30,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,23,340,320,20,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,24,280,270,10,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,25,240,250,10,second,0,1,1,9,60,08-08-2018,12:48:17
14285,26,280,320,40,second,1,0,1,10,60,08-08-2018,12:48:17
14285,27,310,280,30,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,28,320,300,20,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,29,280,290,10,second,1,1,0,NA,60,08-08-2018,12:48:17
14285,30,350,340,10,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,31,330,320,10,first,0,1,1,11,60,08-08-2018,12:48:17
14285,32,240,280,40,second,0,0,0,NA,60,08-08-2018,12:48:17
14285,33,390,320,70,first,1,0,1,12,60,08-08-2018,12:48:17
14285,34,320,260,60,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,35,280,230,50,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,36,210,250,40,second,1,1,0,NA,60,08-08-2018,12:48:17
14285,37,380,350,30,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,38,300,280,20,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,39,240,250,10,second,1,1,0,NA,60,08-08-2018,12:48:17
14285,40,250,240,10,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,41,280,290,10,second,0,1,1,13,60,08-08-2018,12:48:17
14285,42,250,290,40,second,1,0,1,14,60,08-08-2018,12:48:17
14285,43,380,350,30,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,44,330,350,20,second,0,1,1,15,60,08-08-2018,12:48:17
14285,45,300,250,50,first,1,0,1,16,60,08-08-2018,12:48:17
14285,46,250,290,40,second,1,1,0,NA,60,08-08-2018,12:48:17
14285,47,280,250,30,first,0,1,1,17,60,08-08-2018,12:48:17
14285,48,410,350,60,first,1,0,1,18,60,08-08-2018,12:48:17
14285,49,320,370,50,second,1,1,0,NA,60,08-08-2018,12:48:17
14285,50,280,240,40,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,51,350,320,30,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,52,270,250,20,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,53,310,320,10,second,1,1,0,NA,60,08-08-2018,12:48:17
14285,54,250,260,10,second,0,1,1,19,60,08-08-2018,12:48:17
14285,55,280,320,40,second,0,0,0,NA,60,08-08-2018,12:48:17
14285,56,320,250,70,first,1,0,1,20,60,08-08-2018,12:48:17
14285,57,320,260,60,first,1,1,0,NA,60,08-08-2018,12:48:17
14285,58,350,400,50,second,0,1,1,21,60,08-08-2018,12:48:17
14285,59,240,320,80,second,1,0,1,22,60,08-08-2018,12:48:17
14285,60,210,280,70,second,1,1,0,NA,60,08-08-2018,12:48:17
14285,61,290,350,60,second,1,1,0,NA,60,08-08-2018,12:48:17
14285,62,200,250,50,second,1,1,0,NA,60,08-08-2018,12:48:17
14285,63,280,320,40,second,0,1,1,23,60,08-08-2018,12:48:17
14285,64,350,280,70,first,1,0,1,24,60,08-08-2018,12:48:17
14297,1,350,450,100,second,0,NA,NA,NA,40,08-08-2018,15:48:36
14297,2,200,350,150,second,1,0,1,1,40,08-08-2018,15:48:36
14297,3,380,250,130,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,4,250,360,110,second,1,1,0,NA,40,08-08-2018,15:48:36
14297,5,280,190,90,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,6,350,280,70,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,7,320,370,50,second,1,1,0,NA,40,08-08-2018,15:48:36
14297,8,320,360,40,second,0,1,1,2,40,08-08-2018,15:48:36
14297,9,180,250,70,second,1,0,1,3,40,08-08-2018,15:48:36
14297,10,410,350,60,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,11,370,320,50,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,12,250,210,40,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,13,280,310,30,second,1,1,0,NA,40,08-08-2018,15:48:36
14297,14,370,350,20,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,15,250,260,10,second,1,1,0,NA,40,08-08-2018,15:48:36
14297,16,340,350,10,second,0,1,1,4,40,08-08-2018,15:48:36
14297,17,240,280,40,second,0,0,0,NA,40,08-08-2018,15:48:36
14297,18,350,420,70,second,1,0,1,5,40,08-08-2018,15:48:36
14297,19,220,280,60,second,1,1,0,NA,40,08-08-2018,15:48:36
14297,20,370,320,50,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,21,280,320,40,second,1,1,0,NA,40,08-08-2018,15:48:36
14297,22,290,320,30,second,0,1,1,6,40,08-08-2018,15:48:36
14297,23,340,280,60,first,0,0,0,NA,40,08-08-2018,15:48:36
14297,24,230,320,90,second,1,0,1,7,40,08-08-2018,15:48:36
14297,25,360,280,80,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,26,280,350,70,second,1,1,0,NA,40,08-08-2018,15:48:36
14297,27,320,260,60,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,28,250,300,50,second,1,1,0,NA,40,08-08-2018,15:48:36
14297,29,250,210,40,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,30,350,320,30,first,0,1,1,8,40,08-08-2018,15:48:36
14297,31,320,380,60,second,1,0,1,9,40,08-08-2018,15:48:36
14297,32,350,400,50,second,0,1,1,10,40,08-08-2018,15:48:36
14297,33,200,280,80,second,1,0,1,11,40,08-08-2018,15:48:36
14297,34,420,350,70,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,35,290,350,60,second,1,1,0,NA,40,08-08-2018,15:48:36
14297,36,400,350,50,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,37,310,350,40,second,0,1,1,12,40,08-08-2018,15:48:36
14297,38,180,250,70,second,1,0,1,13,40,08-08-2018,15:48:36
14297,39,380,320,60,first,0,1,1,14,40,08-08-2018,15:48:36
14297,40,280,190,90,first,1,0,1,15,40,08-08-2018,15:48:36
14297,41,350,270,80,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,42,250,320,70,second,0,1,1,16,40,08-08-2018,15:48:36
14297,43,380,280,100,first,1,0,1,17,40,08-08-2018,15:48:36
14297,44,340,250,90,first,0,1,1,18,40,08-08-2018,15:48:36
14297,45,280,160,120,first,1,0,1,19,40,08-08-2018,15:48:36
14297,46,280,170,110,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,47,220,320,100,second,1,1,0,NA,40,08-08-2018,15:48:36
14297,48,250,160,90,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,49,350,270,80,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,50,320,250,70,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,51,280,340,60,second,1,1,0,NA,40,08-08-2018,15:48:36
14297,52,200,250,50,second,0,1,1,20,40,08-08-2018,15:48:36
14297,53,280,360,80,second,1,0,1,21,40,08-08-2018,15:48:36
14297,54,320,250,70,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,55,380,320,60,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,56,250,200,50,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,57,240,280,40,second,1,1,0,NA,40,08-08-2018,15:48:36
14297,58,310,280,30,first,1,1,0,NA,40,08-08-2018,15:48:36
14297,59,230,250,20,second,0,1,1,22,40,08-08-2018,15:48:36
14297,60,320,270,50,first,0,0,0,NA,40,08-08-2018,15:48:36
14297,61,320,240,80,first,1,0,1,23,40,08-08-2018,15:48:36
14297,62,350,420,70,second,1,1,0,NA,40,08-08-2018,15:48:36
14297,63,320,380,60,second,1,1,0,NA,40,08-08-2018,15:48:36
14297,64,300,250,50,first,1,1,0,NA,40,08-08-2018,15:48:36
14299,1,280,180,100,first,1,NA,NA,NA,150,11-27-2018,10:49:13
14299,2,330,250,80,first,1,1,0,NA,150,11-27-2018,10:49:13
14299,3,250,310,60,second,1,1,0,NA,150,11-27-2018,10:49:13
14299,4,250,210,40,first,1,1,0,NA,150,11-27-2018,10:49:13
14299,5,250,230,20,first,1,1,0,NA,150,11-27-2018,10:49:13
14299,6,340,350,10,second,1,1,0,NA,150,11-27-2018,10:49:13
14299,7,250,260,10,second,0,1,1,1,150,11-27-2018,10:49:13
14299,8,290,250,40,first,1,0,1,2,150,11-27-2018,10:49:13
14299,9,280,250,30,first,1,1,0,NA,150,11-27-2018,10:49:13
14299,10,280,300,20,second,0,1,1,3,150,11-27-2018,10:49:13
14299,11,400,350,50,first,1,0,1,4,150,11-27-2018,10:49:13
14299,12,350,390,40,second,1,1,0,NA,150,11-27-2018,10:49:13
14299,13,290,320,30,second,0,1,1,5,150,11-27-2018,10:49:13
14299,14,190,250,60,second,0,0,0,NA,150,11-27-2018,10:49:13
14299,15,160,250,90,second,0,0,0,NA,150,11-27-2018,10:49:13
14299,16,470,350,120,first,1,0,1,6,150,11-27-2018,10:49:13
14299,17,140,250,110,second,0,1,1,7,150,11-27-2018,10:49:13
14299,18,390,250,140,first,1,0,1,8,150,11-27-2018,10:49:13
14299,19,410,280,130,first,0,1,1,9,150,11-27-2018,10:49:13
14299,20,250,100,150,first,1,0,1,10,150,11-27-2018,10:49:13
14299,21,250,390,140,second,1,1,0,NA,150,11-27-2018,10:49:13
14299,22,410,280,130,first,1,1,0,NA,150,11-27-2018,10:49:13
14299,23,250,130,120,first,1,1,0,NA,150,11-27-2018,10:49:13
14299,24,240,350,110,second,1,1,0,NA,150,11-27-2018,10:49:13
14299,25,280,180,100,first,1,1,0,NA,150,11-27-2018,10:49:13
14299,26,320,230,90,first,1,1,0,NA,150,11-27-2018,10:49:13
14299,27,320,400,80,second,1,1,0,NA,150,11-27-2018,10:49:13
14299,28,280,210,70,first,1,1,0,NA,150,11-27-2018,10:49:13
14299,29,340,280,60,first,1,1,0,NA,150,11-27-2018,10:49:13
14299,30,320,370,50,second,0,1,1,11,150,11-27-2018,10:49:13
14299,31,400,320,80,first,1,0,1,12,150,11-27-2018,10:49:13
14299,32,350,420,70,second,0,1,1,13,150,11-27-2018,10:49:13
14299,33,220,320,100,second,0,0,0,NA,150,11-27-2018,10:49:13
14299,34,150,280,130,second,0,0,0,NA,150,11-27-2018,10:49:13
14299,35,320,470,150,second,1,0,1,14,150,11-27-2018,10:49:13
14299,36,320,180,140,first,1,1,0,NA,150,11-27-2018,10:49:13
14299,37,480,350,130,first,1,1,0,NA,150,11-27-2018,10:49:13
14299,38,350,230,120,first,1,1,0,NA,150,11-27-2018,10:49:13
14299,39,140,250,110,second,0,1,1,15,150,11-27-2018,10:49:13
14299,40,350,210,140,first,0,0,0,NA,150,11-27-2018,10:49:13
14299,41,470,320,150,first,1,0,1,16,150,11-27-2018,10:49:13
14299,42,390,250,140,first,1,1,0,NA,150,11-27-2018,10:49:13
14299,43,450,320,130,first,1,1,0,NA,150,11-27-2018,10:49:13
14299,44,470,350,120,first,0,1,1,17,150,11-27-2018,10:49:13
14299,45,320,170,150,first,1,0,1,18,150,11-27-2018,10:49:13
14299,46,140,280,140,second,0,1,1,19,150,11-27-2018,10:49:13
14299,47,350,500,150,second,0,0,0,NA,150,11-27-2018,10:49:13
14299,48,130,280,150,second,1,0,1,20,150,11-27-2018,10:49:13
14299,49,250,390,140,second,1,1,0,NA,150,11-27-2018,10:49:13
14299,50,350,220,130,first,1,1,0,NA,150,11-27-2018,10:49:13
14299,51,200,320,120,second,0,1,1,21,150,11-27-2018,10:49:13
14299,52,280,430,150,second,0,0,0,NA,150,11-27-2018,10:49:13
14299,53,470,320,150,first,1,0,1,22,150,11-27-2018,10:49:13
14299,54,280,420,140,second,0,1,1,23,150,11-27-2018,10:49:13
14299,55,170,320,150,second,0,0,0,NA,150,11-27-2018,10:49:13
14299,56,200,350,150,second,1,0,1,24,150,11-27-2018,10:49:13
14299,57,420,280,140,first,0,1,1,25,150,11-27-2018,10:49:13
14299,58,280,430,150,second,0,0,0,NA,150,11-27-2018,10:49:13
14299,59,350,200,150,first,0,0,0,NA,150,11-27-2018,10:49:13
14299,60,320,170,150,first,1,0,1,26,150,11-27-2018,10:49:13
14299,61,350,490,140,second,0,1,1,27,150,11-27-2018,10:49:13
14299,62,200,350,150,second,0,0,0,NA,150,11-27-2018,10:49:13
14299,63,130,280,150,second,0,0,0,NA,150,11-27-2018,10:49:13
14299,64,320,470,150,second,0,0,0,NA,150,11-27-2018,10:49:13
14303,1,380,280,100,first,1,NA,NA,NA,50,11-27-2018,14:34:45
14303,2,320,240,80,first,1,1,0,NA,50,11-27-2018,14:34:45
14303,3,340,280,60,first,1,1,0,NA,50,11-27-2018,14:34:45
14303,4,290,250,40,first,1,1,0,NA,50,11-27-2018,14:34:45
14303,5,320,300,20,first,1,1,0,NA,50,11-27-2018,14:34:45
14303,6,280,290,10,second,0,1,1,1,50,11-27-2018,14:34:45
14303,7,320,250,70,first,1,0,1,2,50,11-27-2018,14:34:45
14303,8,280,220,60,first,1,1,0,NA,50,11-27-2018,14:34:45
14303,9,350,300,50,first,1,1,0,NA,50,11-27-2018,14:34:45
14303,10,320,360,40,second,1,1,0,NA,50,11-27-2018,14:34:45
14303,11,220,250,30,second,1,1,0,NA,50,11-27-2018,14:34:45
14303,12,370,350,20,first,0,1,1,3,50,11-27-2018,14:34:45
14303,13,350,400,50,second,1,0,1,4,50,11-27-2018,14:34:45
14303,14,250,290,40,second,1,1,0,NA,50,11-27-2018,14:34:45
14303,15,280,250,30,first,1,1,0,NA,50,11-27-2018,14:34:45
14303,16,300,320,20,second,1,1,0,NA,50,11-27-2018,14:34:45
14303,17,330,320,10,first,1,1,0,NA,50,11-27-2018,14:34:45
14303,18,290,280,10,first,1,1,0,NA,50,11-27-2018,14:34:45
14303,19,240,250,10,second,0,1,1,5,50,11-27-2018,14:34:45
14303,20,360,320,40,first,1,0,1,6,50,11-27-2018,14:34:45
14303,21,380,350,30,first,0,1,1,7,50,11-27-2018,14:34:45
14303,22,280,220,60,first,1,0,1,8,50,11-27-2018,14:34:45
14303,23,270,320,50,second,1,1,0,NA,50,11-27-2018,14:34:45
14303,24,250,290,40,second,1,1,0,NA,50,11-27-2018,14:34:45
14303,25,250,280,30,second,1,1,0,NA,50,11-27-2018,14:34:45
14303,26,320,340,20,second,1,1,0,NA,50,11-27-2018,14:34:45
14303,27,350,340,10,first,0,1,1,9,50,11-27-2018,14:34:45
14303,28,280,320,40,second,1,0,1,10,50,11-27-2018,14:34:45
14303,29,220,250,30,second,0,1,1,11,50,11-27-2018,14:34:45
14303,30,280,340,60,second,0,0,0,NA,50,11-27-2018,14:34:45
14303,31,410,320,90,first,1,0,1,12,50,11-27-2018,14:34:45
14303,32,350,270,80,first,1,1,0,NA,50,11-27-2018,14:34:45
14303,33,320,250,70,first,1,1,0,NA,50,11-27-2018,14:34:45
14303,34,290,350,60,second,1,1,0,NA,50,11-27-2018,14:34:45
14303,35,300,250,50,first,1,1,0,NA,50,11-27-2018,14:34:45
14303,36,390,350,40,first,1,1,0,NA,50,11-27-2018,14:34:45
14303,37,320,290,30,first,1,1,0,NA,50,11-27-2018,14:34:45
14303,38,250,230,20,first,1,1,0,NA,50,11-27-2018,14:34:45
14303,39,350,360,10,second,1,1,0,NA,50,11-27-2018,14:34:45
14303,40,320,330,10,second,0,1,1,13,50,11-27-2018,14:34:45
14303,41,310,350,40,second,1,0,1,14,50,11-27-2018,14:34:45
14303,42,320,350,30,second,1,1,0,NA,50,11-27-2018,14:34:45
14303,43,280,300,20,second,1,1,0,NA,50,11-27-2018,14:34:45
14303,44,310,320,10,second,1,1,0,NA,50,11-27-2018,14:34:45
14303,45,270,280,10,second,0,1,1,15,50,11-27-2018,14:34:45
14303,46,210,250,40,second,0,0,0,NA,50,11-27-2018,14:34:45
14303,47,350,280,70,first,1,0,1,16,50,11-27-2018,14:34:45
14303,48,350,290,60,first,1,1,0,NA,50,11-27-2018,14:34:45
14303,49,250,200,50,first,1,1,0,NA,50,11-27-2018,14:34:45
14303,50,280,240,40,first,1,1,0,NA,50,11-27-2018,14:34:45
14303,51,280,310,30,second,1,1,0,NA,50,11-27-2018,14:34:45
14303,52,370,350,20,first,0,1,1,17,50,11-27-2018,14:34:45
14303,53,300,350,50,second,1,0,1,18,50,11-27-2018,14:34:45
14303,54,240,280,40,second,1,1,0,NA,50,11-27-2018,14:34:45
14303,55,350,380,30,second,1,1,0,NA,50,11-27-2018,14:34:45
14303,56,260,280,20,second,0,1,1,19,50,11-27-2018,14:34:45
14303,57,370,320,50,first,0,0,0,NA,50,11-27-2018,14:34:45
14303,58,350,430,80,second,1,0,1,20,50,11-27-2018,14:34:45
14303,59,250,180,70,first,0,1,1,21,50,11-27-2018,14:34:45
14303,60,250,150,100,first,1,0,1,22,50,11-27-2018,14:34:45
14303,61,260,350,90,second,1,1,0,NA,50,11-27-2018,14:34:45
14303,62,280,200,80,first,1,1,0,NA,50,11-27-2018,14:34:45
14303,63,210,280,70,second,1,1,0,NA,50,11-27-2018,14:34:45
14303,64,250,310,60,second,1,1,0,NA,50,11-27-2018,14:34:45
14311,1,320,220,100,first,1,NA,NA,NA,30,10-17-2018,14:01:43
14311,2,350,430,80,second,1,1,0,NA,30,10-17-2018,14:01:43
14311,3,410,350,60,first,0,1,1,1,30,10-17-2018,14:01:43
14311,4,400,280,120,first,1,0,1,2,30,10-17-2018,14:01:43
14311,5,350,250,100,first,1,1,0,NA,30,10-17-2018,14:01:43
14311,6,240,320,80,second,1,1,0,NA,30,10-17-2018,14:01:43
14311,7,410,350,60,first,1,1,0,NA,30,10-17-2018,14:01:43
14311,8,300,350,50,second,1,1,0,NA,30,10-17-2018,14:01:43
14311,9,320,360,40,second,1,1,0,NA,30,10-17-2018,14:01:43
14311,10,350,320,30,first,1,1,0,NA,30,10-17-2018,14:01:43
14311,11,320,340,20,second,1,1,0,NA,30,10-17-2018,14:01:43
14311,12,240,250,10,second,1,1,0,NA,30,10-17-2018,14:01:43
14311,13,280,290,10,second,1,1,0,NA,30,10-17-2018,14:01:43
14311,14,290,280,10,first,1,1,0,NA,30,10-17-2018,14:01:43
14311,15,250,260,10,second,1,1,0,NA,30,10-17-2018,14:01:43
14311,16,290,280,10,first,0,1,1,3,30,10-17-2018,14:01:43
14311,17,280,240,40,first,1,0,1,4,30,10-17-2018,14:01:43
14311,18,250,220,30,first,0,1,1,5,30,10-17-2018,14:01:43
14311,19,220,280,60,second,0,0,0,NA,30,10-17-2018,14:01:43
14311,20,250,160,90,first,1,0,1,6,30,10-17-2018,14:01:43
14311,21,200,280,80,second,1,1,0,NA,30,10-17-2018,14:01:43
14311,22,280,210,70,first,1,1,0,NA,30,10-17-2018,14:01:43
14311,23,280,340,60,second,1,1,0,NA,30,10-17-2018,14:01:43
14311,24,330,280,50,first,1,1,0,NA,30,10-17-2018,14:01:43
