Subject,Trial,Tone1,Tone2,Difference,CorrectResponse,Accuracy,NextTrial.ACC,Reversal,ReversalNumb,DurationThreshold.last,SessionDate,SessionTime
14005,1,150,250,100,second,0,NA,NA,NA,40,08-28-2018,11:13:34
14005,2,500,350,150,first,1,0,1,1,40,08-28-2018,11:13:34
14005,3,380,250,130,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,4,320,430,110,second,1,1,0,NA,40,08-28-2018,11:13:34
14005,5,250,340,90,second,0,1,1,2,40,08-28-2018,11:13:34
14005,6,100,250,150,second,1,0,1,3,40,08-28-2018,11:13:34
14005,7,150,280,130,second,1,1,0,NA,40,08-28-2018,11:13:34
14005,8,320,440,120,second,1,1,0,NA,40,08-28-2018,11:13:34
14005,9,240,350,110,second,1,1,0,NA,40,08-28-2018,11:13:34
14005,10,420,320,100,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,11,410,320,90,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,12,250,330,80,second,1,1,0,NA,40,08-28-2018,11:13:34
14005,13,180,250,70,second,1,1,0,NA,40,08-28-2018,11:13:34
14005,14,250,310,60,second,0,1,1,4,40,08-28-2018,11:13:34
14005,15,260,350,90,second,1,0,1,5,40,08-28-2018,11:13:34
14005,16,360,280,80,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,17,250,320,70,second,1,1,0,NA,40,08-28-2018,11:13:34
14005,18,320,260,60,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,19,350,400,50,second,1,1,0,NA,40,08-28-2018,11:13:34
14005,20,280,240,40,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,21,320,290,30,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,22,250,230,20,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,23,360,350,10,first,0,1,1,6,40,08-28-2018,11:13:34
14005,24,280,240,40,first,1,0,1,7,40,08-28-2018,11:13:34
14005,25,320,290,30,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,26,280,300,20,second,0,1,1,8,40,08-28-2018,11:13:34
14005,27,280,230,50,first,1,0,1,9,40,08-28-2018,11:13:34
14005,28,280,320,40,second,1,1,0,NA,40,08-28-2018,11:13:34
14005,29,250,280,30,second,0,1,1,10,40,08-28-2018,11:13:34
14005,30,350,290,60,first,1,0,1,11,40,08-28-2018,11:13:34
14005,31,350,300,50,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,32,240,280,40,second,0,1,1,12,40,08-28-2018,11:13:34
14005,33,280,350,70,second,1,0,1,13,40,08-28-2018,11:13:34
14005,34,350,410,60,second,1,1,0,NA,40,08-28-2018,11:13:34
14005,35,300,250,50,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,36,280,320,40,second,0,1,1,14,40,08-28-2018,11:13:34
14005,37,390,320,70,first,1,0,1,15,40,08-28-2018,11:13:34
14005,38,280,220,60,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,39,280,330,50,second,0,1,1,16,40,08-28-2018,11:13:34
14005,40,360,280,80,first,1,0,1,17,40,08-28-2018,11:13:34
14005,41,280,350,70,second,0,1,1,18,40,08-28-2018,11:13:34
14005,42,250,350,100,second,1,0,1,19,40,08-28-2018,11:13:34
14005,43,340,250,90,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,44,320,240,80,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,45,350,420,70,second,1,1,0,NA,40,08-28-2018,11:13:34
14005,46,250,190,60,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,47,400,350,50,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,48,390,350,40,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,49,250,280,30,second,0,1,1,20,40,08-28-2018,11:13:34
14005,50,220,280,60,second,1,0,1,21,40,08-28-2018,11:13:34
14005,51,200,250,50,second,1,1,0,NA,40,08-28-2018,11:13:34
14005,52,250,210,40,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,53,310,280,30,first,0,1,1,22,40,08-28-2018,11:13:34
14005,54,320,380,60,second,1,0,1,23,40,08-28-2018,11:13:34
14005,55,350,300,50,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,56,350,310,40,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,57,350,320,30,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,58,320,340,20,second,1,1,0,NA,40,08-28-2018,11:13:34
14005,59,250,240,10,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,60,310,320,10,second,0,1,1,24,40,08-28-2018,11:13:34
14005,61,290,250,40,first,1,0,1,25,40,08-28-2018,11:13:34
14005,62,310,280,30,first,1,1,0,NA,40,08-28-2018,11:13:34
14005,63,350,370,20,second,1,1,0,NA,40,08-28-2018,11:13:34
14005,64,310,320,10,second,0,1,1,26,40,08-28-2018,11:13:34
14009,1,350,250,100,first,1,NA,NA,NA,40,10-12-2018,15:17:57
14009,2,350,270,80,first,1,1,0,NA,40,10-12-2018,15:17:57
14009,3,250,310,60,second,1,1,0,NA,40,10-12-2018,15:17:57
14009,4,250,290,40,second,1,1,0,NA,40,10-12-2018,15:17:57
14009,5,350,330,20,first,0,1,1,1,40,10-12-2018,15:17:57
14009,6,430,350,80,first,1,0,1,2,40,10-12-2018,15:17:57
14009,7,280,340,60,second,0,1,1,3,40,10-12-2018,15:17:57
14009,8,190,280,90,second,1,0,1,4,40,10-12-2018,15:17:57
14009,9,200,280,80,second,1,1,0,NA,40,10-12-2018,15:17:57
14009,10,420,350,70,first,1,1,0,NA,40,10-12-2018,15:17:57
14009,11,320,260,60,first,1,1,0,NA,40,10-12-2018,15:17:57
14009,12,200,250,50,second,1,1,0,NA,40,10-12-2018,15:17:57
14009,13,280,320,40,second,1,1,0,NA,40,10-12-2018,15:17:57
14009,14,290,320,30,second,0,1,1,5,40,10-12-2018,15:17:57
14009,15,250,190,60,first,1,0,1,6,40,10-12-2018,15:17:57
14009,16,200,250,50,second,1,1,0,NA,40,10-12-2018,15:17:57
14009,17,350,390,40,second,1,1,0,NA,40,10-12-2018,15:17:57
14009,18,280,310,30,second,1,1,0,NA,40,10-12-2018,15:17:57
14009,19,340,320,20,first,1,1,0,NA,40,10-12-2018,15:17:57
14009,20,310,320,10,second,1,1,0,NA,40,10-12-2018,15:17:57
14009,21,350,360,10,second,1,1,0,NA,40,10-12-2018,15:17:57
14009,22,250,240,10,first,1,1,0,NA,40,10-12-2018,15:17:57
14009,23,290,280,10,first,1,1,0,NA,40,10-12-2018,15:17:57
14009,24,350,340,10,first,0,1,1,7,40,10-12-2018,15:17:57
14009,25,320,280,40,first,1,0,1,8,40,10-12-2018,15:17:57
14009,26,350,320,30,first,0,1,1,9,40,10-12-2018,15:17:57
14009,27,250,310,60,second,1,0,1,10,40,10-12-2018,15:17:57
14009,28,370,320,50,first,1,1,0,NA,40,10-12-2018,15:17:57
14009,29,280,240,40,first,1,1,0,NA,40,10-12-2018,15:17:57
14009,30,320,350,30,second,1,1,0,NA,40,10-12-2018,15:17:57
14009,31,300,280,20,first,1,1,0,NA,40,10-12-2018,15:17:57
14009,32,250,240,10,first,0,1,1,11,40,10-12-2018,15:17:57
14009,33,210,250,40,second,0,0,0,NA,40,10-12-2018,15:17:57
14009,34,280,350,70,second,1,0,1,12,40,10-12-2018,15:17:57
14009,35,280,340,60,second,1,1,0,NA,40,10-12-2018,15:17:57
14009,36,300,250,50,first,1,1,0,NA,40,10-12-2018,15:17:57
14009,37,320,360,40,second,1,1,0,NA,40,10-12-2018,15:17:57
14009,38,280,250,30,first,1,1,0,NA,40,10-12-2018,15:17:57
14009,39,280,260,20,first,1,1,0,NA,40,10-12-2018,15:17:57
14009,40,360,350,10,first,0,1,1,13,40,10-12-2018,15:17:57
14009,41,320,360,40,second,0,0,0,NA,40,10-12-2018,15:17:57
14009,42,350,280,70,first,1,0,1,14,40,10-12-2018,15:17:57
14009,43,320,260,60,first,1,1,0,NA,40,10-12-2018,15:17:57
14009,44,320,370,50,second,1,1,0,NA,40,10-12-2018,15:17:57
14009,45,320,360,40,second,1,1,0,NA,40,10-12-2018,15:17:57
14009,46,250,280,30,second,1,1,0,NA,40,10-12-2018,15:17:57
14009,47,300,280,20,first,1,1,0,NA,40,10-12-2018,15:17:57
14009,48,240,250,10,second,0,1,1,15,40,10-12-2018,15:17:57
14009,49,280,320,40,second,1,0,1,16,40,10-12-2018,15:17:57
14009,50,320,290,30,first,0,1,1,17,40,10-12-2018,15:17:57
14009,51,310,250,60,first,1,0,1,18,40,10-12-2018,15:17:57
14009,52,230,280,50,second,1,1,0,NA,40,10-12-2018,15:17:57
14009,53,280,320,40,second,1,1,0,NA,40,10-12-2018,15:17:57
14009,54,350,380,30,second,0,1,1,19,40,10-12-2018,15:17:57
14009,55,350,410,60,second,1,0,1,20,40,10-12-2018,15:17:57
14009,56,320,270,50,first,1,1,0,NA,40,10-12-2018,15:17:57
14009,57,240,280,40,second,1,1,0,NA,40,10-12-2018,15:17:57
14009,58,280,250,30,first,1,1,0,NA,40,10-12-2018,15:17:57
14009,59,280,260,20,first,1,1,0,NA,40,10-12-2018,15:17:57
14009,60,360,350,10,first,0,1,1,21,40,10-12-2018,15:17:57
14009,61,250,210,40,first,1,0,1,22,40,10-12-2018,15:17:57
14009,62,320,350,30,second,1,1,0,NA,40,10-12-2018,15:17:57
14009,63,330,350,20,second,1,1,0,NA,40,10-12-2018,15:17:57
14009,64,330,320,10,first,0,1,1,23,40,10-12-2018,15:17:57
14011,1,320,420,100,second,1,NA,NA,NA,60,08-14-2018,14:56:20
14011,2,250,170,80,first,1,1,0,NA,60,08-14-2018,14:56:20
14011,3,280,220,60,first,1,1,0,NA,60,08-14-2018,14:56:20
14011,4,310,350,40,second,1,1,0,NA,60,08-14-2018,14:56:20
14011,5,230,250,20,second,1,1,0,NA,60,08-14-2018,14:56:20
14011,6,340,350,10,second,0,1,1,1,60,08-14-2018,14:56:20
14011,7,280,350,70,second,1,0,1,2,60,08-14-2018,14:56:20
14011,8,320,260,60,first,1,1,0,NA,60,08-14-2018,14:56:20
14011,9,300,250,50,first,1,1,0,NA,60,08-14-2018,14:56:20
14011,10,320,280,40,first,1,1,0,NA,60,08-14-2018,14:56:20
14011,11,350,380,30,second,0,1,1,3,60,08-14-2018,14:56:20
14011,12,320,260,60,first,1,0,1,4,60,08-14-2018,14:56:20
14011,13,370,320,50,first,1,1,0,NA,60,08-14-2018,14:56:20
14011,14,240,280,40,second,1,1,0,NA,60,08-14-2018,14:56:20
14011,15,320,350,30,second,1,1,0,NA,60,08-14-2018,14:56:20
14011,16,320,340,20,second,1,1,0,NA,60,08-14-2018,14:56:20
14011,17,270,280,10,second,1,1,0,NA,60,08-14-2018,14:56:20
14011,18,240,250,10,second,1,1,0,NA,60,08-14-2018,14:56:20
14011,19,360,350,10,first,1,1,0,NA,60,08-14-2018,14:56:20
14011,20,350,360,10,second,1,1,0,NA,60,08-14-2018,14:56:20
14011,21,260,250,10,first,1,1,0,NA,60,08-14-2018,14:56:20
14011,22,340,350,10,second,0,1,1,5,60,08-14-2018,14:56:20
14011,23,320,280,40,first,1,0,1,6,60,08-14-2018,14:56:20
14011,24,350,320,30,first,1,1,0,NA,60,08-14-2018,14:56:20
14011,25,280,300,20,second,1,1,0,NA,60,08-14-2018,14:56:20
14011,26,360,350,10,first,1,1,0,NA,60,08-14-2018,14:56:20
14011,27,270,280,10,second,1,1,0,NA,60,08-14-2018,14:56:20
14011,28,280,270,10,first,0,1,1,7,60,08-14-2018,14:56:20
14011,29,290,250,40,first,1,0,1,8,60,08-14-2018,14:56:20
14011,30,320,350,30,second,1,1,0,NA,60,08-14-2018,14:56:20
14011,31,340,320,20,first,1,1,0,NA,60,08-14-2018,14:56:20
14011,32,250,260,10,second,1,1,0,NA,60,08-14-2018,14:56:20
14011,33,290,280,10,first,1,1,0,NA,60,08-14-2018,14:56:20
14011,34,350,360,10,second,0,1,1,9,60,08-14-2018,14:56:20
14011,35,320,280,40,first,1,0,1,10,60,08-14-2018,14:56:20
14011,36,380,350,30,first,1,1,0,NA,60,08-14-2018,14:56:20
14011,37,250,230,20,first,1,1,0,NA,60,08-14-2018,14:56:20
14011,38,320,330,10,second,0,1,1,11,60,08-14-2018,14:56:20
14011,39,280,320,40,second,1,0,1,12,60,08-14-2018,14:56:20
14011,40,350,380,30,second,1,1,0,NA,60,08-14-2018,14:56:20
14011,41,280,300,20,second,0,1,1,13,60,08-14-2018,14:56:20
14011,42,370,320,50,first,1,0,1,14,60,08-14-2018,14:56:20
14011,43,350,310,40,first,1,1,0,NA,60,08-14-2018,14:56:20
14011,44,310,280,30,first,1,1,0,NA,60,08-14-2018,14:56:20
14011,45,260,280,20,second,0,1,1,15,60,08-14-2018,14:56:20
14011,46,280,330,50,second,0,0,0,NA,60,08-14-2018,14:56:20
14011,47,250,170,80,first,1,0,1,16,60,08-14-2018,14:56:20
14011,48,250,320,70,second,0,1,1,17,60,08-14-2018,14:56:20
14011,49,220,320,100,second,1,0,1,18,60,08-14-2018,14:56:20
14011,50,350,260,90,first,1,1,0,NA,60,08-14-2018,14:56:20
14011,51,240,320,80,second,1,1,0,NA,60,08-14-2018,14:56:20
14011,52,280,210,70,first,1,1,0,NA,60,08-14-2018,14:56:20
14011,53,350,290,60,first,1,1,0,NA,60,08-14-2018,14:56:20
14011,54,250,200,50,first,1,1,0,NA,60,08-14-2018,14:56:20
14011,55,250,290,40,second,0,1,1,19,60,08-14-2018,14:56:20
14011,56,350,280,70,first,1,0,1,20,60,08-14-2018,14:56:20
14011,57,410,350,60,first,0,1,1,21,60,08-14-2018,14:56:20
14011,58,160,250,90,second,0,0,0,NA,60,08-14-2018,14:56:20
14011,59,280,160,120,first,1,0,1,22,60,08-14-2018,14:56:20
14011,60,210,320,110,second,1,1,0,NA,60,08-14-2018,14:56:20
14011,61,350,250,100,first,1,1,0,NA,60,08-14-2018,14:56:20
14011,62,160,250,90,second,1,1,0,NA,60,08-14-2018,14:56:20
14011,63,250,330,80,second,1,1,0,NA,60,08-14-2018,14:56:20
14011,64,350,280,70,first,1,1,0,NA,60,08-14-2018,14:56:20
14013,1,150,250,100,second,1,NA,NA,NA,40,10-29-2018,11:49:18
14013,2,330,250,80,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,3,260,320,60,second,1,1,0,NA,40,10-29-2018,11:49:18
14013,4,290,250,40,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,5,340,320,20,first,0,1,1,1,40,10-29-2018,11:49:18
14013,6,240,320,80,second,1,0,1,2,40,10-29-2018,11:49:18
14013,7,410,350,60,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,8,320,270,50,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,9,320,360,40,second,1,1,0,NA,40,10-29-2018,11:49:18
14013,10,280,250,30,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,11,340,320,20,first,0,1,1,3,40,10-29-2018,11:49:18
14013,12,350,400,50,second,1,0,1,4,40,10-29-2018,11:49:18
14013,13,210,250,40,second,1,1,0,NA,40,10-29-2018,11:49:18
14013,14,350,320,30,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,15,300,320,20,second,1,1,0,NA,40,10-29-2018,11:49:18
14013,16,280,270,10,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,17,280,270,10,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,18,280,290,10,second,1,1,0,NA,40,10-29-2018,11:49:18
14013,19,280,290,10,second,0,1,1,5,40,10-29-2018,11:49:18
14013,20,320,280,40,first,0,0,0,NA,40,10-29-2018,11:49:18
14013,21,390,320,70,first,1,0,1,6,40,10-29-2018,11:49:18
14013,22,320,380,60,second,0,1,1,7,40,10-29-2018,11:49:18
14013,23,260,350,90,second,1,0,1,8,40,10-29-2018,11:49:18
14013,24,200,280,80,second,1,1,0,NA,40,10-29-2018,11:49:18
14013,25,280,210,70,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,26,320,260,60,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,27,330,280,50,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,28,280,320,40,second,0,1,1,9,40,10-29-2018,11:49:18
14013,29,320,250,70,first,1,0,1,10,40,10-29-2018,11:49:18
14013,30,340,280,60,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,31,320,370,50,second,1,1,0,NA,40,10-29-2018,11:49:18
14013,32,320,280,40,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,33,250,220,30,first,0,1,1,11,40,10-29-2018,11:49:18
14013,34,320,380,60,second,1,0,1,12,40,10-29-2018,11:49:18
14013,35,230,280,50,second,1,1,0,NA,40,10-29-2018,11:49:18
14013,36,310,350,40,second,0,1,1,13,40,10-29-2018,11:49:18
14013,37,350,420,70,second,0,0,0,NA,40,10-29-2018,11:49:18
14013,38,250,350,100,second,1,0,1,14,40,10-29-2018,11:49:18
14013,39,350,260,90,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,40,350,430,80,second,1,1,0,NA,40,10-29-2018,11:49:18
14013,41,250,180,70,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,42,350,290,60,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,43,250,200,50,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,44,390,350,40,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,45,380,350,30,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,46,370,350,20,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,47,340,350,10,second,1,1,0,NA,40,10-29-2018,11:49:18
14013,48,310,320,10,second,0,1,1,15,40,10-29-2018,11:49:18
14013,49,210,250,40,second,1,0,1,16,40,10-29-2018,11:49:18
14013,50,250,280,30,second,1,1,0,NA,40,10-29-2018,11:49:18
14013,51,260,280,20,second,0,1,1,17,40,10-29-2018,11:49:18
14013,52,300,350,50,second,0,0,0,NA,40,10-29-2018,11:49:18
14013,53,280,360,80,second,0,0,0,NA,40,10-29-2018,11:49:18
14013,54,350,460,110,second,1,0,1,18,40,10-29-2018,11:49:18
14013,55,350,250,100,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,56,280,190,90,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,57,250,330,80,second,1,1,0,NA,40,10-29-2018,11:49:18
14013,58,250,180,70,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,59,380,320,60,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,60,250,300,50,second,1,1,0,NA,40,10-29-2018,11:49:18
14013,61,290,250,40,first,1,1,0,NA,40,10-29-2018,11:49:18
14013,62,250,280,30,second,0,1,1,19,40,10-29-2018,11:49:18
14013,63,320,260,60,first,1,0,1,20,40,10-29-2018,11:49:18
14013,64,200,250,50,second,1,1,0,NA,40,10-29-2018,11:49:18
14017,1,250,150,100,first,1,NA,NA,NA,20,08-09-2018,15:09:47
14017,2,280,200,80,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,3,320,380,60,second,1,1,0,NA,20,08-09-2018,15:09:47
14017,4,290,250,40,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,5,260,280,20,second,0,1,1,1,20,08-09-2018,15:09:47
14017,6,320,240,80,first,1,0,1,2,20,08-09-2018,15:09:47
14017,7,410,350,60,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,8,200,250,50,second,1,1,0,NA,20,08-09-2018,15:09:47
14017,9,320,280,40,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,10,280,310,30,second,0,1,1,3,20,08-09-2018,15:09:47
14017,11,350,410,60,second,1,0,1,4,20,08-09-2018,15:09:47
14017,12,280,330,50,second,0,1,1,5,20,08-09-2018,15:09:47
14017,13,330,250,80,first,1,0,1,6,20,08-09-2018,15:09:47
14017,14,320,250,70,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,15,380,320,60,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,16,370,320,50,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,17,280,240,40,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,18,250,280,30,second,1,1,0,NA,20,08-09-2018,15:09:47
14017,19,250,270,20,second,1,1,0,NA,20,08-09-2018,15:09:47
14017,20,330,320,10,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,21,320,310,10,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,22,360,350,10,first,0,1,1,7,20,08-09-2018,15:09:47
14017,23,240,280,40,second,1,0,1,8,20,08-09-2018,15:09:47
14017,24,350,380,30,second,0,1,1,9,20,08-09-2018,15:09:47
14017,25,280,220,60,first,1,0,1,10,20,08-09-2018,15:09:47
14017,26,300,250,50,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,27,280,320,40,second,1,1,0,NA,20,08-09-2018,15:09:47
14017,28,310,280,30,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,29,350,330,20,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,30,330,320,10,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,31,350,340,10,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,32,250,260,10,second,0,1,1,11,20,08-09-2018,15:09:47
14017,33,210,250,40,second,1,0,1,12,20,08-09-2018,15:09:47
14017,34,280,250,30,first,0,1,1,13,20,08-09-2018,15:09:47
14017,35,320,380,60,second,0,0,0,NA,20,08-09-2018,15:09:47
14017,36,280,370,90,second,0,0,0,NA,20,08-09-2018,15:09:47
14017,37,350,230,120,first,1,0,1,14,20,08-09-2018,15:09:47
14017,38,240,350,110,second,1,1,0,NA,20,08-09-2018,15:09:47
14017,39,380,280,100,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,40,260,350,90,second,1,1,0,NA,20,08-09-2018,15:09:47
14017,41,320,240,80,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,42,420,350,70,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,43,350,290,60,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,44,230,280,50,second,1,1,0,NA,20,08-09-2018,15:09:47
14017,45,310,350,40,second,0,1,1,15,20,08-09-2018,15:09:47
14017,46,250,320,70,second,1,0,1,16,20,08-09-2018,15:09:47
14017,47,250,190,60,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,48,300,350,50,second,1,1,0,NA,20,08-09-2018,15:09:47
14017,49,250,210,40,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,50,220,250,30,second,1,1,0,NA,20,08-09-2018,15:09:47
14017,51,320,340,20,second,1,1,0,NA,20,08-09-2018,15:09:47
14017,52,260,250,10,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,53,350,360,10,second,1,1,0,NA,20,08-09-2018,15:09:47
14017,54,350,360,10,second,0,1,1,17,20,08-09-2018,15:09:47
14017,55,320,280,40,first,1,0,1,18,20,08-09-2018,15:09:47
14017,56,250,220,30,first,1,1,0,NA,20,08-09-2018,15:09:47
14017,57,300,320,20,second,1,1,0,NA,20,08-09-2018,15:09:47
14017,58,310,320,10,second,0,1,1,19,20,08-09-2018,15:09:47
14017,59,210,250,40,second,1,0,1,20,20,08-09-2018,15:09:47
14017,60,290,320,30,second,1,1,0,NA,20,08-09-2018,15:09:47
14017,61,280,300,20,second,1,1,0,NA,20,08-09-2018,15:09:47
14017,62,270,280,10,second,0,1,1,21,20,08-09-2018,15:09:47
14017,63,320,360,40,second,1,0,1,22,20,08-09-2018,15:09:47
14017,64,380,350,30,first,1,1,0,NA,20,08-09-2018,15:09:47
14021,1,320,420,100,second,1,NA,NA,NA,60,10-12-2018,14:09:18
14021,2,250,170,80,first,1,1,0,NA,60,10-12-2018,14:09:18
14021,3,280,340,60,second,1,1,0,NA,60,10-12-2018,14:09:18
14021,4,350,310,40,first,1,1,0,NA,60,10-12-2018,14:09:18
14021,5,300,320,20,second,0,1,1,1,60,10-12-2018,14:09:18
14021,6,240,320,80,second,1,0,1,2,60,10-12-2018,14:09:18
14021,7,250,310,60,second,1,1,0,NA,60,10-12-2018,14:09:18
14021,8,200,250,50,second,1,1,0,NA,60,10-12-2018,14:09:18
14021,9,350,310,40,first,1,1,0,NA,60,10-12-2018,14:09:18
14021,10,280,250,30,first,1,1,0,NA,60,10-12-2018,14:09:18
14021,11,270,250,20,first,1,1,0,NA,60,10-12-2018,14:09:18
14021,12,250,240,10,first,1,1,0,NA,60,10-12-2018,14:09:18
14021,13,350,360,10,second,0,1,1,3,60,10-12-2018,14:09:18
14021,14,280,240,40,first,1,0,1,4,60,10-12-2018,14:09:18
14021,15,380,350,30,first,0,1,1,5,60,10-12-2018,14:09:18
14021,16,380,320,60,first,1,0,1,6,60,10-12-2018,14:09:18
14021,17,300,350,50,second,1,1,0,NA,60,10-12-2018,14:09:18
14021,18,350,310,40,first,1,1,0,NA,60,10-12-2018,14:09:18
14021,19,280,250,30,first,1,1,0,NA,60,10-12-2018,14:09:18
14021,20,260,280,20,second,1,1,0,NA,60,10-12-2018,14:09:18
14021,21,350,360,10,second,1,1,0,NA,60,10-12-2018,14:09:18
14021,22,280,290,10,second,0,1,1,7,60,10-12-2018,14:09:18
14021,23,320,360,40,second,1,0,1,8,60,10-12-2018,14:09:18
14021,24,380,350,30,first,1,1,0,NA,60,10-12-2018,14:09:18
14021,25,320,340,20,second,0,1,1,9,60,10-12-2018,14:09:18
14021,26,370,320,50,first,1,0,1,10,60,10-12-2018,14:09:18
14021,27,280,240,40,first,1,1,0,NA,60,10-12-2018,14:09:18
14021,28,350,380,30,second,1,1,0,NA,60,10-12-2018,14:09:18
14021,29,250,230,20,first,1,1,0,NA,60,10-12-2018,14:09:18
14021,30,250,260,10,second,0,1,1,11,60,10-12-2018,14:09:18
14021,31,250,210,40,first,1,0,1,12,60,10-12-2018,14:09:18
14021,32,350,380,30,second,0,1,1,13,60,10-12-2018,14:09:18
14021,33,320,380,60,second,1,0,1,14,60,10-12-2018,14:09:18
14021,34,300,250,50,first,1,1,0,NA,60,10-12-2018,14:09:18
14021,35,240,280,40,second,0,1,1,15,60,10-12-2018,14:09:18
14021,36,350,280,70,first,0,0,0,NA,60,10-12-2018,14:09:18
14021,37,280,380,100,second,1,0,1,16,60,10-12-2018,14:09:18
14021,38,260,350,90,second,1,1,0,NA,60,10-12-2018,14:09:18
14021,39,430,350,80,first,1,1,0,NA,60,10-12-2018,14:09:18
14021,40,350,280,70,first,1,1,0,NA,60,10-12-2018,14:09:18
14021,41,260,320,60,second,1,1,0,NA,60,10-12-2018,14:09:18
14021,42,230,280,50,second,1,1,0,NA,60,10-12-2018,14:09:18
14021,43,360,320,40,first,1,1,0,NA,60,10-12-2018,14:09:18
14021,44,280,310,30,second,1,1,0,NA,60,10-12-2018,14:09:18
14021,45,320,300,20,first,1,1,0,NA,60,10-12-2018,14:09:18
14021,46,290,280,10,first,0,1,1,17,60,10-12-2018,14:09:18
14021,47,320,280,40,first,1,0,1,18,60,10-12-2018,14:09:18
14021,48,290,320,30,second,1,1,0,NA,60,10-12-2018,14:09:18
14021,49,350,330,20,first,1,1,0,NA,60,10-12-2018,14:09:18
14021,50,290,280,10,first,0,1,1,19,60,10-12-2018,14:09:18
14021,51,360,320,40,first,1,0,1,20,60,10-12-2018,14:09:18
14021,52,250,280,30,second,1,1,0,NA,60,10-12-2018,14:09:18
14021,53,330,350,20,second,0,1,1,21,60,10-12-2018,14:09:18
14021,54,320,270,50,first,0,0,0,NA,60,10-12-2018,14:09:18
14021,55,430,350,80,first,1,0,1,22,60,10-12-2018,14:09:18
14021,56,180,250,70,second,1,1,0,NA,60,10-12-2018,14:09:18
14021,57,320,260,60,first,1,1,0,NA,60,10-12-2018,14:09:18
14021,58,200,250,50,second,1,1,0,NA,60,10-12-2018,14:09:18
14021,59,290,250,40,first,0,1,1,23,60,10-12-2018,14:09:18
