Subject,TrialProc,Trial,WaitTime,RT,Accuracy,Response,Probe1Resp,Probe2Resp,Probe3Resp,AdminTime,SessionDate,SessionTime
14000,practice,1,2000,1871,0,R,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,practice,2,8000,1330,0,D,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,practice,3,4000,720,1,R,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,practice,4,12000,963,1,B,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,practice,5,2000,648,1,D,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,1,4000,1213,0,B,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,2,2000,678,1,R,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,3,2000,1798,0,P,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,4,8000,966,1,D,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,5,12000,1372,1,R,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,6,2000,1428,0,B,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,probe,7,8000,NA,NA,NA,OnTask,3,3,22.795683333333333,09-24-2017,14:04:53
14000,real,8,8000,726,1,R,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,9,4000,807,0,B,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,10,2000,2754,0,P,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,11,8000,829,1,B,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,probe,12,4000,NA,NA,NA,TRI,3,2,22.795683333333333,09-24-2017,14:04:53
14000,real,13,12000,737,1,R,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,14,4000,395,1,D,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,15,4000,990,1,B,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,16,8000,814,1,R,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,17,8000,949,1,R,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,probe,18,12000,NA,NA,NA,OnTask,3,2,22.795683333333333,09-24-2017,14:04:53
14000,real,19,4000,805,0,R,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,20,12000,630,1,B,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,21,4000,866,0,P,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,22,8000,1586,1,B,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,probe,23,2000,NA,NA,NA,TRI,2,2,22.795683333333333,09-24-2017,14:04:53
14000,real,24,2000,1501,0,B,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,25,12000,956,1,D,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,26,12000,1083,1,B,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,27,2000,480,1,P,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,28,12000,1084,0,P,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,probe,29,2000,NA,NA,NA,TRI,2,2,22.795683333333333,09-24-2017,14:04:53
14000,real,30,12000,1201,1,B,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,31,2000,1170,0,D,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,32,2000,821,1,B,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,33,8000,573,1,P,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,34,2000,869,1,B,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,probe,35,12000,NA,NA,NA,OnTask,3,2,22.795683333333333,09-24-2017,14:04:53
14000,real,36,2000,1573,1,D,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,37,8000,924,1,D,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,probe,38,8000,NA,NA,NA,OnTask,3,2,22.795683333333333,09-24-2017,14:04:53
14000,real,39,4000,1769,1,B,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,40,12000,3643,0,P,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,41,4000,794,1,P,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,42,8000,841,1,R,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,43,2000,922,0,R,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,44,12000,3395,1,D,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,probe,45,4000,NA,NA,NA,InAtt,2,2,22.795683333333333,09-24-2017,14:04:53
14000,real,46,4000,11262,0,P,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,47,4000,663,1,D,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,48,8000,997,1,P,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,probe,49,2000,NA,NA,NA,TRI,2,2,22.795683333333333,09-24-2017,14:04:53
14000,real,50,2000,498,1,P,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,51,4000,1397,0,R,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,52,2000,693,1,B,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,probe,53,2000,NA,NA,NA,TRI,3,2,22.795683333333333,09-24-2017,14:04:53
14000,real,54,12000,1665,0,P,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,55,8000,563,1,B,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,probe,56,4000,NA,NA,NA,TRI,2,2,22.795683333333333,09-24-2017,14:04:53
14000,real,57,2000,898,1,D,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,58,4000,965,1,R,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,59,12000,2612,1,P,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,60,12000,760,0,R,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,probe,61,8000,NA,NA,NA,InAtt,2,2,22.795683333333333,09-24-2017,14:04:53
14000,real,62,8000,2144,0,R,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,63,4000,2473,0,R,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,64,12000,394,1,P,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,65,4000,535,1,D,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,probe,66,12000,NA,NA,NA,TRI,2,2,22.795683333333333,09-24-2017,14:04:53
14000,real,67,8000,547,1,P,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,68,2000,1139,0,D,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,69,12000,1563,1,D,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,70,12000,758,1,R,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,probe,71,4000,NA,NA,NA,TRI,2,2,22.795683333333333,09-24-2017,14:04:53
14000,real,72,8000,1157,1,R,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,73,4000,862,1,P,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,74,8000,563,1,P,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,probe,75,8000,NA,NA,NA,TRI,2,2,22.795683333333333,09-24-2017,14:04:53
14000,real,76,8000,1006,0,P,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,77,12000,601,1,B,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,real,78,4000,920,1,B,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14000,probe,79,12000,NA,NA,NA,TRI,2,2,22.795683333333333,09-24-2017,14:04:53
14000,real,80,2000,1143,1,B,NA,NA,NA,22.795683333333333,09-24-2017,14:04:53
14001,practice,1,2000,3304,0,R,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,practice,2,8000,2929,0,R,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,practice,3,4000,1204,0,P,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,practice,4,12000,1224,1,B,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,practice,5,2000,1298,0,P,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,practice,6,2000,3877,0,P,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,practice,7,8000,3891,0,B,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,practice,8,4000,698,1,R,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,practice,9,12000,829,1,B,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,practice,10,2000,628,1,D,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,1,4000,705,1,P,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,2,2000,690,1,R,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,3,2000,490,1,D,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,4,8000,618,1,D,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,5,12000,963,1,R,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,6,2000,486,1,D,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,probe,7,8000,NA,NA,NA,TRI,3,3,20.379333333333335,09-24-2017,14:01:18
14001,real,8,8000,545,1,R,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,9,4000,581,1,P,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,10,2000,693,1,D,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,11,8000,794,1,B,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,probe,12,4000,NA,NA,NA,TRI,4,4,20.379333333333335,09-24-2017,14:01:18
14001,real,13,12000,573,1,R,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,14,4000,501,1,D,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,15,4000,698,1,B,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,16,8000,627,1,R,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,17,8000,675,1,R,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,probe,18,12000,NA,NA,NA,OnTask,4,3,20.379333333333335,09-24-2017,14:01:18
14001,real,19,4000,562,1,P,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,20,12000,715,1,B,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,21,4000,871,1,B,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,22,8000,775,1,B,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,probe,23,2000,NA,NA,NA,TRI,3,3,20.379333333333335,09-24-2017,14:01:18
14001,real,24,2000,485,1,R,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,25,12000,683,1,D,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,26,12000,591,1,B,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,27,2000,714,1,P,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,28,12000,648,1,D,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,probe,29,2000,NA,NA,NA,OnTask,3,3,20.379333333333335,09-24-2017,14:01:18
14001,real,30,12000,653,1,B,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,31,2000,826,0,D,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,32,2000,565,1,B,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,33,8000,424,1,P,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,34,2000,531,1,B,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,probe,35,12000,NA,NA,NA,OnTask,2,2,20.379333333333335,09-24-2017,14:01:18
14001,real,36,2000,365,1,D,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,37,8000,582,1,D,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,probe,38,8000,NA,NA,NA,TRI,3,3,20.379333333333335,09-24-2017,14:01:18
14001,real,39,4000,681,1,B,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,40,12000,410,1,B,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,41,4000,444,1,P,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,42,8000,649,1,R,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,43,2000,414,1,P,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,44,12000,354,1,D,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,probe,45,4000,NA,NA,NA,TRI,3,4,20.379333333333335,09-24-2017,14:01:18
14001,real,46,4000,652,0,D,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,47,4000,1141,1,D,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,48,8000,1813,1,P,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,probe,49,2000,NA,NA,NA,TRI,1,3,20.379333333333335,09-24-2017,14:01:18
14001,real,50,2000,1163,0,D,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,51,4000,1129,1,B,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,52,2000,748,1,B,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,probe,53,2000,NA,NA,NA,TRI,1,4,20.379333333333335,09-24-2017,14:01:18
14001,real,54,12000,977,1,R,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,55,8000,812,1,B,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,probe,56,4000,NA,NA,NA,OnTask,3,4,20.379333333333335,09-24-2017,14:01:18
14001,real,57,2000,1025,0,P,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,58,4000,523,0,P,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,59,12000,854,1,P,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,60,12000,917,1,B,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,probe,61,8000,NA,NA,NA,TRI,1,3,20.379333333333335,09-24-2017,14:01:18
14001,real,62,8000,771,1,P,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,63,4000,630,1,P,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,64,12000,1740,1,P,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,65,4000,765,1,D,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,probe,66,12000,NA,NA,NA,TRI,1,3,20.379333333333335,09-24-2017,14:01:18
14001,real,67,8000,897,1,P,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,68,2000,1012,1,R,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,69,12000,1019,1,D,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,70,12000,657,1,R,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,probe,71,4000,NA,NA,NA,TRI,2,2,20.379333333333335,09-24-2017,14:01:18
14001,real,72,8000,1510,0,P,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,73,4000,1277,1,P,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,74,8000,2541,0,D,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,probe,75,8000,NA,NA,NA,ED,2,2,20.379333333333335,09-24-2017,14:01:18
14001,real,76,8000,806,1,D,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,77,12000,641,1,B,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,real,78,4000,601,1,B,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14001,probe,79,12000,NA,NA,NA,TRI,2,3,20.379333333333335,09-24-2017,14:01:18
14001,real,80,2000,1327,0,P,NA,NA,NA,20.379333333333335,09-24-2017,14:01:18
14010,practice,1,2000,1952,1,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,practice,2,8000,988,1,P,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,practice,3,4000,1157,1,R,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,practice,4,12000,1375,1,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,practice,5,2000,1579,0,R,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,1,4000,1040,1,P,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,2,2000,926,1,R,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,3,2000,1183,1,D,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,4,8000,1310,1,D,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,5,12000,1455,0,P,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,6,2000,1205,1,D,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,probe,7,8000,NA,NA,NA,MW,2,3,22.9006,09-28-2017,12:07:46
14010,real,8,8000,1943,0,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,9,4000,1299,1,P,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,10,2000,652,1,D,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,11,8000,953,1,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,probe,12,4000,NA,NA,NA,MW,2,3,22.9006,09-28-2017,12:07:46
14010,real,13,12000,1411,1,R,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,14,4000,1464,1,D,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,15,4000,1222,1,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,16,8000,1299,0,P,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,17,8000,1246,0,P,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,probe,18,12000,NA,NA,NA,MW,2,3,22.9006,09-28-2017,12:07:46
14010,real,19,4000,873,1,P,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,20,12000,1199,1,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,21,4000,1156,1,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,22,8000,1493,1,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,probe,23,2000,NA,NA,NA,MW,2,3,22.9006,09-28-2017,12:07:46
14010,real,24,2000,1084,1,R,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,25,12000,1067,1,D,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,26,12000,1153,1,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,27,2000,900,1,P,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,28,12000,801,1,D,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,probe,29,2000,NA,NA,NA,MW,2,3,22.9006,09-28-2017,12:07:46
14010,real,30,12000,1008,0,D,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,31,2000,1057,1,P,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,32,2000,1029,1,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,33,8000,934,1,P,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,34,2000,1193,1,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,probe,35,12000,NA,NA,NA,TRI,2,3,22.9006,09-28-2017,12:07:46
14010,real,36,2000,1540,0,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,37,8000,914,1,D,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,probe,38,8000,NA,NA,NA,MW,2,2,22.9006,09-28-2017,12:07:46
14010,real,39,4000,976,0,D,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,40,12000,1174,1,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,41,4000,916,1,P,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,42,8000,1311,1,R,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,43,2000,1972,0,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,44,12000,1086,1,D,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,probe,45,4000,NA,NA,NA,MW,3,3,22.9006,09-28-2017,12:07:46
14010,real,46,4000,1104,1,R,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,47,4000,820,1,D,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,48,8000,1027,0,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,probe,49,2000,NA,NA,NA,MW,3,3,22.9006,09-28-2017,12:07:46
14010,real,50,2000,969,1,P,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,51,4000,965,1,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,52,2000,813,0,D,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,probe,53,2000,NA,NA,NA,TRI,2,3,22.9006,09-28-2017,12:07:46
14010,real,54,12000,1032,1,R,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,55,8000,1286,1,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,probe,56,4000,NA,NA,NA,MW,2,3,22.9006,09-28-2017,12:07:46
14010,real,57,2000,903,1,D,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,58,4000,611,1,R,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,59,12000,1249,1,P,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,60,12000,1133,1,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,probe,61,8000,NA,NA,NA,MW,2,3,22.9006,09-28-2017,12:07:46
14010,real,62,8000,920,1,P,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,63,4000,1750,0,D,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,64,12000,576,1,P,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,65,4000,910,1,D,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,probe,66,12000,NA,NA,NA,MW,2,3,22.9006,09-28-2017,12:07:46
14010,real,67,8000,1146,0,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,68,2000,796,1,R,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,69,12000,966,1,D,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,70,12000,938,0,P,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,probe,71,4000,NA,NA,NA,MW,2,3,22.9006,09-28-2017,12:07:46
14010,real,72,8000,1142,1,R,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,73,4000,860,1,P,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,74,8000,612,1,P,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,probe,75,8000,NA,NA,NA,MW,2,3,22.9006,09-28-2017,12:07:46
14010,real,76,8000,932,1,D,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,77,12000,1104,1,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,real,78,4000,1601,1,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14010,probe,79,12000,NA,NA,NA,MW,2,3,22.9006,09-28-2017,12:07:46
14010,real,80,2000,1208,1,B,NA,NA,NA,22.9006,09-28-2017,12:07:46
14002,practice,1,2000,2309,1,B,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,practice,2,8000,2789,0,R,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,practice,3,4000,1284,1,R,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,practice,4,12000,1352,1,B,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,practice,5,2000,529,1,D,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,1,4000,745,1,P,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,2,2000,503,1,R,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,3,2000,493,1,D,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,4,8000,797,1,D,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,5,12000,880,1,R,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,6,2000,502,1,D,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,probe,7,8000,NA,NA,NA,OnTask,4,3,21.37548333333333,09-27-2017,12:22:08
14002,real,8,8000,1077,1,R,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,9,4000,1185,1,P,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,10,2000,1058,1,D,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,11,8000,954,1,B,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,probe,12,4000,NA,NA,NA,OnTask,3,3,21.37548333333333,09-27-2017,12:22:08
14002,real,13,12000,2252,1,R,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,14,4000,718,1,D,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,15,4000,762,1,B,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,16,8000,791,1,R,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,17,8000,710,1,R,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,probe,18,12000,NA,NA,NA,OnTask,3,3,21.37548333333333,09-27-2017,12:22:08
14002,real,19,4000,868,1,P,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,20,12000,1149,1,B,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,21,4000,1539,1,B,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,22,8000,897,1,B,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,probe,23,2000,NA,NA,NA,OnTask,3,3,21.37548333333333,09-27-2017,12:22:08
14002,real,24,2000,952,1,R,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,25,12000,806,1,D,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,26,12000,1098,1,B,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,27,2000,826,1,P,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,28,12000,457,1,D,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,probe,29,2000,NA,NA,NA,OnTask,3,3,21.37548333333333,09-27-2017,12:22:08
14002,real,30,12000,892,1,B,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,31,2000,1107,1,P,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,32,2000,771,1,B,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,33,8000,914,1,P,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,real,34,2000,1251,1,B,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
14002,probe,35,12000,NA,NA,NA,OnTask,3,3,21.37548333333333,09-27-2017,12:22:08
14002,real,36,2000,1179,0,P,NA,NA,NA,21.37548333333333,09-27-2017,12:22:08
