Subject,Task,TrialProc,Block,Trial,Accuracy,RT,Response,CorrectResponse,Stimulus_1,Stimulus_2,TargetLength,Distractor_Location,LetterComp.Total,NumberComp.Total,LetterComp_1.Total,LetterComp_2.Total,NumberComp_1.Total,NumberComp_2.Total,SessionDate,SessionTime
14240,NumberComparison,real,1,6,0,3690,different,same,562937,562937,6,0,12,16,6,6,8,8,06-12-2018,10:54:21
14240,NumberComparison,real,1,7,1,2619,different,different,451076,451079,6,6,12,16,6,6,8,8,06-12-2018,10:54:21
14240,NumberComparison,real,1,8,1,15570,different,different,653782,153782,6,1,12,16,6,6,8,8,06-12-2018,10:54:21
14240,NumberComparison,real,1,9,1,1564,different,different,109,139,3,2,12,16,6,6,8,8,06-12-2018,10:54:21
14240,NumberComparison,real,2,1,1,2429,different,different,132845970,632845970,9,1,12,16,6,6,8,8,06-12-2018,10:54:21
14240,NumberComparison,real,2,2,1,2062,different,different,680257491,683257491,9,3,12,16,6,6,8,8,06-12-2018,10:54:21
14240,NumberComparison,real,2,3,1,3407,different,different,821953760,821954760,9,6,12,16,6,6,8,8,06-12-2018,10:54:21
14240,NumberComparison,real,2,4,1,2712,different,different,539601,538601,6,3,12,16,6,6,8,8,06-12-2018,10:54:21
14240,NumberComparison,real,2,5,1,13470,different,different,365749210,365789210,9,5,12,16,6,6,8,8,06-12-2018,10:54:21
14240,NumberComparison,real,2,6,1,2976,different,different,579861,579361,6,4,12,16,6,6,8,8,06-12-2018,10:54:21
14240,NumberComparison,real,2,7,1,4142,same,same,587240136,587240136,9,0,12,16,6,6,8,8,06-12-2018,10:54:21
14240,NumberComparison,real,2,8,1,2944,same,same,693845,693845,6,0,12,16,6,6,8,8,06-12-2018,10:54:21
14251,LetterComparison,practice,NA,1,1,2890,different,different,SVX,SVK,NA,NA,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,practice,NA,2,1,4901,same,same,WDYJTCSNX,WDYJTCSNX,NA,NA,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,practice,NA,3,0,3064,same,different,VMJXFYZLQ,VMJKFYZLQ,NA,NA,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,practice,NA,4,1,2837,different,different,TRYQZN,TRFQZN,NA,NA,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,practice,NA,5,1,1801,same,same,YZG,YZG,NA,NA,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,practice,NA,6,1,2776,same,same,DRKSGM,DRKSGM,NA,NA,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,1,1,1,6044,same,same,BGJWQS,BGJWQS,6,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,1,2,1,4111,same,same,RKTDCM,RKTDCM,6,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,1,3,1,3533,same,same,FKGZMSWPX,FKGZMSWPX,9,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,1,4,1,3298,same,same,SJZHDC,SJZHDC,6,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,1,5,1,5146,same,same,MYSRGTHBV,MYSRGTHBV,9,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,1,6,1,1752,different,different,SKY,SCY,3,2,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,1,7,1,1460,same,same,FJM,FJM,3,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,1,8,1,3821,same,same,JZMCBVNPT,JZMCBVNPT,9,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,1,9,0,4287,same,different,HQTZRYSVB,HQTZRYDVB,9,7,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,1,1,3139,same,same,THKBYZ,THKBYZ,6,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,2,1,720,same,same,GCFPNX,GCFPNX,6,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,3,1,390,same,same,QDK,QDK,3,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,4,1,1033,same,same,YJZTHQ,YJZTHQ,6,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,5,0,434,same,different,JHPZQXNDY,JHPZQLNDY,9,6,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,6,1,627,same,same,KXWSVFZGJ,KXWSVFZGJ,9,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,7,0,541,same,different,SZRVPMTJH,SZYVPMTJH,9,3,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,8,0,441,same,different,MXK,GXK,3,1,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,9,0,826,same,different,CTBWGZNRL,CTBDGZNRL,9,4,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,10,1,491,same,same,KSDPVF,KSDPVF,6,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,11,0,578,same,different,FVN,FVY,3,3,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,12,0,606,same,different,CGJXKS,CGJXHS,6,5,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,13,0,560,same,different,ZDRQKMPZH,ZJRQKMPZH,9,2,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,14,1,3244,same,same,BKMSYDHCL,BKMSYDHCL,9,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,15,1,1149,same,same,NJH,NJH,3,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,16,1,1298,same,same,DJCLVPNWT,DJCLVPNWT,9,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,17,0,1353,same,different,KFS,BFS,3,1,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,18,0,494,same,different,MLCGJVQTN,MLCGSVQTN,9,5,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,19,1,557,same,same,TPCHKG,TPCHKG,6,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,20,0,473,same,different,HVC,LVC,3,1,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,21,0,400,same,different,VHGSPQ,LHGSPQ,6,1,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,22,1,547,same,same,WNZ,WNZ,3,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,23,0,616,same,different,ZKV,ZCV,3,2,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,24,1,890,same,same,NTMCHYFWD,NTMCHYFWD,9,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,25,1,1889,different,different,JQZ,JQY,3,3,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,26,0,1032,different,same,YMP,YMP,3,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,27,1,585,different,different,FRZGQT,FRZGQL,6,6,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,28,1,2261,same,same,CYK,CYK,3,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,LetterComparison,real,2,29,1,1525,same,same,RJTBYL,RJTBYL,6,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,practice,NA,1,1,2910,different,different,529760843,521760843,NA,NA,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,practice,NA,2,1,2936,same,same,650198437,650198437,NA,NA,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,practice,NA,3,1,2048,different,different,490371,490378,NA,NA,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,practice,NA,4,1,1332,different,different,361,261,NA,NA,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,practice,NA,5,1,1557,same,same,905731,905731,NA,NA,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,practice,NA,6,1,925,same,same,468,468,NA,NA,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,1,1,1,1069,same,same,780,780,3,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,1,2,1,781,same,same,678,678,3,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,1,3,1,1760,different,different,825031764,895031764,9,2,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,1,4,1,1245,different,different,708,208,3,1,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,1,5,1,3054,same,same,984760213,984760213,9,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,1,6,1,1382,same,same,562937,562937,6,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,1,7,0,1457,same,different,451076,451079,6,6,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,1,8,1,1922,different,different,653782,153782,6,1,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,1,9,1,1399,different,different,109,139,3,2,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,1,10,1,1346,same,same,739,739,3,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,1,11,1,1695,same,same,324719605,324719605,9,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,1,12,1,1343,different,different,405,402,3,3,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,1,13,1,1124,same,same,836,836,3,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,1,14,1,1801,different,different,897,397,3,1,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,1,15,1,1196,same,same,724,724,3,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,1,16,1,1295,different,different,198,196,3,3,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,1,17,0,2230,same,different,203817546,203819546,9,6,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,1,18,1,2184,different,different,457328019,456328019,9,3,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,1,19,1,1052,same,same,301,301,3,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,1,1,1734,different,different,132845970,632845970,9,1,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,2,0,2012,same,different,680257491,683257491,9,3,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,3,0,3055,same,different,821953760,821954760,9,6,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,4,0,1183,same,different,539601,538601,6,3,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,5,0,2379,same,different,365749210,365789210,9,5,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,6,1,2951,different,different,579861,579361,6,4,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,7,0,1444,different,same,587240136,587240136,9,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,8,0,781,different,same,693845,693845,6,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,9,0,169,different,same,841,841,3,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,10,1,397,different,different,780,720,3,2,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,11,0,488,different,same,430,430,3,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,12,0,543,different,same,914,914,3,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,13,0,460,different,same,586347,586347,6,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,14,1,436,different,different,412,416,3,3,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,15,0,333,different,same,972083,972083,6,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,16,0,2034,same,different,763520,783520,6,2,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,17,1,572,same,same,592034861,592034861,9,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,18,0,1167,same,different,619,618,3,3,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,19,0,595,same,different,805,806,3,3,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,20,0,414,same,different,804167952,804167953,9,9,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,21,1,368,same,same,509764138,509764138,9,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,22,0,300,same,different,629135470,629835470,9,4,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,23,0,803,different,same,965,965,3,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,24,0,605,different,same,542,542,3,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,25,0,352,different,same,806,806,3,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,26,1,1252,same,same,124,124,3,0,24,25,8,16,17,8,01-10-2014,15:34:44
14251,NumberComparison,real,2,27,1,1453,different,different,951803,651803,6,1,24,25,8,16,17,8,01-10-2014,15:34:44
14252,LetterComparison,practice,NA,1,1,2307,different,different,SVX,SVK,NA,NA,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,practice,NA,2,1,1989,same,same,YZG,YZG,NA,NA,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,practice,NA,3,1,2660,same,same,DRKSGM,DRKSGM,NA,NA,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,practice,NA,4,1,2272,different,different,TRYQZN,TRFQZN,NA,NA,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,practice,NA,5,1,3595,different,different,VMJXFYZLQ,VMJKFYZLQ,NA,NA,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,practice,NA,6,1,3346,same,same,WDYJTCSNX,WDYJTCSNX,NA,NA,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,real,1,1,1,3647,same,same,BGJWQS,BGJWQS,6,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,real,1,2,1,2672,same,same,RKTDCM,RKTDCM,6,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,real,1,3,1,4000,same,same,FKGZMSWPX,FKGZMSWPX,9,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,real,1,4,1,2692,same,same,SJZHDC,SJZHDC,6,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,real,1,5,1,5147,same,same,MYSRGTHBV,MYSRGTHBV,9,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,real,1,6,1,1496,different,different,SKY,SCY,3,2,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,real,1,7,1,1559,same,same,FJM,FJM,3,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,real,1,8,1,4291,same,same,JZMCBVNPT,JZMCBVNPT,9,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,real,1,9,1,3882,different,different,HQTZRYSVB,HQTZRYDVB,9,7,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,real,1,10,1,1778,different,different,KFT,KFP,3,3,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,real,2,1,1,3402,same,same,THKBYZ,THKBYZ,6,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,real,2,2,1,2573,same,same,GCFPNX,GCFPNX,6,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,real,2,3,1,2465,same,same,QDK,QDK,3,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,real,2,4,1,3609,same,same,YJZTHQ,YJZTHQ,6,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,real,2,5,1,3268,different,different,JHPZQXNDY,JHPZQLNDY,9,6,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,real,2,6,1,5308,same,same,KXWSVFZGJ,KXWSVFZGJ,9,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,real,2,7,0,5331,same,different,SZRVPMTJH,SZYVPMTJH,9,3,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,real,2,8,1,1306,different,different,MXK,GXK,3,1,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,real,2,9,1,4408,different,different,CTBWGZNRL,CTBDGZNRL,9,4,19,27,10,9,14,13,01-10-2014,15:35:05
14252,LetterComparison,real,2,10,1,2491,same,same,KSDPVF,KSDPVF,6,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,practice,NA,1,1,3417,different,different,490371,490378,NA,NA,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,practice,NA,2,1,2230,different,different,529760843,521760843,NA,NA,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,practice,NA,3,1,2596,same,same,905731,905731,NA,NA,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,practice,NA,4,1,1146,different,different,361,261,NA,NA,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,practice,NA,5,1,3514,same,same,650198437,650198437,NA,NA,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,practice,NA,6,1,1324,same,same,468,468,NA,NA,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,1,1,1,961,same,same,780,780,3,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,1,2,1,973,same,same,678,678,3,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,1,3,1,2808,different,different,825031764,895031764,9,2,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,1,4,1,1458,different,different,708,208,3,1,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,1,5,1,3330,same,same,984760213,984760213,9,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,1,6,1,2528,same,same,562937,562937,6,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,1,7,1,4806,different,different,451076,451079,6,6,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,1,8,1,2161,different,different,653782,153782,6,1,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,1,9,1,1453,different,different,109,139,3,2,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,1,10,1,1310,same,same,739,739,3,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,1,11,1,3844,same,same,324719605,324719605,9,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,1,12,1,1125,different,different,405,402,3,3,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,1,13,1,1610,same,same,836,836,3,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,1,14,1,1548,different,different,897,397,3,1,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,2,1,1,2305,different,different,132845970,632845970,9,1,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,2,2,1,2295,different,different,680257491,683257491,9,3,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,2,3,1,2653,different,different,821953760,821954760,9,6,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,2,4,1,2405,different,different,539601,538601,6,3,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,2,5,1,2919,different,different,365749210,365789210,9,5,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,2,6,1,3021,different,different,579861,579361,6,4,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,2,7,1,5214,same,same,587240136,587240136,9,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,2,8,1,3537,same,same,693845,693845,6,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,2,9,1,1069,same,same,841,841,3,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,2,10,1,1013,different,different,780,720,3,2,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,2,11,1,879,same,same,430,430,3,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,2,12,1,870,same,same,914,914,3,0,19,27,10,9,14,13,01-10-2014,15:35:05
14252,NumberComparison,real,2,13,1,3157,same,same,586347,586347,6,0,19,27,10,9,14,13,01-10-2014,15:35:05
14253,LetterComparison,practice,NA,1,1,4722,same,same,WDYJTCSNX,WDYJTCSNX,NA,NA,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,practice,NA,2,0,3020,same,different,VMJXFYZLQ,VMJKFYZLQ,NA,NA,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,practice,NA,3,1,1861,same,same,YZG,YZG,NA,NA,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,practice,NA,4,1,1990,different,different,TRYQZN,TRFQZN,NA,NA,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,practice,NA,5,1,1532,different,different,SVX,SVK,NA,NA,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,practice,NA,6,1,3280,same,same,DRKSGM,DRKSGM,NA,NA,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,real,1,1,1,1951,same,same,BGJWQS,BGJWQS,6,0,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,real,1,2,1,3352,same,same,RKTDCM,RKTDCM,6,0,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,real,1,3,1,5731,same,same,FKGZMSWPX,FKGZMSWPX,9,0,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,real,1,4,1,4347,same,same,SJZHDC,SJZHDC,6,0,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,real,1,5,1,5540,same,same,MYSRGTHBV,MYSRGTHBV,9,0,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,real,1,6,1,1785,different,different,SKY,SCY,3,2,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,real,1,7,1,1537,same,same,FJM,FJM,3,0,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,real,1,8,1,4463,same,same,JZMCBVNPT,JZMCBVNPT,9,0,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,real,1,9,1,4025,different,different,HQTZRYSVB,HQTZRYDVB,9,7,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,real,2,1,1,3981,same,same,THKBYZ,THKBYZ,6,0,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,real,2,2,1,3447,same,same,GCFPNX,GCFPNX,6,0,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,real,2,3,1,1576,same,same,QDK,QDK,3,0,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,real,2,4,1,3382,same,same,YJZTHQ,YJZTHQ,6,0,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,real,2,5,1,4431,different,different,JHPZQXNDY,JHPZQLNDY,9,6,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,real,2,6,1,4363,same,same,KXWSVFZGJ,KXWSVFZGJ,9,0,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,real,2,7,0,5631,same,different,SZRVPMTJH,SZYVPMTJH,9,3,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,real,2,8,1,1820,different,different,MXK,GXK,3,1,17,27,9,8,13,14,05-31-2018,12:15:42
14253,LetterComparison,real,2,9,1,2252,different,different,CTBWGZNRL,CTBDGZNRL,9,4,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,practice,NA,1,1,3015,same,same,905731,905731,NA,NA,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,practice,NA,2,1,1243,same,same,468,468,NA,NA,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,practice,NA,3,1,1443,different,different,490371,490378,NA,NA,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,practice,NA,4,1,2868,same,same,650198437,650198437,NA,NA,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,practice,NA,5,0,2259,same,different,529760843,521760843,NA,NA,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,practice,NA,6,1,1921,different,different,361,261,NA,NA,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,real,1,1,1,1180,same,same,780,780,3,0,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,real,1,2,1,1100,same,same,678,678,3,0,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,real,1,3,0,4540,same,different,825031764,895031764,9,2,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,real,1,4,1,1153,different,different,708,208,3,1,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,real,1,5,1,4252,same,same,984760213,984760213,9,0,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,real,1,6,1,2434,same,same,562937,562937,6,0,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,real,1,7,1,2792,different,different,451076,451079,6,6,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,real,1,8,1,2123,different,different,653782,153782,6,1,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,real,1,9,1,1031,different,different,109,139,3,2,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,real,1,10,1,1074,same,same,739,739,3,0,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,real,1,11,1,3808,same,same,324719605,324719605,9,0,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,real,1,12,1,1102,different,different,405,402,3,3,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,real,1,13,1,1559,same,same,836,836,3,0,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,real,1,14,1,1290,different,different,897,397,3,1,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,real,2,1,1,2690,different,different,132845970,632845970,9,1,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,real,2,2,1,2208,different,different,680257491,683257491,9,3,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,real,2,3,1,3305,different,different,821953760,821954760,9,6,17,27,9,8,13,14,05-31-2018,12:15:42
14253,NumberComparison,real,2,4,1,2618,different,different,539601,538601,6,3,17,27,9,8,13,14,05-31-2018,12:15:42
