Subject,Block,Trial,SetSize,SubTrial,SubTrialProc,RT,Accuracy,Response,CorrectResponse,MemoryItem,Processing.total,Recall.total,SymSpan.Absolute,SymSpan.Partial,SymSpan.Partial_Block1,SymSpan.Partial_Block2,SymSpan.SymmetryACC,SymSpan.SymmetryDuration,SessionDate,SessionTime
14000,1,3,3,3,ProcessingTask,743,1,TRUE,TRUE,14,3,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,3,3,4,Recall,653,1,5,5,NA,3,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,3,3,5,Recall,304,1,2,2,NA,3,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,3,3,6,Recall,365,1,14,14,NA,3,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,4,7,1,ProcessingTask,1533,1,TRUE,TRUE,14,7,5,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,4,7,2,ProcessingTask,761,1,TRUE,TRUE,6,7,5,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,4,7,3,ProcessingTask,623,1,FALSE,FALSE,5,7,5,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,4,7,4,ProcessingTask,2902,1,TRUE,TRUE,3,7,5,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,4,7,5,ProcessingTask,424,1,FALSE,FALSE,2,7,5,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,4,7,6,ProcessingTask,1044,1,TRUE,TRUE,7,7,5,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,4,7,7,ProcessingTask,3432,1,TRUE,TRUE,11,7,5,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,4,7,8,Recall,599,1,14,14,NA,7,5,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,4,7,9,Recall,271,0,10,6,NA,7,5,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,4,7,10,Recall,293,1,5,5,NA,7,5,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,4,7,11,Recall,375,1,3,3,NA,7,5,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,4,7,12,Recall,314,1,2,2,NA,7,5,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,4,7,13,Recall,2208,1,7,7,NA,7,5,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,5,4,1,ProcessingTask,1803,1,TRUE,TRUE,2,4,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,5,4,2,ProcessingTask,624,1,TRUE,TRUE,1,4,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,5,4,3,ProcessingTask,518,1,FALSE,FALSE,16,4,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,5,4,4,ProcessingTask,492,1,TRUE,TRUE,6,4,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,5,4,5,Recall,458,1,2,2,NA,4,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,5,4,6,Recall,989,1,1,1,NA,4,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,5,4,7,Recall,554,1,16,16,NA,4,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,5,4,8,Recall,456,0,10,6,NA,4,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,6,6,1,ProcessingTask,613,1,FALSE,FALSE,10,6,1,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,6,6,2,ProcessingTask,1443,1,FALSE,FALSE,1,6,1,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,6,6,3,ProcessingTask,495,1,TRUE,TRUE,4,6,1,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,6,6,4,ProcessingTask,527,1,TRUE,TRUE,3,6,1,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,6,6,5,ProcessingTask,721,1,FALSE,FALSE,8,6,1,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,6,6,6,ProcessingTask,1373,1,TRUE,TRUE,2,6,1,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,6,6,7,Recall,1744,0,14,10,NA,6,1,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,6,6,8,Recall,358,0,9,1,NA,6,1,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,6,6,9,Recall,1190,1,4,4,NA,6,1,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,6,6,10,Recall,897,0,11,3,NA,6,1,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,1,6,6,11,Recall,252,0,2,8,NA,6,1,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,1,7,1,ProcessingTask,998,1,TRUE,TRUE,5,7,0,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,1,7,2,ProcessingTask,631,1,TRUE,TRUE,13,7,0,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,1,7,3,ProcessingTask,516,1,TRUE,TRUE,14,7,0,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,1,7,4,ProcessingTask,438,1,FALSE,FALSE,12,7,0,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,1,7,5,ProcessingTask,511,1,TRUE,TRUE,2,7,0,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,1,7,6,ProcessingTask,1925,1,TRUE,TRUE,11,7,0,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,1,7,7,ProcessingTask,484,1,FALSE,FALSE,16,7,0,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,1,7,8,Recall,1982,0,13,5,NA,7,0,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,1,7,9,Recall,330,0,5,13,NA,7,0,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,1,7,10,Recall,3154,0,16,14,NA,7,0,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,1,7,11,Recall,1448,0,2,12,NA,7,0,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,1,7,12,Recall,1081,0,11,2,NA,7,0,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,1,7,13,Recall,393,0,10,11,NA,7,0,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,2,4,1,ProcessingTask,502,1,FALSE,FALSE,8,4,4,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,2,4,2,ProcessingTask,476,1,TRUE,TRUE,1,4,4,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,2,4,3,ProcessingTask,472,1,TRUE,TRUE,9,4,4,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,2,4,4,ProcessingTask,534,1,TRUE,TRUE,7,4,4,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,2,4,5,Recall,703,1,8,8,NA,4,4,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,2,4,6,Recall,2002,1,1,1,NA,4,4,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,2,4,7,Recall,426,1,9,9,NA,4,4,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,2,4,8,Recall,400,1,7,7,NA,4,4,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,3,5,1,ProcessingTask,740,1,FALSE,FALSE,10,5,4,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,3,5,2,ProcessingTask,520,1,FALSE,FALSE,4,5,4,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,3,5,3,ProcessingTask,615,1,TRUE,TRUE,15,5,4,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,3,5,4,ProcessingTask,504,1,FALSE,FALSE,3,5,4,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,3,5,5,ProcessingTask,633,1,FALSE,FALSE,6,5,4,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,3,5,6,Recall,1117,1,10,10,NA,5,4,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,3,5,7,Recall,1037,1,4,4,NA,5,4,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,3,5,8,Recall,1206,1,15,15,NA,5,4,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,3,5,9,Recall,614,0,2,3,NA,5,4,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,3,5,10,Recall,321,1,6,6,NA,5,4,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,4,6,1,ProcessingTask,622,1,TRUE,TRUE,2,6,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,4,6,2,ProcessingTask,479,1,TRUE,TRUE,1,6,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,4,6,3,ProcessingTask,774,1,TRUE,TRUE,9,6,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,4,6,4,ProcessingTask,562,1,FALSE,FALSE,12,6,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,4,6,5,ProcessingTask,440,1,TRUE,TRUE,5,6,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,4,6,6,ProcessingTask,844,1,TRUE,TRUE,11,6,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,4,6,7,Recall,258,1,2,2,NA,6,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,4,6,8,Recall,237,1,1,1,NA,6,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,4,6,9,Recall,538,0,13,9,NA,6,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,4,6,10,Recall,413,1,12,12,NA,6,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,4,6,11,Recall,4456,0,11,5,NA,6,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,4,6,12,Recall,236,0,6,11,NA,6,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,5,2,1,ProcessingTask,449,1,TRUE,TRUE,7,2,2,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,5,2,2,ProcessingTask,456,1,FALSE,FALSE,6,2,2,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,5,2,3,Recall,1049,1,7,7,NA,2,2,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,5,2,4,Recall,217,1,6,6,NA,2,2,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,6,3,1,ProcessingTask,555,1,FALSE,FALSE,16,3,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,6,3,2,ProcessingTask,1135,1,TRUE,TRUE,14,3,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,6,3,3,ProcessingTask,440,1,TRUE,TRUE,3,3,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,6,3,4,Recall,630,1,16,16,NA,3,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,6,3,5,Recall,236,1,14,14,NA,3,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14000,2,6,3,6,Recall,353,1,3,3,NA,3,3,14,33,17,16,1,NA,08-30-2017,10:11:57
14001,1,1,3,1,ProcessingTask,466,1,FALSE,FALSE,8,3,3,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,1,3,2,ProcessingTask,390,1,TRUE,TRUE,14,3,3,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,1,3,3,ProcessingTask,508,1,TRUE,TRUE,9,3,3,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,1,3,4,Recall,394,1,8,8,NA,3,3,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,1,3,5,Recall,312,1,14,14,NA,3,3,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,1,3,6,Recall,189,1,9,9,NA,3,3,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,2,4,1,ProcessingTask,546,1,TRUE,TRUE,11,4,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,2,4,2,ProcessingTask,537,1,FALSE,FALSE,7,4,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,2,4,3,ProcessingTask,422,1,FALSE,FALSE,14,4,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,2,4,4,ProcessingTask,652,1,TRUE,TRUE,8,4,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,2,4,5,Recall,339,1,11,11,NA,4,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,2,4,6,Recall,237,1,7,7,NA,4,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,2,4,7,Recall,397,1,14,14,NA,4,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,2,4,8,Recall,262,1,8,8,NA,4,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,3,7,1,ProcessingTask,453,1,TRUE,TRUE,11,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,3,7,2,ProcessingTask,376,1,FALSE,FALSE,16,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,3,7,3,ProcessingTask,409,1,FALSE,FALSE,4,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,3,7,4,ProcessingTask,362,1,FALSE,FALSE,15,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,3,7,5,ProcessingTask,390,1,FALSE,FALSE,14,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,3,7,6,ProcessingTask,460,1,TRUE,TRUE,1,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,3,7,7,ProcessingTask,488,1,TRUE,TRUE,10,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,3,7,8,Recall,337,1,11,11,NA,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,3,7,9,Recall,388,1,16,16,NA,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,3,7,10,Recall,289,1,4,4,NA,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,3,7,11,Recall,298,1,15,15,NA,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,3,7,12,Recall,404,0,1,14,NA,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,3,7,13,Recall,308,0,10,1,NA,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,4,5,1,ProcessingTask,372,1,FALSE,FALSE,16,5,5,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,4,5,2,ProcessingTask,891,1,FALSE,FALSE,2,5,5,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,4,5,3,ProcessingTask,364,1,FALSE,FALSE,1,5,5,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,4,5,4,ProcessingTask,551,1,TRUE,TRUE,11,5,5,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,4,5,5,ProcessingTask,387,1,TRUE,TRUE,10,5,5,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,4,5,6,Recall,497,1,16,16,NA,5,5,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,4,5,7,Recall,284,1,2,2,NA,5,5,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,4,5,8,Recall,220,1,1,1,NA,5,5,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,4,5,9,Recall,375,1,11,11,NA,5,5,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,4,5,10,Recall,275,1,10,10,NA,5,5,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,5,2,1,ProcessingTask,590,1,TRUE,TRUE,7,2,2,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,5,2,2,ProcessingTask,380,1,TRUE,TRUE,6,2,2,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,5,2,3,Recall,370,1,7,7,NA,2,2,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,5,2,4,Recall,141,1,6,6,NA,2,2,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,6,6,1,ProcessingTask,399,1,TRUE,TRUE,15,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,6,6,2,ProcessingTask,574,1,TRUE,TRUE,7,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,6,6,3,ProcessingTask,436,1,TRUE,TRUE,16,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,6,6,4,ProcessingTask,980,1,TRUE,TRUE,14,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,6,6,5,ProcessingTask,507,1,FALSE,FALSE,9,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,6,6,6,ProcessingTask,362,1,FALSE,FALSE,10,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,6,6,7,Recall,747,1,15,15,NA,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,6,6,8,Recall,281,1,7,7,NA,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,6,6,9,Recall,305,1,16,16,NA,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,6,6,10,Recall,814,1,14,14,NA,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,6,6,11,Recall,409,1,9,9,NA,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,1,6,6,12,Recall,209,1,10,10,NA,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,1,5,1,ProcessingTask,449,1,FALSE,FALSE,9,5,5,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,1,5,2,ProcessingTask,586,1,FALSE,FALSE,1,5,5,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,1,5,3,ProcessingTask,395,1,FALSE,FALSE,4,5,5,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,1,5,4,ProcessingTask,370,1,TRUE,TRUE,12,5,5,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,1,5,5,ProcessingTask,454,1,TRUE,TRUE,11,5,5,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,1,5,6,Recall,476,1,9,9,NA,5,5,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,1,5,7,Recall,281,1,1,1,NA,5,5,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,1,5,8,Recall,370,1,4,4,NA,5,5,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,1,5,9,Recall,242,1,12,12,NA,5,5,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,1,5,10,Recall,234,1,11,11,NA,5,5,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,2,4,1,ProcessingTask,794,1,FALSE,FALSE,13,4,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,2,4,2,ProcessingTask,449,1,FALSE,FALSE,2,4,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,2,4,3,ProcessingTask,346,1,FALSE,FALSE,16,4,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,2,4,4,ProcessingTask,417,1,TRUE,TRUE,8,4,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,2,4,5,Recall,362,1,13,13,NA,4,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,2,4,6,Recall,314,1,2,2,NA,4,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,2,4,7,Recall,455,1,16,16,NA,4,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,2,4,8,Recall,242,1,8,8,NA,4,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,3,3,1,ProcessingTask,767,1,FALSE,FALSE,14,3,3,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,3,3,2,ProcessingTask,357,1,FALSE,FALSE,7,3,3,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,3,3,3,ProcessingTask,380,1,TRUE,TRUE,3,3,3,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,3,3,4,Recall,346,1,14,14,NA,3,3,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,3,3,5,Recall,295,1,7,7,NA,3,3,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,3,3,6,Recall,130,1,3,3,NA,3,3,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,4,2,1,ProcessingTask,383,1,FALSE,FALSE,10,2,2,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,4,2,2,ProcessingTask,424,1,FALSE,FALSE,15,2,2,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,4,2,3,Recall,734,1,10,10,NA,2,2,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,4,2,4,Recall,153,1,15,15,NA,2,2,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,5,7,1,ProcessingTask,664,1,TRUE,TRUE,6,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,5,7,2,ProcessingTask,428,1,TRUE,TRUE,5,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,5,7,3,ProcessingTask,399,1,FALSE,FALSE,7,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,5,7,4,ProcessingTask,395,1,TRUE,TRUE,15,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,5,7,5,ProcessingTask,407,1,FALSE,FALSE,2,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,5,7,6,ProcessingTask,333,1,FALSE,FALSE,3,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,5,7,7,ProcessingTask,589,1,TRUE,TRUE,4,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,5,7,8,Recall,190,1,6,6,NA,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,5,7,9,Recall,219,0,7,5,NA,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,5,7,10,Recall,302,0,15,7,NA,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,5,7,11,Recall,329,0,5,15,NA,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,5,7,12,Recall,217,1,2,2,NA,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,5,7,13,Recall,227,1,3,3,NA,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,5,7,14,Recall,201,1,4,4,NA,7,4,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,6,6,1,ProcessingTask,795,1,TRUE,TRUE,5,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,6,6,2,ProcessingTask,505,1,FALSE,FALSE,13,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,6,6,3,ProcessingTask,405,1,FALSE,FALSE,10,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,6,6,4,ProcessingTask,385,1,TRUE,TRUE,12,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,6,6,5,ProcessingTask,372,1,FALSE,FALSE,16,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,6,6,6,ProcessingTask,531,1,TRUE,TRUE,9,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,6,6,7,Recall,449,1,5,5,NA,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,6,6,8,Recall,535,1,13,13,NA,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,6,6,9,Recall,209,1,10,10,NA,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,6,6,10,Recall,258,1,12,12,NA,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,6,6,11,Recall,220,1,16,16,NA,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14001,2,6,6,12,Recall,279,1,9,9,NA,6,6,40,48,24,24,1,NA,08-30-2017,10:13:27
14002,1,1,5,1,ProcessingTask,1041,1,FALSE,FALSE,14,5,0,12,27,8,19,0.9608610567514677,NA,08-30-2017,12:07:14
14002,1,1,5,2,ProcessingTask,536,1,FALSE,FALSE,11,5,0,12,27,8,19,0.9608610567514677,NA,08-30-2017,12:07:14
14002,1,1,5,3,ProcessingTask,808,1,TRUE,TRUE,5,5,0,12,27,8,19,0.9608610567514677,NA,08-30-2017,12:07:14
14002,1,1,5,4,ProcessingTask,1175,1,TRUE,TRUE,13,5,0,12,27,8,19,0.9608610567514677,NA,08-30-2017,12:07:14
14002,1,1,5,5,ProcessingTask,1175,1,FALSE,FALSE,7,5,0,12,27,8,19,0.9608610567514677,NA,08-30-2017,12:07:14
14002,1,1,5,6,Recall,821,0,13,14,NA,5,0,12,27,8,19,0.9608610567514677,NA,08-30-2017,12:07:14
14002,1,1,5,7,Recall,344,0,15,11,NA,5,0,12,27,8,19,0.9608610567514677,NA,08-30-2017,12:07:14
14002,1,1,5,8,Recall,458,0,9,5,NA,5,0,12,27,8,19,0.9608610567514677,NA,08-30-2017,12:07:14
14002,1,1,5,9,Recall,429,0,7,13,NA,5,0,12,27,8,19,0.9608610567514677,NA,08-30-2017,12:07:14
14002,1,2,3,1,ProcessingTask,1098,1,TRUE,TRUE,15,3,1,12,27,8,19,0.9608610567514677,NA,08-30-2017,12:07:14
14002,1,2,3,2,ProcessingTask,827,1,TRUE,TRUE,10,3,1,12,27,8,19,0.9608610567514677,NA,08-30-2017,12:07:14
