Subject,Trial,Tone1,Tone2,Difference,CorrectResponse,Accuracy,NextTrial.ACC,Reversal,ReversalNumb,PitchThreshold.last,SessionDate,SessionTime
14055,54,796,800,4,second,0,1,1,23,5,10-16-2017,12:50:34
14055,55,827,820,7,first,1,0,1,24,5,10-16-2017,12:50:34
14055,56,800,806,6,second,1,1,0,NA,5,10-16-2017,12:50:34
14055,57,815,810,5,first,1,1,0,NA,5,10-16-2017,12:50:34
14055,58,810,814,4,second,1,1,0,NA,5,10-16-2017,12:50:34
14055,59,817,820,3,second,1,1,0,NA,5,10-16-2017,12:50:34
14055,60,830,828,2,first,0,1,1,25,5,10-16-2017,12:50:34
14055,61,795,800,5,second,0,0,0,NA,5,10-16-2017,12:50:34
14055,62,838,830,8,first,1,0,1,26,5,10-16-2017,12:50:34
14055,63,813,820,7,second,1,1,0,NA,5,10-16-2017,12:50:34
14055,64,800,794,6,first,1,1,0,NA,5,10-16-2017,12:50:34
14056,1,830,815,15,first,0,NA,NA,NA,23,10-19-2017,17:18:43
14056,2,800,821,21,second,0,0,0,NA,23,10-19-2017,17:18:43
14056,3,834,810,24,first,1,0,1,1,23,10-19-2017,17:18:43
14056,4,800,822,22,second,1,1,0,NA,23,10-19-2017,17:18:43
14056,5,800,820,20,second,0,1,1,2,23,10-19-2017,17:18:43
14056,6,810,834,24,second,1,0,1,3,23,10-19-2017,17:18:43
14056,7,808,830,22,second,0,1,1,4,23,10-19-2017,17:18:43
14056,8,834,810,24,first,0,0,0,NA,23,10-19-2017,17:18:43
14056,9,800,824,24,second,0,0,0,NA,23,10-19-2017,17:18:43
14056,10,796,820,24,second,1,0,1,5,23,10-19-2017,17:18:43
14056,11,810,787,23,first,1,1,0,NA,23,10-19-2017,17:18:43
14056,12,842,820,22,first,0,1,1,6,23,10-19-2017,17:18:43
14056,13,796,820,24,second,0,0,0,NA,23,10-19-2017,17:18:43
14056,14,854,830,24,first,0,0,0,NA,23,10-19-2017,17:18:43
14056,15,806,830,24,second,0,0,0,NA,23,10-19-2017,17:18:43
14056,16,776,800,24,second,0,0,0,NA,23,10-19-2017,17:18:43
14056,17,796,820,24,second,1,0,1,7,23,10-19-2017,17:18:43
14056,18,797,820,23,second,0,1,1,8,23,10-19-2017,17:18:43
14056,19,830,806,24,first,0,0,0,NA,23,10-19-2017,17:18:43
14056,20,810,834,24,second,0,0,0,NA,23,10-19-2017,17:18:43
14056,21,796,820,24,second,1,0,1,9,23,10-19-2017,17:18:43
14056,22,810,833,23,second,0,1,1,10,23,10-19-2017,17:18:43
14056,23,810,786,24,first,1,0,1,11,23,10-19-2017,17:18:43
14056,24,797,820,23,second,0,1,1,12,23,10-19-2017,17:18:43
14056,25,844,820,24,first,1,0,1,13,23,10-19-2017,17:18:43
14056,26,830,853,23,second,0,1,1,14,23,10-19-2017,17:18:43
14056,27,820,844,24,second,0,0,0,NA,23,10-19-2017,17:18:43
14056,28,834,810,24,first,0,0,0,NA,23,10-19-2017,17:18:43
14056,29,824,800,24,first,1,0,1,15,23,10-19-2017,17:18:43
14056,30,823,800,23,first,1,1,0,NA,23,10-19-2017,17:18:43
14056,31,852,830,22,first,0,1,1,16,23,10-19-2017,17:18:43
14056,32,806,830,24,second,0,0,0,NA,23,10-19-2017,17:18:43
14056,33,796,820,24,second,1,0,1,17,23,10-19-2017,17:18:43
14056,34,810,787,23,first,0,1,1,18,23,10-19-2017,17:18:43
14056,35,810,834,24,second,0,0,0,NA,23,10-19-2017,17:18:43
14056,36,820,844,24,second,0,0,0,NA,23,10-19-2017,17:18:43
14056,37,844,820,24,first,0,0,0,NA,23,10-19-2017,17:18:43
14056,38,820,796,24,first,1,0,1,19,23,10-19-2017,17:18:43
14056,39,800,777,23,first,0,1,1,20,23,10-19-2017,17:18:43
14056,40,800,776,24,first,1,0,1,21,23,10-19-2017,17:18:43
14056,41,830,807,23,first,0,1,1,22,23,10-19-2017,17:18:43
14056,42,830,854,24,second,0,0,0,NA,23,10-19-2017,17:18:43
14056,43,830,806,24,first,0,0,0,NA,23,10-19-2017,17:18:43
14056,44,824,800,24,first,1,0,1,23,23,10-19-2017,17:18:43
14056,45,830,853,23,second,1,1,0,NA,23,10-19-2017,17:18:43
14056,46,820,842,22,second,0,1,1,24,23,10-19-2017,17:18:43
14056,47,844,820,24,first,0,0,0,NA,23,10-19-2017,17:18:43
14056,48,820,844,24,second,0,0,0,NA,23,10-19-2017,17:18:43
14056,49,824,800,24,first,0,0,0,NA,23,10-19-2017,17:18:43
14056,50,806,830,24,second,0,0,0,NA,23,10-19-2017,17:18:43
14056,51,820,796,24,first,1,0,1,25,23,10-19-2017,17:18:43
14056,52,853,830,23,first,0,1,1,26,23,10-19-2017,17:18:43
14056,53,820,796,24,first,1,0,1,27,23,10-19-2017,17:18:43
14056,54,797,820,23,second,1,1,0,NA,23,10-19-2017,17:18:43
14056,55,810,788,22,first,1,1,0,NA,23,10-19-2017,17:18:43
14056,56,831,810,21,first,0,1,1,28,23,10-19-2017,17:18:43
14056,57,776,800,24,second,1,0,1,29,23,10-19-2017,17:18:43
14056,58,830,853,23,second,0,1,1,30,23,10-19-2017,17:18:43
14056,59,854,830,24,first,0,0,0,NA,23,10-19-2017,17:18:43
14056,60,776,800,24,second,0,0,0,NA,23,10-19-2017,17:18:43
14056,61,776,800,24,second,1,0,1,31,23,10-19-2017,17:18:43
14056,62,800,777,23,first,1,1,0,NA,23,10-19-2017,17:18:43
14056,63,800,778,22,first,0,1,1,32,23,10-19-2017,17:18:43
14056,64,820,796,24,first,1,0,1,33,23,10-19-2017,17:18:43
14057,1,800,785,15,first,1,NA,NA,NA,23,10-24-2017,11:02:39
14057,2,820,833,13,second,1,1,0,NA,23,10-24-2017,11:02:39
14057,3,810,821,11,second,1,1,0,NA,23,10-24-2017,11:02:39
14057,4,791,800,9,second,1,1,0,NA,23,10-24-2017,11:02:39
14057,5,820,827,7,second,1,1,0,NA,23,10-24-2017,11:02:39
14057,6,835,830,5,first,1,1,0,NA,23,10-24-2017,11:02:39
14057,7,817,820,3,second,0,1,1,1,23,10-24-2017,11:02:39
14057,8,806,800,6,first,0,0,0,NA,23,10-24-2017,11:02:39
14057,9,809,800,9,first,0,0,0,NA,23,10-24-2017,11:02:39
14057,10,788,800,12,second,1,0,1,2,23,10-24-2017,11:02:39
14057,11,821,810,11,first,1,1,0,NA,23,10-24-2017,11:02:39
14057,12,820,830,10,second,1,1,0,NA,23,10-24-2017,11:02:39
14057,13,830,821,9,first,1,1,0,NA,23,10-24-2017,11:02:39
14057,14,800,808,8,second,0,1,1,3,23,10-24-2017,11:02:39
14057,15,811,800,11,first,1,0,1,4,23,10-24-2017,11:02:39
14057,16,800,790,10,first,0,1,1,5,23,10-24-2017,11:02:39
14057,17,800,787,13,first,1,0,1,6,23,10-24-2017,11:02:39
14057,18,808,820,12,second,0,1,1,7,23,10-24-2017,11:02:39
14057,19,830,815,15,first,0,0,0,NA,23,10-24-2017,11:02:39
14057,20,810,828,18,second,0,0,0,NA,23,10-24-2017,11:02:39
14057,21,820,799,21,first,1,0,1,8,23,10-24-2017,11:02:39
14057,22,800,820,20,second,0,1,1,9,23,10-24-2017,11:02:39
14057,23,830,853,23,second,1,0,1,10,23,10-24-2017,11:02:39
14057,24,810,788,22,first,1,1,0,NA,23,10-24-2017,11:02:39
14057,25,820,841,21,second,1,1,0,NA,23,10-24-2017,11:02:39
14057,26,800,820,20,second,1,1,0,NA,23,10-24-2017,11:02:39
14057,27,849,830,19,first,1,1,0,NA,23,10-24-2017,11:02:39
14057,28,812,830,18,second,1,1,0,NA,23,10-24-2017,11:02:39
14057,29,800,817,17,second,1,1,0,NA,23,10-24-2017,11:02:39
14057,30,800,784,16,first,1,1,0,NA,23,10-24-2017,11:02:39
14057,31,810,825,15,second,1,1,0,NA,23,10-24-2017,11:02:39
14057,32,834,820,14,first,1,1,0,NA,23,10-24-2017,11:02:39
14057,33,817,830,13,second,1,1,0,NA,23,10-24-2017,11:02:39
14057,34,830,818,12,first,1,1,0,NA,23,10-24-2017,11:02:39
14057,35,820,809,11,first,1,1,0,NA,23,10-24-2017,11:02:39
14057,36,820,810,10,first,1,1,0,NA,23,10-24-2017,11:02:39
14057,37,810,801,9,first,0,1,1,11,23,10-24-2017,11:02:39
14057,38,808,820,12,second,0,0,0,NA,23,10-24-2017,11:02:39
14057,39,825,810,15,first,0,0,0,NA,23,10-24-2017,11:02:39
14057,40,848,830,18,first,1,0,1,12,23,10-24-2017,11:02:39
14057,41,847,830,17,first,0,1,1,13,23,10-24-2017,11:02:39
14057,42,830,850,20,second,1,0,1,14,23,10-24-2017,11:02:39
14057,43,801,820,19,second,0,1,1,15,23,10-24-2017,11:02:39
14057,44,842,820,22,first,1,0,1,16,23,10-24-2017,11:02:39
14057,45,800,821,21,second,1,1,0,NA,23,10-24-2017,11:02:39
14057,46,800,820,20,second,1,1,0,NA,23,10-24-2017,11:02:39
14057,47,820,839,19,second,1,1,0,NA,23,10-24-2017,11:02:39
14057,48,830,848,18,second,1,1,0,NA,23,10-24-2017,11:02:39
14057,49,813,830,17,second,0,1,1,17,23,10-24-2017,11:02:39
14057,50,820,800,20,first,1,0,1,18,23,10-24-2017,11:02:39
14057,51,810,791,19,first,1,1,0,NA,23,10-24-2017,11:02:39
14057,52,818,800,18,first,1,1,0,NA,23,10-24-2017,11:02:39
14057,53,783,800,17,second,1,1,0,NA,23,10-24-2017,11:02:39
14057,54,784,800,16,second,0,1,1,19,23,10-24-2017,11:02:39
14057,55,801,820,19,second,1,0,1,20,23,10-24-2017,11:02:39
14057,56,802,820,18,second,0,1,1,21,23,10-24-2017,11:02:39
14057,57,841,820,21,first,1,0,1,22,23,10-24-2017,11:02:39
14057,58,830,810,20,first,1,1,0,NA,23,10-24-2017,11:02:39
14057,59,810,791,19,first,1,1,0,NA,23,10-24-2017,11:02:39
14057,60,838,820,18,first,0,1,1,23,23,10-24-2017,11:02:39
14057,61,830,851,21,second,1,0,1,24,23,10-24-2017,11:02:39
14057,62,830,810,20,first,0,1,1,25,23,10-24-2017,11:02:39
14057,63,810,833,23,second,0,0,0,NA,23,10-24-2017,11:02:39
14057,64,820,796,24,first,1,0,1,26,23,10-24-2017,11:02:39
14058,1,835,820,15,first,1,NA,NA,NA,1,10-05-2017,11:04:54
14058,2,813,800,13,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,3,809,820,11,second,1,1,0,NA,1,10-05-2017,11:04:54
14058,4,810,819,9,second,1,1,0,NA,1,10-05-2017,11:04:54
14058,5,817,810,7,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,6,820,815,5,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,7,810,807,3,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,8,822,820,2,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,9,801,800,1,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,10,800,799,1,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,11,810,811,1,second,0,1,1,1,1,10-05-2017,11:04:54
14058,12,800,796,4,first,1,0,1,2,1,10-05-2017,11:04:54
14058,13,820,823,3,second,1,1,0,NA,1,10-05-2017,11:04:54
14058,14,818,820,2,second,1,1,0,NA,1,10-05-2017,11:04:54
14058,15,820,819,1,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,16,819,820,1,second,1,1,0,NA,1,10-05-2017,11:04:54
14058,17,830,831,1,second,1,1,0,NA,1,10-05-2017,11:04:54
14058,18,821,820,1,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,19,831,830,1,first,0,1,1,3,1,10-05-2017,11:04:54
14058,20,826,830,4,second,1,0,1,4,1,10-05-2017,11:04:54
14058,21,827,830,3,second,1,1,0,NA,1,10-05-2017,11:04:54
14058,22,812,810,2,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,23,830,831,1,second,1,1,0,NA,1,10-05-2017,11:04:54
14058,24,801,800,1,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,25,800,801,1,second,0,1,1,5,1,10-05-2017,11:04:54
14058,26,820,824,4,second,1,0,1,6,1,10-05-2017,11:04:54
14058,27,797,800,3,second,0,1,1,7,1,10-05-2017,11:04:54
14058,28,816,810,6,first,1,0,1,8,1,10-05-2017,11:04:54
14058,29,810,805,5,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,30,816,820,4,second,1,1,0,NA,1,10-05-2017,11:04:54
14058,31,810,807,3,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,32,818,820,2,second,1,1,0,NA,1,10-05-2017,11:04:54
14058,33,831,830,1,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,34,800,799,1,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,35,830,829,1,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,36,819,820,1,second,0,1,1,9,1,10-05-2017,11:04:54
14058,37,800,804,4,second,0,0,0,NA,1,10-05-2017,11:04:54
14058,38,807,800,7,first,1,0,1,10,1,10-05-2017,11:04:54
14058,39,830,836,6,second,1,1,0,NA,1,10-05-2017,11:04:54
14058,40,820,825,5,second,1,1,0,NA,1,10-05-2017,11:04:54
14058,41,810,806,4,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,42,833,830,3,first,0,1,1,11,1,10-05-2017,11:04:54
14058,43,830,824,6,first,1,0,1,12,1,10-05-2017,11:04:54
14058,44,795,800,5,second,1,1,0,NA,1,10-05-2017,11:04:54
14058,45,826,830,4,second,0,1,1,13,1,10-05-2017,11:04:54
14058,46,820,813,7,first,1,0,1,14,1,10-05-2017,11:04:54
14058,47,794,800,6,second,1,1,0,NA,1,10-05-2017,11:04:54
14058,48,820,825,5,second,0,1,1,15,1,10-05-2017,11:04:54
14058,49,812,820,8,second,1,0,1,16,1,10-05-2017,11:04:54
14058,50,810,817,7,second,1,1,0,NA,1,10-05-2017,11:04:54
14058,51,830,836,6,second,0,1,1,17,1,10-05-2017,11:04:54
14058,52,800,809,9,second,1,0,1,18,1,10-05-2017,11:04:54
14058,53,822,830,8,second,1,1,0,NA,1,10-05-2017,11:04:54
14058,54,827,820,7,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,55,814,820,6,second,1,1,0,NA,1,10-05-2017,11:04:54
14058,56,810,815,5,second,1,1,0,NA,1,10-05-2017,11:04:54
14058,57,800,796,4,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,58,830,827,3,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,59,830,828,2,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,60,800,801,1,second,1,1,0,NA,1,10-05-2017,11:04:54
14058,61,820,819,1,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,62,799,800,1,second,1,1,0,NA,1,10-05-2017,11:04:54
14058,63,811,810,1,first,1,1,0,NA,1,10-05-2017,11:04:54
14058,64,831,830,1,first,1,1,0,NA,1,10-05-2017,11:04:54
14059,1,815,800,15,first,1,NA,NA,NA,2,10-12-2017,10:46:33
14059,2,817,830,13,second,1,1,0,NA,2,10-12-2017,10:46:33
14059,3,800,789,11,first,1,1,0,NA,2,10-12-2017,10:46:33
14059,4,820,811,9,first,1,1,0,NA,2,10-12-2017,10:46:33
14059,5,800,807,7,second,0,1,1,1,2,10-12-2017,10:46:33
14059,6,813,800,13,first,1,0,1,2,2,10-12-2017,10:46:33
14059,7,830,819,11,first,1,1,0,NA,2,10-12-2017,10:46:33
14059,8,840,830,10,first,1,1,0,NA,2,10-12-2017,10:46:33
14059,9,839,830,9,first,1,1,0,NA,2,10-12-2017,10:46:33
14059,10,810,818,8,second,0,1,1,3,2,10-12-2017,10:46:33
14059,11,820,831,11,second,0,0,0,NA,2,10-12-2017,10:46:33
14059,12,806,820,14,second,0,0,0,NA,2,10-12-2017,10:46:33
14059,13,803,820,17,second,1,0,1,4,2,10-12-2017,10:46:33
14059,14,836,820,16,first,1,1,0,NA,2,10-12-2017,10:46:33
14059,15,810,795,15,first,1,1,0,NA,2,10-12-2017,10:46:33
14059,16,830,844,14,second,1,1,0,NA,2,10-12-2017,10:46:33
14059,17,820,807,13,first,1,1,0,NA,2,10-12-2017,10:46:33
14059,18,842,830,12,first,1,1,0,NA,2,10-12-2017,10:46:33
14059,19,809,820,11,second,1,1,0,NA,2,10-12-2017,10:46:33
14059,20,790,800,10,second,1,1,0,NA,2,10-12-2017,10:46:33
14059,21,810,801,9,first,1,1,0,NA,2,10-12-2017,10:46:33
14059,22,820,812,8,first,1,1,0,NA,2,10-12-2017,10:46:33
14059,23,817,810,7,first,1,1,0,NA,2,10-12-2017,10:46:33
14059,24,814,820,6,second,0,1,1,5,2,10-12-2017,10:46:33
14059,25,819,810,9,first,1,0,1,6,2,10-12-2017,10:46:33
14059,26,818,810,8,first,1,1,0,NA,2,10-12-2017,10:46:33
14059,27,823,830,7,second,0,1,1,7,2,10-12-2017,10:46:33
14059,28,830,820,10,first,1,0,1,8,2,10-12-2017,10:46:33
14059,29,839,830,9,first,1,1,0,NA,2,10-12-2017,10:46:33
14059,30,820,828,8,second,1,1,0,NA,2,10-12-2017,10:46:33
14059,31,823,830,7,second,1,1,0,NA,2,10-12-2017,10:46:33
14059,32,814,820,6,second,1,1,0,NA,2,10-12-2017,10:46:33
14059,33,800,805,5,second,1,1,0,NA,2,10-12-2017,10:46:33
14059,34,810,814,4,second,0,1,1,9,2,10-12-2017,10:46:33
14059,35,793,800,7,second,1,0,1,10,2,10-12-2017,10:46:33
14059,36,800,806,6,second,1,1,0,NA,2,10-12-2017,10:46:33
14059,37,810,815,5,second,1,1,0,NA,2,10-12-2017,10:46:33
14059,38,820,824,4,second,1,1,0,NA,2,10-12-2017,10:46:33
14059,39,830,827,3,first,1,1,0,NA,2,10-12-2017,10:46:33
14059,40,798,800,2,second,1,1,0,NA,2,10-12-2017,10:46:33
14059,41,819,820,1,second,1,1,0,NA,2,10-12-2017,10:46:33
14059,42,819,820,1,second,0,1,1,11,2,10-12-2017,10:46:33
14059,43,830,834,4,second,1,0,1,12,2,10-12-2017,10:46:33
14059,44,810,807,3,first,0,1,1,13,2,10-12-2017,10:46:33
14059,45,830,836,6,second,1,0,1,14,2,10-12-2017,10:46:33
14059,46,800,795,5,first,0,1,1,15,2,10-12-2017,10:46:33
14059,47,828,820,8,first,1,0,1,16,2,10-12-2017,10:46:33
14059,48,823,830,7,second,0,1,1,17,2,10-12-2017,10:46:33
14059,49,830,840,10,second,1,0,1,18,2,10-12-2017,10:46:33
14059,50,800,791,9,first,1,1,0,NA,2,10-12-2017,10:46:33
14059,51,792,800,8,second,1,1,0,NA,2,10-12-2017,10:46:33
14059,52,810,803,7,first,1,1,0,NA,2,10-12-2017,10:46:33
14059,53,800,806,6,second,1,1,0,NA,2,10-12-2017,10:46:33
14059,54,815,820,5,second,1,1,0,NA,2,10-12-2017,10:46:33
14059,55,824,820,4,first,1,1,0,NA,2,10-12-2017,10:46:33
14059,56,803,800,3,first,1,1,0,NA,2,10-12-2017,10:46:33
14059,57,800,798,2,first,0,1,1,19,2,10-12-2017,10:46:33
14059,58,815,810,5,first,1,0,1,20,2,10-12-2017,10:46:33
14059,59,820,816,4,first,1,1,0,NA,2,10-12-2017,10:46:33
14059,60,823,820,3,first,1,1,0,NA,2,10-12-2017,10:46:33
14059,61,802,800,2,first,0,1,1,21,2,10-12-2017,10:46:33
14059,62,830,825,5,first,1,0,1,22,2,10-12-2017,10:46:33
14059,63,820,824,4,second,1,1,0,NA,2,10-12-2017,10:46:33
14059,64,810,813,3,second,1,1,0,NA,2,10-12-2017,10:46:33
14060,1,830,845,15,second,0,NA,NA,NA,2,10-02-2017,16:47:56
14060,2,779,800,21,second,1,0,1,1,2,10-02-2017,16:47:56
14060,3,800,781,19,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,4,783,800,17,second,1,1,0,NA,2,10-02-2017,16:47:56
14060,5,835,820,15,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,6,800,787,13,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,7,800,811,11,second,1,1,0,NA,2,10-02-2017,16:47:56
14060,8,830,840,10,second,1,1,0,NA,2,10-02-2017,16:47:56
14060,9,829,820,9,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,10,818,810,8,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,11,823,830,7,second,1,1,0,NA,2,10-02-2017,16:47:56
14060,12,830,836,6,second,1,1,0,NA,2,10-02-2017,16:47:56
14060,13,795,800,5,second,0,1,1,2,2,10-02-2017,16:47:56
14060,14,810,802,8,first,1,0,1,3,2,10-02-2017,16:47:56
14060,15,830,823,7,first,0,1,1,4,2,10-02-2017,16:47:56
14060,16,810,820,10,second,0,0,0,NA,2,10-02-2017,16:47:56
14060,17,833,820,13,first,0,0,0,NA,2,10-02-2017,16:47:56
14060,18,820,836,16,second,1,0,1,5,2,10-02-2017,16:47:56
14060,19,800,815,15,second,1,1,0,NA,2,10-02-2017,16:47:56
14060,20,810,824,14,second,1,1,0,NA,2,10-02-2017,16:47:56
14060,21,823,810,13,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,22,808,820,12,second,1,1,0,NA,2,10-02-2017,16:47:56
14060,23,809,820,11,second,1,1,0,NA,2,10-02-2017,16:47:56
14060,24,800,810,10,second,1,1,0,NA,2,10-02-2017,16:47:56
14060,25,811,820,9,second,0,1,1,6,2,10-02-2017,16:47:56
14060,26,830,842,12,second,1,0,1,7,2,10-02-2017,16:47:56
14060,27,811,800,11,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,28,820,830,10,second,1,1,0,NA,2,10-02-2017,16:47:56
14060,29,820,829,9,second,0,1,1,8,2,10-02-2017,16:47:56
14060,30,800,788,12,first,1,0,1,9,2,10-02-2017,16:47:56
14060,31,811,800,11,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,32,820,830,10,second,1,1,0,NA,2,10-02-2017,16:47:56
14060,33,839,830,9,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,34,830,822,8,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,35,820,813,7,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,36,820,814,6,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,37,805,800,5,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,38,810,806,4,first,0,1,1,10,2,10-02-2017,16:47:56
14060,39,810,817,7,second,1,0,1,11,2,10-02-2017,16:47:56
14060,40,836,830,6,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,41,835,830,5,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,42,810,814,4,second,1,1,0,NA,2,10-02-2017,16:47:56
14060,43,820,817,3,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,44,810,808,2,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,45,820,821,1,second,1,1,0,NA,2,10-02-2017,16:47:56
14060,46,811,810,1,first,0,1,1,12,2,10-02-2017,16:47:56
14060,47,816,820,4,second,1,0,1,13,2,10-02-2017,16:47:56
14060,48,817,820,3,second,0,1,1,14,2,10-02-2017,16:47:56
14060,49,824,830,6,second,1,0,1,15,2,10-02-2017,16:47:56
14060,50,800,805,5,second,0,1,1,16,2,10-02-2017,16:47:56
14060,51,820,812,8,first,1,0,1,17,2,10-02-2017,16:47:56
14060,52,807,800,7,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,53,810,804,6,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,54,830,825,5,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,55,814,810,4,first,0,1,1,18,2,10-02-2017,16:47:56
14060,56,813,820,7,second,1,0,1,19,2,10-02-2017,16:47:56
14060,57,836,830,6,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,58,830,825,5,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,59,824,820,4,first,1,1,0,NA,2,10-02-2017,16:47:56
14060,60,827,830,3,second,0,1,1,20,2,10-02-2017,16:47:56
14060,61,814,820,6,second,1,0,1,21,2,10-02-2017,16:47:56
14060,62,810,815,5,second,1,1,0,NA,2,10-02-2017,16:47:56
14060,63,796,800,4,second,1,1,0,NA,2,10-02-2017,16:47:56
14060,64,800,797,3,first,1,1,0,NA,2,10-02-2017,16:47:56
14061,1,835,820,15,first,1,NA,NA,NA,21,10-12-2017,14:53:34
14061,2,787,800,13,second,0,1,1,1,21,10-12-2017,14:53:34
14061,3,810,829,19,second,1,0,1,2,21,10-12-2017,14:53:34
14061,4,800,783,17,first,1,1,0,NA,21,10-12-2017,14:53:34
14061,5,830,845,15,second,1,1,0,NA,21,10-12-2017,14:53:34
14061,6,810,797,13,first,1,1,0,NA,21,10-12-2017,14:53:34
14061,7,810,821,11,second,1,1,0,NA,21,10-12-2017,14:53:34
14061,8,800,810,10,second,0,1,1,3,21,10-12-2017,14:53:34
14061,9,810,797,13,first,1,0,1,4,21,10-12-2017,14:53:34
14061,10,822,810,12,first,1,1,0,NA,21,10-12-2017,14:53:34
14061,11,800,811,11,second,0,1,1,5,21,10-12-2017,14:53:34
14061,12,810,796,14,first,1,0,1,6,21,10-12-2017,14:53:34
14061,13,833,820,13,first,1,1,0,NA,21,10-12-2017,14:53:34
14061,14,842,830,12,first,0,1,1,7,21,10-12-2017,14:53:34
14061,15,800,785,15,first,1,0,1,8,21,10-12-2017,14:53:34
14061,16,820,834,14,second,1,1,0,NA,21,10-12-2017,14:53:34
14061,17,800,813,13,second,0,1,1,9,21,10-12-2017,14:53:34
14061,18,846,830,16,first,0,0,0,NA,21,10-12-2017,14:53:34
14061,19,800,781,19,first,1,0,1,10,21,10-12-2017,14:53:34
14061,20,828,810,18,first,0,1,1,11,21,10-12-2017,14:53:34
14061,21,851,830,21,first,1,0,1,12,21,10-12-2017,14:53:34
14061,22,820,840,20,second,1,1,0,NA,21,10-12-2017,14:53:34
14061,23,819,800,19,first,1,1,0,NA,21,10-12-2017,14:53:34
14061,24,818,800,18,first,1,1,0,NA,21,10-12-2017,14:53:34
14061,25,803,820,17,second,1,1,0,NA,21,10-12-2017,14:53:34
14061,26,804,820,16,second,0,1,1,13,21,10-12-2017,14:53:34
14061,27,830,849,19,second,1,0,1,14,21,10-12-2017,14:53:34
14061,28,810,828,18,second,1,1,0,NA,21,10-12-2017,14:53:34
14061,29,813,830,17,second,1,1,0,NA,21,10-12-2017,14:53:34
14061,30,826,810,16,first,1,1,0,NA,21,10-12-2017,14:53:34
14061,31,785,800,15,second,1,1,0,NA,21,10-12-2017,14:53:34
14061,32,806,820,14,second,1,1,0,NA,21,10-12-2017,14:53:34
14061,33,820,833,13,second,1,1,0,NA,21,10-12-2017,14:53:34
14061,34,820,808,12,first,0,1,1,15,21,10-12-2017,14:53:34
14061,35,805,820,15,second,1,0,1,16,21,10-12-2017,14:53:34
14061,36,816,830,14,second,1,1,0,NA,21,10-12-2017,14:53:34
14061,37,807,820,13,second,1,1,0,NA,21,10-12-2017,14:53:34
14061,38,830,818,12,first,0,1,1,17,21,10-12-2017,14:53:34
14061,39,815,800,15,first,1,0,1,18,21,10-12-2017,14:53:34
14061,40,810,824,14,second,1,1,0,NA,21,10-12-2017,14:53:34
14061,41,830,843,13,second,1,1,0,NA,21,10-12-2017,14:53:34
14061,42,822,810,12,first,1,1,0,NA,21,10-12-2017,14:53:34
14061,43,841,830,11,first,1,1,0,NA,21,10-12-2017,14:53:34
14061,44,800,790,10,first,1,1,0,NA,21,10-12-2017,14:53:34
14061,45,821,830,9,second,1,1,0,NA,21,10-12-2017,14:53:34
14061,46,822,830,8,second,1,1,0,NA,21,10-12-2017,14:53:34
14061,47,830,837,7,second,1,1,0,NA,21,10-12-2017,14:53:34
14061,48,806,800,6,first,1,1,0,NA,21,10-12-2017,14:53:34
