Subject,Trial,Tone1,Tone2,Difference,CorrectResponse,Accuracy,NextTrial.ACC,Reversal,ReversalNumb,DurationThreshold.last,SessionDate,SessionTime
14002,39,240,280,40,second,1,1,0,NA,30,09-27-2017,12:46:10
14002,40,290,320,30,second,1,1,0,NA,30,09-27-2017,12:46:10
14002,41,320,340,20,second,1,1,0,NA,30,09-27-2017,12:46:10
14002,42,350,360,10,second,1,1,0,NA,30,09-27-2017,12:46:10
14002,43,250,260,10,second,0,1,1,13,30,09-27-2017,12:46:10
14002,44,280,320,40,second,1,0,1,14,30,09-27-2017,12:46:10
14002,45,320,350,30,second,1,1,0,NA,30,09-27-2017,12:46:10
14002,46,250,230,20,first,1,1,0,NA,30,09-27-2017,12:46:10
14002,47,340,350,10,second,1,1,0,NA,30,09-27-2017,12:46:10
14002,48,250,260,10,second,0,1,1,15,30,09-27-2017,12:46:10
14002,49,320,280,40,first,1,0,1,16,30,09-27-2017,12:46:10
14002,50,320,290,30,first,1,1,0,NA,30,09-27-2017,12:46:10
14002,51,230,250,20,second,1,1,0,NA,30,09-27-2017,12:46:10
14002,52,360,350,10,first,1,1,0,NA,30,09-27-2017,12:46:10
14002,53,340,350,10,second,1,1,0,NA,30,09-27-2017,12:46:10
14002,54,250,260,10,second,0,1,1,17,30,09-27-2017,12:46:10
14002,55,320,280,40,first,1,0,1,18,30,09-27-2017,12:46:10
14002,56,280,250,30,first,1,1,0,NA,30,09-27-2017,12:46:10
14002,57,350,330,20,first,1,1,0,NA,30,09-27-2017,12:46:10
14002,58,240,250,10,second,0,1,1,19,30,09-27-2017,12:46:10
14002,59,390,350,40,first,1,0,1,20,30,09-27-2017,12:46:10
14002,60,350,320,30,first,1,1,0,NA,30,09-27-2017,12:46:10
14002,61,270,250,20,first,1,1,0,NA,30,09-27-2017,12:46:10
14002,62,330,320,10,first,1,1,0,NA,30,09-27-2017,12:46:10
14002,63,250,260,10,second,0,1,1,21,30,09-27-2017,12:46:10
14002,64,320,280,40,first,1,0,1,22,30,09-27-2017,12:46:10
14003,1,350,250,100,first,1,NA,NA,NA,40,10-06-2017,13:27:45
14003,2,430,350,80,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,3,350,290,60,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,4,280,240,40,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,5,280,260,20,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,6,250,260,10,second,0,1,1,1,40,10-06-2017,13:27:45
14003,7,320,250,70,first,1,0,1,2,40,10-06-2017,13:27:45
14003,8,280,220,60,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,9,280,330,50,second,1,1,0,NA,40,10-06-2017,13:27:45
14003,10,250,290,40,second,1,1,0,NA,40,10-06-2017,13:27:45
14003,11,220,250,30,second,1,1,0,NA,40,10-06-2017,13:27:45
14003,12,250,230,20,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,13,240,250,10,second,0,1,1,3,40,10-06-2017,13:27:45
14003,14,320,280,40,first,0,0,0,NA,40,10-06-2017,13:27:45
14003,15,320,250,70,first,1,0,1,4,40,10-06-2017,13:27:45
14003,16,350,290,60,first,0,1,1,5,40,10-06-2017,13:27:45
14003,17,160,250,90,second,1,0,1,6,40,10-06-2017,13:27:45
14003,18,350,430,80,second,1,1,0,NA,40,10-06-2017,13:27:45
14003,19,320,390,70,second,1,1,0,NA,40,10-06-2017,13:27:45
14003,20,350,290,60,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,21,300,250,50,first,0,1,1,7,40,10-06-2017,13:27:45
14003,22,360,280,80,first,1,0,1,8,40,10-06-2017,13:27:45
14003,23,280,350,70,second,1,1,0,NA,40,10-06-2017,13:27:45
14003,24,380,320,60,first,0,1,1,9,40,10-06-2017,13:27:45
14003,25,250,340,90,second,1,0,1,10,40,10-06-2017,13:27:45
14003,26,430,350,80,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,27,280,350,70,second,1,1,0,NA,40,10-06-2017,13:27:45
14003,28,290,350,60,second,1,1,0,NA,40,10-06-2017,13:27:45
14003,29,280,330,50,second,1,1,0,NA,40,10-06-2017,13:27:45
14003,30,280,320,40,second,1,1,0,NA,40,10-06-2017,13:27:45
14003,31,250,280,30,second,1,1,0,NA,40,10-06-2017,13:27:45
14003,32,370,350,20,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,33,340,350,10,second,1,1,0,NA,40,10-06-2017,13:27:45
14003,34,250,240,10,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,35,310,320,10,second,1,1,0,NA,40,10-06-2017,13:27:45
14003,36,280,290,10,second,0,1,1,11,40,10-06-2017,13:27:45
14003,37,240,280,40,second,1,0,1,12,40,10-06-2017,13:27:45
14003,38,280,250,30,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,39,350,370,20,second,0,1,1,13,40,10-06-2017,13:27:45
14003,40,230,280,50,second,1,0,1,14,40,10-06-2017,13:27:45
14003,41,350,390,40,second,1,1,0,NA,40,10-06-2017,13:27:45
14003,42,280,250,30,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,43,320,340,20,second,1,1,0,NA,40,10-06-2017,13:27:45
14003,44,360,350,10,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,45,290,280,10,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,46,290,280,10,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,47,350,360,10,second,1,1,0,NA,40,10-06-2017,13:27:45
14003,48,330,320,10,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,49,250,260,10,second,1,1,0,NA,40,10-06-2017,13:27:45
14003,50,250,240,10,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,51,350,340,10,first,0,1,1,15,40,10-06-2017,13:27:45
14003,52,280,320,40,second,1,0,1,16,40,10-06-2017,13:27:45
14003,53,320,290,30,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,54,250,230,20,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,55,280,290,10,second,1,1,0,NA,40,10-06-2017,13:27:45
14003,56,310,320,10,second,1,1,0,NA,40,10-06-2017,13:27:45
14003,57,290,280,10,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,58,260,250,10,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,59,320,330,10,second,1,1,0,NA,40,10-06-2017,13:27:45
14003,60,270,280,10,second,0,1,1,17,40,10-06-2017,13:27:45
14003,61,320,360,40,second,1,0,1,18,40,10-06-2017,13:27:45
14003,62,350,320,30,first,1,1,0,NA,40,10-06-2017,13:27:45
14003,63,230,250,20,second,0,1,1,19,40,10-06-2017,13:27:45
14003,64,370,320,50,first,1,0,1,20,40,10-06-2017,13:27:45
14004,1,150,250,100,second,1,NA,NA,NA,20,10-24-2017,16:30:04
14004,2,400,320,80,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,3,350,410,60,second,1,1,0,NA,20,10-24-2017,16:30:04
14004,4,290,250,40,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,5,260,280,20,second,0,1,1,1,20,10-24-2017,16:30:04
14004,6,270,350,80,second,1,0,1,2,20,10-24-2017,16:30:04
14004,7,190,250,60,second,1,1,0,NA,20,10-24-2017,16:30:04
14004,8,300,250,50,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,9,280,320,40,second,1,1,0,NA,20,10-24-2017,16:30:04
14004,10,350,380,30,second,0,1,1,3,20,10-24-2017,16:30:04
14004,11,260,320,60,second,1,0,1,4,20,10-24-2017,16:30:04
14004,12,250,300,50,second,1,1,0,NA,20,10-24-2017,16:30:04
14004,13,210,250,40,second,1,1,0,NA,20,10-24-2017,16:30:04
14004,14,280,250,30,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,15,300,320,20,second,1,1,0,NA,20,10-24-2017,16:30:04
14004,16,310,320,10,second,0,1,1,5,20,10-24-2017,16:30:04
14004,17,390,350,40,first,0,0,0,NA,20,10-24-2017,16:30:04
14004,18,250,180,70,first,1,0,1,6,20,10-24-2017,16:30:04
14004,19,340,280,60,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,20,230,280,50,second,1,1,0,NA,20,10-24-2017,16:30:04
14004,21,310,350,40,second,1,1,0,NA,20,10-24-2017,16:30:04
14004,22,350,320,30,first,0,1,1,7,20,10-24-2017,16:30:04
14004,23,320,380,60,second,0,0,0,NA,20,10-24-2017,16:30:04
14004,24,410,320,90,first,1,0,1,8,20,10-24-2017,16:30:04
14004,25,320,240,80,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,26,280,350,70,second,1,1,0,NA,20,10-24-2017,16:30:04
14004,27,280,220,60,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,28,330,280,50,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,29,280,320,40,second,0,1,1,9,20,10-24-2017,16:30:04
14004,30,180,250,70,second,1,0,1,10,20,10-24-2017,16:30:04
14004,31,410,350,60,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,32,350,400,50,second,0,1,1,11,20,10-24-2017,16:30:04
14004,33,280,360,80,second,1,0,1,12,20,10-24-2017,16:30:04
14004,34,210,280,70,second,1,1,0,NA,20,10-24-2017,16:30:04
14004,35,310,250,60,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,36,250,200,50,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,37,350,310,40,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,38,320,350,30,second,1,1,0,NA,20,10-24-2017,16:30:04
14004,39,320,340,20,second,1,1,0,NA,20,10-24-2017,16:30:04
14004,40,250,260,10,second,0,1,1,13,20,10-24-2017,16:30:04
14004,41,250,290,40,second,0,0,0,NA,20,10-24-2017,16:30:04
14004,42,350,280,70,first,0,0,0,NA,20,10-24-2017,16:30:04
14004,43,380,280,100,first,1,0,1,14,20,10-24-2017,16:30:04
14004,44,440,350,90,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,45,280,360,80,second,1,1,0,NA,20,10-24-2017,16:30:04
14004,46,250,180,70,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,47,350,410,60,second,1,1,0,NA,20,10-24-2017,16:30:04
14004,48,300,250,50,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,49,280,240,40,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,50,320,350,30,second,0,1,1,15,20,10-24-2017,16:30:04
14004,51,280,340,60,second,0,0,0,NA,20,10-24-2017,16:30:04
14004,52,410,320,90,first,1,0,1,16,20,10-24-2017,16:30:04
14004,53,250,170,80,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,54,350,280,70,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,55,290,350,60,second,1,1,0,NA,20,10-24-2017,16:30:04
14004,56,280,230,50,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,57,250,290,40,second,1,1,0,NA,20,10-24-2017,16:30:04
14004,58,250,280,30,second,1,1,0,NA,20,10-24-2017,16:30:04
14004,59,370,350,20,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,60,320,310,10,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,61,330,320,10,first,1,1,0,NA,20,10-24-2017,16:30:04
14004,62,320,310,10,first,0,1,1,17,20,10-24-2017,16:30:04
14004,63,320,280,40,first,1,0,1,18,20,10-24-2017,16:30:04
14004,64,350,320,30,first,1,1,0,NA,20,10-24-2017,16:30:04
14005,1,280,380,100,second,1,NA,NA,NA,80,09-27-2017,16:42:58
14005,2,400,320,80,first,1,1,0,NA,80,09-27-2017,16:42:58
14005,3,410,350,60,first,1,1,0,NA,80,09-27-2017,16:42:58
14005,4,280,320,40,second,0,1,1,1,80,09-27-2017,16:42:58
14005,5,250,350,100,second,1,0,1,2,80,09-27-2017,16:42:58
14005,6,280,200,80,first,1,1,0,NA,80,09-27-2017,16:42:58
14005,7,260,320,60,second,1,1,0,NA,80,09-27-2017,16:42:58
14005,8,350,300,50,first,1,1,0,NA,80,09-27-2017,16:42:58
14005,9,320,360,40,second,1,1,0,NA,80,09-27-2017,16:42:58
14005,10,350,320,30,first,1,1,0,NA,80,09-27-2017,16:42:58
14005,11,250,230,20,first,1,1,0,NA,80,09-27-2017,16:42:58
14005,12,270,280,10,second,0,1,1,3,80,09-27-2017,16:42:58
14005,13,320,280,40,first,1,0,1,4,80,09-27-2017,16:42:58
14005,14,380,350,30,first,1,1,0,NA,80,09-27-2017,16:42:58
14005,15,330,350,20,second,0,1,1,5,80,09-27-2017,16:42:58
14005,16,400,350,50,first,0,0,0,NA,80,09-27-2017,16:42:58
14005,17,350,430,80,second,1,0,1,6,80,09-27-2017,16:42:58
14005,18,280,210,70,first,1,1,0,NA,80,09-27-2017,16:42:58
14005,19,350,290,60,first,1,1,0,NA,80,09-27-2017,16:42:58
14005,20,300,250,50,first,1,1,0,NA,80,09-27-2017,16:42:58
14005,21,320,280,40,first,1,1,0,NA,80,09-27-2017,16:42:58
14005,22,310,280,30,first,1,1,0,NA,80,09-27-2017,16:42:58
14005,23,250,270,20,second,0,1,1,7,80,09-27-2017,16:42:58
14005,24,370,320,50,first,1,0,1,8,80,09-27-2017,16:42:58
14005,25,310,350,40,second,1,1,0,NA,80,09-27-2017,16:42:58
14005,26,320,350,30,second,1,1,0,NA,80,09-27-2017,16:42:58
14005,27,300,320,20,second,1,1,0,NA,80,09-27-2017,16:42:58
14005,28,250,260,10,second,0,1,1,9,80,09-27-2017,16:42:58
14005,29,350,390,40,second,1,0,1,10,80,09-27-2017,16:42:58
14005,30,280,250,30,first,0,1,1,11,80,09-27-2017,16:42:58
14005,31,290,350,60,second,1,0,1,12,80,09-27-2017,16:42:58
14005,32,350,400,50,second,1,1,0,NA,80,09-27-2017,16:42:58
14005,33,350,390,40,second,1,1,0,NA,80,09-27-2017,16:42:58
14005,34,250,220,30,first,1,1,0,NA,80,09-27-2017,16:42:58
14005,35,320,300,20,first,1,1,0,NA,80,09-27-2017,16:42:58
14005,36,320,310,10,first,0,1,1,13,80,09-27-2017,16:42:58
14005,37,320,280,40,first,1,0,1,14,80,09-27-2017,16:42:58
14005,38,280,250,30,first,1,1,0,NA,80,09-27-2017,16:42:58
14005,39,260,280,20,second,0,1,1,15,80,09-27-2017,16:42:58
14005,40,300,250,50,first,1,0,1,16,80,09-27-2017,16:42:58
14005,41,210,250,40,second,1,1,0,NA,80,09-27-2017,16:42:58
14005,42,250,280,30,second,0,1,1,17,80,09-27-2017,16:42:58
14005,43,220,280,60,second,0,0,0,NA,80,09-27-2017,16:42:58
14005,44,340,250,90,first,1,0,1,18,80,09-27-2017,16:42:58
14005,45,330,250,80,first,0,1,1,19,80,09-27-2017,16:42:58
14005,46,390,280,110,first,1,0,1,20,80,09-27-2017,16:42:58
14005,47,380,280,100,first,1,1,0,NA,80,09-27-2017,16:42:58
14005,48,250,160,90,first,1,1,0,NA,80,09-27-2017,16:42:58
14005,49,250,170,80,first,1,1,0,NA,80,09-27-2017,16:42:58
14005,50,210,280,70,second,1,1,0,NA,80,09-27-2017,16:42:58
14005,51,280,340,60,second,1,1,0,NA,80,09-27-2017,16:42:58
14005,52,270,320,50,second,1,1,0,NA,80,09-27-2017,16:42:58
14005,53,350,310,40,first,0,1,1,21,80,09-27-2017,16:42:58
14005,54,180,250,70,second,0,0,0,NA,80,09-27-2017,16:42:58
14005,55,450,350,100,first,0,0,0,NA,80,09-27-2017,16:42:58
14005,56,320,450,130,second,1,0,1,22,80,09-27-2017,16:42:58
14005,57,280,400,120,second,1,1,0,NA,80,09-27-2017,16:42:58
