Subject,TrialProc,Trial,Accuracy,RT,Target,FixationDuration,AdminTime,SessionDate,SessionTime
14256,real,50,0,805,O,2000,8.306916666666666,02-09-2018,13:24:13
14256,real,51,0,1168,O,3000,8.306916666666666,02-09-2018,13:24:13
14256,real,52,1,510,Q,3000,8.306916666666666,02-09-2018,13:24:13
14256,real,53,0,773,O,3000,8.306916666666666,02-09-2018,13:24:13
14256,real,54,1,610,Q,3000,8.306916666666666,02-09-2018,13:24:13
14256,real,55,1,486,Q,3000,8.306916666666666,02-09-2018,13:24:13
14256,real,56,1,558,Q,3000,8.306916666666666,02-09-2018,13:24:13
14256,real,57,1,444,Q,2000,8.306916666666666,02-09-2018,13:24:13
14256,real,58,1,455,Q,3000,8.306916666666666,02-09-2018,13:24:13
14256,real,59,0,632,O,2000,8.306916666666666,02-09-2018,13:24:13
14256,real,60,0,627,O,2000,8.306916666666666,02-09-2018,13:24:13
14256,real,61,0,534,O,3000,8.306916666666666,02-09-2018,13:24:13
14256,real,62,1,482,Q,2000,8.306916666666666,02-09-2018,13:24:13
14256,real,63,0,714,O,3000,8.306916666666666,02-09-2018,13:24:13
14256,real,64,1,985,O,3000,8.306916666666666,02-09-2018,13:24:13
14256,real,65,1,404,O,2000,8.306916666666666,02-09-2018,13:24:13
14256,real,66,1,310,O,2000,8.306916666666666,02-09-2018,13:24:13
14256,real,67,1,429,O,2000,8.306916666666666,02-09-2018,13:24:13
14256,real,68,0,704,Q,2000,8.306916666666666,02-09-2018,13:24:13
14256,real,69,1,439,O,2000,8.306916666666666,02-09-2018,13:24:13
14256,real,70,1,408,O,2000,8.306916666666666,02-09-2018,13:24:13
14256,real,71,1,563,Q,3000,8.306916666666666,02-09-2018,13:24:13
14256,real,72,0,736,Q,2000,8.306916666666666,02-09-2018,13:24:13
14257,practice,1,0,1711,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,practice,2,1,2248,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,practice,3,0,2555,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,practice,4,1,1673,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,practice,5,1,963,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,practice,6,1,1145,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,practice,7,1,767,Q,2000,8.669483333333334,04-24-2017,11:38:43
14257,practice,8,0,1244,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,practice,9,0,3999,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,practice,10,0,1333,Q,2000,8.669483333333334,04-24-2017,11:38:43
14257,practice,11,1,1027,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,practice,12,1,790,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,practice,13,0,794,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,practice,14,1,967,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,practice,15,1,725,Q,2000,8.669483333333334,04-24-2017,11:38:43
14257,practice,16,1,652,Q,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,1,1,699,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,2,1,1044,Q,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,3,0,887,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,4,0,959,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,5,0,1125,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,6,1,1060,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,7,0,702,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,8,1,717,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,9,1,1117,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,10,1,909,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,11,1,1868,Q,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,12,1,853,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,13,1,591,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,14,1,913,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,15,1,586,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,16,0,661,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,17,0,1719,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,18,0,2990,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,19,1,891,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,20,1,635,Q,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,21,1,486,Q,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,22,1,519,Q,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,23,1,431,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,24,0,273,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,25,1,1290,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,26,1,874,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,27,0,827,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,28,1,846,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,29,1,856,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,30,1,809,Q,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,31,1,813,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,32,1,704,Q,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,33,1,863,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,34,1,585,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,35,1,421,Q,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,36,0,640,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,37,1,923,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,38,0,883,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,39,1,483,Q,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,40,1,948,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,41,1,915,Q,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,42,1,1010,Q,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,43,1,918,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,44,1,934,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,45,0,997,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,46,1,985,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,47,1,966,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,48,1,892,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,49,1,860,Q,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,50,1,999,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,51,1,778,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,52,1,991,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,53,1,795,Q,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,54,0,2280,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,55,1,714,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,56,1,801,Q,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,57,1,757,Q,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,58,1,1076,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,59,1,901,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,60,1,821,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,61,1,1239,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,62,1,665,Q,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,63,1,771,O,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,64,1,728,Q,2000,8.669483333333334,04-24-2017,11:38:43
14257,real,65,1,855,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,66,1,817,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,67,1,828,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,68,1,792,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,69,1,819,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,70,1,815,O,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,71,1,986,Q,3000,8.669483333333334,04-24-2017,11:38:43
14257,real,72,1,695,Q,2000,8.669483333333334,04-24-2017,11:38:43
14258,practice,1,1,491,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,practice,2,1,428,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,practice,3,1,519,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,practice,4,1,470,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,practice,5,1,479,O,3000,8.474166666666667,03-07-2018,15:23:01
14258,practice,6,1,456,O,3000,8.474166666666667,03-07-2018,15:23:01
14258,practice,7,1,377,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,practice,8,1,461,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,practice,9,1,486,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,practice,10,1,446,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,practice,11,1,625,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,practice,12,0,644,O,3000,8.474166666666667,03-07-2018,15:23:01
14258,practice,13,1,734,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,practice,14,1,1022,O,3000,8.474166666666667,03-07-2018,15:23:01
14258,practice,15,1,393,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,practice,16,0,2989,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,1,1,350,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,2,1,315,O,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,3,1,418,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,4,1,405,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,5,1,456,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,6,1,322,O,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,7,0,1265,O,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,8,1,473,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,9,1,842,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,10,0,492,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,11,1,684,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,12,1,372,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,13,1,392,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,14,1,997,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,15,1,409,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,16,1,341,O,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,17,1,562,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,18,1,391,O,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,19,1,531,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,20,1,347,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,21,1,377,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,22,1,311,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,23,1,318,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,24,1,262,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,25,1,288,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,26,1,575,O,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,27,1,412,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,28,1,343,O,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,29,1,365,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,30,1,403,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,31,1,271,O,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,32,1,376,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,33,1,453,O,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,34,0,1175,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,35,1,588,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,36,1,408,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,37,1,355,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,38,1,336,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,39,1,214,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,40,1,410,O,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,41,1,221,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,42,0,640,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,43,1,280,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,44,1,535,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,45,1,397,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,46,1,425,O,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,47,1,315,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,48,1,330,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,49,1,314,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,50,0,609,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,51,1,292,O,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,52,1,468,O,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,53,1,421,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,54,1,928,O,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,55,1,254,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,56,1,264,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,57,0,256,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,58,1,305,O,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,59,1,503,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,60,1,261,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,61,1,335,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,62,1,350,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,63,1,435,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,64,1,398,O,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,65,1,450,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,66,1,389,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,67,1,280,Q,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,68,1,313,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,69,1,231,O,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,70,0,610,O,2000,8.474166666666667,03-07-2018,15:23:01
14258,real,71,1,341,Q,3000,8.474166666666667,03-07-2018,15:23:01
14258,real,72,1,291,O,3000,8.474166666666667,03-07-2018,15:23:01
14259,practice,1,1,2086,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,practice,2,1,757,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,practice,3,1,664,Q,2000,7.712466666666667,02-13-2018,09:19:53
14259,practice,4,1,553,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,practice,5,1,524,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,practice,6,1,288,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,practice,7,1,310,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,practice,8,1,1067,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,practice,9,1,1586,Q,2000,7.712466666666667,02-13-2018,09:19:53
14259,practice,10,1,349,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,practice,11,1,409,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,practice,12,1,506,Q,2000,7.712466666666667,02-13-2018,09:19:53
14259,practice,13,0,471,Q,2000,7.712466666666667,02-13-2018,09:19:53
14259,practice,14,1,878,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,practice,15,1,2668,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,practice,16,1,331,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,1,1,399,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,2,1,505,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,3,1,343,Q,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,4,1,338,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,5,0,573,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,6,0,593,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,7,0,332,Q,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,8,0,131,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,9,0,305,Q,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,10,1,393,Q,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,11,1,205,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,12,0,321,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,13,0,175,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,14,0,235,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,15,0,118,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,16,0,630,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,17,1,289,Q,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,18,1,32,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,19,1,234,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,20,0,332,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,21,0,130,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,22,0,121,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,23,1,800,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,24,1,420,Q,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,25,1,182,Q,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,26,1,219,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,27,1,158,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,28,1,115,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,29,0,258,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,30,0,219,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,31,1,438,Q,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,32,0,72,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,33,1,129,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,34,0,752,Q,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,35,0,69,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,36,1,334,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,37,0,356,Q,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,38,0,81,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,39,0,106,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,40,0,456,Q,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,41,0,322,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,42,0,97,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,43,1,417,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,44,1,364,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,45,1,186,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,46,1,158,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,47,0,11,Q,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,48,1,141,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,49,1,362,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,50,1,160,Q,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,51,1,133,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,52,1,3,Q,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,53,1,127,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,54,1,45,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,55,0,184,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,56,1,261,Q,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,57,0,46,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,58,0,185,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,59,0,198,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,60,1,114,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,61,1,106,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,62,1,144,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,63,0,311,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,64,1,278,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,65,0,191,Q,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,66,0,227,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,67,1,295,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,68,0,95,Q,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,69,1,152,Q,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,70,0,398,O,3000,7.712466666666667,02-13-2018,09:19:53
14259,real,71,1,450,O,2000,7.712466666666667,02-13-2018,09:19:53
14259,real,72,0,242,Q,2000,7.712466666666667,02-13-2018,09:19:53
14260,practice,1,1,292,Q,2000,7.752516666666667,02-23-2018,11:22:38
14260,practice,2,0,532,O,3000,7.752516666666667,02-23-2018,11:22:38
14260,practice,3,1,322,Q,2000,7.752516666666667,02-23-2018,11:22:38
14260,practice,4,0,176,Q,3000,7.752516666666667,02-23-2018,11:22:38
14260,practice,5,0,267,Q,2000,7.752516666666667,02-23-2018,11:22:38
14260,practice,6,0,162,O,2000,7.752516666666667,02-23-2018,11:22:38
14260,practice,7,0,198,O,3000,7.752516666666667,02-23-2018,11:22:38
14260,practice,8,1,177,Q,2000,7.752516666666667,02-23-2018,11:22:38
14260,practice,9,1,220,O,2000,7.752516666666667,02-23-2018,11:22:38
14260,practice,10,0,453,O,2000,7.752516666666667,02-23-2018,11:22:38
14260,practice,11,1,414,Q,3000,7.752516666666667,02-23-2018,11:22:38
14260,practice,12,0,185,O,3000,7.752516666666667,02-23-2018,11:22:38
14260,practice,13,0,188,Q,3000,7.752516666666667,02-23-2018,11:22:38
14260,practice,14,1,278,O,2000,7.752516666666667,02-23-2018,11:22:38
14260,practice,15,1,357,O,3000,7.752516666666667,02-23-2018,11:22:38
14260,practice,16,0,289,Q,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,1,0,991,O,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,2,1,323,O,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,3,1,234,Q,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,4,1,285,Q,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,5,1,182,O,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,6,1,251,Q,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,7,1,205,O,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,8,0,184,O,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,9,1,356,O,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,10,0,178,Q,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,11,0,446,O,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,12,0,128,Q,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,13,1,286,Q,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,14,1,182,O,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,15,1,268,Q,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,16,0,165,Q,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,17,1,219,Q,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,18,0,149,Q,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,19,1,323,Q,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,20,1,330,Q,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,21,1,249,Q,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,22,1,338,Q,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,23,1,105,Q,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,24,0,208,O,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,25,1,156,O,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,26,1,145,O,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,27,1,199,O,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,28,1,323,Q,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,29,0,242,Q,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,30,0,476,O,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,31,1,293,Q,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,32,1,374,O,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,33,0,392,O,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,34,1,244,O,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,35,1,430,O,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,36,1,329,O,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,37,0,548,O,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,38,1,155,O,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,39,1,295,O,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,40,1,216,O,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,41,1,338,Q,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,42,1,255,Q,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,43,1,304,Q,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,44,0,479,O,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,45,1,463,Q,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,46,1,217,O,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,47,1,245,O,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,48,1,311,O,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,49,0,183,Q,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,50,1,603,O,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,51,1,304,Q,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,52,1,439,Q,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,53,1,273,Q,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,54,1,186,O,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,55,1,327,Q,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,56,1,214,O,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,57,1,314,Q,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,58,1,409,Q,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,59,1,411,Q,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,60,1,270,O,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,61,1,703,O,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,62,1,582,Q,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,63,1,396,Q,3000,7.752516666666667,02-23-2018,11:22:38
14260,real,64,1,479,Q,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,65,0,368,O,2000,7.752516666666667,02-23-2018,11:22:38
14260,real,66,1,397,O,3000,7.752516666666667,02-23-2018,11:22:38
