Subject,TrialProc,Trial,Accuracy,RT,Target,FixationDuration,AdminTime,SessionDate,SessionTime
14162,real,57,1,512,O,3000,8.22375,11-07-2017,15:33:01
14162,real,58,1,432,Q,2000,8.22375,11-07-2017,15:33:01
14162,real,59,0,699,O,3000,8.22375,11-07-2017,15:33:01
14162,real,60,1,386,O,2000,8.22375,11-07-2017,15:33:01
14162,real,61,1,582,Q,2000,8.22375,11-07-2017,15:33:01
14162,real,62,0,459,O,3000,8.22375,11-07-2017,15:33:01
14162,real,63,1,844,O,2000,8.22375,11-07-2017,15:33:01
14162,real,64,0,662,O,3000,8.22375,11-07-2017,15:33:01
14162,real,65,0,655,Q,2000,8.22375,11-07-2017,15:33:01
14162,real,66,1,626,O,3000,8.22375,11-07-2017,15:33:01
14162,real,67,1,587,Q,2000,8.22375,11-07-2017,15:33:01
14162,real,68,1,480,Q,3000,8.22375,11-07-2017,15:33:01
14162,real,69,0,505,O,3000,8.22375,11-07-2017,15:33:01
14162,real,70,1,415,O,3000,8.22375,11-07-2017,15:33:01
14162,real,71,1,354,O,2000,8.22375,11-07-2017,15:33:01
14162,real,72,1,1367,O,2000,8.22375,11-07-2017,15:33:01
14163,practice,1,0,673,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,practice,2,1,570,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,practice,3,1,398,Q,3000,8.076816666666666,11-05-2017,11:22:09
14163,practice,4,0,1555,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,practice,5,1,417,Q,3000,8.076816666666666,11-05-2017,11:22:09
14163,practice,6,1,357,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,practice,7,1,602,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,practice,8,1,463,Q,3000,8.076816666666666,11-05-2017,11:22:09
14163,practice,9,0,384,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,practice,10,0,964,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,practice,11,1,330,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,practice,12,0,618,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,practice,13,1,350,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,practice,14,1,460,Q,3000,8.076816666666666,11-05-2017,11:22:09
14163,practice,15,0,1581,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,practice,16,1,897,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,1,1,483,Q,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,2,1,435,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,3,1,910,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,4,0,806,Q,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,5,1,416,Q,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,6,1,404,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,7,1,368,Q,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,8,1,717,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,9,1,2205,Q,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,10,1,352,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,11,1,414,Q,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,12,1,346,Q,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,13,1,345,Q,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,14,0,536,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,15,1,389,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,16,1,600,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,17,1,396,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,18,1,335,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,19,1,838,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,20,1,416,Q,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,21,1,339,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,22,1,481,Q,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,23,1,394,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,24,1,389,Q,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,25,1,433,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,26,0,668,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,27,1,445,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,28,1,1144,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,29,1,359,Q,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,30,1,379,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,31,1,352,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,32,1,390,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,33,1,307,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,34,1,371,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,35,1,343,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,36,1,526,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,37,1,761,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,38,1,408,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,39,1,667,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,40,0,516,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,41,1,411,Q,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,42,1,631,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,43,1,401,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,44,1,357,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,45,1,378,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,46,1,542,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,47,1,380,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,48,1,449,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,49,1,339,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,50,1,441,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,51,1,370,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,52,1,334,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,53,1,453,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,54,1,463,Q,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,55,1,345,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,56,1,335,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,57,1,302,Q,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,58,1,486,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,59,1,479,Q,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,60,1,424,O,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,61,1,371,Q,3000,8.076816666666666,11-05-2017,11:22:09
14163,real,62,1,423,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,63,1,730,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,64,1,384,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,65,1,389,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,66,1,345,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,67,1,351,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,68,1,229,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,69,1,351,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,70,1,278,O,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,71,1,367,Q,2000,8.076816666666666,11-05-2017,11:22:09
14163,real,72,1,332,Q,3000,8.076816666666666,11-05-2017,11:22:09
14164,practice,1,0,2366,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,practice,2,0,1380,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,practice,3,1,2970,Q,3000,9.191916666666666,10-20-2017,15:23:52
14164,practice,4,1,1177,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,practice,5,0,1686,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,practice,6,1,1280,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,practice,7,1,2009,Q,3000,9.191916666666666,10-20-2017,15:23:52
14164,practice,8,0,861,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,practice,9,1,487,Q,3000,9.191916666666666,10-20-2017,15:23:52
14164,practice,10,1,1392,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,practice,11,1,869,Q,3000,9.191916666666666,10-20-2017,15:23:52
14164,practice,12,1,798,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,practice,13,0,339,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,practice,14,1,41,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,practice,15,1,747,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,practice,16,1,1088,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,1,1,503,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,2,1,438,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,3,1,711,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,4,0,1503,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,5,1,912,Q,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,6,0,568,Q,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,7,0,653,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,8,0,871,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,9,0,1272,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,10,0,584,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,11,1,325,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,12,1,652,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,13,1,590,Q,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,14,1,899,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,15,1,668,Q,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,16,1,438,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,17,1,624,Q,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,18,1,356,Q,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,19,0,545,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,20,0,622,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,21,0,609,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,22,1,356,Q,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,23,1,2489,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,24,0,562,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,25,1,751,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,26,0,765,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,27,1,90,Q,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,28,1,467,Q,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,29,0,427,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,30,0,246,Q,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,31,1,305,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,32,1,433,Q,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,33,0,51,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,34,0,292,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,35,0,524,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,36,0,898,Q,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,37,0,1352,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,38,0,435,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,39,1,277,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,40,0,372,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,41,0,999,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,42,0,1068,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,43,1,78,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,44,1,270,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,45,1,22,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,46,1,935,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,47,0,203,Q,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,48,1,1159,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,49,1,420,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,50,1,1454,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,51,0,320,Q,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,52,0,439,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,53,0,1289,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,54,0,242,Q,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,55,1,740,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,56,0,1290,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,57,1,969,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,58,1,630,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,59,1,1073,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,60,1,1369,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,61,1,1191,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,62,0,948,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,63,0,874,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,64,0,580,Q,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,65,1,1440,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,66,1,339,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,67,1,921,Q,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,68,1,481,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,69,1,840,O,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,70,0,1098,O,2000,9.191916666666666,10-20-2017,15:23:52
14164,real,71,1,937,Q,3000,9.191916666666666,10-20-2017,15:23:52
14164,real,72,0,623,Q,3000,9.191916666666666,10-20-2017,15:23:52
14165,practice,1,1,1939,O,3000,8.401383333333333,11-05-2017,13:39:22
14165,practice,2,0,1250,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,practice,3,1,611,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,practice,4,1,888,O,3000,8.401383333333333,11-05-2017,13:39:22
14165,practice,5,1,840,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,practice,6,1,475,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,practice,7,1,860,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,practice,8,1,534,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,practice,9,1,445,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,practice,10,0,927,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,practice,11,1,662,O,3000,8.401383333333333,11-05-2017,13:39:22
14165,practice,12,0,752,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,practice,13,0,686,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,practice,14,1,439,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,practice,15,1,521,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,practice,16,1,415,O,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,1,1,775,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,2,1,533,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,3,1,883,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,4,1,492,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,5,1,556,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,6,1,401,O,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,7,1,388,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,8,1,568,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,9,1,325,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,10,1,420,O,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,11,1,399,O,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,12,1,603,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,13,1,759,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,14,1,429,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,15,1,448,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,16,1,570,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,17,1,343,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,18,0,844,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,19,1,599,O,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,20,1,482,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,21,1,394,O,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,22,1,423,O,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,23,1,466,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,24,1,451,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,25,1,413,O,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,26,1,408,O,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,27,1,244,O,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,28,1,413,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,29,1,393,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,30,1,380,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,31,0,769,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,32,1,399,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,33,1,443,O,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,34,1,684,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,35,1,453,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,36,1,367,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,37,1,795,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,38,0,688,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,39,1,448,O,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,40,1,458,O,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,41,0,563,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,42,1,360,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,43,1,429,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,44,1,408,O,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,45,1,491,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,46,1,444,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,47,1,518,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,48,1,558,O,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,49,1,475,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,50,0,492,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,51,0,644,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,52,1,413,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,53,1,1184,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,54,0,525,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,55,1,436,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,56,1,494,O,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,57,1,662,O,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,58,1,463,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,59,1,577,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,60,1,614,O,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,61,1,385,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,62,1,388,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,63,1,456,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,64,1,729,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,65,1,320,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,66,1,374,Q,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,67,1,547,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,68,1,442,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,69,0,540,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,70,0,514,Q,3000,8.401383333333333,11-05-2017,13:39:22
14165,real,71,1,418,O,2000,8.401383333333333,11-05-2017,13:39:22
14165,real,72,1,429,O,3000,8.401383333333333,11-05-2017,13:39:22
14166,practice,1,1,533,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,practice,2,1,532,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,practice,3,1,306,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,practice,4,1,585,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,practice,5,1,3206,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,practice,6,1,771,Q,3000,8.399433333333333,11-05-2017,13:40:52
14166,practice,7,1,2129,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,practice,8,1,1848,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,practice,9,0,1387,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,practice,10,1,704,Q,3000,8.399433333333333,11-05-2017,13:40:52
14166,practice,11,1,2592,Q,3000,8.399433333333333,11-05-2017,13:40:52
14166,practice,12,1,1293,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,practice,13,1,1294,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,practice,14,1,1085,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,practice,15,0,1102,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,practice,16,1,494,Q,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,1,0,667,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,2,0,708,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,3,1,636,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,4,1,1246,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,5,1,631,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,6,1,448,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,7,1,409,Q,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,8,1,581,Q,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,9,1,353,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,10,1,342,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,11,1,499,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,12,1,355,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,13,1,434,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,14,1,364,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,15,1,937,Q,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,16,1,495,Q,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,17,1,382,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,18,1,260,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,19,1,268,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,20,1,485,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,21,1,334,Q,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,22,1,692,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,23,1,405,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,24,1,448,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,25,1,410,Q,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,26,1,397,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,27,1,305,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,28,1,408,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,29,0,788,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,30,1,785,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,31,1,324,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,32,1,419,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,33,1,446,Q,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,34,1,432,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,35,1,347,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,36,1,482,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,37,1,792,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,38,1,364,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,39,1,386,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,40,1,542,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,41,1,610,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,42,1,356,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,43,1,416,Q,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,44,1,563,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,45,1,327,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,46,1,317,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,47,1,763,Q,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,48,1,504,Q,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,49,1,568,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,50,0,974,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,51,1,506,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,52,1,362,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,53,1,455,Q,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,54,1,456,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,55,1,641,Q,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,56,1,428,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,57,1,727,Q,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,58,1,422,Q,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,59,1,416,O,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,60,1,378,Q,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,61,1,364,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,62,1,552,Q,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,63,1,371,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,64,1,422,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,65,1,406,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,66,1,450,Q,3000,8.399433333333333,11-05-2017,13:40:52
14166,real,67,1,452,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,68,1,310,Q,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,69,1,1036,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,70,1,310,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,71,1,397,O,2000,8.399433333333333,11-05-2017,13:40:52
14166,real,72,1,762,Q,3000,8.399433333333333,11-05-2017,13:40:52
14167,practice,1,1,1413,O,2000,7.93865,11-01-2017,09:28:48
14167,practice,2,1,505,Q,3000,7.93865,11-01-2017,09:28:48
