Subject,Trial,Answer,Response,Accuracy,RT,TimeLeft,TotalScore,SessionDate,SessionTime
14011,12,C,C,1,12025,127423,12,08-31-2017,12:08:38
14011,13,D,E,0,39214,114881,12,08-31-2017,12:08:38
14011,14,E,E,1,13387,75134,12,08-31-2017,12:08:38
14011,15,B,B,1,17922,61205,12,08-31-2017,12:08:38
14012,1,A,A,1,6087,300000,14,08-31-2017,13:55:46
14012,2,A,A,1,5855,293288,14,08-31-2017,13:55:46
14012,3,E,E,1,24633,286890,14,08-31-2017,13:55:46
14012,4,A,A,1,7052,261726,14,08-31-2017,13:55:46
14012,5,C,C,1,32924,254140,14,08-31-2017,13:55:46
14012,6,B,B,1,7340,220685,14,08-31-2017,13:55:46
14012,7,A,A,1,15503,212807,14,08-31-2017,13:55:46
14012,8,A,B,0,12404,196774,14,08-31-2017,13:55:46
14012,9,D,D,1,29406,183831,14,08-31-2017,13:55:46
14012,10,D,D,1,9388,153894,14,08-31-2017,13:55:46
14012,11,C,C,1,25882,143965,14,08-31-2017,13:55:46
14012,12,C,C,1,17544,117547,14,08-31-2017,13:55:46
14012,13,D,D,1,22646,99473,14,08-31-2017,13:55:46
14012,14,E,E,1,21171,76294,14,08-31-2017,13:55:46
14012,15,B,B,1,22682,54580,14,08-31-2017,13:55:46
14013,1,A,D,0,2814,300000,11,08-31-2017,13:59:08
14013,2,A,A,1,6036,296568,11,08-31-2017,13:59:08
14013,3,E,E,1,33329,289997,11,08-31-2017,13:59:08
14013,4,A,A,1,5156,256128,11,08-31-2017,13:59:08
14013,5,C,B,0,20825,250436,11,08-31-2017,13:59:08
14013,6,B,B,1,4474,229069,11,08-31-2017,13:59:08
14013,7,A,A,1,16351,224058,11,08-31-2017,13:59:08
14013,8,A,A,1,15423,207171,11,08-31-2017,13:59:08
14013,9,D,D,1,47247,191203,11,08-31-2017,13:59:08
14013,10,D,D,1,19615,143418,11,08-31-2017,13:59:08
14013,11,C,C,1,19902,123265,11,08-31-2017,13:59:08
14013,12,C,B,0,8508,102831,11,08-31-2017,13:59:08
14013,13,D,D,1,355,93782,11,08-31-2017,13:59:08
14013,14,E,E,1,22413,83825,11,08-31-2017,13:59:08
14013,15,B,C,0,49276,60872,11,08-31-2017,13:59:08
14016,1,A,A,1,8350,300000,9,08-31-2017,16:08:54
14016,2,A,A,1,4486,291037,9,08-31-2017,16:08:54
14016,3,E,E,1,7893,286025,9,08-31-2017,16:08:54
14016,4,A,A,1,11621,277600,9,08-31-2017,16:08:54
14016,5,C,C,1,16921,265444,9,08-31-2017,16:08:54
14016,6,B,B,1,5452,247983,9,08-31-2017,16:08:54
14016,7,A,A,1,85476,241999,9,08-31-2017,16:08:54
14016,8,A,B,0,16440,155987,9,08-31-2017,16:08:54
14016,9,D,D,1,82193,139020,9,08-31-2017,16:08:54
14016,10,D,D,1,20028,56287,9,08-31-2017,16:08:54
14017,1,A,A,1,10166,300000,8,08-31-2017,16:23:16
14017,2,A,A,1,9844,289210,8,08-31-2017,16:23:16
14017,3,E,E,1,65784,278854,8,08-31-2017,16:23:16
14017,4,A,A,1,5491,212542,8,08-31-2017,16:23:16
14017,5,C,C,1,36146,206517,8,08-31-2017,16:23:16
14017,6,B,B,1,38297,169836,8,08-31-2017,16:23:16
14017,7,A,A,1,8081,130996,8,08-31-2017,16:23:16
14017,8,A,A,1,47257,122373,8,08-31-2017,16:23:16
14018,1,A,A,1,8985,300000,14,09-01-2017,10:09:07
14018,2,A,A,1,6103,290383,14,09-01-2017,10:09:07
14018,3,E,E,1,12897,283744,14,09-01-2017,10:09:07
14018,4,A,A,1,5750,270309,14,09-01-2017,10:09:07
14018,5,C,C,1,17826,264017,14,09-01-2017,10:09:07
14018,6,B,B,1,11242,245651,14,09-01-2017,10:09:07
14018,7,A,A,1,7155,233867,14,09-01-2017,10:09:07
14018,8,A,A,1,9241,226177,14,09-01-2017,10:09:07
14018,9,D,D,1,79361,216393,14,09-01-2017,10:09:07
14018,10,D,D,1,23348,136500,14,09-01-2017,10:09:07
14018,11,C,C,1,26230,112615,14,09-01-2017,10:09:07
14018,12,C,C,1,11474,85850,14,09-01-2017,10:09:07
14018,13,D,D,1,27801,73840,14,09-01-2017,10:09:07
14018,14,E,E,1,11303,45503,14,09-01-2017,10:09:07
14019,1,A,A,1,12236,300000,11,09-01-2017,11:37:07
14019,2,A,A,1,6352,287144,11,09-01-2017,11:37:07
14019,3,E,E,1,13267,280279,11,09-01-2017,11:37:07
14019,4,A,A,1,15471,266483,11,09-01-2017,11:37:07
14019,5,C,C,1,15975,250475,11,09-01-2017,11:37:07
14019,6,B,B,1,8119,233975,11,09-01-2017,11:37:07
14019,7,A,A,1,12850,225338,11,09-01-2017,11:37:07
14019,8,A,A,1,21904,211969,11,09-01-2017,11:37:07
14019,9,D,D,1,27141,189550,11,09-01-2017,11:37:07
14019,10,D,D,1,15870,161891,11,09-01-2017,11:37:07
14019,11,C,C,1,83926,145484,11,09-01-2017,11:37:07
14019,12,C,D,0,32219,61032,11,09-01-2017,11:37:07
14021,1,A,A,1,14821,300000,6,09-01-2017,14:29:42
14021,2,A,A,1,11266,284558,6,09-01-2017,14:29:42
14021,3,E,D,0,24464,272749,6,09-01-2017,14:29:42
14021,4,A,B,0,33035,247744,6,09-01-2017,14:29:42
14021,5,C,C,1,9841,214181,6,09-01-2017,14:29:42
14021,6,B,C,0,14397,203812,6,09-01-2017,14:29:42
14021,7,A,A,1,15236,188897,6,09-01-2017,14:29:42
14021,8,A,C,0,17524,173129,6,09-01-2017,14:29:42
14021,9,D,B,0,14064,155068,6,09-01-2017,14:29:42
14021,10,D,C,0,8668,140473,6,09-01-2017,14:29:42
14021,11,C,D,0,15296,131276,6,09-01-2017,14:29:42
14021,12,C,B,0,13037,115442,6,09-01-2017,14:29:42
14021,13,D,D,1,11996,101873,6,09-01-2017,14:29:42
14021,14,E,E,1,13291,89344,6,09-01-2017,14:29:42
14021,15,B,E,0,1303,75508,6,09-01-2017,14:29:42
14022,1,A,A,1,4299,300000,11,09-01-2017,15:08:51
14022,2,A,A,1,5205,295062,11,09-01-2017,15:08:51
14022,3,E,E,1,22620,289317,11,09-01-2017,15:08:51
14022,4,A,A,1,2991,266152,11,09-01-2017,15:08:51
14022,5,C,C,1,41339,262618,11,09-01-2017,15:08:51
14022,6,B,B,1,5299,220739,11,09-01-2017,15:08:51
14022,7,A,D,0,14965,214902,11,09-01-2017,15:08:51
14022,8,A,A,1,9232,199399,11,09-01-2017,15:08:51
14022,9,D,D,1,8045,189630,11,09-01-2017,15:08:51
14022,10,D,D,1,23742,181045,11,09-01-2017,15:08:51
14022,11,C,C,1,18152,156760,11,09-01-2017,15:08:51
14022,12,C,C,1,9889,138073,11,09-01-2017,15:08:51
14022,13,D,E,0,61938,127650,11,09-01-2017,15:08:51
14022,14,E,B,0,22698,65177,11,09-01-2017,15:08:51
14022,15,B,C,0,14945,41946,11,09-01-2017,15:08:51
14023,1,A,A,1,6521,300000,12,09-01-2017,16:19:38
14023,2,A,A,1,5462,292862,12,09-01-2017,16:19:38
14023,3,E,E,1,14384,286864,12,09-01-2017,16:19:38
14023,4,A,A,1,11613,271949,12,09-01-2017,16:19:38
14023,5,C,C,1,21278,259805,12,09-01-2017,16:19:38
14023,6,B,B,1,7139,237987,12,09-01-2017,16:19:38
14023,7,A,A,1,9421,230309,12,09-01-2017,16:19:38
14023,8,A,A,1,16201,220353,12,09-01-2017,16:19:38
14023,9,D,D,1,23572,203611,12,09-01-2017,16:19:38
14023,10,D,B,0,53564,179499,12,09-01-2017,16:19:38
14023,11,C,C,1,30875,125409,12,09-01-2017,16:19:38
14023,12,C,C,1,15424,94007,12,09-01-2017,16:19:38
14023,13,D,D,1,18901,78053,12,09-01-2017,16:19:38
14023,14,E,A,0,21691,58619,12,09-01-2017,16:19:38
14024,1,A,D,0,21955,300000,7,09-01-2017,16:45:19
14024,2,A,A,1,31677,277426,7,09-01-2017,16:45:19
14024,3,E,E,1,34244,245210,7,09-01-2017,16:45:19
14024,4,A,A,1,11761,210422,7,09-01-2017,16:45:19
14024,5,C,B,0,32969,198119,7,09-01-2017,16:45:19
14024,6,B,B,1,30700,164610,7,09-01-2017,16:45:19
14024,7,A,A,1,21457,133367,7,09-01-2017,16:45:19
14024,8,A,A,1,34086,111375,7,09-01-2017,16:45:19
14024,9,D,D,1,35951,76773,7,09-01-2017,16:45:19
14025,1,A,A,1,4328,300000,13,09-05-2017,10:04:03
14025,2,A,A,1,4360,295048,13,09-05-2017,10:04:03
14025,3,E,E,1,9396,290156,13,09-05-2017,10:04:03
14025,4,A,A,1,8002,280226,13,09-05-2017,10:04:03
14025,5,C,C,1,10442,271682,13,09-05-2017,10:04:03
14025,6,B,B,1,8003,260700,13,09-05-2017,10:04:03
14025,7,A,A,1,6331,252156,13,09-05-2017,10:04:03
14025,8,A,A,1,7138,245291,13,09-05-2017,10:04:03
14025,9,D,C,0,40677,237614,13,09-05-2017,10:04:03
14025,10,D,D,1,12944,196400,13,09-05-2017,10:04:03
14025,11,C,C,1,14335,182912,13,09-05-2017,10:04:03
14025,12,C,C,1,12794,168049,13,09-05-2017,10:04:03
14025,13,D,D,1,8401,154721,13,09-05-2017,10:04:03
14025,14,E,E,1,62972,145791,13,09-05-2017,10:04:03
14025,15,B,A,0,34923,82291,13,09-05-2017,10:04:03
14028,1,A,A,1,8869,300000,10,09-05-2017,11:03:48
14028,2,A,A,1,6405,290517,10,09-05-2017,11:03:48
14028,3,E,E,1,36719,283599,10,09-05-2017,11:03:48
14028,4,A,A,1,10448,246358,10,09-05-2017,11:03:48
14028,5,C,B,0,25513,235374,10,09-05-2017,11:03:48
14028,6,B,B,1,6020,209330,10,09-05-2017,11:03:48
14028,7,A,D,0,10639,202772,10,09-05-2017,11:03:48
14028,8,A,A,1,21957,191603,10,09-05-2017,11:03:48
14028,9,D,D,1,27650,169104,10,09-05-2017,11:03:48
14028,10,D,D,1,14507,140913,10,09-05-2017,11:03:48
14028,11,C,D,0,20635,125864,10,09-05-2017,11:03:48
14028,12,C,C,1,14029,104685,10,09-05-2017,11:03:48
14028,13,D,D,1,30119,90143,10,09-05-2017,11:03:48
14028,14,E,C,0,531,59500,10,09-05-2017,11:03:48
14029,1,A,A,1,4139,300000,14,09-05-2017,12:16:34
14029,2,A,A,1,4412,295235,14,09-05-2017,12:16:34
14029,3,E,E,1,11427,290290,14,09-05-2017,12:16:34
14029,4,A,A,1,11978,278321,14,09-05-2017,12:16:34
14029,5,C,C,1,14494,265804,14,09-05-2017,12:16:34
14029,6,B,B,1,4715,250770,14,09-05-2017,12:16:34
14029,7,A,A,1,34727,245518,14,09-05-2017,12:16:34
14029,8,A,A,1,18114,210249,14,09-05-2017,12:16:34
14029,9,D,D,1,71721,191602,14,09-05-2017,12:16:34
14029,10,D,D,1,16145,119359,14,09-05-2017,12:16:34
14029,11,C,C,1,35462,102686,14,09-05-2017,12:16:34
14029,12,C,C,1,20933,66685,14,09-05-2017,12:16:34
14029,13,D,D,1,11788,45212,14,09-05-2017,12:16:34
14029,14,E,E,1,10515,32882,14,09-05-2017,12:16:34
14030,1,A,A,1,5076,300000,12,09-05-2017,12:46:12
14030,2,A,A,1,6817,294302,12,09-05-2017,12:46:12
14030,3,E,E,1,12619,286944,12,09-05-2017,12:46:12
14030,4,A,A,1,13872,273787,12,09-05-2017,12:46:12
14030,5,C,C,1,18455,259379,12,09-05-2017,12:46:12
14030,6,B,B,1,7093,240385,12,09-05-2017,12:46:12
14030,7,A,A,1,15856,232749,12,09-05-2017,12:46:12
14030,8,A,A,1,9805,216353,12,09-05-2017,12:46:12
14030,9,D,D,1,90190,206011,12,09-05-2017,12:46:12
14030,10,D,D,1,29450,115293,12,09-05-2017,12:46:12
14030,11,C,C,1,50276,85304,12,09-05-2017,12:46:12
14030,12,C,C,1,8945,34495,12,09-05-2017,12:46:12
14032,1,A,A,1,7978,300000,10,09-05-2017,13:16:55
14032,2,A,A,1,8284,291396,10,09-05-2017,13:16:55
14032,3,E,E,1,49252,282573,10,09-05-2017,13:16:55
14032,4,A,A,1,6527,232776,10,09-05-2017,13:16:55
14032,5,C,C,1,77535,225710,10,09-05-2017,13:16:55
14032,6,B,B,1,13107,147644,10,09-05-2017,13:16:55
14032,7,A,A,1,8634,133995,10,09-05-2017,13:16:55
14032,8,A,A,1,31336,124825,10,09-05-2017,13:16:55
14032,9,D,D,1,38699,92956,10,09-05-2017,13:16:55
14032,10,D,D,1,29386,53715,10,09-05-2017,13:16:55
14034,1,A,A,1,4247,300000,14,09-05-2017,14:41:20
14034,2,A,A,1,5566,295128,14,09-05-2017,14:41:20
14034,3,E,E,1,13925,289023,14,09-05-2017,14:41:20
14034,4,A,A,1,3392,274560,14,09-05-2017,14:41:20
14034,5,C,C,1,5201,270642,14,09-05-2017,14:41:20
14034,6,B,B,1,4045,264911,14,09-05-2017,14:41:20
14034,7,A,A,1,14034,260338,14,09-05-2017,14:41:20
14034,8,A,A,1,8905,245771,14,09-05-2017,14:41:20
14034,9,D,D,1,11436,236333,14,09-05-2017,14:41:20
14034,10,D,D,1,12371,224364,14,09-05-2017,14:41:20
14034,11,C,C,1,31717,211462,14,09-05-2017,14:41:20
14034,12,C,C,1,9271,179219,14,09-05-2017,14:41:20
14034,13,D,D,1,14379,169436,14,09-05-2017,14:41:20
14034,14,E,E,1,11160,154521,14,09-05-2017,14:41:20
14034,15,B,A,0,18110,142832,14,09-05-2017,14:41:20
14036,1,A,A,1,4560,300000,14,09-05-2017,15:04:38
14036,2,A,A,1,5063,294795,14,09-05-2017,15:04:38
14036,3,E,E,1,9489,289196,14,09-05-2017,15:04:38
14036,4,A,A,1,7906,279173,14,09-05-2017,15:04:38
14036,5,C,C,1,15740,270693,14,09-05-2017,15:04:38
14036,6,B,B,1,4890,254422,14,09-05-2017,15:04:38
14036,7,A,A,1,39104,248997,14,09-05-2017,15:04:38
14036,8,A,A,1,10904,209356,14,09-05-2017,15:04:38
14036,9,D,D,1,18534,197907,14,09-05-2017,15:04:38
14036,10,D,D,1,15349,178832,14,09-05-2017,15:04:38
14036,11,C,C,1,34413,162944,14,09-05-2017,15:04:38
14036,12,C,C,1,8744,127997,14,09-05-2017,15:04:38
14036,13,D,D,1,17766,118706,14,09-05-2017,15:04:38
14036,14,E,E,1,17289,100406,14,09-05-2017,15:04:38
14036,15,B,A,0,26391,82571,14,09-05-2017,15:04:38
14037,1,A,A,1,5805,300000,14,09-05-2017,15:14:03
14037,2,A,A,1,5209,293568,14,09-05-2017,15:14:03
14037,3,E,E,1,9742,287824,14,09-05-2017,15:14:03
14037,4,A,A,1,21279,277560,14,09-05-2017,15:14:03
14037,5,C,C,1,35345,255767,14,09-05-2017,15:14:03
14037,6,B,B,1,7079,219887,14,09-05-2017,15:14:03
14037,7,A,A,1,29780,212276,14,09-05-2017,15:14:03
14037,8,A,A,1,15846,181966,14,09-05-2017,15:14:03
14037,9,D,D,1,37848,165585,14,09-05-2017,15:14:03
14037,10,D,D,1,13293,127198,14,09-05-2017,15:14:03
14037,11,C,C,1,44330,113362,14,09-05-2017,15:14:03
14037,12,C,C,1,13208,68497,14,09-05-2017,15:14:03
14037,13,D,D,1,21306,54755,14,09-05-2017,15:14:03
14037,14,E,E,1,14420,32909,14,09-05-2017,15:14:03
14038,1,A,A,1,23922,300000,8,09-05-2017,15:30:55
14038,2,A,A,1,12336,275441,8,09-05-2017,15:30:55
14038,3,E,E,1,42676,262565,8,09-05-2017,15:30:55
14038,4,A,A,1,26015,219353,8,09-05-2017,15:30:55
14038,5,C,C,1,37160,192801,8,09-05-2017,15:30:55
14038,6,B,B,1,20138,155108,8,09-05-2017,15:30:55
14038,7,A,A,1,30681,134434,8,09-05-2017,15:30:55
14038,8,A,A,1,83856,103218,8,09-05-2017,15:30:55
14039,1,A,A,1,4050,300000,13,09-05-2017,15:50:34
14039,2,A,A,1,3460,295302,13,09-05-2017,15:50:34
14039,3,E,E,1,9160,291316,13,09-05-2017,15:50:34
14039,4,A,A,1,11590,281639,13,09-05-2017,15:50:34
14039,5,C,C,1,8063,269447,13,09-05-2017,15:50:34
14039,6,B,B,1,3199,260860,13,09-05-2017,15:50:34
14039,7,A,A,1,6819,257140,13,09-05-2017,15:50:34
14039,8,A,A,1,8603,249783,13,09-05-2017,15:50:34
14039,9,D,B,0,67161,240666,13,09-05-2017,15:50:34
14039,10,D,D,1,10559,172968,13,09-05-2017,15:50:34
14039,11,C,C,1,33664,161866,13,09-05-2017,15:50:34
14039,12,C,C,1,18694,127664,13,09-05-2017,15:50:34
14039,13,D,D,1,21428,108430,13,09-05-2017,15:50:34
14039,14,E,E,1,16742,86464,13,09-05-2017,15:50:34
14039,15,B,A,0,17188,69189,13,09-05-2017,15:50:34
14040,1,A,A,1,8517,300000,11,09-06-2017,10:32:44
14040,2,A,A,1,5549,290835,11,09-06-2017,10:32:44
14040,3,E,E,1,27322,284745,11,09-06-2017,10:32:44
14040,4,A,A,1,8305,256887,11,09-06-2017,10:32:44
14040,5,C,D,0,52100,247969,11,09-06-2017,10:32:44
14040,6,B,B,1,6088,195335,11,09-06-2017,10:32:44
14040,7,A,A,1,6391,188709,11,09-06-2017,10:32:44
14040,8,A,A,1,22396,181779,11,09-06-2017,10:32:44
14040,9,D,D,1,33609,158839,11,09-06-2017,10:32:44
14040,10,D,D,1,25461,124691,11,09-06-2017,10:32:44
14040,11,C,C,1,41151,98687,11,09-06-2017,10:32:44
14040,12,C,C,1,10703,57006,11,09-06-2017,10:32:44
14041,1,A,A,1,18872,300000,6,09-06-2017,10:47:53
14041,2,A,C,0,9326,280507,6,09-06-2017,10:47:53
14041,3,E,E,1,29908,270657,6,09-06-2017,10:47:53
14041,4,A,A,1,16689,240227,6,09-06-2017,10:47:53
14041,5,C,D,0,36196,223005,6,09-06-2017,10:47:53
14041,6,B,B,1,17189,186271,6,09-06-2017,10:47:53
14041,7,A,A,1,21957,168544,6,09-06-2017,10:47:53
14041,8,A,E,0,37234,146045,6,09-06-2017,10:47:53
14041,9,D,D,1,9399,108284,6,09-06-2017,10:47:53
14041,10,D,B,0,37165,98366,6,09-06-2017,10:47:53
14041,11,C,B,0,27558,60673,6,09-06-2017,10:47:53
14041,12,C,B,0,8485,32575,6,09-06-2017,10:47:53
14044,1,A,A,1,9161,300000,7,09-06-2017,11:33:18
14044,2,A,A,1,10095,290222,7,09-06-2017,11:33:18
