Subject,Block,Trial,SetSize,SubTrial,SubTrialProc,RT,Accuracy,Response,CorrectResponse,MemoryItem,Processing.total,Recall.total,RotSpan.Absolute,RotSpan.Partial,RotSpan.Partial_Block1,RotSpan.Partial_Block2,RotSpan.RotationACC,RotSpan.RotationDuration,SessionDate,SessionTime
14061,1,1,5,5,ProcessingTask,502,1,TRUE,TRUE,16,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,1,5,6,Recall,NA,1,7,7,NA,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,1,5,7,Recall,NA,1,9,9,NA,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,1,5,8,Recall,NA,0,13,5,NA,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,1,5,9,Recall,NA,1,11,11,NA,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,1,5,10,Recall,NA,1,16,16,NA,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,2,3,1,ProcessingTask,2229,1,TRUE,TRUE,13,3,3,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,2,3,2,ProcessingTask,481,1,TRUE,TRUE,6,3,3,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,2,3,3,ProcessingTask,658,1,FALSE,FALSE,16,3,3,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,2,3,4,Recall,NA,1,13,13,NA,3,3,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,2,3,5,Recall,NA,1,6,6,NA,3,3,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,2,3,6,Recall,NA,1,16,16,NA,3,3,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,3,6,1,ProcessingTask,442,1,FALSE,FALSE,4,6,5,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,3,6,2,ProcessingTask,598,1,TRUE,TRUE,1,6,5,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,3,6,3,ProcessingTask,1722,1,TRUE,TRUE,3,6,5,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,3,6,4,ProcessingTask,563,1,TRUE,TRUE,11,6,5,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,3,6,5,ProcessingTask,868,1,TRUE,TRUE,7,6,5,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,3,6,6,ProcessingTask,394,1,TRUE,TRUE,2,6,5,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,3,6,7,Recall,NA,1,4,4,NA,6,5,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,3,6,8,Recall,NA,1,1,1,NA,6,5,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,3,6,9,Recall,NA,1,3,3,NA,6,5,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,3,6,10,Recall,NA,1,11,11,NA,6,5,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,3,6,11,Recall,NA,1,7,7,NA,6,5,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,3,6,12,Recall,NA,NA,NA,2,NA,6,5,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,4,4,1,ProcessingTask,562,1,FALSE,FALSE,4,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,4,4,2,ProcessingTask,715,1,FALSE,FALSE,2,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,4,4,3,ProcessingTask,417,1,FALSE,FALSE,5,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,4,4,4,ProcessingTask,786,1,TRUE,TRUE,12,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,4,4,5,Recall,NA,1,4,4,NA,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,4,4,6,Recall,NA,1,2,2,NA,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,4,4,7,Recall,NA,1,5,5,NA,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,4,4,8,Recall,NA,1,12,12,NA,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,5,7,1,ProcessingTask,1125,1,TRUE,TRUE,8,7,6,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,5,7,2,ProcessingTask,1001,1,FALSE,FALSE,5,7,6,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,5,7,3,ProcessingTask,415,1,FALSE,FALSE,13,7,6,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,5,7,4,ProcessingTask,549,1,TRUE,TRUE,1,7,6,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,5,7,5,ProcessingTask,503,1,TRUE,TRUE,16,7,6,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,5,7,6,ProcessingTask,768,1,FALSE,FALSE,10,7,6,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,5,7,7,ProcessingTask,707,1,TRUE,TRUE,7,7,6,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,5,7,8,Recall,NA,1,8,8,NA,7,6,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,5,7,9,Recall,NA,1,5,5,NA,7,6,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,5,7,10,Recall,NA,1,13,13,NA,7,6,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,5,7,11,Recall,NA,0,9,1,NA,7,6,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,5,7,12,Recall,NA,1,16,16,NA,7,6,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,5,7,13,Recall,NA,1,10,10,NA,7,6,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,5,7,14,Recall,NA,1,7,7,NA,7,6,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,6,2,1,ProcessingTask,679,1,TRUE,TRUE,7,2,2,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,6,2,2,ProcessingTask,616,1,FALSE,FALSE,15,2,2,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,6,2,3,Recall,NA,1,7,7,NA,2,2,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,1,6,2,4,Recall,NA,1,15,15,NA,2,2,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,1,5,1,ProcessingTask,517,1,TRUE,TRUE,16,5,1,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,1,5,2,ProcessingTask,724,1,FALSE,FALSE,8,5,1,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,1,5,3,ProcessingTask,509,1,FALSE,FALSE,10,5,1,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,1,5,4,ProcessingTask,509,1,TRUE,TRUE,12,5,1,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,1,5,5,ProcessingTask,817,1,FALSE,FALSE,11,5,1,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,1,5,6,Recall,NA,0,8,16,NA,5,1,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,1,5,7,Recall,NA,0,16,8,NA,5,1,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,1,5,8,Recall,NA,1,10,10,NA,5,1,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,1,5,9,Recall,NA,0,11,12,NA,5,1,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,1,5,10,Recall,NA,NA,NA,11,NA,5,1,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,2,2,1,ProcessingTask,1002,1,TRUE,TRUE,11,2,2,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,2,2,2,ProcessingTask,547,1,TRUE,TRUE,16,2,2,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,2,2,3,Recall,NA,1,11,11,NA,2,2,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,2,2,4,Recall,NA,1,16,16,NA,2,2,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,3,6,1,ProcessingTask,377,1,TRUE,TRUE,7,6,2,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,3,6,2,ProcessingTask,1570,1,FALSE,FALSE,8,6,2,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,3,6,3,ProcessingTask,355,1,FALSE,FALSE,1,6,2,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,3,6,4,ProcessingTask,364,1,FALSE,FALSE,2,6,2,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,3,6,5,ProcessingTask,922,1,TRUE,TRUE,13,6,2,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,3,6,6,ProcessingTask,825,1,TRUE,TRUE,5,6,2,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,3,6,7,Recall,NA,1,7,7,NA,6,2,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,3,6,8,Recall,NA,0,16,8,NA,6,2,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,3,6,9,Recall,NA,0,11,1,NA,6,2,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,3,6,10,Recall,NA,0,1,2,NA,6,2,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,3,6,11,Recall,NA,1,13,13,NA,6,2,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,3,6,12,Recall,NA,NA,NA,5,NA,6,2,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,4,7,1,ProcessingTask,759,1,TRUE,TRUE,15,7,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,4,7,2,ProcessingTask,709,1,FALSE,FALSE,8,7,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,4,7,3,ProcessingTask,879,1,TRUE,TRUE,14,7,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,4,7,4,ProcessingTask,629,1,TRUE,TRUE,11,7,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,4,7,5,ProcessingTask,723,1,TRUE,TRUE,12,7,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,4,7,6,ProcessingTask,1647,1,TRUE,TRUE,3,7,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,4,7,7,ProcessingTask,880,1,FALSE,FALSE,16,7,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,4,7,8,Recall,NA,0,7,15,NA,7,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,4,7,9,Recall,NA,0,16,8,NA,7,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,4,7,10,Recall,NA,1,14,14,NA,7,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,4,7,11,Recall,NA,1,11,11,NA,7,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,4,7,12,Recall,NA,1,12,12,NA,7,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,4,7,13,Recall,NA,1,3,3,NA,7,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,4,7,14,Recall,NA,0,8,16,NA,7,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,5,4,1,ProcessingTask,467,1,FALSE,FALSE,10,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,5,4,2,ProcessingTask,471,1,FALSE,FALSE,12,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,5,4,3,ProcessingTask,727,1,TRUE,TRUE,8,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,5,4,4,ProcessingTask,646,1,FALSE,FALSE,1,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,5,4,5,Recall,NA,1,10,10,NA,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,5,4,6,Recall,NA,1,12,12,NA,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,5,4,7,Recall,NA,1,8,8,NA,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,5,4,8,Recall,NA,1,1,1,NA,4,4,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,6,3,1,ProcessingTask,503,1,TRUE,TRUE,9,3,1,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,6,3,2,ProcessingTask,584,1,FALSE,FALSE,4,3,1,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,6,3,3,ProcessingTask,595,1,FALSE,FALSE,3,3,1,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,6,3,4,Recall,NA,0,1,9,NA,3,1,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,6,3,5,Recall,NA,0,12,4,NA,3,1,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14061,2,6,3,6,Recall,NA,1,3,3,NA,3,1,15,38,24,14,0.9820143884892086,NA,10-31-2017,10:59:29
14062,1,1,3,1,ProcessingTask,1136,1,FALSE,FALSE,4,3,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,1,3,2,ProcessingTask,710,1,TRUE,TRUE,3,3,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,1,3,3,ProcessingTask,511,1,FALSE,FALSE,16,3,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,1,3,4,Recall,NA,1,4,4,NA,3,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,1,3,5,Recall,NA,1,3,3,NA,3,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,1,3,6,Recall,NA,1,16,16,NA,3,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,2,2,1,ProcessingTask,603,1,FALSE,FALSE,9,2,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,2,2,2,ProcessingTask,342,1,FALSE,FALSE,1,2,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,2,2,3,Recall,NA,1,9,9,NA,2,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,2,2,4,Recall,NA,1,1,1,NA,2,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,3,4,1,ProcessingTask,847,1,FALSE,FALSE,13,4,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,3,4,2,ProcessingTask,426,1,FALSE,FALSE,1,4,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,3,4,3,ProcessingTask,467,1,FALSE,FALSE,3,4,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,3,4,4,ProcessingTask,503,1,TRUE,TRUE,11,4,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,3,4,5,Recall,NA,1,13,13,NA,4,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,3,4,6,Recall,NA,0,9,1,NA,4,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,3,4,7,Recall,NA,1,3,3,NA,4,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,3,4,8,Recall,NA,1,11,11,NA,4,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,4,7,1,ProcessingTask,627,1,TRUE,TRUE,3,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,4,7,2,ProcessingTask,831,0,FALSE,TRUE,4,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,4,7,3,ProcessingTask,1080,1,FALSE,FALSE,1,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,4,7,4,ProcessingTask,1080,1,TRUE,TRUE,6,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,4,7,5,ProcessingTask,1114,1,FALSE,FALSE,10,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,4,7,6,ProcessingTask,1046,1,FALSE,FALSE,13,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,4,7,7,ProcessingTask,1023,1,FALSE,FALSE,14,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,4,7,8,Recall,NA,0,5,3,NA,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,4,7,9,Recall,NA,1,4,4,NA,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,4,7,10,Recall,NA,0,9,1,NA,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,4,7,11,Recall,NA,0,12,6,NA,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,4,7,12,Recall,NA,0,6,10,NA,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,4,7,13,Recall,NA,0,10,13,NA,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,4,7,14,Recall,NA,1,14,14,NA,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,5,6,1,ProcessingTask,1142,1,TRUE,TRUE,12,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,5,6,2,ProcessingTask,500,1,TRUE,TRUE,7,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,5,6,3,ProcessingTask,1408,1,TRUE,TRUE,6,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,5,6,4,ProcessingTask,460,1,TRUE,TRUE,4,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,5,6,5,ProcessingTask,490,1,TRUE,TRUE,2,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,5,6,6,ProcessingTask,1739,1,FALSE,FALSE,15,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,5,6,7,Recall,NA,0,7,12,NA,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,5,6,8,Recall,NA,0,12,7,NA,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,5,6,9,Recall,NA,0,4,6,NA,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,5,6,10,Recall,NA,0,6,4,NA,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,5,6,11,Recall,NA,1,2,2,NA,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,5,6,12,Recall,NA,1,15,15,NA,6,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,6,5,1,ProcessingTask,1986,1,FALSE,FALSE,3,5,1,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,6,5,2,ProcessingTask,433,1,TRUE,TRUE,10,5,1,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,6,5,3,ProcessingTask,479,1,TRUE,TRUE,13,5,1,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,6,5,4,ProcessingTask,699,1,FALSE,FALSE,16,5,1,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,6,5,5,ProcessingTask,982,1,TRUE,TRUE,2,5,1,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,6,5,6,Recall,NA,0,13,3,NA,5,1,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,6,5,7,Recall,NA,0,1,10,NA,5,1,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,6,5,8,Recall,NA,0,10,13,NA,5,1,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,6,5,9,Recall,NA,1,16,16,NA,5,1,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,1,6,5,10,Recall,NA,0,8,2,NA,5,1,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,1,3,1,ProcessingTask,1271,1,FALSE,FALSE,5,3,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,1,3,2,ProcessingTask,522,1,TRUE,TRUE,16,3,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,1,3,3,ProcessingTask,566,1,FALSE,FALSE,7,3,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,1,3,4,Recall,NA,0,8,5,NA,3,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,1,3,5,Recall,NA,1,16,16,NA,3,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,1,3,6,Recall,NA,1,7,7,NA,3,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,2,4,1,ProcessingTask,737,1,TRUE,TRUE,2,4,4,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,2,4,2,ProcessingTask,1020,1,TRUE,TRUE,14,4,4,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,2,4,3,ProcessingTask,787,1,FALSE,FALSE,13,4,4,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,2,4,4,ProcessingTask,1998,1,TRUE,TRUE,5,4,4,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,2,4,5,Recall,NA,1,2,2,NA,4,4,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,2,4,6,Recall,NA,1,14,14,NA,4,4,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,2,4,7,Recall,NA,1,13,13,NA,4,4,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,2,4,8,Recall,NA,1,5,5,NA,4,4,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,3,2,1,ProcessingTask,570,1,TRUE,TRUE,4,2,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,3,2,2,ProcessingTask,763,1,TRUE,TRUE,13,2,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,3,2,3,Recall,NA,1,4,4,NA,2,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,3,2,4,Recall,NA,1,13,13,NA,2,2,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,4,7,1,ProcessingTask,452,1,FALSE,FALSE,2,7,0,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,4,7,2,ProcessingTask,588,1,TRUE,TRUE,8,7,0,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,4,7,3,ProcessingTask,437,1,TRUE,TRUE,13,7,0,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,4,7,4,ProcessingTask,504,1,FALSE,FALSE,12,7,0,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,4,7,5,ProcessingTask,1015,1,FALSE,FALSE,7,7,0,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,4,7,6,ProcessingTask,1405,1,FALSE,FALSE,3,7,0,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,4,7,7,ProcessingTask,1405,1,TRUE,TRUE,1,7,0,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,4,7,8,Recall,NA,0,5,2,NA,7,0,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,4,7,9,Recall,NA,0,13,8,NA,7,0,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,4,7,10,Recall,NA,0,12,13,NA,7,0,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,4,7,11,Recall,NA,0,7,12,NA,7,0,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,4,7,12,Recall,NA,0,11,7,NA,7,0,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,4,7,13,Recall,NA,0,9,3,NA,7,0,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,4,7,14,Recall,NA,NA,NA,1,NA,7,0,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,5,5,1,ProcessingTask,963,1,TRUE,TRUE,11,5,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,5,5,2,ProcessingTask,963,1,FALSE,FALSE,16,5,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,5,5,3,ProcessingTask,691,1,TRUE,TRUE,13,5,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,5,5,4,ProcessingTask,500,1,FALSE,FALSE,7,5,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,5,5,5,ProcessingTask,879,1,FALSE,FALSE,14,5,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,5,5,6,Recall,NA,1,11,11,NA,5,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,5,5,7,Recall,NA,1,16,16,NA,5,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,5,5,8,Recall,NA,1,13,13,NA,5,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,5,5,9,Recall,NA,NA,NA,7,NA,5,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,5,5,10,Recall,NA,0,6,14,NA,5,3,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,6,6,1,ProcessingTask,606,1,TRUE,TRUE,12,6,5,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,6,6,2,ProcessingTask,546,1,TRUE,TRUE,9,6,5,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
14062,2,6,6,3,ProcessingTask,627,1,TRUE,TRUE,13,6,5,11,29,13,16,0.9748201438848921,NA,11-02-2017,10:48:41
