Subject,Trial,Tone1,Tone2,Difference,CorrectResponse,Accuracy,NextTrial.ACC,Reversal,ReversalNumb,PitchThreshold.last,SessionDate,SessionTime
14009,1,800,815,15,second,1,NA,NA,NA,3,10-12-2018,15:29:11
14009,2,820,833,13,second,1,1,0,NA,3,10-12-2018,15:29:11
14009,3,810,821,11,second,1,1,0,NA,3,10-12-2018,15:29:11
14009,4,810,801,9,first,1,1,0,NA,3,10-12-2018,15:29:11
14009,5,813,820,7,second,1,1,0,NA,3,10-12-2018,15:29:11
14009,6,815,810,5,first,1,1,0,NA,3,10-12-2018,15:29:11
14009,7,810,807,3,first,1,1,0,NA,3,10-12-2018,15:29:11
14009,8,830,828,2,first,0,1,1,1,3,10-12-2018,15:29:11
14009,9,805,800,5,first,1,0,1,2,3,10-12-2018,15:29:11
14009,10,816,820,4,second,1,1,0,NA,3,10-12-2018,15:29:11
14009,11,820,817,3,first,0,1,1,3,3,10-12-2018,15:29:11
14009,12,800,806,6,second,1,0,1,4,3,10-12-2018,15:29:11
14009,13,795,800,5,second,1,1,0,NA,3,10-12-2018,15:29:11
14009,14,824,820,4,first,0,1,1,5,3,10-12-2018,15:29:11
14009,15,837,830,7,first,0,0,0,NA,3,10-12-2018,15:29:11
14009,16,820,810,10,first,1,0,1,6,3,10-12-2018,15:29:11
14009,17,791,800,9,second,0,1,1,7,3,10-12-2018,15:29:11
14009,18,800,788,12,first,1,0,1,8,3,10-12-2018,15:29:11
14009,19,819,830,11,second,1,1,0,NA,3,10-12-2018,15:29:11
14009,20,810,820,10,second,1,1,0,NA,3,10-12-2018,15:29:11
14009,21,830,821,9,first,1,1,0,NA,3,10-12-2018,15:29:11
14009,22,792,800,8,second,1,1,0,NA,3,10-12-2018,15:29:11
14009,23,807,800,7,first,1,1,0,NA,3,10-12-2018,15:29:11
14009,24,820,826,6,second,1,1,0,NA,3,10-12-2018,15:29:11
14009,25,810,815,5,second,1,1,0,NA,3,10-12-2018,15:29:11
14009,26,820,824,4,second,1,1,0,NA,3,10-12-2018,15:29:11
14009,27,820,817,3,first,1,1,0,NA,3,10-12-2018,15:29:11
14009,28,832,830,2,first,1,1,0,NA,3,10-12-2018,15:29:11
14009,29,820,819,1,first,1,1,0,NA,3,10-12-2018,15:29:11
14009,30,811,810,1,first,1,1,0,NA,3,10-12-2018,15:29:11
14009,31,819,820,1,second,1,1,0,NA,3,10-12-2018,15:29:11
14009,32,819,820,1,second,1,1,0,NA,3,10-12-2018,15:29:11
14009,33,810,811,1,second,0,1,1,9,3,10-12-2018,15:29:11
14009,34,800,804,4,second,1,0,1,10,3,10-12-2018,15:29:11
14009,35,827,830,3,second,1,1,0,NA,3,10-12-2018,15:29:11
14009,36,822,820,2,first,1,1,0,NA,3,10-12-2018,15:29:11
14009,37,800,799,1,first,1,1,0,NA,3,10-12-2018,15:29:11
14009,38,821,820,1,first,1,1,0,NA,3,10-12-2018,15:29:11
14009,39,819,820,1,second,1,1,0,NA,3,10-12-2018,15:29:11
14009,40,830,829,1,first,0,1,1,11,3,10-12-2018,15:29:11
14009,41,826,830,4,second,1,0,1,12,3,10-12-2018,15:29:11
14009,42,797,800,3,second,1,1,0,NA,3,10-12-2018,15:29:11
14009,43,812,810,2,first,0,1,1,13,3,10-12-2018,15:29:11
14009,44,830,835,5,second,1,0,1,14,3,10-12-2018,15:29:11
14009,45,826,830,4,second,1,1,0,NA,3,10-12-2018,15:29:11
14009,46,833,830,3,first,0,1,1,15,3,10-12-2018,15:29:11
14009,47,814,820,6,second,1,0,1,16,3,10-12-2018,15:29:11
14009,48,800,805,5,second,1,1,0,NA,3,10-12-2018,15:29:11
14009,49,804,800,4,first,1,1,0,NA,3,10-12-2018,15:29:11
14009,50,833,830,3,first,1,1,0,NA,3,10-12-2018,15:29:11
14009,51,830,832,2,second,1,1,0,NA,3,10-12-2018,15:29:11
14009,52,830,829,1,first,1,1,0,NA,3,10-12-2018,15:29:11
14009,53,810,809,1,first,1,1,0,NA,3,10-12-2018,15:29:11
14009,54,800,799,1,first,1,1,0,NA,3,10-12-2018,15:29:11
14009,55,821,820,1,first,0,1,1,17,3,10-12-2018,15:29:11
14009,56,816,820,4,second,0,0,0,NA,3,10-12-2018,15:29:11
14009,57,800,793,7,first,1,0,1,18,3,10-12-2018,15:29:11
14009,58,820,826,6,second,1,1,0,NA,3,10-12-2018,15:29:11
14009,59,810,805,5,first,1,1,0,NA,3,10-12-2018,15:29:11
14009,60,804,800,4,first,1,1,0,NA,3,10-12-2018,15:29:11
14009,61,810,813,3,second,0,1,1,19,3,10-12-2018,15:29:11
14009,62,830,836,6,second,1,0,1,20,3,10-12-2018,15:29:11
14009,63,830,835,5,second,1,1,0,NA,3,10-12-2018,15:29:11
14009,64,820,816,4,first,1,1,0,NA,3,10-12-2018,15:29:11
14011,1,815,800,15,first,1,NA,NA,NA,3,08-14-2018,15:07:53
14011,2,800,813,13,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,3,841,830,11,first,1,1,0,NA,3,08-14-2018,15:07:53
14011,4,830,821,9,first,1,1,0,NA,3,08-14-2018,15:07:53
14011,5,827,820,7,first,0,1,1,1,3,08-14-2018,15:07:53
14011,6,787,800,13,second,1,0,1,2,3,08-14-2018,15:07:53
14011,7,830,841,11,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,8,790,800,10,second,0,1,1,3,3,08-14-2018,15:07:53
14011,9,820,833,13,second,1,0,1,4,3,08-14-2018,15:07:53
14011,10,800,788,12,first,1,1,0,NA,3,08-14-2018,15:07:53
14011,11,820,809,11,first,0,1,1,5,3,08-14-2018,15:07:53
14011,12,834,820,14,first,1,0,1,6,3,08-14-2018,15:07:53
14011,13,807,820,13,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,14,812,800,12,first,1,1,0,NA,3,08-14-2018,15:07:53
14011,15,810,799,11,first,1,1,0,NA,3,08-14-2018,15:07:53
14011,16,820,830,10,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,17,820,811,9,first,1,1,0,NA,3,08-14-2018,15:07:53
14011,18,838,830,8,first,0,1,1,7,3,08-14-2018,15:07:53
14011,19,820,831,11,second,1,0,1,8,3,08-14-2018,15:07:53
14011,20,810,820,10,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,21,810,819,9,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,22,812,820,8,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,23,810,817,7,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,24,816,810,6,first,1,1,0,NA,3,08-14-2018,15:07:53
14011,25,815,810,5,first,1,1,0,NA,3,08-14-2018,15:07:53
14011,26,800,804,4,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,27,833,830,3,first,0,1,1,9,3,08-14-2018,15:07:53
14011,28,830,824,6,first,1,0,1,10,3,08-14-2018,15:07:53
14011,29,810,805,5,first,1,1,0,NA,3,08-14-2018,15:07:53
14011,30,830,834,4,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,31,820,817,3,first,0,1,1,11,3,08-14-2018,15:07:53
14011,32,826,820,6,first,1,0,1,12,3,08-14-2018,15:07:53
14011,33,800,795,5,first,1,1,0,NA,3,08-14-2018,15:07:53
14011,34,800,796,4,first,1,1,0,NA,3,08-14-2018,15:07:53
14011,35,800,797,3,first,1,1,0,NA,3,08-14-2018,15:07:53
14011,36,822,820,2,first,0,1,1,13,3,08-14-2018,15:07:53
14011,37,815,820,5,second,1,0,1,14,3,08-14-2018,15:07:53
14011,38,816,820,4,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,39,833,830,3,first,0,1,1,15,3,08-14-2018,15:07:53
14011,40,820,814,6,first,1,0,1,16,3,08-14-2018,15:07:53
14011,41,810,815,5,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,42,814,810,4,first,1,1,0,NA,3,08-14-2018,15:07:53
14011,43,797,800,3,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,44,818,820,2,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,45,830,831,1,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,46,810,809,1,first,1,1,0,NA,3,08-14-2018,15:07:53
14011,47,819,820,1,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,48,799,800,1,second,0,1,1,17,3,08-14-2018,15:07:53
14011,49,800,804,4,second,1,0,1,18,3,08-14-2018,15:07:53
14011,50,830,827,3,first,0,1,1,19,3,08-14-2018,15:07:53
14011,51,806,800,6,first,1,0,1,20,3,08-14-2018,15:07:53
14011,52,815,810,5,first,1,1,0,NA,3,08-14-2018,15:07:53
14011,53,826,830,4,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,54,810,807,3,first,1,1,0,NA,3,08-14-2018,15:07:53
14011,55,830,832,2,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,56,829,830,1,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,57,810,811,1,second,0,1,1,21,3,08-14-2018,15:07:53
14011,58,800,804,4,second,1,0,1,22,3,08-14-2018,15:07:53
14011,59,820,823,3,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,60,802,800,2,first,1,1,0,NA,3,08-14-2018,15:07:53
14011,61,829,830,1,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,62,820,821,1,second,1,1,0,NA,3,08-14-2018,15:07:53
14011,63,830,829,1,first,0,1,1,23,3,08-14-2018,15:07:53
14011,64,816,820,4,second,1,0,1,24,3,08-14-2018,15:07:53
14013,1,820,805,15,first,1,NA,NA,NA,5,10-29-2018,12:00:12
14013,2,817,830,13,second,1,1,0,NA,5,10-29-2018,12:00:12
14013,3,809,820,11,second,1,1,0,NA,5,10-29-2018,12:00:12
14013,4,810,801,9,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,5,830,837,7,second,1,1,0,NA,5,10-29-2018,12:00:12
14013,6,820,825,5,second,1,1,0,NA,5,10-29-2018,12:00:12
14013,7,830,833,3,second,1,1,0,NA,5,10-29-2018,12:00:12
14013,8,830,828,2,first,0,1,1,1,5,10-29-2018,12:00:12
14013,9,820,825,5,second,1,0,1,2,5,10-29-2018,12:00:12
14013,10,820,816,4,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,11,810,807,3,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,12,798,800,2,second,0,1,1,3,5,10-29-2018,12:00:12
14013,13,825,830,5,second,1,0,1,4,5,10-29-2018,12:00:12
14013,14,824,820,4,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,15,833,830,3,first,0,1,1,5,5,10-29-2018,12:00:12
14013,16,794,800,6,second,0,0,0,NA,5,10-29-2018,12:00:12
14013,17,809,800,9,first,1,0,1,6,5,10-29-2018,12:00:12
14013,18,828,820,8,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,19,813,820,7,second,0,1,1,7,5,10-29-2018,12:00:12
14013,20,810,820,10,second,0,0,0,NA,5,10-29-2018,12:00:12
14013,21,820,833,13,second,1,0,1,8,5,10-29-2018,12:00:12
14013,22,822,810,12,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,23,820,809,11,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,24,800,790,10,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,25,791,800,9,second,1,1,0,NA,5,10-29-2018,12:00:12
14013,26,808,800,8,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,27,800,793,7,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,28,810,804,6,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,29,815,820,5,second,1,1,0,NA,5,10-29-2018,12:00:12
14013,30,834,830,4,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,31,800,803,3,second,1,1,0,NA,5,10-29-2018,12:00:12
14013,32,820,818,2,first,0,1,1,9,5,10-29-2018,12:00:12
14013,33,800,805,5,second,0,0,0,NA,5,10-29-2018,12:00:12
14013,34,828,820,8,first,1,0,1,10,5,10-29-2018,12:00:12
14013,35,807,800,7,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,36,800,794,6,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,37,835,830,5,first,0,1,1,11,5,10-29-2018,12:00:12
14013,38,838,830,8,first,1,0,1,12,5,10-29-2018,12:00:12
14013,39,827,820,7,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,40,816,810,6,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,41,810,815,5,second,1,1,0,NA,5,10-29-2018,12:00:12
14013,42,810,814,4,second,1,1,0,NA,5,10-29-2018,12:00:12
14013,43,800,797,3,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,44,802,800,2,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,45,800,801,1,second,0,1,1,13,5,10-29-2018,12:00:12
14013,46,814,810,4,first,1,0,1,14,5,10-29-2018,12:00:12
14013,47,817,820,3,second,0,1,1,15,5,10-29-2018,12:00:12
14013,48,800,806,6,second,0,0,0,NA,5,10-29-2018,12:00:12
14013,49,811,820,9,second,1,0,1,16,5,10-29-2018,12:00:12
14013,50,830,838,8,second,1,1,0,NA,5,10-29-2018,12:00:12
14013,51,830,823,7,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,52,810,804,6,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,53,830,825,5,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,54,814,810,4,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,55,817,820,3,second,1,1,0,NA,5,10-29-2018,12:00:12
14013,56,830,828,2,first,1,1,0,NA,5,10-29-2018,12:00:12
14013,57,819,820,1,second,0,1,1,17,5,10-29-2018,12:00:12
14013,58,810,814,4,second,1,0,1,18,5,10-29-2018,12:00:12
14013,59,820,823,3,second,1,1,0,NA,5,10-29-2018,12:00:12
14013,60,828,830,2,second,1,1,0,NA,5,10-29-2018,12:00:12
14013,61,799,800,1,second,0,1,1,19,5,10-29-2018,12:00:12
14013,62,816,820,4,second,0,0,0,NA,5,10-29-2018,12:00:12
14013,63,823,830,7,second,1,0,1,20,5,10-29-2018,12:00:12
14013,64,830,836,6,second,1,1,0,NA,5,10-29-2018,12:00:12
14017,1,830,845,15,second,1,NA,NA,NA,15,08-09-2018,15:21:22
14017,2,807,820,13,second,0,1,1,1,15,08-09-2018,15:21:22
14017,3,800,781,19,first,1,0,1,2,15,08-09-2018,15:21:22
14017,4,837,820,17,first,0,1,1,3,15,08-09-2018,15:21:22
14017,5,807,830,23,second,1,0,1,4,15,08-09-2018,15:21:22
14017,6,841,820,21,first,0,1,1,5,15,08-09-2018,15:21:22
14017,7,796,820,24,second,1,0,1,6,15,08-09-2018,15:21:22
14017,8,777,800,23,second,0,1,1,7,15,08-09-2018,15:21:22
14017,9,796,820,24,second,1,0,1,8,15,08-09-2018,15:21:22
14017,10,810,787,23,first,1,1,0,NA,15,08-09-2018,15:21:22
14017,11,800,822,22,second,0,1,1,9,15,08-09-2018,15:21:22
14017,12,796,820,24,second,1,0,1,10,15,08-09-2018,15:21:22
14017,13,823,800,23,first,1,1,0,NA,15,08-09-2018,15:21:22
14017,14,822,800,22,first,1,1,0,NA,15,08-09-2018,15:21:22
14017,15,810,789,21,first,1,1,0,NA,15,08-09-2018,15:21:22
14017,16,830,810,20,first,1,1,0,NA,15,08-09-2018,15:21:22
14017,17,801,820,19,second,1,1,0,NA,15,08-09-2018,15:21:22
14017,18,820,838,18,second,1,1,0,NA,15,08-09-2018,15:21:22
14017,19,820,837,17,second,1,1,0,NA,15,08-09-2018,15:21:22
14017,20,830,814,16,first,1,1,0,NA,15,08-09-2018,15:21:22
14017,21,810,795,15,first,1,1,0,NA,15,08-09-2018,15:21:22
14017,22,816,830,14,second,0,1,1,11,15,08-09-2018,15:21:22
14017,23,847,830,17,first,0,0,0,NA,15,08-09-2018,15:21:22
14017,24,800,820,20,second,0,0,0,NA,15,08-09-2018,15:21:22
14017,25,807,830,23,second,0,0,0,NA,15,08-09-2018,15:21:22
14017,26,800,776,24,first,1,0,1,12,15,08-09-2018,15:21:22
14017,27,820,797,23,first,1,1,0,NA,15,08-09-2018,15:21:22
14017,28,830,808,22,first,1,1,0,NA,15,08-09-2018,15:21:22
14017,29,820,841,21,second,1,1,0,NA,15,08-09-2018,15:21:22
14017,30,800,820,20,second,1,1,0,NA,15,08-09-2018,15:21:22
14017,31,811,830,19,second,1,1,0,NA,15,08-09-2018,15:21:22
14017,32,800,782,18,first,1,1,0,NA,15,08-09-2018,15:21:22
14017,33,783,800,17,second,1,1,0,NA,15,08-09-2018,15:21:22
14017,34,810,826,16,second,1,1,0,NA,15,08-09-2018,15:21:22
14017,35,825,810,15,first,0,1,1,13,15,08-09-2018,15:21:22
14017,36,782,800,18,second,0,0,0,NA,15,08-09-2018,15:21:22
14017,37,820,799,21,first,0,0,0,NA,15,08-09-2018,15:21:22
14017,38,820,844,24,second,1,0,1,14,15,08-09-2018,15:21:22
14017,39,800,823,23,second,0,1,1,15,15,08-09-2018,15:21:22
14017,40,810,786,24,first,1,0,1,16,15,08-09-2018,15:21:22
14017,41,823,800,23,first,1,1,0,NA,15,08-09-2018,15:21:22
14017,42,830,852,22,second,1,1,0,NA,15,08-09-2018,15:21:22
14017,43,830,851,21,second,1,1,0,NA,15,08-09-2018,15:21:22
14017,44,840,820,20,first,1,1,0,NA,15,08-09-2018,15:21:22
14017,45,830,811,19,first,1,1,0,NA,15,08-09-2018,15:21:22
14017,46,810,828,18,second,1,1,0,NA,15,08-09-2018,15:21:22
14017,47,830,847,17,second,1,1,0,NA,15,08-09-2018,15:21:22
14017,48,820,804,16,first,1,1,0,NA,15,08-09-2018,15:21:22
14017,49,845,830,15,first,0,1,1,17,15,08-09-2018,15:21:22
14017,50,828,810,18,first,1,0,1,18,15,08-09-2018,15:21:22
14017,51,803,820,17,second,0,1,1,19,15,08-09-2018,15:21:22
14017,52,810,830,20,second,0,0,0,NA,15,08-09-2018,15:21:22
14017,53,833,810,23,first,1,0,1,20,15,08-09-2018,15:21:22
14017,54,798,820,22,second,1,1,0,NA,15,08-09-2018,15:21:22
14017,55,851,830,21,first,1,1,0,NA,15,08-09-2018,15:21:22
14017,56,800,820,20,second,1,1,0,NA,15,08-09-2018,15:21:22
14017,57,781,800,19,second,1,1,0,NA,15,08-09-2018,15:21:22
14017,58,848,830,18,first,1,1,0,NA,15,08-09-2018,15:21:22
14017,59,800,783,17,first,1,1,0,NA,15,08-09-2018,15:21:22
14017,60,836,820,16,first,1,1,0,NA,15,08-09-2018,15:21:22
14017,61,825,810,15,first,1,1,0,NA,15,08-09-2018,15:21:22
14017,62,814,800,14,first,1,1,0,NA,15,08-09-2018,15:21:22
14017,63,820,807,13,first,1,1,0,NA,15,08-09-2018,15:21:22
14017,64,810,822,12,second,0,1,1,21,15,08-09-2018,15:21:22
14021,1,815,830,15,second,1,NA,NA,NA,24,10-12-2018,14:21:51
14021,2,820,833,13,second,1,1,0,NA,24,10-12-2018,14:21:51
14021,3,830,819,11,first,0,1,1,1,24,10-12-2018,14:21:51
14021,4,820,837,17,second,1,0,1,2,24,10-12-2018,14:21:51
14021,5,830,845,15,second,0,1,1,3,24,10-12-2018,14:21:51
14021,6,820,799,21,first,1,0,1,4,24,10-12-2018,14:21:51
14021,7,849,830,19,first,1,1,0,NA,24,10-12-2018,14:21:51
14021,8,828,810,18,first,0,1,1,5,24,10-12-2018,14:21:51
14021,9,820,841,21,second,1,0,1,6,24,10-12-2018,14:21:51
14021,10,840,820,20,first,1,1,0,NA,24,10-12-2018,14:21:51
14021,11,801,820,19,second,1,1,0,NA,24,10-12-2018,14:21:51
14021,12,782,800,18,second,1,1,0,NA,24,10-12-2018,14:21:51
14021,13,803,820,17,second,1,1,0,NA,24,10-12-2018,14:21:51
14021,14,830,814,16,first,1,1,0,NA,24,10-12-2018,14:21:51
14021,15,815,830,15,second,1,1,0,NA,24,10-12-2018,14:21:51
14021,16,844,830,14,first,0,1,1,7,24,10-12-2018,14:21:51
14021,17,830,813,17,first,1,0,1,8,24,10-12-2018,14:21:51
14021,18,800,816,16,second,1,1,0,NA,24,10-12-2018,14:21:51
14021,19,810,825,15,second,0,1,1,9,24,10-12-2018,14:21:51
14021,20,812,830,18,second,1,0,1,10,24,10-12-2018,14:21:51
14021,21,837,820,17,first,0,1,1,11,24,10-12-2018,14:21:51
14021,22,800,820,20,second,1,0,1,12,24,10-12-2018,14:21:51
14021,23,781,800,19,second,1,1,0,NA,24,10-12-2018,14:21:51
14021,24,830,848,18,second,1,1,0,NA,24,10-12-2018,14:21:51
14021,25,820,803,17,first,1,1,0,NA,24,10-12-2018,14:21:51
14021,26,804,820,16,second,1,1,0,NA,24,10-12-2018,14:21:51
14021,27,825,810,15,first,0,1,1,13,24,10-12-2018,14:21:51
14021,28,800,782,18,first,1,0,1,14,24,10-12-2018,14:21:51
14021,29,800,817,17,second,1,1,0,NA,24,10-12-2018,14:21:51
14021,30,810,794,16,first,0,1,1,15,24,10-12-2018,14:21:51
14021,31,830,849,19,second,1,0,1,16,24,10-12-2018,14:21:51
14021,32,810,792,18,first,0,1,1,17,24,10-12-2018,14:21:51
14021,33,830,809,21,first,1,0,1,18,24,10-12-2018,14:21:51
14021,34,820,800,20,first,0,1,1,19,24,10-12-2018,14:21:51
14021,35,810,787,23,first,0,0,0,NA,24,10-12-2018,14:21:51
14021,36,776,800,24,second,1,0,1,20,24,10-12-2018,14:21:51
14021,37,823,800,23,first,1,1,0,NA,24,10-12-2018,14:21:51
14021,38,842,820,22,first,1,1,0,NA,24,10-12-2018,14:21:51
14021,39,821,800,21,first,0,1,1,21,24,10-12-2018,14:21:51
14021,40,796,820,24,second,0,0,0,NA,24,10-12-2018,14:21:51
14021,41,854,830,24,first,1,0,1,22,24,10-12-2018,14:21:51
14021,42,833,810,23,first,0,1,1,23,24,10-12-2018,14:21:51
14021,43,834,810,24,first,1,0,1,24,24,10-12-2018,14:21:51
14021,44,797,820,23,second,1,1,0,NA,24,10-12-2018,14:21:51
14021,45,822,800,22,first,0,1,1,25,24,10-12-2018,14:21:51
14021,46,830,854,24,second,0,0,0,NA,24,10-12-2018,14:21:51
14021,47,806,830,24,second,1,0,1,26,24,10-12-2018,14:21:51
14021,48,810,833,23,second,1,1,0,NA,24,10-12-2018,14:21:51
14021,49,798,820,22,second,1,1,0,NA,24,10-12-2018,14:21:51
14021,50,800,821,21,second,1,1,0,NA,24,10-12-2018,14:21:51
14021,51,780,800,20,second,1,1,0,NA,24,10-12-2018,14:21:51
14021,52,810,791,19,first,0,1,1,27,24,10-12-2018,14:21:51
14021,53,798,820,22,second,1,0,1,28,24,10-12-2018,14:21:51
14021,54,800,779,21,first,1,1,0,NA,24,10-12-2018,14:21:51
14021,55,800,820,20,second,1,1,0,NA,24,10-12-2018,14:21:51
14021,56,800,781,19,first,1,1,0,NA,24,10-12-2018,14:21:51
14021,57,810,828,18,second,1,1,0,NA,24,10-12-2018,14:21:51
