Subject,IT_Standard_Last4Rev.StimulusDuration,IT_2L2D_Last4Rev.StimulusDuration,IT_4L_Last4Rev.StimulusDuration,SACT.ACC,Antisaccade.ACC,VAorient_S.k,StroopDL_Last4Rev.ResponseDeadline,Auditory_FlankerDL_Last4Rev.ResponseDeadline,Auditory_SimonDL_Last4Rev.ResponseDeadline,Auditory_StroopDL_Last4Rev.ResponseDeadline,LetterComparison.PointScore,DigitComparison.PointScore,PatternComparison.PointScore,Hick_SimpleRT.RT,Hick_ChoiceRT.RT,Prosaccade.RT_mean,SymSpan.EditDistanceScore,RotSpan.EditDistanceScore,RAPM.TotalScore,LetterSets.TotalScore,NumberSeries.TotalScore,IT_Standard_SD.StimulusDuration,IT_2L2D_SD.StimulusDuration,IT_4L_SD.StimulusDuration,IT_Standard_Lapses.Sum,IT_2L2D_Lapses.Sum,IT_4L_Lapses.Sum,VAorient_S_unit,Missing,Not_Missing,Missing_perc
16315,142.5,328,351,0.8787878787878788,0.7638888888888888,2.1333333333333333,1228,3243.5,NA,1282.5,21,28,39,502.73333333333335,297.2173913043478,594.361111111111,7,22,11,8,8,76.94290735933886,74.54367085975998,97.12986663692996,4,1,0,0.5666666666666667,1,27,0.03571428571428571
16317,109.5,237.5,291.5,0.9393939393939394,0.9027777777777778,0.8666666666666666,1135.5,1647,1718,1052.5,19,30,30,447.3478260869565,408.4583333333333,665.536231884058,34,19,8,18,4,71.79205590300462,82.82522132318176,67.79410579203655,3,1,0,0.2666666666666666,0,28,0
16321,256.5,155.5,159.5,0.8636363636363636,0.9166666666666666,1.95,1346.5,NA,961,966.5,27,34,36,403.7647058823529,390.375,524.2121212121212,43,29,6,16,8,71.8531673593758,54.76318698666258,71.79540227085606,0,0,1,0.5166666666666667,1,27,0.03571428571428571
16323,109.5,194.5,213,0.7727272727272728,0.9027777777777778,3.6,626.5,1152,564,877.5,23,29,39,546.6923076923077,298.95833333333337,NA,53,41,15,20,11,49.84543485502482,75.04493925509847,57.78899009228768,0,0,2,0.9,1,27,0.03571428571428571
16324,160.5,145,116,0.8636363636363635,0.75,2.316666666666667,1347,1738,793,1463,22,35,41,276.25,279.4583333333333,NA,13,27,11,21,12,63.3916083613462,69.37570841757018,62.157187496272776,0,2,4,0.6166666666666667,1,27,0.03571428571428571
16327,75.5,250,134,0.9393939393939394,0.6111111111111112,3.216666666666667,1065,907,2379,1076.5,23,26,44,243.33333333333337,334.125,375.8888888888889,40,40,7,11,9,52.110761572166695,82.96114402803109,74.90153110385747,2,1,3,0.8166666666666667,0,28,0
16328,92.5,75.5,133,0.9696969696969696,0.9722222222222222,3.016666666666667,974,798,968,799.5,16,36,53,NA,248.3181818181818,318.7916666666667,NA,33,13,NA,14,44.30501548541791,53.42720572944778,60.18197875922563,0,4,1,0.7833333333333334,3,25,0.10714285714285714
16329,108.5,257.5,425.5,0.9393939393939394,0.6944444444444444,1.8833333333333333,802.5,1667.5,1855,1020,21,16,28,354.65,329.60869565217394,478.6388888888889,39,29,10,12,5,81.55265235651737,70.61883249917193,88.00672927204555,5,1,0,0.5166666666666666,0,28,0
16330,270,NA,357.5,0.5909090909090909,0.8611111111111112,2.333333333333333,602,1516.5,998,1670.5,18,27,35,NA,349.94444444444446,459.40579710144925,35,30,13,19,12,65.43697904816784,154.51658773906712,138.37383838333088,0,2,4,0.6,2,26,0.07142857142857142
16331,270,201,237.5,0.8939393939393939,0.8888888888888888,2.0999999999999996,646.5,1568.5,814.5,1388.5,23,32,36,437.25,369.3333333333333,446.4782608695652,33,23,9,10,6,72.8623374094323,73.71129228231644,84.93134482235244,0,1,2,0.6,0,28,0
16333,141.5,251,243.5,0.8333333333333333,0.8333333333333333,1.1666666666666663,636.5,1003.5,1248.5,854.5,24,33,43,317.95,336,399.91666666666663,36,35,8,19,7,56.36341993157423,98.85640420570772,67.58686294357204,0,2,0,0.3666666666666667,0,28,0
16334,123.5,272.5,425.5,0.8939393939393939,0.5138888888888888,2.166666666666667,2715,NA,949.5,NA,16,18,31,441.65,363.3478260869565,492.13043478260863,NA,23,13,12,6,63.05631840490011,82.22577463414008,81.53626874322478,4,8,0,0.5666666666666667,3,25,0.10714285714285714
16339,126.5,177.5,261.5,0.8333333333333334,0.8611111111111112,2.6666666666666665,1106.5,1104.5,1329.5,791.5,21,31,31,406.3571428571428,417.125,406.01408450704224,33,27,13,20,9,59.17590078775779,64.56971602036324,61.03282165481894,2,3,0,0.7,0,28,0
16340,205.5,215,211,0.7424242424242424,0.7638888888888888,1.6666666666666663,772.5,2255,969.5,1991.5,15,27,31,588.4444444444445,362.75,418.6428571428572,14,24,8,9,8,81.68589023277256,101.78141777135008,76.97718875519216,1,5,4,0.4666666666666667,0,28,0
16342,75.5,223.5,209.5,0.9545454545454546,0.8888888888888888,1.8833333333333333,558.5,737.5,612,908.5,27,31,48,434.30434782608694,365.7916666666667,349.81944444444446,36,25,8,20,9,52.26648506445508,81.81529751703782,73.74307276037422,2,5,0,0.5166666666666667,0,28,0
16343,224.5,254.5,148,0.8181818181818181,0.5416666666666667,NA,1056.5,NA,NA,1008.5,21,29,32,389.77777777777777,398.60869565217394,545.4027777777778,33,15,8,18,10,78.68167980914396,88.80049507481316,73.87583026858202,1,2,5,NA,4,24,0.14285714285714285
16345,173.5,NA,155.5,0.8787878787878787,0.6666666666666666,1.8833333333333333,881.5,1089.5,772,1010.5,23,32,36,352.1578947368421,319.39130434782606,443.40277777777777,26,25,9,10,6,71.43548085882753,NA,58.58495377236922,2,NA,2,0.5166666666666666,3,25,0.10714285714285714
16346,123.5,58.5,157.5,0.9393939393939394,0.625,2.2,940,928,NA,954.5,18,28,36,568.3529411764706,419.54166666666663,393,28,21,9,5,9,66.45162680983634,106.30365145213376,60.74986501458896,4,8,4,0.6000000000000001,1,27,0.03571428571428571
16349,156.5,160.5,172.5,0.6363636363636365,0.6666666666666667,2.833333333333333,902.5,708.5,736,981,20,29,36,366.7368421052632,318.5416666666667,356.15942028985506,50,31,13,15,10,84.62968980897375,75.98623428897133,109.1581726163285,2,1,6,0.7333333333333334,0,28,0
16350,174.5,199.5,183,0.9090909090909092,0.6944444444444444,2.5166666666666666,1192.5,991,1233,1034.5,23,33,39,426.22222222222223,329.3181818181818,429.6111111111111,37,35,13,23,15,75.93332975298715,87.75230089323438,100.52934365731338,7,2,4,0.6833333333333333,0,28,0
16352,213,109.5,175.5,0.9090909090909092,0.6527777777777778,2.4333333333333336,899,NA,NA,1134.5,26,30,35,371.2857142857143,401,406.67605633802816,20,14,9,17,14,64.13521495927445,73.01292025951773,69.22345357480147,0,4,3,0.6333333333333333,2,26,0.07142857142857142
16353,167,251,219,0.8333333333333333,0.6388888888888888,1.6833333333333336,1368,1408.5,NA,1585.5,21,34,30,437.375,422.3333333333333,462.79166666666663,38,25,12,9,6,58.655624363768794,81.77772156694542,96.02407167177162,0,1,2,0.4166666666666667,1,27,0.03571428571428571
16357,67,176.5,109.5,0.8939393939393939,0.6944444444444444,2.3,1002,884.5,921.5,773,15,25,31,353.47058823529414,320.6521739130435,505.30985915492954,28,20,14,23,11,74.11800240253272,58.83404656711107,66.1457127798086,5,0,3,0.6333333333333333,0,28,0
16360,137.5,169,216,0.8939393939393939,0.6944444444444444,3.4000000000000004,791,1044,873.5,771.5,20,30,36,356.5,427.3478260869565,468.9090909090909,38,38,11,8,7,63.89336195668263,71.8188718555919,56.26986646812328,0,1,0,0.8333333333333334,0,28,0
16366,75.5,169,157.5,0.9090909090909092,0.9861111111111112,2.7333333333333334,675.5,2074,545.5,776,20,35,54,250.07692307692307,278.3478260869565,399.17910447761193,46,38,12,NA,11,57.36740802534223,67.32955891394282,68.44772038228822,1,1,3,0.7333333333333334,1,27,0.03571428571428571
16368,192.5,194.5,201,0.8484848484848485,0.8472222222222222,3.55,703.5,1186.5,727.5,964,19,34,32,554.1578947368421,304.04347826086956,441.83333333333337,42,33,14,21,11,63.28914565268525,63.26483791421629,69.07061603894958,0,1,1,0.8833333333333333,0,28,0
16369,160.5,209.5,204.5,0.8333333333333334,0.8333333333333333,2.4000000000000004,976,1151.5,1546.5,1147,17,26,34,268.2173913043478,323.0833333333333,456.5633802816901,41,35,13,18,13,75.3877182794113,74.50887661906773,70.2917426019172,3,1,1,0.6333333333333333,0,28,0
16370,84,118,173.5,0.9393939393939394,0.9166666666666666,3.1,944,891.5,561,2122.5,19,31,43,269.35,336.0416666666667,423.8405797101449,36,28,13,15,14,46.245854711684,69.92030671257203,59.936132526794765,0,3,0,0.8,0,28,0
16371,150,229.5,125.5,1,0.8611111111111112,1.7833333333333334,820,1011,714.5,898.5,23,33,35,405.9047619047619,356.5,525.0277777777778,40,30,15,17,9,58.398814564622725,78.37240612966525,58.98032789001929,0,1,2,0.4833333333333334,0,28,0
16372,90.5,135,58.5,1,0.9444444444444444,3.533333333333333,488,755,765,748.5,24,35,34,318.45454545454544,242.43478260869568,542.4142857142857,43,35,16,24,15,65.50856354067858,65.89987771596184,54.02983399005505,5,2,3,0.9,0,28,0
16373,75.5,171.5,88.5,1,0.9583333333333331,1.9833333333333336,2652.5,948.5,875,1365,17,30,41,229.42105263157896,304.125,394.66197183098586,31,27,14,15,9,49.7415260611656,60.76734130685286,58.85937080801063,3,0,3,0.55,0,28,0
16374,84,143.5,189.5,0.8484848484848485,0.875,2.9000000000000004,629.5,1539,674.5,1293.5,16,29,33,366.7,394.95833333333337,372.71014492753625,44,33,10,9,11,52.21436991415213,61.326457562483746,80.89524572026369,1,1,1,0.7666666666666667,0,28,0
16375,157.5,293.5,238.5,0.8030303030303031,0.5277777777777778,3.15,1137,939.5,741,1517.5,22,32,44,350.875,337.7083333333333,404,44,34,10,12,9,72.0666770408926,92.91527445447464,97.37213838328358,2,2,7,0.8166666666666667,0,28,0
16376,89.5,135,156.5,0.8484848484848485,0.8194444444444444,2.3166666666666664,604.5,732.5,703.5,796.5,20,31,41,507.27272727272725,301.25,382.1527777777777,41,38,15,23,13,58.83999444942624,85.55276046215594,54.29307127665999,1,3,0,0.65,0,28,0
16377,75.5,171,124.5,0.9696969696969696,0.8194444444444444,2.9333333333333336,890.5,1122,1086.5,1015,18,30,39,322.05,403.2173913043478,666.0845070422533,25,38,10,15,8,59.51782839757445,82.89597642709454,60.027283985659714,6,2,3,0.7666666666666666,0,28,0
16379,247.5,209.5,185.5,0.9242424242424242,0.8611111111111112,3.2666666666666666,1037.5,1867.5,629.5,1068.5,33,40,48,287.46666666666664,281.82608695652175,408.92753623188406,30,15,8,23,13,78.18372615487824,67.6763129413337,86.70344623284866,0,0,4,0.8333333333333334,0,28,0
16380,110.5,106.5,165,1,0.6388888888888888,1.25,594,815,2066,779.5,22,35,46,361.6111111111111,286.5,NA,29,25,8,17,11,55.94511938479284,75.77120048339627,56.68604826036021,1,3,0,0.38333333333333336,1,27,0.03571428571428571
16383,135,274.5,413,0.9696969696969696,0.5277777777777778,2.316666666666667,2498,2514.5,2148.5,1909.5,19,30,41,572.75,520.5263157894736,454.6571428571429,46,22,12,12,7,64.78080882089512,85.03344930084866,105.52227421075575,0,1,2,0.6166666666666667,0,28,0
16384,92.5,100,262.5,0.9090909090909092,0.875,3.6,558.5,934.5,1302.5,794.5,17,34,44,251.27272727272728,315.2916666666667,403.78571428571433,31,24,13,12,12,55.375315185693466,69.39766178332604,62.20436462759992,0,2,0,0.9,0,28,0
16385,268,106.5,222.5,0.9545454545454546,0.75,2.833333333333333,NA,2134.5,NA,1104.5,23,28,44,325,313.75,529.9850746268656,36,28,15,17,10,74.43289137974513,88.51681733068925,61.37086424944172,1,11,2,0.7333333333333334,2,26,0.07142857142857142
16387,75.5,149,NA,1,0.9027777777777778,3.533333333333333,1045.5,1177.5,NA,1287,32,41,41,293.0416666666667,348.125,454.875,48,44,12,24,14,49.71696041073177,60.232292651153365,147.18057129721936,1,0,0,0.9,2,26,0.07142857142857142
16388,123,181,189.5,0.8333333333333333,0.9444444444444444,2.8500000000000005,872.5,NA,1186.5,1367,20,34,47,279.3125,255.04347826086956,385.875,48,35,14,16,11,58.26881563826852,88.87835090090975,74.46351562728198,1,2,0,0.75,1,27,0.03571428571428571
16390,109.5,299.5,140.5,0.7575757575757576,0.8472222222222222,3.066666666666667,1244,997.5,1538.5,1091.5,26,33,41,465.26666666666665,323.4347826086956,342.75757575757575,32,40,12,13,9,56.94485325344811,106.70120506873656,102.34911052633488,1,1,6,0.8,0,28,0
16392,115,133,182,0.8939393939393939,0.8472222222222222,2.95,1017.5,2457.5,NA,1851.5,23,33,47,NA,306.875,317.21875,41,28,13,16,10,57.9943137344681,53.12608780696879,60.70642061220626,1,1,0,0.7833333333333333,2,26,0.07142857142857142
16394,58.5,151,175.5,0.9696969696969696,0.9305555555555556,3.283333333333333,476.5,726.5,593,838.5,25,38,38,244.08695652173913,287.875,322.0285714285714,39,46,14,19,15,44.65462418376071,107.1963714718814,54.79396854911772,1,4,0,0.8500000000000001,0,28,0
16396,200,170.5,158.5,0.9848484848484848,0.9027777777777778,2.9333333333333336,864.5,NA,766,1277,18,29,34,281.14285714285717,308.1304347826087,433.22222222222223,49,37,12,NA,7,59.08948617043921,65.70981769754025,65.23802572120036,0,7,1,0.7666666666666666,2,26,0.07142857142857142
16397,93.5,NA,107.5,0.6363636363636365,0.9166666666666669,NA,NA,1256,NA,1024,17,29,40,301.9166666666667,383.875,458.4428571428572,48,47,14,NA,14,62.21924173881575,NA,56.33938131116479,3,NA,2,NA,8,20,0.2857142857142857
16398,141.5,210.5,190.5,0.7878787878787878,0.8194444444444443,1.666666666666667,661.5,1619,679.5,1148.5,13,26,37,283,333.375,NA,26,32,12,11,8,77.64498848984819,60.04535815082624,87.30768125241765,1,2,3,0.5,1,27,0.03571428571428571
16400,109.5,140.5,72.5,0.8939393939393939,0.7361111111111112,1.9666666666666668,1226,1702.5,773,930,19,25,31,375.42857142857144,417.3333333333333,376.7605633802817,39,32,14,12,8,63.7933832358878,77.31192002998894,74.32070623915334,1,4,9,0.5333333333333334,0,28,0
16403,100,157.5,177.5,0.9696969696969696,0.7638888888888888,3.7,1472.5,869.5,565.5,1854.5,23,32,46,247.55,291.25,397.4305555555555,48,42,15,19,9,81.48312436779523,73.88398995473382,61.3562437937841,5,2,2,0.9333333333333332,0,28,0
16405,109.5,175.5,109.5,0.9848484848484848,0.6805555555555556,2.583333333333333,1023,973.5,1518,1479.5,23,30,34,585,403.2608695652174,465.74647887323937,40,29,11,20,6,62.77936147294234,90.9864673126864,108.22432049266604,2,7,4,0.65,0,28,0
16406,92.5,233,126.5,1,0.75,2.75,546,1016.5,NA,1308.5,30,36,38,283.17391304347825,282.5833333333333,530.875,37,43,13,16,15,46.04004963303977,76.96540624764638,59.82379564038624,0,0,1,0.7166666666666667,1,27,0.03571428571428571
16407,118,118,275.5,0.9242424242424242,0.9861111111111112,3.4833333333333334,1235,800,1262.5,1342.5,27,42,43,330.95,324.5833333333333,591.1666666666667,45,34,13,22,14,63.58040645597025,73.55901765259094,58.882260209471305,2,6,0,0.8833333333333333,0,28,0
16408,168,211.5,199,0.9393939393939394,0.8194444444444444,3.25,606.5,1634.5,1013,942,15,22,40,387.1052631578947,363.17391304347825,483.21428571428567,32,22,14,10,8,75.9763751074509,76.47703961747266,72.38941186634004,3,2,4,0.8166666666666667,0,28,0
16411,74.5,133,176.5,0.8030303030303031,0.6944444444444444,2.9166666666666665,1469.5,797.5,1119.5,1198,19,33,46,384.6923076923077,333.5,314.75,34,27,16,18,11,49.94079828490261,113.1832737530012,79.86571175976344,2,3,4,0.75,0,28,0
16412,75.5,217,199,0.8939393939393939,0.7361111111111112,2.05,754,1249.5,750.5,986.5,16,31,39,NA,411.5833333333333,422.09722222222223,29,13,10,16,7,47.17302071076987,69.44317540211621,68.52234713389194,0,0,2,0.55,1,27,0.03571428571428571
16414,91.5,140.5,133,0.9696969696969696,0.9444444444444444,2.833333333333333,NA,852,NA,886,21,32,42,338.70588235294116,312,429.08333333333337,44,35,10,NA,8,51.9148878945759,67.8013368348718,56.18357385954731,1,2,2,0.7333333333333334,3,25,0.10714285714285714
16415,58.5,122.5,119,0.9848484848484848,0.9444444444444444,2.75,1945,1028,917.5,973,19,31,NA,304.6521739130435,340.625,612.8405797101449,39,33,16,12,10,54.88362526924613,77.43738891599884,60.50496726575255,3,3,3,0.7166666666666667,1,27,0.03571428571428571
16417,74.5,135,152,0.8333333333333334,0.9444444444444444,3.7,1667,920,1769,1447,26,35,50,265.2142857142857,297.7916666666667,309.82608695652175,42,44,16,22,14,66.11948873653017,64.18015078915872,70.08048817392067,3,2,2,0.9333333333333332,0,28,0
16418,141.5,137.5,82,0.9545454545454546,0.8055555555555556,2.6666666666666665,1123.5,931.5,2011.5,968.5,20,26,40,NA,385.875,493.169014084507,45,30,14,16,11,66.5823724621993,84.77930255577695,87.72271554560444,1,5,6,0.7,1,27,0.03571428571428571
16419,126.5,132,174.5,0.9393939393939394,0.8888888888888888,2.8333333333333335,NA,815,1332.5,847.5,13,18,41,434.7826086956522,423.2083333333333,391.8169014084507,44,46,13,NA,14,62.90688477807712,62.437017911442254,83.70038754920152,1,2,4,0.7000000000000001,2,26,0.07142857142857142
16420,100,75.5,73.5,1,0.9305555555555556,2.6333333333333337,436.5,599,851,784.5,25,34,36,438.16666666666663,321.3333333333333,560.5416666666667,22,30,13,20,14,46.07932856798801,56.26898024931563,48.59192867045816,0,4,4,0.7000000000000001,0,28,0
16422,154.5,213,226.5,NA,0.7222222222222222,2.5166666666666666,1271,2139.5,1014,1170,18,39,36,293.05555555555554,375.7083333333333,339.6923076923077,37,29,12,21,15,75.71164736088687,57.43445230919102,84.95304293282315,3,3,2,0.6833333333333333,1,27,0.03571428571428571
16423,157.5,152,159.5,0.9696969696969696,0.8055555555555556,3.0500000000000003,771,892.5,761,816.5,21,32,44,291.57142857142856,269.0952380952381,335.44444444444446,46,35,13,17,8,55.300047933238176,78.44404429340945,56.26707778579932,0,2,2,0.7833333333333334,0,28,0
16424,106.5,157.5,139.5,1,0.9166666666666669,3.05,636.5,2418.5,858,NA,25,32,44,NA,282.6363636363636,385.3285714285714,49,NA,15,18,14,65.53002668367473,61.166845420729395,84.30437088523115,5,1,6,0.7833333333333333,3,25,0.10714285714285714
16425,98,174.5,159.5,0.9393939393939394,0.8055555555555556,2.5666666666666664,601.5,1174.5,868.5,788.5,15,31,42,240.27272727272728,287.3333333333333,445.55555555555554,38,34,14,20,11,53.05867470068309,67.6918831626015,64.89079410497662,2,1,0,0.6666666666666667,0,28,0
16427,58.5,185,205.5,0.9696969696969696,0.8611111111111112,3.5833333333333335,622.5,719.5,1165,1368,29,42,47,263.5,276.6666666666667,301.9,50,46,15,25,14,56.476784755437855,59.961567921957936,62.599920127744575,3,0,0,0.9166666666666669,0,28,0
16428,89.5,177.5,159.5,0.9696969696969696,0.8472222222222222,2.6,626.5,1392.5,1457.5,1654.5,20,32,47,357.52941176470586,482.5652173913044,385.8428571428571,40,29,13,19,12,52.970280540765266,72.11367786669179,64.54685197041587,1,0,0,0.7,0,28,0
16430,92.5,155.5,136,0.9242424242424242,0.8472222222222222,2.466666666666667,1273.5,1031.5,1245.5,873,18,24,34,283.9047619047619,340.875,461.9154929577465,37,34,6,16,11,80.28177327742189,62.922948350168845,101.06566926284168,3,2,4,0.6333333333333333,0,28,0
16435,191.5,115,196,0.8939393939393939,0.8194444444444444,2.7666666666666666,605,1753,1433,1072,20,37,47,NA,345.04545454545456,351.30555555555554,38,28,12,20,14,53.07715513441842,78.02163729712947,66.09191965718374,0,8,2,0.7333333333333334,1,27,0.03571428571428571
16436,122.5,157.5,155.5,0.9696969696969696,0.9583333333333331,2,635.5,1105.5,625.5,822.5,23,31,40,422.2857142857143,370.2083333333333,448.27777777777777,29,34,13,17,7,60.01875814932557,57.68568153892204,62.78585339489161,2,1,3,0.5666666666666667,0,28,0
16437,187.5,274.5,295.5,0.6363636363636364,0.8888888888888888,1.7166666666666668,995.5,863.5,NA,1185.5,21,28,34,248.55,356.375,NA,39,25,15,15,4,58.05933624166482,87.9058873765631,83.41257579896713,4,4,0,0.45000000000000007,2,26,0.07142857142857142
16439,141.5,164,227.5,0.9242424242424242,0.9444444444444444,3.1833333333333336,732.5,1199.5,939,1244,20,30,43,238.04347826086956,288.5833333333333,376.9154929577465,32,42,14,20,13,51.61558330307147,55.093585756323414,74.96626901054702,0,0,1,0.8166666666666667,0,28,0
16440,140.5,224.5,159.5,0.9696969696969696,0.9583333333333334,3.1333333333333337,918.5,747,778,978.5,28,39,43,424.8181818181818,268.77777777777777,397.07142857142856,40,34,13,16,9,50.81798977828996,60.624585982354674,57.973933369701705,0,0,0,0.8,0,28,0
16441,163,240.5,72.5,0.7878787878787878,0.9305555555555556,2.2666666666666666,1014,2406.5,644,880,22,26,45,424.57894736842104,431.2083333333333,416.55555555555554,41,36,12,16,10,83.87679879374586,93.5738700115378,68.31458508591699,2,2,6,0.6,0,28,0
16442,114,126.5,194.5,0.9393939393939394,0.8333333333333333,2.7333333333333334,1196.5,1453.5,768.5,1022.5,24,35,51,244.25,304.04347826086956,331.86567164179104,47,19,17,22,13,51.222294015939184,70.53842760866979,103.44793247833692,0,2,4,0.7000000000000001,0,28,0
16443,75.5,174.5,228.5,1,0.9444444444444444,3.2333333333333334,665,790,531.5,862.5,29,36,50,275.1666666666667,305.69565217391306,389.5070422535211,47,34,11,20,12,58.377223863056784,59.15970391555292,64.51565316685632,1,0,1,0.8333333333333334,0,28,0
16444,172.5,132,170.5,0.7424242424242425,0.7916666666666666,2.716666666666667,875.5,990,NA,1065.5,16,23,39,441.2173913043478,483.2608695652174,375.91666666666663,35,30,13,10,6,69.3579950087314,79.87685557617795,56.02981728983163,1,4,1,0.7166666666666667,1,27,0.03571428571428571
16445,67,109.5,114,0.9242424242424242,0.9305555555555556,3.3833333333333337,NA,759,1512.5,715.5,12,32,47,381.77777777777777,282.7916666666667,348.38571428571424,46,32,10,NA,14,59.95954605499085,57.49850445171943,54.13766272035296,1,1,1,0.8500000000000001,2,26,0.07142857142857142
16447,NA,259.5,277.5,0.6363636363636365,0.5833333333333333,1.8833333333333335,962.5,946.5,NA,1456,18,31,42,289.6363636363636,350.9166666666667,420.7042253521127,19,13,11,20,10,NA,98.59175083815748,89.10045928036301,NA,3,0,0.4833333333333334,4,24,0.14285714285714285
16449,98.5,108,188.5,0.8787878787878788,0.75,3.166666666666667,868,865.5,955.5,1095.5,20,25,38,268.57142857142856,353.9583333333333,413.17391304347825,27,11,12,15,11,64.72516569672175,54.81380475290291,61.68186510044508,6,1,1,0.8333333333333334,0,28,0
16450,75.5,160.5,89.5,0.9545454545454546,0.9027777777777778,3.466666666666667,589,1298,789,1125,14,26,48,274.9047619047619,293.6818181818182,413.4,39,41,17,11,10,44.75225340021621,67.37025552710361,114.28030853318393,1,1,9,0.8666666666666667,0,28,0
16451,93.5,202,183,0.9393939393939394,0.8333333333333334,3.4833333333333334,555,1564,605.5,1036,30,38,52,249.6428571428571,246.71428571428572,386.875,48,30,12,21,14,49.52304428136074,74.42400271989584,63.96319863907561,1,0,0,0.8833333333333333,0,28,0
16452,74.5,173.5,141.5,0.9393939393939394,0.5416666666666667,3.783333333333333,553.5,2917.5,2264.5,868.5,30,42,47,393.0434782608696,384.5416666666667,511.2638888888889,36,27,16,15,14,61.11933159840232,77.17022895902699,52.9245247418334,2,2,0,0.95,0,28,0
16454,NA,131,126.5,NA,0.75,3.3166666666666664,557.5,NA,NA,NA,21,35,53,305.5,266.7083333333333,308.16901408450707,44,28,15,26,13,NA,57.70154317785949,51.64025863661739,NA,1,2,0.8500000000000001,7,21,0.25
16455,182,210.5,355.5,0.8181818181818181,0.8472222222222222,3.216666666666667,1737,1248.5,2088.5,1325.5,23,33,37,477.25,267,428.95,49,29,13,25,13,71.32228509423847,59.43204892746265,106.37701419449678,0,1,0,0.8166666666666667,0,28,0
16456,87.5,226.5,184,0.8181818181818181,0.7916666666666667,2.8666666666666663,849.5,1221.5,1214.5,971.5,22,30,40,406.8695652173913,342.4166666666667,485.1212121212121,40,28,16,20,11,93.23888093729845,70.22667200567678,65.6703431666929,6,1,0,0.7666666666666666,0,28,0
16458,126.5,225.5,158.5,0.696969696969697,0.5555555555555556,2.6333333333333337,NA,2567,1001,961.5,27,36,47,378.25,305.25,341,39,29,10,22,13,56.007582440060226,73.01855090725743,66.037693405771,0,1,3,0.7000000000000001,1,27,0.03571428571428571
16459,140.5,210.5,159.5,0.9696969696969696,0.9444444444444444,3.1833333333333336,1017.5,NA,NA,893,20,33,44,257.6190476190476,291.6666666666667,387.1388888888889,33,37,14,17,11,65.23432598896107,65.53037504235337,63.88385682721862,0,0,2,0.8166666666666667,2,26,0.07142857142857142
16460,119.5,163.5,199,0.9090909090909092,0.8194444444444444,2.366666666666667,785,1296,752.5,1309.5,19,25,33,231.9,367.375,469.70833333333337,46,29,13,16,14,71.92774891396078,119.69392852113548,63.97600392345699,2,4,1,0.6333333333333333,0,28,0
16461,158.5,129,225.5,0.6818181818181819,0.5694444444444444,0.6666666666666667,NA,1771.5,NA,1818.5,17,16,33,463.54545454545456,NA,462.2063492063492,33,39,14,16,14,68.08566516836305,75.17676568788247,142.48244883827044,3,6,8,0.16666666666666669,3,25,0.10714285714285714
16039,75.5,100,NA,0.9090909090909092,NA,2.166666666666667,935.5,698.5,566.5,907.5,23,34,40,268.2352941176471,346.4347826086956,382.2916666666667,47,35,9,19,7,63.62276623174069,67.66526917468275,NA,5,4,NA,0.6000000000000001,4,24,0.14285714285714285
16043,74.5,188.5,NA,0.7878787878787878,NA,2.283333333333333,656.5,1292.5,605.5,1815.5,17,30,45,292.47058823529414,379.8333333333333,473.5555555555555,28,30,15,21,14,49.415717343446254,63.93335126720106,NA,1,2,NA,0.5833333333333333,4,24,0.14285714285714285
16047,94.5,173.5,217,NA,NA,1.1833333333333336,718.5,1479,2047.5,1767.5,19,29,30,283.7142857142857,321.09090909090907,NA,43,8,7,10,3,79.91497864641357,59.22280325627887,108.32758304433338,3,2,2,0.31666666666666665,3,25,0.10714285714285714
16110,58.5,176.5,NA,0.9696969696969696,NA,3.016666666666667,522,710,546.5,1045.5,18,33,43,222.73684210526315,270.5416666666667,376.169014084507,44,44,15,15,14,47.306136677770326,64.19715587699378,NA,1,1,NA,0.7833333333333334,4,24,0.14285714285714285
16222,105.5,150,237.5,NA,NA,1.9166666666666663,706.5,1574.5,1242.5,1320.5,19,27,33,500.72727272727275,349.2916666666667,385.4776119402985,29,20,5,14,3,53.09779549590379,84.3578055766159,88.16421653944519,1,3,2,0.4833333333333333,2,26,0.07142857142857142
16234,66.5,230,NA,0.9848484848484848,NA,1.6166666666666667,863.5,2471.5,613.5,897.5,11,16,27,319.04347826086956,421.6666666666667,584.0555555555554,21,9,10,9,6,46.86965099504329,74.49760812953176,NA,1,2,NA,0.45,4,24,0.14285714285714285
16270,225.5,281.5,272.5,0.5757575757575757,NA,1.3833333333333335,1170,2687.5,NA,1272,21,18,24,580.7272727272727,415.6521739130435,465.24242424242425,33,26,6,12,7,73.64272760963729,156.17536515357045,90.94768974253024,0,6,3,0.3833333333333334,2,26,0.07142857142857142
16273,102,92.5,NA,0.9545454545454546,NA,3.016666666666667,1632.5,1740.5,1664,1366.5,17,25,38,285.25,308.9583333333333,379.4305555555555,41,31,10,16,5,56.99844467207383,54.993036309638256,NA,2,1,NA,0.7833333333333334,4,24,0.14285714285714285
16278,67,129,NA,0.8787878787878788,NA,1.8666666666666667,887.5,2010,NA,2097.5,23,21,27,436.5,NA,578.4027777777778,33,16,9,17,13,60.68474153038745,62.42336791380394,477.75101038672005,4,1,4,0.5,4,24,0.14285714285714285
