Subject,IT_Standard_Last4Rev.StimulusDuration,IT_2L2D_Last4Rev.StimulusDuration,IT_4L_Last4Rev.StimulusDuration,SACT.ACC,Antisaccade.ACC,VAorient_S.k,StroopDL_Last4Rev.ResponseDeadline,Auditory_FlankerDL_Last4Rev.ResponseDeadline,Auditory_SimonDL_Last4Rev.ResponseDeadline,Auditory_StroopDL_Last4Rev.ResponseDeadline,LetterComparison.PointScore,DigitComparison.PointScore,PatternComparison.PointScore,Hick_SimpleRT.RT,Hick_ChoiceRT.RT,Prosaccade.RT_mean,SymSpan.EditDistanceScore,RotSpan.EditDistanceScore,RAPM.TotalScore,LetterSets.TotalScore,NumberSeries.TotalScore,IT_Standard_SD.StimulusDuration,IT_2L2D_SD.StimulusDuration,IT_4L_SD.StimulusDuration,IT_Standard_Lapses.Sum,IT_2L2D_Lapses.Sum,IT_4L_Lapses.Sum,VAorient_S_unit,Missing,Not_Missing,Missing_perc
16155,109.5,203,199,NA,0.9305555555555556,2.25,928,1062.5,519.5,787,20,27,35,252.1818181818182,275.3333333333333,377.81944444444446,NA,30,NA,19,13,70.25838520411185,89.72898517280713,72.70263928404007,3,2,2,0.6166666666666667,3,25,0.10714285714285714
16158,109.5,167,192.5,0.9545454545454546,0.5972222222222222,1.1499999999999997,1157.5,905.5,975.5,1825.5,19,24,34,323.0526315789474,333.9473684210526,401.8888888888889,35,31,5,17,6,62.79263054176508,68.69873330307342,63.32051475353372,2,4,0,0.28333333333333327,0,28,0
16159,NA,199.5,132,0.9848484848484848,0.9583333333333334,2.5,577,807.5,617.5,1465,23,30,32,263.8181818181818,322,NA,47,30,11,19,7,NA,81.09593959280402,59.41607108809956,NA,4,1,0.6666666666666667,4,24,0.14285714285714285
16160,142.5,122.5,189.5,0.7727272727272727,0.6666666666666667,1.3166666666666669,1019.5,1654.5,808.5,936,23,30,45,411.42857142857144,340.7368421052632,455.70833333333337,27,20,12,24,10,73.18728707474887,73.0576377917895,66.94800565358841,3,5,4,0.35,0,28,0
16161,67,245,122.5,0.9242424242424242,0.8472222222222222,2.1,805.5,1219.5,1278,1195.5,22,28,37,402.8636363636364,367.9166666666667,407.7361111111111,43,30,11,14,10,59.17442886851459,102.94178060940789,70.95305797617333,3,1,5,0.5333333333333333,0,28,0
16163,126.5,224.5,144.5,0.8939393939393939,0.9027777777777778,1.85,678.5,857,656.5,921,27,38,NA,265.3333333333333,335.75,319.59722222222223,31,27,14,22,10,62.73963634007696,76.42430083988502,84.87611957293328,2,1,4,0.5166666666666667,1,27,0.03571428571428571
16165,58.5,166,249,0.8333333333333333,0.5694444444444444,2.15,2483,1627.5,841,882.5,20,25,43,342.5,410.625,434.2777777777777,27,24,13,19,6,72.99634451160374,87.50610920922132,85.06814123091127,5,3,0,0.55,0,28,0
16169,72.5,118,116,0.9848484848484848,0.8472222222222222,3.416666666666667,578.5,979,497.5,752.5,23,36,40,379.40909090909093,340.7083333333333,366.2,39,48,16,23,12,51.51154934878251,81.57361629771312,67.32055211886376,1,3,3,0.8833333333333333,0,28,0
16170,58.5,126.5,123.5,1,0.9444444444444444,2.5166666666666666,1380.5,911.5,784,1014.5,23,33,46,414.04761904761904,306.375,296.0416666666667,38,26,16,20,14,49.230226977203216,88.78743591632627,66.44023270034954,1,2,2,0.65,0,28,0
16171,58.5,90.5,101,1,0.9305555555555556,2.5999999999999996,689.5,747,625.5,931,21,30,42,255.2173913043478,282.375,438.8285714285715,NA,6,10,15,14,55.18141823512438,77.2595073219549,53.3461822399173,5,3,1,0.7,1,27,0.03571428571428571
16172,83,93.5,99,0.9696969696969696,0.9166666666666669,2.833333333333333,665,1545.5,563.5,857.5,23,33,34,383.625,295.0833333333333,325.5633802816901,39,34,11,18,13,49.819136536558176,84.93889908642672,73.71941005216819,1,5,3,0.7333333333333334,0,28,0
16173,89.5,140.5,126.5,0.9696969696969696,0.9444444444444444,3.15,517,746,573.5,764,23,32,41,244.29166666666663,359.75,541.2428571428571,42,27,14,18,14,62.58896859161127,68.66596088599621,64.06689766085546,1,1,5,0.8166666666666667,0,28,0
16175,164,186,228.5,1,0.8611111111111112,3.066666666666667,651,835,820,1156.5,24,32,37,224.41666666666663,276.0833333333333,285.97058823529414,47,33,13,25,15,66.20733270760361,61.97231136472583,111.44891771060522,1,0,3,0.8,0,28,0
16176,123.5,208.5,213,NA,0.8611111111111112,1.9833333333333336,1881.5,2105,777,1062.5,24,23,33,349.04761904761904,311.04761904761904,369.8333333333333,29,29,10,17,11,57.49671205523947,54.285037056512635,54.6160680900504,2,0,0,0.5166666666666667,1,27,0.03571428571428571
16178,154.5,187,168,0.9242424242424242,0.8888888888888888,3.4,573.5,1697.5,595.5,1025,18,32,38,314.1363636363636,393.9565217391304,428.67605633802816,38,35,14,19,11,84.56723111237697,79.54070281469305,58.48343403680729,3,1,1,0.8666666666666667,0,28,0
16179,58.5,168,157.5,1,0.8472222222222222,2.783333333333333,580,986.5,498.5,891.5,21,34,35,303,291.1304347826087,276.92424242424244,10,15,14,19,11,48.846263386348305,70.96626658425677,62.3201525867814,2,2,3,0.7166666666666667,0,28,0
16180,108.5,143.5,127.5,NA,0.9305555555555556,2.9000000000000004,875.5,1981.5,713.5,1136.5,20,37,46,343.3636363636364,252.77272727272728,331.65714285714284,NA,36,NA,15,14,67.74448434798562,74.47246801944866,69.26971836941972,2,1,1,0.7666666666666667,3,25,0.10714285714285714
16181,101,109.5,136,0.8787878787878788,0.8888888888888888,2.716666666666667,695,745.5,604.5,962,20,36,34,366.8,296.4583333333333,409.09722222222223,NA,26,NA,11,9,61.215144229011855,125.75293801116426,67.25625811267788,3,4,2,0.7166666666666667,2,26,0.07142857142857142
16183,199,271.5,225.5,0.6515151515151515,0.8055555555555556,1.7833333333333337,1146.5,900.5,1306.5,1273,19,31,43,346.28571428571433,379.8333333333333,534.71875,40,39,15,18,14,76.90705452337252,101.01523654471336,67.78752788065229,3,2,4,0.45000000000000007,0,28,0
16184,122.5,239.5,166,0.7121212121212122,0.9166666666666669,2.6166666666666667,1265,1345,1759,918,21,32,36,261.2631578947368,403.5416666666667,351.4285714285714,14,16,11,15,10,73.4348266074432,73.93232661319215,76.00933126739318,1,0,4,0.6833333333333333,0,28,0
16185,156.5,255.5,199,0.8333333333333333,0.9305555555555556,1.9833333333333332,814,720.5,940.5,1051,21,24,33,417.3571428571428,379,602.1267605633802,13,6,10,16,12,53.86967133148022,73.1770901636755,63.113485537859425,0,1,1,0.5166666666666666,0,28,0
16187,80.5,277.5,156.5,0.9242424242424242,0.8611111111111112,2.6166666666666667,647.5,1364,1043.5,998,16,32,34,256.26666666666665,300.4583333333333,391.0833333333333,37,NA,12,20,12,63.328897054406845,75.57973338991597,71.71623306550883,3,1,3,0.7166666666666667,1,27,0.03571428571428571
16188,90.5,305.5,171.5,0.9848484848484848,0.9027777777777778,3.65,666.5,754.5,614,957,23,29,43,231.6153846153846,267.8333333333333,447.3888888888889,42,37,11,20,14,65.13029766367465,101.28111990014204,70.42243356300725,5,0,3,0.9166666666666669,0,28,0
16190,75.5,123.5,107.5,1,0.9305555555555556,2.583333333333333,1463.5,853,465,1068.5,25,25,51,NA,331.5,374.8611111111111,37,35,13,19,10,49.065951961049045,70.11945228431611,53.94716025233192,1,2,3,0.6833333333333333,1,27,0.03571428571428571
16191,174.5,99,130,0.9090909090909092,0.9166666666666669,2.7,692.5,NA,798,928.5,23,28,36,357.63157894736844,356.25,368.7,47,41,11,11,8,75.82004403859304,49.72218920452699,58.32300313800261,2,1,2,0.7000000000000001,1,27,0.03571428571428571
16192,208.5,210.5,221.5,0.9848484848484848,0.8194444444444444,3.066666666666667,1150,NA,778.5,1133.5,19,27,38,427.1363636363636,NA,443.9718309859155,22,22,12,13,12,60.95227975885249,91.95094861041186,53.685649257229,0,3,0,0.8,2,26,0.07142857142857142
16193,160.5,91.5,210.5,0.8787878787878788,0.8333333333333333,2.5,858.5,2221,705.5,1275,20,36,48,270,330.1666666666667,399.72222222222223,49,34,15,21,14,62.4449225402981,60.75593176539103,64.92908024139034,2,4,0,0.6666666666666667,0,28,0
16194,72.5,210.5,176.5,0.9242424242424242,0.9583333333333331,3.216666666666667,1027.5,912.5,676,1080.5,16,29,41,361.875,331.2083333333333,638.8550724637681,33,31,18,21,13,63.03477243126206,68.59066319853004,63.22568772779369,3,2,5,0.8166666666666667,0,28,0
16195,75.5,91.5,209.5,NA,0.875,3.45,1080.5,893,577.5,880,14,19,28,272.1666666666667,334.2083333333333,NA,36,28,14,20,14,75.85042380092641,48.31475095221405,69.3771555795714,3,2,1,0.8833333333333333,2,26,0.07142857142857142
16197,75.5,125.5,174.5,0.8181818181818181,0.8888888888888888,1.7666666666666668,2542.5,1027,588,899,23,38,43,321.57142857142856,382.875,367.5416666666667,36,36,12,25,12,53.937476116214725,70.90267777955964,57.16412851301489,2,2,1,0.5,0,28,0
16198,141.5,115,174.5,1,0.9027777777777778,2.466666666666667,2155.5,888,614.5,1251.5,30,35,47,NA,272.4761904761905,377.28985507246375,31,NA,15,19,6,63.4461539445427,61.469879610186176,65.03937705248941,3,3,2,0.6333333333333333,2,26,0.07142857142857142
16200,164,299,211.5,0.8939393939393939,0.9027777777777778,3.616666666666667,918.5,1128.5,825,1081,15,21,39,263.2173913043478,330.2916666666667,428.44444444444446,42,17,10,16,9,58.96120554114584,79.71063580848487,62.45929170721821,0,0,3,0.9166666666666669,0,28,0
16203,139.5,230.5,197.5,0.7575757575757575,0.625,1.6,501.5,938,896.5,974.5,18,31,32,394.66666666666663,268,353.90625,19,13,11,14,NA,68.91271846297639,83.09491070093982,105.5050585322169,1,1,2,0.43333333333333335,1,27,0.03571428571428571
16204,92.5,126.5,146,0.8484848484848485,0.9166666666666669,2.9,433,816.5,842.5,704.5,23,37,46,230,291.0833333333333,365.38028169014086,47,34,12,21,14,67.13053601192401,58.70387505785722,59.32124573064411,2,2,1,0.7666666666666666,0,28,0
16205,101,256.5,233,0.8787878787878788,0.8194444444444444,2.583333333333333,1662.5,1016.5,886,948,21,32,42,435.1666666666667,294.6,NA,16,28,10,13,8,61.70318666552686,73.09859270409486,94.07553174847784,2,0,4,0.6833333333333333,1,27,0.03571428571428571
16207,75.5,140.5,225.5,0.9545454545454546,0.8888888888888888,2.85,827.5,939,957.5,1162,19,18,35,296.2857142857143,355.7916666666667,469.27777777777777,41,38,8,13,10,62.234229253523694,58.221418733064056,84.68008214483932,4,0,5,0.7166666666666667,0,28,0
16208,201,196.5,263,0.9242424242424242,0.8888888888888888,2.533333333333333,666.5,894.5,821,955.5,21,31,34,314.6,295.5238095238095,331.1666666666667,32,25,10,17,8,66.06829423820551,89.65314367166812,93.71993134821906,0,3,3,0.6666666666666667,0,28,0
16209,149,165,244.5,0.9090909090909092,0.875,2.433333333333333,602.5,797.5,565,1054.5,14,28,45,270.22222222222223,298.09090909090907,441.02941176470586,37,26,8,14,6,58.299206075880775,56.39260489217379,74.36071514883923,1,2,1,0.6333333333333333,0,28,0
16210,123.5,164,132,0.9696969696969696,0.9166666666666666,2.7,646,973,617,1022,18,24,40,296.625,353.125,411.6478873239436,34,35,13,11,8,57.09988759288906,73.66352665718951,68.80623425490182,5,4,4,0.7,0,28,0
16211,91.5,215,168,0.803030303030303,0.8333333333333333,2.6500000000000004,2223,899,811,968.5,16,27,38,469.8235294117647,281.5217391304348,369.943661971831,43,35,12,9,10,65.2733172109118,80.46301901543352,71.70179330477421,2,2,3,0.6833333333333333,0,28,0
16212,75.5,127.5,304,0.5303030303030303,0.7916666666666667,2.5,833,1557.5,999,1127,21,34,37,293.42857142857144,306.125,NA,36,27,8,19,8,69.2038789498257,122.99592768441704,80.57901060669963,2,5,0,0.6666666666666667,1,27,0.03571428571428571
16215,141.5,138.5,140.5,0.9090909090909092,0.7638888888888887,1.7333333333333334,1016.5,772,524,720.5,16,18,30,289.8888888888889,309.375,392.3611111111111,35,29,10,16,8,54.49534757941651,74.22597935115641,65.18968503882337,1,2,2,0.4666666666666667,0,28,0
16216,127.5,124.5,176.5,0.9545454545454546,0.7222222222222222,2.2,1335,1554.5,686,965,12,23,26,363.3684210526315,347.6521739130435,460.2222222222223,27,18,6,11,3,74.06145617512621,74.20204053224504,92.65698773371886,4,3,3,0.6,0,28,0
16217,92.5,289.5,190.5,0.6515151515151516,0.7916666666666667,3.2666666666666666,827.5,1431,989.5,1166.5,19,27,40,336.09090909090907,294.59090909090907,464.28571428571433,26,27,13,18,10,62.11502356501422,49.62126060013087,68.09505246501222,3,0,1,0.8333333333333334,0,28,0
16218,157.5,208.5,227.5,NA,0.8472222222222222,1.4500000000000002,1746.5,695,907.5,890.5,22,33,30,300.77272727272725,458.125,NA,12,20,10,19,7,62.4424273838602,94.76046696429252,84.94828422580294,0,5,2,0.38333333333333336,2,26,0.07142857142857142
16220,149,109.5,194.5,0.9393939393939394,0.875,2.783333333333333,846.5,899.5,661,979.5,21,27,46,237,304.8333333333333,554.2222222222222,34,34,15,22,12,63.34270180802541,122.00016713161445,109.9025680686539,1,5,1,0.75,0,28,0
16221,93.5,234.5,106.5,0.7878787878787878,0.8055555555555556,3.066666666666667,1094,663.5,496,1356,22,27,40,283.8695652173913,330.125,429.0422535211268,29,23,12,19,12,63.918706681454275,92.29871477017949,79.11406613866403,3,0,8,0.8,0,28,0
16226,102.5,157.5,174.5,0.8636363636363635,0.9861111111111112,2.4000000000000004,524.5,957.5,780.5,791.5,19,29,33,401.25,283.9130434782609,636.4857142857143,25,16,7,20,7,55.80303507341026,72.56192940716763,104.88196675479826,4,2,7,0.6333333333333333,0,28,0
16227,144.5,181,NA,0.9090909090909092,0.5694444444444444,1.2333333333333334,1401.5,2077.5,2048,1062.5,14,24,32,504.8571428571428,378.4166666666667,425.38235294117646,25,27,10,15,5,58.77544718238528,76.682889318181,NA,3,2,NA,0.3333333333333333,3,25,0.10714285714285714
16230,123.5,140.5,172.5,0.9545454545454546,0.75,2.75,872.5,1053,770,1226.5,15,18,37,286.60869565217394,372.2916666666667,NA,34,36,12,13,9,64.75287172908337,68.82169053904796,65.75873320637953,2,4,1,0.7166666666666667,1,27,0.03571428571428571
16232,158.5,243.5,186,0.8939393939393939,0.5694444444444444,1.5333333333333332,1872.5,1257.5,911.5,1163.5,19,23,29,537.5833333333334,253.85,369.1126760563381,20,14,7,13,7,59.70624009584743,109.52481988212884,76.76098114895585,0,3,2,0.4,0,28,0
16233,260.5,232,173.5,0.9393939393939394,0.7361111111111112,2.5166666666666666,581.5,1505.5,630,1029.5,20,25,36,304.7391304347826,394.4583333333333,432.05555555555554,30,25,12,17,8,78.62992365262109,83.73132267654152,114.71997977190048,1,1,4,0.65,0,28,0
16236,58.5,188.5,139.5,0.8333333333333333,0.7638888888888888,1.5333333333333337,2620.5,3023,671.5,1932.5,21,32,43,388.33333333333337,333.60869565217394,453.6029411764706,21,20,12,10,7,67.0393362615038,75.25549566416777,63.56010167410602,3,1,2,0.43333333333333335,0,28,0
16238,110.5,197,101,0.9393939393939394,0.7361111111111112,1.6833333333333331,1564,859,777.5,891.5,19,22,38,286.5882352941176,336.3913043478261,636.1971830985917,25,17,6,11,4,61.20631312174788,69.16091576536233,138.43376683966392,1,1,7,0.48333333333333334,0,28,0
16240,123.5,149,126.5,0.9545454545454546,0.6805555555555556,3.5,683.5,665.5,643.5,1792.5,17,35,47,230.42105263157896,269.6666666666667,367.4117647058823,45,28,13,15,7,64.96675363610365,55.792866673358944,66.9385237172647,1,2,5,0.8666666666666667,0,28,0
16243,58.5,67,150,0.9696969696969696,0.9583333333333334,2.966666666666667,989.5,684,473.5,1377.5,25,36,45,306.9047619047619,325.4583333333333,335.6857142857143,40,28,5,20,10,51.99638131844144,51.53266195556901,52.653271705342256,5,6,0,0.7333333333333334,0,28,0
16244,67,143.5,190.5,1,0.9166666666666669,0.9833333333333336,771.5,756.5,588.5,869.5,23,32,42,294.25,281.75,368.9154929577465,44,35,13,13,9,48.170901247022094,78.13976385321021,62.7795309280509,2,2,2,0.31666666666666676,0,28,0
16245,65.5,208.5,145.5,0.9545454545454546,0.5555555555555556,2.1833333333333336,1180,1048.5,543.5,1039,22,35,42,269.22727272727275,290.6521739130435,380.2285714285714,30,31,5,10,8,65.56553959413058,72.90447213125947,79.60821619095847,3,0,3,0.5833333333333334,0,28,0
16247,88.5,71.5,122.5,0.9090909090909092,0.8888888888888888,3.3666666666666667,664.5,1593,688.5,1007.5,20,31,40,271.04347826086956,363.25,632.5416666666666,34,30,12,19,13,58.22017393036774,74.88980083765445,55.64878465916891,4,5,2,0.8666666666666667,0,28,0
16248,58.5,126.5,158.5,0.9848484848484848,0.6527777777777779,2.4333333333333336,1467.5,1297.5,762.5,1020.5,12,21,36,252.3,281.9583333333333,378.30555555555554,34,22,10,9,5,70.82030752154928,65.44593350824753,62.48970127915037,4,4,1,0.6333333333333333,0,28,0
16250,169,182,221.5,0.9393939393939394,0.5555555555555556,1.4833333333333336,903.5,3103,762.5,1462,21,26,36,548.1428571428571,285.2916666666667,407.6212121212121,31,NA,4,16,9,76.25098534417405,81.40882730466377,58.1325826290263,1,3,2,0.41666666666666674,1,27,0.03571428571428571
16251,122.5,169,125.5,0.7727272727272729,0.7083333333333333,2.55,2022,1465.5,1890.5,1012.5,19,24,32,382,439.45454545454544,628.169014084507,16,33,6,8,3,49.89371238403686,75.49172140042907,62.87969770107617,1,2,4,0.6833333333333333,0,28,0
16252,91.5,151,204.5,0.9545454545454546,0.5277777777777779,2.166666666666667,785.5,1148,1101,802,23,37,40,295.6363636363636,337.125,NA,38,33,5,18,10,68.81654097712806,51.94428531220489,56.22523095323559,1,1,3,0.5666666666666667,1,27,0.03571428571428571
16254,228.5,124.5,164,0.9545454545454546,0.7361111111111112,2.916666666666667,730.5,740.5,902,751.5,28,32,41,284.6521739130435,337.2083333333333,389.3521126760563,29,31,12,19,13,83.35924774370964,80.24509220316862,63.57827308531302,0,6,3,0.75,0,28,0
16256,58.5,158.5,101,1,0.875,2.716666666666667,750.5,675,689,879,25,39,51,NA,318.3478260869565,354.30985915492954,47,35,15,20,13,79.91717509951492,71.02958316361685,71.1765578938531,2,1,3,0.7166666666666667,1,27,0.03571428571428571
16259,156.5,264,281,0.9696969696969696,0.7361111111111112,2.2,1433.5,1304.5,640.5,1826.5,19,22,33,450.2142857142857,305.7826086956522,617.2142857142857,29,26,13,13,7,56.0696122551219,108.29824036081207,77.30679417445737,2,2,4,0.5666666666666667,0,28,0
16264,NA,171.5,131,0.9242424242424242,0.9166666666666669,3.1,488.5,1179.5,770.5,845.5,24,32,49,454.21428571428567,277.05555555555554,297.030303030303,39,27,12,14,8,NA,80.6434231796224,70.02946441694971,NA,1,5,0.8,3,25,0.10714285714285714
16265,NA,74.5,131,0.8484848484848485,0.7222222222222222,2.7833333333333337,1205.5,1831.5,2051.5,834.5,20,28,40,346.17391304347825,355.1666666666667,444.3802816901408,20,25,8,8,6,NA,82.49967762670735,73.74173832797274,NA,8,3,0.7166666666666668,3,25,0.10714285714285714
16267,81,166,142.5,0.9696969696969696,0.8194444444444444,2.55,1067.5,1065,756.5,1437.5,20,31,39,421.8888888888889,303.5833333333333,444.7083333333333,30,33,11,7,6,72.83769178091542,100.90818100088708,68.23362817690699,4,5,4,0.6833333333333333,0,28,0
16268,75.5,152,159.5,1,0.7083333333333334,2.45,818,1247,650,1328.5,22,33,37,326.95238095238096,299.9130434782609,432.3611111111111,37,33,8,20,6,58.55116874753336,60.352099271896286,73.9986582205361,3,1,1,0.65,0,28,0
16271,140.5,205.5,173.5,0.9393939393939394,0.75,2.416666666666667,760.5,930,870,886.5,16,18,40,394.60869565217394,391.75,401.0138888888889,40,29,11,14,9,61.40020661480241,71.40702182529003,57.390969710010296,0,1,1,0.65,0,28,0
16272,75.5,126.5,139.5,0.8939393939393939,0.9583333333333334,2.8833333333333333,1098.5,821.5,1821,1070,23,26,39,322.85714285714283,274.3181818181818,453.47222222222223,34,40,13,21,9,61.85240023550919,56.58983631773541,62.72986099931123,6,1,2,0.75,0,28,0
16274,122.5,183,88.5,0.8484848484848484,0.8611111111111112,2.216666666666667,857.5,838.5,1023.5,822.5,20,35,37,331.72727272727275,301.4583333333333,382.22222222222223,38,30,12,19,14,65.05969708196591,66.09079291248834,62.26936168177187,2,0,5,0.6166666666666667,0,28,0
16277,135,211.5,182,0.8030303030303032,0.6388888888888888,1.45,1426.5,1186.5,756,2016.5,15,17,36,287.9473684210526,365.25,443.5,27,26,13,17,8,54.44964815678025,73.07578585772038,72.74900988821987,1,0,3,0.41666666666666663,0,28,0
16279,75.5,211.5,106.5,0.9393939393939394,0.875,2.716666666666667,1414.5,768.5,643.5,1452,22,30,42,246.06666666666663,316.0833333333333,453.81944444444446,28,23,14,25,12,63.59266149285372,68.91700219459173,65.1147922534716,5,1,6,0.7166666666666667,0,28,0
16280,174.5,149,221.5,0.7575757575757576,0.5555555555555556,1.4166666666666663,1063.5,2082.5,1875.5,1435,17,30,32,362,325.45454545454544,395.2,30,27,9,15,5,63.93888025138867,69.47316628262553,66.5706578176114,0,3,5,0.3833333333333333,0,28,0
16281,58.5,167,186,0.8333333333333333,0.9444444444444444,2.216666666666667,2657,1185.5,902.5,NA,25,30,53,488.75,333.95238095238096,470.2638888888889,38,15,12,17,13,47.466374809844616,73.37690517298994,76.20348831389329,3,2,1,0.5833333333333334,1,27,0.03571428571428571
16283,67,152,100,0.9393939393939394,0.9583333333333331,2.7833333333333337,583,681.5,758.5,815.5,25,38,48,308.7083333333333,328.4583333333333,299.05555555555554,46,29,12,11,10,44.675901448239024,59.709131695255955,59.615608973936816,1,0,2,0.7166666666666668,0,28,0
16284,160.5,130,159.5,0.7272727272727272,0.7638888888888888,1.7000000000000002,1209.5,1848.5,1037.5,825.5,13,31,33,425.3888888888889,280.4782608695652,372.17391304347825,25,30,9,11,7,84.72456154969015,61.864467367747025,85.2555503486326,3,2,3,0.4666666666666667,0,28,0
16285,72.5,139.5,108.5,1,0.9166666666666669,3.216666666666667,668,784,1103.5,741,33,37,43,268.84615384615387,306.2083333333333,354.0833333333333,40,29,12,21,14,49.01751025966882,64.18048230194783,56.88059846968475,1,0,2,0.8166666666666667,0,28,0
16286,149,94.5,208.5,0.8787878787878787,0.8333333333333333,1.9166666666666667,832.5,808.5,542.5,770.5,24,38,43,298.35,285.5,329.3768115942029,25,NA,9,14,NA,56.58273535024894,74.44542005641374,76.49447205726143,0,5,1,0.48333333333333334,2,26,0.07142857142857142
16287,105.5,304,172.5,0.9242424242424242,0.5972222222222222,1.0833333333333337,1083.5,968,913.5,993,15,30,35,281.55,388.7916666666667,460.95833333333337,19,19,8,8,5,68.34077108803942,54.22667161917295,67.94031590169931,2,0,5,0.2833333333333333,0,28,0
16292,140.5,NA,258.5,NA,0.8333333333333333,2.6333333333333333,1415.5,2131.5,976.5,946.5,20,28,27,339.53333333333336,392.7083333333333,436.6060606060606,43,41,11,19,8,55.99905014392009,NA,91.07299698671302,1,NA,2,0.6666666666666667,4,24,0.14285714285714285
16293,202,NA,323.5,0.6363636363636364,0.625,1.3166666666666669,1487.5,2698,1381.5,978,20,21,27,404.22727272727275,NA,397.2428571428571,32,28,12,15,8,72.4270236780806,NA,90.47483095016528,2,NA,2,0.35000000000000003,4,24,0.14285714285714285
16294,NA,213.5,144.5,1,0.8333333333333334,2.366666666666667,598,1136.5,2312.5,1196,24,32,43,309.5833333333333,379.375,394.69444444444446,35,35,14,20,13,NA,124.7852552550903,57.336570088413445,NA,3,1,0.6333333333333334,3,25,0.10714285714285714
16295,58.5,90.5,122.5,0.9242424242424242,0.8055555555555556,2.1166666666666667,617,771,813,788,21,28,36,303.70833333333337,366.125,412.225352112676,42,40,8,12,8,51.318761171982246,62.9650218107737,70.02000727249118,1,4,7,0.5833333333333334,0,28,0
16296,153,156.5,140.5,0.9848484848484848,0.8333333333333333,2.8,602.5,843.5,1286.5,1048.5,22,34,42,335.1,295.4583333333333,314.01428571428573,25,33,11,11,6,67.97589985423447,56.44984201147571,58.8918801372421,2,1,0,0.7333333333333334,0,28,0
16298,75.5,181,168,0.9848484848484848,0.7361111111111112,1.8833333333333335,654,1276.5,826.5,802.5,24,34,32,378.7916666666667,404.04166666666663,454.29166666666663,29,17,12,17,8,62.74262127790564,82.99396500318777,72.22980649848448,4,3,2,0.5166666666666667,0,28,0
16299,280,251,379,0.9242424242424242,0.5833333333333333,2.3,1269.5,875.5,830.5,1122.5,24,32,39,396.66666666666663,298.17391304347825,509.8840579710145,30,22,10,12,4,87.91137340792763,78.82429513510478,98.21899832112764,0,3,1,0.6333333333333333,0,28,0
16300,106.5,221,174.5,0.8030303030303031,0.6388888888888888,2.8166666666666664,763,1640.5,870,942.5,22,32,38,403.2173913043478,336.1304347826087,408.6111111111111,43,32,7,21,11,58.5350716231652,67.77931440338496,56.16818715453573,3,0,2,0.7166666666666667,0,28,0
16301,83.5,151,133,1,0.9444444444444444,2.6500000000000004,603,951.5,675.5,925.5,28,35,47,254.6,251.6818181818182,297.14084507042253,25,20,13,16,10,53.52892437440576,64.11546266846625,71.05854892893973,1,2,4,0.6833333333333333,0,28,0
16304,123.5,149,140.5,0.8030303030303032,0.7083333333333333,2.333333333333333,966.5,802.5,981,894.5,22,32,39,578.3636363636364,381,422.77777777777777,46,38,6,18,10,83.83602018310414,88.73604175521342,54.665224693402145,4,5,1,0.6,0,28,0
16305,58.5,157.5,143.5,0.9696969696969696,0.9027777777777778,2.533333333333333,871.5,2100.5,1657,1139.5,23,34,42,322.8181818181818,406.5833333333333,477.71428571428567,36,33,10,16,9,48.325245410361134,113.56429584504166,82.66298911546534,0,5,3,0.6666666666666666,0,28,0
16307,84,132,124.5,0.9393939393939394,0.9583333333333334,2.4333333333333336,1400.5,2381.5,1933,1210,23,34,33,441.7826086956522,363.60869565217394,553.0555555555555,39,41,12,17,2,49.90485628524607,57.93460485509773,65.68977974632408,2,1,3,0.6666666666666667,0,28,0
16309,134,172.5,207.5,0.696969696969697,0.6666666666666667,1.9333333333333331,657,1963.5,1904,971.5,21,33,35,333.95652173913044,350.75,516.1666666666667,41,37,10,8,11,70.50116630492444,73.72442458332141,58.98232696000575,3,1,0,0.5333333333333333,0,28,0
16310,127.5,85,168,0.9393939393939394,0.6944444444444444,2.083333333333333,590.5,2902.5,617.5,1041,32,23,47,295.2,345.09090909090907,369.47887323943667,46,43,13,20,8,67.06660180756278,99.94069163244583,88.94199839229039,5,8,7,0.5166666666666666,0,28,0
16311,109.5,148,146,0.7727272727272728,0.9027777777777778,1.95,646,771.5,1129,877,19,34,38,353.0952380952381,389.45833333333337,573.9577464788733,25,21,10,21,13,65.9622716148841,77.35381717740175,68.08847758719419,3,4,2,0.55,0,28,0
16312,199,247,204.5,0.7727272727272729,0.8472222222222222,1.6166666666666667,1695.5,2510,926.5,1696.5,14,23,33,414.36363636363626,371.2083333333333,393.3181818181818,31,35,7,13,5,78.22591567363544,82.1330869481429,61.97597338159155,1,2,3,0.4166666666666667,0,28,0
16313,109.5,NA,297,0.9242424242424242,0.9166666666666666,3.1833333333333336,NA,1791.5,798.5,928.5,28,37,37,408.6190476190476,462.7916666666667,434.40845070422534,29,13,12,23,12,58.85610231863679,NA,88.13802843686481,1,NA,2,0.7833333333333333,4,24,0.14285714285714285
16314,75.5,217,236,0.8484848484848484,0.5277777777777778,2.066666666666667,1247.5,1913.5,849,1916.5,11,15,30,379.05,332.5416666666667,312.890625,26,19,9,9,3,56.94117905646515,80.91803707087966,61.12234852622813,5,1,0,0.5333333333333334,0,28,0
