Subject,TrialProc,Trial,Accuracy,RT,Target,FixationDuration,SessionDate,SessionTime
12064,real,42,1,352,O,2000,03-04-2015,14:53:37
12064,real,43,1,387,Q,1000,03-04-2015,14:53:37
12064,real,44,1,365,O,2000,03-04-2015,14:53:37
12064,real,45,1,856,O,2000,03-04-2015,14:53:37
12064,real,46,1,391,O,1000,03-04-2015,14:53:37
12064,real,47,1,353,Q,2000,03-04-2015,14:53:37
12064,real,48,1,499,Q,1000,03-04-2015,14:53:37
12065,practice,1,1,784,O,1000,03-04-2015,14:50:40
12065,practice,2,0,1297,O,2000,03-04-2015,14:50:40
12065,practice,3,1,678,O,1000,03-04-2015,14:50:40
12065,practice,4,1,389,O,1000,03-04-2015,14:50:40
12065,practice,5,1,838,O,2000,03-04-2015,14:50:40
12065,practice,6,0,694,O,2000,03-04-2015,14:50:40
12065,practice,7,1,603,Q,2000,03-04-2015,14:50:40
12065,practice,8,1,548,Q,1000,03-04-2015,14:50:40
12065,practice,9,1,735,Q,2000,03-04-2015,14:50:40
12065,practice,10,1,379,O,2000,03-04-2015,14:50:40
12065,practice,11,1,628,Q,1000,03-04-2015,14:50:40
12065,practice,12,0,581,Q,2000,03-04-2015,14:50:40
12065,practice,13,1,366,Q,1000,03-04-2015,14:50:40
12065,practice,14,1,256,O,1000,03-04-2015,14:50:40
12065,practice,15,1,943,Q,2000,03-04-2015,14:50:40
12065,practice,16,0,618,Q,1000,03-04-2015,14:50:40
12065,real,1,0,670,Q,1000,03-04-2015,14:50:40
12065,real,2,1,429,O,1000,03-04-2015,14:50:40
12065,real,3,1,365,O,1000,03-04-2015,14:50:40
12065,real,4,1,623,Q,2000,03-04-2015,14:50:40
12065,real,5,1,744,Q,1000,03-04-2015,14:50:40
12065,real,6,1,364,O,2000,03-04-2015,14:50:40
12065,real,7,0,686,Q,2000,03-04-2015,14:50:40
12065,real,8,1,420,Q,1000,03-04-2015,14:50:40
12065,real,9,0,1203,O,2000,03-04-2015,14:50:40
12065,real,10,1,1253,O,2000,03-04-2015,14:50:40
12065,real,11,1,1147,O,2000,03-04-2015,14:50:40
12065,real,12,1,639,Q,2000,03-04-2015,14:50:40
12065,real,13,1,454,Q,1000,03-04-2015,14:50:40
12065,real,14,1,509,Q,1000,03-04-2015,14:50:40
12065,real,15,0,665,O,2000,03-04-2015,14:50:40
12065,real,16,0,753,O,1000,03-04-2015,14:50:40
12065,real,17,1,556,O,1000,03-04-2015,14:50:40
12065,real,18,1,335,Q,1000,03-04-2015,14:50:40
12065,real,19,1,1059,O,1000,03-04-2015,14:50:40
12065,real,20,1,425,Q,2000,03-04-2015,14:50:40
12065,real,21,0,614,O,2000,03-04-2015,14:50:40
12065,real,22,1,288,O,2000,03-04-2015,14:50:40
12065,real,23,1,436,Q,1000,03-04-2015,14:50:40
12065,real,24,1,533,Q,2000,03-04-2015,14:50:40
12065,real,25,1,377,Q,2000,03-04-2015,14:50:40
12065,real,26,1,498,O,2000,03-04-2015,14:50:40
12065,real,27,0,495,O,1000,03-04-2015,14:50:40
12065,real,28,1,460,Q,2000,03-04-2015,14:50:40
12065,real,29,1,348,O,1000,03-04-2015,14:50:40
12065,real,30,0,791,O,1000,03-04-2015,14:50:40
12065,real,31,1,577,Q,2000,03-04-2015,14:50:40
12065,real,32,1,571,O,2000,03-04-2015,14:50:40
12065,real,33,0,533,O,2000,03-04-2015,14:50:40
12065,real,34,1,664,Q,2000,03-04-2015,14:50:40
12065,real,35,1,408,O,2000,03-04-2015,14:50:40
12065,real,36,1,666,Q,2000,03-04-2015,14:50:40
12065,real,37,1,336,Q,1000,03-04-2015,14:50:40
12065,real,38,0,516,Q,1000,03-04-2015,14:50:40
12065,real,39,1,480,Q,2000,03-04-2015,14:50:40
12065,real,40,1,374,O,1000,03-04-2015,14:50:40
12065,real,41,1,722,O,1000,03-04-2015,14:50:40
12065,real,42,1,503,O,2000,03-04-2015,14:50:40
12065,real,43,1,692,Q,2000,03-04-2015,14:50:40
12065,real,44,1,458,O,1000,03-04-2015,14:50:40
12065,real,45,1,416,Q,1000,03-04-2015,14:50:40
12065,real,46,0,632,Q,1000,03-04-2015,14:50:40
12065,real,47,1,384,O,1000,03-04-2015,14:50:40
12065,real,48,1,401,Q,1000,03-04-2015,14:50:40
12068,practice,1,1,2756,Q,2000,03-06-2015,15:49:55
12068,practice,2,1,1335,O,1000,03-06-2015,15:49:55
12068,practice,3,1,1194,O,2000,03-06-2015,15:49:55
12068,practice,4,1,971,O,1000,03-06-2015,15:49:55
12068,practice,5,1,870,O,1000,03-06-2015,15:49:55
12068,practice,6,1,883,Q,1000,03-06-2015,15:49:55
12068,practice,7,0,961,Q,1000,03-06-2015,15:49:55
12068,practice,8,1,1155,Q,2000,03-06-2015,15:49:55
12068,practice,9,0,918,Q,1000,03-06-2015,15:49:55
12068,practice,10,1,986,Q,2000,03-06-2015,15:49:55
12068,practice,11,1,1028,Q,1000,03-06-2015,15:49:55
12068,practice,12,1,965,O,2000,03-06-2015,15:49:55
12068,practice,13,1,886,O,2000,03-06-2015,15:49:55
12068,practice,14,1,877,O,2000,03-06-2015,15:49:55
12068,practice,15,1,1147,O,1000,03-06-2015,15:49:55
12068,practice,16,1,1029,Q,2000,03-06-2015,15:49:55
12068,real,1,1,868,Q,2000,03-06-2015,15:49:55
12068,real,2,1,1259,O,2000,03-06-2015,15:49:55
12068,real,3,1,490,O,1000,03-06-2015,15:49:55
12068,real,4,1,367,O,2000,03-06-2015,15:49:55
12068,real,5,1,481,Q,1000,03-06-2015,15:49:55
12068,real,6,1,407,Q,2000,03-06-2015,15:49:55
12068,real,7,1,415,O,2000,03-06-2015,15:49:55
12068,real,8,1,392,Q,2000,03-06-2015,15:49:55
12068,real,9,1,377,O,1000,03-06-2015,15:49:55
12068,real,10,1,403,O,2000,03-06-2015,15:49:55
12068,real,11,1,540,Q,2000,03-06-2015,15:49:55
12068,real,12,1,495,O,2000,03-06-2015,15:49:55
12068,real,13,1,708,Q,2000,03-06-2015,15:49:55
12068,real,14,1,441,Q,1000,03-06-2015,15:49:55
12068,real,15,1,351,O,2000,03-06-2015,15:49:55
12068,real,16,1,410,Q,2000,03-06-2015,15:49:55
12068,real,17,1,426,O,1000,03-06-2015,15:49:55
12068,real,18,1,459,O,1000,03-06-2015,15:49:55
12068,real,19,0,393,Q,1000,03-06-2015,15:49:55
12068,real,20,1,442,O,1000,03-06-2015,15:49:55
12068,real,21,1,535,Q,2000,03-06-2015,15:49:55
12068,real,22,1,387,O,1000,03-06-2015,15:49:55
12068,real,23,1,404,Q,1000,03-06-2015,15:49:55
12068,real,24,1,413,O,2000,03-06-2015,15:49:55
12068,real,25,1,373,Q,2000,03-06-2015,15:49:55
12068,real,26,1,409,O,1000,03-06-2015,15:49:55
12068,real,27,1,417,Q,2000,03-06-2015,15:49:55
12068,real,28,1,546,Q,1000,03-06-2015,15:49:55
12068,real,29,1,509,Q,1000,03-06-2015,15:49:55
12068,real,30,1,434,O,2000,03-06-2015,15:49:55
12068,real,31,1,363,O,2000,03-06-2015,15:49:55
12068,real,32,1,461,O,1000,03-06-2015,15:49:55
12068,real,33,1,389,O,2000,03-06-2015,15:49:55
12068,real,34,1,439,O,1000,03-06-2015,15:49:55
12068,real,35,1,373,O,1000,03-06-2015,15:49:55
12068,real,36,1,376,O,1000,03-06-2015,15:49:55
12068,real,37,1,458,Q,1000,03-06-2015,15:49:55
12068,real,38,1,448,O,2000,03-06-2015,15:49:55
12068,real,39,1,384,Q,1000,03-06-2015,15:49:55
12068,real,40,1,417,Q,1000,03-06-2015,15:49:55
12068,real,41,1,470,Q,1000,03-06-2015,15:49:55
12068,real,42,1,419,Q,1000,03-06-2015,15:49:55
12068,real,43,1,428,O,2000,03-06-2015,15:49:55
12068,real,44,1,323,Q,2000,03-06-2015,15:49:55
12068,real,45,1,320,Q,2000,03-06-2015,15:49:55
12068,real,46,1,588,Q,2000,03-06-2015,15:49:55
12068,real,47,0,805,Q,1000,03-06-2015,15:49:55
12068,real,48,1,710,O,1000,03-06-2015,15:49:55
12069,practice,1,1,318,O,1000,03-04-2015,15:21:19
12069,practice,2,1,298,O,2000,03-04-2015,15:21:19
12069,practice,3,1,431,Q,1000,03-04-2015,15:21:19
12069,practice,4,1,344,O,2000,03-04-2015,15:21:19
12069,practice,5,1,363,Q,1000,03-04-2015,15:21:19
12069,practice,6,1,310,Q,2000,03-04-2015,15:21:19
12069,practice,7,1,451,Q,2000,03-04-2015,15:21:19
12069,practice,8,0,794,Q,2000,03-04-2015,15:21:19
12069,practice,9,1,475,O,1000,03-04-2015,15:21:19
12069,practice,10,1,345,O,1000,03-04-2015,15:21:19
12069,practice,11,0,845,Q,1000,03-04-2015,15:21:19
12069,practice,12,1,325,Q,2000,03-04-2015,15:21:19
12069,practice,13,1,352,O,2000,03-04-2015,15:21:19
12069,practice,14,1,627,O,1000,03-04-2015,15:21:19
12069,practice,15,1,379,Q,1000,03-04-2015,15:21:19
12069,practice,16,1,565,O,2000,03-04-2015,15:21:19
12069,real,1,1,386,Q,2000,03-04-2015,15:21:19
12069,real,2,1,348,Q,2000,03-04-2015,15:21:19
12069,real,3,1,391,Q,2000,03-04-2015,15:21:19
12069,real,4,1,321,O,2000,03-04-2015,15:21:19
12069,real,5,1,349,O,2000,03-04-2015,15:21:19
12069,real,6,1,385,O,1000,03-04-2015,15:21:19
12069,real,7,1,275,Q,1000,03-04-2015,15:21:19
12069,real,8,1,337,O,2000,03-04-2015,15:21:19
12069,real,9,1,372,Q,1000,03-04-2015,15:21:19
12069,real,10,1,399,O,2000,03-04-2015,15:21:19
12069,real,11,1,256,Q,1000,03-04-2015,15:21:19
12069,real,12,1,375,O,1000,03-04-2015,15:21:19
12069,real,13,1,361,O,1000,03-04-2015,15:21:19
12069,real,14,1,468,O,2000,03-04-2015,15:21:19
12069,real,15,1,307,O,1000,03-04-2015,15:21:19
12069,real,16,1,287,O,2000,03-04-2015,15:21:19
12069,real,17,1,349,Q,2000,03-04-2015,15:21:19
12069,real,18,1,392,O,2000,03-04-2015,15:21:19
12069,real,19,1,234,Q,1000,03-04-2015,15:21:19
12069,real,20,1,298,Q,2000,03-04-2015,15:21:19
12069,real,21,1,355,Q,2000,03-04-2015,15:21:19
12069,real,22,1,245,O,1000,03-04-2015,15:21:19
12069,real,23,1,333,Q,1000,03-04-2015,15:21:19
12069,real,24,1,322,Q,1000,03-04-2015,15:21:19
12069,real,25,1,253,O,2000,03-04-2015,15:21:19
12069,real,26,1,341,Q,1000,03-04-2015,15:21:19
12069,real,27,1,352,O,2000,03-04-2015,15:21:19
12069,real,28,1,355,Q,1000,03-04-2015,15:21:19
12069,real,29,1,262,Q,1000,03-04-2015,15:21:19
12069,real,30,1,261,Q,2000,03-04-2015,15:21:19
12069,real,31,1,251,O,1000,03-04-2015,15:21:19
12069,real,32,1,339,O,1000,03-04-2015,15:21:19
12069,real,33,1,318,Q,2000,03-04-2015,15:21:19
12069,real,34,1,323,Q,1000,03-04-2015,15:21:19
12069,real,35,1,285,Q,2000,03-04-2015,15:21:19
12069,real,36,1,411,O,2000,03-04-2015,15:21:19
12069,real,37,1,508,O,1000,03-04-2015,15:21:19
12069,real,38,1,321,O,2000,03-04-2015,15:21:19
12069,real,39,1,260,Q,1000,03-04-2015,15:21:19
12069,real,40,1,283,O,1000,03-04-2015,15:21:19
12069,real,41,1,304,Q,2000,03-04-2015,15:21:19
12069,real,42,1,245,O,1000,03-04-2015,15:21:19
12069,real,43,1,310,Q,2000,03-04-2015,15:21:19
12069,real,44,1,362,O,1000,03-04-2015,15:21:19
12069,real,45,1,285,Q,1000,03-04-2015,15:21:19
12069,real,46,1,291,O,1000,03-04-2015,15:21:19
12069,real,47,1,304,O,2000,03-04-2015,15:21:19
12069,real,48,1,1356,Q,2000,03-04-2015,15:21:19
12070,practice,1,1,2085,Q,1000,03-04-2015,15:32:16
12070,practice,2,1,1019,O,2000,03-04-2015,15:32:16
12070,practice,3,1,843,Q,2000,03-04-2015,15:32:16
12070,practice,4,1,545,O,2000,03-04-2015,15:32:16
12070,practice,5,0,1117,O,1000,03-04-2015,15:32:16
12070,practice,6,0,745,O,2000,03-04-2015,15:32:16
12070,practice,7,1,829,O,1000,03-04-2015,15:32:16
12070,practice,8,1,677,Q,2000,03-04-2015,15:32:16
12070,practice,9,1,747,O,1000,03-04-2015,15:32:16
12070,practice,10,1,558,O,1000,03-04-2015,15:32:16
12070,practice,11,1,666,Q,1000,03-04-2015,15:32:16
12070,practice,12,0,671,Q,1000,03-04-2015,15:32:16
12070,practice,13,1,718,Q,2000,03-04-2015,15:32:16
12070,practice,14,0,553,O,2000,03-04-2015,15:32:16
12070,practice,15,1,588,Q,2000,03-04-2015,15:32:16
12070,practice,16,1,550,Q,1000,03-04-2015,15:32:16
12070,real,1,1,561,Q,2000,03-04-2015,15:32:16
12070,real,2,1,565,Q,2000,03-04-2015,15:32:16
12070,real,3,1,416,Q,1000,03-04-2015,15:32:16
12070,real,4,1,760,Q,2000,03-04-2015,15:32:16
12070,real,5,1,867,O,2000,03-04-2015,15:32:16
12070,real,6,0,537,O,2000,03-04-2015,15:32:16
12070,real,7,0,573,O,2000,03-04-2015,15:32:16
12070,real,8,1,783,Q,2000,03-04-2015,15:32:16
12070,real,9,0,640,O,1000,03-04-2015,15:32:16
12070,real,10,1,928,O,2000,03-04-2015,15:32:16
12070,real,11,1,603,Q,1000,03-04-2015,15:32:16
12070,real,12,1,612,Q,1000,03-04-2015,15:32:16
12070,real,13,0,509,O,1000,03-04-2015,15:32:16
12070,real,14,1,617,O,1000,03-04-2015,15:32:16
12070,real,15,1,466,Q,1000,03-04-2015,15:32:16
12070,real,16,1,513,Q,1000,03-04-2015,15:32:16
12070,real,17,1,517,Q,2000,03-04-2015,15:32:16
12070,real,18,1,617,O,2000,03-04-2015,15:32:16
12070,real,19,1,441,O,2000,03-04-2015,15:32:16
12070,real,20,1,498,O,2000,03-04-2015,15:32:16
12070,real,21,0,453,O,2000,03-04-2015,15:32:16
12070,real,22,1,701,O,2000,03-04-2015,15:32:16
12070,real,23,1,514,Q,1000,03-04-2015,15:32:16
12070,real,24,0,662,Q,2000,03-04-2015,15:32:16
12070,real,25,0,541,O,1000,03-04-2015,15:32:16
12070,real,26,1,600,O,1000,03-04-2015,15:32:16
12070,real,27,1,897,Q,1000,03-04-2015,15:32:16
12070,real,28,1,366,O,1000,03-04-2015,15:32:16
12070,real,29,0,416,O,1000,03-04-2015,15:32:16
12070,real,30,0,648,Q,2000,03-04-2015,15:32:16
12070,real,31,1,520,Q,2000,03-04-2015,15:32:16
12070,real,32,1,515,Q,1000,03-04-2015,15:32:16
12070,real,33,1,696,O,2000,03-04-2015,15:32:16
12070,real,34,0,606,O,1000,03-04-2015,15:32:16
12070,real,35,1,510,Q,2000,03-04-2015,15:32:16
12070,real,36,1,484,Q,2000,03-04-2015,15:32:16
12070,real,37,0,688,Q,1000,03-04-2015,15:32:16
12070,real,38,1,461,O,2000,03-04-2015,15:32:16
12070,real,39,0,381,O,1000,03-04-2015,15:32:16
12070,real,40,0,389,Q,2000,03-04-2015,15:32:16
12070,real,41,1,367,O,2000,03-04-2015,15:32:16
12070,real,42,0,400,Q,1000,03-04-2015,15:32:16
12070,real,43,1,482,Q,1000,03-04-2015,15:32:16
12070,real,44,1,553,Q,2000,03-04-2015,15:32:16
12070,real,45,1,498,O,1000,03-04-2015,15:32:16
12070,real,46,1,496,Q,1000,03-04-2015,15:32:16
12070,real,47,1,494,O,1000,03-04-2015,15:32:16
12070,real,48,0,491,O,1000,03-04-2015,15:32:16
12071,practice,1,1,513,O,2000,03-04-2015,16:42:52
12071,practice,2,1,351,Q,1000,03-04-2015,16:42:52
12071,practice,3,1,456,Q,2000,03-04-2015,16:42:52
12071,practice,4,1,328,O,1000,03-04-2015,16:42:52
12071,practice,5,0,332,O,1000,03-04-2015,16:42:52
12071,practice,6,1,431,Q,1000,03-04-2015,16:42:52
12071,practice,7,1,687,O,1000,03-04-2015,16:42:52
12071,practice,8,1,397,O,2000,03-04-2015,16:42:52
12071,practice,9,0,870,O,2000,03-04-2015,16:42:52
12071,practice,10,1,796,O,2000,03-04-2015,16:42:52
12071,practice,11,1,477,Q,1000,03-04-2015,16:42:52
12071,practice,12,1,755,Q,2000,03-04-2015,16:42:52
12071,practice,13,0,1086,Q,2000,03-04-2015,16:42:52
12071,practice,14,1,323,O,1000,03-04-2015,16:42:52
12071,practice,15,1,368,Q,2000,03-04-2015,16:42:52
12071,practice,16,1,353,Q,1000,03-04-2015,16:42:52
12071,real,1,0,341,O,1000,03-04-2015,16:42:52
12071,real,2,1,1482,O,1000,03-04-2015,16:42:52
12071,real,3,1,376,O,2000,03-04-2015,16:42:52
12071,real,4,1,448,Q,2000,03-04-2015,16:42:52
12071,real,5,1,712,Q,2000,03-04-2015,16:42:52
12071,real,6,1,422,O,2000,03-04-2015,16:42:52
12071,real,7,1,782,Q,2000,03-04-2015,16:42:52
12071,real,8,1,496,Q,1000,03-04-2015,16:42:52
12071,real,9,1,478,Q,1000,03-04-2015,16:42:52
12071,real,10,1,355,O,2000,03-04-2015,16:42:52
12071,real,11,1,342,O,1000,03-04-2015,16:42:52
12071,real,12,1,538,O,1000,03-04-2015,16:42:52
12071,real,13,0,582,O,1000,03-04-2015,16:42:52
12071,real,14,0,1191,O,2000,03-04-2015,16:42:52
12071,real,15,1,457,Q,1000,03-04-2015,16:42:52
12071,real,16,1,392,O,1000,03-04-2015,16:42:52
12071,real,17,1,504,O,1000,03-04-2015,16:42:52
12071,real,18,1,366,Q,2000,03-04-2015,16:42:52
12071,real,19,0,960,O,1000,03-04-2015,16:42:52
12071,real,20,1,379,O,1000,03-04-2015,16:42:52
12071,real,21,1,1386,Q,2000,03-04-2015,16:42:52
12071,real,22,1,324,Q,1000,03-04-2015,16:42:52
12071,real,23,0,559,Q,2000,03-04-2015,16:42:52
12071,real,24,1,355,Q,2000,03-04-2015,16:42:52
12071,real,25,0,1102,Q,2000,03-04-2015,16:42:52
12071,real,26,1,2426,O,2000,03-04-2015,16:42:52
12071,real,27,1,716,Q,1000,03-04-2015,16:42:52
12071,real,28,1,481,Q,1000,03-04-2015,16:42:52
12071,real,29,1,399,O,1000,03-04-2015,16:42:52
12071,real,30,1,416,Q,1000,03-04-2015,16:42:52
12071,real,31,1,889,O,2000,03-04-2015,16:42:52
12071,real,32,1,718,O,2000,03-04-2015,16:42:52
12071,real,33,1,338,Q,1000,03-04-2015,16:42:52
12071,real,34,1,542,O,2000,03-04-2015,16:42:52
12071,real,35,1,553,Q,1000,03-04-2015,16:42:52
12071,real,36,1,1356,O,2000,03-04-2015,16:42:52
12071,real,37,0,800,Q,2000,03-04-2015,16:42:52
12071,real,38,1,353,O,1000,03-04-2015,16:42:52
12071,real,39,1,627,O,1000,03-04-2015,16:42:52
12071,real,40,0,652,Q,1000,03-04-2015,16:42:52
12071,real,41,0,599,Q,1000,03-04-2015,16:42:52
12071,real,42,1,343,O,2000,03-04-2015,16:42:52
12071,real,43,1,452,O,2000,03-04-2015,16:42:52
12071,real,44,1,443,Q,2000,03-04-2015,16:42:52
12071,real,45,1,443,Q,1000,03-04-2015,16:42:52
12071,real,46,1,354,O,2000,03-04-2015,16:42:52
12071,real,47,1,366,Q,2000,03-04-2015,16:42:52
12071,real,48,0,792,Q,2000,03-04-2015,16:42:52
12072,practice,1,1,586,Q,1000,03-05-2015,09:53:44
12072,practice,2,1,540,Q,1000,03-05-2015,09:53:44
12072,practice,3,1,464,Q,2000,03-05-2015,09:53:44
12072,practice,4,1,446,Q,1000,03-05-2015,09:53:44
12072,practice,5,1,389,Q,2000,03-05-2015,09:53:44
12072,practice,6,1,311,O,1000,03-05-2015,09:53:44
12072,practice,7,1,387,Q,2000,03-05-2015,09:53:44
12072,practice,8,1,1109,Q,2000,03-05-2015,09:53:44
12072,practice,9,1,434,O,1000,03-05-2015,09:53:44
12072,practice,10,1,322,O,1000,03-05-2015,09:53:44
12072,practice,11,1,334,O,2000,03-05-2015,09:53:44
12072,practice,12,1,314,O,2000,03-05-2015,09:53:44
12072,practice,13,1,264,O,1000,03-05-2015,09:53:44
12072,practice,14,1,310,O,2000,03-05-2015,09:53:44
12072,practice,15,1,300,O,2000,03-05-2015,09:53:44
12072,practice,16,1,408,Q,1000,03-05-2015,09:53:44
12072,real,1,1,337,O,2000,03-05-2015,09:53:44
12072,real,2,1,412,Q,2000,03-05-2015,09:53:44
12072,real,3,1,333,O,1000,03-05-2015,09:53:44
12072,real,4,1,401,Q,2000,03-05-2015,09:53:44
12072,real,5,0,1195,O,1000,03-05-2015,09:53:44
12072,real,6,1,356,O,1000,03-05-2015,09:53:44
12072,real,7,1,447,Q,1000,03-05-2015,09:53:44
12072,real,8,1,1119,Q,2000,03-05-2015,09:53:44
12072,real,9,1,490,Q,2000,03-05-2015,09:53:44
12072,real,10,1,440,O,1000,03-05-2015,09:53:44
12072,real,11,1,454,Q,1000,03-05-2015,09:53:44
12072,real,12,1,310,O,1000,03-05-2015,09:53:44
12072,real,13,1,419,O,1000,03-05-2015,09:53:44
12072,real,14,1,410,Q,2000,03-05-2015,09:53:44
12072,real,15,1,436,Q,1000,03-05-2015,09:53:44
12072,real,16,1,419,Q,1000,03-05-2015,09:53:44
12072,real,17,1,355,O,1000,03-05-2015,09:53:44
12072,real,18,1,543,O,1000,03-05-2015,09:53:44
12072,real,19,1,378,O,2000,03-05-2015,09:53:44
12072,real,20,0,820,O,2000,03-05-2015,09:53:44
12072,real,21,1,748,Q,1000,03-05-2015,09:53:44
12072,real,22,1,526,Q,1000,03-05-2015,09:53:44
12072,real,23,1,379,Q,1000,03-05-2015,09:53:44
12072,real,24,1,406,Q,1000,03-05-2015,09:53:44
12072,real,25,1,382,O,2000,03-05-2015,09:53:44
12072,real,26,1,368,Q,1000,03-05-2015,09:53:44
12072,real,27,1,394,Q,2000,03-05-2015,09:53:44
12072,real,28,1,340,Q,2000,03-05-2015,09:53:44
12072,real,29,1,630,Q,2000,03-05-2015,09:53:44
12072,real,30,1,423,O,2000,03-05-2015,09:53:44
12072,real,31,1,383,O,2000,03-05-2015,09:53:44
12072,real,32,1,377,Q,1000,03-05-2015,09:53:44
12072,real,33,1,331,Q,1000,03-05-2015,09:53:44
12072,real,34,1,455,O,2000,03-05-2015,09:53:44
12072,real,35,1,342,O,2000,03-05-2015,09:53:44
12072,real,36,1,593,O,2000,03-05-2015,09:53:44
12072,real,37,1,347,Q,2000,03-05-2015,09:53:44
12072,real,38,1,1070,O,2000,03-05-2015,09:53:44
12072,real,39,1,332,O,2000,03-05-2015,09:53:44
12072,real,40,1,295,O,1000,03-05-2015,09:53:44
12072,real,41,1,388,Q,2000,03-05-2015,09:53:44
12072,real,42,1,359,O,2000,03-05-2015,09:53:44
12072,real,43,1,362,Q,1000,03-05-2015,09:53:44
12072,real,44,1,876,O,1000,03-05-2015,09:53:44
12072,real,45,1,331,Q,2000,03-05-2015,09:53:44
12072,real,46,1,318,O,1000,03-05-2015,09:53:44
12072,real,47,1,379,O,1000,03-05-2015,09:53:44
12072,real,48,1,404,Q,2000,03-05-2015,09:53:44
12076,practice,1,0,1828,O,2000,03-05-2015,12:45:49
12076,practice,2,1,907,O,1000,03-05-2015,12:45:49
12076,practice,3,1,1023,Q,2000,03-05-2015,12:45:49
12076,practice,4,1,920,Q,1000,03-05-2015,12:45:49
12076,practice,5,1,925,O,2000,03-05-2015,12:45:49
12076,practice,6,1,1000,Q,1000,03-05-2015,12:45:49
12076,practice,7,1,778,Q,2000,03-05-2015,12:45:49
12076,practice,8,1,756,Q,2000,03-05-2015,12:45:49
12076,practice,9,1,869,O,1000,03-05-2015,12:45:49
12076,practice,10,1,819,O,1000,03-05-2015,12:45:49
12076,practice,11,1,772,O,1000,03-05-2015,12:45:49
12076,practice,12,1,750,O,2000,03-05-2015,12:45:49
12076,practice,13,1,745,Q,2000,03-05-2015,12:45:49
12076,practice,14,1,765,Q,1000,03-05-2015,12:45:49
12076,practice,15,1,808,O,2000,03-05-2015,12:45:49
12076,practice,16,1,776,Q,1000,03-05-2015,12:45:49
12076,real,1,1,717,Q,2000,03-05-2015,12:45:49
12076,real,2,1,801,O,1000,03-05-2015,12:45:49
12076,real,3,0,978,O,1000,03-05-2015,12:45:49
12076,real,4,1,796,Q,1000,03-05-2015,12:45:49
12076,real,5,1,782,O,1000,03-05-2015,12:45:49
12076,real,6,1,694,Q,2000,03-05-2015,12:45:49
12076,real,7,1,764,Q,1000,03-05-2015,12:45:49
12076,real,8,1,751,O,1000,03-05-2015,12:45:49
12076,real,9,1,882,O,1000,03-05-2015,12:45:49
12076,real,10,1,743,Q,2000,03-05-2015,12:45:49
12076,real,11,1,746,Q,1000,03-05-2015,12:45:49
12076,real,12,1,694,Q,2000,03-05-2015,12:45:49
12076,real,13,1,803,Q,2000,03-05-2015,12:45:49
12076,real,14,1,828,O,2000,03-05-2015,12:45:49
12076,real,15,0,1069,O,1000,03-05-2015,12:45:49
12076,real,16,1,730,Q,2000,03-05-2015,12:45:49
12076,real,17,1,759,O,2000,03-05-2015,12:45:49
12076,real,18,1,698,O,1000,03-05-2015,12:45:49
12076,real,19,0,1078,Q,2000,03-05-2015,12:45:49
12076,real,20,1,1262,O,1000,03-05-2015,12:45:49
12076,real,21,1,819,O,2000,03-05-2015,12:45:49
12076,real,22,1,923,Q,2000,03-05-2015,12:45:49
12076,real,23,1,832,O,2000,03-05-2015,12:45:49
12076,real,24,1,838,Q,2000,03-05-2015,12:45:49
12076,real,25,1,766,O,2000,03-05-2015,12:45:49
12076,real,26,1,961,Q,1000,03-05-2015,12:45:49
12076,real,27,1,787,O,2000,03-05-2015,12:45:49
12076,real,28,1,876,Q,2000,03-05-2015,12:45:49
12076,real,29,1,819,O,2000,03-05-2015,12:45:49
12076,real,30,1,882,Q,1000,03-05-2015,12:45:49
12076,real,31,1,824,O,2000,03-05-2015,12:45:49
12076,real,32,1,937,Q,1000,03-05-2015,12:45:49
12076,real,33,1,980,Q,1000,03-05-2015,12:45:49
12076,real,34,1,967,Q,2000,03-05-2015,12:45:49
12076,real,35,1,962,Q,1000,03-05-2015,12:45:49
12076,real,36,1,773,O,2000,03-05-2015,12:45:49
12076,real,37,1,958,O,2000,03-05-2015,12:45:49
12076,real,38,1,825,O,1000,03-05-2015,12:45:49
12076,real,39,1,833,O,2000,03-05-2015,12:45:49
12076,real,40,1,1008,Q,1000,03-05-2015,12:45:49
12076,real,41,1,791,Q,1000,03-05-2015,12:45:49
12076,real,42,1,817,O,2000,03-05-2015,12:45:49
12076,real,43,1,802,O,1000,03-05-2015,12:45:49
12076,real,44,1,803,O,1000,03-05-2015,12:45:49
12076,real,45,1,931,Q,1000,03-05-2015,12:45:49
12076,real,46,1,816,O,1000,03-05-2015,12:45:49
12076,real,47,1,944,Q,1000,03-05-2015,12:45:49
12076,real,48,1,899,Q,2000,03-05-2015,12:45:49
12078,practice,1,0,1213,O,2000,03-05-2015,12:50:56
12078,practice,2,1,351,Q,1000,03-05-2015,12:50:56
12078,practice,3,1,307,O,1000,03-05-2015,12:50:56
12078,practice,4,1,407,Q,1000,03-05-2015,12:50:56
12078,practice,5,1,641,O,1000,03-05-2015,12:50:56
12078,practice,6,1,352,Q,2000,03-05-2015,12:50:56
12078,practice,7,1,307,O,2000,03-05-2015,12:50:56
12078,practice,8,1,319,Q,2000,03-05-2015,12:50:56
12078,practice,9,1,388,O,2000,03-05-2015,12:50:56
12078,practice,10,0,493,O,1000,03-05-2015,12:50:56
12078,practice,11,1,404,Q,1000,03-05-2015,12:50:56
12078,practice,12,1,349,Q,2000,03-05-2015,12:50:56
