Subject,TrialProc,Trial,Accuracy,RT,Target,FixationDuration,SessionDate,SessionTime
12223,practice,14,1,1074,Q,2000,04-23-2015,13:02:11
12223,practice,15,1,1592,O,2000,04-23-2015,13:02:11
12223,practice,16,1,1320,Q,1000,04-23-2015,13:02:11
12223,real,1,0,1261,O,1000,04-23-2015,13:02:11
12223,real,2,1,1020,O,2000,04-23-2015,13:02:11
12223,real,3,1,1020,Q,2000,04-23-2015,13:02:11
12223,real,4,1,1203,Q,1000,04-23-2015,13:02:11
12223,real,5,1,1237,Q,2000,04-23-2015,13:02:11
12223,real,6,1,1075,O,2000,04-23-2015,13:02:11
12223,real,7,1,1050,Q,1000,04-23-2015,13:02:11
12223,real,8,1,1089,O,1000,04-23-2015,13:02:11
12223,real,9,1,1103,Q,2000,04-23-2015,13:02:11
12223,real,10,1,1339,O,1000,04-23-2015,13:02:11
12223,real,11,0,2255,Q,1000,04-23-2015,13:02:11
12223,real,12,1,1317,O,2000,04-23-2015,13:02:11
12223,real,13,1,1273,O,2000,04-23-2015,13:02:11
12223,real,14,1,1312,O,1000,04-23-2015,13:02:11
12223,real,15,1,1549,Q,1000,04-23-2015,13:02:11
12223,real,16,1,1000,Q,1000,04-23-2015,13:02:11
12223,real,17,1,1200,Q,1000,04-23-2015,13:02:11
12223,real,18,1,1546,O,1000,04-23-2015,13:02:11
12223,real,19,0,2308,O,1000,04-23-2015,13:02:11
12223,real,20,1,1145,O,1000,04-23-2015,13:02:11
12223,real,21,1,1441,Q,1000,04-23-2015,13:02:11
12223,real,22,1,1024,O,1000,04-23-2015,13:02:11
12223,real,23,1,1048,Q,1000,04-23-2015,13:02:11
12223,real,24,1,1055,Q,2000,04-23-2015,13:02:11
12223,real,25,1,1110,Q,1000,04-23-2015,13:02:11
12223,real,26,1,1084,Q,2000,04-23-2015,13:02:11
12223,real,27,1,1042,O,1000,04-23-2015,13:02:11
12223,real,28,1,930,O,2000,04-23-2015,13:02:11
12223,real,29,1,1517,O,2000,04-23-2015,13:02:11
12223,real,30,1,1314,Q,2000,04-23-2015,13:02:11
12223,real,31,1,1342,Q,2000,04-23-2015,13:02:11
12223,real,32,1,1425,Q,2000,04-23-2015,13:02:11
12223,real,33,1,1201,Q,1000,04-23-2015,13:02:11
12223,real,34,1,1569,O,2000,04-23-2015,13:02:11
12223,real,35,1,1163,O,2000,04-23-2015,13:02:11
12223,real,36,1,1118,O,1000,04-23-2015,13:02:11
12223,real,37,1,1595,Q,2000,04-23-2015,13:02:11
12223,real,38,1,2309,Q,2000,04-23-2015,13:02:11
12223,real,39,1,1162,O,2000,04-23-2015,13:02:11
12223,real,40,1,1781,Q,1000,04-23-2015,13:02:11
12223,real,41,1,1199,Q,2000,04-23-2015,13:02:11
12223,real,42,1,1080,Q,1000,04-23-2015,13:02:11
12223,real,43,1,1191,O,2000,04-23-2015,13:02:11
12223,real,44,1,1208,O,2000,04-23-2015,13:02:11
12223,real,45,1,1200,O,1000,04-23-2015,13:02:11
12223,real,46,1,1146,Q,2000,04-23-2015,13:02:11
12223,real,47,1,1334,O,1000,04-23-2015,13:02:11
12223,real,48,1,1505,O,2000,04-23-2015,13:02:11
12225,practice,1,0,0,O,1000,04-23-2015,14:06:09
12225,practice,2,1,423,Q,2000,04-23-2015,14:06:09
12225,practice,3,1,630,Q,1000,04-23-2015,14:06:09
12225,practice,4,1,222,O,1000,04-23-2015,14:06:09
12225,practice,5,1,175,O,2000,04-23-2015,14:06:09
12225,practice,6,0,168,Q,1000,04-23-2015,14:06:09
12225,practice,7,1,355,O,1000,04-23-2015,14:06:09
12225,practice,8,1,389,Q,1000,04-23-2015,14:06:09
12225,practice,9,1,319,Q,2000,04-23-2015,14:06:09
12225,practice,10,1,483,Q,1000,04-23-2015,14:06:09
12225,practice,11,1,345,O,2000,04-23-2015,14:06:09
12225,practice,12,1,260,Q,2000,04-23-2015,14:06:09
12225,practice,13,1,323,O,2000,04-23-2015,14:06:09
12225,practice,14,1,727,O,1000,04-23-2015,14:06:09
12225,practice,15,1,420,Q,2000,04-23-2015,14:06:09
12225,practice,16,1,380,O,2000,04-23-2015,14:06:09
12225,real,1,1,272,O,1000,04-23-2015,14:06:09
12225,real,2,1,327,Q,1000,04-23-2015,14:06:09
12225,real,3,1,332,Q,1000,04-23-2015,14:06:09
12225,real,4,1,366,O,1000,04-23-2015,14:06:09
12225,real,5,1,313,O,2000,04-23-2015,14:06:09
12225,real,6,1,261,O,2000,04-23-2015,14:06:09
12225,real,7,1,364,O,1000,04-23-2015,14:06:09
12225,real,8,1,328,Q,2000,04-23-2015,14:06:09
12225,real,9,1,914,Q,2000,04-23-2015,14:06:09
12225,real,10,1,488,Q,2000,04-23-2015,14:06:09
12225,real,11,1,302,O,2000,04-23-2015,14:06:09
12225,real,12,1,290,Q,1000,04-23-2015,14:06:09
12225,real,13,1,256,O,2000,04-23-2015,14:06:09
12225,real,14,1,295,O,1000,04-23-2015,14:06:09
12225,real,15,1,228,Q,2000,04-23-2015,14:06:09
12225,real,16,1,540,Q,1000,04-23-2015,14:06:09
12225,real,17,1,272,Q,2000,04-23-2015,14:06:09
12225,real,18,1,365,O,2000,04-23-2015,14:06:09
12225,real,19,1,257,O,1000,04-23-2015,14:06:09
12225,real,20,1,296,Q,1000,04-23-2015,14:06:09
12225,real,21,1,386,O,2000,04-23-2015,14:06:09
12225,real,22,1,220,O,2000,04-23-2015,14:06:09
12225,real,23,1,244,Q,1000,04-23-2015,14:06:09
12225,real,24,1,291,O,2000,04-23-2015,14:06:09
12225,real,25,0,490,O,1000,04-23-2015,14:06:09
12225,real,26,1,311,Q,1000,04-23-2015,14:06:09
12225,real,27,1,628,Q,2000,04-23-2015,14:06:09
12225,real,28,1,261,O,2000,04-23-2015,14:06:09
12225,real,29,1,291,Q,2000,04-23-2015,14:06:09
12225,real,30,1,345,O,1000,04-23-2015,14:06:09
12225,real,31,1,317,Q,1000,04-23-2015,14:06:09
12225,real,32,0,464,Q,1000,04-23-2015,14:06:09
12225,real,33,1,287,O,1000,04-23-2015,14:06:09
12225,real,34,1,293,Q,1000,04-23-2015,14:06:09
12225,real,35,1,289,O,2000,04-23-2015,14:06:09
12225,real,36,0,192,O,2000,04-23-2015,14:06:09
12225,real,37,1,362,Q,1000,04-23-2015,14:06:09
12225,real,38,1,251,O,1000,04-23-2015,14:06:09
12225,real,39,1,387,Q,1000,04-23-2015,14:06:09
12225,real,40,1,325,O,1000,04-23-2015,14:06:09
12225,real,41,1,386,Q,2000,04-23-2015,14:06:09
12225,real,42,1,316,Q,2000,04-23-2015,14:06:09
12225,real,43,0,671,O,1000,04-23-2015,14:06:09
12225,real,44,1,334,Q,2000,04-23-2015,14:06:09
12225,real,45,1,586,O,2000,04-23-2015,14:06:09
12225,real,46,1,282,Q,2000,04-23-2015,14:06:09
12225,real,47,1,280,Q,2000,04-23-2015,14:06:09
12225,real,48,1,286,O,1000,04-23-2015,14:06:09
12227,practice,1,0,1445,Q,2000,04-23-2015,15:10:06
12227,practice,2,0,2109,Q,1000,04-23-2015,15:10:06
12227,practice,3,1,2538,Q,1000,04-23-2015,15:10:06
12227,practice,4,1,2334,O,2000,04-23-2015,15:10:06
12227,practice,5,1,1330,O,1000,04-23-2015,15:10:06
12227,practice,6,0,2702,O,1000,04-23-2015,15:10:06
12227,practice,7,1,1107,O,1000,04-23-2015,15:10:06
12227,practice,8,0,1543,O,1000,04-23-2015,15:10:06
12227,practice,9,0,1027,Q,2000,04-23-2015,15:10:06
12227,practice,10,1,787,O,2000,04-23-2015,15:10:06
12227,practice,11,1,525,Q,2000,04-23-2015,15:10:06
12227,practice,12,1,672,Q,2000,04-23-2015,15:10:06
12227,practice,13,1,431,O,2000,04-23-2015,15:10:06
12227,practice,14,1,223,Q,1000,04-23-2015,15:10:06
12227,practice,15,1,703,O,2000,04-23-2015,15:10:06
12227,practice,16,0,1011,Q,1000,04-23-2015,15:10:06
12227,real,1,0,772,Q,1000,04-23-2015,15:10:06
12227,real,2,0,784,O,2000,04-23-2015,15:10:06
12227,real,3,1,785,Q,1000,04-23-2015,15:10:06
12227,real,4,1,1027,Q,1000,04-23-2015,15:10:06
12227,real,5,1,620,O,1000,04-23-2015,15:10:06
12227,real,6,1,804,Q,1000,04-23-2015,15:10:06
12227,real,7,1,1005,Q,2000,04-23-2015,15:10:06
12227,real,8,1,949,Q,1000,04-23-2015,15:10:06
12227,real,9,0,1528,O,2000,04-23-2015,15:10:06
12227,real,10,0,1038,O,1000,04-23-2015,15:10:06
12227,real,11,1,701,Q,2000,04-23-2015,15:10:06
12227,real,12,1,682,Q,2000,04-23-2015,15:10:06
12227,real,13,0,1111,O,2000,04-23-2015,15:10:06
12227,real,14,1,564,Q,2000,04-23-2015,15:10:06
12227,real,15,1,591,Q,1000,04-23-2015,15:10:06
12227,real,16,0,1529,O,1000,04-23-2015,15:10:06
12227,real,17,1,1102,O,1000,04-23-2015,15:10:06
12227,real,18,0,2642,O,1000,04-23-2015,15:10:06
12227,real,19,1,1482,Q,1000,04-23-2015,15:10:06
12227,real,20,1,663,O,2000,04-23-2015,15:10:06
12227,real,21,1,1664,O,2000,04-23-2015,15:10:06
12227,real,22,1,527,O,1000,04-23-2015,15:10:06
12227,real,23,1,484,O,2000,04-23-2015,15:10:06
12227,real,24,1,944,O,1000,04-23-2015,15:10:06
12227,real,25,0,1141,Q,2000,04-23-2015,15:10:06
12227,real,26,1,840,Q,1000,04-23-2015,15:10:06
12227,real,27,1,592,Q,2000,04-23-2015,15:10:06
12227,real,28,1,672,Q,2000,04-23-2015,15:10:06
12227,real,29,1,519,O,1000,04-23-2015,15:10:06
12227,real,30,1,603,Q,2000,04-23-2015,15:10:06
12227,real,31,1,596,Q,1000,04-23-2015,15:10:06
12227,real,32,1,342,O,2000,04-23-2015,15:10:06
12227,real,33,1,561,Q,2000,04-23-2015,15:10:06
12227,real,34,1,556,Q,1000,04-23-2015,15:10:06
12227,real,35,1,496,O,2000,04-23-2015,15:10:06
12227,real,36,1,437,O,2000,04-23-2015,15:10:06
12227,real,37,1,477,Q,2000,04-23-2015,15:10:06
12227,real,38,1,451,O,2000,04-23-2015,15:10:06
12227,real,39,1,450,Q,1000,04-23-2015,15:10:06
12227,real,40,1,482,O,1000,04-23-2015,15:10:06
12227,real,41,1,452,Q,2000,04-23-2015,15:10:06
12227,real,42,1,386,O,1000,04-23-2015,15:10:06
12227,real,43,1,364,O,2000,04-23-2015,15:10:06
12227,real,44,1,271,O,1000,04-23-2015,15:10:06
12227,real,45,1,732,Q,2000,04-23-2015,15:10:06
12227,real,46,0,800,O,1000,04-23-2015,15:10:06
12227,real,47,1,480,Q,1000,04-23-2015,15:10:06
12227,real,48,1,407,O,2000,04-23-2015,15:10:06
12230,practice,1,1,3846,Q,1000,04-24-2015,13:51:45
12230,practice,2,1,686,O,1000,04-24-2015,13:51:45
12230,practice,3,1,2018,O,1000,04-24-2015,13:51:45
12230,practice,4,1,499,O,1000,04-24-2015,13:51:45
12230,practice,5,1,375,O,2000,04-24-2015,13:51:45
12230,practice,6,0,1042,O,2000,04-24-2015,13:51:45
12230,practice,7,1,633,Q,1000,04-24-2015,13:51:45
12230,practice,8,1,561,Q,1000,04-24-2015,13:51:45
12230,practice,9,1,580,Q,2000,04-24-2015,13:51:45
12230,practice,10,1,551,Q,2000,04-24-2015,13:51:45
12230,practice,11,1,584,O,2000,04-24-2015,13:51:45
12230,practice,12,1,867,Q,1000,04-24-2015,13:51:45
12230,practice,13,0,872,O,2000,04-24-2015,13:51:45
12230,practice,14,1,799,Q,2000,04-24-2015,13:51:45
12230,practice,15,0,656,O,1000,04-24-2015,13:51:45
12230,practice,16,1,542,Q,2000,04-24-2015,13:51:45
12230,real,1,0,2528,Q,1000,04-24-2015,13:51:45
12230,real,2,1,732,Q,1000,04-24-2015,13:51:45
12230,real,3,0,1160,O,2000,04-24-2015,13:51:45
12230,real,4,1,427,O,1000,04-24-2015,13:51:45
12230,real,5,1,747,Q,1000,04-24-2015,13:51:45
12230,real,6,1,927,Q,1000,04-24-2015,13:51:45
12230,real,7,1,468,Q,2000,04-24-2015,13:51:45
12230,real,8,1,505,O,2000,04-24-2015,13:51:45
12230,real,9,1,574,Q,2000,04-24-2015,13:51:45
12230,real,10,1,496,O,2000,04-24-2015,13:51:45
12230,real,11,0,679,O,2000,04-24-2015,13:51:45
12230,real,12,1,582,O,2000,04-24-2015,13:51:45
12230,real,13,1,535,Q,2000,04-24-2015,13:51:45
12230,real,14,1,523,Q,2000,04-24-2015,13:51:45
12230,real,15,1,1295,Q,2000,04-24-2015,13:51:45
12230,real,16,0,1125,O,2000,04-24-2015,13:51:45
12230,real,17,0,594,Q,2000,04-24-2015,13:51:45
12230,real,18,1,802,Q,2000,04-24-2015,13:51:45
12230,real,19,0,612,O,1000,04-24-2015,13:51:45
12230,real,20,1,437,O,2000,04-24-2015,13:51:45
12230,real,21,0,712,Q,2000,04-24-2015,13:51:45
12230,real,22,0,845,O,1000,04-24-2015,13:51:45
12230,real,23,1,685,O,1000,04-24-2015,13:51:45
12230,real,24,0,835,O,1000,04-24-2015,13:51:45
12230,real,25,0,722,Q,1000,04-24-2015,13:51:45
12230,real,26,1,4870,O,1000,04-24-2015,13:51:45
12230,real,27,0,900,Q,1000,04-24-2015,13:51:45
12230,real,28,1,650,Q,2000,04-24-2015,13:51:45
12230,real,29,1,681,O,2000,04-24-2015,13:51:45
12230,real,30,0,663,Q,2000,04-24-2015,13:51:45
12230,real,31,1,495,O,1000,04-24-2015,13:51:45
12230,real,32,1,637,Q,1000,04-24-2015,13:51:45
12230,real,33,0,2788,O,1000,04-24-2015,13:51:45
12230,real,34,0,3765,Q,1000,04-24-2015,13:51:45
12230,real,35,1,991,O,1000,04-24-2015,13:51:45
12230,real,36,1,578,O,2000,04-24-2015,13:51:45
12230,real,37,1,532,Q,2000,04-24-2015,13:51:45
12230,real,38,0,656,Q,1000,04-24-2015,13:51:45
12230,real,39,1,567,O,1000,04-24-2015,13:51:45
12230,real,40,1,545,O,1000,04-24-2015,13:51:45
12230,real,41,1,813,Q,1000,04-24-2015,13:51:45
12230,real,42,1,446,O,1000,04-24-2015,13:51:45
12230,real,43,1,972,Q,1000,04-24-2015,13:51:45
12230,real,44,1,615,Q,1000,04-24-2015,13:51:45
12230,real,45,1,552,O,2000,04-24-2015,13:51:45
12230,real,46,1,826,Q,2000,04-24-2015,13:51:45
12230,real,47,1,387,O,2000,04-24-2015,13:51:45
12230,real,48,1,637,O,2000,04-24-2015,13:51:45
12232,practice,1,1,438,O,2000,04-24-2015,14:22:16
12232,practice,2,1,341,Q,2000,04-24-2015,14:22:16
12232,practice,3,0,400,Q,2000,04-24-2015,14:22:16
12232,practice,4,1,442,Q,2000,04-24-2015,14:22:16
12232,practice,5,0,1234,Q,1000,04-24-2015,14:22:16
12232,practice,6,1,546,O,1000,04-24-2015,14:22:16
12232,practice,7,1,413,O,2000,04-24-2015,14:22:16
12232,practice,8,1,615,O,2000,04-24-2015,14:22:16
12232,practice,9,1,375,Q,1000,04-24-2015,14:22:16
12232,practice,10,1,498,Q,1000,04-24-2015,14:22:16
12232,practice,11,1,623,O,1000,04-24-2015,14:22:16
12232,practice,12,1,368,O,1000,04-24-2015,14:22:16
12232,practice,13,1,450,O,2000,04-24-2015,14:22:16
12232,practice,14,1,369,Q,1000,04-24-2015,14:22:16
12232,practice,15,1,427,O,1000,04-24-2015,14:22:16
12232,practice,16,1,420,Q,2000,04-24-2015,14:22:16
12232,real,1,1,317,Q,1000,04-24-2015,14:22:16
12232,real,2,0,496,Q,1000,04-24-2015,14:22:16
12232,real,3,1,423,Q,2000,04-24-2015,14:22:16
12232,real,4,1,464,Q,2000,04-24-2015,14:22:16
12232,real,5,1,407,O,2000,04-24-2015,14:22:16
12232,real,6,1,352,Q,1000,04-24-2015,14:22:16
12232,real,7,1,587,Q,1000,04-24-2015,14:22:16
12232,real,8,1,611,O,1000,04-24-2015,14:22:16
12232,real,9,1,581,O,1000,04-24-2015,14:22:16
12232,real,10,1,424,O,1000,04-24-2015,14:22:16
12232,real,11,1,391,O,2000,04-24-2015,14:22:16
12232,real,12,1,505,O,1000,04-24-2015,14:22:16
12232,real,13,1,318,Q,1000,04-24-2015,14:22:16
12232,real,14,0,491,Q,2000,04-24-2015,14:22:16
12232,real,15,1,409,O,1000,04-24-2015,14:22:16
12232,real,16,1,313,O,2000,04-24-2015,14:22:16
12232,real,17,1,390,O,2000,04-24-2015,14:22:16
12232,real,18,1,360,Q,2000,04-24-2015,14:22:16
12232,real,19,1,404,O,2000,04-24-2015,14:22:16
12232,real,20,1,349,Q,1000,04-24-2015,14:22:16
12232,real,21,1,1086,O,1000,04-24-2015,14:22:16
12232,real,22,1,283,Q,2000,04-24-2015,14:22:16
12232,real,23,0,553,Q,1000,04-24-2015,14:22:16
12232,real,24,1,484,Q,1000,04-24-2015,14:22:16
12232,real,25,1,1667,O,1000,04-24-2015,14:22:16
12232,real,26,1,529,O,2000,04-24-2015,14:22:16
12232,real,27,1,380,Q,2000,04-24-2015,14:22:16
12232,real,28,1,423,Q,2000,04-24-2015,14:22:16
12232,real,29,1,359,O,1000,04-24-2015,14:22:16
12232,real,30,1,298,Q,2000,04-24-2015,14:22:16
12232,real,31,1,536,O,2000,04-24-2015,14:22:16
12232,real,32,1,356,O,2000,04-24-2015,14:22:16
12232,real,33,0,454,Q,2000,04-24-2015,14:22:16
12232,real,34,1,356,Q,1000,04-24-2015,14:22:16
12232,real,35,1,432,O,1000,04-24-2015,14:22:16
12232,real,36,0,576,Q,2000,04-24-2015,14:22:16
12232,real,37,0,794,O,1000,04-24-2015,14:22:16
12232,real,38,0,405,Q,2000,04-24-2015,14:22:16
12232,real,39,1,303,Q,2000,04-24-2015,14:22:16
12232,real,40,1,612,O,1000,04-24-2015,14:22:16
12232,real,41,1,434,O,1000,04-24-2015,14:22:16
12232,real,42,1,514,Q,1000,04-24-2015,14:22:16
12232,real,43,1,367,O,2000,04-24-2015,14:22:16
12232,real,44,1,282,O,2000,04-24-2015,14:22:16
12232,real,45,1,528,Q,1000,04-24-2015,14:22:16
12232,real,46,1,380,Q,1000,04-24-2015,14:22:16
12232,real,47,0,599,O,2000,04-24-2015,14:22:16
12232,real,48,1,384,O,2000,04-24-2015,14:22:16
12235,practice,1,0,2546,Q,1000,04-24-2015,16:32:00
12235,practice,2,1,2949,O,2000,04-24-2015,16:32:00
12235,practice,3,0,2320,Q,1000,04-24-2015,16:32:00
12235,practice,4,0,3268,Q,2000,04-24-2015,16:32:00
12235,practice,5,0,1834,O,1000,04-24-2015,16:32:00
12235,practice,6,1,650,O,1000,04-24-2015,16:32:00
12235,practice,7,1,841,O,2000,04-24-2015,16:32:00
12235,practice,8,1,1033,Q,2000,04-24-2015,16:32:00
12235,practice,9,1,1135,O,2000,04-24-2015,16:32:00
12235,practice,10,1,931,Q,2000,04-24-2015,16:32:00
12235,practice,11,1,1031,Q,1000,04-24-2015,16:32:00
12235,practice,12,1,960,O,2000,04-24-2015,16:32:00
12235,practice,13,0,875,O,1000,04-24-2015,16:32:00
12235,practice,14,1,1001,Q,1000,04-24-2015,16:32:00
12235,practice,15,1,921,Q,2000,04-24-2015,16:32:00
12235,practice,16,1,749,O,1000,04-24-2015,16:32:00
12235,real,1,0,856,Q,1000,04-24-2015,16:32:00
12235,real,2,1,1032,O,2000,04-24-2015,16:32:00
12235,real,3,1,1176,Q,2000,04-24-2015,16:32:00
12235,real,4,1,866,O,2000,04-24-2015,16:32:00
12235,real,5,1,721,O,2000,04-24-2015,16:32:00
12235,real,6,0,820,Q,1000,04-24-2015,16:32:00
12235,real,7,1,917,Q,2000,04-24-2015,16:32:00
12235,real,8,1,722,O,2000,04-24-2015,16:32:00
12235,real,9,1,727,O,1000,04-24-2015,16:32:00
12235,real,10,1,724,O,1000,04-24-2015,16:32:00
12235,real,11,0,1048,O,1000,04-24-2015,16:32:00
12235,real,12,0,1016,Q,1000,04-24-2015,16:32:00
12235,real,13,1,361,Q,1000,04-24-2015,16:32:00
12235,real,14,1,323,Q,1000,04-24-2015,16:32:00
12235,real,15,1,678,O,2000,04-24-2015,16:32:00
12235,real,16,1,556,O,2000,04-24-2015,16:32:00
12235,real,17,1,480,O,1000,04-24-2015,16:32:00
12235,real,18,1,303,Q,1000,04-24-2015,16:32:00
12235,real,19,1,387,O,1000,04-24-2015,16:32:00
12235,real,20,1,333,O,1000,04-24-2015,16:32:00
12235,real,21,1,468,Q,2000,04-24-2015,16:32:00
12235,real,22,1,324,O,2000,04-24-2015,16:32:00
12235,real,23,1,304,Q,1000,04-24-2015,16:32:00
12235,real,24,1,326,O,1000,04-24-2015,16:32:00
12235,real,25,1,250,O,1000,04-24-2015,16:32:00
12235,real,26,1,256,Q,2000,04-24-2015,16:32:00
12235,real,27,1,319,O,2000,04-24-2015,16:32:00
12235,real,28,1,459,O,1000,04-24-2015,16:32:00
12235,real,29,1,330,Q,1000,04-24-2015,16:32:00
12235,real,30,1,518,O,2000,04-24-2015,16:32:00
12235,real,31,1,252,Q,1000,04-24-2015,16:32:00
12235,real,32,1,306,Q,2000,04-24-2015,16:32:00
12235,real,33,1,256,Q,2000,04-24-2015,16:32:00
12235,real,34,1,230,Q,2000,04-24-2015,16:32:00
12235,real,35,1,486,Q,2000,04-24-2015,16:32:00
12235,real,36,1,228,Q,2000,04-24-2015,16:32:00
12235,real,37,1,261,O,1000,04-24-2015,16:32:00
12235,real,38,1,252,Q,2000,04-24-2015,16:32:00
12235,real,39,1,274,O,2000,04-24-2015,16:32:00
12235,real,40,1,217,Q,1000,04-24-2015,16:32:00
12235,real,41,0,431,O,2000,04-24-2015,16:32:00
12235,real,42,1,247,Q,1000,04-24-2015,16:32:00
12235,real,43,1,240,Q,2000,04-24-2015,16:32:00
12235,real,44,0,175,O,1000,04-24-2015,16:32:00
12235,real,45,1,442,O,2000,04-24-2015,16:32:00
12235,real,46,1,465,Q,1000,04-24-2015,16:32:00
12235,real,47,1,376,O,1000,04-24-2015,16:32:00
12235,real,48,1,411,Q,2000,04-24-2015,16:32:00
12236,practice,1,0,0,O,1000,04-27-2015,13:50:40
12236,practice,2,0,0,Q,1000,04-27-2015,13:50:40
12236,practice,3,0,0,O,2000,04-27-2015,13:50:40
12236,practice,4,0,0,O,1000,04-27-2015,13:50:40
12236,practice,5,0,2655,Q,2000,04-27-2015,13:50:40
12236,practice,6,0,1468,O,2000,04-27-2015,13:50:40
12236,practice,7,0,0,O,2000,04-27-2015,13:50:40
12236,practice,8,0,563,Q,2000,04-27-2015,13:50:40
12236,practice,9,1,871,Q,1000,04-27-2015,13:50:40
12236,practice,10,0,2037,Q,1000,04-27-2015,13:50:40
12236,practice,11,1,948,Q,1000,04-27-2015,13:50:40
12236,practice,12,0,390,O,2000,04-27-2015,13:50:40
12236,practice,13,0,880,Q,2000,04-27-2015,13:50:40
12236,practice,14,0,814,O,1000,04-27-2015,13:50:40
12236,practice,15,0,968,Q,2000,04-27-2015,13:50:40
12236,practice,16,0,650,O,1000,04-27-2015,13:50:40
12236,real,1,1,1175,Q,2000,04-27-2015,13:50:40
12236,real,2,1,1056,Q,1000,04-27-2015,13:50:40
12236,real,3,0,1383,Q,1000,04-27-2015,13:50:40
12236,real,4,0,2025,Q,1000,04-27-2015,13:50:40
12236,real,5,0,761,Q,1000,04-27-2015,13:50:40
12236,real,6,1,509,Q,1000,04-27-2015,13:50:40
12236,real,7,0,201,O,1000,04-27-2015,13:50:40
12236,real,8,1,658,Q,2000,04-27-2015,13:50:40
12236,real,9,1,1433,Q,2000,04-27-2015,13:50:40
12236,real,10,1,1089,Q,1000,04-27-2015,13:50:40
12236,real,11,0,1670,Q,2000,04-27-2015,13:50:40
12236,real,12,1,684,O,1000,04-27-2015,13:50:40
12236,real,13,0,2642,O,1000,04-27-2015,13:50:40
12236,real,14,0,90,O,1000,04-27-2015,13:50:40
12236,real,15,0,689,Q,2000,04-27-2015,13:50:40
12236,real,16,1,487,O,2000,04-27-2015,13:50:40
12236,real,17,1,100,O,2000,04-27-2015,13:50:40
12236,real,18,1,920,Q,1000,04-27-2015,13:50:40
12236,real,19,0,1532,O,2000,04-27-2015,13:50:40
12236,real,20,0,1104,O,1000,04-27-2015,13:50:40
12236,real,21,1,3073,Q,1000,04-27-2015,13:50:40
12236,real,22,0,966,Q,2000,04-27-2015,13:50:40
12236,real,23,0,345,Q,2000,04-27-2015,13:50:40
12236,real,24,0,869,O,1000,04-27-2015,13:50:40
12236,real,25,0,4947,O,1000,04-27-2015,13:50:40
12236,real,26,0,2398,Q,1000,04-27-2015,13:50:40
12236,real,27,1,1096,O,2000,04-27-2015,13:50:40
12236,real,28,1,1485,O,2000,04-27-2015,13:50:40
12236,real,29,0,1618,Q,2000,04-27-2015,13:50:40
12236,real,30,0,370,Q,1000,04-27-2015,13:50:40
12236,real,31,0,524,O,2000,04-27-2015,13:50:40
12236,real,32,0,560,O,2000,04-27-2015,13:50:40
12236,real,33,0,1059,O,2000,04-27-2015,13:50:40
12236,real,34,1,641,Q,2000,04-27-2015,13:50:40
12236,real,35,0,4199,O,1000,04-27-2015,13:50:40
12236,real,36,0,2561,Q,2000,04-27-2015,13:50:40
12236,real,37,0,132,O,1000,04-27-2015,13:50:40
12236,real,38,1,1752,Q,2000,04-27-2015,13:50:40
12236,real,39,0,483,O,2000,04-27-2015,13:50:40
12236,real,40,1,504,Q,1000,04-27-2015,13:50:40
12236,real,41,1,424,O,1000,04-27-2015,13:50:40
12236,real,42,1,1688,O,2000,04-27-2015,13:50:40
12236,real,43,0,534,Q,1000,04-27-2015,13:50:40
12236,real,44,1,450,O,1000,04-27-2015,13:50:40
12236,real,45,1,304,O,2000,04-27-2015,13:50:40
12236,real,46,1,517,O,1000,04-27-2015,13:50:40
12236,real,47,1,441,O,2000,04-27-2015,13:50:40
12236,real,48,0,225,Q,2000,04-27-2015,13:50:40
12237,practice,1,1,641,O,2000,04-28-2015,12:04:57
12237,practice,2,1,1265,O,1000,04-28-2015,12:04:57
12237,practice,3,1,1391,O,1000,04-28-2015,12:04:57
12237,practice,4,1,818,Q,1000,04-28-2015,12:04:57
12237,practice,5,1,769,Q,1000,04-28-2015,12:04:57
12237,practice,6,1,596,O,1000,04-28-2015,12:04:57
12237,practice,7,1,509,Q,2000,04-28-2015,12:04:57
12237,practice,8,1,506,Q,1000,04-28-2015,12:04:57
12237,practice,9,1,470,Q,1000,04-28-2015,12:04:57
12237,practice,10,1,1091,O,2000,04-28-2015,12:04:57
12237,practice,11,1,521,Q,2000,04-28-2015,12:04:57
12237,practice,12,1,501,Q,2000,04-28-2015,12:04:57
12237,practice,13,0,777,O,1000,04-28-2015,12:04:57
12237,practice,14,1,588,O,2000,04-28-2015,12:04:57
12237,practice,15,1,517,Q,2000,04-28-2015,12:04:57
12237,practice,16,1,497,O,2000,04-28-2015,12:04:57
12237,real,1,1,722,Q,1000,04-28-2015,12:04:57
12237,real,2,1,694,O,2000,04-28-2015,12:04:57
12237,real,3,1,555,O,2000,04-28-2015,12:04:57
12237,real,4,1,446,O,2000,04-28-2015,12:04:57
12237,real,5,1,485,Q,1000,04-28-2015,12:04:57
12237,real,6,1,370,Q,1000,04-28-2015,12:04:57
12237,real,7,1,405,Q,2000,04-28-2015,12:04:57
12237,real,8,1,500,O,1000,04-28-2015,12:04:57
12237,real,9,1,538,O,1000,04-28-2015,12:04:57
12237,real,10,0,644,O,2000,04-28-2015,12:04:57
12237,real,11,1,515,O,2000,04-28-2015,12:04:57
12237,real,12,1,511,O,2000,04-28-2015,12:04:57
12237,real,13,1,395,O,1000,04-28-2015,12:04:57
12237,real,14,1,422,O,1000,04-28-2015,12:04:57
