Subject,Block,Trial,SetSize,SubTrial,SubTrialProc,RT,Accuracy,Response,CorrectResponse,MemoryItem,Processing.total,Recall.total,OSpan.Absolute,OSpan.Partial,OSpan.Partial_Block1,OSpan.Partial_Block2,OSpan.MathACC,OSpan.AvgMathTime,SessionDate,SessionTime
12000,1,4,7,1,ProcessingTask,1485,1,FALSE,FALSE,P,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,4,7,2,ProcessingTask,797,1,FALSE,FALSE,Q,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,4,7,3,ProcessingTask,734,1,TRUE,TRUE,R,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,4,7,4,ProcessingTask,688,1,FALSE,FALSE,T,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,4,7,5,ProcessingTask,683,1,TRUE,TRUE,Y,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,4,7,6,ProcessingTask,1179,1,TRUE,TRUE,K,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,4,7,7,ProcessingTask,678,1,FALSE,FALSE,S,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,4,7,8,Recall,1748,1,P,P,NA,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,4,7,9,Recall,709,1,Q,Q,NA,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,4,7,10,Recall,1360,1,R,R,NA,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,4,7,11,Recall,489,1,T,T,NA,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,4,7,12,Recall,556,1,Y,Y,NA,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,4,7,13,Recall,1380,1,K,K,NA,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,4,7,14,Recall,637,1,S,S,NA,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,5,8,1,ProcessingTask,654,1,TRUE,TRUE,J,8,8,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,5,8,2,ProcessingTask,726,1,TRUE,TRUE,T,8,8,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,5,8,3,ProcessingTask,1023,1,FALSE,FALSE,K,8,8,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,5,8,4,ProcessingTask,837,1,FALSE,FALSE,P,8,8,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,5,8,5,ProcessingTask,908,1,TRUE,TRUE,Y,8,8,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,5,8,6,ProcessingTask,651,1,TRUE,TRUE,S,8,8,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,5,8,7,ProcessingTask,861,1,FALSE,FALSE,L,8,8,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,5,8,8,ProcessingTask,1204,1,FALSE,FALSE,R,8,8,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,5,8,9,Recall,5380,1,J,J,NA,8,8,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,5,8,10,Recall,1973,1,T,T,NA,8,8,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,5,8,11,Recall,1973,1,K,K,NA,8,8,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,5,8,12,Recall,478,1,P,P,NA,8,8,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,5,8,13,Recall,690,1,Y,Y,NA,8,8,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,5,8,14,Recall,718,1,S,S,NA,8,8,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,5,8,15,Recall,632,1,L,L,NA,8,8,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,5,8,16,Recall,621,1,R,R,NA,8,8,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,6,6,1,ProcessingTask,653,1,TRUE,TRUE,P,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,6,6,2,ProcessingTask,923,1,TRUE,TRUE,Q,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,6,6,3,ProcessingTask,679,1,TRUE,TRUE,K,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,6,6,4,ProcessingTask,619,1,TRUE,TRUE,J,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,6,6,5,ProcessingTask,3948,1,FALSE,FALSE,N,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,6,6,6,ProcessingTask,781,1,FALSE,FALSE,T,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,6,6,7,Recall,1735,1,P,P,NA,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,6,6,8,Recall,560,1,Q,Q,NA,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,6,6,9,Recall,649,1,K,K,NA,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,6,6,10,Recall,1198,1,J,J,NA,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,6,6,11,Recall,653,1,N,N,NA,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,6,6,12,Recall,698,1,T,T,NA,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,7,4,1,ProcessingTask,981,1,FALSE,FALSE,T,4,4,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,7,4,2,ProcessingTask,647,1,TRUE,TRUE,Q,4,4,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,7,4,3,ProcessingTask,1226,1,FALSE,FALSE,H,4,4,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,7,4,4,ProcessingTask,856,1,FALSE,FALSE,P,4,4,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,7,4,5,Recall,1742,1,T,T,NA,4,4,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,7,4,6,Recall,1096,1,Q,Q,NA,4,4,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,7,4,7,Recall,2332,1,H,H,NA,4,4,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,1,7,4,8,Recall,1342,1,P,P,NA,4,4,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,1,8,1,ProcessingTask,565,1,TRUE,TRUE,T,8,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,1,8,2,ProcessingTask,725,1,FALSE,FALSE,L,8,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,1,8,3,ProcessingTask,1768,1,FALSE,FALSE,P,8,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,1,8,4,ProcessingTask,1074,1,FALSE,FALSE,H,8,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,1,8,5,ProcessingTask,653,1,TRUE,TRUE,Y,8,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,1,8,6,ProcessingTask,766,1,FALSE,FALSE,N,8,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,1,8,7,ProcessingTask,906,1,FALSE,FALSE,J,8,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,1,8,8,ProcessingTask,832,1,TRUE,TRUE,K,8,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,1,8,9,Recall,2919,1,T,T,NA,8,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,1,8,10,Recall,2385,1,L,L,NA,8,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,1,8,11,Recall,1697,1,P,P,NA,8,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,1,8,12,Recall,765,1,H,H,NA,8,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,1,8,13,Recall,909,1,Y,Y,NA,8,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,1,8,14,Recall,592,1,N,N,NA,8,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,1,8,15,Recall,935,0,K,J,NA,8,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,1,8,16,Recall,1273,0,J,K,NA,8,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,2,4,1,ProcessingTask,725,1,FALSE,FALSE,Q,4,4,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,2,4,2,ProcessingTask,1461,1,FALSE,FALSE,S,4,4,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,2,4,3,ProcessingTask,786,1,FALSE,FALSE,T,4,4,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,2,4,4,ProcessingTask,781,1,FALSE,FALSE,L,4,4,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,2,4,5,Recall,2838,1,Q,Q,NA,4,4,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,2,4,6,Recall,620,1,S,S,NA,4,4,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,2,4,7,Recall,546,1,T,T,NA,4,4,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,2,4,8,Recall,844,1,L,L,NA,4,4,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,3,5,1,ProcessingTask,902,1,FALSE,FALSE,F,5,5,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,3,5,2,ProcessingTask,730,1,FALSE,FALSE,K,5,5,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,3,5,3,ProcessingTask,1191,1,TRUE,TRUE,T,5,5,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,3,5,4,ProcessingTask,795,1,FALSE,FALSE,Q,5,5,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,3,5,5,ProcessingTask,692,1,FALSE,FALSE,N,5,5,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,3,5,6,Recall,3617,1,F,F,NA,5,5,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,3,5,7,Recall,464,1,K,K,NA,5,5,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,3,5,8,Recall,1747,1,T,T,NA,5,5,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,3,5,9,Recall,341,1,Q,Q,NA,5,5,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,3,5,10,Recall,526,1,N,N,NA,5,5,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,4,3,1,ProcessingTask,724,1,FALSE,FALSE,R,3,3,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,4,3,2,ProcessingTask,692,1,FALSE,FALSE,T,3,3,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,4,3,3,ProcessingTask,1593,1,FALSE,FALSE,P,3,3,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,4,3,4,Recall,3531,1,R,R,NA,3,3,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,4,3,5,Recall,701,1,T,T,NA,3,3,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,4,3,6,Recall,544,1,P,P,NA,3,3,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,5,6,1,ProcessingTask,669,1,FALSE,FALSE,L,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,5,6,2,ProcessingTask,676,1,TRUE,TRUE,S,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,5,6,3,ProcessingTask,845,1,TRUE,TRUE,R,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,5,6,4,ProcessingTask,662,1,TRUE,TRUE,N,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,5,6,5,ProcessingTask,763,1,FALSE,FALSE,H,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,5,6,6,ProcessingTask,806,1,FALSE,FALSE,J,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,5,6,7,Recall,3542,1,L,L,NA,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,5,6,8,Recall,641,1,S,S,NA,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,5,6,9,Recall,1782,1,R,R,NA,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,5,6,10,Recall,670,1,N,N,NA,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,5,6,11,Recall,970,1,H,H,NA,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,5,6,12,Recall,555,1,J,J,NA,6,6,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,6,7,1,ProcessingTask,851,1,TRUE,TRUE,L,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,6,7,2,ProcessingTask,587,1,TRUE,TRUE,K,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,6,7,3,ProcessingTask,717,1,FALSE,FALSE,Y,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,6,7,4,ProcessingTask,583,1,TRUE,TRUE,N,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,6,7,5,ProcessingTask,621,1,FALSE,FALSE,H,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,6,7,6,ProcessingTask,876,1,FALSE,FALSE,J,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,6,7,7,ProcessingTask,1046,1,TRUE,TRUE,P,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,6,7,8,Recall,3206,1,L,L,NA,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,6,7,9,Recall,653,1,K,K,NA,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,6,7,10,Recall,1626,1,Y,Y,NA,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,6,7,11,Recall,665,1,N,N,NA,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,6,7,12,Recall,1213,1,H,H,NA,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,6,7,13,Recall,676,1,J,J,NA,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,6,7,14,Recall,768,1,P,P,NA,7,7,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,7,8,1,ProcessingTask,638,1,TRUE,TRUE,L,8,0,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,7,8,2,ProcessingTask,809,1,TRUE,TRUE,Q,8,0,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,7,8,3,ProcessingTask,647,1,TRUE,TRUE,S,8,0,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,7,8,4,ProcessingTask,685,1,FALSE,FALSE,R,8,0,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,7,8,5,ProcessingTask,846,1,FALSE,FALSE,K,8,0,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,7,8,6,ProcessingTask,897,1,TRUE,TRUE,Y,8,0,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,7,8,7,ProcessingTask,768,1,FALSE,FALSE,H,8,0,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,7,8,8,ProcessingTask,938,1,FALSE,FALSE,J,8,0,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,7,8,9,Recall,5094,NA,L,NA,NA,8,0,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,7,8,10,Recall,434,0,Q,L,NA,8,0,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,7,8,11,Recall,1407,0,S,Q,NA,8,0,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,7,8,12,Recall,1054,0,R,S,NA,8,0,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,7,8,13,Recall,964,0,K,R,NA,8,0,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,7,8,14,Recall,620,0,Y,K,NA,8,0,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,7,8,15,Recall,890,0,H,Y,NA,8,0,74,80,41,39,1,NA,02-18-2015,12:17:38
12000,2,7,8,16,Recall,518,0,J,H,NA,8,0,74,80,41,39,1,NA,02-18-2015,12:17:38
12002,1,1,8,1,ProcessingTask,939,0,FALSE,TRUE,N,7,1,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,1,8,2,ProcessingTask,609,1,TRUE,TRUE,Y,7,1,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,1,8,3,ProcessingTask,654,1,TRUE,TRUE,Q,7,1,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,1,8,4,ProcessingTask,876,1,FALSE,FALSE,P,7,1,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,1,8,5,ProcessingTask,887,1,FALSE,FALSE,L,7,1,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,1,8,6,ProcessingTask,706,1,TRUE,TRUE,J,7,1,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,1,8,7,ProcessingTask,682,1,FALSE,FALSE,K,7,1,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,1,8,8,ProcessingTask,805,1,FALSE,FALSE,R,7,1,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,1,8,9,Recall,1910,NA,N,NA,NA,7,1,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,1,8,10,Recall,1066,0,Y,N,NA,7,1,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,1,8,11,Recall,710,0,Q,Y,NA,7,1,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,1,8,12,Recall,913,0,P,Q,NA,7,1,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,1,8,13,Recall,987,0,L,P,NA,7,1,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,1,8,14,Recall,5595,0,Y,L,NA,7,1,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,1,8,15,Recall,2108,1,J,J,NA,7,1,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,1,8,16,Recall,1983,0,R,K,NA,7,1,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,2,4,1,ProcessingTask,1524,1,FALSE,FALSE,T,4,4,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,2,4,2,ProcessingTask,825,1,FALSE,FALSE,Y,4,4,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,2,4,3,ProcessingTask,613,1,FALSE,FALSE,F,4,4,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,2,4,4,ProcessingTask,607,1,FALSE,FALSE,K,4,4,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,2,4,5,Recall,1032,1,T,T,NA,4,4,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,2,4,6,Recall,799,1,Y,Y,NA,4,4,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,2,4,7,Recall,1069,1,F,F,NA,4,4,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,2,4,8,Recall,833,1,K,K,NA,4,4,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,3,7,1,ProcessingTask,671,1,FALSE,FALSE,Q,6,7,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,3,7,2,ProcessingTask,702,1,TRUE,TRUE,N,6,7,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,3,7,3,ProcessingTask,1096,1,TRUE,TRUE,T,6,7,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,3,7,4,ProcessingTask,687,1,FALSE,FALSE,F,6,7,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,3,7,5,ProcessingTask,1847,0,FALSE,TRUE,J,6,7,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,3,7,6,ProcessingTask,1901,1,TRUE,TRUE,Y,6,7,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,3,7,7,ProcessingTask,631,1,FALSE,FALSE,L,6,7,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,3,7,8,Recall,901,1,Q,Q,NA,6,7,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,3,7,9,Recall,1008,1,N,N,NA,6,7,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,3,7,10,Recall,1800,1,T,T,NA,6,7,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,3,7,11,Recall,1838,1,F,F,NA,6,7,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,3,7,12,Recall,3052,1,J,J,NA,6,7,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,3,7,13,Recall,946,1,Y,Y,NA,6,7,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,3,7,14,Recall,724,1,L,L,NA,6,7,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,4,8,1,ProcessingTask,707,1,TRUE,TRUE,K,8,8,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,4,8,2,ProcessingTask,746,1,TRUE,TRUE,F,8,8,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,4,8,3,ProcessingTask,703,1,FALSE,FALSE,L,8,8,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,4,8,4,ProcessingTask,679,1,TRUE,TRUE,S,8,8,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,4,8,5,ProcessingTask,1434,1,TRUE,TRUE,Q,8,8,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,4,8,6,ProcessingTask,1073,1,FALSE,FALSE,H,8,8,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,4,8,7,ProcessingTask,727,1,TRUE,TRUE,Y,8,8,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,4,8,8,ProcessingTask,881,1,FALSE,FALSE,N,8,8,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,4,8,9,Recall,2758,1,K,K,NA,8,8,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,4,8,10,Recall,1480,1,F,F,NA,8,8,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,4,8,11,Recall,804,1,L,L,NA,8,8,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,4,8,12,Recall,1386,1,S,S,NA,8,8,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,4,8,13,Recall,954,1,Q,Q,NA,8,8,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,4,8,14,Recall,1275,1,H,H,NA,8,8,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,4,8,15,Recall,823,1,Y,Y,NA,8,8,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
12002,1,4,8,16,Recall,942,1,N,N,NA,8,8,51,71,39,32,0.935823754789272,NA,02-18-2015,14:55:22
