Subject,Trial,Answer,Response,Accuracy,RT,TimeLeft,TotalScore,SessionDate,SessionTime
12006,1,A,A,1,5361,300000,13,02-23-2015,09:09:20
12006,2,A,A,1,5895,294035,13,02-23-2015,09:09:20
12006,3,E,E,1,14928,287620,13,02-23-2015,09:09:20
12006,4,A,A,1,15337,272158,13,02-23-2015,09:09:20
12006,5,C,C,1,36009,256295,13,02-23-2015,09:09:20
12006,6,B,B,1,12476,219757,13,02-23-2015,09:09:20
12006,7,A,A,1,11719,206761,13,02-23-2015,09:09:20
12006,8,A,A,1,12713,194514,13,02-23-2015,09:09:20
12006,9,D,A,0,39400,181268,13,02-23-2015,09:09:20
12006,10,D,D,1,20925,141346,13,02-23-2015,09:09:20
12006,11,C,C,1,45647,119886,13,02-23-2015,09:09:20
12006,12,C,C,1,14268,73716,13,02-23-2015,09:09:20
12006,13,D,D,1,30614,58921,13,02-23-2015,09:09:20
12006,14,E,E,1,24256,27780,13,02-23-2015,09:09:20
12008,1,A,A,1,5005,300000,15,03-13-2015,12:11:01
12008,2,A,A,1,5593,294369,15,03-13-2015,12:11:01
12008,3,E,E,1,10654,288254,15,03-13-2015,12:11:01
12008,4,A,A,1,11537,277074,15,03-13-2015,12:11:01
12008,5,C,C,1,18064,265010,15,03-13-2015,12:11:01
12008,6,B,B,1,5590,246417,15,03-13-2015,12:11:01
12008,7,A,A,1,17354,240303,15,03-13-2015,12:11:01
12008,8,A,A,1,12107,222425,15,03-13-2015,12:11:01
12008,9,D,D,1,37587,209796,15,03-13-2015,12:11:01
12008,10,D,D,1,10217,171674,15,03-13-2015,12:11:01
12008,11,C,C,1,15812,160928,15,03-13-2015,12:11:01
12008,12,C,C,1,6107,144583,15,03-13-2015,12:11:01
12008,13,D,D,1,17931,137952,15,03-13-2015,12:11:01
12008,14,E,E,1,20284,119491,15,03-13-2015,12:11:01
12008,15,B,B,1,26464,98681,15,03-13-2015,12:11:01
12010,1,A,A,1,9364,300000,14,04-16-2015,16:10:22
12010,2,A,A,1,6163,290019,14,04-16-2015,16:10:22
12010,3,E,E,1,9944,283321,14,04-16-2015,16:10:22
12010,4,A,A,1,11719,272858,14,04-16-2015,16:10:22
12010,5,C,C,1,13713,260610,14,04-16-2015,16:10:22
12010,6,B,B,1,13850,246365,14,04-16-2015,16:10:22
12010,7,A,A,1,9310,231986,14,04-16-2015,16:10:22
12010,8,A,A,1,46548,222156,14,04-16-2015,16:10:22
12010,9,D,D,1,49749,175086,14,04-16-2015,16:10:22
12010,10,D,D,1,17135,124817,14,04-16-2015,16:10:22
12010,11,C,C,1,36343,107157,14,04-16-2015,16:10:22
12010,12,C,C,1,12167,70284,14,04-16-2015,16:10:22
12010,13,D,D,1,19269,57588,14,04-16-2015,16:10:22
12010,14,E,E,1,14730,37794,14,04-16-2015,16:10:22
12012,1,A,A,1,5738,300000,13,03-12-2015,10:12:55
12012,2,A,A,1,5145,293652,13,03-12-2015,10:12:55
12012,3,E,E,1,30327,287987,13,03-12-2015,10:12:55
12012,4,A,A,1,23147,257129,13,03-12-2015,10:12:55
12012,5,C,C,1,28198,233451,13,03-12-2015,10:12:55
12012,6,B,B,1,11392,204727,13,03-12-2015,10:12:55
12012,7,A,A,1,21414,192814,13,03-12-2015,10:12:55
12012,8,A,A,1,13253,170870,13,03-12-2015,10:12:55
12012,9,D,D,1,69975,157091,13,03-12-2015,10:12:55
12012,10,D,D,1,27428,86595,13,03-12-2015,10:12:55
12012,11,C,C,1,26317,58636,13,03-12-2015,10:12:55
12012,12,C,C,1,12137,31794,13,03-12-2015,10:12:55
12012,13,D,D,1,11642,19131,13,03-12-2015,10:12:55
12013,1,A,A,1,4411,300000,9,03-25-2015,14:43:07
12013,2,A,A,1,4928,294985,9,03-25-2015,14:43:07
12013,3,E,E,1,19501,289537,9,03-25-2015,14:43:07
12013,4,A,A,1,10489,269510,9,03-25-2015,14:43:07
12013,5,C,C,1,66911,258497,9,03-25-2015,14:43:07
12013,6,B,B,1,8745,191051,9,03-25-2015,14:43:07
12013,7,A,D,0,33958,181771,9,03-25-2015,14:43:07
12013,8,A,A,1,19827,147282,9,03-25-2015,14:43:07
12013,9,D,D,1,91852,126921,9,03-25-2015,14:43:07
12013,10,D,D,1,14311,34534,9,03-25-2015,14:43:07
12014,1,A,A,1,6892,300000,12,03-02-2015,09:13:19
12014,2,A,A,1,5845,292486,12,03-02-2015,09:13:19
12014,3,E,E,1,14448,286121,12,03-02-2015,09:13:19
12014,4,A,A,1,5077,271142,12,03-02-2015,09:13:19
12014,5,C,C,1,23668,265543,12,03-02-2015,09:13:19
12014,6,B,B,1,7948,241351,12,03-02-2015,09:13:19
12014,7,A,A,1,14450,232870,12,03-02-2015,09:13:19
12014,8,A,A,1,13686,217891,12,03-02-2015,09:13:19
12014,9,D,D,1,54398,203679,12,03-02-2015,09:13:19
12014,10,D,D,1,17992,148745,12,03-02-2015,09:13:19
12014,11,C,C,1,22094,130234,12,03-02-2015,09:13:19
12014,12,C,C,1,10524,107607,12,03-02-2015,09:13:19
12015,1,A,A,1,14445,300000,12,04-13-2015,12:08:00
12015,2,A,A,1,5352,284937,12,04-13-2015,12:08:00
12015,3,E,E,1,12382,279055,12,04-13-2015,12:08:00
12015,4,A,A,1,31373,266141,12,04-13-2015,12:08:00
12015,5,C,C,1,33096,234232,12,04-13-2015,12:08:00
12015,6,B,B,1,9134,200608,12,04-13-2015,12:08:00
12015,7,A,A,1,16694,190944,12,04-13-2015,12:08:00
12015,8,A,A,1,11873,173715,12,04-13-2015,12:08:00
12015,9,D,D,1,112483,161318,12,04-13-2015,12:08:00
12015,10,D,D,1,18629,48312,12,04-13-2015,12:08:00
12015,11,C,C,1,14555,29151,12,04-13-2015,12:08:00
12015,12,C,C,1,11076,14071,12,04-13-2015,12:08:00
12018,1,A,A,1,4699,300000,12,03-12-2015,12:03:50
12018,2,A,A,1,6539,294684,12,03-12-2015,12:03:50
12018,3,E,E,1,14945,287620,12,03-12-2015,12:03:50
12018,4,A,A,1,5234,272141,12,03-12-2015,12:03:50
12018,5,C,C,1,14124,266375,12,03-12-2015,12:03:50
12018,6,B,B,1,11702,251730,12,03-12-2015,12:03:50
12018,7,A,A,1,14952,239500,12,03-12-2015,12:03:50
12018,8,A,A,1,26559,224022,12,03-12-2015,12:03:50
12018,9,D,B,0,15058,196929,12,03-12-2015,12:03:50
12018,10,D,C,0,42693,181350,12,03-12-2015,12:03:50
12018,11,C,C,1,4608,138130,12,03-12-2015,12:03:50
12018,12,C,C,1,21115,132998,12,03-12-2015,12:03:50
12018,13,D,D,1,33814,111354,12,03-12-2015,12:03:50
12018,14,E,C,0,7089,77014,12,03-12-2015,12:03:50
12018,15,B,B,1,19330,69399,12,03-12-2015,12:03:50
12021,1,A,A,1,11007,300000,6,02-27-2015,13:59:50
12021,2,A,A,1,16588,288387,6,02-27-2015,13:59:50
12021,3,E,E,1,22924,271275,6,02-27-2015,13:59:50
12021,4,A,A,1,33606,247832,6,02-27-2015,13:59:50
12021,5,C,C,1,178497,213692,6,02-27-2015,13:59:50
12021,6,B,B,1,33455,34660,6,02-27-2015,13:59:50
12022,1,A,A,1,20696,300000,9,02-27-2015,16:11:31
12022,2,A,A,1,6166,278690,9,02-27-2015,16:11:31
12022,3,E,B,0,29042,271992,9,02-27-2015,16:11:31
12022,4,A,A,1,11210,242418,9,02-27-2015,16:11:31
12022,5,C,C,1,5888,230687,9,02-27-2015,16:11:31
12022,6,B,B,1,16952,224273,9,02-27-2015,16:11:31
12022,7,A,A,1,6362,206795,9,02-27-2015,16:11:31
12022,8,A,B,0,36214,199914,9,02-27-2015,16:11:31
12022,9,D,B,0,35641,163175,9,02-27-2015,16:11:31
12022,10,D,D,1,23051,127002,9,02-27-2015,16:11:31
12022,11,C,C,1,52255,103427,9,02-27-2015,16:11:31
12022,12,C,C,1,22894,50643,9,02-27-2015,16:11:31
12023,1,A,A,1,5406,300000,10,02-27-2015,14:13:48
12023,2,A,A,1,5801,293985,10,02-27-2015,14:13:48
12023,3,E,E,1,38540,287653,10,02-27-2015,14:13:48
12023,4,A,A,1,11644,248582,10,02-27-2015,14:13:48
12023,5,C,C,1,24127,236419,10,02-27-2015,14:13:48
12023,6,B,B,1,31713,211760,10,02-27-2015,14:13:48
12023,7,A,D,0,34190,179520,10,02-27-2015,14:13:48
