Subject,Trial,Circle1,Circle2,Difference,CorrectResponse,Accuracy,CircleThreshold.last,NextTrial.ACC,Reversal,ReversalNumb
12000,1,40,50,10,right,1,1,,,
12000,2,70,78,8,right,1,1,1,0,
12000,3,60,54,6,left,1,1,1,0,
12000,4,40,44,4,right,1,1,1,0,
12000,5,48,50,2,right,1,1,1,0,
12000,6,70,71,1,right,1,1,1,0,
12000,7,70,69,1,left,1,1,1,0,
12000,8,49,50,1,right,1,1,1,0,
12000,9,40,39,1,left,0,1,1,1,1
12000,10,50,46,4,left,1,1,0,1,2
12000,11,40,37,3,left,1,1,1,0,
12000,12,72,70,2,left,1,1,1,0,
12000,13,70,71,1,right,0,1,1,1,3
12000,14,74,70,4,left,1,1,0,1,4
12000,15,53,50,3,left,0,1,1,1,5
12000,16,54,60,6,right,1,1,0,1,6
12000,17,50,55,5,right,1,1,1,0,
12000,18,74,70,4,left,1,1,1,0,
12000,19,37,40,3,right,1,1,1,0,
12000,20,58,60,2,right,1,1,1,0,
12000,21,39,40,1,right,1,1,1,0,
12000,22,41,40,1,left,1,1,1,0,
12000,23,50,51,1,right,1,1,1,0,
12000,24,61,60,1,left,0,1,1,1,7
12000,25,40,44,4,right,1,1,0,1,8
12000,26,63,60,3,left,0,1,1,1,9
12000,27,66,60,6,left,1,1,0,1,10
12000,28,60,55,5,left,1,1,1,0,
12000,29,54,50,4,left,1,1,1,0,
12000,30,67,70,3,right,1,1,1,0,
12000,31,48,50,2,right,1,1,1,0,
12000,32,50,49,1,left,1,1,1,0,
12000,33,51,50,1,left,1,1,1,0,
12000,34,71,70,1,left,1,1,1,0,
12000,35,61,60,1,left,1,1,1,0,
12000,36,70,69,1,left,1,1,1,0,
12000,37,60,61,1,right,1,1,1,0,
12000,38,39,40,1,right,0,1,1,1,11
12000,39,60,64,4,right,0,1,0,0,
12000,40,47,40,7,left,1,1,0,1,12
12000,41,50,44,6,left,1,1,1,0,
12000,42,50,45,5,left,1,1,1,0,
12000,43,54,50,4,left,1,1,1,0,
12000,44,40,43,3,right,1,1,1,0,
12000,45,68,70,2,right,1,1,1,0,
12000,46,70,69,1,left,1,1,1,0,
12000,47,40,39,1,left,1,1,1,0,
12000,48,50,51,1,right,0,1,1,1,13
12000,49,40,36,4,left,1,1,0,1,14
12000,50,67,70,3,right,1,1,1,0,
12000,51,58,60,2,right,0,1,1,1,15
12000,52,60,65,5,right,0,1,0,0,
12000,53,60,52,8,left,1,1,0,1,16
12000,54,33,40,7,right,1,1,1,0,
12000,55,50,56,6,right,1,1,1,0,
12000,56,60,65,5,right,1,1,1,0,
12000,57,66,70,4,right,1,1,1,0,
12000,58,60,57,3,left,1,1,1,0,
12000,59,42,40,2,left,1,1,1,0,
12000,60,70,69,1,left,1,1,1,0,
12000,61,70,71,1,right,0,1,1,1,17
12000,62,44,40,4,left,1,1,0,1,18
12000,63,57,60,3,right,1,1,1,0,
12000,64,48,50,2,right,1,1,1,0,
12002,1,40,50,10,right,1,3,,,
12002,2,32,40,8,right,1,3,1,0,
12002,3,70,64,6,left,1,3,1,0,
12002,4,70,74,4,right,1,3,1,0,
12002,5,38,40,2,right,1,3,1,0,
12002,6,40,39,1,left,1,3,1,0,
12002,7,51,50,1,left,1,3,1,0,
12002,8,49,50,1,right,1,3,1,0,
12002,9,50,49,1,left,1,3,1,0,
12002,10,50,51,1,right,0,3,1,1,1
12002,11,74,70,4,left,1,3,0,1,2
12002,12,67,70,3,right,1,3,1,0,
12002,13,52,50,2,left,1,3,1,0,
12002,14,70,69,1,left,1,3,1,0,
12002,15,41,40,1,left,1,3,1,0,
12002,16,69,70,1,right,0,3,1,1,3
12002,17,60,64,4,right,1,3,0,1,4
12002,18,60,63,3,right,1,3,1,0,
12002,19,60,58,2,left,1,3,1,0,
12002,20,60,59,1,left,1,3,1,0,
12002,21,70,71,1,right,1,3,1,0,
12002,22,61,60,1,left,1,3,1,0,
12002,23,50,51,1,right,1,3,1,0,
12002,24,70,71,1,right,1,3,1,0,
12002,25,41,40,1,left,0,3,1,1,5
12002,26,40,36,4,left,1,3,0,1,6
12002,27,60,57,3,left,1,3,1,0,
12002,28,52,50,2,left,1,3,1,0,
12002,29,59,60,1,right,1,3,1,0,
12002,30,71,70,1,left,1,3,1,0,
12002,31,69,70,1,right,1,3,1,0,
12002,32,60,61,1,right,1,3,1,0,
12002,33,50,49,1,left,1,3,1,0,
12002,34,71,70,1,left,1,3,1,0,
12002,35,50,49,1,left,0,3,1,1,7
12002,36,44,40,4,left,1,3,0,1,8
12002,37,40,43,3,right,1,3,1,0,
12002,38,50,52,2,right,1,3,1,0,
12002,39,61,60,1,left,1,3,1,0,
12002,40,60,59,1,left,1,3,1,0,
12002,41,39,40,1,right,1,3,1,0,
12002,42,60,61,1,right,1,3,1,0,
12002,43,39,40,1,right,1,3,1,0,
12002,44,40,39,1,left,1,3,1,0,
12002,45,71,70,1,left,1,3,1,0,
12002,46,61,60,1,left,0,3,1,1,9
12002,47,66,70,4,right,1,3,0,1,10
12002,48,43,40,3,left,1,3,1,0,
12002,49,70,68,2,left,1,3,1,0,
12002,50,40,41,1,right,1,3,1,0,
12002,51,59,60,1,right,1,3,1,0,
12002,52,50,49,1,left,1,3,1,0,
12002,53,59,60,1,right,0,3,1,1,11
12002,54,54,50,4,left,1,3,0,1,12
12002,55,70,67,3,left,1,3,1,0,
12002,56,48,50,2,right,1,3,1,0,
12002,57,49,50,1,right,1,3,1,0,
12002,58,40,41,1,right,1,3,1,0,
12002,59,61,60,1,left,1,3,1,0,
12002,60,49,50,1,right,1,3,1,0,
12002,61,40,39,1,left,1,3,1,0,
12002,62,59,60,1,right,1,3,1,0,
12002,63,70,71,1,right,0,3,1,1,13
12002,64,50,54,4,right,1,3,0,1,14
12006,1,40,50,10,right,1,1,,,
12006,2,32,40,8,right,1,1,1,0,
12006,3,66,60,6,left,1,1,1,0,
12006,4,70,66,4,left,1,1,1,0,
12006,5,72,70,2,left,1,1,1,0,
12006,6,70,69,1,left,0,1,1,1,1
12006,7,67,60,7,left,1,1,0,1,2
12006,8,56,50,6,left,1,1,1,0,
12006,9,50,45,5,left,0,1,1,1,3
12006,10,78,70,8,left,1,1,0,1,4
12006,11,50,43,7,left,1,1,1,0,
12006,12,64,70,6,right,1,1,1,0,
12006,13,60,55,5,left,1,1,1,0,
12006,14,46,50,4,right,1,1,1,0,
12006,15,40,43,3,right,1,1,1,0,
12006,16,38,40,2,right,1,1,1,0,
12006,17,50,49,1,left,1,1,1,0,
12006,18,40,39,1,left,1,1,1,0,
12006,19,59,60,1,right,0,1,1,1,5
12006,20,50,54,4,right,0,1,0,0,
12006,21,43,50,7,right,1,1,0,1,6
12006,22,70,76,6,right,1,1,1,0,
12006,23,45,50,5,right,1,1,1,0,
12006,24,46,50,4,right,1,1,1,0,
12006,25,70,73,3,right,1,1,1,0,
12006,26,60,58,2,left,0,1,1,1,7
12006,27,75,70,5,left,1,1,0,1,8
12006,28,70,74,4,right,1,1,1,0,
12006,29,43,40,3,left,1,1,1,0,
12006,30,62,60,2,left,0,1,1,1,9
12006,31,65,70,5,right,1,1,0,1,10
12006,32,64,60,4,left,1,1,1,0,
12006,33,60,57,3,left,1,1,1,0,
12006,34,70,72,2,right,0,1,1,1,11
12006,35,50,55,5,right,1,1,0,1,12
12006,36,70,66,4,left,0,1,1,1,13
12006,37,40,33,7,left,1,1,0,1,14
12006,38,54,60,6,right,1,1,1,0,
12006,39,65,70,5,right,1,1,1,0,
12006,40,40,36,4,left,1,1,1,0,
12006,41,50,47,3,left,1,1,1,0,
12006,42,72,70,2,left,0,1,1,1,15
12006,43,50,55,5,right,1,1,0,1,16
12006,44,40,36,4,left,1,1,1,0,
12006,45,60,63,3,right,0,1,1,1,17
12006,46,34,40,6,right,1,1,0,1,18
12006,47,45,40,5,left,1,1,1,0,
12006,48,40,44,4,right,1,1,1,0,
12006,49,50,53,3,right,1,1,1,0,
12006,50,40,42,2,right,1,1,1,0,
12006,51,51,50,1,left,1,1,1,0,
12006,52,60,61,1,right,0,1,1,1,19
12006,53,60,64,4,right,0,1,0,0,
12006,54,57,50,7,left,1,1,0,1,20
12006,55,60,66,6,right,1,1,1,0,
12006,56,35,40,5,right,1,1,1,0,
12006,57,66,70,4,right,1,1,1,0,
12006,58,43,40,3,left,1,1,1,0,
12006,59,58,60,2,right,0,1,1,1,21
12006,60,55,60,5,right,1,1,0,1,22
12006,61,70,66,4,left,1,1,1,0,
12006,62,60,57,3,left,1,1,1,0,
12006,63,42,40,2,left,1,1,1,0,
12006,64,51,50,1,left,1,1,1,0,
12008,1,50,40,10,left,1,2,,,
12008,2,40,32,8,left,1,2,1,0,
12008,3,54,60,6,right,1,2,1,0,
12008,4,56,60,4,right,1,2,1,0,
12008,5,48,50,2,right,1,2,1,0,
12008,6,60,61,1,right,0,2,1,1,1
12008,7,33,40,7,right,1,2,0,1,2
12008,8,44,50,6,right,1,2,1,0,
12008,9,40,35,5,left,1,2,1,0,
12008,10,74,70,4,left,1,2,1,0,
12008,11,37,40,3,right,1,2,1,0,
12008,12,42,40,2,left,1,2,1,0,
12008,13,60,61,1,right,0,2,1,1,3
12008,14,54,50,4,left,1,2,0,1,4
12008,15,67,70,3,right,1,2,1,0,
12008,16,52,50,2,left,1,2,1,0,
12008,17,70,71,1,right,1,2,1,0,
12008,18,60,61,1,right,0,2,1,1,5
12008,19,60,56,4,left,1,2,0,1,6
12008,20,50,53,3,right,1,2,1,0,
12008,21,70,72,2,right,1,2,1,0,
12008,22,70,69,1,left,1,2,1,0,
12008,23,71,70,1,left,1,2,1,0,
12008,24,60,59,1,left,1,2,1,0,
12008,25,59,60,1,right,0,2,1,1,7
12008,26,70,66,4,left,1,2,0,1,8
12008,27,70,67,3,left,1,2,1,0,
12008,28,60,58,2,left,1,2,1,0,
12008,29,70,71,1,right,1,2,1,0,
12008,30,71,70,1,left,1,2,1,0,
12008,31,50,51,1,right,0,2,1,1,9
12008,32,50,46,4,left,1,2,0,1,10
12008,33,40,43,3,right,0,2,1,1,11
12008,34,50,56,6,right,1,2,0,1,12
12008,35,70,75,5,right,0,2,1,1,13
12008,36,50,58,8,right,1,2,0,1,14
12008,37,63,70,7,right,1,2,1,0,
12008,38,34,40,6,right,1,2,1,0,
12008,39,40,35,5,left,1,2,1,0,
12008,40,74,70,4,left,1,2,1,0,
12008,41,70,67,3,left,1,2,1,0,
12008,42,68,70,2,right,1,2,1,0,
12008,43,51,50,1,left,1,2,1,0,
12008,44,41,40,1,left,1,2,1,0,
12008,45,51,50,1,left,1,2,1,0,
12008,46,61,60,1,left,1,2,1,0,
12008,47,50,49,1,left,1,2,1,0,
12008,48,40,41,1,right,0,2,1,1,15
12008,49,40,36,4,left,1,2,0,1,16
12008,50,60,63,3,right,0,2,1,1,17
12008,51,64,70,6,right,1,2,0,1,18
12008,52,40,45,5,right,1,2,1,0,
12008,53,50,46,4,left,1,2,1,0,
12008,54,63,60,3,left,1,2,1,0,
12008,55,62,60,2,left,1,2,1,0,
12008,56,60,59,1,left,1,2,1,0,
12008,57,49,50,1,right,0,2,1,1,19
12008,58,40,44,4,right,1,2,0,1,20
12008,59,50,47,3,left,1,2,1,0,
12008,60,38,40,2,right,1,2,1,0,
12008,61,61,60,1,left,1,2,1,0,
12008,62,49,50,1,right,0,2,1,1,21
12008,63,56,60,4,right,1,2,0,1,22
12008,64,43,40,3,left,1,2,1,0,
12010,1,60,50,10,left,1,2,,,
12010,2,42,50,8,right,1,2,1,0,
12010,3,70,64,6,left,1,2,1,0,
12010,4,70,74,4,right,1,2,1,0,
12010,5,68,70,2,right,0,2,1,1,1
12010,6,32,40,8,right,1,2,0,1,2
12010,7,56,50,6,left,1,2,1,0,
12010,8,65,70,5,right,1,2,1,0,
12010,9,50,46,4,left,1,2,1,0,
12010,10,53,50,3,left,1,2,1,0,
12010,11,42,40,2,left,1,2,1,0,
12010,12,71,70,1,left,1,2,1,0,
12010,13,50,49,1,left,0,2,1,1,3
12010,14,40,36,4,left,1,2,0,1,4
12010,15,37,40,3,right,1,2,1,0,
12010,16,50,52,2,right,1,2,1,0,
12010,17,49,50,1,right,0,2,1,1,5
12010,18,44,40,4,left,1,2,0,1,6
12010,19,53,50,3,left,1,2,1,0,
12010,20,50,48,2,left,1,2,1,0,
12010,21,59,60,1,right,0,2,1,1,7
12010,22,46,50,4,right,1,2,0,1,8
12010,23,60,57,3,left,1,2,1,0,
12010,24,58,60,2,right,1,2,1,0,
12010,25,41,40,1,left,1,2,1,0,
12010,26,60,61,1,right,0,2,1,1,9
12010,27,60,56,4,left,1,2,0,1,10
12010,28,70,73,3,right,1,2,1,0,
12010,29,60,62,2,right,1,2,1,0,
12010,30,50,51,1,right,1,2,1,0,
12010,31,39,40,1,right,1,2,1,0,
12010,32,61,60,1,left,0,2,1,1,11
12010,33,50,54,4,right,1,2,0,1,12
12010,34,73,70,3,left,1,2,1,0,
12010,35,60,58,2,left,1,2,1,0,
12010,36,60,61,1,right,0,2,1,1,13
12010,37,66,70,4,right,1,2,0,1,14
12010,38,63,60,3,left,1,2,1,0,
12010,39,40,42,2,right,1,2,1,0,
12010,40,69,70,1,right,1,2,1,0,
12010,41,40,39,1,left,0,2,1,1,15
12010,42,70,66,4,left,1,2,0,1,16
12010,43,40,43,3,right,1,2,1,0,
12010,44,40,38,2,left,1,2,1,0,
12010,45,40,41,1,right,1,2,1,0,
12010,46,70,71,1,right,1,2,1,0,
12010,47,41,40,1,left,1,2,1,0,
12010,48,51,50,1,left,1,2,1,0,
12010,49,39,40,1,right,1,2,1,0,
12010,50,71,70,1,left,1,2,1,0,
12010,51,61,60,1,left,1,2,1,0,
12010,52,40,41,1,right,1,2,1,0,
12010,53,59,60,1,right,1,2,1,0,
12010,54,61,60,1,left,1,2,1,0,
12010,55,70,69,1,left,0,2,1,1,17
12010,56,74,70,4,left,1,2,0,1,18
12010,57,40,37,3,left,1,2,1,0,
12010,58,48,50,2,right,1,2,1,0,
12010,59,70,71,1,right,1,2,1,0,
12010,60,70,69,1,left,1,2,1,0,
12010,61,59,60,1,right,1,2,1,0,
12010,62,50,49,1,left,0,2,1,1,19
12010,63,50,54,4,right,1,2,0,1,20
12010,64,60,63,3,right,1,2,1,0,
12012,1,70,60,10,left,1,2,,,
12012,2,48,40,8,left,1,2,1,0,
12012,3,60,54,6,left,1,2,1,0,
12012,4,50,46,4,left,1,2,1,0,
12012,5,62,60,2,left,1,2,1,0,
12012,6,70,71,1,right,1,2,1,0,
12012,7,39,40,1,right,1,2,1,0,
12012,8,69,70,1,right,1,2,1,0,
12012,9,40,41,1,right,1,2,1,0,
12012,10,40,41,1,right,0,2,1,1,1
12012,11,66,70,4,right,1,2,0,1,2
12012,12,57,60,3,right,1,2,1,0,
12012,13,60,58,2,left,1,2,1,0,
12012,14,61,60,1,left,1,2,1,0,
12012,15,41,40,1,left,0,2,1,1,3
12012,16,46,50,4,right,1,2,0,1,4
12012,17,53,50,3,left,1,2,1,0,
12012,18,60,58,2,left,1,2,1,0,
12012,19,71,70,1,left,0,2,1,1,5
12012,20,74,70,4,left,1,2,0,1,6
12012,21,47,50,3,right,1,2,1,0,
12012,22,60,62,2,right,1,2,1,0,
12012,23,51,50,1,left,1,2,1,0,
12012,24,50,51,1,right,1,2,1,0,
12012,25,70,71,1,right,0,2,1,1,7
12012,26,50,46,4,left,1,2,0,1,8
12012,27,60,57,3,left,1,2,1,0,
12012,28,72,70,2,left,1,2,1,0,
12012,29,70,71,1,right,1,2,1,0,
12012,30,39,40,1,right,1,2,1,0,
12012,31,51,50,1,left,1,2,1,0,
12012,32,40,41,1,right,1,2,1,0,
12012,33,51,50,1,left,1,2,1,0,
12012,34,40,39,1,left,1,2,1,0,
12012,35,40,39,1,left,1,2,1,0,
12012,36,69,70,1,right,1,2,1,0,
12012,37,59,60,1,right,1,2,1,0,
12012,38,50,51,1,right,0,2,1,1,9
12012,39,40,36,4,left,1,2,0,1,10
12012,40,63,60,3,left,1,2,1,0,
12012,41,70,68,2,left,1,2,1,0,
12012,42,69,70,1,right,1,2,1,0,
12012,43,59,60,1,right,0,2,1,1,11
12012,44,60,64,4,right,1,2,0,1,12
12012,45,70,67,3,left,1,2,1,0,
12012,46,48,50,2,right,1,2,1,0,
12012,47,50,49,1,left,1,2,1,0,
12012,48,60,61,1,right,0,2,1,1,13
12012,49,46,50,4,right,1,2,0,1,14
12012,50,40,37,3,left,1,2,1,0,
12012,51,60,62,2,right,1,2,1,0,
12012,52,59,60,1,right,0,2,1,1,15
12012,53,70,74,4,right,1,2,0,1,16
12012,54,50,53,3,right,1,2,1,0,
12012,55,42,40,2,left,1,2,1,0,
12012,56,61,60,1,left,1,2,1,0,
12012,57,70,69,1,left,1,2,1,0,
12012,58,39,40,1,right,0,2,1,1,17
12012,59,40,44,4,right,1,2,0,1,18
12012,60,50,47,3,left,1,2,1,0,
12012,61,72,70,2,left,1,2,1,0,
12012,62,39,40,1,right,0,2,1,1,19
12012,63,44,40,4,left,1,2,0,1,20
12012,64,50,53,3,right,1,2,1,0,
12013,1,50,40,10,left,1,2,,,
12013,2,42,50,8,right,1,2,1,0,
12013,3,64,70,6,right,1,2,1,0,
12013,4,70,66,4,left,1,2,1,0,
12013,5,60,58,2,left,1,2,1,0,
12013,6,70,71,1,right,1,2,1,0,
12013,7,60,61,1,right,0,2,1,1,1
12013,8,44,40,4,left,1,2,0,1,2
12013,9,70,67,3,left,1,2,1,0,
12013,10,52,50,2,left,1,2,1,0,
12013,11,61,60,1,left,1,2,1,0,
12013,12,69,70,1,right,1,2,1,0,
12013,13,40,41,1,right,1,2,1,0,
12013,14,59,60,1,right,1,2,1,0,
12013,15,49,50,1,right,1,2,1,0,
12013,16,40,39,1,left,1,2,1,0,
12013,17,49,50,1,right,1,2,1,0,
12013,18,50,51,1,right,1,2,1,0,
12013,19,70,71,1,right,0,2,1,1,3
12013,20,36,40,4,right,1,2,0,1,4
12013,21,63,60,3,left,1,2,1,0,
12013,22,60,62,2,right,1,2,1,0,
12013,23,50,49,1,left,1,2,1,0,
12013,24,51,50,1,left,1,2,1,0,
12013,25,59,60,1,right,0,2,1,1,5
12013,26,70,74,4,right,1,2,0,1,6
12013,27,73,70,3,left,1,2,1,0,
12013,28,48,50,2,right,1,2,1,0,
12013,29,60,61,1,right,0,2,1,1,7
12013,30,40,44,4,right,1,2,0,1,8
12013,31,40,37,3,left,1,2,1,0,
12013,32,58,60,2,right,1,2,1,0,
12013,33,40,39,1,left,1,2,1,0,
12013,34,50,49,1,left,1,2,1,0,
12013,35,50,49,1,left,1,2,1,0,
12013,36,51,50,1,left,1,2,1,0,
12013,37,40,41,1,right,1,2,1,0,
12013,38,50,51,1,right,1,2,1,0,
12013,39,41,40,1,left,0,2,1,1,9
12013,40,40,44,4,right,1,2,0,1,10
12013,41,70,67,3,left,1,2,1,0,
12013,42,68,70,2,right,0,2,1,1,11
12013,43,45,40,5,left,1,2,0,1,12
12013,44,66,70,4,right,1,2,1,0,
12013,45,70,67,3,left,1,2,1,0,
12013,46,50,48,2,left,1,2,1,0,
12013,47,39,40,1,right,1,2,1,0,
12013,48,39,40,1,right,1,2,1,0,
12013,49,60,61,1,right,0,2,1,1,13
12013,50,60,56,4,left,1,2,0,1,14
12013,51,37,40,3,right,1,2,1,0,
12013,52,72,70,2,left,1,2,1,0,
12013,53,40,39,1,left,0,2,1,1,15
12013,54,54,50,4,left,1,2,0,1,16
12013,55,60,57,3,left,1,2,1,0,
12013,56,70,72,2,right,1,2,1,0,
12013,57,71,70,1,left,1,2,1,0,
12013,58,71,70,1,left,0,2,1,1,17
12013,59,64,60,4,left,1,2,0,1,18
12013,60,50,53,3,right,1,2,1,0,
12013,61,50,52,2,right,0,2,1,1,19
12013,62,65,60,5,left,1,2,0,1,20
12013,63,60,56,4,left,1,2,1,0,
12013,64,57,60,3,right,1,2,1,0,
12015,1,40,30,10,left,1,1,,,
12015,2,40,48,8,right,1,1,1,0,
12015,3,64,70,6,right,1,1,1,0,
12015,4,46,50,4,right,1,1,1,0,
12015,5,42,40,2,left,1,1,1,0,
12015,6,61,60,1,left,1,1,1,0,
12015,7,60,61,1,right,1,1,1,0,
12015,8,70,71,1,right,1,1,1,0,
12015,9,60,59,1,left,1,1,1,0,
12015,10,60,59,1,left,0,1,1,1,1
12015,11,74,70,4,left,1,1,0,1,2
12015,12,70,73,3,right,1,1,1,0,
12015,13,52,50,2,left,1,1,1,0,
12015,14,71,70,1,left,1,1,1,0,
12015,15,59,60,1,right,1,1,1,0,
12015,16,39,40,1,right,1,1,1,0,
12015,17,50,49,1,left,0,1,1,1,3
12015,18,60,64,4,right,1,1,0,1,4
12015,19,70,73,3,right,1,1,1,0,
12015,20,60,62,2,right,0,1,1,1,5
12015,21,45,50,5,right,1,1,0,1,6
12015,22,44,40,4,left,1,1,1,0,
12015,23,50,47,3,left,1,1,1,0,
12015,24,38,40,2,right,1,1,1,0,
12015,25,40,41,1,right,0,1,1,1,7
12015,26,44,40,4,left,0,1,0,0,
12015,27,50,57,7,right,1,1,0,1,8
12015,28,46,40,6,left,1,1,1,0,
12015,29,65,60,5,left,1,1,1,0,
12015,30,40,44,4,right,0,1,1,1,9
12015,31,70,63,7,left,1,1,0,1,10
12015,32,34,40,6,right,1,1,1,0,
12015,33,65,70,5,right,1,1,1,0,
12015,34,40,36,4,left,1,1,1,0,
12015,35,40,37,3,left,1,1,1,0,
12015,36,38,40,2,right,1,1,1,0,
12015,37,69,70,1,right,1,1,1,0,
12015,38,50,51,1,right,1,1,1,0,
12015,39,50,51,1,right,1,1,1,0,
12015,40,49,50,1,right,0,1,1,1,11
12015,41,74,70,4,left,1,1,0,1,12
12015,42,60,57,3,left,1,1,1,0,
12015,43,52,50,2,left,1,1,1,0,
12015,44,50,49,1,left,1,1,1,0,
12015,45,59,60,1,right,1,1,1,0,
12015,46,40,39,1,left,1,1,1,0,
12015,47,70,69,1,left,1,1,1,0,
12015,48,40,41,1,right,1,1,1,0,
12015,49,50,49,1,left,1,1,1,0,
12015,50,59,60,1,right,0,1,1,1,13
12015,51,64,60,4,left,1,1,0,1,14
12015,52,53,50,3,left,1,1,1,0,
12015,53,48,50,2,right,1,1,1,0,
12015,54,71,70,1,left,1,1,1,0,
12015,55,60,59,1,left,1,1,1,0,
12015,56,59,60,1,right,1,1,1,0,
12015,57,70,71,1,right,0,1,1,1,15
12015,58,50,54,4,right,1,1,0,1,16
12015,59,53,50,3,left,1,1,1,0,
12015,60,60,62,2,right,0,1,1,1,17
12015,61,70,65,5,left,1,1,0,1,18
12015,62,70,66,4,left,1,1,1,0,
12015,63,67,70,3,right,1,1,1,0,
12015,64,62,60,2,left,1,1,1,0,
12018,1,60,70,10,right,1,1,,,
12018,2,32,40,8,right,1,1,1,0,
12018,3,50,56,6,right,0,1,1,1,1
12018,4,48,60,12,right,1,1,0,1,2
12018,5,70,60,10,left,1,1,1,0,
12018,6,70,78,8,right,1,1,1,0,
12018,7,50,56,6,right,1,1,1,0,
12018,8,45,50,5,right,1,1,1,0,
12018,9,64,60,4,left,1,1,1,0,
12018,10,50,47,3,left,0,1,1,1,3
12018,11,76,70,6,left,1,1,0,1,4
12018,12,40,35,5,left,1,1,1,0,
12018,13,56,60,4,right,1,1,1,0,
12018,14,37,40,3,right,1,1,1,0,
12018,15,42,40,2,left,1,1,1,0,
12018,16,50,49,1,left,1,1,1,0,
12018,17,40,41,1,right,1,1,1,0,
12018,18,51,50,1,left,1,1,1,0,
12018,19,71,70,1,left,1,1,1,0,
12018,20,69,70,1,right,1,1,1,0,
12018,21,51,50,1,left,1,1,1,0,
12018,22,59,60,1,right,0,1,1,1,5
12018,23,60,56,4,left,1,1,0,1,6
12018,24,63,60,3,left,0,1,1,1,7
12018,25,40,46,6,right,1,1,0,1,8
12018,26,40,35,5,left,1,1,1,0,
12018,27,46,50,4,right,0,1,1,1,9
12018,28,33,40,7,right,1,1,0,1,10
12018,29,70,64,6,left,1,1,1,0,
12018,30,65,60,5,left,1,1,1,0,
12018,31,46,50,4,right,1,1,1,0,
12018,32,70,73,3,right,0,1,1,1,11
12018,33,70,76,6,right,0,1,0,0,
12018,34,70,61,9,left,1,1,0,1,12
12018,35,60,52,8,left,1,1,1,0,
12018,36,53,60,7,right,1,1,1,0,
12018,37,60,54,6,left,1,1,1,0,
12018,38,40,45,5,right,1,1,1,0,
12018,39,60,64,4,right,0,1,1,1,13
12018,40,63,70,7,right,0,1,0,0,
12018,41,30,40,10,right,1,1,0,1,14
12018,42,50,59,9,right,0,1,1,1,15
12018,43,40,28,12,left,1,1,0,1,16
12018,44,71,60,11,left,1,1,1,0,
12018,45,60,70,10,right,1,1,1,0,
12018,46,61,70,9,right,1,1,1,0,
12018,47,60,68,8,right,1,1,1,0,
12018,48,40,33,7,left,1,1,1,0,
12018,49,44,50,6,right,1,1,1,0,
12018,50,45,40,5,left,1,1,1,0,
12018,51,40,44,4,right,1,1,1,0,
12018,52,73,70,3,left,1,1,1,0,
12018,53,60,58,2,left,1,1,1,0,
12018,54,50,49,1,left,1,1,1,0,
12018,55,41,40,1,left,1,1,1,0,
12018,56,70,69,1,left,1,1,1,0,
12018,57,70,71,1,right,0,1,1,1,17
12018,58,50,54,4,right,1,1,0,1,18
12018,59,50,47,3,left,1,1,1,0,
12018,60,52,50,2,left,1,1,1,0,
12018,61,69,70,1,right,0,1,1,1,19
12018,62,44,40,4,left,1,1,0,1,20
12018,63,73,70,3,left,1,1,1,0,
12018,64,52,50,2,left,1,1,1,0,
12021,1,60,70,10,right,1,1,,,
12021,2,78,70,8,left,1,1,1,0,
12021,3,46,40,6,left,1,1,1,0,
12021,4,70,74,4,right,1,1,1,0,
12021,5,62,60,2,left,1,1,1,0,
12021,6,40,39,1,left,1,1,1,0,
12021,7,50,51,1,right,1,1,1,0,
12021,8,71,70,1,left,1,1,1,0,
12021,9,40,39,1,left,1,1,1,0,
12021,10,70,69,1,left,0,1,1,1,1
12021,11,66,70,4,right,1,1,0,1,2
12021,12,40,43,3,right,0,1,1,1,3
12021,13,46,40,6,left,1,1,0,1,4
12021,14,65,70,5,right,1,1,1,0,
12021,15,36,40,4,right,1,1,1,0,
12021,16,60,57,3,left,1,1,1,0,
12021,17,52,50,2,left,0,1,1,1,5
12021,18,50,45,5,left,1,1,0,1,6
12021,19,46,50,4,right,1,1,1,0,
12021,20,70,67,3,left,1,1,1,0,
12021,21,70,72,2,right,1,1,1,0,
12021,22,40,41,1,right,0,1,1,1,7
12021,23,50,54,4,right,1,1,0,1,8
12021,24,57,60,3,right,1,1,1,0,
12021,25,58,60,2,right,1,1,1,0,
12021,26,51,50,1,left,1,1,1,0,
12021,27,70,69,1,left,1,1,1,0,
12021,28,41,40,1,left,1,1,1,0,
12021,29,49,50,1,right,0,1,1,1,9
12021,30,54,50,4,left,1,1,0,1,10
12021,31,37,40,3,right,1,1,1,0,
12021,32,72,70,2,left,1,1,1,0,
12021,33,59,60,1,right,1,1,1,0,
12021,34,69,70,1,right,1,1,1,0,
12021,35,49,50,1,right,0,1,1,1,11
12021,36,50,46,4,left,1,1,0,1,12
12021,37,63,60,3,left,1,1,1,0,
12021,38,42,40,2,left,1,1,1,0,
12021,39,71,70,1,left,0,1,1,1,13
12021,40,50,54,4,right,1,1,0,1,14
12021,41,70,73,3,right,1,1,1,0,
12021,42,70,72,2,right,1,1,1,0,
12021,43,60,59,1,left,1,1,1,0,
12021,44,61,60,1,left,1,1,1,0,
12021,45,40,39,1,left,1,1,1,0,
12021,46,39,40,1,right,1,1,1,0,
12021,47,60,59,1,left,1,1,1,0,
12021,48,40,41,1,right,1,1,1,0,
12021,49,51,50,1,left,1,1,1,0,
