Subject,Trial,Tone1,Tone2,Difference,CorrectResponse,Accuracy,PitchThreshold.last,NextTrial.ACC,Reversal,ReversalNumb
12069,16,810,786,24,first,1,15,0,1,7
12069,17,823,800,23,first,1,15,1,0,
12069,18,820,798,22,first,1,15,1,0,
12069,19,809,830,21,second,0,15,1,1,8
12069,20,810,834,24,second,1,15,0,1,9
12069,21,797,820,23,second,0,15,1,1,10
12069,22,830,854,24,second,0,15,0,0,
12069,23,824,800,24,first,1,15,0,1,11
12069,24,843,820,23,first,1,15,1,0,
12069,25,822,800,22,first,1,15,1,0,
12069,26,779,800,21,second,0,15,1,1,12
12069,27,834,810,24,first,0,15,0,0,
12069,28,810,786,24,first,1,15,0,1,13
12069,29,807,830,23,second,0,15,1,1,14
12069,30,820,796,24,first,1,15,0,1,15
12069,31,797,820,23,second,1,15,1,0,
12069,32,810,832,22,second,1,15,1,0,
12069,33,810,831,21,second,1,15,1,0,
12069,34,800,820,20,second,0,15,1,1,16
12069,35,777,800,23,second,0,15,0,0,
12069,36,800,824,24,second,1,15,0,1,17
12069,37,807,830,23,second,1,15,1,0,
12069,38,852,830,22,first,1,15,1,0,
12069,39,831,810,21,first,1,15,1,0,
12069,40,800,780,20,first,1,15,1,0,
12069,41,830,849,19,second,1,15,1,0,
12069,42,800,818,18,second,0,15,1,1,18
12069,43,800,779,21,first,1,15,0,1,19
12069,44,800,820,20,second,1,15,1,0,
12069,45,819,800,19,first,1,15,1,0,
12069,46,812,830,18,second,1,15,1,0,
12069,47,830,813,17,first,0,15,1,1,20
12069,48,800,820,20,second,1,15,0,1,21
12069,49,801,820,19,second,1,15,1,0,
12069,50,828,810,18,first,1,15,1,0,
12069,51,803,820,17,second,1,15,1,0,
12069,52,830,846,16,second,1,15,1,0,
12069,53,805,820,15,second,1,15,1,0,
12069,54,844,830,14,first,1,15,1,0,
12069,55,787,800,13,second,0,15,1,1,22
12069,56,800,784,16,first,1,15,0,1,23
12069,57,835,820,15,first,0,15,1,1,24
12069,58,802,820,18,second,1,15,0,1,25
12069,59,847,830,17,first,1,15,1,0,
12069,60,820,804,16,first,1,15,1,0,
12069,61,830,815,15,first,1,15,1,0,
12069,62,800,814,14,second,0,15,1,1,26
12069,63,810,793,17,first,1,15,0,1,27
12069,64,820,836,16,second,1,15,1,0,
12070,1,820,835,15,second,0,21,,,
12070,2,800,779,21,first,1,21,0,1,1
12070,3,849,830,19,first,0,21,1,1,2
12070,4,796,820,24,second,0,21,0,0,
12070,5,820,844,24,second,1,21,0,1,3
12070,6,810,832,22,second,1,21,1,0,
12070,7,800,820,20,second,0,21,1,1,4
12070,8,807,830,23,second,1,21,0,1,5
12070,9,808,830,22,second,0,21,1,1,6
12070,10,834,810,24,first,1,21,0,1,7
12070,11,820,843,23,second,1,21,1,0,
12070,12,832,810,22,first,1,21,1,0,
12070,13,831,810,21,first,1,21,1,0,
12070,14,830,850,20,second,1,21,1,0,
12070,15,830,849,19,second,1,21,1,0,
12070,16,818,800,18,first,1,21,1,0,
12070,17,810,793,17,first,1,21,1,0,
12070,18,846,830,16,first,1,21,1,0,
12070,19,820,835,15,second,0,21,1,1,8
12070,20,830,848,18,second,1,21,0,1,9
12070,21,830,813,17,first,0,21,1,1,10
12070,22,820,800,20,first,1,21,0,1,11
12070,23,800,819,19,second,0,21,1,1,12
12070,24,778,800,22,second,1,21,0,1,13
12070,25,821,800,21,first,1,21,1,0,
12070,26,820,800,20,first,0,21,1,1,14
12070,27,823,800,23,first,1,21,0,1,15
12070,28,830,808,22,first,1,21,1,0,
12070,29,810,789,21,first,1,21,1,0,
12070,30,800,780,20,first,1,21,1,0,
12070,31,810,791,19,first,1,21,1,0,
12070,32,838,820,18,first,1,21,1,0,
12070,33,803,820,17,second,0,21,1,1,16
12070,34,810,830,20,second,1,21,0,1,17
12070,35,830,849,19,second,1,21,1,0,
12070,36,848,830,18,first,1,21,1,0,
12070,37,837,820,17,first,1,21,1,0,
12070,38,820,804,16,first,1,21,1,0,
12070,39,800,815,15,second,0,21,1,1,18
12070,40,802,820,18,second,0,21,0,0,
12070,41,779,800,21,second,0,21,0,0,
12070,42,810,786,24,first,1,21,0,1,19
12070,43,800,823,23,second,1,21,1,0,
12070,44,800,778,22,first,1,21,1,0,
12070,45,799,820,21,second,0,21,1,1,20
12070,46,776,800,24,second,0,21,0,0,
12070,47,830,806,24,first,1,21,0,1,21
12070,48,820,797,23,first,1,21,1,0,
12070,49,830,808,22,first,1,21,1,0,
12070,50,810,831,21,second,1,21,1,0,
12070,51,800,820,20,second,1,21,1,0,
12070,52,811,830,19,second,1,21,1,0,
12070,53,838,820,18,first,1,21,1,0,
12070,54,803,820,17,second,0,21,1,1,22
12070,55,800,780,20,first,0,21,0,0,
12070,56,777,800,23,second,0,21,0,0,
12070,57,834,810,24,first,1,21,0,1,23
12070,58,823,800,23,first,1,21,1,0,
12070,59,798,820,22,second,1,21,1,0,
12070,60,809,830,21,second,0,21,1,1,24
12070,61,810,834,24,second,0,21,0,0,
12070,62,844,820,24,first,1,21,0,1,25
12070,63,797,820,23,second,1,21,1,0,
12070,64,852,830,22,first,1,21,1,0,
12071,1,825,810,15,first,1,1,,,
12071,2,807,820,13,second,0,1,1,1,1
12071,3,849,830,19,first,1,1,0,1,2
12071,4,803,820,17,second,1,1,1,0,
12071,5,820,835,15,second,1,1,1,0,
12071,6,807,820,13,second,1,1,1,0,
12071,7,819,830,11,second,1,1,1,0,
12071,8,800,810,10,second,1,1,1,0,
12071,9,819,810,9,first,1,1,1,0,
12071,10,838,830,8,first,1,1,1,0,
12071,11,830,837,7,second,1,1,1,0,
12071,12,814,820,6,second,0,1,1,1,3
12071,13,809,800,9,first,1,1,0,1,4
12071,14,800,792,8,first,1,1,1,0,
12071,15,837,830,7,first,1,1,1,0,
12071,16,824,830,6,second,1,1,1,0,
12071,17,800,805,5,second,0,1,1,1,5
12071,18,822,830,8,second,1,1,0,1,6
12071,19,793,800,7,second,0,1,1,1,7
12071,20,830,820,10,first,1,1,0,1,8
12071,21,830,821,9,first,0,1,1,1,9
12071,22,832,820,12,first,1,1,0,1,10
12071,23,800,789,11,first,1,1,1,0,
12071,24,810,800,10,first,1,1,1,0,
12071,25,800,809,9,second,1,1,1,0,
12071,26,830,822,8,first,1,1,1,0,
12071,27,813,820,7,second,1,1,1,0,
12071,28,800,794,6,first,1,1,1,0,
12071,29,815,820,5,second,1,1,1,0,
12071,30,824,820,4,first,0,1,1,1,11
12071,31,830,837,7,second,1,1,0,1,12
12071,32,830,824,6,first,1,1,1,0,
12071,33,810,815,5,second,1,1,1,0,
12071,34,810,814,4,second,1,1,1,0,
12071,35,810,807,3,first,0,1,1,1,13
12071,36,820,814,6,first,0,1,0,0,
12071,37,791,800,9,second,0,1,0,0,
12071,38,788,800,12,second,1,1,0,1,14
12071,39,830,841,11,second,1,1,1,0,
12071,40,790,800,10,second,1,1,1,0,
12071,41,809,800,9,first,1,1,1,0,
12071,42,810,802,8,first,1,1,1,0,
12071,43,813,820,7,second,1,1,1,0,
12071,44,810,816,6,second,1,1,1,0,
12071,45,820,815,5,first,0,1,1,1,15
12071,46,822,830,8,second,1,1,0,1,16
12071,47,827,820,7,first,1,1,1,0,
12071,48,814,820,6,second,1,1,1,0,
12071,49,810,815,5,second,1,1,1,0,
12071,50,814,810,4,first,1,1,1,0,
12071,51,803,800,3,first,1,1,1,0,
12071,52,832,830,2,first,0,1,1,1,17
12071,53,800,795,5,first,1,1,0,1,18
12071,54,820,816,4,first,1,1,1,0,
12071,55,830,827,3,first,1,1,1,0,
12071,56,820,818,2,first,0,1,1,1,19
12071,57,810,805,5,first,1,1,0,1,20
12071,58,804,800,4,first,1,1,1,0,
12071,59,830,833,3,second,1,1,1,0,
12071,60,800,802,2,second,0,1,1,1,21
12071,61,815,810,5,first,1,1,0,1,22
12071,62,820,824,4,second,1,1,1,0,
12071,63,820,823,3,second,1,1,1,0,
12071,64,820,822,2,second,1,1,1,0,
12072,1,815,800,15,first,1,16,,,
12072,2,843,830,13,first,1,16,1,0,
12072,3,810,799,11,first,1,16,1,0,
12072,4,821,830,9,second,1,16,1,0,
12072,5,830,823,7,first,1,16,1,0,
12072,6,830,825,5,first,1,16,1,0,
12072,7,827,830,3,second,0,16,1,1,1
12072,8,820,814,6,first,1,16,0,1,2
12072,9,825,830,5,second,0,16,1,1,3
12072,10,838,830,8,first,1,16,0,1,4
12072,11,817,810,7,first,0,16,1,1,5
12072,12,820,830,10,second,0,16,0,0,
12072,13,830,817,13,first,1,16,0,1,6
12072,14,800,812,12,second,0,16,1,1,7
12072,15,810,795,15,first,1,16,0,1,8
12072,16,786,800,14,second,0,16,1,1,9
12072,17,820,837,17,second,0,16,0,0,
12072,18,810,790,20,first,1,16,0,1,10
12072,19,800,781,19,first,1,16,1,0,
12072,20,782,800,18,second,1,16,1,0,
12072,21,827,810,17,first,1,16,1,0,
12072,22,816,800,16,first,1,16,1,0,
12072,23,805,820,15,second,1,16,1,0,
12072,24,834,820,14,first,1,16,1,0,
12072,25,820,833,13,second,1,16,1,0,
12072,26,832,820,12,first,1,16,1,0,
12072,27,810,799,11,first,1,16,1,0,
12072,28,810,820,10,second,1,16,1,0,
12072,29,800,809,9,second,1,16,1,0,
12072,30,810,818,8,second,0,16,1,1,11
12072,31,789,800,11,second,1,16,0,1,12
12072,32,800,790,10,first,1,16,1,0,
12072,33,820,829,9,second,0,16,1,1,13
12072,34,842,830,12,first,0,16,0,0,
12072,35,845,830,15,first,1,16,0,1,14
12072,36,820,806,14,first,0,16,1,1,15
12072,37,803,820,17,second,1,16,0,1,16
12072,38,804,820,16,second,1,16,1,0,
12072,39,830,845,15,second,0,16,1,1,17
12072,40,802,820,18,second,1,16,0,1,18
12072,41,817,800,17,first,0,16,1,1,19
12072,42,810,830,20,second,1,16,0,1,20
12072,43,801,820,19,second,1,16,1,0,
12072,44,810,828,18,second,1,16,1,0,
12072,45,800,817,17,second,1,16,1,0,
12072,46,800,784,16,first,1,16,1,0,
12072,47,830,815,15,first,1,16,1,0,
12072,48,800,786,14,first,1,16,1,0,
12072,49,823,810,13,first,0,16,1,1,21
12072,50,784,800,16,second,0,16,0,0,
12072,51,801,820,19,second,1,16,0,1,22
12072,52,838,820,18,first,1,16,1,0,
12072,53,817,800,17,first,1,16,1,0,
12072,54,800,816,16,second,0,16,1,1,23
12072,55,820,801,19,first,0,16,0,0,
12072,56,798,820,22,second,0,16,0,0,
12072,57,830,854,24,second,1,16,0,1,24
12072,58,830,853,23,second,1,16,1,0,
12072,59,798,820,22,second,1,16,1,0,
12072,60,820,799,21,first,1,16,1,0,
12072,61,830,810,20,first,1,16,1,0,
12072,62,811,830,19,second,1,16,1,0,
12072,63,830,848,18,second,1,16,1,0,
12072,64,837,820,17,first,1,16,1,0,
12076,1,820,835,15,second,1,2,,,
12076,2,810,797,13,first,1,2,1,0,
12076,3,800,789,11,first,1,2,1,0,
12076,4,811,820,9,second,1,2,1,0,
12076,5,830,837,7,second,1,2,1,0,
12076,6,810,815,5,second,0,2,1,1,1
12076,7,819,830,11,second,1,2,0,1,2
12076,8,820,830,10,second,1,2,1,0,
12076,9,830,839,9,second,1,2,1,0,
12076,10,820,812,8,first,1,2,1,0,
12076,11,820,813,7,first,1,2,1,0,
12076,12,836,830,6,first,0,2,1,1,3
12076,13,810,801,9,first,1,2,0,1,4
12076,14,822,830,8,second,1,2,1,0,
12076,15,793,800,7,second,0,2,1,1,5
12076,16,820,810,10,first,1,2,0,1,6
12076,17,800,809,9,second,1,2,1,0,
12076,18,808,800,8,first,1,2,1,0,
12076,19,827,820,7,first,1,2,1,0,
12076,20,826,820,6,first,1,2,1,0,
12076,21,795,800,5,second,1,2,1,0,
12076,22,804,800,4,first,1,2,1,0,
12076,23,830,827,3,first,1,2,1,0,
12076,24,818,820,2,second,0,2,1,1,7
12076,25,800,805,5,second,0,2,0,0,
12076,26,830,838,8,second,1,2,0,1,8
12076,27,800,793,7,first,1,2,1,0,
12076,28,810,804,6,first,1,2,1,0,
12076,29,815,810,5,first,1,2,1,0,
12076,30,830,826,4,first,1,2,1,0,
12076,31,810,807,3,first,1,2,1,0,
12076,32,820,818,2,first,1,2,1,0,
12076,33,810,811,1,second,0,2,1,1,9
12076,34,804,800,4,first,1,2,0,1,10
12076,35,820,817,3,first,1,2,1,0,
12076,36,830,832,2,second,1,2,1,0,
12076,37,829,830,1,second,1,2,1,0,
12076,38,810,811,1,second,0,2,1,1,11
12076,39,820,824,4,second,1,2,0,1,12
12076,40,803,800,3,first,0,2,1,1,13
12076,41,810,816,6,second,1,2,0,1,14
12076,42,815,820,5,second,1,2,1,0,
12076,43,834,830,4,first,1,2,1,0,
12076,44,827,830,3,second,0,2,1,1,15
12076,45,814,820,6,second,1,2,0,1,16
12076,46,825,820,5,first,1,2,1,0,
12076,47,800,804,4,second,0,2,1,1,17
12076,48,813,820,7,second,1,2,0,1,18
12076,49,816,810,6,first,1,2,1,0,
12076,50,830,825,5,first,0,2,1,1,19
12076,51,812,820,8,second,1,2,0,1,20
12076,52,800,793,7,first,1,2,1,0,
12076,53,794,800,6,second,1,2,1,0,
12076,54,800,795,5,first,1,2,1,0,
12076,55,834,830,4,first,1,2,1,0,
12076,56,820,823,3,second,1,2,1,0,
12076,57,798,800,2,second,0,2,1,1,21
12076,58,800,805,5,second,1,2,0,1,22
12076,59,816,820,4,second,1,2,1,0,
12076,60,833,830,3,first,0,2,1,1,23
12076,61,814,820,6,second,1,2,0,1,24
12076,62,830,825,5,first,1,2,1,0,
12076,63,814,810,4,first,1,2,1,0,
12076,64,823,820,3,first,1,2,1,0,
12078,1,805,820,15,second,0,5,,,
12078,2,820,799,21,first,1,5,0,1,1
12078,3,829,810,19,first,1,5,1,0,
12078,4,837,820,17,first,1,5,1,0,
12078,5,835,820,15,first,1,5,1,0,
12078,6,820,807,13,first,1,5,1,0,
12078,7,789,800,11,second,0,5,1,1,2
12078,8,810,796,14,first,1,5,0,1,3
12078,9,810,823,13,second,0,5,1,1,4
12078,10,820,836,16,second,1,5,0,1,5
12078,11,800,785,15,first,1,5,1,0,
12078,12,806,820,14,second,1,5,1,0,
12078,13,823,810,13,first,1,5,1,0,
12078,14,812,800,12,first,1,5,1,0,
12078,15,830,841,11,second,1,5,1,0,
12078,16,810,820,10,second,0,5,1,1,6
12078,17,830,843,13,second,1,5,0,1,7
12078,18,810,822,12,second,0,5,1,1,8
12078,19,815,800,15,first,1,5,0,1,9
12078,20,816,830,14,second,1,5,1,0,
12078,21,800,813,13,second,0,5,1,1,10
12078,22,800,816,16,second,1,5,0,1,11
12078,23,785,800,15,second,0,5,1,1,12
12078,24,812,830,18,second,1,5,0,1,13
12078,25,813,830,17,second,1,5,1,0,
12078,26,830,814,16,first,1,5,1,0,
12078,27,825,810,15,first,1,5,1,0,
12078,28,810,796,14,first,1,5,1,0,
12078,29,807,820,13,second,1,5,1,0,
12078,30,830,818,12,first,1,5,1,0,
12078,31,841,830,11,first,1,5,1,0,
12078,32,820,830,10,second,1,5,1,0,
12078,33,809,800,9,first,1,5,1,0,
12078,34,810,802,8,first,1,5,1,0,
12078,35,823,830,7,second,1,5,1,0,
12078,36,830,824,6,first,1,5,1,0,
12078,37,820,815,5,first,1,5,1,0,
12078,38,820,824,4,second,0,5,1,1,14
12078,39,793,800,7,second,0,5,0,0,
12078,40,810,800,10,first,1,5,0,1,15
12078,41,829,820,9,first,0,5,1,1,16
12078,42,830,818,12,first,1,5,0,1,17
12078,43,809,820,11,second,1,5,1,0,
12078,44,820,810,10,first,1,5,1,0,
12078,45,830,839,9,second,1,5,1,0,
12078,46,800,808,8,second,0,5,1,1,18
12078,47,820,809,11,first,1,5,0,1,19
12078,48,790,800,10,second,0,5,1,1,20
12078,49,800,787,13,first,1,5,0,1,21
12078,50,808,820,12,second,1,5,1,0,
12078,51,800,811,11,second,1,5,1,0,
12078,52,810,820,10,second,1,5,1,0,
12078,53,810,819,9,second,1,5,1,0,
12078,54,810,818,8,second,1,5,1,0,
12078,55,837,830,7,first,1,5,1,0,
12078,56,826,820,6,first,1,5,1,0,
12078,57,835,830,5,first,0,5,1,1,22
12078,58,820,828,8,second,1,5,0,1,23
12078,59,800,793,7,first,1,5,1,0,
12078,60,814,820,6,second,1,5,1,0,
12078,61,800,795,5,first,1,5,1,0,
12078,62,834,830,4,first,0,5,1,1,24
12078,63,810,803,7,first,1,5,0,1,25
12078,64,830,836,6,second,1,5,1,0,
12080,1,810,795,15,first,1,3,,,
12080,2,810,823,13,second,1,3,1,0,
12080,3,800,811,11,second,1,3,1,0,
12080,4,820,829,9,second,1,3,1,0,
12080,5,817,810,7,first,1,3,1,0,
12080,6,835,830,5,first,0,3,1,1,1
12080,7,809,820,11,second,1,3,0,1,2
12080,8,810,800,10,first,1,3,1,0,
12080,9,830,821,9,first,1,3,1,0,
12080,10,820,812,8,first,1,3,1,0,
12080,11,800,793,7,first,1,3,1,0,
12080,12,794,800,6,second,1,3,1,0,
12080,13,815,810,5,first,1,3,1,0,
12080,14,816,820,4,second,1,3,1,0,
12080,15,830,833,3,second,1,3,1,0,
12080,16,818,820,2,second,1,3,1,0,
12080,17,810,811,1,second,1,3,1,0,
12080,18,830,829,1,first,0,3,1,1,3
12080,19,826,830,4,second,1,3,0,1,4
12080,20,827,830,3,second,1,3,1,0,
12080,21,820,822,2,second,1,3,1,0,
12080,22,810,809,1,first,1,3,1,0,
12080,23,799,800,1,second,0,3,1,1,5
12080,24,820,824,4,second,1,3,0,1,6
12080,25,817,820,3,second,1,3,1,0,
12080,26,830,832,2,second,1,3,1,0,
12080,27,800,801,1,second,0,3,1,1,7
12080,28,830,834,4,second,1,3,0,1,8
12080,29,833,830,3,first,0,3,1,1,9
12080,30,806,800,6,first,1,3,0,1,10
12080,31,830,835,5,second,1,3,1,0,
12080,32,800,804,4,second,0,3,1,1,11
12080,33,813,820,7,second,1,3,0,1,12
12080,34,814,820,6,second,1,3,1,0,
12080,35,795,800,5,second,0,3,1,1,13
12080,36,830,822,8,first,0,3,0,0,
12080,37,821,810,11,first,1,3,0,1,14
12080,38,790,800,10,second,0,3,1,1,15
12080,39,820,807,13,first,1,3,0,1,16
12080,40,818,830,12,second,1,3,1,0,
12080,41,821,810,11,first,1,3,1,0,
12080,42,830,820,10,first,0,3,1,1,17
12080,43,800,787,13,first,1,3,0,1,18
12080,44,808,820,12,second,1,3,1,0,
12080,45,810,799,11,first,1,3,1,0,
12080,46,840,830,10,first,0,3,1,1,19
12080,47,800,787,13,first,1,3,0,1,20
12080,48,820,808,12,first,1,3,1,0,
12080,49,809,820,11,second,1,3,1,0,
12080,50,810,800,10,first,1,3,1,0,
12080,51,810,801,9,first,1,3,1,0,
12080,52,810,818,8,second,1,3,1,0,
12080,53,810,817,7,second,1,3,1,0,
12080,54,836,830,6,first,0,3,1,1,21
12080,55,820,811,9,first,1,3,0,1,22
12080,56,828,820,8,first,1,3,1,0,
12080,57,827,820,7,first,1,3,1,0,
12080,58,820,826,6,second,1,3,1,0,
12080,59,800,795,5,first,1,3,1,0,
12080,60,826,830,4,second,1,3,1,0,
12080,61,830,827,3,first,0,3,1,1,23
12080,62,800,806,6,second,1,3,0,1,24
12080,63,825,820,5,first,1,3,1,0,
12080,64,804,800,4,first,1,3,1,0,
12081,1,800,785,15,first,1,5,,,
12081,2,823,810,13,first,1,5,1,0,
12081,3,800,811,11,second,0,5,1,1,1
12081,4,820,837,17,second,1,5,0,1,2
12081,5,835,820,15,first,0,5,1,1,3
12081,6,799,820,21,second,0,5,0,0,
12081,7,824,800,24,first,1,5,0,1,4
12081,8,830,807,23,first,1,5,1,0,
12081,9,830,852,22,second,1,5,1,0,
12081,10,810,789,21,first,1,5,1,0,
12081,11,810,830,20,second,1,5,1,0,
12081,12,829,810,19,first,1,5,1,0,
12081,13,802,820,18,second,0,5,1,1,5
12081,14,779,800,21,second,1,5,0,1,6
12081,15,850,830,20,first,1,5,1,0,
12081,16,801,820,19,second,1,5,1,0,
12081,17,818,800,18,first,1,5,1,0,
12081,18,800,817,17,second,0,5,1,1,7
12081,19,830,850,20,second,1,5,0,1,8
12081,20,781,800,19,second,1,5,1,0,
12081,21,812,830,18,second,1,5,1,0,
12081,22,800,817,17,second,1,5,1,0,
12081,23,814,830,16,second,1,5,1,0,
12081,24,810,795,15,first,1,5,1,0,
12081,25,844,830,14,first,1,5,1,0,
12081,26,833,820,13,first,1,5,1,0,
12081,27,832,820,12,first,1,5,1,0,
12081,28,830,819,11,first,1,5,1,0,
12081,29,830,820,10,first,1,5,1,0,
12081,30,811,820,9,second,1,5,1,0,
12081,31,830,838,8,second,1,5,1,0,
12081,32,793,800,7,second,1,5,1,0,
12081,33,810,816,6,second,1,5,1,0,
12081,34,830,835,5,second,0,5,1,1,9
12081,35,800,792,8,first,1,5,0,1,10
12081,36,820,813,7,first,0,5,1,1,11
12081,37,800,810,10,second,0,5,0,0,
12081,38,807,820,13,second,1,5,0,1,12
12081,39,788,800,12,second,1,5,1,0,
12081,40,811,800,11,first,1,5,1,0,
12081,41,840,830,10,first,0,5,1,1,13
12081,42,830,817,13,first,1,5,0,1,14
12081,43,812,800,12,first,1,5,1,0,
12081,44,820,831,11,second,1,5,1,0,
12081,45,810,800,10,first,1,5,1,0,
12081,46,819,810,9,first,1,5,1,0,
12081,47,820,828,8,second,1,5,1,0,
12081,48,810,803,7,first,1,5,1,0,
12081,49,820,814,6,first,1,5,1,0,
12081,50,815,810,5,first,1,5,1,0,
12081,51,820,816,4,first,1,5,1,0,
12081,52,800,797,3,first,1,5,1,0,
12081,53,820,822,2,second,1,5,1,0,
12081,54,810,811,1,second,1,5,1,0,
12081,55,819,820,1,second,1,5,1,0,
12081,56,831,830,1,first,1,5,1,0,
12081,57,820,819,1,first,0,5,1,1,15
12081,58,800,796,4,first,1,5,0,1,16
12081,59,817,820,3,second,1,5,1,0,
12081,60,830,828,2,first,0,5,1,1,17
12081,61,810,815,5,second,1,5,0,1,18
12081,62,826,830,4,second,1,5,1,0,
12081,63,817,820,3,second,1,5,1,0,
12081,64,810,812,2,second,0,5,1,1,19
12083,1,820,835,15,second,1,24,,,
12083,2,830,817,13,first,1,24,1,0,
12083,3,841,830,11,first,1,24,1,0,
12083,4,800,809,9,second,0,24,1,1,1
12083,5,810,825,15,second,0,24,0,0,
12083,6,800,779,21,first,1,24,0,1,2
12083,7,800,819,19,second,0,24,1,1,3
12083,8,798,820,22,second,0,24,0,0,
12083,9,796,820,24,second,0,24,0,0,
12083,10,810,786,24,first,1,24,0,1,4
12083,11,800,777,23,first,1,24,1,0,
12083,12,810,788,22,first,1,24,1,0,
12083,13,830,851,21,second,1,24,1,0,
12083,14,820,800,20,first,1,24,1,0,
12083,15,800,781,19,first,1,24,1,0,
12083,16,800,818,18,second,0,24,1,1,5
12083,17,830,809,21,first,1,24,0,1,6
12083,18,810,830,20,second,1,24,1,0,
12083,19,829,810,19,first,1,24,1,0,
12083,20,848,830,18,first,0,24,1,1,7
12083,21,799,820,21,second,0,24,0,0,
12083,22,796,820,24,second,0,24,0,0,
12083,23,830,806,24,first,1,24,0,1,8
12083,24,853,830,23,first,1,24,1,0,
12083,25,820,798,22,first,1,24,1,0,
12083,26,841,820,21,first,1,24,1,0,
12083,27,820,800,20,first,0,24,1,1,9
12083,28,843,820,23,first,0,24,0,0,
12083,29,844,820,24,first,0,24,0,0,
12083,30,844,820,24,first,0,24,0,0,
12083,31,820,844,24,second,1,24,0,1,10
12083,32,820,843,23,second,1,24,1,0,
12083,33,798,820,22,second,1,24,1,0,
12083,34,830,851,21,second,1,24,1,0,
12083,35,810,830,20,second,1,24,1,0,
12083,36,820,801,19,first,1,24,1,0,
12083,37,828,810,18,first,1,24,1,0,
12083,38,830,813,17,first,1,24,1,0,
12083,39,784,800,16,second,0,24,1,1,11
12083,40,781,800,19,second,1,24,0,1,12
12083,41,818,800,18,first,0,24,1,1,13
12083,42,800,821,21,second,0,24,0,0,
12083,43,796,820,24,second,1,24,0,1,14
12083,44,830,853,23,second,0,24,1,1,15
12083,45,796,820,24,second,0,24,0,0,
12083,46,834,810,24,first,1,24,0,1,16
12083,47,810,787,23,first,0,24,1,1,17
12083,48,806,830,24,second,1,24,0,1,18
12083,49,853,830,23,first,1,24,1,0,
12083,50,820,842,22,second,0,24,1,1,19
12083,51,806,830,24,second,0,24,0,0,
12083,52,810,786,24,first,1,24,0,1,20
12083,53,823,800,23,first,1,24,1,0,
12083,54,822,800,22,first,1,24,1,0,
12083,55,830,851,21,second,1,24,1,0,
12083,56,800,820,20,second,0,24,1,1,21
12083,57,777,800,23,second,1,24,0,1,22
12083,58,778,800,22,second,0,24,1,1,23
12083,59,810,834,24,second,1,24,0,1,24
12083,60,807,830,23,second,0,24,1,1,25
12083,61,824,800,24,first,1,24,0,1,26
12083,62,807,830,23,second,1,24,1,0,
12083,63,832,810,22,first,1,24,1,0,
12083,64,800,779,21,first,0,24,1,1,27
12084,1,830,845,15,second,1,7,,,
12084,2,810,823,13,second,1,7,1,0,
12084,3,800,789,11,first,1,7,1,0,
12084,4,800,809,9,second,1,7,1,0,
12084,5,820,827,7,second,1,7,1,0,
12084,6,830,825,5,first,1,7,1,0,
12084,7,820,823,3,second,1,7,1,0,
12084,8,818,820,2,second,1,7,1,0,
12084,9,801,800,1,first,1,7,1,0,
12084,10,810,809,1,first,1,7,1,0,
12084,11,811,810,1,first,0,7,1,1,1
12084,12,830,826,4,first,1,7,0,1,2
12084,13,813,810,3,first,1,7,1,0,
12084,14,820,822,2,second,1,7,1,0,
12084,15,819,820,1,second,1,7,1,0,
12084,16,821,820,1,first,0,7,1,1,3
12084,17,816,820,4,second,1,7,0,1,4
12084,18,830,833,3,second,1,7,1,0,
12084,19,820,822,2,second,1,7,1,0,
12084,20,830,831,1,second,1,7,1,0,
12084,21,799,800,1,second,0,7,1,1,5
12084,22,824,820,4,first,1,7,0,1,6
12084,23,823,820,3,first,1,7,1,0,
12084,24,810,812,2,second,1,7,1,0,
12084,25,820,819,1,first,0,7,1,1,7
12084,26,804,800,4,first,1,7,0,1,8
12084,27,803,800,3,first,1,7,1,0,
12084,28,832,830,2,first,1,7,1,0,
12084,29,800,799,1,first,1,7,1,0,
12084,30,799,800,1,second,0,7,1,1,9
12084,31,796,800,4,second,0,7,0,0,
12084,32,830,823,7,first,1,7,0,1,10
12084,33,836,830,6,first,1,7,1,0,
12084,34,795,800,5,second,0,7,1,1,11
12084,35,822,830,8,second,1,7,0,1,12
12084,36,820,813,7,first,0,7,1,1,13
12084,37,820,830,10,second,1,7,0,1,14
12084,38,810,819,9,second,1,7,1,0,
12084,39,810,802,8,first,1,7,1,0,
12084,40,810,803,7,first,1,7,1,0,
12084,41,800,806,6,second,1,7,1,0,
12084,42,800,795,5,first,1,7,1,0,
12084,43,826,830,4,second,1,7,1,0,
12084,44,820,817,3,first,1,7,1,0,
12084,45,812,810,2,first,0,7,1,1,15
12084,46,805,800,5,first,1,7,0,1,16
12084,47,816,820,4,second,1,7,1,0,
12084,48,810,813,3,second,1,7,1,0,
12084,49,830,832,2,second,1,7,1,0,
12084,50,830,829,1,first,1,7,1,0,
12084,51,800,801,1,second,0,7,1,1,17
12084,52,824,820,4,first,1,7,0,1,18
12084,53,813,810,3,first,1,7,1,0,
12084,54,810,808,2,first,1,7,1,0,
12084,55,831,830,1,first,0,7,1,1,19
12084,56,800,804,4,second,0,7,0,0,
12084,57,813,820,7,second,1,7,0,1,20
12084,58,814,820,6,second,1,7,1,0,
12084,59,815,820,5,second,1,7,1,0,
12084,60,834,830,4,first,0,7,1,1,21
12084,61,800,793,7,first,1,7,0,1,22
12084,62,814,820,6,second,1,7,1,0,
