Subject,Trial,Tone1,Tone2,Difference,CorrectResponse,Accuracy,LoudThreshold.last,NextTrial.ACC,Reversal,ReversalNumb
12295,42,13,16,3,second,0,8,1,1,19
12295,43,13,7,6,first,0,8,0,0,
12295,44,22,13,9,first,1,8,0,1,20
12295,45,21,13,8,first,1,8,1,0,
12295,46,13,20,7,second,1,8,1,0,
12295,47,7,13,6,second,0,8,1,1,21
12295,48,13,22,9,second,1,8,0,1,22
12295,49,21,13,8,first,1,8,1,0,
12295,50,13,20,7,second,1,8,1,0,
12295,51,7,13,6,second,1,8,1,0,
12295,52,8,13,5,second,1,8,1,0,
12295,53,13,17,4,second,1,8,1,0,
12295,54,13,16,3,second,1,8,1,0,
12295,55,11,13,2,second,1,8,1,0,
12295,56,14,13,1,first,0,8,1,1,23
12295,57,13,17,4,second,0,8,0,0,
12295,58,6,13,7,second,1,8,0,1,24
12295,59,7,13,6,second,1,8,1,0,
12295,60,18,13,5,first,0,8,1,1,25
12295,61,13,21,8,second,1,8,0,1,26
12295,62,13,6,7,first,0,8,1,1,27
12295,63,13,23,10,second,1,8,0,1,28
12295,64,13,22,9,second,1,8,1,0,
12296,1,3,13,10,second,0,9,,,
12296,2,13,26,13,second,1,9,0,1,1
12296,3,13,24,11,second,1,9,1,0,
12296,4,13,22,9,second,1,9,1,0,
12296,5,13,20,7,second,1,9,1,0,
12296,6,8,13,5,second,1,9,1,0,
12296,7,16,13,3,first,1,9,1,0,
12296,8,13,11,2,first,1,9,1,0,
12296,9,12,13,1,second,1,9,1,0,
12296,10,12,13,1,second,1,9,1,0,
12296,11,13,12,1,first,1,9,1,0,
12296,12,12,13,1,second,0,9,1,1,2
12296,13,17,13,4,first,1,9,0,1,3
12296,14,16,13,3,first,1,9,1,0,
12296,15,13,11,2,first,1,9,1,0,
12296,16,13,12,1,first,1,9,1,0,
12296,17,14,13,1,first,0,9,1,1,4
12296,18,17,13,4,first,0,9,0,0,
12296,19,20,13,7,first,1,9,0,1,5
12296,20,13,7,6,first,0,9,1,1,6
12296,21,22,13,9,first,1,9,0,1,7
12296,22,21,13,8,first,1,9,1,0,
12296,23,20,13,7,first,1,9,1,0,
12296,24,13,19,6,second,1,9,1,0,
12296,25,18,13,5,first,1,9,1,0,
12296,26,13,9,4,first,0,9,1,1,8
12296,27,6,13,7,second,1,9,0,1,9
12296,28,13,19,6,second,1,9,1,0,
12296,29,13,18,5,second,1,9,1,0,
12296,30,13,9,4,first,1,9,1,0,
12296,31,13,10,3,first,1,9,1,0,
12296,32,15,13,2,first,1,9,1,0,
12296,33,14,13,1,first,0,9,1,1,10
12296,34,13,9,4,first,0,9,0,0,
12296,35,6,13,7,second,1,9,0,1,11
12296,36,13,7,6,first,1,9,1,0,
12296,37,18,13,5,first,1,9,1,0,
12296,38,13,17,4,second,1,9,1,0,
12296,39,13,16,3,second,1,9,1,0,
12296,40,13,15,2,second,0,9,1,1,12
12296,41,13,18,5,second,0,9,0,0,
12296,42,21,13,8,first,1,9,0,1,13
12296,43,6,13,7,second,1,9,1,0,
12296,44,13,19,6,second,1,9,1,0,
12296,45,8,13,5,second,1,9,1,0,
12296,46,9,13,4,second,1,9,1,0,
12296,47,16,13,3,first,1,9,1,0,
12296,48,13,11,2,first,1,9,1,0,
12296,49,13,12,1,first,0,9,1,1,14
12296,50,13,9,4,first,1,9,0,1,15
12296,51,16,13,3,first,0,9,1,1,16
12296,52,7,13,6,second,0,9,0,0,
12296,53,4,13,9,second,1,9,0,1,17
12296,54,13,21,8,second,0,9,1,1,18
12296,55,13,2,11,first,1,9,0,1,19
12296,56,3,13,10,second,1,9,1,0,
12296,57,13,22,9,second,1,9,1,0,
12296,58,5,13,8,second,1,9,1,0,
12296,59,13,20,7,second,0,9,1,1,20
12296,60,13,23,10,second,1,9,0,1,21
12296,61,13,4,9,first,1,9,1,0,
12296,62,13,5,8,first,1,9,1,0,
12296,63,6,13,7,second,1,9,1,0,
12296,64,7,13,6,second,0,9,1,1,22
12298,1,13,3,10,first,1,1,,,
12298,2,21,13,8,first,1,1,1,0,
12298,3,7,13,6,second,1,1,1,0,
12298,4,17,13,4,first,1,1,1,0,
12298,5,13,15,2,second,1,1,1,0,
12298,6,13,14,1,second,1,1,1,0,
12298,7,13,12,1,first,1,1,1,0,
12298,8,13,14,1,second,1,1,1,0,
12298,9,13,14,1,second,0,1,1,1,1
12298,10,13,17,4,second,1,1,0,1,2
12298,11,13,16,3,second,1,1,1,0,
12298,12,15,13,2,first,1,1,1,0,
12298,13,13,14,1,second,1,1,1,0,
12298,14,14,13,1,first,1,1,1,0,
12298,15,13,12,1,first,1,1,1,0,
12298,16,13,12,1,first,1,1,1,0,
12298,17,12,13,1,second,1,1,1,0,
12298,18,12,13,1,second,1,1,1,0,
12298,19,14,13,1,first,0,1,1,1,3
12298,20,9,13,4,second,1,1,0,1,4
12298,21,13,16,3,second,1,1,1,0,
12298,22,11,13,2,second,1,1,1,0,
12298,23,12,13,1,second,1,1,1,0,
12298,24,14,13,1,first,1,1,1,0,
12298,25,14,13,1,first,1,1,1,0,
12298,26,13,12,1,first,1,1,1,0,
12298,27,13,14,1,second,1,1,1,0,
12298,28,13,14,1,second,1,1,1,0,
12298,29,13,14,1,second,0,1,1,1,5
12298,30,17,13,4,first,1,1,0,1,6
12298,31,16,13,3,first,1,1,1,0,
12298,32,11,13,2,second,1,1,1,0,
12298,33,13,12,1,first,1,1,1,0,
12298,34,13,12,1,first,0,1,1,1,7
12298,35,17,13,4,first,1,1,0,1,8
12298,36,16,13,3,first,1,1,1,0,
12298,37,13,11,2,first,1,1,1,0,
12298,38,14,13,1,first,1,1,1,0,
12298,39,13,12,1,first,1,1,1,0,
12298,40,12,13,1,second,0,1,1,1,9
12298,41,9,13,4,second,1,1,0,1,10
12298,42,13,16,3,second,1,1,1,0,
12298,43,11,13,2,second,1,1,1,0,
12298,44,14,13,1,first,1,1,1,0,
12298,45,12,13,1,second,1,1,1,0,
12298,46,12,13,1,second,0,1,1,1,11
12298,47,13,17,4,second,1,1,0,1,12
12298,48,16,13,3,first,1,1,1,0,
12298,49,13,11,2,first,1,1,1,0,
12298,50,13,14,1,second,1,1,1,0,
12298,51,13,12,1,first,1,1,1,0,
12298,52,13,12,1,first,1,1,1,0,
12298,53,13,14,1,second,1,1,1,0,
12298,54,13,12,1,first,0,1,1,1,13
12298,55,9,13,4,second,1,1,0,1,14
12298,56,13,16,3,second,1,1,1,0,
12298,57,15,13,2,first,1,1,1,0,
12298,58,12,13,1,second,0,1,1,1,15
12298,59,13,9,4,first,1,1,0,1,16
12298,60,13,10,3,first,1,1,1,0,
12298,61,11,13,2,second,1,1,1,0,
12298,62,13,12,1,first,1,1,1,0,
12298,63,14,13,1,first,1,1,1,0,
12298,64,12,13,1,second,1,1,1,0,
12300,1,23,13,10,first,1,8,,,
12300,2,21,13,8,first,1,8,1,0,
12300,3,13,7,6,first,1,8,1,0,
12300,4,17,13,4,first,0,8,1,1,1
12300,5,3,13,10,second,1,8,0,1,2
12300,6,13,5,8,first,0,8,1,1,3
12300,7,13,0,13,first,1,8,0,1,4
12300,8,13,1,12,first,1,8,1,0,
12300,9,13,24,11,second,1,8,1,0,
12300,10,23,13,10,first,0,8,1,1,5
12300,11,13,26,13,second,1,8,0,1,6
12300,12,25,13,12,first,1,8,1,0,
12300,13,13,24,11,second,0,8,1,1,7
12300,14,0,13,13,second,1,8,0,1,8
12300,15,13,1,12,first,1,8,1,0,
12300,16,24,13,11,first,1,8,1,0,
12300,17,23,13,10,first,1,8,1,0,
12300,18,4,13,9,second,1,8,1,0,
12300,19,13,5,8,first,0,8,1,1,9
12300,20,13,24,11,second,1,8,0,1,10
12300,21,3,13,10,second,1,8,1,0,
12300,22,4,13,9,second,1,8,1,0,
12300,23,5,13,8,second,1,8,1,0,
12300,24,13,20,7,second,1,8,1,0,
12300,25,13,7,6,first,1,8,1,0,
12300,26,13,8,5,first,1,8,1,0,
12300,27,17,13,4,first,1,8,1,0,
12300,28,16,13,3,first,1,8,1,0,
12300,29,13,11,2,first,1,8,1,0,
12300,30,13,14,1,second,1,8,1,0,
12300,31,12,13,1,second,1,8,1,0,
12300,32,12,13,1,second,0,8,1,1,11
12300,33,17,13,4,first,1,8,0,1,12
12300,34,13,10,3,first,1,8,1,0,
12300,35,11,13,2,second,0,8,1,1,13
12300,36,13,18,5,second,1,8,0,1,14
12300,37,13,9,4,first,0,8,1,1,15
12300,38,20,13,7,first,1,8,0,1,16
12300,39,19,13,6,first,1,8,1,0,
12300,40,13,8,5,first,1,8,1,0,
12300,41,13,17,4,second,1,8,1,0,
12300,42,10,13,3,second,0,8,1,1,17
12300,43,13,19,6,second,1,8,0,1,18
12300,44,8,13,5,second,1,8,1,0,
12300,45,17,13,4,first,1,8,1,0,
12300,46,16,13,3,first,0,8,1,1,19
12300,47,13,19,6,second,1,8,0,1,20
12300,48,13,8,5,first,1,8,1,0,
12300,49,9,13,4,second,0,8,1,1,21
12300,50,6,13,7,second,1,8,0,1,22
12300,51,7,13,6,second,1,8,1,0,
12300,52,18,13,5,first,1,8,1,0,
12300,53,13,9,4,first,0,8,1,1,23
12300,54,6,13,7,second,0,8,0,0,
12300,55,13,3,10,first,1,8,0,1,24
12300,56,13,22,9,second,1,8,1,0,
12300,57,13,21,8,second,1,8,1,0,
12300,58,13,20,7,second,1,8,1,0,
12300,59,13,19,6,second,1,8,1,0,
12300,60,13,8,5,first,1,8,1,0,
12300,61,13,17,4,second,0,8,1,1,25
12300,62,13,20,7,second,1,8,0,1,26
12300,63,19,13,6,first,1,8,1,0,
12300,64,8,13,5,second,0,8,1,1,27
12301,1,13,3,10,first,0,9,,,
12301,2,13,0,13,first,1,9,0,1,1
12301,3,13,24,11,second,1,9,1,0,
12301,4,4,13,9,second,1,9,1,0,
12301,5,13,6,7,first,1,9,1,0,
12301,6,8,13,5,second,0,9,1,1,2
12301,7,13,24,11,second,1,9,0,1,3
12301,8,23,13,10,first,1,9,1,0,
12301,9,13,22,9,second,1,9,1,0,
12301,10,13,5,8,first,1,9,1,0,
12301,11,13,20,7,second,0,9,1,1,4
12301,12,13,3,10,first,0,9,0,0,
12301,13,26,13,13,first,1,9,0,1,5
12301,14,13,25,12,second,1,9,1,0,
12301,15,2,13,11,second,0,9,1,1,6
12301,16,13,0,13,first,1,9,0,1,7
12301,17,13,25,12,second,1,9,1,0,
12301,18,13,2,11,first,1,9,1,0,
12301,19,13,23,10,second,0,9,1,1,8
12301,20,0,13,13,second,1,9,0,1,9
12301,21,1,13,12,second,1,9,1,0,
12301,22,2,13,11,second,1,9,1,0,
12301,23,13,23,10,second,1,9,1,0,
12301,24,4,13,9,second,0,9,1,1,10
12301,25,13,1,12,first,1,9,0,1,11
12301,26,13,2,11,first,1,9,1,0,
12301,27,23,13,10,first,1,9,1,0,
12301,28,22,13,9,first,1,9,1,0,
12301,29,13,5,8,first,1,9,1,0,
12301,30,20,13,7,first,1,9,1,0,
12301,31,13,19,6,second,0,9,1,1,12
12301,32,22,13,9,first,0,9,0,0,
12301,33,25,13,12,first,1,9,0,1,13
12301,34,2,13,11,second,0,9,1,1,14
12301,35,0,13,13,second,1,9,0,1,15
12301,36,25,13,12,first,0,9,1,1,16
12301,37,0,13,13,second,0,9,0,0,
12301,38,26,13,13,first,1,9,0,1,17
12301,39,13,25,12,second,1,9,1,0,
12301,40,13,24,11,second,0,9,1,1,18
12301,41,0,13,13,second,1,9,0,1,19
12301,42,13,1,12,first,0,9,1,1,20
12301,43,13,26,13,second,1,9,0,1,21
12301,44,25,13,12,first,1,9,1,0,
12301,45,13,2,11,first,1,9,1,0,
12301,46,13,3,10,first,1,9,1,0,
12301,47,4,13,9,second,0,9,1,1,22
12301,48,25,13,12,first,1,9,0,1,23
12301,49,2,13,11,second,0,9,1,1,24
12301,50,13,26,13,second,1,9,0,1,25
12301,51,1,13,12,second,0,9,1,1,26
12301,52,13,0,13,first,0,9,0,0,
12301,53,26,13,13,first,1,9,0,1,27
12301,54,25,13,12,first,1,9,1,0,
12301,55,2,13,11,second,1,9,1,0,
12301,56,23,13,10,first,1,9,1,0,
12301,57,13,4,9,first,1,9,1,0,
12301,58,13,21,8,second,1,9,1,0,
12301,59,13,20,7,second,1,9,1,0,
12301,60,13,19,6,second,0,9,1,1,28
12301,61,4,13,9,second,1,9,0,1,29
12301,62,21,13,8,first,0,9,1,1,30
12301,63,13,2,11,first,1,9,0,1,31
12301,64,23,13,10,first,1,9,1,0,
12302,1,13,23,10,second,1,10,,,
12302,2,21,13,8,first,0,10,1,1,1
12302,3,0,13,13,second,1,10,0,1,2
12302,4,2,13,11,second,1,10,1,0,
12302,5,22,13,9,first,1,10,1,0,
12302,6,13,20,7,second,1,10,1,0,
12302,7,8,13,5,second,1,10,1,0,
12302,8,9,13,4,second,0,10,1,1,3
12302,9,13,6,7,first,1,10,0,1,4
12302,10,19,13,6,first,1,10,1,0,
12302,11,18,13,5,first,1,10,1,0,
12302,12,13,17,4,second,0,10,1,1,5
12302,13,13,6,7,first,1,10,0,1,6
12302,14,19,13,6,first,1,10,1,0,
12302,15,13,18,5,second,1,10,1,0,
12302,16,13,17,4,second,1,10,1,0,
12302,17,16,13,3,first,1,10,1,0,
12302,18,15,13,2,first,0,10,1,1,7
12302,19,13,18,5,second,1,10,0,1,8
12302,20,17,13,4,first,1,10,1,0,
12302,21,16,13,3,first,1,10,1,0,
12302,22,13,11,2,first,1,10,1,0,
12302,23,14,13,1,first,1,10,1,0,
12302,24,13,14,1,second,0,10,1,1,9
12302,25,13,17,4,second,1,10,0,1,10
12302,26,16,13,3,first,1,10,1,0,
12302,27,13,11,2,first,0,10,1,1,11
12302,28,13,18,5,second,0,10,0,0,
12302,29,21,13,8,first,1,10,0,1,12
12302,30,6,13,7,second,1,10,1,0,
12302,31,13,7,6,first,0,10,1,1,13
12302,32,4,13,9,second,1,10,0,1,14
12302,33,13,21,8,second,0,10,1,1,15
12302,34,2,13,11,second,1,10,0,1,16
12302,35,13,23,10,second,1,10,1,0,
12302,36,13,22,9,second,1,10,1,0,
12302,37,13,5,8,first,1,10,1,0,
12302,38,13,6,7,first,0,10,1,1,17
12302,39,13,3,10,first,0,10,0,0,
12302,40,0,13,13,second,0,10,0,0,
12302,41,13,0,13,first,0,10,0,0,
12302,42,0,13,13,second,1,10,0,1,18
12302,43,13,1,12,first,0,10,1,1,19
12302,44,0,13,13,second,0,10,0,0,
12302,45,26,13,13,first,1,10,0,1,20
12302,46,13,1,12,first,0,10,1,1,21
12302,47,13,0,13,first,1,10,0,1,22
12302,48,13,1,12,first,1,10,1,0,
12302,49,2,13,11,second,0,10,1,1,23
12302,50,13,26,13,second,1,10,0,1,24
12302,51,25,13,12,first,1,10,1,0,
12302,52,2,13,11,second,1,10,1,0,
12302,53,13,23,10,second,0,10,1,1,25
12302,54,26,13,13,first,1,10,0,1,26
12302,55,1,13,12,second,0,10,1,1,27
12302,56,0,13,13,second,1,10,0,1,28
12302,57,25,13,12,first,0,10,1,1,29
12302,58,0,13,13,second,1,10,0,1,30
12302,59,13,25,12,second,1,10,1,0,
12302,60,13,2,11,first,1,10,1,0,
12302,61,13,3,10,first,0,10,1,1,31
12302,62,13,0,13,first,1,10,0,1,32
12302,63,13,25,12,second,1,10,1,0,
12302,64,2,13,11,second,1,10,1,0,
12303,1,23,13,10,first,1,4,,,
12303,2,21,13,8,first,1,4,1,0,
12303,3,19,13,6,first,1,4,1,0,
12303,4,9,13,4,second,0,4,1,1,1
12303,5,13,23,10,second,1,4,0,1,2
12303,6,13,5,8,first,1,4,1,0,
12303,7,19,13,6,first,1,4,1,0,
12303,8,13,18,5,second,0,4,1,1,3
12303,9,13,5,8,first,1,4,0,1,4
12303,10,6,13,7,second,1,4,1,0,
12303,11,13,19,6,second,1,4,1,0,
12303,12,8,13,5,second,0,4,1,1,5
12303,13,5,13,8,second,1,4,0,1,6
12303,14,20,13,7,first,1,4,1,0,
12303,15,7,13,6,second,1,4,1,0,
12303,16,18,13,5,first,1,4,1,0,
12303,17,13,17,4,second,1,4,1,0,
12303,18,13,10,3,first,1,4,1,0,
12303,19,11,13,2,second,0,4,1,1,7
12303,20,13,8,5,first,1,4,0,1,8
12303,21,13,9,4,first,1,4,1,0,
12303,22,16,13,3,first,0,4,1,1,9
12303,23,13,7,6,first,1,4,0,1,10
12303,24,13,18,5,second,1,4,1,0,
12303,25,17,13,4,first,1,4,1,0,
12303,26,13,10,3,first,1,4,1,0,
12303,27,15,13,2,first,1,4,1,0,
12303,28,13,14,1,second,0,4,1,1,11
12303,29,9,13,4,second,1,4,0,1,12
12303,30,16,13,3,first,1,4,1,0,
12303,31,11,13,2,second,0,4,1,1,13
12303,32,13,18,5,second,1,4,0,1,14
12303,33,13,9,4,first,1,4,1,0,
12303,34,16,13,3,first,1,4,1,0,
12303,35,13,11,2,first,1,4,1,0,
12303,36,14,13,1,first,1,4,1,0,
12303,37,13,14,1,second,1,4,1,0,
12303,38,13,14,1,second,0,4,1,1,15
12303,39,13,9,4,first,1,4,0,1,16
12303,40,16,13,3,first,1,4,1,0,
12303,41,11,13,2,second,0,4,1,1,17
12303,42,18,13,5,first,1,4,0,1,18
12303,43,13,17,4,second,1,4,1,0,
12303,44,13,16,3,second,0,4,1,1,19
12303,45,7,13,6,second,1,4,0,1,20
12303,46,13,18,5,second,0,4,1,1,21
12303,47,13,5,8,first,1,4,0,1,22
12303,48,13,20,7,second,1,4,1,0,
12303,49,13,7,6,first,1,4,1,0,
12303,50,8,13,5,second,1,4,1,0,
12303,51,13,9,4,first,1,4,1,0,
12303,52,13,16,3,second,1,4,1,0,
12303,53,15,13,2,first,1,4,1,0,
12303,54,13,12,1,first,1,4,1,0,
12303,55,12,13,1,second,1,4,1,0,
12303,56,12,13,1,second,0,4,1,1,23
12303,57,13,17,4,second,1,4,0,1,24
12303,58,10,13,3,second,0,4,1,1,25
12303,59,19,13,6,first,1,4,0,1,26
12303,60,8,13,5,second,1,4,1,0,
12303,61,13,9,4,first,1,4,1,0,
12303,62,13,10,3,first,1,4,1,0,
12303,63,11,13,2,second,1,4,1,0,
12303,64,13,14,1,second,0,4,1,1,27
12304,1,3,13,10,second,1,2,,,
12304,2,5,13,8,second,1,2,1,0,
12304,3,19,13,6,first,1,2,1,0,
12304,4,13,17,4,second,1,2,1,0,
12304,5,15,13,2,first,0,2,1,1,1
12304,6,5,13,8,second,1,2,0,1,2
12304,7,13,19,6,second,1,2,1,0,
12304,8,13,18,5,second,1,2,1,0,
12304,9,13,17,4,second,1,2,1,0,
12304,10,16,13,3,first,1,2,1,0,
12304,11,13,11,2,first,1,2,1,0,
12304,12,13,12,1,first,0,2,1,1,3
12304,13,9,13,4,second,1,2,0,1,4
12304,14,13,16,3,second,1,2,1,0,
12304,15,11,13,2,second,1,2,1,0,
12304,16,13,12,1,first,1,2,1,0,
12304,17,12,13,1,second,1,2,1,0,
12304,18,13,12,1,first,0,2,1,1,5
12304,19,17,13,4,first,1,2,0,1,6
12304,20,10,13,3,second,1,2,1,0,
12304,21,13,11,2,first,1,2,1,0,
12304,22,14,13,1,first,1,2,1,0,
12304,23,14,13,1,first,1,2,1,0,
12304,24,14,13,1,first,0,2,1,1,7
12304,25,13,9,4,first,1,2,0,1,8
12304,26,16,13,3,first,1,2,1,0,
12304,27,13,15,2,second,1,2,1,0,
12304,28,13,12,1,first,1,2,1,0,
12304,29,13,14,1,second,1,2,1,0,
12304,30,13,14,1,second,1,2,1,0,
12304,31,12,13,1,second,1,2,1,0,
12304,32,13,14,1,second,1,2,1,0,
12304,33,13,14,1,second,1,2,1,0,
12304,34,12,13,1,second,0,2,1,1,9
12304,35,17,13,4,first,1,2,0,1,10
12304,36,16,13,3,first,1,2,1,0,
12304,37,11,13,2,second,0,2,1,1,11
12304,38,8,13,5,second,1,2,0,1,12
12304,39,13,17,4,second,1,2,1,0,
12304,40,16,13,3,first,1,2,1,0,
12304,41,11,13,2,second,0,2,1,1,13
12304,42,18,13,5,first,0,2,0,0,
12304,43,13,5,8,first,1,2,0,1,14
12304,44,13,20,7,second,1,2,1,0,
12304,45,13,19,6,second,1,2,1,0,
12304,46,8,13,5,second,1,2,1,0,
12304,47,13,9,4,first,1,2,1,0,
12304,48,16,13,3,first,1,2,1,0,
12304,49,15,13,2,first,1,2,1,0,
12304,50,13,12,1,first,1,2,1,0,
12304,51,13,14,1,second,1,2,1,0,
12304,52,12,13,1,second,1,2,1,0,
12304,53,13,12,1,first,0,2,1,1,15
12304,54,13,9,4,first,1,2,0,1,16
12304,55,13,16,3,second,1,2,1,0,
12304,56,13,11,2,first,1,2,1,0,
12304,57,13,12,1,first,1,2,1,0,
12304,58,13,14,1,second,0,2,1,1,17
12304,59,9,13,4,second,1,2,0,1,18
12304,60,13,10,3,first,1,2,1,0,
12304,61,13,11,2,first,1,2,1,0,
12304,62,14,13,1,first,0,2,1,1,19
12304,63,17,13,4,first,1,2,0,1,20
12304,64,10,13,3,second,1,2,1,0,
12305,1,13,23,10,second,1,4,,,
12305,2,21,13,8,first,0,4,1,1,1
12305,3,26,13,13,first,1,4,0,1,2
12305,4,24,13,11,first,1,4,1,0,
12305,5,4,13,9,second,1,4,1,0,
12305,6,20,13,7,first,1,4,1,0,
12305,7,18,13,5,first,0,4,1,1,3
12305,8,13,5,8,first,1,4,0,1,4
12305,9,20,13,7,first,1,4,1,0,
12305,10,7,13,6,second,0,4,1,1,5
12305,11,13,4,9,first,1,4,0,1,6
12305,12,21,13,8,first,1,4,1,0,
12305,13,6,13,7,second,1,4,1,0,
12305,14,13,19,6,second,0,4,1,1,7
12305,15,22,13,9,first,1,4,0,1,8
12305,16,21,13,8,first,1,4,1,0,
12305,17,13,20,7,second,1,4,1,0,
12305,18,19,13,6,first,1,4,1,0,
12305,19,18,13,5,first,0,4,1,1,9
12305,20,13,21,8,second,1,4,0,1,10
12305,21,6,13,7,second,0,4,1,1,11
12305,22,13,23,10,second,1,4,0,1,12
12305,23,13,22,9,second,1,4,1,0,
12305,24,13,5,8,first,1,4,1,0,
12305,25,6,13,7,second,1,4,1,0,
12305,26,19,13,6,first,1,4,1,0,
12305,27,13,8,5,first,0,4,1,1,13
12305,28,13,5,8,first,1,4,0,1,14
12305,29,6,13,7,second,1,4,1,0,
12305,30,13,19,6,second,1,4,1,0,
12305,31,18,13,5,first,1,4,1,0,
12305,32,13,17,4,second,1,4,1,0,
12305,33,16,13,3,first,0,4,1,1,15
12305,34,13,7,6,first,1,4,0,1,16
12305,35,13,8,5,first,0,4,1,1,17
12305,36,13,21,8,second,1,4,0,1,18
12305,37,20,13,7,first,1,4,1,0,
12305,38,7,13,6,second,1,4,1,0,
12305,39,13,18,5,second,1,4,1,0,
12305,40,9,13,4,second,0,4,1,1,19
12305,41,13,20,7,second,1,4,0,1,20
12305,42,13,19,6,second,0,4,1,1,21
12305,43,13,22,9,second,1,4,0,1,22
12305,44,13,5,8,first,1,4,1,0,
12305,45,13,6,7,first,0,4,1,1,23
12305,46,13,3,10,first,1,4,0,1,24
12305,47,13,4,9,first,0,4,1,1,25
12305,48,1,13,12,second,1,4,0,1,26
12305,49,13,24,11,second,1,4,1,0,
12305,50,3,13,10,second,0,4,1,1,27
12305,51,26,13,13,first,1,4,0,1,28
12305,52,1,13,12,second,1,4,1,0,
12305,53,13,2,11,first,1,4,1,0,
12305,54,13,3,10,first,0,4,1,1,29
12305,55,0,13,13,second,0,4,0,0,
12305,56,13,0,13,first,1,4,0,1,30
12305,57,1,13,12,second,1,4,1,0,
12305,58,2,13,11,second,1,4,1,0,
12305,59,3,13,10,second,1,4,1,0,
12305,60,13,22,9,second,1,4,1,0,
12305,61,13,5,8,first,1,4,1,0,
12305,62,13,20,7,second,1,4,1,0,
12305,63,7,13,6,second,1,4,1,0,
12305,64,13,8,5,first,1,4,1,0,
12306,1,3,13,10,second,1,13,,,
12306,2,21,13,8,first,1,13,1,0,
12306,3,13,19,6,second,1,13,1,0,
12306,4,13,17,4,second,1,13,1,0,
12306,5,15,13,2,first,1,13,1,0,
12306,6,13,14,1,second,1,13,1,0,
12306,7,14,13,1,first,1,13,1,0,
12306,8,13,12,1,first,1,13,1,0,
12306,9,13,14,1,second,0,13,1,1,1
12306,10,13,9,4,first,1,13,0,1,2
12306,11,10,13,3,second,1,13,1,0,
12306,12,13,11,2,first,0,13,1,1,3
12306,13,13,18,5,second,0,13,0,0,
12306,14,13,21,8,second,1,13,0,1,4
12306,15,13,20,7,second,0,13,1,1,5
12306,16,23,13,10,first,1,13,0,1,6
12306,17,13,4,9,first,1,13,1,0,
12306,18,13,21,8,second,1,13,1,0,
12306,19,6,13,7,second,0,13,1,1,7
12306,20,3,13,10,second,1,13,0,1,8
12306,21,13,4,9,first,1,13,1,0,
12306,22,13,21,8,second,1,13,1,0,
12306,23,13,20,7,second,1,13,1,0,
12306,24,13,7,6,first,1,13,1,0,
12306,25,18,13,5,first,1,13,1,0,
12306,26,13,9,4,first,1,13,1,0,
12306,27,16,13,3,first,1,13,1,0,
12306,28,13,11,2,first,1,13,1,0,
12306,29,12,13,1,second,0,13,1,1,9
12306,30,13,9,4,first,1,13,0,1,10
12306,31,16,13,3,first,0,13,1,1,11
12306,32,13,7,6,first,1,13,0,1,12
12306,33,8,13,5,second,0,13,1,1,13
12306,34,21,13,8,first,1,13,0,1,14
12306,35,20,13,7,first,1,13,1,0,
12306,36,7,13,6,second,0,13,1,1,15
12306,37,22,13,9,first,1,13,0,1,16
12306,38,5,13,8,second,1,13,1,0,
12306,39,13,20,7,second,0,13,1,1,17
12306,40,13,3,10,first,1,13,0,1,18
12306,41,4,13,9,second,1,13,1,0,
12306,42,13,5,8,first,0,13,1,1,19
12306,43,13,24,11,second,1,13,0,1,20
12306,44,23,13,10,first,1,13,1,0,
12306,45,13,4,9,first,1,13,1,0,
12306,46,21,13,8,first,1,13,1,0,
12306,47,6,13,7,second,1,13,1,0,
12306,48,7,13,6,second,1,13,1,0,
12306,49,18,13,5,first,1,13,1,0,
12306,50,13,9,4,first,1,13,1,0,
12306,51,13,10,3,first,1,13,1,0,
12306,52,13,11,2,first,1,13,1,0,
12306,53,13,14,1,second,1,13,1,0,
12306,54,12,13,1,second,1,13,1,0,
12306,55,14,13,1,first,1,13,1,0,
12306,56,13,14,1,second,1,13,1,0,
12306,57,12,13,1,second,0,13,1,1,21
12306,58,17,13,4,first,1,13,0,1,22
12306,59,13,16,3,second,0,13,1,1,23
12306,60,13,19,6,second,1,13,0,1,24
12306,61,8,13,5,second,0,13,1,1,25
12306,62,21,13,8,first,1,13,0,1,26
12306,63,6,13,7,second,0,13,1,1,27
12306,64,3,13,10,second,0,13,0,0,
12307,1,23,13,10,first,1,6,,,
12307,2,13,21,8,second,1,6,1,0,
12307,3,19,13,6,first,1,6,1,0,
12307,4,13,17,4,second,1,6,1,0,
12307,5,13,11,2,first,1,6,1,0,
12307,6,13,12,1,first,0,6,1,1,1
12307,7,13,20,7,second,1,6,0,1,2
12307,8,7,13,6,second,0,6,1,1,3
12307,9,4,13,9,second,1,6,0,1,4
12307,10,13,21,8,second,1,6,1,0,
12307,11,20,13,7,first,1,6,1,0,
12307,12,13,7,6,first,1,6,1,0,
12307,13,13,18,5,second,1,6,1,0,
12307,14,17,13,4,first,1,6,1,0,
12307,15,10,13,3,second,1,6,1,0,
12307,16,15,13,2,first,0,6,1,1,5
12307,17,13,8,5,first,1,6,0,1,6
12307,18,17,13,4,first,1,6,1,0,
12307,19,10,13,3,second,1,6,1,0,
12307,20,11,13,2,second,0,6,1,1,7
12307,21,13,8,5,first,0,6,0,0,
12307,22,5,13,8,second,1,6,0,1,8
12307,23,6,13,7,second,1,6,1,0,
