Subject,TrialProc,Trial,Condition,RT,Accuracy,Response,Word,Hue,SessionDate,SessionTime
12000,practice,1,congruent,541,1,RED,RED,red,02-24-2015,11:38:53
12000,practice,2,incongruent,1007,1,GREEN,BLUE,green,02-24-2015,11:38:53
12000,practice,3,congruent,519,1,RED,RED,red,02-24-2015,11:38:53
12000,practice,4,congruent,763,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,practice,5,congruent,526,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,practice,6,incongruent,825,1,RED,GREEN,red,02-24-2015,11:38:53
12000,practice,7,incongruent,528,1,GREEN,RED,green,02-24-2015,11:38:53
12000,practice,8,congruent,491,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,practice,9,congruent,416,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,practice,10,congruent,511,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,practice,11,congruent,499,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,practice,12,incongruent,792,0,RED,RED,blue,02-24-2015,11:38:53
12000,practice,13,incongruent,544,1,BLUE,GREEN,blue,02-24-2015,11:38:53
12000,practice,14,congruent,570,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,practice,15,congruent,603,1,RED,RED,red,02-24-2015,11:38:53
12000,practice,16,congruent,500,1,RED,RED,red,02-24-2015,11:38:53
12000,practice,17,congruent,568,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,practice,18,incongruent,721,1,RED,BLUE,red,02-24-2015,11:38:53
12000,real,1,congruent,653,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,2,congruent,514,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,3,congruent,423,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,4,congruent,582,1,RED,RED,red,02-24-2015,11:38:53
12000,real,5,congruent,407,1,RED,RED,red,02-24-2015,11:38:53
12000,real,6,congruent,479,1,RED,RED,red,02-24-2015,11:38:53
12000,real,7,incongruent,837,1,GREEN,BLUE,green,02-24-2015,11:38:53
12000,real,8,congruent,516,1,RED,RED,red,02-24-2015,11:38:53
12000,real,9,incongruent,719,1,RED,BLUE,red,02-24-2015,11:38:53
12000,real,10,incongruent,641,1,RED,BLUE,red,02-24-2015,11:38:53
12000,real,11,incongruent,584,1,GREEN,RED,green,02-24-2015,11:38:53
12000,real,12,incongruent,665,1,GREEN,RED,green,02-24-2015,11:38:53
12000,real,13,incongruent,719,1,BLUE,GREEN,blue,02-24-2015,11:38:53
12000,real,14,congruent,707,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,15,congruent,574,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,16,congruent,575,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,17,incongruent,857,1,GREEN,BLUE,green,02-24-2015,11:38:53
12000,real,18,congruent,760,1,RED,RED,red,02-24-2015,11:38:53
12000,real,19,congruent,657,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,20,incongruent,694,1,BLUE,RED,blue,02-24-2015,11:38:53
12000,real,21,congruent,579,1,RED,RED,red,02-24-2015,11:38:53
12000,real,22,congruent,612,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,23,congruent,608,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,24,incongruent,815,1,BLUE,GREEN,blue,02-24-2015,11:38:53
12000,real,25,incongruent,446,1,BLUE,RED,blue,02-24-2015,11:38:53
12000,real,26,incongruent,597,1,GREEN,BLUE,green,02-24-2015,11:38:53
12000,real,27,congruent,590,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,28,congruent,607,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,29,congruent,406,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,30,congruent,519,1,RED,RED,red,02-24-2015,11:38:53
12000,real,31,congruent,514,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,32,incongruent,742,1,RED,GREEN,red,02-24-2015,11:38:53
12000,real,33,incongruent,649,1,RED,GREEN,red,02-24-2015,11:38:53
12000,real,34,congruent,623,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,35,congruent,542,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,36,incongruent,617,1,GREEN,BLUE,green,02-24-2015,11:38:53
12000,real,37,congruent,576,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,38,congruent,473,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,39,congruent,494,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,40,incongruent,851,1,BLUE,GREEN,blue,02-24-2015,11:38:53
12000,real,41,congruent,634,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,42,incongruent,810,1,GREEN,BLUE,green,02-24-2015,11:38:53
12000,real,43,congruent,579,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,44,incongruent,413,1,RED,BLUE,red,02-24-2015,11:38:53
12000,real,45,congruent,548,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,46,incongruent,479,1,RED,BLUE,red,02-24-2015,11:38:53
12000,real,47,congruent,517,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,48,congruent,600,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,49,incongruent,801,1,GREEN,RED,green,02-24-2015,11:38:53
12000,real,50,congruent,519,1,RED,RED,red,02-24-2015,11:38:53
12000,real,51,congruent,706,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,52,congruent,559,1,RED,RED,red,02-24-2015,11:38:53
12000,real,53,congruent,632,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,54,incongruent,638,1,GREEN,RED,green,02-24-2015,11:38:53
12000,real,55,congruent,606,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,56,congruent,509,1,RED,RED,red,02-24-2015,11:38:53
12000,real,57,incongruent,625,1,BLUE,RED,blue,02-24-2015,11:38:53
12000,real,58,congruent,608,1,RED,RED,red,02-24-2015,11:38:53
12000,real,59,incongruent,791,1,RED,BLUE,red,02-24-2015,11:38:53
12000,real,60,incongruent,809,1,RED,GREEN,red,02-24-2015,11:38:53
12000,real,61,congruent,600,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,62,congruent,1465,1,RED,RED,red,02-24-2015,11:38:53
12000,real,63,incongruent,854,1,BLUE,GREEN,blue,02-24-2015,11:38:53
12000,real,64,incongruent,927,1,BLUE,GREEN,blue,02-24-2015,11:38:53
12000,real,65,congruent,474,1,RED,RED,red,02-24-2015,11:38:53
12000,real,66,congruent,542,1,RED,RED,red,02-24-2015,11:38:53
12000,real,67,congruent,473,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,68,incongruent,542,1,BLUE,RED,blue,02-24-2015,11:38:53
12000,real,69,incongruent,1010,1,RED,GREEN,red,02-24-2015,11:38:53
12000,real,70,incongruent,522,1,BLUE,GREEN,blue,02-24-2015,11:38:53
12000,real,71,congruent,516,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,72,incongruent,704,1,RED,GREEN,red,02-24-2015,11:38:53
12000,real,73,congruent,557,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,74,incongruent,542,1,BLUE,GREEN,blue,02-24-2015,11:38:53
12000,real,75,incongruent,730,1,GREEN,BLUE,green,02-24-2015,11:38:53
12000,real,76,incongruent,612,1,RED,BLUE,red,02-24-2015,11:38:53
12000,real,77,congruent,477,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,78,incongruent,514,1,GREEN,RED,green,02-24-2015,11:38:53
12000,real,79,congruent,478,1,RED,RED,red,02-24-2015,11:38:53
12000,real,80,incongruent,547,1,BLUE,GREEN,blue,02-24-2015,11:38:53
12000,real,81,incongruent,784,1,GREEN,RED,green,02-24-2015,11:38:53
12000,real,82,congruent,729,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,83,congruent,492,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,84,incongruent,848,0,GREEN,RED,blue,02-24-2015,11:38:53
12000,real,85,congruent,622,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,86,incongruent,501,1,GREEN,RED,green,02-24-2015,11:38:53
12000,real,87,congruent,570,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,88,congruent,875,1,RED,RED,red,02-24-2015,11:38:53
12000,real,89,congruent,751,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,90,congruent,521,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,91,congruent,829,1,RED,RED,red,02-24-2015,11:38:53
12000,real,92,congruent,805,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,93,congruent,668,1,RED,RED,red,02-24-2015,11:38:53
12000,real,94,congruent,864,1,RED,RED,red,02-24-2015,11:38:53
12000,real,95,congruent,1183,1,RED,RED,red,02-24-2015,11:38:53
12000,real,96,congruent,608,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,97,congruent,1040,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,98,congruent,630,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,99,congruent,998,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,100,incongruent,1078,1,GREEN,BLUE,green,02-24-2015,11:38:53
12000,real,101,congruent,691,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,102,congruent,584,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,103,incongruent,704,1,BLUE,RED,blue,02-24-2015,11:38:53
12000,real,104,congruent,363,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,105,incongruent,534,1,GREEN,BLUE,green,02-24-2015,11:38:53
12000,real,106,congruent,448,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,107,incongruent,534,1,GREEN,RED,green,02-24-2015,11:38:53
12000,real,108,congruent,441,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,109,incongruent,632,1,RED,GREEN,red,02-24-2015,11:38:53
12000,real,110,congruent,512,1,RED,RED,red,02-24-2015,11:38:53
12000,real,111,incongruent,715,1,RED,BLUE,red,02-24-2015,11:38:53
12000,real,112,congruent,527,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,113,incongruent,690,1,BLUE,RED,blue,02-24-2015,11:38:53
12000,real,114,congruent,471,1,RED,RED,red,02-24-2015,11:38:53
12000,real,115,congruent,733,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,116,congruent,656,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,117,congruent,356,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,118,congruent,535,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,119,congruent,505,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,120,congruent,445,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,121,congruent,1101,1,RED,RED,red,02-24-2015,11:38:53
12000,real,122,incongruent,503,1,RED,BLUE,red,02-24-2015,11:38:53
12000,real,123,congruent,612,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,124,congruent,1344,1,RED,RED,red,02-24-2015,11:38:53
12000,real,125,congruent,474,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,126,incongruent,791,1,BLUE,RED,blue,02-24-2015,11:38:53
12000,real,127,congruent,1113,1,RED,RED,red,02-24-2015,11:38:53
12000,real,128,congruent,1132,1,RED,RED,red,02-24-2015,11:38:53
12000,real,129,congruent,590,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,130,congruent,631,1,RED,RED,red,02-24-2015,11:38:53
12000,real,131,congruent,598,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,132,incongruent,848,1,BLUE,RED,blue,02-24-2015,11:38:53
12000,real,133,congruent,630,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,134,incongruent,1933,1,GREEN,RED,green,02-24-2015,11:38:53
12000,real,135,congruent,680,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,136,congruent,637,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,137,congruent,644,1,RED,RED,red,02-24-2015,11:38:53
12000,real,138,incongruent,714,1,RED,GREEN,red,02-24-2015,11:38:53
12000,real,139,congruent,704,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,140,congruent,596,1,RED,RED,red,02-24-2015,11:38:53
12000,real,141,congruent,533,1,RED,RED,red,02-24-2015,11:38:53
12000,real,142,incongruent,791,1,BLUE,GREEN,blue,02-24-2015,11:38:53
12000,real,143,congruent,592,1,RED,RED,red,02-24-2015,11:38:53
12000,real,144,congruent,537,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,145,congruent,443,1,RED,RED,red,02-24-2015,11:38:53
12000,real,146,congruent,826,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,147,incongruent,896,1,RED,BLUE,red,02-24-2015,11:38:53
12000,real,148,incongruent,557,1,RED,GREEN,red,02-24-2015,11:38:53
12000,real,149,congruent,671,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,150,congruent,557,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,151,congruent,567,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,152,congruent,855,1,RED,RED,red,02-24-2015,11:38:53
12000,real,153,incongruent,678,1,RED,GREEN,red,02-24-2015,11:38:53
12000,real,154,congruent,467,1,RED,RED,red,02-24-2015,11:38:53
12000,real,155,incongruent,945,1,GREEN,BLUE,green,02-24-2015,11:38:53
12000,real,156,congruent,444,0,GREEN,RED,red,02-24-2015,11:38:53
12000,real,157,congruent,459,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,158,congruent,432,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,159,congruent,535,1,RED,RED,red,02-24-2015,11:38:53
12000,real,160,congruent,521,1,GREEN,GREEN,green,02-24-2015,11:38:53
12000,real,161,congruent,389,1,BLUE,BLUE,blue,02-24-2015,11:38:53
12000,real,162,congruent,526,1,GREEN,GREEN,green,02-24-2015,11:38:53
12002,practice,1,congruent,857,1,RED,RED,red,02-23-2015,15:18:04
12002,practice,2,incongruent,836,1,GREEN,BLUE,green,02-23-2015,15:18:04
12002,practice,3,congruent,408,1,RED,RED,red,02-23-2015,15:18:04
12002,practice,4,congruent,789,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,practice,5,congruent,667,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,practice,6,incongruent,774,1,RED,GREEN,red,02-23-2015,15:18:04
12002,practice,7,incongruent,853,1,GREEN,RED,green,02-23-2015,15:18:04
12002,practice,8,congruent,888,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,practice,9,congruent,585,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,practice,10,congruent,857,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,practice,11,congruent,523,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,practice,12,incongruent,564,1,BLUE,RED,blue,02-23-2015,15:18:04
12002,practice,13,incongruent,666,1,BLUE,GREEN,blue,02-23-2015,15:18:04
12002,practice,14,congruent,789,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,practice,15,congruent,587,1,RED,RED,red,02-23-2015,15:18:04
12002,practice,16,congruent,496,1,RED,RED,red,02-23-2015,15:18:04
12002,practice,17,congruent,626,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,practice,18,incongruent,766,1,RED,BLUE,red,02-23-2015,15:18:04
12002,real,1,congruent,629,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,2,congruent,727,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,3,congruent,582,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,4,congruent,738,1,RED,RED,red,02-23-2015,15:18:04
12002,real,5,congruent,547,1,RED,RED,red,02-23-2015,15:18:04
12002,real,6,congruent,456,1,RED,RED,red,02-23-2015,15:18:04
12002,real,7,incongruent,746,1,GREEN,BLUE,green,02-23-2015,15:18:04
12002,real,8,congruent,551,1,RED,RED,red,02-23-2015,15:18:04
12002,real,9,incongruent,1062,1,RED,BLUE,red,02-23-2015,15:18:04
12002,real,10,incongruent,664,1,RED,BLUE,red,02-23-2015,15:18:04
12002,real,11,incongruent,577,1,GREEN,RED,green,02-23-2015,15:18:04
12002,real,12,incongruent,813,1,GREEN,RED,green,02-23-2015,15:18:04
12002,real,13,incongruent,857,1,BLUE,GREEN,blue,02-23-2015,15:18:04
12002,real,14,congruent,660,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,15,congruent,397,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,16,congruent,497,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,17,incongruent,769,1,GREEN,BLUE,green,02-23-2015,15:18:04
12002,real,18,congruent,575,1,RED,RED,red,02-23-2015,15:18:04
12002,real,19,congruent,898,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,20,incongruent,763,1,BLUE,RED,blue,02-23-2015,15:18:04
12002,real,21,congruent,575,1,RED,RED,red,02-23-2015,15:18:04
12002,real,22,congruent,613,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,23,congruent,1106,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,24,incongruent,466,1,BLUE,GREEN,blue,02-23-2015,15:18:04
12002,real,25,incongruent,443,1,BLUE,RED,blue,02-23-2015,15:18:04
12002,real,26,incongruent,606,1,GREEN,BLUE,green,02-23-2015,15:18:04
12002,real,27,congruent,777,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,28,congruent,822,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,29,congruent,634,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,30,congruent,772,1,RED,RED,red,02-23-2015,15:18:04
12002,real,31,congruent,570,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,32,incongruent,631,1,RED,GREEN,red,02-23-2015,15:18:04
12002,real,33,incongruent,802,1,RED,GREEN,red,02-23-2015,15:18:04
12002,real,34,congruent,470,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,35,congruent,567,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,36,incongruent,660,1,GREEN,BLUE,green,02-23-2015,15:18:04
12002,real,37,congruent,991,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,38,congruent,490,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,39,congruent,611,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,40,incongruent,966,1,BLUE,GREEN,blue,02-23-2015,15:18:04
12002,real,41,congruent,628,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,42,incongruent,700,1,GREEN,BLUE,green,02-23-2015,15:18:04
12002,real,43,congruent,939,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,44,incongruent,650,1,RED,BLUE,red,02-23-2015,15:18:04
12002,real,45,congruent,428,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,46,incongruent,718,1,RED,BLUE,red,02-23-2015,15:18:04
12002,real,47,congruent,591,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,48,congruent,506,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,49,incongruent,626,1,GREEN,RED,green,02-23-2015,15:18:04
12002,real,50,congruent,542,1,RED,RED,red,02-23-2015,15:18:04
12002,real,51,congruent,420,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,52,congruent,462,1,RED,RED,red,02-23-2015,15:18:04
12002,real,53,congruent,432,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,54,incongruent,811,1,GREEN,RED,green,02-23-2015,15:18:04
12002,real,55,congruent,565,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,56,congruent,708,1,RED,RED,red,02-23-2015,15:18:04
12002,real,57,incongruent,706,1,BLUE,RED,blue,02-23-2015,15:18:04
12002,real,58,congruent,691,1,RED,RED,red,02-23-2015,15:18:04
12002,real,59,incongruent,914,1,RED,BLUE,red,02-23-2015,15:18:04
12002,real,60,incongruent,737,1,RED,GREEN,red,02-23-2015,15:18:04
12002,real,61,congruent,928,0,GREEN,BLUE,blue,02-23-2015,15:18:04
12002,real,62,congruent,634,1,RED,RED,red,02-23-2015,15:18:04
12002,real,63,incongruent,927,1,BLUE,GREEN,blue,02-23-2015,15:18:04
12002,real,64,incongruent,759,1,BLUE,GREEN,blue,02-23-2015,15:18:04
12002,real,65,congruent,585,1,RED,RED,red,02-23-2015,15:18:04
12002,real,66,congruent,441,1,RED,RED,red,02-23-2015,15:18:04
12002,real,67,congruent,727,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,68,incongruent,810,1,BLUE,RED,blue,02-23-2015,15:18:04
12002,real,69,incongruent,794,1,RED,GREEN,red,02-23-2015,15:18:04
12002,real,70,incongruent,842,1,BLUE,GREEN,blue,02-23-2015,15:18:04
12002,real,71,congruent,536,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,72,incongruent,795,1,RED,GREEN,red,02-23-2015,15:18:04
12002,real,73,congruent,1284,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,74,incongruent,561,1,BLUE,GREEN,blue,02-23-2015,15:18:04
12002,real,75,incongruent,650,1,GREEN,BLUE,green,02-23-2015,15:18:04
12002,real,76,incongruent,505,1,RED,BLUE,red,02-23-2015,15:18:04
12002,real,77,congruent,564,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,78,incongruent,894,1,GREEN,RED,green,02-23-2015,15:18:04
12002,real,79,congruent,579,1,RED,RED,red,02-23-2015,15:18:04
12002,real,80,incongruent,403,1,BLUE,GREEN,blue,02-23-2015,15:18:04
12002,real,81,incongruent,800,1,GREEN,RED,green,02-23-2015,15:18:04
12002,real,82,congruent,568,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,83,congruent,481,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,84,incongruent,669,1,BLUE,RED,blue,02-23-2015,15:18:04
12002,real,85,congruent,642,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,86,incongruent,888,1,GREEN,RED,green,02-23-2015,15:18:04
12002,real,87,congruent,597,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,88,congruent,557,1,RED,RED,red,02-23-2015,15:18:04
12002,real,89,congruent,607,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,90,congruent,503,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,91,congruent,587,1,RED,RED,red,02-23-2015,15:18:04
12002,real,92,congruent,468,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,93,congruent,569,1,RED,RED,red,02-23-2015,15:18:04
12002,real,94,congruent,417,1,RED,RED,red,02-23-2015,15:18:04
12002,real,95,congruent,465,1,RED,RED,red,02-23-2015,15:18:04
12002,real,96,congruent,687,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,97,congruent,595,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,98,congruent,507,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,99,congruent,543,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,100,incongruent,714,1,GREEN,BLUE,green,02-23-2015,15:18:04
12002,real,101,congruent,566,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,102,congruent,640,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,103,incongruent,947,1,BLUE,RED,blue,02-23-2015,15:18:04
12002,real,104,congruent,445,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,105,incongruent,604,1,GREEN,BLUE,green,02-23-2015,15:18:04
12002,real,106,congruent,372,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,107,incongruent,692,1,GREEN,RED,green,02-23-2015,15:18:04
12002,real,108,congruent,440,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,109,incongruent,863,1,RED,GREEN,red,02-23-2015,15:18:04
12002,real,110,congruent,381,1,RED,RED,red,02-23-2015,15:18:04
12002,real,111,incongruent,526,1,RED,BLUE,red,02-23-2015,15:18:04
12002,real,112,congruent,584,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,113,incongruent,632,1,BLUE,RED,blue,02-23-2015,15:18:04
12002,real,114,congruent,495,1,RED,RED,red,02-23-2015,15:18:04
12002,real,115,congruent,556,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,116,congruent,725,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,117,congruent,520,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,118,congruent,579,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,119,congruent,932,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,120,congruent,487,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,121,congruent,522,1,RED,RED,red,02-23-2015,15:18:04
12002,real,122,incongruent,701,1,RED,BLUE,red,02-23-2015,15:18:04
12002,real,123,congruent,585,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,124,congruent,590,1,RED,RED,red,02-23-2015,15:18:04
12002,real,125,congruent,599,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,126,incongruent,647,1,BLUE,RED,blue,02-23-2015,15:18:04
12002,real,127,congruent,429,1,RED,RED,red,02-23-2015,15:18:04
12002,real,128,congruent,517,1,RED,RED,red,02-23-2015,15:18:04
12002,real,129,congruent,663,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,130,congruent,605,1,RED,RED,red,02-23-2015,15:18:04
12002,real,131,congruent,596,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,132,incongruent,725,1,BLUE,RED,blue,02-23-2015,15:18:04
12002,real,133,congruent,592,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,134,incongruent,959,1,GREEN,RED,green,02-23-2015,15:18:04
12002,real,135,congruent,649,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,136,congruent,503,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,137,congruent,499,1,RED,RED,red,02-23-2015,15:18:04
12002,real,138,incongruent,487,1,RED,GREEN,red,02-23-2015,15:18:04
12002,real,139,congruent,936,0,GREEN,BLUE,blue,02-23-2015,15:18:04
12002,real,140,congruent,763,1,RED,RED,red,02-23-2015,15:18:04
12002,real,141,congruent,739,1,RED,RED,red,02-23-2015,15:18:04
12002,real,142,incongruent,1102,1,BLUE,GREEN,blue,02-23-2015,15:18:04
12002,real,143,congruent,609,1,RED,RED,red,02-23-2015,15:18:04
12002,real,144,congruent,561,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,145,congruent,466,1,RED,RED,red,02-23-2015,15:18:04
12002,real,146,congruent,758,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,147,incongruent,816,1,RED,BLUE,red,02-23-2015,15:18:04
12002,real,148,incongruent,832,1,RED,GREEN,red,02-23-2015,15:18:04
12002,real,149,congruent,646,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,150,congruent,653,1,GREEN,GREEN,green,02-23-2015,15:18:04
12002,real,151,congruent,666,1,BLUE,BLUE,blue,02-23-2015,15:18:04
12002,real,152,congruent,567,1,RED,RED,red,02-23-2015,15:18:04
12002,real,153,incongruent,592,1,RED,GREEN,red,02-23-2015,15:18:04
12002,real,154,congruent,504,1,RED,RED,red,02-23-2015,15:18:04
12002,real,155,incongruent,823,0,BLUE,BLUE,green,02-23-2015,15:18:04
