01 1 00 01 00 1 1 1 1 1 1 +0.913638 0 
01 1 00 01 01 1 0 0 0 0 1 +0.000000 0 
01 1 00 01 02 0 1 1 0 0 0 +0.866377 0 
01 1 00 01 03 1 0 1 0 0 1 +0.804841 0 
01 1 00 01 04 1 1 1 1 1 1 +0.576137 0 
01 1 00 01 05 1 0 1 0 0 1 +0.623808 0 
01 1 00 01 06 1 0 1 0 0 1 +0.828549 0 
01 1 00 01 07 0 1 0 0 0 1 +0.000000 0 
01 1 00 01 08 0 1 0 0 0 1 +0.000000 0 
01 1 00 01 09 0 0 1 1 0 1 +0.553705 0 
01 1 00 01 10 0 0 1 1 0 1 +0.645778 0 
01 1 00 01 11 0 1 1 0 1 1 +0.507123 0 
01 1 00 01 12 0 1 1 0 1 1 +0.438469 0 
01 1 00 01 13 0 0 0 1 1 0 +0.358488 0 
01 1 00 01 14 1 1 1 1 1 1 +0.673054 0 
01 1 00 01 15 0 1 1 0 1 1 +0.620950 0 
01 1 00 01 16 1 1 1 1 1 1 +0.581755 0 
01 1 00 01 17 0 0 0 1 0 1 +0.000000 0 
01 1 00 01 18 1 0 1 0 0 1 +0.730206 0 
01 1 00 01 19 0 1 1 0 1 1 +0.527598 0 
01 1 00 01 20 0 1 1 0 1 1 +0.528961 0 
01 1 00 01 21 1 0 1 0 0 1 +0.707021 0 
01 1 00 01 22 1 1 1 1 1 1 +0.498806 0 
01 1 00 01 23 1 1 1 1 1 1 +0.550332 0 
01 1 00 01 24 0 1 1 0 1 1 +0.566206 0 
01 1 00 01 25 0 0 1 1 0 1 +0.526296 0 
01 1 00 01 26 1 1 1 1 1 1 +0.497936 0 
01 1 00 01 27 0 0 1 1 0 1 +0.552548 0 
01 1 00 01 28 0 1 1 0 1 1 +0.596707 0 
01 1 00 01 29 0 0 1 1 0 1 +0.512176 0 
01 1 00 01 30 1 0 1 0 0 1 +0.639758 0 
01 1 00 01 31 1 0 1 0 0 1 +0.548546 0 
01 1 00 01 32 0 0 1 1 0 1 +0.523539 0 
01 1 00 01 33 0 1 1 0 1 1 +0.478206 0 
01 1 00 01 34 1 1 0 1 0 1 +0.000000 0 
01 1 00 01 35 0 0 1 1 0 1 +0.661881 0 
01 1 00 01 36 0 1 1 0 1 1 +0.346610 0 
01 1 00 01 37 1 0 1 0 0 1 +0.614164 0 
01 1 00 01 38 0 0 0 1 0 1 +0.000000 0 
01 1 00 01 39 1 1 0 1 1 0 +0.545242 0 
01 1 00 01 40 1 1 1 1 1 1 +0.623803 0 
01 1 00 01 41 1 1 1 1 1 1 +0.559309 0 
01 1 00 01 42 1 1 1 1 1 1 +0.614343 0 
