01 1 00 01 00 1 1 1 1 1 1 +0.861409 0 
01 1 00 01 01 1 0 1 0 0 1 +0.766778 0 
01 1 00 01 02 1 1 1 1 1 1 +0.404513 0 
01 1 00 01 03 1 1 1 1 1 1 +0.437370 0 
01 1 00 01 04 0 1 1 0 1 1 +0.327741 0 
01 1 00 01 05 1 0 1 0 0 1 +0.404203 0 
01 1 00 01 06 1 1 1 1 1 1 +0.369833 0 
01 1 00 01 07 1 0 1 0 0 1 +0.331618 0 
01 1 00 01 08 0 1 1 0 1 1 +0.299036 0 
01 1 00 01 09 0 0 1 1 0 1 +0.408375 0 
01 1 00 01 10 0 1 1 0 1 1 +0.295523 0 
01 1 00 01 11 0 0 1 1 0 1 +0.387756 0 
01 1 00 01 12 1 1 1 1 1 1 +0.269405 0 
01 1 00 01 13 0 1 1 0 1 1 +0.355680 0 
01 1 00 01 14 0 0 1 1 0 1 +0.449450 0 
01 1 00 01 15 1 0 1 0 0 1 +0.379513 0 
01 1 00 01 16 1 0 0 0 1 0 +0.540458 0 
01 1 00 01 17 0 1 1 0 1 1 +0.692522 0 
01 1 00 01 18 1 1 0 1 1 0 +0.415365 0 
01 1 00 01 19 0 0 1 1 0 1 +0.697123 0 
01 1 00 01 20 1 1 1 1 1 1 +0.504891 0 
01 1 00 01 21 1 1 1 1 1 1 +0.553193 0 
01 1 00 01 22 1 0 1 0 0 1 +0.542590 0 
01 1 00 01 23 0 0 0 1 0 1 +0.000000 0 
01 1 00 01 24 1 0 1 0 0 1 +0.911922 0 
01 1 00 01 25 0 0 1 1 0 1 +0.648130 0 
01 1 00 01 26 0 1 0 0 0 1 +0.000000 0 
01 1 00 01 27 1 1 0 1 0 1 +0.000000 0 
01 1 00 01 28 0 0 1 1 0 1 +0.509022 0 
01 1 00 01 29 0 1 1 0 1 1 +0.482150 0 
01 1 00 01 30 1 1 1 1 1 1 +0.529864 0 
01 1 00 01 31 0 1 1 0 1 1 +0.499462 0 
01 1 00 01 32 0 0 0 1 0 1 +0.000000 0 
01 1 00 01 33 1 1 1 1 1 1 +0.596180 0 
01 1 00 01 34 0 1 1 0 1 1 +0.603297 0 
01 1 00 01 35 1 0 1 0 0 1 +0.660928 0 
01 1 00 01 36 0 1 1 0 1 1 +0.630212 0 
01 1 00 01 37 1 1 1 1 1 1 +0.586983 0 
01 1 00 01 38 0 0 1 1 0 1 +0.531575 0 
01 1 00 01 39 0 1 1 0 1 1 +0.418087 0 
01 1 00 01 40 0 0 1 1 0 1 +0.486208 0 
01 1 00 01 41 0 1 0 0 0 1 +0.000000 0 
01 1 00 01 42 1 1 1 1 1 1 +0.727886 0 
01 1 00 01 43 1 0 0 0 0 1 +0.000000 0 
01 1 00 01 44 0 1 1 0 1 1 +0.561201 0 
01 1 00 01 45 0 0 1 1 0 1 +0.968042 0 
