*BaseSeed:1001,Group:2
*CHUNK,SEED:1004,GROUP:A
1271,5,4
1272,4,3
1273,2,1
1274,5,4
1275,4,3
1276,2,1
1277,2,1
1278,5,4
1279,2,1
1280,6,5
1281,1,0
1282,2,1
1283,6,5
1284,2,1
1285,1,0
1286,1,0
1287,8,13
1288,7,6
1289,1,0
1290,5,4
1291,6,5
1292,1,0
1293,5,4
1294,1,0
1295,7,6
1296,4,3
1297,2,1
1298,2,1
1299,2,1
1300,3,2
*BREAK*
*CHUNK,GROUP:A
1301,3,2
1302,8,13
1303,8,13
1304,8,13
1305,7,6
1306,5,4
1307,4,3
1308,2,1
1309,1,0
1310,7,6
1311,3,2
1312,3,2
1313,2,1
1314,1,0
1315,1,0
1316,3,2
1317,2,1
1318,3,2
1319,1,0
1320,2,1
1321,3,2
1322,4,3
1323,7,6
1324,2,1
1325,6,5
1326,2,1
1327,1,0
1328,6,5
1329,4,3
1330,1,0
*CHUNK,SEED:1009,GROUP:B
1331,8,13
1332,6,11
1333,6,11
1334,6,11
1335,4,9
1336,1,0
1337,5,10
1338,1,0
1339,1,0
1340,7,12
1341,8,13
1342,6,11
1343,2,7
1344,6,11
1345,4,9
1346,6,11
1347,8,13
1348,4,9
1349,4,9
1350,8,13
1351,1,0
1352,7,12
1353,3,8
1354,4,9
1355,4,9
1356,4,9
1357,3,8
1358,8,13
1359,4,9
1360,3,8
*BREAK*
*CHUNK,GROUP:B
1361,4,9
1362,5,10
1363,7,12
1364,8,13
1365,1,0
1366,5,10
1367,8,13
1368,7,12
1369,4,9
1370,8,13
1371,1,0
1372,3,8
1373,4,9
1374,3,8
1375,7,12
1376,2,7
1377,5,10
1378,5,10
1379,8,13
1380,6,11
1381,6,11
1382,1,0
1383,8,13
1384,7,12
1385,8,13
1386,6,11
1387,4,9
1388,2,7
1389,5,10
1390,7,12
*CHUNK,SEED:1006,GROUP:B
1391,3,8
1392,3,8
1393,2,7
1394,7,12
1395,3,8
1396,8,13
1397,3,8
1398,7,12
1399,8,13
1400,5,10
1401,5,10
1402,8,13
1403,8,13
1404,2,7
1405,7,12
1406,8,13
1407,2,7
1408,2,7
1409,7,12
1410,8,13
1411,7,12
1412,2,7
1413,4,9
1414,5,10
1415,8,13
1416,1,0
1417,3,8
1418,4,9
1419,3,8
1420,6,11
*BREAK*
*CHUNK,GROUP:B
1421,6,11
1422,3,8
1423,3,8
1424,2,7
1425,2,7
1426,6,11
1427,4,9
1428,2,7
1429,4,9
1430,1,0
1431,8,13
1432,3,8
1433,3,8
1434,3,8
1435,5,10
1436,6,11
1437,4,9
1438,3,8
1439,4,9
1440,5,10
1441,4,9
1442,3,8
1443,6,11
1444,1,0
1445,2,7
1446,5,10
1447,6,11
1448,3,8
1449,7,12
1450,3,8
*CHUNK,SEED:1005,GROUP:A
1451,4,3
1452,7,6
1453,6,5
1454,2,1
1455,8,13
1456,5,4
1457,3,2
1458,6,5
1459,5,4
1460,1,0
1461,7,6
1462,1,0
1463,7,6
1464,6,5
1465,8,13
1466,1,0
1467,5,4
1468,4,3
1469,8,13
1470,2,1
1471,6,5
1472,6,5
1473,5,4
1474,3,2
1475,4,3
1476,2,1
1477,3,2
1478,3,2
1479,2,1
1480,4,3
*BREAK*
*CHUNK,GROUP:A
1481,5,4
1482,5,4
1483,1,0
1484,5,4
1485,4,3
1486,2,1
1487,8,13
1488,6,5
1489,7,6
1490,4,3
1491,6,5
1492,3,2
1493,3,2
1494,6,5
1495,7,6
1496,4,3
1497,7,6
1498,7,6
1499,2,1
1500,7,6
1501,4,3
1502,3,2
1503,2,1
1504,1,0
1505,8,13
1506,8,13
1507,3,2
1508,8,13
1509,5,4
1510,2,1
*CHUNK,SEED:1003,GROUP:A
1511,6,5
1512,8,13
1513,6,5
1514,8,13
1515,1,0
1516,7,6
1517,1,0
1518,4,3
1519,7,6
1520,3,2
1521,3,2
1522,3,2
1523,5,4
1524,6,5
1525,2,1
1526,2,1
1527,3,2
1528,1,0
1529,2,1
1530,8,13
1531,5,4
1532,5,4
1533,5,4
1534,7,6
1535,3,2
1536,6,5
1537,2,1
1538,8,13
1539,1,0
1540,1,0
*BREAK*
*CHUNK,GROUP:A
1541,1,0
1542,2,1
1543,6,5
1544,3,2
1545,2,1
1546,8,13
1547,8,13
1548,5,4
1549,4,3
1550,2,1
1551,8,13
1552,4,3
1553,2,1
1554,4,3
1555,3,2
1556,1,0
1557,4,3
1558,8,13
1559,7,6
1560,4,3
1561,2,1
1562,4,3
1563,3,2
1564,2,1
1565,4,3
1566,5,4
1567,7,6
1568,3,2
1569,2,1
1570,7,6
*CHUNK,SEED:1008,GROUP:B
1571,1,0
1572,2,7
1573,2,7
1574,1,0
1575,1,0
1576,6,11
1577,5,10
1578,8,13
1579,6,11
1580,4,9
1581,1,0
1582,7,12
1583,1,0
1584,2,7
1585,5,10
1586,7,12
1587,3,8
1588,6,11
1589,5,10
1590,2,7
1591,8,13
1592,3,8
1593,4,9
1594,1,0
1595,8,13
1596,5,10
1597,3,8
1598,7,12
1599,4,9
1600,1,0
*BREAK*
*CHUNK,GROUP:B
1601,2,7
1602,7,12
1603,6,11
1604,3,8
1605,4,9
1606,8,13
1607,4,9
1608,3,8
1609,7,12
1610,3,8
1611,6,11
1612,3,8
1613,4,9
1614,6,11
1615,1,0
1616,1,0
1617,7,12
1618,2,7
1619,7,12
1620,1,0
1621,5,10
1622,2,7
1623,4,9
1624,8,13
1625,6,11
1626,8,13
1627,2,7
1628,7,12
1629,3,8
1630,6,11
*CHUNK,SEED:1009,GROUP:B
1631,8,13
1632,6,11
1633,6,11
1634,6,11
1635,4,9
1636,1,0
1637,5,10
1638,1,0
1639,1,0
1640,7,12
1641,8,13
1642,6,11
1643,2,7
1644,6,11
1645,4,9
1646,6,11
1647,8,13
1648,4,9
1649,4,9
1650,8,13
1651,1,0
1652,7,12
1653,3,8
1654,4,9
1655,4,9
1656,4,9
1657,3,8
1658,8,13
1659,4,9
1660,3,8
*BREAK*
*CHUNK,GROUP:B
1661,4,9
1662,5,10
1663,7,12
1664,8,13
1665,1,0
1666,5,10
1667,8,13
1668,7,12
1669,4,9
1670,8,13
1671,1,0
1672,3,8
1673,4,9
1674,3,8
1675,7,12
1676,2,7
1677,5,10
1678,5,10
1679,8,13
1680,6,11
1681,6,11
1682,1,0
1683,8,13
1684,7,12
1685,8,13
1686,6,11
1687,4,9
1688,2,7
1689,5,10
1690,7,12
*CHUNK,SEED:1004,GROUP:A
1691,5,4
1692,4,3
1693,2,1
1694,5,4
1695,4,3
1696,2,1
1697,2,1
1698,5,4
1699,2,1
1700,6,5
1701,1,0
1702,2,1
1703,6,5
1704,2,1
1705,1,0
1706,1,0
1707,8,13
1708,7,6
1709,1,0
1710,5,4
1711,6,5
1712,1,0
1713,5,4
1714,1,0
1715,7,6
1716,4,3
1717,2,1
1718,2,1
1719,2,1
1720,3,2
*BREAK*
*CHUNK,GROUP:A
1721,3,2
1722,8,13
1723,8,13
1724,8,13
1725,7,6
1726,5,4
1727,4,3
1728,2,1
1729,1,0
1730,7,6
1731,3,2
1732,3,2
1733,2,1
1734,1,0
1735,1,0
1736,3,2
1737,2,1
1738,3,2
1739,1,0
1740,2,1
1741,3,2
1742,4,3
1743,7,6
1744,2,1
1745,6,5
1746,2,1
1747,1,0
1748,6,5
1749,4,3
1750,1,0
*CHUNK,SEED:1005,GROUP:A
1751,4,3
1752,7,6
1753,6,5
1754,2,1
1755,8,13
1756,5,4
1757,3,2
1758,6,5
1759,5,4
1760,1,0
1761,7,6
1762,1,0
1763,7,6
1764,6,5
1765,8,13
1766,1,0
1767,5,4
1768,4,3
1769,8,13
1770,2,1
1771,6,5
1772,6,5
1773,5,4
1774,3,2
1775,4,3
1776,2,1
1777,3,2
1778,3,2
1779,2,1
1780,4,3
*BREAK*
*CHUNK,GROUP:A
1781,5,4
1782,5,4
1783,1,0
1784,5,4
1785,4,3
1786,2,1
1787,8,13
1788,6,5
1789,7,6
1790,4,3
1791,6,5
1792,3,2
1793,3,2
1794,6,5
1795,7,6
1796,4,3
1797,7,6
1798,7,6
1799,2,1
1800,7,6
1801,4,3
1802,3,2
1803,2,1
1804,1,0
1805,8,13
1806,8,13
1807,3,2
1808,8,13
1809,5,4
1810,2,1
*CHUNK,SEED:1006,GROUP:B
1811,3,8
1812,3,8
1813,2,7
1814,7,12
1815,3,8
1816,8,13
1817,3,8
1818,7,12
1819,8,13
1820,5,10
1821,5,10
1822,8,13
1823,8,13
1824,2,7
1825,7,12
1826,8,13
1827,2,7
1828,2,7
1829,7,12
1830,8,13
1831,7,12
1832,2,7
1833,4,9
1834,5,10
1835,8,13
1836,1,0
1837,3,8
1838,4,9
1839,3,8
1840,6,11
*BREAK*
*CHUNK,GROUP:B
1841,6,11
1842,3,8
1843,3,8
1844,2,7
1845,2,7
1846,6,11
1847,4,9
1848,2,7
1849,4,9
1850,1,0
1851,8,13
1852,3,8
1853,3,8
1854,3,8
1855,5,10
1856,6,11
1857,4,9
1858,3,8
1859,4,9
1860,5,10
1861,4,9
1862,3,8
1863,6,11
1864,1,0
1865,2,7
1866,5,10
1867,6,11
1868,3,8
1869,7,12
1870,3,8
*CHUNK,SEED:1007,GROUP:B
1871,2,7
1872,7,12
1873,6,11
1874,4,9
1875,6,11
1876,3,8
1877,4,9
1878,8,13
1879,3,8
1880,8,13
1881,3,8
1882,8,13
1883,8,13
1884,6,11
1885,6,11
1886,8,13
1887,7,12
1888,8,13
1889,6,11
1890,5,10
1891,8,13
1892,6,11
1893,4,9
1894,7,12
1895,4,9
1896,7,12
1897,3,8
1898,6,11
1899,3,8
1900,8,13
*BREAK*
*CHUNK,GROUP:B
1901,8,13
1902,1,0
1903,4,9
1904,6,11
1905,7,12
1906,3,8
1907,8,13
1908,6,11
1909,2,7
1910,6,11
1911,3,8
1912,3,8
1913,4,9
1914,8,13
1915,3,8
1916,7,12
1917,2,7
1918,6,11
1919,5,10
1920,3,8
1921,5,10
1922,2,7
1923,1,0
1924,8,13
1925,4,9
1926,3,8
1927,8,13
1928,5,10
1929,1,0
1930,5,10
*CHUNK,SEED:1002,GROUP:A
1931,7,6
1932,4,3
1933,2,1
1934,3,2
1935,6,5
1936,4,3
1937,8,13
1938,4,3
1939,5,4
1940,7,6
1941,4,3
1942,4,3
1943,5,4
1944,2,1
1945,3,2
1946,2,1
1947,6,5
1948,3,2
1949,3,2
1950,3,2
1951,5,4
1952,8,13
1953,6,5
1954,4,3
1955,7,6
1956,7,6
1957,2,1
1958,7,6
1959,1,0
1960,7,6
*BREAK*
*CHUNK,GROUP:A
1961,8,13
1962,4,3
1963,5,4
1964,6,5
1965,4,3
1966,3,2
1967,4,3
1968,1,0
1969,6,5
1970,5,4
1971,5,4
1972,4,3
1973,1,0
1974,7,6
1975,5,4
1976,8,13
1977,7,6
1978,4,3
1979,6,5
1980,6,5
1981,2,1
1982,5,4
1983,8,13
1984,3,2
1985,2,1
1986,7,6
1987,5,4
1988,1,0
1989,8,13
1990,6,5
