id;congruency;RT;accuracy
10205;congruent;415;1
10205;congruent;376;1
10205;congruent;303;1
10205;incongruent;453;1
10205;congruent;359;1
10205;congruent;422;1
10205;congruent;310;1
10205;incongruent;428;0
10205;congruent;477;1
10205;congruent;543;1
10205;incongruent;531;1
10205;congruent;454;1
10205;congruent;384;1
10205;incongruent;503;1
10205;congruent;522;1
10205;congruent;349;1
10205;congruent;492;1
10205;congruent;415;1
10205;incongruent;375;0
10205;congruent;575;1
10205;congruent;467;1
10205;congruent;365;1
10205;incongruent;604;1
10205;congruent;489;1
10205;congruent;531;1
10205;incongruent;535;1
10205;congruent;514;1
10205;congruent;438;1
10205;congruent;391;1
10205;incongruent;567;1
10205;congruent;507;1
10205;congruent;486;1
10205;congruent;328;1
10205;congruent;351;1
10205;incongruent;454;1
10205;congruent;423;1
10205;congruent;360;1
10205;congruent;319;1
10205;incongruent;509;1
10205;congruent;400;1
10205;congruent;440;1
10205;incongruent;441;1
10205;congruent;442;1
10205;congruent;332;1
10205;congruent;434;1
10205;congruent;371;1
10205;incongruent;514;1
10205;congruent;453;1
10205;congruent;383;1
10205;congruent;382;1
10205;incongruent;790;1
10205;congruent;520;1
10205;incongruent;427;0
10205;congruent;428;1
10205;congruent;461;1
10205;congruent;462;1
10205;incongruent;776;1
10205;congruent;458;1
10205;congruent;388;1
10205;congruent;387;1
10205;incongruent;491;1
10205;congruent;413;1
10205;congruent;406;1
10205;incongruent;606;1
10205;congruent;403;1
10205;incongruent;547;1
10205;congruent;423;1
10205;congruent;312;1
10205;congruent;366;1
10205;congruent;445;1
10205;incongruent;310;0
10205;congruent;564;1
10205;congruent;360;1
10205;congruent;368;1
10205;congruent;343;1
10205;congruent;565;1
10205;incongruent;473;1
10205;congruent;468;1
10205;incongruent;397;1
10205;congruent;525;1
10205;congruent;432;1
10205;congruent;401;1
10205;congruent;337;1
10205;incongruent;528;1
10205;congruent;427;1
10205;congruent;380;1
10205;congruent;371;1
10205;congruent;370;1
10205;incongruent;474;1
10205;congruent;572;1
10205;incongruent;424;1
10205;congruent;473;1
10205;congruent;371;1
10205;congruent;354;1
10205;congruent;441;1
10205;incongruent;506;1
10205;congruent;421;1
10205;congruent;317;1
10205;incongruent;339;1
10205;congruent;514;1
10205;congruent;380;1
10205;incongruent;348;1
10205;congruent;427;1
10205;congruent;396;1
10205;incongruent;484;1
10205;congruent;438;1
10205;congruent;423;1
10205;congruent;400;1
10205;congruent;464;1
10205;congruent;354;1
10205;incongruent;528;1
10205;congruent;436;1
10205;congruent;324;1
10205;incongruent;314;1
10205;congruent;496;1
10205;congruent;451;1
10205;congruent;452;1
10205;congruent;310;1
10205;incongruent;563;1
10205;congruent;376;0
10205;congruent;591;1
10205;congruent;428;1
10205;congruent;325;1
10205;incongruent;507;1
10205;congruent;478;1
10205;congruent;464;1
10205;congruent;417;1
10205;incongruent;538;1
10205;congruent;429;1
10205;incongruent;550;1
10205;congruent;442;1
10205;congruent;363;1
10205;congruent;354;1
10205;congruent;513;1
10205;congruent;348;1
10205;incongruent;467;1
10205;congruent;548;1
10205;incongruent;432;1
10205;congruent;433;1
10205;congruent;402;1
10205;congruent;314;1
10205;congruent;384;1
10205;congruent;352;1
10205;congruent;542;1
10205;congruent;298;1
10205;incongruent;464;1
10205;congruent;425;1
10205;congruent;378;1
10205;congruent;434;1
10205;congruent;386;1
10205;congruent;330;1
10205;incongruent;528;1
10205;congruent;508;1
10205;incongruent;358;0
10205;congruent;613;1
10205;congruent;459;1
10205;congruent;380;1
10205;congruent;396;1
10205;congruent;420;1
10205;incongruent;484;1
10205;congruent;335;1
10205;incongruent;493;1
10205;congruent;448;1
10205;congruent;361;1
10205;incongruent;544;1
10205;congruent;412;1
10205;congruent;924;1
10205;congruent;362;1
10205;congruent;433;1
10205;congruent;378;1
10205;incongruent;457;1
10205;congruent;435;1
10205;congruent;339;1
10205;incongruent;490;1
10205;congruent;460;1
10205;congruent;350;1
10205;congruent;333;1
10205;incongruent;371;0
10205;congruent;514;1
10205;congruent;373;1
10205;congruent;372;1
10205;congruent;532;1
10205;congruent;367;1
10205;incongruent;574;1
10205;congruent;347;1
10205;incongruent;450;1
10205;congruent;627;1
10205;congruent;985;1
10205;congruent;344;1
10205;congruent;430;1
10205;congruent;335;1
10205;congruent;526;1
10205;incongruent;433;0
10205;congruent;570;1
10205;congruent;318;1
10205;incongruent;524;1
10205;congruent;495;1
10205;congruent;306;1
10205;incongruent;607;1
10205;congruent;508;1
11652;congruent;351;1
11652;congruent;287;1
11652;congruent;332;1
11652;incongruent;418;1
11652;congruent;315;1
11652;congruent;328;1
11652;congruent;502;1
11652;incongruent;873;1
11652;congruent;293;1
11652;congruent;370;1
11652;incongruent;281;1
11652;congruent;278;1
11652;congruent;339;1
11652;incongruent;329;0
11652;congruent;351;1
11652;congruent;366;1
11652;congruent;357;1
11652;congruent;292;1
11652;incongruent;569;1
11652;congruent;302;1
11652;congruent;315;1
11652;congruent;305;1
11652;incongruent;550;1
11652;congruent;330;1
11652;congruent;288;1
11652;incongruent;510;1
11652;congruent;368;1
11652;congruent;232;1
11652;congruent;243;1
11652;incongruent;279;0
11652;congruent;340;1
11652;congruent;314;1
11652;congruent;256;1
11652;congruent;316;1
11652;incongruent;346;0
11652;congruent;337;1
11652;congruent;279;1
11652;congruent;316;1
11652;incongruent;370;1
11652;congruent;305;1
11652;congruent;319;1
11652;incongruent;365;1
11652;congruent;388;1
11652;congruent;291;1
11652;congruent;249;1
11652;congruent;293;1
11652;incongruent;290;0
11652;congruent;351;1
11652;congruent;321;1
11652;congruent;324;1
11652;incongruent;386;0
11652;congruent;274;1
11652;incongruent;407;1
11652;congruent;367;1
11652;congruent;358;1
11652;congruent;373;1
11652;incongruent;364;1
11652;congruent;339;1
11652;congruent;329;1
11652;congruent;295;1
11652;incongruent;365;1
11652;congruent;292;1
11652;congruent;289;1
11652;incongruent;270;0
11652;congruent;363;1
11652;incongruent;546;1
11652;congruent;294;1
11652;congruent;299;1
11652;congruent;328;1
11652;congruent;334;1
11652;incongruent;301;0
11652;congruent;330;1
11652;congruent;368;1
11652;congruent;327;1
11652;congruent;285;1
11652;congruent;315;1
11652;incongruent;312;1
11652;congruent;366;1
11652;incongruent;453;1
11652;congruent;366;1
11652;congruent;349;1
11652;congruent;356;1
11652;congruent;299;1
11652;incongruent;296;0
11652;congruent;373;1
11652;congruent;261;1
11652;congruent;377;1
11652;congruent;336;1
11652;incongruent;463;1
11652;congruent;336;1
11652;incongruent;287;0
11652;congruent;388;1
11652;congruent;355;1
11652;congruent;322;1
11652;congruent;272;1
11652;incongruent;293;1
11652;congruent;274;1
11652;congruent;335;1
11652;incongruent;285;0
11652;congruent;387;1
11652;congruent;322;1
11652;incongruent;480;1
11652;congruent;298;1
11652;congruent;351;1
11652;incongruent;310;0
11652;congruent;436;1
11652;congruent;317;1
11652;congruent;298;1
11652;congruent;280;1
11652;congruent;325;1
